wave_A,ep_eV,loggf,term_low,term_up,level_low,level_up,label_low,label_up,flag_low,flag_up,reason_low,reason_up,nlte
4200.101,3.079,-1.035,a3G,3F*,10,0,a3G,none,c,x,label,label-absent->energy-route-disabled,False
4201.438,3.648,-4.127,y5P*,e7F,19,116,y5P*,e7F,c,c,label,label,True
4202.521,2.544,-4.746,a5G,z5I*,4,53,a5G,z5I*,c,c,label,label,True
4203.041,3.0,-2.794,a3H,u5F*,8,78,a3H,u5F*,c,c,label,label,True
4203.238,2.987,-4.187,a3P,u5F*,7,78,a3P,u5F*,c,c,label,label,True
4203.242,2.545,-2.299,a5G,z5I*,4,53,a5G,z5I*,c,c,label,label,True
4203.29,2.545,-3.15,a5G,z5I*,4,53,a5G,z5I*,c,c,label,label,True
4203.589,2.544,-1.12,a5G,y5G*,4,54,a5G,y5G*,c,c,label,label,True
4204.204,2.544,-2.831,a5G,y5G*,4,54,a5G,y5G*,c,c,label,label,True
4205.062,3.648,-1.706,y5P*,h7D,19,113,y5P*,h7D,c,c,label,label,True
4208.52,2.967,-2.757,a3H,x5H*,8,77,a3H,x5H*,c,c,label,label,True
4210.759,3.0,-1.785,a3H,x5H*,8,77,a3H,x5H*,c,c,label,label,True
4211.366,3.087,-1.203,a3G,3F*,10,0,a3G,none,c,x,label,label-absent->energy-route-disabled,False
4211.527,2.983,-1.68,a3H,x5H*,8,77,a3H,x5H*,c,c,label,label,True
4211.901,2.545,-5.08,a5G,w5P*,4,52,a5G,w5P*,c,c,label,label,True
4211.948,3.385,-3.854,z7D*,h5S,15,101,z7D*,h5S,c,c,label,label,True
4212.529,3.011,-0.959,b5D,u5F*,9,78,b5D,u5F*,c,c,label,label,True
4213.175,3.079,-0.72,a3G,x3G*,10,83,a3G,x3G*,c,c,label,label,True
4213.351,3.375,-2.379,b3P,w3F*,14,100,b3P,w3F*,c,c,label,label,True
4213.66,2.544,-2.69,a5G,z5I*,4,53,a5G,z5I*,c,c,label,label,True
4214.145,2.545,-3.452,a5G,z5I*,4,53,a5G,z5I*,c,c,label,label,True
4214.191,2.545,-4.826,a5G,z5I*,4,53,a5G,z5I*,c,c,label,label,True
4214.44,2.987,-2.695,a3P,v5D*,7,76,a3P,v5D*,c,c,label,label,True
4215.735,3.369,-2.65,b3P,w3F*,14,100,b3P,w3F*,c,c,label,label,True
4216.248,2.967,-4.057,a3H,v5F*,8,72,a3H,v5F*,c,c,label,label,True
4216.358,3.013,-1.998,b5D,u5F*,9,78,b5D,u5F*,c,c,label,label,True
4217.164,2.967,-4.338,a3H,v5F*,8,72,a3H,v5F*,c,c,label,label,True
4217.608,3.011,-0.765,b5D,u5F*,9,78,b5D,u5F*,c,c,label,label,True
4217.984,3.698,-3.239,y5P*,e7F,19,116,y5P*,e7F,c,c,label,label,True
4218.268,3.668,-2.763,y5P*,h7D,19,113,y5P*,h7D,c,c,label,label,True
4218.668,3.435,-2.736,b3G,z1H*,16,103,b3G,z1H*,c,c,label,label,True
4219.032,3.092,-2.666,a3F,3F*,11,0,a3F,none,c,x,label,label-absent->energy-route-disabled,False
4219.105,3.668,-2.794,y5P*,e7F,19,116,y5P*,e7F,c,c,label,label,True
4219.471,2.987,-3.495,a3P,v5D*,7,76,a3P,v5D*,c,c,label,label,True
4219.609,3.011,-2.159,b5D,u5F*,9,78,b5D,u5F*,c,c,label,label,True
4220.127,3.422,-2.327,b3G,w3P*,16,102,b3G,w3P*,c,c,label,label,True
4220.447,2.967,-1.564,a3H,x5H*,8,77,a3H,x5H*,c,c,label,label,True
4221.935,2.987,-3.641,a3P,v5D*,7,76,a3P,v5D*,c,c,label,label,True
4222.728,3.013,-0.98,b5D,u5F*,9,78,b5D,u5F*,c,c,label,label,True
4223.452,3.013,-2.19,b5D,u5F*,9,78,b5D,u5F*,c,c,label,label,True
4224.078,3.375,-2.837,b3P,w3F*,14,100,b3P,w3F*,c,c,label,label,True
4224.306,2.544,-5.183,a5G,w5P*,4,52,a5G,w5P*,c,c,label,label,True
4224.51,3.087,-1.688,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
4226.555,3.395,-3.988,z7D*,h5S,15,101,z7D*,h5S,c,c,label,label,True
4226.75,2.967,-1.139,a3H,z3I*,8,73,a3H,z3I*,c,c,label,label,True
4230.28,2.983,-1.75,a3H,x5H*,8,77,a3H,x5H*,c,c,label,label,True
4230.471,3.011,-1.16,b5D,u5F*,9,78,b5D,u5F*,c,c,label,label,True
4230.545,3.668,-2.92,y5P*,e7F,19,116,y5P*,e7F,c,c,label,label,True
4231.651,3.079,-3.129,a3G,x3P*,10,81,a3G,x3P*,c,c,label,label,True
4232.851,3.013,-1.62,b5D,u5F*,9,78,b5D,u5F*,c,c,label,label,True
4232.961,3.826,-1.618,z5F*,e5F,22,148,z5F*,e5F,c,c,label,label,True
4233.581,3.013,-3.864,b5D,u5F*,9,78,b5D,u5F*,c,c,label,label,True
4234.219,3.668,-1.85,y5P*,h7D,19,113,y5P*,h7D,c,c,label,label,True
4234.516,3.122,-1.19,a3F,x3G*,11,83,a3F,x3G*,c,c,label,label,True
4234.794,3.839,-1.622,z5F*,e5F,22,148,z5F*,e5F,c,c,label,label,True
4235.998,3.01,-1.27,b5D,u5F*,9,78,b5D,u5F*,c,c,label,label,True
4236.836,3.817,-1.715,z5F*,e5F,22,148,z5F*,e5F,c,c,label,label,True
4237.259,3.0,-3.085,a3H,x5H*,8,77,a3H,x5H*,c,c,label,label,True
4237.702,3.011,-1.49,b5D,u5F*,9,78,b5D,u5F*,c,c,label,label,True
4238.949,3.011,-0.74,b5D,v5D*,9,76,b5D,v5D*,c,c,label,label,True
4239.013,2.983,-3.124,a3H,v5F*,8,72,a3H,v5F*,c,c,label,label,True
4240.092,3.013,-2.92,b5D,u5F*,9,78,b5D,u5F*,c,c,label,label,True
4240.333,2.915,-3.801,a3P,z3S*,7,70,a3P,z3S*,c,c,label,label,True
4240.707,2.983,-1.007,a3H,z3I*,8,73,a3H,z3I*,c,c,label,label,True
4242.831,3.013,-1.36,b5D,v5D*,9,76,b5D,v5D*,c,c,label,label,True
4243.287,3.698,-2.649,y5P*,e7F,19,116,y5P*,e7F,c,c,label,label,True
4244.956,3.698,-2.973,y5P*,h7D,19,113,y5P*,h7D,c,c,label,label,True
4247.703,2.915,-4.11,a3P,x5G*,7,71,a3P,x5G*,c,c,label,label,True
4248.33,3.011,-1.231,b5D,v5D*,9,76,b5D,v5D*,c,c,label,label,True
4248.699,2.983,-2.418,a3H,z3I*,8,73,a3H,z3I*,c,c,label,label,True
4248.744,3.113,-1.513,a3F,3F*,11,0,a3F,none,c,x,label,label-absent->energy-route-disabled,False
4249.708,3.826,-1.13,z5F*,e5F,22,148,z5F*,e5F,c,c,label,label,True
4249.843,3.104,-1.163,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
4250.906,2.708,-4.78,a5P,z3H*,5,57,a5P,z3H*,c,c,label,label,True
4251.378,2.872,-1.87,a3P,w5F*,7,65,a3P,w5F*,c,c,label,label,True
4251.491,3.013,-2.875,b5D,v5D*,9,76,b5D,v5D*,c,c,label,label,True
4252.064,3.011,-3.944,b5D,x5H*,9,77,b5D,x5H*,c,c,label,label,True
4252.205,3.839,-0.905,z5F*,e5F,22,148,z5F*,e5F,c,c,label,label,True
4252.225,3.013,-1.422,b5D,v5D*,9,76,b5D,v5D*,c,c,label,label,True
4252.359,2.915,-2.925,a3P,u5P*,7,68,a3P,u5P*,c,c,label,label,True
4252.397,3.817,-1.191,z5F*,e5F,22,148,z5F*,e5F,c,c,label,label,True
4253.859,3.011,-2.121,b5D,v5D*,9,76,b5D,v5D*,c,c,label,label,True
4254.189,3.368,-2.469,b3P,u5D*,14,99,b3P,u5D*,c,c,label,label,True
4254.202,3.011,-2.356,b5D,v5D*,9,76,b5D,v5D*,c,c,label,label,True
4254.352,0.0,-0.09,a7S,z7P*,1,6,a7S,z7P*,c,c,label,label,True
4254.705,3.101,-4.423,z7F*,f5D,12,84,z7F*,f5D,c,c,label,label,True
4254.987,3.01,-2.491,b5D,v5D*,9,76,b5D,v5D*,c,c,label,label,True
4255.5,3.0,-0.6,a3H,z3I*,8,73,a3H,z3I*,c,c,label,label,True
4256.414,3.85,-2.594,a3I,q5F*,21,134,a3I,q5F*,c,c,label,label,True
4256.544,3.369,-2.79,b3P,u5D*,14,99,b3P,u5D*,c,c,label,label,True
4256.613,3.013,-2.191,b5D,v5D*,9,76,b5D,v5D*,c,c,label,label,True
4256.706,3.011,-3.768,b5D,v5D*,9,76,b5D,v5D*,c,c,label,label,True
4256.832,3.369,-2.803,b3P,u5D*,14,99,b3P,u5D*,c,c,label,label,True
4257.348,3.013,-1.4,b5D,v5D*,9,76,b5D,v5D*,c,c,label,label,True
4257.998,3.369,-2.64,b3P,u5D*,14,99,b3P,u5D*,c,c,label,label,True
4258.208,3.101,-4.111,z7F*,f5D,12,84,z7F*,f5D,c,c,label,label,True
4259.119,3.013,-1.547,b5D,v5D*,9,76,b5D,v5D*,c,c,label,label,True
4259.713,3.111,-3.919,z7F*,f5D,12,84,z7F*,f5D,c,c,label,label,True
4260.183,3.857,-0.606,z5F*,e5F,22,148,z5F*,e5F,c,c,label,label,True
4260.491,3.144,-3.865,z7F*,f5D,12,84,z7F*,f5D,c,c,label,label,True
4260.928,3.422,-4.196,b3G,w3F*,16,100,b3G,w3F*,c,c,label,label,True
4261.337,2.914,-0.69,z7P*,f7D,6,66,z7P*,f7D,c,c,label,label,True
4261.444,3.698,-3.656,y5P*,h7D,19,113,y5P*,h7D,c,c,label,label,True
4261.614,3.122,-0.91,a3F,3F*,11,0,a3F,none,c,x,label,label-absent->energy-route-disabled,False
4262.123,3.113,-2.02,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
4262.155,2.915,-3.288,a3P,u5P*,7,68,a3P,u5P*,c,c,label,label,True
4262.19,3.125,-3.916,z7F*,f5D,12,84,z7F*,f5D,c,c,label,label,True
4262.299,3.698,-3.241,y5P*,e7F,19,116,y5P*,e7F,c,c,label,label,True
4262.364,3.079,-1.23,a3G,y3H*,10,80,a3G,y3H*,c,c,label,label,True
4263.138,3.849,0.47,a3I,z3K*,21,137,a3I,z3K*,c,c,label,label,True
4264.073,2.708,-2.952,a5P,x5F*,5,56,a5P,x5F*,c,c,label,label,True
4264.147,3.0,-3.416,a3H,v5F*,8,72,a3H,v5F*,c,c,label,label,True
4265.049,3.375,-4.037,b3P,u5D*,14,99,b3P,u5D*,c,c,label,label,True
4265.364,3.826,-1.198,z5F*,e5F,22,148,z5F*,e5F,c,c,label,label,True
4266.8,3.0,-2.103,a3H,z3I*,8,73,a3H,z3I*,c,c,label,label,True
4267.337,3.551,-2.648,a3D,t5D*,18,105,a3D,t5D*,c,c,label,label,True
4267.553,3.011,-3.984,b5D,w7P*,9,75,b5D,w7P*,c,c,label,label,True
4268.987,3.111,-3.485,z7F*,f5D,12,84,z7F*,f5D,c,c,label,label,True
4268.993,3.079,-2.082,a3G,3D*,10,0,a3G,none,c,x,label,label-absent->energy-route-disabled,False
4269.104,3.839,-0.934,z5F*,e5F,22,148,z5F*,e5F,c,c,label,label,True
4269.33,3.845,-2.866,b3D,q5F*,20,134,b3D,q5F*,c,c,label,label,True
4269.642,2.708,-3.999,a5P,x5F*,5,56,a5P,x5F*,c,c,label,label,True
4269.951,3.087,-1.02,a3G,y3H*,10,80,a3G,y3H*,c,c,label,label,True
4270.319,3.011,-5.231,b5D,w7P*,9,75,b5D,w7P*,c,c,label,label,True
4270.923,2.709,-2.859,a5P,x5F*,5,56,a5P,x5F*,c,c,label,label,True
4271.062,3.104,-0.73,a3G,y3H*,10,80,a3G,y3H*,c,c,label,label,True
4271.181,3.011,-4.362,b5D,x5H*,9,77,b5D,x5H*,c,c,label,label,True
4271.37,3.375,-2.663,b3P,u5D*,14,99,b3P,u5D*,c,c,label,label,True
4271.483,3.013,-4.51,b5D,w7P*,9,75,b5D,w7P*,c,c,label,label,True
4272.747,3.013,-4.67,b5D,w7P*,9,75,b5D,w7P*,c,c,label,label,True
4272.903,2.9,-0.98,z7P*,f7D,6,66,z7P*,f7D,c,c,label,label,True
4273.488,3.013,-4.429,b5D,w7P*,9,75,b5D,w7P*,c,c,label,label,True
4273.965,3.087,-1.696,a3G,y3H*,10,80,a3G,y3H*,c,c,label,label,True
4274.011,3.092,-2.512,a3F,x3P*,11,81,a3F,x3P*,c,c,label,label,True
4274.812,0.0,-0.22,a7S,z7P*,1,6,a7S,z7P*,c,c,label,label,True
4274.89,3.0,-1.996,a3H,z3I*,8,73,a3H,z3I*,c,c,label,label,True
4275.079,3.122,-1.653,,,0,0,none,none,x,x,no-label->energy-route-disabled,no-label->energy-route-disabled,False
4275.118,3.013,-3.729,b5D,x5H*,9,77,b5D,x5H*,c,c,label,label,True
4275.177,2.708,-4.067,a5P,x5F*,5,56,a5P,x5F*,c,c,label,label,True
4275.217,3.079,-1.672,a3G,3D*,10,0,a3G,none,c,x,label,label-absent->energy-route-disabled,False
4276.462,2.709,-3.607,a5P,x5F*,5,56,a5P,x5F*,c,c,label,label,True
4277.332,0.941,-5.23,a5S,z5F*,2,22,a5S,z5F*,c,c,label,label,True
4277.725,3.698,-1.975,y5P*,h7D,19,113,y5P*,h7D,c,c,label,label,True
4277.803,3.857,-0.835,z5F*,e5F,22,148,z5F*,e5F,c,c,label,label,True
4278.126,2.71,-4.048,a5P,x5F*,5,56,a5P,x5F*,c,c,label,label,True
4279.142,3.011,-4.203,b5D,v5F*,9,72,b5D,v5F*,c,c,label,label,True
4280.085,3.011,-3.86,b5D,v5F*,9,72,b5D,v5F*,c,c,label,label,True
4280.172,3.849,-0.925,a3I,z3K*,21,137,a3I,z3K*,c,c,label,label,True
4280.363,3.435,-1.703,b3G,w3F*,16,100,b3G,w3F*,c,c,label,label,True
4280.403,3.85,0.29,a3I,z3K*,21,137,a3I,z3K*,c,c,label,label,True
4280.631,3.087,-1.566,a3G,3D*,10,0,a3G,none,c,x,label,label-absent->energy-route-disabled,False
4280.747,2.709,-4.568,a5P,x5F*,5,56,a5P,x5F*,c,c,label,label,True
4280.758,3.011,-3.844,b5D,v5F*,9,72,b5D,v5F*,c,c,label,label,True
4280.861,3.698,-4.033,y5P*,e7G,19,114,y5P*,e7G,c,c,label,label,True
4280.884,3.422,-1.44,b3G,w3F*,16,100,b3G,w3F*,c,c,label,label,True
4280.97,3.01,-3.745,b5D,v5F*,9,72,b5D,v5F*,c,c,label,label,True
4281.009,3.125,-3.16,z7F*,f5D,12,84,z7F*,f5D,c,c,label,label,True
4281.032,3.113,-2.046,a3F,x3P*,11,81,a3F,x3P*,c,c,label,label,True
4281.559,3.556,-2.957,a3D,t5D*,18,105,a3D,t5D*,c,c,label,label,True
4282.378,3.011,-3.893,b5D,v5F*,9,72,b5D,v5F*,c,c,label,label,True
4282.415,2.71,-4.227,a5P,x5F*,5,56,a5P,x5F*,c,c,label,label,True
4282.71,3.011,-3.648,b5D,v5F*,9,72,b5D,v5F*,c,c,label,label,True
4283.463,3.011,-4.799,b5D,x5H*,9,77,b5D,x5H*,c,c,label,label,True
4283.967,3.013,-4.42,b5D,v5F*,9,72,b5D,v5F*,c,c,label,label,True
4284.039,3.013,-4.607,b5D,v5F*,9,72,b5D,v5F*,c,c,label,label,True
4284.577,3.556,-3.583,a3D,t5D*,18,105,a3D,t5D*,c,c,label,label,True
4284.711,2.889,-1.3,z7P*,f7D,6,66,z7P*,f7D,c,c,label,label,True
4284.713,3.013,-3.869,b5D,v5F*,9,72,b5D,v5F*,c,c,label,label,True
4284.82,3.013,-3.712,b5D,v5F*,9,72,b5D,v5F*,c,c,label,label,True
4285.152,3.013,-3.844,b5D,v5F*,9,72,b5D,v5F*,c,c,label,label,True
4285.565,3.013,-3.67,b5D,v5F*,9,72,b5D,v5F*,c,c,label,label,True
4286.676,3.013,-4.519,b5D,x5H*,9,77,b5D,x5H*,c,c,label,label,True
4286.989,3.845,-1.44,b3D,q5F*,20,134,b3D,q5F*,c,c,label,label,True
4288.552,3.092,-1.27,a3F,3D*,11,0,a3F,none,c,x,label,label-absent->energy-route-disabled,False
4289.417,3.438,-3.232,y7P*,h5S,17,101,y7P*,h5S,c,c,label,label,True
4289.73,0.0,-0.37,a7S,z7P*,1,6,a7S,z7P*,c,c,label,label,True
4289.96,3.011,-3.168,b5D,z3I*,9,73,b5D,z3I*,c,c,label,label,True
4290.289,3.144,-3.001,z7F*,f5D,12,84,z7F*,f5D,c,c,label,label,True
4290.534,3.847,-2.205,b3D,q5F*,20,134,b3D,q5F*,c,c,label,label,True
4290.99,1.004,-7.019,a5D,a5F*,3,0,a5D,none,c,x,label,label-absent->energy-route-disabled,False
4291.679,2.967,-4.778,a3H,x5G*,8,71,a3H,x5G*,c,c,label,label,True
4291.958,3.422,-0.48,b3G,w3F*,16,100,b3G,w3F*,c,c,label,label,True
4291.96,3.878,-0.896,z5F*,e5F,22,148,z5F*,e5F,c,c,label,label,True
4293.543,2.914,-1.2,z7P*,f7D,6,66,z7P*,f7D,c,c,label,label,True
4294.833,3.092,-1.862,a3F,3D*,11,0,a3F,none,c,x,label,label-absent->energy-route-disabled,False
4295.085,3.168,-2.859,z7F*,f5D,12,84,z7F*,f5D,c,c,label,label,True
4295.749,2.708,-0.834,a5P,v5P*,5,55,a5P,v5P*,c,c,label,label,True
4295.83,3.104,-2.193,a3G,y3H*,10,80,a3G,y3H*,c,c,label,label,True
4296.276,3.092,-1.58,a3F,3D*,11,0,a3F,none,c,x,label,label-absent->energy-route-disabled,False
4296.38,3.849,-2.568,a3I,z3K*,21,137,a3I,z3K*,c,c,label,label,True
4296.613,3.85,-1.0,a3I,z3K*,21,137,a3I,z3K*,c,c,label,label,True
4296.981,0.941,-5.643,a5S,z5F*,2,22,a5S,z5F*,c,c,label,label,True
4297.046,2.709,-1.429,a5P,v5P*,5,55,a5P,v5P*,c,c,label,label,True
4297.732,3.85,0.323,a3I,z3K*,21,137,a3I,z3K*,c,c,label,label,True
4298.746,2.967,-2.481,a3H,x5G*,8,71,a3H,x5G*,c,c,label,label,True
4299.702,2.9,-1.04,z7P*,f7D,6,66,z7P*,f7D,c,c,label,label,True
4299.891,3.104,-1.989,a3G,y3H*,10,80,a3G,y3H*,c,c,label,label,True
4300.502,3.435,-0.43,b3G,w3F*,16,100,b3G,w3F*,c,c,label,label,True
4301.126,3.845,-2.829,b3D,q5F*,20,134,b3D,q5F*,c,c,label,label,True
4301.174,3.449,-0.19,b3G,w3F*,16,100,b3G,w3F*,c,c,label,label,True
4304.694,3.847,-2.118,b3D,q5F*,20,134,b3D,q5F*,c,c,label,label,True
4305.438,2.889,-0.97,z7P*,f7D,6,66,z7P*,f7D,c,c,label,label,True
4306.303,3.449,-3.085,y7P*,h5S,17,101,y7P*,h5S,c,c,label,label,True
4308.496,3.85,-3.263,b3D,q5F*,20,134,b3D,q5F*,c,c,label,label,True
4310.222,0.941,-6.654,a5S,z5F*,2,22,a5S,z5F*,c,c,label,label,True
4310.659,2.967,-1.042,a3H,x5G*,8,71,a3H,x5G*,c,c,label,label,True
4312.468,3.113,-1.37,a3F,y3H*,11,80,a3F,y3H*,c,c,label,label,True
4314.309,2.983,-2.276,a3H,x5G*,8,71,a3H,x5G*,c,c,label,label,True
4314.742,3.847,-2.901,b3D,q5F*,20,134,b3D,q5F*,c,c,label,label,True
4315.382,2.915,-1.818,a3P,w5F*,7,65,a3P,w5F*,c,c,label,label,True
4315.426,2.983,-4.029,a3H,x5G*,8,71,a3H,x5G*,c,c,label,label,True
4315.606,2.915,-1.703,a3P,w5F*,7,65,a3P,w5F*,c,c,label,label,True
4316.819,3.89,-1.439,a5F,q5F*,23,134,a5F,q5F*,c,c,label,label,True
4318.562,3.85,-2.377,b3D,q5F*,20,134,b3D,q5F*,c,c,label,label,True
4319.254,3.113,-2.001,a3F,3D*,11,0,a3F,none,c,x,label,label-absent->energy-route-disabled,False
4319.629,2.889,-1.14,z7P*,f7D,6,66,z7P*,f7D,c,c,label,label,True
4319.693,3.892,-0.463,a5F,q5F*,23,134,a5F,q5F*,c,c,label,label,True
4320.165,3.079,-2.992,a3G,u5F*,10,78,a3G,u5F*,c,c,label,label,True
4320.573,2.9,-1.42,z7P*,f7D,6,66,z7P*,f7D,c,c,label,label,True
4320.602,2.914,-1.99,z7P*,f7D,6,66,z7P*,f7D,c,c,label,label,True
4321.236,2.872,-1.54,a3P,w5D*,7,64,a3P,w5D*,c,c,label,label,True
4321.451,2.983,-0.897,a3H,x5G*,8,71,a3H,x5G*,c,c,label,label,True
4321.614,3.122,-1.123,a3F,y3H*,11,80,a3F,y3H*,c,c,label,label,True
4323.35,3.845,-1.795,b3D,s5P*,20,123,b3D,s5P*,c,c,label,label,True
4323.766,2.967,-3.622,a3H,y3G*,8,69,a3H,y3G*,c,c,label,label,True
4323.847,2.967,-1.816,a3H,y3G*,8,69,a3H,y3G*,c,c,label,label,True
4324.621,3.087,-2.45,a3G,u5F*,10,78,a3G,u5F*,c,c,label,label,True
4325.061,2.967,-0.388,a3H,y3G*,8,69,a3H,y3G*,c,c,label,label,True
4325.626,3.113,-1.41,a3F,3D*,11,0,a3F,none,c,x,label,label-absent->energy-route-disabled,False
4325.727,3.122,-3.739,a3F,y3H*,11,80,a3F,y3H*,c,c,label,label,True
4326.955,3.847,-2.669,b3D,s5P*,20,123,b3D,s5P*,c,c,label,label,True
4329.975,3.087,-3.846,a3G,u5F*,10,78,a3G,u5F*,c,c,label,label,True
4330.468,1.03,-6.524,a5D,a5F*,3,0,a5D,none,c,x,label,label-absent->energy-route-disabled,False
4330.764,3.079,-1.71,a3G,u5F*,10,78,a3G,u5F*,c,c,label,label,True
4332.084,3.087,-2.82,a3G,u5F*,10,78,a3G,u5F*,c,c,label,label,True
4332.282,3.321,-4.365,z5P*,e3F,13,94,z5P*,e3F,c,c,label,label,True
4332.555,3.122,-1.38,a3F,3D*,11,0,a3F,none,c,x,label,label-absent->energy-route-disabled,False
4335.125,3.889,-1.289,a5F,q5F*,23,134,a5F,q5F*,c,c,label,label,True
4335.77,3.422,-3.54,b3G,u5D*,16,99,b3G,u5D*,c,c,label,label,True
4336.8,2.967,-4.01,a3H,z3G*,8,67,a3H,z3G*,c,c,label,label,True
4337.557,0.968,-1.09,a5D,z5F*,3,22,a5D,z5F*,c,c,label,label,True
4337.662,3.89,-0.619,a5F,q5F*,23,134,a5F,q5F*,c,c,label,label,True
4338.772,3.375,-0.86,b3P,w3D*,14,98,b3P,w3D*,c,c,label,label,True
4339.446,0.983,-0.86,a5D,z5F*,3,22,a5D,z5F*,c,c,label,label,True
4339.71,0.961,-1.342,a5D,z5F*,3,22,a5D,z5F*,c,c,label,label,True
4340.127,2.708,-1.096,a5P,v5P*,5,55,a5P,v5P*,c,c,label,label,True
4340.196,3.092,-4.759,a3F,u5F*,11,78,a3F,u5F*,c,c,label,label,True
4340.439,3.079,-3.615,a3G,v5D*,10,76,a3G,v5D*,c,c,label,label,True
4340.466,2.987,-4.286,a3P,x5G*,7,71,a3P,x5G*,c,c,label,label,True
4340.563,3.892,-3.075,a5F,q5F*,23,134,a5F,q5F*,c,c,label,label,True
4340.79,3.422,-4.286,b3G,u5D*,16,99,b3G,u5D*,c,c,label,label,True
4341.175,3.85,-0.637,a3I,v3G*,21,121,a3I,v3G*,c,c,label,label,True
4341.318,3.0,-0.562,a3H,x5G*,8,71,a3H,x5G*,c,c,label,label,True
4341.452,2.709,-2.04,a5P,v5P*,5,55,a5P,v5P*,c,c,label,label,True
4342.191,3.845,-3.569,b3D,s5P*,20,123,b3D,s5P*,c,c,label,label,True
4342.318,3.85,-2.875,a3I,v3G*,21,121,a3I,v3G*,c,c,label,label,True
4342.449,3.0,-2.97,a3H,x5G*,8,71,a3H,x5G*,c,c,label,label,True
4343.167,2.71,-1.29,a5P,v5P*,5,55,a5P,v5P*,c,c,label,label,True
4344.501,1.004,-0.583,a5D,z5F*,3,22,a5D,z5F*,c,c,label,label,True
4345.075,3.369,-0.86,b3P,w3D*,14,98,b3P,w3D*,c,c,label,label,True
4345.828,3.847,-3.196,b3D,s5P*,20,123,b3D,s5P*,c,c,label,label,True
4346.736,2.983,-1.91,a3H,y3G*,8,69,a3H,y3G*,c,c,label,label,True
4346.819,2.983,-0.64,a3H,y3G*,8,69,a3H,y3G*,c,c,label,label,True
4347.497,2.987,-1.79,a3P,z3S*,7,70,a3P,z3S*,c,c,label,label,True
4349.703,3.85,-3.188,b3D,s5P*,20,123,b3D,s5P*,c,c,label,label,True
4350.276,3.079,-3.151,a3G,v5D*,10,76,a3G,v5D*,c,c,label,label,True
4350.894,3.092,-2.762,a3F,u5F*,11,78,a3F,u5F*,c,c,label,label,True
4351.049,0.968,-1.366,a5D,z5F*,3,22,a5D,z5F*,c,c,label,label,True
4351.168,3.104,-3.225,a3G,u5F*,10,78,a3G,u5F*,c,c,label,label,True
4351.607,3.888,-1.641,a5F,q5F*,23,134,a5F,q5F*,c,c,label,label,True
4351.762,1.03,-0.48,a5D,z5F*,3,22,a5D,z5F*,c,c,label,label,True
4352.471,3.087,-3.612,a3G,v5D*,10,76,a3G,v5D*,c,c,label,label,True
4353.333,3.889,-1.022,a5F,q5F*,23,134,a5F,q5F*,c,c,label,label,True
4353.787,3.375,-3.208,b3P,7P*,14,0,b3P,none,c,x,label,label-absent->energy-route-disabled,False
4353.939,3.375,-0.73,b3P,w3D*,14,98,b3P,w3D*,c,c,label,label,True
4355.069,2.987,-3.127,a3P,y3G*,7,69,a3P,y3G*,c,c,label,label,True
4355.245,2.987,-4.177,a3P,x5G*,7,71,a3P,x5G*,c,c,label,label,True
4355.892,3.89,-1.774,a5F,q5F*,23,134,a5F,q5F*,c,c,label,label,True
4356.587,3.104,-2.004,a3G,u5F*,10,78,a3G,u5F*,c,c,label,label,True
4356.755,3.011,-1.16,b5D,x5G*,9,71,b5D,x5G*,c,c,label,label,True
4356.861,3.011,-1.16,b5D,x5G*,9,71,b5D,x5G*,c,c,label,label,True
4357.08,2.967,-3.736,a3H,u5P*,8,68,a3H,u5P*,c,c,label,label,True
4357.52,3.368,-1.24,b3P,w3D*,14,98,b3P,w3D*,c,c,label,label,True
4358.543,3.092,-1.907,a3F,u5F*,11,78,a3F,u5F*,c,c,label,label,True
4359.624,0.983,-1.219,a5D,z5F*,3,22,a5D,z5F*,c,c,label,label,True
4359.912,2.983,-4.154,a3H,z3G*,8,67,a3H,z3G*,c,c,label,label,True
4359.991,3.369,-1.077,b3P,w3D*,14,98,b3P,w3D*,c,c,label,label,True
4360.141,2.987,-2.573,a3P,u5P*,7,68,a3P,u5P*,c,c,label,label,True
4360.962,3.435,-3.002,b3G,u5D*,16,99,b3G,u5D*,c,c,label,label,True
4362.07,3.845,-0.219,b3D,v3G*,20,121,b3D,v3G*,c,c,label,label,True
4362.362,3.087,-4.132,a3G,v5D*,10,76,a3G,v5D*,c,c,label,label,True
4362.902,3.85,-3.082,b3D,s5P*,20,123,b3D,s5P*,c,c,label,label,True
4362.952,2.872,-1.759,a3P,y3D*,7,63,a3P,y3D*,c,c,label,label,True
4363.128,2.967,-0.5,a3H,z3G*,8,67,a3H,z3G*,c,c,label,label,True
4364.046,3.113,-3.792,a3F,u5F*,11,78,a3F,u5F*,c,c,label,label,True
4364.141,3.011,-1.99,b5D,x5G*,9,71,b5D,x5G*,c,c,label,label,True
4364.881,3.104,-1.69,a3G,x5H*,10,77,a3G,x5H*,c,c,label,label,True
4365.627,3.887,-1.587,a5F,q5F*,23,134,a5F,q5F*,c,c,label,label,True
4366.175,3.888,-1.153,a5F,q5F*,23,134,a5F,q5F*,c,c,label,label,True
