element,ion,band,wavelength_air_A,ew_mA,rew,a_1dlte,in_aggregate_1dlte,excluded_reason_1dlte,elo_eV,eup_eV,loggf,n_vald_candidates,network,domain_reason,feature_ok,delta_E_ok,level_ok,stellar_ok,in_domain,delta_E_eV,aberr,aberr_axis_line,aberr_if_extrapolated,a_3dnlte
Fe,I,VIS,5223.1824,39.90852020339654,-5.116869567636698,7.234375,True,nan,3.6352,6.0083,-1.783,1,gt02,,True,True,True,True,True,2.3731,0.035771684130064124,0.03788528879395123,0.035771684130064124,7.270146684130064
Fe,I,VIS,5257.6544,28.568795941708988,-5.264900098318347,7.8671875,True,nan,3.5732,5.9307,-2.753,1,gt02,,True,True,True,True,True,2.3575,0.0360519339309088,,0.0360519339309088,7.903239433930909
Fe,I,VIS,5293.9582,38.52165775438001,-5.138075539445368,7.181640625,True,nan,4.1426,6.484,-1.87,1,gt02,,True,True,True,True,True,2.3414,0.04042547440209694,0.04376710942357892,0.04042547440209694,7.222066099402097
Fe,I,VIS,5295.3121,34.95378214884716,-5.180397386901326,7.462890625,True,nan,4.4153,6.756,-1.69,1,gt02,,True,True,True,True,True,2.3407,0.04988216625742592,,0.04988216625742592,7.512772791257426
Fe,I,VIS,5308.4567,34.98839194457394,-5.181044296351457,7.65625,True,nan,4.7955,7.1304,-1.932,1,gt02,upper level 7.1304 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.3349,,,0.011076557923155747,
Fe,I,VIS,5321.1073,53.31071730365756,-4.9991874904893985,7.48046875,True,nan,4.4346,6.764,-0.951,1,gt02,,True,True,True,True,True,2.3294000000000006,0.05140286954356829,,0.05140286954356829,7.531871619543568
Fe,I,VIS,5333.7683,35.01485419787759,-5.182781823639133,8.130859375,True,nan,3.0173,5.3411,-3.721,1,gt02,,True,True,True,True,True,2.3238,0.027244619431783496,,0.027244619431783496,8.158103994431784
Fe,I,VIS,5366.42,27.39046602809493,-5.292085237982689,7.8408203125,True,nan,5.0674,7.3771,-1.777,1,gt02,"Eup 7.3771 eV outside training [4.1024, 7.2938] (gt02, n=154); upper level 7.3771 eV is not within 0.02 eV of any level in the training set",False,True,False,True,False,2.3097000000000003,,,-0.01229817913872798,
Fe,I,VIS,5379.5734,67.65803003345668,-4.900428489002141,7.5859375,True,nan,3.6946,5.9987,-1.514,1,gt02,,True,True,True,True,True,2.3041000000000005,0.029682421716130142,,0.029682421716130142,7.61561992171613
Fe,I,VIS,5386.3328,37.88401227104289,-5.15283721461414,7.4453125,True,nan,4.1544,6.4555,-1.77,1,gt02,,True,True,True,True,True,2.3011,0.03988689407755994,0.04020664249463937,0.03988689407755994,7.48519939407756
Fe,I,VIS,5417.0332,41.99197990450934,-5.110595145380204,7.62109375,True,nan,4.4153,6.7034,-1.68,1,gt02,,True,True,True,True,True,2.2881,0.049829202870821945,,0.049829202870821945,7.670922952870822
Fe,I,VIS,5441.3386,39.2973400003072,-5.14134259734649,7.603515625,True,nan,4.3125,6.5904,-1.73,1,gt02,,True,True,True,True,True,2.2779,0.04471856699291628,,0.04471856699291628,7.648234191992916
Fe,I,VIS,5461.5489,31.414345818692443,-5.240187806190599,7.69140625,True,nan,4.4456,6.7151,-1.9,1,gt02,,True,True,True,True,True,2.2695,0.04113703706801207,,0.04113703706801207,7.732543287068012
Fe,I,VIS,5464.2795,48.36833738497938,-5.05297174638115,7.357421875,True,nan,4.1426,6.411,-1.402,1,gt02,,True,True,True,True,True,2.2683999999999997,0.0449810248245249,0.04441198017738318,0.0449810248245249,7.402402899824525
Fe,I,VIS,5472.7084,56.66016271439947,-4.98492449105452,7.4453125,True,nan,4.2089,6.4738,-1.495,1,gt02,,True,True,True,True,True,2.2649,0.04111928231596873,0.04059279162268041,0.04111928231596873,7.486431782315969
Fe,I,VIS,5478.4549,59.562159273297645,-4.963687657181899,8.1484375,True,nan,4.1909,6.4534,-1.85,1,gt02,,True,True,True,True,True,2.2625,0.04142880737593403,,0.04142880737593403,8.189866307375935
Fe,I,VIS,5505.8807,69.04209762852223,-4.901712819389514,7.216796875,True,nan,4.4153,6.6665,-1.306,1,gt02,,True,True,True,True,True,2.2512,0.04981959551193764,0.04528304906856996,0.04981959551193764,7.266616470511938
Fe,I,VIS,5508.4084,42.801737382322415,-5.10956473390115,7.9375,True,nan,4.9556,7.2058,-1.968,1,gt02,lower level 4.9556 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.2502000000000004,,,-0.015620611191847003,
Fe,I,VIS,5522.4458,49.40904905555174,-5.048324966803677,7.5859375,True,nan,4.2089,6.4534,-1.55,1,gt02,,True,True,True,True,True,2.2445000000000004,0.03663071733162948,,0.03663071733162948,7.622568217331629
Fe,I,VIS,5525.477,68.85585658582897,-4.9044288900815305,7.181640625,True,nan,4.2089,6.4521,-1.992,1,gt02,,True,True,True,True,True,2.2432,0.040744456252477274,0.04534201058273736,0.040744456252477274,7.222385081252478
Fe,I,VIS,5525.5433,68.94842077247962,-4.9038506631988295,7.181640625,True,nan,4.2305,6.4738,-1.084,1,gt02,,True,True,True,True,True,2.2432999999999996,0.043069818703611804,0.048065585071375344,0.043069818703611804,7.224710443703612
Fe,I,VIS,5532.7462,66.44469201610461,-4.920480455843014,7.357421875,True,nan,3.5732,5.8135,-2.15,1,gt02,,True,True,True,True,True,2.2403000000000004,0.030696457012720127,0.030523214353457992,0.030696457012720127,7.38811833201272
Fe,I,VIS,5532.8637,66.00811688659485,-4.923352628513346,7.375,True,nan,4.4456,6.6859,-1.525,1,gt02,,True,True,True,True,True,2.2403000000000004,0.04681645540980878,0.04780297146334467,0.04681645540980878,7.421816455409809
Fe,I,VIS,5536.5801,28.94472249423202,-5.281672197264307,8.060546875,True,nan,2.8316,5.0703,-3.81,1,gt02,,True,True,True,True,True,2.2386999999999997,0.022537812307832555,,0.022537812307832555,8.083084687307833
Fe,I,VIS,5546.5051,67.95249645930717,-4.911814000054794,7.392578125,True,nan,4.3714,6.6061,-1.31,1,gt02,,True,True,True,True,True,2.2346999999999992,0.049719216850135944,0.04741838926037949,0.049719216850135944,7.442297341850136
Fe,I,VIS,5553.5765,68.5237861606656,-4.908731407480648,8.0078125,True,nan,4.4346,6.6665,-1.41,1,gt02,,True,True,True,True,True,2.2319000000000004,0.04483042283649748,,0.04483042283649748,8.052642922836498
Fe,I,VIS,5560.2109,59.777972371566825,-4.968550084800248,7.2783203125,True,nan,4.4346,6.6638,-1.19,1,gt02,,True,True,True,True,True,2.2292000000000005,0.051885714228144086,0.04602273877691089,0.051885714228144086,7.330206026728144
Fe,I,VIS,5568.81,36.66274100444599,-5.181537469767399,7.603515625,True,nan,3.6352,5.861,-2.95,1,gt02,,True,True,True,True,True,2.2257999999999996,0.0380425185793718,,0.0380425185793718,7.641558143579372
Fe,I,VIS,5584.0216,30.552989892574924,-5.261893373158487,6.84765625,True,nan,4.3714,6.5911,-2.367,1,gt02,,True,True,True,True,True,2.2196999999999996,0.02392926415985072,0.02171775170926299,0.02392926415985072,6.87158551415985
Fe,I,VIS,5607.6637,20.139000045445645,-5.444744057563703,7.5859375,True,nan,4.1544,6.3647,-2.27,1,gt02,,True,True,True,True,True,2.2103,0.038761490277682414,,0.038761490277682414,7.6246989902776825
Fe,I,VIS,5609.9605,24.730572629589307,-5.355725630932039,8.833984375,True,nan,3.6398,5.8492,-3.24,1,gt02,,True,True,True,True,True,2.2093999999999996,0.019949595774448492,,0.019949595774448492,8.853933970774449
Fe,I,VIS,5611.3561,12.971459542581975,-5.636078984718272,7.0234375,True,nan,3.6352,5.8441,-2.99,1,gt02,,True,True,True,True,True,2.2089,0.03750284288089252,0.04388836413698932,0.03750284288089252,7.060940342880892
Fe,I,VIS,5617.1896,50.72139234911453,-5.044327916274726,7.65625,True,nan,3.2515,5.4581,-2.88,1,gt02,upper level 5.4581 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.2066,,,0.028146698267597983,
Fe,I,VIS,5618.632,59.252497142566334,-4.976923930300804,7.41015625,True,nan,4.2089,6.4149,-1.276,1,gt02,,True,True,True,True,True,2.2060000000000004,0.044202516678522236,0.04515902518877421,0.044202516678522236,7.4543587666785225
Fe,I,VIS,5619.595,46.41857973684556,-5.083013169146771,7.33984375,True,nan,4.3865,6.5921,-1.7,1,gt02,,True,True,True,True,True,2.2056000000000004,0.044939642467280314,0.04562730127299913,0.044939642467280314,7.3847833924672805
Fe,I,VIS,5620.3945,53.91919026099245,-5.018023438619223,7.4013671875,True,nan,3.3009,5.5063,-4.305,1,gt02,"loggf -4.3050 dex outside training [-4.0390, 0.6440] (gt02, n=154); upper level 5.5063 eV is not within 0.02 eV of any level in the training set",False,True,False,True,False,2.2054000000000005,,,-0.10146857888577508,
Fe,I,VIS,5620.4924,53.80597031389742,-5.018943897215641,7.4013671875,True,nan,4.1544,6.3597,-1.79,1,gt02,,True,True,True,True,True,2.2053000000000003,0.03513541135017299,0.036560102360869554,0.03513541135017299,7.436502598850173
Fe,I,VIS,5635.8039,47.07905276354522,-5.078128157054156,7.69140625,True,nan,,,,0,,"no Fe I transition in the VALD extraction within 0.01 A -- cannot domain-check, so cannot run",,,,,False,,,,,
Fe,I,VIS,5650.7051,48.90336912726372,-5.062763862603977,7.796875,True,nan,5.0856,7.2791,-0.96,1,gt02,,True,True,True,True,True,2.1934999999999993,0.04809868715947213,,0.04809868715947213,7.844973687159472
Fe,I,VIS,5651.4683,23.483334117094437,-5.38140153869533,7.62109375,True,nan,4.4733,6.6665,-2.0,1,gt02,,True,True,True,True,True,2.1932,0.040907417855811076,,0.040907417855811076,7.662001167855811
Fe,I,VIS,5652.3173,32.292372164315495,-5.2431265845191595,7.603515625,True,nan,4.2605,6.4534,-1.95,1,gt02,,True,True,True,True,True,2.1929,0.045387182795631725,,0.045387182795631725,7.648902807795632
Fe,I,VIS,5653.8644,51.69215471603877,-5.038920752824625,7.8671875,True,nan,4.3865,6.5788,-1.64,1,gt02,,True,True,True,True,True,2.1923000000000004,0.04324829304014073,,0.04324829304014073,7.910435793040141
Fe,I,VIS,5665.6347,48.467355722325465,-5.067799243152168,,False,"COG-INVERSION: bisection did not converge, so this EW does not map to an abundance here",3.6416,5.8294,-2.884,1,,no 1D-LTE abundance (line excluded upstream),,,,,False,,,,,
Fe,I,VIS,5679.0229,71.08033242673284,-4.90252416969337,7.62109375,True,nan,4.652,6.8346,-0.92,1,gt02,,True,True,True,True,True,2.1826,0.055084294994042396,,0.055084294994042396,7.676178044994042
Fe,I,VIS,5691.4963,53.72772536680353,-5.025028003318961,7.7265625,True,nan,4.3013,6.4791,-1.52,1,gt02,,True,True,True,True,True,2.1777999999999995,0.036029534029126425,,0.036029534029126425,7.762592034029127
Fe,I,VIS,5730.854,37.52775937849244,-5.183866709127736,7.990234375,True,nan,4.913,7.0758,-1.444,1,gt02,lower level 4.9130 eV is not within 0.02 eV of any level in the training set; upper level 7.0758 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.1628,,,0.04912278021858835,
Fe,I,VIS,5741.8473,46.077386545006966,-5.095563800144151,7.779296875,True,nan,4.2562,6.4149,-1.854,1,gt02,,True,True,True,True,True,2.1587000000000005,0.04574499623707359,,0.04574499623707359,7.825041871237073
Fe,I,VIS,5742.96,46.781282459890384,-5.0890636680442345,8.25390625,True,nan,4.1777,6.336,-2.51,1,gt02,,True,True,True,True,True,2.1583000000000006,0.030132085289893293,,0.030132085289893293,8.284038335289893
Fe,I,VIS,5752.0312,71.06116072842431,-4.908188935997103,7.8671875,True,nan,4.5485,6.7034,-1.172,1,gt02,,True,True,True,True,True,2.1549000000000005,0.049766651917990415,,0.049766651917990415,7.916954151917991
Fe,I,VIS,5759.5257,43.63477477098529,-5.120553981897829,7.76171875,True,nan,,,,0,,"no Fe I transition in the VALD extraction within 0.01 A -- cannot domain-check, so cannot run",,,,,False,,,,,
Fe,I,VIS,5783.9065,62.54728152215653,-4.966012824935991,9.02734375,True,nan,,,,0,,"no Fe I transition in the VALD extraction within 0.01 A -- cannot domain-check, so cannot run",,,,,False,,,,,
Fe,I,VIS,5806.7248,72.42205955863068,-4.904060372617569,7.7265625,True,nan,4.6076,6.7422,-1.05,1,gt02,,True,True,True,True,True,2.1346000000000007,0.05190806097337798,,0.05190806097337798,7.778470560973378
Fe,I,VIS,5809.1552,67.00975554864553,-4.937974945803654,7.7265625,True,nan,3.6946,5.8283,-3.135,1,gt02,,True,True,True,True,True,2.1336999999999997,0.021963174789834505,,0.021963174789834505,7.748525674789835
Fe,I,VIS,5809.217,67.05738434707558,-4.937670990351746,7.7265625,True,nan,3.8835,6.0172,-1.84,1,gt02,,True,True,True,True,True,2.1336999999999997,0.026865247666213635,,0.026865247666213635,7.753427747666214
Fe,I,VIS,5833.9249,27.85045893915024,-5.321128477983454,7.0322265625,True,nan,2.6085,4.7331,-3.66,1,gt02,,True,True,True,True,True,2.1246000000000005,0.0188537384906075,0.012820431424057699,0.0188537384906075,7.051080300990607
Fe,I,VIS,5834.0383,28.04334675793751,-5.3181394338072945,7.041015625,True,nan,,,,0,,"no Fe I transition in the VALD extraction within 0.01 A -- cannot domain-check, so cannot run",,,,,False,,,,,
Fe,I,VIS,5845.9605,16.061496079818188,-5.5610698805440535,7.515625,True,nan,4.913,7.0332,-1.786,1,gt02,lower level 4.9130 eV is not within 0.02 eV of any level in the training set; upper level 7.0332 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.1201999999999996,,,0.027746457495264748,
Fe,I,VIS,5848.0661,45.41753012926294,-5.109788759790641,7.322265625,True,nan,3.2657,5.3852,-3.065,1,gt02,upper level 5.3852 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.1195000000000004,,,0.03368887384692616,
Fe,I,VIS,5848.1259,45.43235666271789,-5.109651448577436,7.322265625,True,nan,4.6076,6.7271,-1.057,1,gt02,,True,True,True,True,True,2.1195000000000004,0.05122163201982968,0.044824616945256135,0.05122163201982968,7.373487257019829
Fe,I,VIS,5852.218,46.98579636497181,-5.095353903450196,7.5859375,True,nan,4.5485,6.6665,-1.33,1,gt02,,True,True,True,True,True,2.1180000000000003,0.04385398159382309,,0.04385398159382309,7.6297914815938235
Fe,I,VIS,5855.0751,27.221664479131693,-5.332617793131182,7.498046875,True,nan,4.6076,6.7246,-1.478,1,gt02,,True,True,True,True,True,2.117,0.04790731587187408,,0.04790731587187408,7.545954190871874
Fe,I,VIS,5856.0876,39.50794207186052,-5.170923156303085,7.357421875,True,nan,4.2944,6.411,-1.328,1,gt02,,True,True,True,True,True,2.116599999999999,0.04420010771090856,0.03981521417628808,0.04420010771090856,7.401621982710909
Fe,I,VIS,5880.0267,48.03002331870945,-5.087866500632947,7.796875,True,nan,4.5585,6.6665,-1.94,1,gt02,,True,True,True,True,True,2.1079999999999997,0.04374548058778063,,0.04374548058778063,7.840620480587781
Fe,I,VIS,5885.0534,24.38581090344057,-5.382613206114556,7.76171875,True,nan,4.988,7.0942,-1.479,1,gt02,upper level 7.0942 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.1061999999999994,,,0.046347867351975686,
Fe,I,VIS,5905.6709,69.24710464677054,-4.930867622328854,7.55078125,True,nan,4.652,6.7509,-0.73,1,gt02,,True,True,True,True,True,2.0988999999999995,0.048869718242014415,,0.048869718242014415,7.599650968242014
Fe,I,VIS,5916.2469,65.53406680762446,-4.955579170373865,7.62109375,True,nan,2.4534,4.5485,-2.994,1,gt02,,True,True,True,True,True,2.0951,-0.015478606303627004,,-0.015478606303627004,7.605615143696373
Fe,I,VIS,5918.9308,58.13883188038262,-5.007776960813532,,False,"COG-INVERSION: bisection did not converge, so this EW does not map to an abundance here",4.2562,6.3503,-2.561,1,,no 1D-LTE abundance (line excluded upstream),,,,,False,,,,,
Fe,I,VIS,5927.7883,49.8081743031396,-5.075592062074011,7.515625,True,nan,4.652,6.743,-1.09,1,gt02,,True,True,True,True,True,2.091,0.0496908552448348,,0.0496908552448348,7.565315855244835
Fe,I,VIS,5940.9907,46.64853007727891,-5.105020909111981,8.060546875,True,nan,4.1777,6.264,-2.15,1,gt02,upper level 6.2640 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.0863000000000005,,,0.04135485541213711,
Fe,I,VIS,5956.6933,60.42058697856526,-4.993820299515578,7.65625,True,nan,0.859,2.9398,-4.605,1,lt02,,True,True,True,True,True,2.0808,-0.041241721951548835,,-0.041241721951548835,7.615008278048451
Fe,I,VIS,5959.9145,20.74909415098166,-5.458240888118241,7.796875,True,nan,4.1426,6.2224,-2.496,1,gt02,,True,True,True,True,True,2.0798000000000005,0.03561233275386726,,0.03561233275386726,7.8324873327538675
Fe,I,VIS,5975.349,58.246232698942,-5.011095435112195,7.111328125,True,nan,4.8349,6.9092,-0.693,2,gt02,upper level 6.9092 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.0743,,,0.048718138818901746,
Fe,I,VIS,6005.5313,28.50468601174867,-5.3236351733213265,7.62109375,True,nan,4.1777,6.2416,-3.214,2,gt02,,True,True,True,True,True,2.0639000000000003,-0.09789708495745549,,-0.09789708495745549,7.523196665042544
Fe,I,VIS,6012.2095,31.227928962010992,-5.2844909227481525,7.638671875,True,nan,2.2227,4.2843,-4.038,1,gt02,,True,True,True,True,True,2.0616,0.0021334260140984246,,0.0021334260140984246,7.640805301014098
Fe,I,VIS,6015.2431,20.395368623443787,-5.469721624494856,7.955078125,True,nan,2.2227,4.2833,-4.68,1,gt02,"loggf -4.6800 dex outside training [-4.0390, 0.6440] (gt02, n=154)",False,True,True,True,False,2.0605999999999995,,,-0.03206442709502631,
Fe,I,VIS,6027.0703,71.21696861215368,-4.927522773368572,7.41015625,True,nan,,,,0,,"no Fe I transition in the VALD extraction within 0.01 A -- cannot domain-check, so cannot run",,,,,False,,,,,
Fe,I,VIS,6082.7098,42.2925923471819,-5.157832790925355,7.5859375,True,nan,2.2227,4.2605,-3.573,1,gt02,,True,True,True,True,True,2.0378000000000003,-0.025616208381013583,,-0.025616208381013583,7.560321291618987
Fe,I,VIS,6085.2575,46.282396546696496,-5.118863121247108,8.1484375,True,nan,2.7586,4.7955,-3.095,1,gt02,,True,True,True,True,True,2.0368999999999997,0.00871265321167141,,0.00871265321167141,8.15715015321167
Fe,I,VIS,6093.6421,35.937491974491614,-5.229329178019198,7.603515625,True,nan,4.6076,6.6417,-1.5,1,gt02,,True,True,True,True,True,2.0341000000000005,0.045274813921997115,,0.045274813921997115,7.648790438921997
Fe,I,VIS,6094.3724,24.06734181931968,-5.403500862371463,7.796875,True,nan,4.652,6.6859,-1.94,1,gt02,,True,True,True,True,True,2.0339,0.044730779649529775,,0.044730779649529775,7.84160577964953
Fe,I,VIS,6096.6565,43.214263694664496,-5.149464608854653,7.48046875,True,nan,3.9841,6.0172,-1.93,2,gt02,,True,True,True,True,True,2.0330999999999997,0.03182714133454445,,0.03182714133454445,7.512295891334545
Fe,I,VIS,6098.2432,21.26240268882877,-5.457592401186299,7.673828125,True,nan,4.5585,6.5911,-1.88,1,gt02,,True,True,True,True,True,2.0325999999999995,0.046187433142152776,,0.046187433142152776,7.720015558142153
Fe,I,VIS,6105.1272,16.471838002398616,-5.568952654455683,7.919921875,True,nan,4.5485,6.5788,-2.05,1,gt02,,True,True,True,True,True,2.0303000000000004,0.04301540161856292,,0.04301540161856292,7.962937276618563
Fe,I,VIS,6127.9058,55.34297806579709,-5.0442495552794435,7.515625,True,nan,4.1426,6.1654,-1.399,1,gt02,,True,True,True,True,True,2.0228,0.04131678644163893,,0.04131678644163893,7.556941786441639
Fe,I,VIS,6147.8339,76.84572769328206,-4.903102397853494,7.515625,True,nan,4.0758,6.092,-1.671,1,gt02,,True,True,True,True,True,2.0161999999999995,0.028977865487436083,,0.028977865487436083,7.544602865487436
Fe,I,VIS,6151.6169,52.814225658225816,-5.066238364663179,7.498046875,True,nan,2.1759,4.1909,-3.299,1,gt02,,True,True,True,True,True,2.015,-0.022464695871145732,-0.02478700632425135,-0.022464695871145732,7.475582179128854
Fe,I,VIS,6157.7275,71.6916448150027,-4.933951921531822,7.65625,True,nan,4.0758,6.0887,-1.26,1,gt02,,True,True,True,True,True,2.0129,0.03220372602916692,,0.03220372602916692,7.6884537260291665
Fe,I,VIS,6159.3729,16.231627932090966,-5.579174418823094,7.673828125,True,nan,4.6076,6.62,-1.97,1,gt02,,True,True,True,True,True,2.0124000000000004,0.045387874492554534,,0.045387874492554534,7.719215999492555
Fe,I,VIS,6165.3594,49.745291291952526,-5.093206419894677,7.515625,True,nan,4.1426,6.1531,-1.474,1,gt02,,True,True,True,True,True,2.0105000000000004,0.03619560453473057,,0.03619560453473057,7.551820604534731
Fe,I,VIS,6173.334,74.01282783679628,-4.921212776742326,7.55078125,True,nan,2.2227,4.2305,-2.88,1,gt02,,True,True,True,True,True,2.0078,-0.03289200067003499,,-0.03289200067003499,7.517889249329965
Fe,I,VIS,6180.2018,66.40472808520833,-4.96880365350395,7.4453125,True,nan,2.7275,4.7331,-2.586,1,gt02,lower level 2.7275 eV is not within 0.02 eV of any level in the training set,True,True,False,True,False,2.0056000000000003,,,-0.009245411647444426,
Fe,I,VIS,6185.6927,22.02348348280777,-5.448502327831562,9.150390625,True,nan,5.6491,7.6529,-0.625,1,gt02,"Elo 5.6491 eV outside training [2.1750, 5.1000] (gt02, n=154); Eup 7.6529 eV outside training [4.1024, 7.2938] (gt02, n=154); upper level 7.6529 eV is not within 0.02 eV of any level in the training set",False,True,False,True,False,2.0038,,,0.0012751056754569667,
Fe,I,VIS,6187.9888,53.06138460699017,-5.066770940508822,7.4453125,True,nan,3.9433,5.9464,-1.72,1,gt02,,True,True,True,True,True,2.0031,0.023595681925919904,0.023233926883048414,0.023595681925919904,7.4689081819259195
Fe,I,VIS,6216.3553,43.88847049144261,-5.151185382905782,8.201171875,True,nan,4.7331,6.7271,-1.424,1,gt02,,True,True,True,True,True,1.9939999999999998,0.051235829746125644,,0.051235829746125644,8.252407704746126
Fe,I,VIS,6226.7338,33.682534831981364,-5.266855531962046,7.568359375,True,nan,3.8835,5.8741,-2.22,1,gt02,,True,True,True,True,True,1.9906000000000001,0.03126848626873674,,0.03126848626873674,7.599627861268737
Fe,I,VIS,6229.2255,44.18226438484346,-5.149186082632485,7.375,True,nan,2.845,4.8349,-2.805,1,gt02,,True,True,True,True,True,1.9899,-0.000145807495446737,-0.00014040240501397155,-0.000145807495446737,7.374854192504554
Fe,I,VIS,6240.6458,57.223288123592575,-5.037656724746998,7.26953125,True,nan,2.2227,4.2089,-3.233,1,gt02,,True,True,True,True,True,1.9861999999999997,-0.023181798680579263,-0.04062194658747674,-0.023181798680579263,7.24634945131942
Fe,I,VIS,6270.223,60.30865897817917,-5.016903315138153,7.392578125,True,nan,2.8581,4.8349,-2.464,1,gt02,,True,True,True,True,True,1.9768000000000003,-0.0004577729101923056,-0.0060838978116954795,-0.0004577729101923056,7.392120352089807
Fe,I,VIS,6271.2775,31.957449013308825,-5.292783913757182,7.568359375,True,nan,3.332,5.3085,-2.703,1,gt02,,True,True,True,True,True,1.9765000000000006,0.02931574396748965,,0.02931574396748965,7.59767511896749
Fe,I,VIS,6279.7443,70.03598456821777,-4.95262072204386,,False,"COG-INVERSION: bisection did not converge, so this EW does not map to an abundance here",5.3139,7.2877,-1.523,1,,no 1D-LTE abundance (line excluded upstream),,,,,False,,,,,
Fe,I,VIS,6330.8474,38.99237527021004,-5.210482153732002,8.04296875,True,nan,4.7331,6.691,-1.74,1,gt02,,True,True,True,True,True,1.9578999999999995,0.04831773840419279,,0.04831773840419279,8.091286488404192
Fe,I,VIS,6380.7428,57.71826012448468,-5.043558007968207,7.65625,True,nan,4.1864,6.1289,-1.376,1,gt02,,True,True,True,True,True,1.9425,0.028666475270252137,,0.028666475270252137,7.684916475270252
Fe,I,VIS,6383.7149,12.985894126373635,-5.691601625199631,7.708984375,True,nan,4.4733,6.4149,-2.653,1,gt02,,True,True,True,True,True,1.9416000000000002,-0.027616656554384333,,-0.027616656554384333,7.681367718445616
Fe,I,VIS,6392.5374,21.39793177579137,-5.475301479076726,7.5068359375,True,nan,2.2786,4.2176,-4.03,1,gt02,,True,True,True,True,True,1.939,-0.0032798307085389333,,-0.0032798307085389333,7.503556106791461
Fe,I,VIS,6416.9258,43.491594066085504,-5.168921691659533,7.392578125,True,nan,4.7955,6.7271,-1.11,1,gt02,,True,True,True,True,True,1.9316000000000004,0.047130570774090025,0.04736951042026566,0.047130570774090025,7.43970869577409
