wavelength_vac_A,wavelength_air_A,flux_erg_s_cm2_A,syserror,fwhm_A,provenance
1615.0,1613.9804,0.02381500042974949,0.0009525999776087701,10.0,cited-composite
1625.0,1624.1881,0.02703000046312809,0.001081199967302382,10.0,cited-composite
1635.0,1634.2637,0.03087499924004078,0.001234999974258244,10.0,cited-composite
1645.0,1644.3024,0.032145000994205475,0.0012858000118285418,10.0,cited-composite
1655.0,1654.3255,0.046160001307725906,0.0018463999731466174,10.0,cited-composite
1665.0,1664.3406,0.042739998549222946,0.001709599862806499,10.0,cited-composite
1675.0,1674.3511,0.04141499847173691,0.0016565999248996377,10.0,cited-composite
1685.0,1684.3586,0.0484049990773201,0.001936199958436191,10.0,cited-composite
1695.0,1694.3642,0.06238999962806702,0.0024955999106168747,10.0,cited-composite
1705.0,1704.3683,0.07017499953508377,0.0028069999534636736,10.0,cited-composite
1715.0,1714.3713,0.07330500334501266,0.002932199975475669,10.0,cited-composite
1725.0,1724.3736,0.07720000296831131,0.0030879999976605177,10.0,cited-composite
1735.0,1734.3753,0.0812549963593483,0.0032501998357474804,10.0,cited-composite
1745.0,1744.3764,0.09635499864816666,0.003854199778288603,10.0,cited-composite
1755.0,1754.3772,0.11469999700784683,0.004587999545037746,10.0,cited-composite
1765.0,1764.3777,0.1298999935388565,0.005195999518036842,10.0,cited-composite
1775.0,1774.3778,0.14970000088214874,0.005987999960780144,10.0,cited-composite
1785.0,1784.3778,0.16459999978542328,0.006583999842405319,10.0,cited-composite
1795.0,1794.3775,0.16850000619888306,0.00674000009894371,10.0,cited-composite
1805.0,1804.3771,0.1960500031709671,0.007841999642550945,10.0,cited-composite
1815.0,1814.3765,0.23989999294281006,0.009595999494194984,10.0,cited-composite
1825.0,1824.3758,0.23964999616146088,0.009585999883711338,10.0,cited-composite
1835.0,1834.375,0.23919999599456787,0.00956799928098917,10.0,cited-composite
1845.0,1844.3741,0.21934999525547028,0.00877399928867817,10.0,cited-composite
1855.0,1854.3731,0.24535000324249268,0.009813999757170677,10.0,cited-composite
1865.0,1864.372,0.28700000047683716,0.011479999870061874,10.0,cited-composite
1875.0,1874.3709,0.3197999894618988,0.012791999615728855,10.0,cited-composite
1885.0,1884.3696,0.3494499921798706,0.013977999798953533,10.0,cited-composite
1895.0,1894.3683,0.3793500065803528,0.015173999592661858,10.0,cited-composite
1905.0,1904.367,0.39925000071525574,0.015969999134540558,10.0,cited-composite
1915.0,1914.3656,0.4422000050544739,0.017688000574707985,10.0,cited-composite
1925.0,1924.3641,0.4377500116825104,0.017510000616312027,10.0,cited-composite
1935.0,1934.3626,0.4032000005245209,0.016127999871969223,10.0,cited-composite
1945.0,1944.3611,0.5530999898910522,0.022123999893665314,10.0,cited-composite
1955.0,1954.3595,0.5768499970436096,0.02307399921119213,10.0,cited-composite
1965.0,1964.3579,0.6370499730110168,0.025481998920440674,10.0,cited-composite
1975.0,1974.3563,0.6571499705314636,0.02628599852323532,10.0,cited-composite
1985.0,1984.3546,0.6555500030517578,0.026221999898552895,10.0,cited-composite
1995.0,1994.3529,0.7052000164985657,0.02820800058543682,10.0,cited-composite
2005.649,2005.0001,0.7756500244140625,0.031026000156998634,10.0,cited-composite
2015.6508,2015.0,0.8497499823570251,0.03398999944329262,10.0,cited-composite
2025.6526,2025.0001,0.8730999827384949,0.03492399677634239,10.0,cited-composite
2035.6544,2035.0001,0.9743000268936157,0.038972001522779465,10.0,cited-composite
2045.6562,2045.0001,1.0835000276565552,0.04334000125527382,10.0,cited-composite
2055.658,2054.9999,1.1160000562667847,0.04464000090956688,10.0,cited-composite
2065.6599,2065.0,1.1720000505447388,0.046879999339580536,10.0,cited-composite
2075.6619,2075.0001,1.340999960899353,0.05363999679684639,10.0,cited-composite
2085.6638,2085.0001,1.5850000381469727,0.06340000033378601,10.0,cited-composite
2095.6658,2095.0001,2.2330000400543213,0.08931999653577805,10.0,cited-composite
2105.6677,2105.0001,2.9165000915527344,0.11665999889373779,10.0,cited-composite
2115.6697,2115.0001,3.500999927520752,0.14003999531269073,10.0,cited-composite
2125.6716,2125.0001,3.2704999446868896,0.13081999123096466,10.0,cited-composite
2135.6736,2135.0,3.446500062942505,0.1378600001335144,10.0,cited-composite
2145.6755,2145.0,4.172500133514404,0.16690000891685486,10.0,cited-composite
2155.6777,2155.0001,3.7715001106262207,0.150859996676445,10.0,cited-composite
2165.6797,2165.0,3.3635001182556152,0.13454000651836395,10.0,cited-composite
2175.6816,2174.9999,3.6665000915527344,0.1466600000858307,10.0,cited-composite
2185.6838,2185.0001,4.621500015258789,0.1848599910736084,10.0,cited-composite
2195.6858,2194.9999,4.888999938964844,0.19555999338626862,10.0,cited-composite
2205.688,2205.0,4.933000087738037,0.19731999933719635,10.0,cited-composite
2215.6899,2214.9999,4.119500160217285,0.16478000581264496,10.0,cited-composite
2225.6921,2225.0,5.15700101852417,0.20628003776073456,10.0,cited-composite
2235.6943,2235.0,6.540500164031982,0.26162001490592957,10.0,cited-composite
2245.6965,2245.0001,6.125500202178955,0.24502000212669373,10.0,cited-composite
2255.6985,2254.9999,5.445000171661377,0.21780000627040863,10.0,cited-composite
2265.7007,2264.9999,4.110000133514404,0.16439999639987946,10.0,cited-composite
2275.7029,2275.0,4.133999824523926,0.1653599888086319,10.0,cited-composite
2285.7051,2285.0,5.396500110626221,0.21585999429225922,10.0,cited-composite
2295.7073,2295.0,4.954999923706055,0.19819998741149902,10.0,cited-composite
2305.7095,2305.0,5.415999889373779,0.21663999557495117,10.0,cited-composite
2315.7117,2315.0,5.295499801635742,0.21181999146938324,10.0,cited-composite
2325.7139,2325.0,5.527500152587891,0.22110000252723694,10.0,cited-composite
2335.7161,2335.0,4.66349983215332,0.18653999269008636,10.0,cited-composite
2345.7183,2345.0,4.055500030517578,0.16222000122070312,10.0,cited-composite
2355.7205,2354.9999,5.335000038146973,0.2133999913930893,10.0,cited-composite
2365.7227,2364.9999,5.054999828338623,0.2021999955177307,10.0,cited-composite
2375.7251,2375.0001,5.040999889373779,0.20163999497890472,10.0,cited-composite
2385.7273,2385.0,4.361000061035156,0.17443999648094177,10.0,cited-composite
2395.7295,2395.0,4.593999862670898,0.18375998735427856,10.0,cited-composite
2405.7317,2404.9999,4.109499931335449,0.1643799990415573,10.0,cited-composite
2415.7341,2415.0001,5.326499938964844,0.21305999159812927,10.0,cited-composite
2425.7363,2425.0,7.32450008392334,0.29297998547554016,10.0,cited-composite
2435.7385,2434.9999,6.9054999351501465,0.2762199938297272,10.0,cited-composite
2445.741,2445.0,6.340000152587891,0.25360000133514404,10.0,cited-composite
2455.7432,2454.9999,5.146500110626221,0.20586000382900238,10.0,cited-composite
2465.7456,2465.0001,5.244999885559082,0.20979999005794525,10.0,cited-composite
2475.7478,2475.0,5.770500183105469,0.23082000017166138,10.0,cited-composite
2485.7502,2485.0001,4.748499870300293,0.18993999063968658,10.0,cited-composite
2495.7524,2495.0,5.859000205993652,0.234360009431839,10.0,cited-composite
2505.7549,2505.0001,6.266499996185303,0.2506600022315979,10.0,cited-composite
2515.7571,2514.9999,4.80649995803833,0.1922599971294403,10.0,cited-composite
2525.7595,2525.0001,4.31850004196167,0.17273999750614166,10.0,cited-composite
2535.7617,2534.9999,5.361499786376953,0.21445998549461365,10.0,cited-composite
2545.7642,2545.0,6.196000099182129,0.2478400021791458,10.0,cited-composite
2555.7666,2555.0001,8.223999977111816,0.32896000146865845,10.0,cited-composite
2565.7688,2564.9999,10.550000190734863,0.421999990940094,10.0,cited-composite
2575.7712,2575.0,13.010000228881836,0.5203999876976013,10.0,cited-composite
2585.7737,2585.0001,12.979999542236328,0.5191999673843384,10.0,cited-composite
2595.7759,2594.9999,10.850000381469727,0.43400001525878906,10.0,cited-composite
2605.7783,2605.0,8.915499687194824,0.3566199839115143,10.0,cited-composite
2615.7808,2615.0001,9.304499626159668,0.3721799850463867,10.0,cited-composite
2625.783,2624.9999,10.800000190734863,0.4320000112056732,10.0,cited-composite
2635.7854,2634.9999,16.954999923706055,0.6782000064849854,10.0,cited-composite
2645.7878,2645.0,25.90999984741211,1.0363999605178833,10.0,cited-composite
2655.7903,2655.0,26.2549991607666,1.0501999855041504,10.0,cited-composite
2665.7927,2665.0001,25.895000457763672,1.0357999801635742,10.0,cited-composite
2675.7949,2674.9999,26.059999465942383,1.0424000024795532,10.0,cited-composite
2685.7974,2684.9999,25.334999084472656,1.0133999586105347,10.0,cited-composite
2695.7998,2695.0,24.809999465942383,0.9923999309539795,10.0,cited-composite
2705.8022,2705.0,27.760000228881836,1.1103999614715576,10.0,cited-composite
2715.8047,2715.0,23.295000076293945,0.9318000078201294,10.0,cited-composite
2725.8071,2725.0,20.485000610351562,0.8194000124931335,10.0,cited-composite
2735.8096,2735.0001,20.53499984741211,0.821399986743927,10.0,cited-composite
2745.812,2745.0001,13.8149995803833,0.5525999665260315,10.0,cited-composite
2755.8145,2755.0001,18.155000686645508,0.7261999845504761,10.0,cited-composite
2765.8169,2765.0001,25.204999923706055,1.00819993019104,10.0,cited-composite
2775.8191,2774.9999,24.329999923706055,0.9731999635696411,10.0,cited-composite
2785.8215,2784.9999,16.540000915527344,0.6615999937057495,10.0,cited-composite
2795.824,2794.9999,9.058500289916992,0.3623400032520294,10.0,cited-composite
2805.8264,2804.9999,9.978500366210938,0.39914000034332275,10.0,cited-composite
2815.8289,2814.9999,21.690000534057617,0.8676000237464905,10.0,cited-composite
2825.8315,2825.0001,30.475000381469727,1.218999981880188,10.0,cited-composite
2835.834,2835.0001,32.529998779296875,1.3011999130249023,10.0,cited-composite
2845.8364,2845.0001,24.475000381469727,0.9789999723434448,10.0,cited-composite
2855.8389,2855.0001,16.959999084472656,0.678399920463562,10.0,cited-composite
2865.8413,2865.0001,33.34000015258789,1.3335999250411987,10.0,cited-composite
2875.8438,2875.0,34.790000915527344,1.3916000127792358,10.0,cited-composite
2885.8462,2885.0,33.290000915527344,1.3315999507904053,10.0,cited-composite
2895.8486,2895.0,48.91999816894531,1.956799864768982,10.0,cited-composite
2905.8511,2905.0,62.255001068115234,2.4902000427246094,10.0,cited-composite
2915.8535,2914.9999,60.18000030517578,2.4071998596191406,10.0,cited-composite
2925.856,2924.9999,53.95000076293945,2.1579999923706055,10.0,cited-composite
2935.8586,2935.0001,55.45000076293945,2.2179999351501465,10.0,cited-composite
2945.8611,2945.0001,52.68000030517578,2.1071999073028564,10.0,cited-composite
2955.8635,2955.0,57.1150016784668,2.284600019454956,10.0,cited-composite
2965.866,2965.0,52.58000183105469,2.1031999588012695,10.0,cited-composite
2975.8684,2975.0,52.46500015258789,2.098599910736084,10.0,cited-composite
2985.8708,2984.9999,48.20000076293945,1.9279999732971191,10.0,cited-composite
2995.8735,2995.0001,50.154998779296875,2.006199836730957,10.0,cited-composite
3005.876,3005.0001,43.6150016784668,1.7446000576019287,10.0,cited-composite
3015.8784,3015.0,47.275001525878906,1.8910000324249268,10.0,cited-composite
3025.8809,3025.0,50.689998626708984,2.027599811553955,10.0,cited-composite
3035.8833,3034.9999,64.45500183105469,2.578200101852417,10.0,cited-composite
3045.886,3045.0001,62.54999923706055,2.501999855041504,10.0,cited-composite
3055.8884,3055.0,61.67499923706055,2.4670000076293945,10.0,cited-composite
3065.8909,3065.0,57.70500183105469,2.3082001209259033,10.0,cited-composite
3075.8933,3074.9999,63.849998474121094,2.553999900817871,10.0,cited-composite
3085.896,3085.0001,63.5099983215332,2.5403997898101807,10.0,cited-composite
3095.8984,3095.0,51.64500045776367,2.0657999515533447,10.0,cited-composite
3105.9009,3104.9999,64.81999969482422,2.5927999019622803,10.0,cited-composite
3115.9036,3115.0001,75.63999938964844,3.025599956512451,10.0,cited-composite
3125.906,3125.0,68.08000183105469,2.7232000827789307,10.0,cited-composite
3135.9084,3135.0,72.58000183105469,2.9031999111175537,10.0,cited-composite
3145.9111,3145.0001,68.81500244140625,2.7525999546051025,10.0,cited-composite
3155.9136,3155.0,65.68499755859375,2.6273999214172363,10.0,cited-composite
3165.916,3165.0,65.60001373291016,2.6240005493164062,10.0,cited-composite
3175.9185,3174.9999,80.25,3.2100000381469727,10.0,cited-composite
3185.9211,3185.0,69.03500366210938,2.761399984359741,10.0,cited-composite
3195.9236,3195.0,73.86000061035156,2.954400062561035,10.0,cited-composite
3205.9263,3205.0001,83.48999786376953,3.339599847793579,10.0,cited-composite
3215.9287,3215.0,72.59500122070312,2.9038000106811523,10.0,cited-composite
3225.9312,3224.9999,71.44999694824219,2.857999801635742,10.0,cited-composite
3235.9338,3235.0001,68.625,2.744999885559082,10.0,cited-composite
3245.9363,3245.0,78.95999145507812,3.1583995819091797,10.0,cited-composite
3255.9387,3254.9999,90.98999786376953,3.6395998001098633,10.0,cited-composite
3265.9414,3265.0,101.55000305175781,4.061999797821045,10.0,cited-composite
3275.9438,3275.0,98.83000183105469,3.953200101852417,10.0,cited-composite
3285.9465,3285.0001,95.21000671386719,3.8084001541137695,10.0,cited-composite
3295.949,3295.0,110.0,4.400000095367432,10.0,cited-composite
3305.9514,3304.9999,105.3499984741211,4.2139997482299805,10.0,cited-composite
3315.9541,3315.0,100.13500213623047,4.00540018081665,10.0,cited-composite
3325.9565,3324.9999,99.06999969482422,3.9627997875213623,10.0,cited-composite
3335.9592,3335.0001,95.48999786376953,3.8195998668670654,10.0,cited-composite
3345.9617,3345.0,99.38999938964844,3.975600004196167,10.0,cited-composite
3355.9644,3355.0001,97.75499725341797,3.9101998805999756,10.0,cited-composite
3365.9668,3365.0,83.96000671386719,3.3584001064300537,10.0,cited-composite
3375.9695,3375.0001,87.36000061035156,3.4944000244140625,10.0,cited-composite
3385.9719,3385.0,95.60001373291016,3.824000358581543,10.0,cited-composite
3395.9744,3394.9999,99.44499969482422,3.977799892425537,10.0,cited-composite
3405.9771,3405.0,104.30000305175781,4.171999931335449,10.0,cited-composite
3415.9795,3414.9999,95.8499984741211,3.8339998722076416,10.0,cited-composite
3425.9822,3425.0,103.05000305175781,4.122000217437744,10.0,cited-composite
3435.9846,3434.9999,98.70500183105469,3.948199987411499,10.0,cited-composite
3445.9873,3445.0,82.69000244140625,3.3076000213623047,10.0,cited-composite
3455.9897,3454.9999,97.3499984741211,3.8939998149871826,10.0,cited-composite
3465.9924,3465.0,96.07499694824219,3.8429996967315674,10.0,cited-composite
3475.9949,3474.9999,93.5199966430664,3.74079966545105,10.0,cited-composite
3485.9976,3485.0,93.14998626708984,3.725999355316162,10.0,cited-composite
3496.0,3494.9999,92.43000793457031,3.697200298309326,10.0,cited-composite
3506.0027,3505.0,108.75,4.349999904632568,10.0,cited-composite
3516.0054,3515.0001,101.6500015258789,4.065999984741211,10.0,cited-composite
3526.0078,3525.0,94.2400131225586,3.7696003913879395,10.0,cited-composite
3536.0105,3535.0001,107.1500015258789,4.285999774932861,10.0,cited-composite
3546.0129,3545.0,115.05000305175781,4.6020002365112305,10.0,cited-composite
3556.0156,3555.0001,108.4000015258789,4.335999965667725,10.0,cited-composite
3566.0181,3565.0,94.2699966430664,3.7707998752593994,10.0,cited-composite
3576.0208,3575.0001,82.59500122070312,3.303799867630005,10.0,cited-composite
3586.0232,3584.9999,72.11000061035156,2.884399890899658,10.0,cited-composite
3596.0259,3595.0,103.05000305175781,4.122000217437744,10.0,cited-composite
3606.0283,3604.9999,100.5,4.019999980926514,10.0,cited-composite
3616.031,3615.0,91.19499206542969,3.647799491882324,10.0,cited-composite
3626.0337,3625.0001,103.55000305175781,4.142000198364258,10.0,cited-composite
3636.0361,3635.0,103.4000015258789,4.136000156402588,10.0,cited-composite
3646.0388,3645.0001,105.0999984741211,4.203999996185303,10.0,cited-composite
3656.0413,3654.9999,119.6500015258789,4.785999774932861,10.0,cited-composite
3666.0439,3665.0,127.9000015258789,5.116000175476074,10.0,cited-composite
3676.0466,3675.0001,122.55000305175781,4.9019999504089355,10.0,cited-composite
3686.0491,3685.0,114.3499984741211,4.573999881744385,10.0,cited-composite
3696.0518,3695.0001,127.5,5.099999904632568,10.0,cited-composite
3706.0542,3704.9999,118.55000305175781,4.742000102996826,10.0,cited-composite
3716.0569,3715.0,122.0,4.880000114440918,10.0,cited-composite
3726.0596,3725.0001,109.6500015258789,4.386000156402588,10.0,cited-composite
3736.062,3735.0,95.74500274658203,3.8298001289367676,10.0,cited-composite
3746.0647,3745.0001,93.68499755859375,3.7473998069763184,10.0,cited-composite
3756.0671,3754.9999,110.30000305175781,4.4120001792907715,10.0,cited-composite
3766.0698,3765.0,112.80000305175781,4.51200008392334,10.0,cited-composite
3776.0725,3775.0001,133.0500030517578,5.322000026702881,10.0,cited-composite
3786.075,3784.9999,137.5500030517578,5.501999855041504,10.0,cited-composite
3796.0776,3795.0,110.75,4.429999828338623,10.0,cited-composite
3806.0803,3805.0001,124.55000305175781,4.98199987411499,10.0,cited-composite
3816.0828,3815.0,111.8499984741211,4.473999977111816,10.0,cited-composite
3826.0854,3825.0,81.94999694824219,3.2779998779296875,10.0,cited-composite
3836.0881,3835.0001,71.09500122070312,2.8438000679016113,10.0,cited-composite
3846.0906,3845.0,99.31999969482422,3.9728000164031982,10.0,cited-composite
3856.0933,3855.0,104.55000305175781,4.182000160217285,10.0,cited-composite
3866.0957,3864.9999,104.30000305175781,4.171999931335449,10.0,cited-composite
3876.0984,3875.0,103.9000015258789,4.156000137329102,10.0,cited-composite
3886.1011,3885.0001,101.94999694824219,4.077999591827393,10.0,cited-composite
3896.1035,3894.9999,121.44999694824219,4.857999801635742,10.0,cited-composite
3906.1062,3905.0,128.9499969482422,5.1579999923706055,10.0,cited-composite
3916.1089,3915.0,138.75,5.549999713897705,10.0,cited-composite
3926.1113,3924.9999,105.69999694824219,4.227999687194824,10.0,cited-composite
3936.114,3935.0,60.45500183105469,2.4182000160217285,10.0,cited-composite
3946.1167,3945.0,106.30000305175781,4.251999855041504,10.0,cited-composite
3956.1194,3955.0001,136.0500030517578,5.441999912261963,10.0,cited-composite
3966.1218,3964.9999,88.40499877929688,3.5361998081207275,10.0,cited-composite
3976.1245,3975.0,95.87999725341797,3.8351998329162598,10.0,cited-composite
3986.1272,3985.0001,157.64999389648438,6.305999755859375,10.0,cited-composite
3996.1296,3994.9999,172.25,6.889999866485596,10.0,cited-composite
4006.1323,4005.0,174.1999969482422,6.9679999351501465,10.0,cited-composite
4016.135,4015.0001,181.1999969482422,7.247999668121338,10.0,cited-composite
4026.1375,4024.9999,182.5500030517578,7.302000045776367,10.0,cited-composite
4036.1401,4035.0,174.9499969482422,6.997999668121338,10.0,cited-composite
4046.1428,4045.0,173.8000030517578,6.952000141143799,10.0,cited-composite
4056.1455,4055.0001,173.14999389648438,6.925999641418457,10.0,cited-composite
4066.1479,4064.9999,165.10000610351562,6.604000091552734,10.0,cited-composite
4076.1506,4075.0,168.8000030517578,6.751999855041504,10.0,cited-composite
4086.1533,4085.0001,179.9499969482422,7.197999954223633,10.0,cited-composite
4096.1558,4094.9999,177.60000610351562,7.104000091552734,10.0,cited-composite
4106.1587,4105.0002,150.39999389648438,6.015999794006348,10.0,cited-composite
4116.1611,4115.0,182.1999969482422,7.287999629974365,10.0,cited-composite
4126.1636,4124.9998,179.39999389648438,7.175999641418457,10.0,cited-composite
4136.1665,4135.0002,176.0,7.039999961853027,10.0,cited-composite
4146.1689,4145.0,174.10000610351562,6.964000225067139,10.0,cited-composite
4156.1714,4154.9998,173.8000030517578,6.952000141143799,10.0,cited-composite
4166.1743,4165.0001,184.6999969482422,7.387999534606934,10.0,cited-composite
4176.1768,4174.9999,166.89999389648438,6.675999641418457,10.0,cited-composite
4186.1797,4185.0002,168.8000030517578,6.751999855041504,10.0,cited-composite
4196.1821,4195.0,170.5,6.819999694824219,10.0,cited-composite
4206.1846,4204.9999,176.1999969482422,7.047999858856201,10.0,cited-composite
4216.1875,4215.0002,180.1999969482422,7.2079997062683105,10.0,cited-composite
4226.1899,4225.0,158.60000610351562,6.344000339508057,10.0,cited-composite
4236.1924,4234.9998,171.5,6.859999656677246,10.0,cited-composite
4246.1953,4245.0001,177.1999969482422,7.0879998207092285,10.0,cited-composite
4256.1978,4254.9999,169.89999389648438,6.795999526977539,10.0,cited-composite
4266.2007,4265.0002,170.1999969482422,6.807999610900879,10.0,cited-composite
4276.2031,4275.0,157.3000030517578,6.291999816894531,10.0,cited-composite
4286.2056,4284.9998,159.10000610351562,6.36400032043457,10.0,cited-composite
4296.2085,4295.0001,147.89999389648438,5.915999412536621,10.0,cited-composite
4306.2109,4304.9999,113.80000305175781,4.552000045776367,10.0,cited-composite
4316.2134,4314.9998,169.0,6.759999752044678,10.0,cited-composite
4326.2163,4325.0001,165.0,6.599999904632568,10.0,cited-composite
4336.2188,4334.9999,173.5,6.940000057220459,10.0,cited-composite
4346.2217,4345.0002,167.39999389648438,6.695999622344971,10.0,cited-composite
4356.2241,4355.0,172.6999969482422,6.907999515533447,10.0,cited-composite
4366.2266,4364.9998,193.39999389648438,7.735999584197998,10.0,cited-composite
4376.2295,4375.0001,181.10000610351562,7.24399995803833,10.0,cited-composite
4386.2319,4384.9999,157.10000610351562,6.283999919891357,10.0,cited-composite
4396.2349,4395.0002,183.0,7.319999694824219,10.0,cited-composite
4406.2373,4405.0,171.6999969482422,6.86799955368042,10.0,cited-composite
4416.2397,4414.9998,193.60000610351562,7.74399995803833,10.0,cited-composite
4426.2427,4425.0001,198.5,7.940000057220459,10.0,cited-composite
4436.2451,4434.9999,191.39999389648438,7.655999660491943,10.0,cited-composite
4446.248,4445.0002,197.8000030517578,7.9120001792907715,10.0,cited-composite
4456.2505,4455.0,182.60000610351562,7.303999900817871,10.0,cited-composite
4466.2529,4464.9998,189.60000610351562,7.584000110626221,10.0,cited-composite
4476.2559,4475.0001,208.1999969482422,8.32800006866455,10.0,cited-composite
4486.2583,4484.9999,197.8000030517578,7.9120001792907715,10.0,cited-composite
4496.2612,4495.0002,203.1999969482422,8.127999305725098,10.0,cited-composite
4506.2637,4505.0,214.89999389648438,8.595999717712402,10.0,cited-composite
4516.2661,4514.9998,211.39999389648438,8.455999374389648,10.0,cited-composite
4526.269,4525.0001,194.60000610351562,7.783999919891357,10.0,cited-composite
4536.2715,4534.9999,197.5,7.899999618530273,10.0,cited-composite
4546.2744,4545.0002,198.39999389648438,7.935999393463135,10.0,cited-composite
4556.2769,4555.0,203.89999389648438,8.155999183654785,10.0,cited-composite
4566.2793,4564.9998,208.1999969482422,8.32800006866455,10.0,cited-composite
4576.2822,4575.0,210.5,8.420000076293945,10.0,cited-composite
4586.2847,4584.9998,197.60000610351562,7.904000282287598,10.0,cited-composite
4596.2876,4595.0001,201.39999389648438,8.055999755859375,10.0,cited-composite
4606.29,4604.9999,204.5,8.179999351501465,10.0,cited-composite
4616.293,4615.0002,206.0,8.239999771118164,10.0,cited-composite
4626.2954,4625.0,210.89999389648438,8.435999870300293,10.0,cited-composite
4636.2979,4634.9998,204.5,8.179999351501465,10.0,cited-composite
4646.3008,4645.0001,198.10000610351562,7.924000263214111,10.0,cited-composite
4656.3032,4654.9999,204.6999969482422,8.187999725341797,10.0,cited-composite
4666.3062,4665.0002,192.60000610351562,7.703999996185303,10.0,cited-composite
4676.3086,4675.0,202.0,8.079999923706055,10.0,cited-composite
4686.311,4684.9998,199.89999389648438,7.995999813079834,10.0,cited-composite
4696.314,4695.0,199.5,7.980000019073486,10.0,cited-composite
4706.3164,4704.9998,188.1999969482422,7.5279998779296875,10.0,cited-composite
4716.3193,4715.0001,202.3000030517578,8.092000007629395,10.0,cited-composite
4726.3218,4724.9999,204.60000610351562,8.184000015258789,10.0,cited-composite
4736.3247,4735.0002,199.60000610351562,7.984000205993652,10.0,cited-composite
4746.3271,4745.0,205.60000610351562,8.223999977111816,10.0,cited-composite
4756.3296,4754.9998,202.10000610351562,8.083999633789062,10.0,cited-composite
4766.3325,4765.0,196.10000610351562,7.843999862670898,10.0,cited-composite
4776.335,4774.9998,208.0,8.319999694824219,10.0,cited-composite
4786.3379,4785.0001,201.39999389648438,8.055999755859375,10.0,cited-composite
4796.3403,4794.9999,208.10000610351562,8.324000358581543,10.0,cited-composite
4806.3433,4805.0002,204.0,8.15999984741211,10.0,cited-composite
4816.3457,4815.0,209.5,8.380000114440918,10.0,cited-composite
4826.3481,4824.9998,202.8000030517578,8.11199951171875,10.0,cited-composite
4836.3511,4835.0,202.39999389648438,8.095999717712402,10.0,cited-composite
