canonical_line_id,historical_source_class,historical_gf_grade,verified_source_class,reference_membership,codex_membership,deep_membership,replication_membership,disposition_reason
alphys_I_2094.8470_0245,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_II_2095.1380_0246,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2096.0370_0247,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2096.6235_0248,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2097.8600_0249,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2098.7410_0250,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2099.0600_0251,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2099.7736_0252,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2102.5580_0253,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2102.8060_0254,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2103.6580_0255,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2103.6847_0256,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2107.5260_0257,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2108.5960_0258,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2108.6229_0259,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2109.9910_0260,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2113.5930_0261,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2114.9832_0262,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2116.5420_0263,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2118.3410_0264,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2121.5760_0265,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2123.3620_0266,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2123.3840_0267,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2127.3020_0268,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2129.6630_0269,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2132.3880_0270,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2134.7330_0271,FALLBACK,EXCLUDED-NO-HOME,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_2134.7600_0272,FALLBACK,EXCLUDED-NO-HOME,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_2142.4020_0273,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2145.5550_0274,FALLBACK,EXCLUDED-NO-HOME,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_2147.5600_0275,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2150.6990_0276,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2150.7280_0277,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2164.5770_0278,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2168.8260_0279,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2169.8430_0280,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2174.0700_0281,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2174.1130_0282,FALLBACK,EXCLUDED-NO-HOME,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_II_2192.6010_0283,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_II_2194.2420_0284,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2199.1830_0285,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2204.6190_0286,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2204.6680_0287,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2210.0600_0288,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2210.1300_0289,FALLBACK,EXCLUDED-NO-HOME,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_2258.0080_0290,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2263.4630_0291,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,SOURCE_CANDIDATES_UNRESOLVED_OR_NO_FINITE_UNCERTAINTY
alphys_I_2263.7380_0292,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2269.0950_0293,FALLBACK,EXCLUDED-NO-HOME,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_2269.2210_0294,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,SOURCE_CANDIDATES_UNRESOLVED_OR_NO_FINITE_UNCERTAINTY
alphys_I_2311.0360_0295,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2312.4910_0296,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2313.5250_0297,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2314.9840_0298,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2317.4810_0299,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2319.0560_0300,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2321.5620_0301,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2367.0530_0302,FALLBACK,EXCLUDED-NO-HOME,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_2367.6110_0303,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2368.1120_0304,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2369.3050_0305,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2370.2250_0306,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2370.7260_0307,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2372.0700_0308,FALLBACK,EXCLUDED-NO-HOME,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_2372.1140_0309,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2373.1220_0310,FALLBACK,EXCLUDED-NO-HOME,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_2373.3510_0311,FALLBACK,EXCLUDED-NO-HOME,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_2373.5700_0312,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2374.4940_0313,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2378.3950_0314,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_2567.9830_0315,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,SOURCE_CANDIDATES_UNRESOLVED_OR_NO_FINITE_UNCERTAINTY
alphys_I_2575.0940_0316,FALLBACK,EXCLUDED-NO-HOME,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_2575.3970_0317,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,SOURCE_CANDIDATES_UNRESOLVED_OR_NO_FINITE_UNCERTAINTY
alphys_I_2652.4750_0318,PRIMARY_LABORATORY,GF-LAB,PRIMARY_LABORATORY,MEMBER,NONMEMBER,MEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_2660.3860_0319,PRIMARY_LABORATORY,GF-LAB,PRIMARY_LABORATORY,MEMBER,NONMEMBER,MEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_II_2669.1550_0320,PRIMARY_LABORATORY,GF-LAB,PRIMARY_LABORATORY,MEMBER,NONMEMBER,MEMBER,NONMEMBER,JOHNSON1986_RETAINED_TRABERT1999_UNAVAILABLE
alphys_II_2816.1850_0321,FALLBACK,EXCLUDED-NO-HOME,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_3050.0720_0322,FALLBACK,EXCLUDED-SATURATED,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_3054.6790_0323,FALLBACK,EXCLUDED-SATURATED,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_3057.1440_0324,FALLBACK,EXCLUDED-SATURATED,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_3059.0300_0325,FALLBACK,GRADEABLE,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_3059.9240_0326,FALLBACK,GRADEABLE,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_3064.2900_0327,FALLBACK,EXCLUDED-SATURATED,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_3066.1440_0328,FALLBACK,EXCLUDED-SATURATED,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_3082.1530_0329,PRIMARY_LABORATORY,GF-LAB,PRIMARY_LABORATORY,MEMBER,NONMEMBER,MEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_3092.7100_0330,PRIMARY_LABORATORY,GF-LAB,PRIMARY_LABORATORY,MEMBER,NONMEMBER,MEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_3092.8390_0331,FALLBACK,EXCLUDED-SATURATED,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_II_3586.5570_0332,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_II_3587.0720_0333,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_II_3900.6750_0334,FALLBACK,GRADEABLE,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_3944.0060_0335,PRIMARY_LABORATORY,GF-LAB,PRIMARY_LABORATORY,MEMBER,NONMEMBER,MEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_3961.5200_0336,PRIMARY_LABORATORY,GF-LAB,PRIMARY_LABORATORY,MEMBER,NONMEMBER,MEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_4592.2270_0337,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_4592.2960_0338,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_4652.4140_0339,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_4652.5120_0340,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_II_4663.0460_0341,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_4740.2650_0342,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_4740.4120_0343,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_4876.5840_0344,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_4876.8190_0345,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_5107.5200_0346,FALLBACK,GRADEABLE,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_5107.9430_0347,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_5557.0630_0348,THEORETICAL,GRADEABLE,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_5557.9480_0349,FALLBACK,GRADEABLE,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_6631.2180_0350,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_6631.8090_0351,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_6696.0150_0352,PRIMARY_LABORATORY,GF-LAB,PRIMARY_LABORATORY,MEMBER,MEMBER,NONMEMBER,MEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_6696.1850_0353,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_6696.7880_0354,FALLBACK,CANDIDATE-BLENDED,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_6698.6730_0355,PRIMARY_LABORATORY,GF-LAB,PRIMARY_LABORATORY,MEMBER,MEMBER,NONMEMBER,MEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_6783.6380_0356,FALLBACK,GRADEABLE,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_6784.2560_0357,FALLBACK,CANDIDATE-BLENDED,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_6905.6460_0358,CRITICALLY_EVALUATED,D,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_6906.2870_0359,CRITICALLY_EVALUATED,C,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,SOURCE_CANDIDATES_UNRESOLVED_OR_NO_FINITE_UNCERTAINTY
alphys_I_6928.6970_0360,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_6936.1985_0361,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_6999.8290_0362,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_7007.6010_0363,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_7019.5450_0364,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_7027.1200_0365,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_7027.3600_0366,FALLBACK,EXCLUDED-SHALLOW,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS
alphys_I_7083.9690_0367,CRITICALLY_EVALUATED,C+,EVALUATED_THEORY,MEMBER,NONMEMBER,NONMEMBER,NONMEMBER,BEST_AVAILABLE_SOURCE_WITH_IDENTITY_AND_BOUND
alphys_I_7084.6430_0368,CRITICALLY_EVALUATED,C+,UNRESOLVED,HOLD,NONMEMBER,NONMEMBER,NONMEMBER,SOURCE_CANDIDATES_UNRESOLVED_OR_NO_FINITE_UNCERTAINTY
