canonical_line_id,species,wavelength_air,lower_EP,historical_band,historical_gf_source,historical_gf_grade,historical_source_class,historical_loggf,historical_gf_sigma_dex,verified_source_record_id,bibliography_chain,verified_source_class,verified_loggf,gf_uncertainty_bound_dex,uncertainty_basis,reference_membership,disposition_reason,physical_identity_status,component_semantics,hfs_component_status,codex_membership,deep_membership,external_membership,source_candidate_count,feature_depth,component_count,raw_component_sum_loggf,blend_flag,atomic_handoff_status,replication_membership
alphys_II_1862.3110_0025,Al II,1862.311,4.659,FUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-0.3199492783,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.92,9.0,-0.3199492783,False,HOLD,NONMEMBER
alphys_II_1931.0500_0026,Al II,1931.05,7.4207,FUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-0.218,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.428,1.0,-0.218,False,HOLD,NONMEMBER
alphys_I_1932.2660_0027,Al I,1932.266,0.0,FUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,0.301,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.998,1.0,0.301,False,HOLD,NONMEMBER
alphys_I_1936.4590_0028,Al I,1936.459,0.0139,FUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,0.602,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.998,1.0,0.602,False,HOLD,NONMEMBER
alphys_II_1960.8470_0029,Al II,1960.847,11.6728,FUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-0.35,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.002,1.0,-0.35,False,HOLD,NONMEMBER
alphys_II_1964.9910_0030,Al II,1964.991,11.6878,FUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,0.22,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.003,1.0,0.22,False,HOLD,NONMEMBER
alphys_II_1990.5330_0031,Al II,1990.533,7.4207,FUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,0.29,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.661,1.0,0.29,False,HOLD,NONMEMBER
alphys_I_2071.4140_0032,Al I,2071.414,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.144,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.553,1.0,-4.144,False,HOLD,NONMEMBER
alphys_I_2071.4338_0033,Al I,2071.4338,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.1134293602,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.565,2.0,-4.1134293602,False,HOLD,NONMEMBER
alphys_I_2071.4538_0034,Al I,2071.4538,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.096462317,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.577,2.0,-4.096462317,False,HOLD,NONMEMBER
alphys_I_2071.4748_0035,Al I,2071.4748,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.079462317,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.59,2.0,-4.079462317,False,HOLD,NONMEMBER
alphys_I_2071.4968_0036,Al I,2071.4968,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.062462317,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.602,2.0,-4.062462317,False,HOLD,NONMEMBER
alphys_I_2071.5198_0037,Al I,2071.5198,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.045462317,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.614,2.0,-4.045462317,False,HOLD,NONMEMBER
alphys_I_2071.5428_0038,Al I,2071.5428,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.028462317,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.625,2.0,-4.028462317,False,HOLD,NONMEMBER
alphys_I_2071.5678_0039,Al I,2071.5678,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.0104952006,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.636,2.0,-4.0104952006,False,HOLD,NONMEMBER
alphys_I_2071.5938_0040,Al I,2071.5938,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.9924952006,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.648,2.0,-3.9924952006,False,HOLD,NONMEMBER
alphys_I_2071.6208_0041,Al I,2071.6208,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.9744952006,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.659,2.0,-3.9744952006,False,HOLD,NONMEMBER
alphys_I_2071.6488_0042,Al I,2071.6488,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.955528011,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.671,2.0,-3.955528011,False,HOLD,NONMEMBER
alphys_I_2071.6778_0043,Al I,2071.6778,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.936528011,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.682,2.0,-3.936528011,False,HOLD,NONMEMBER
alphys_I_2071.7088_0044,Al I,2071.7088,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.917528011,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.692,2.0,-3.917528011,False,HOLD,NONMEMBER
alphys_I_2071.7407_0045,Al I,2071.7407,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.898528011,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.702,2.0,-3.898528011,False,HOLD,NONMEMBER
alphys_I_2071.7737_0046,Al I,2071.7737,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.879528011,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.712,2.0,-3.879528011,False,HOLD,NONMEMBER
alphys_I_2071.8087_0047,Al I,2071.8087,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.8595607484,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.721,2.0,-3.8595607484,False,HOLD,NONMEMBER
alphys_I_2071.8457_0048,Al I,2071.8457,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.838593413,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.731,2.0,-3.838593413,False,HOLD,NONMEMBER
alphys_I_2071.8847_0049,Al I,2071.8847,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.8185607484,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.74,2.0,-3.8185607484,False,HOLD,NONMEMBER
alphys_I_2071.9247_0050,Al I,2071.9247,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.797593413,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.748,2.0,-3.797593413,False,HOLD,NONMEMBER
alphys_I_2071.9677_0051,Al I,2071.9677,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.776593413,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.757,2.0,-3.776593413,False,HOLD,NONMEMBER
alphys_I_2072.0126_0052,Al I,2072.0126,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.7546260049,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.765,2.0,-3.7546260049,False,HOLD,NONMEMBER
alphys_I_2072.0596_0053,Al I,2072.0596,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.7326260049,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.772,2.0,-3.7326260049,False,HOLD,NONMEMBER
alphys_I_2072.1086_0054,Al I,2072.1086,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.7106260049,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.779,2.0,-3.7106260049,False,HOLD,NONMEMBER
alphys_I_2072.1606_0055,Al I,2072.1606,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.6886260049,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,MULTIPLE_FINE_STRUCTURE_TRANSITIONS,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.787,2.0,-3.6886260049,False,HOLD,NONMEMBER
alphys_I_2072.2040_0056,Al I,2072.204,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-5.154,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.079,1.0,-5.154,False,HOLD,NONMEMBER
alphys_I_2072.2170_0057,Al I,2072.217,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.679,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.794,1.0,-3.679,False,HOLD,NONMEMBER
alphys_I_2072.2610_0058,Al I,2072.261,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-5.13,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.083,1.0,-5.13,False,HOLD,NONMEMBER
alphys_I_2072.2750_0059,Al I,2072.275,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.656,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.8,1.0,-3.656,False,HOLD,NONMEMBER
alphys_I_2072.3220_0060,Al I,2072.322,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-5.107,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.089,1.0,-5.107,False,HOLD,NONMEMBER
alphys_I_2072.3360_0061,Al I,2072.336,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.632,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.807,1.0,-3.632,False,HOLD,NONMEMBER
alphys_I_2072.3860_0062,Al I,2072.386,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-5.083,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.096,1.0,-5.083,False,HOLD,NONMEMBER
alphys_I_2072.4010_0063,Al I,2072.401,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.608,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.813,1.0,-3.608,False,HOLD,NONMEMBER
alphys_I_2072.4540_0064,Al I,2072.454,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-5.059,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.101,1.0,-5.059,False,HOLD,NONMEMBER
alphys_I_2072.4700_0065,Al I,2072.47,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.583,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.82,1.0,-3.583,False,HOLD,NONMEMBER
alphys_I_2072.5260_0066,Al I,2072.526,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-5.034,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.107,1.0,-5.034,False,HOLD,NONMEMBER
alphys_I_2072.5440_0067,Al I,2072.544,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.558,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.825,1.0,-3.558,False,HOLD,NONMEMBER
alphys_I_2072.6030_0068,Al I,2072.603,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-5.009,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.113,1.0,-5.009,False,HOLD,NONMEMBER
alphys_I_2072.6210_0069,Al I,2072.621,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.532,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.831,1.0,-3.532,False,HOLD,NONMEMBER
alphys_I_2072.6850_0070,Al I,2072.685,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.983,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.12,1.0,-4.983,False,HOLD,NONMEMBER
alphys_I_2072.7040_0071,Al I,2072.704,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.506,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.837,1.0,-3.506,False,HOLD,NONMEMBER
alphys_I_2072.7710_0072,Al I,2072.771,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.956,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.127,1.0,-4.956,False,HOLD,NONMEMBER
alphys_I_2072.7920_0073,Al I,2072.792,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.479,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.842,1.0,-3.479,False,HOLD,NONMEMBER
alphys_I_2072.8640_0074,Al I,2072.864,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.93,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.136,1.0,-4.93,False,HOLD,NONMEMBER
alphys_I_2072.8860_0075,Al I,2072.886,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.451,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.847,1.0,-3.451,False,HOLD,NONMEMBER
alphys_I_2072.9620_0076,Al I,2072.962,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.902,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.145,1.0,-4.902,False,HOLD,NONMEMBER
alphys_I_2072.9860_0077,Al I,2072.986,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.423,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.852,1.0,-3.423,False,HOLD,NONMEMBER
alphys_I_2073.0680_0078,Al I,2073.068,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-4.874,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.153,1.0,-4.874,False,HOLD,NONMEMBER
alphys_I_2073.0930_0079,Al I,2073.093,0.0,NUV,UNGRADED,EXCLUDED-NO-HOME,FALLBACK,-3.395,0.2,,,UNRESOLVED,,,NO_DEFENSIBLE_BOUND,HOLD,NO_QUALIFIED_MATCH_IN_FROZEN_SOURCE_ASSETS,UNRESOLVED,UNVERIFIED,RAW_PHYSICAL_COMPONENTS_RECOVERED,NONMEMBER,NONMEMBER,RYA1001_PHASE0,0,0.857,1.0,-3.395,False,HOLD,NONMEMBER
