source,wavelength_air_A,elo_cm1,eup_cm1,elo_eV,eup_eV,loggf,e_loggf_dex
DenHartog2014,9119.970500,34547.209000,45509.149000,4.283308,5.642415,-2.620000,0.120000
DenHartog2014,9164.571500,39625.801000,50534.394000,4.912973,6.265466,-1.180000,0.040000
DenHartog2014,9173.675800,40842.151000,51739.917000,5.063781,6.414932,-1.110000,0.030000
DenHartog2014,9214.497700,39625.801000,50475.285000,4.912973,6.258138,-0.760000,0.030000
DenHartog2014,9259.005500,39625.801000,50423.134000,4.912973,6.251672,-0.710000,0.030000
DenHartog2014,9294.535100,40594.429000,51350.489000,5.033068,6.366649,-1.360000,0.070000
DenHartog2014,9311.514900,41018.048000,51754.494000,5.085590,6.416739,-1.360000,0.060000
DenHartog2014,9318.178700,39969.850000,50698.617000,4.955630,6.285827,-1.100000,0.040000
DenHartog2014,9324.174500,41018.048000,51739.917000,5.085590,6.414932,-1.390000,0.050000
DenHartog2014,9354.630400,41018.048000,51705.011000,5.085590,6.410604,-1.180000,0.040000
DenHartog2014,9388.183700,40231.333000,50880.099000,4.988050,6.308328,-1.220000,0.040000
DenHartog2014,9410.158300,41130.596000,51754.494000,5.099544,6.416739,-0.900000,0.040000
DenHartog2014,9437.796100,37162.744000,47755.534000,4.607593,5.920932,-1.460000,0.040000
DenHartog2014,9452.335900,40404.515000,50981.009000,5.009521,6.320840,-1.540000,0.060000
DenHartog2014,9454.195100,41130.596000,51705.011000,5.099544,6.410604,-0.610000,0.030000
DenHartog2014,9463.028700,39969.850000,50534.394000,4.955630,6.265466,-1.170000,0.040000
DenHartog2014,9507.155100,37521.158000,48036.670000,4.652031,5.955788,-1.950000,0.040000
DenHartog2014,9543.391200,40404.515000,50880.099000,5.009521,6.308328,-1.380000,0.100000
DenHartog2014,9550.956800,40231.333000,50698.617000,4.988050,6.285827,-1.540000,0.050000
DenHartog2014,9626.825400,42784.349000,53169.142000,5.304583,6.592133,-0.920000,0.030000
DenHartog2014,9768.315500,37521.158000,47755.534000,4.652031,5.920932,-2.090000,0.140000
DenHartog2014,9783.991000,40257.311000,50475.285000,4.991270,6.258138,-1.230000,0.090000
DenHartog2014,9913.179300,40257.311000,50342.126000,4.991270,6.241628,-1.740000,0.050000
DenHartog2014,9944.205700,40421.935000,50475.285000,5.011681,6.258138,-1.280000,0.030000
DenHartog2014,10142.843000,40842.151000,50698.617000,5.063781,6.285827,-1.630000,0.050000
DenHartog2014,10435.356000,38175.352000,47755.534000,4.733140,5.920932,-2.070000,0.090000
DenHartog2014,11013.237000,38678.036000,47755.534000,4.795465,5.920932,-1.330000,0.050000
Ruffoni2014,3526.238000,23110.937000,51461.667000,2.865391,6.380434,-0.570000,0.020000
Ruffoni2014,3664.537400,24180.863000,51461.667000,2.998045,6.380434,-1.080000,0.030000
Ruffoni2014,3704.461200,21715.732000,48702.532000,2.692408,6.038344,-0.620000,0.020000
Ruffoni2014,3779.202700,22249.438000,48702.532000,2.758579,6.038344,-2.460000,0.080000
Ruffoni2014,3900.515000,26140.175000,51770.554000,3.240969,6.418731,-1.040000,0.050000
Ruffoni2014,3931.117200,26339.693000,51770.554000,3.265706,6.418731,-1.250000,0.120000
Ruffoni2014,3948.097300,26140.177000,51461.667000,3.240969,6.380434,-0.590000,0.020000
Ruffoni2014,3974.380700,26140.180000,51294.217000,3.240969,6.359672,-1.880000,0.120000
Ruffoni2014,4051.905300,27394.668000,52067.446000,3.396506,6.455541,-1.490000,0.070000
Ruffoni2014,4063.275700,27166.817000,51770.554000,3.368256,6.418731,-0.810000,0.030000
Ruffoni2014,4066.585200,24118.818000,48702.532000,2.990352,6.038344,-1.620000,0.040000
Ruffoni2014,4079.168100,27559.563000,52067.446000,3.416950,6.455541,-1.730000,0.110000
Ruffoni2014,4083.763200,27559.582000,52039.889000,3.416953,6.452124,-1.410000,0.040000
Ruffoni2014,4101.261100,27394.689000,51770.554000,3.396509,6.418731,-1.350000,0.060000
Ruffoni2014,4114.937600,27166.817000,51461.667000,3.368256,6.380434,-1.450000,0.040000
Ruffoni2014,4143.414600,24574.653000,48702.532000,3.046869,6.038344,-0.210000,0.020000
Ruffoni2014,4143.497200,27166.819000,51294.217000,3.368256,6.359672,-1.470000,0.090000
Ruffoni2014,4153.899700,27394.689000,51461.667000,3.396509,6.380434,-0.280000,0.020000
Ruffoni2014,4187.039000,19757.032000,43633.530000,2.449560,5.409868,-0.560000,0.020000
Ruffoni2014,4199.487200,19350.892000,43163.323000,2.399205,5.351570,-0.690000,0.020000
Ruffoni2014,4233.602800,20019.636000,43633.530000,2.482119,5.409868,-0.600000,0.020000
Ruffoni2014,4237.129800,19562.441000,43163.323000,2.425434,5.351570,-0.340000,0.020000
Ruffoni2014,4272.355800,19757.033000,43163.323000,2.449560,5.351570,-0.350000,0.020000
Ruffoni2014,4276.676100,31307.251000,54683.318000,3.881604,6.779867,-1.750000,0.140000
Ruffoni2014,4344.499500,29056.304000,52067.446000,3.602523,6.455541,-1.150000,0.030000
Ruffoni2014,4369.734300,31805.022000,54683.318000,3.943320,6.779867,-1.810000,0.180000
Ruffoni2014,4401.289900,29056.322000,51770.554000,3.602525,6.418731,-0.990000,0.030000
Ruffoni2014,4423.840800,29469.000000,52067.446000,3.653690,6.455541,-1.610000,0.050000
Ruffoni2014,4461.969800,29056.329000,51461.667000,3.602526,6.380434,-1.220000,0.040000
Ruffoni2014,4476.075500,29732.714000,52067.446000,3.686387,6.455541,-0.340000,0.020000
Ruffoni2014,4481.609300,29732.735000,52039.889000,3.686389,6.452124,-1.500000,0.060000
Ruffoni2014,4482.739300,29469.023000,51770.554000,3.653693,6.418731,-1.440000,0.060000
Ruffoni2014,4528.757000,26627.608000,48702.532000,3.301403,6.038344,-2.020000,0.040000
Ruffoni2014,4581.508000,26140.177000,47960.937000,3.240969,5.946398,-1.830000,0.030000
Ruffoni2014,4611.184900,22996.676000,44677.003000,2.851224,5.539242,-2.620000,0.150000
Ruffoni2014,4654.628600,25899.974000,47377.952000,3.211188,5.874117,-1.340000,0.020000
Ruffoni2014,4707.274500,26140.179000,47377.952000,3.240969,5.874117,-0.960000,0.020000
Ruffoni2014,4720.960200,33507.130000,54683.318000,4.154355,6.779867,-1.860000,0.080000
Ruffoni2014,4741.069600,26874.548000,47960.937000,3.332019,5.946398,-2.400000,0.070000
Ruffoni2014,4768.396500,23711.455000,44677.003000,2.939846,5.539242,-2.270000,0.050000
Ruffoni2014,4807.708800,27166.820000,47960.937000,3.368256,5.946398,-2.150000,0.050000
Ruffoni2014,4860.978500,27394.692000,47960.937000,3.396509,5.946398,-2.330000,0.080000
Ruffoni2014,4871.318200,23110.938000,43633.530000,2.865391,5.409868,-0.340000,0.020000
Ruffoni2014,4875.877600,26874.550000,47377.952000,3.332020,5.874117,-1.900000,0.040000
Ruffoni2014,4885.430600,31307.244000,51770.554000,3.881604,6.418731,-0.970000,0.030000
Ruffoni2014,4889.102100,31322.611000,51770.554000,3.883509,6.418731,-1.190000,0.030000
Ruffoni2014,4890.755100,23192.498000,43633.530000,2.875503,5.409868,-0.380000,0.020000
Ruffoni2014,4903.310200,23244.837000,43633.530000,2.881992,5.409868,-0.890000,0.020000
Ruffoni2014,4905.132800,31686.329000,52067.446000,3.928604,6.455541,-1.730000,0.100000
Ruffoni2014,4911.529400,34328.744000,54683.318000,4.256222,6.779867,-1.840000,0.080000
Ruffoni2014,4911.779400,31686.351000,52039.889000,3.928607,6.452124,-1.750000,0.070000
Ruffoni2014,4921.876800,22845.870000,43163.323000,2.832527,5.351570,0.070000,0.020000
Ruffoni2014,4933.873000,31805.049000,52067.446000,3.943324,6.455541,-1.560000,0.050000
Ruffoni2014,4946.388100,27166.821000,47377.952000,3.368257,5.874117,-1.110000,0.020000
Ruffoni2014,4958.682000,22996.674000,43163.323000,2.851224,5.351570,-0.370000,0.020000
Ruffoni2014,4973.101900,31937.324000,52039.889000,3.959724,6.452124,-0.690000,0.030000
Ruffoni2014,4986.938200,23110.939000,43163.323000,2.865391,5.351570,-1.340000,0.020000
Ruffoni2014,5001.863600,31307.244000,51294.217000,3.881604,6.359672,-0.010000,0.020000
Ruffoni2014,5002.792700,27394.691000,47377.952000,3.396509,5.874117,-1.460000,0.030000
Ruffoni2014,5005.712300,31322.611000,51294.217000,3.883509,6.359672,-0.120000,0.020000
Ruffoni2014,5022.235500,32133.989000,52039.889000,3.984107,6.452124,-0.330000,0.020000
Ruffoni2014,5023.497800,34782.420000,54683.318000,4.312470,6.779867,-1.670000,0.080000
Ruffoni2014,5028.126400,28819.953000,48702.532000,3.573219,6.038344,-1.020000,0.020000
Ruffoni2014,5098.572300,31686.348000,51294.217000,3.928606,6.359672,-0.880000,0.020000
Ruffoni2014,5129.630800,31805.067000,51294.217000,3.943326,6.359672,-1.670000,0.070000
Ruffoni2014,5139.251500,24180.863000,43633.530000,2.998045,5.409868,-0.730000,0.020000
Ruffoni2014,5140.894700,23711.456000,43163.323000,2.939846,5.351570,-0.480000,0.020000
Ruffoni2014,5171.673100,29371.814000,48702.532000,3.641641,6.038344,-2.270000,0.100000
Ruffoni2014,5226.862300,24506.918000,43633.530000,3.038471,5.409868,-0.550000,0.020000
Ruffoni2014,5268.021100,24180.863000,43163.323000,2.998045,5.351570,-0.370000,0.020000
Ruffoni2014,5285.128600,35767.566000,54683.318000,4.434613,6.779867,-1.660000,0.130000
Ruffoni2014,5288.524700,29798.927000,48702.532000,3.694596,6.038344,-1.490000,0.020000
Ruffoni2014,5324.179000,25899.988000,44677.003000,3.211189,5.539242,-0.110000,0.020000
Ruffoni2014,5353.373600,33095.938000,51770.554000,4.103373,6.418731,-0.760000,0.030000
Ruffoni2014,5373.708600,36079.369000,54683.318000,4.473272,6.779867,-0.710000,0.030000
Ruffoni2014,5393.167600,26140.178000,44677.003000,3.240969,5.539242,-0.720000,0.020000
Ruffoni2014,5473.900500,33507.120000,51770.554000,4.154353,6.418731,-0.720000,0.030000
Ruffoni2014,5481.438700,33801.571000,52039.889000,4.190861,6.452124,-1.330000,0.040000
Ruffoni2014,5493.498800,33095.938000,51294.217000,4.103373,6.359672,-1.480000,0.080000
Ruffoni2014,5538.516200,34017.082000,52067.446000,4.217581,6.455541,-1.540000,0.060000
Ruffoni2014,5554.895100,36686.176000,54683.318000,4.548506,6.779867,-0.270000,0.020000
Ruffoni2014,5563.600200,33801.571000,51770.554000,4.190861,6.418731,-0.750000,0.040000
Ruffoni2014,5615.643900,26874.548000,44677.003000,3.332019,5.539242,0.040000,0.020000
Ruffoni2014,5638.262100,34039.514000,51770.554000,4.220362,6.418731,-0.720000,0.020000
Ruffoni2014,5705.992200,37162.743000,54683.318000,4.607593,6.779867,-0.460000,0.030000
Ruffoni2014,5709.378300,27166.819000,44677.003000,3.368256,5.539242,-1.010000,0.020000
Ruffoni2014,5717.832900,34555.596000,52039.889000,4.284348,6.452124,-0.960000,0.030000
Ruffoni2014,5762.992200,33946.931000,51294.217000,4.208883,6.359672,-0.360000,0.020000
Ruffoni2014,5784.658400,27394.690000,44677.003000,3.396509,5.539242,-2.670000,0.090000
Ruffoni2014,5792.623800,25899.989000,43163.323000,3.211189,5.351570,-2.180000,0.060000
Ruffoni2014,6003.012300,31307.246000,47960.937000,3.881604,5.946398,-1.100000,0.020000
Ruffoni2014,6008.556600,31322.613000,47960.937000,3.883509,5.946398,-0.980000,0.020000
Ruffoni2014,6056.004700,38175.352000,54683.318000,4.733140,6.779867,-0.320000,0.030000
Ruffoni2014,6315.811500,32873.631000,48702.532000,4.075811,6.038344,-1.630000,0.100000
Ruffoni2014,6400.001200,29056.324000,44677.003000,3.602525,5.539242,-0.270000,0.020000
Ruffoni2014,6627.544800,36686.176000,51770.554000,4.548506,6.418731,-1.590000,0.100000
Ruffoni2014,6663.232500,36766.966000,51770.554000,4.558523,6.418731,-1.200000,0.110000
Ruffoni2014,6705.102400,37157.547000,52067.446000,4.606949,6.455541,-0.870000,0.040000
Ruffoni2014,6725.357200,33095.942000,47960.937000,4.103374,5.946398,-2.100000,0.100000
Ruffoni2014,6841.339100,37157.565000,51770.554000,4.606951,6.418731,-0.490000,0.030000
Ruffoni2014,6843.656000,36686.175000,51294.217000,4.548506,6.359672,-0.730000,0.030000
Ruffoni2014,6916.681500,33507.124000,47960.937000,4.154354,5.946398,-1.280000,0.030000
Ruffoni2014,6999.884100,33095.940000,47377.952000,4.103374,5.874117,-1.380000,0.030000
Ruffoni2014,7007.970100,33695.404000,47960.937000,4.177698,5.946398,-1.770000,0.040000
Ruffoni2014,7071.857300,37157.586000,51294.217000,4.606954,6.359672,-1.170000,0.130000
Ruffoni2014,7181.195900,34039.517000,47960.937000,4.220362,5.946398,-1.110000,0.030000
Ruffoni2014,7207.388000,33507.123000,47377.952000,4.154354,5.874117,-0.310000,0.020000
Ruffoni2014,7306.562300,33695.395000,47377.952000,4.177697,5.874117,-1.430000,0.030000
Ruffoni2014,7333.557200,34328.748000,47960.937000,4.256222,5.946398,-1.820000,0.050000
Ruffoni2014,7495.067400,34039.517000,47377.952000,4.220362,5.874117,-0.100000,0.020000
Ruffoni2014,7586.018700,34782.420000,47960.937000,4.312470,5.946398,-0.270000,0.020000
Ruffoni2014,7620.512800,38175.352000,51294.217000,4.733140,6.359672,-0.540000,0.030000
Ruffoni2014,7661.197400,34328.754000,47377.952000,4.256223,5.874117,-0.880000,0.020000
Ruffoni2014,7664.158700,38995.733000,52039.889000,4.834855,6.452124,-1.380000,0.110000
Ruffoni2014,7937.140600,34782.421000,47377.952000,4.312471,5.874117,-0.020000,0.020000
Ruffoni2014,7945.846900,35379.207000,47960.937000,4.386463,5.946398,0.000000,0.020000
Ruffoni2014,8198.922100,35767.564000,47960.937000,4.434613,5.946398,-0.760000,0.020000
Ruffoni2014,8248.130900,35257.325000,47377.952000,4.371351,5.874117,-1.230000,0.050000
Ruffoni2014,8331.915700,35379.208000,47377.952000,4.386463,5.874117,-0.260000,0.020000
Ruffoni2014,8432.170800,31307.264000,43163.323000,3.881606,5.351570,-1.770000,0.080000
Ruffoni2014,8446.384400,40231.313000,52067.446000,4.988047,6.455541,-0.920000,0.050000
Ruffoni2014,8446.568500,39625.792000,51461.667000,4.912972,6.380434,-1.440000,0.130000
Ruffoni2014,8471.744400,39969.852000,51770.554000,4.955630,6.418731,-0.910000,0.030000
Ruffoni2014,8571.805200,40404.496000,52067.446000,5.009519,6.455541,-1.110000,0.040000
Ruffoni2014,8610.612000,35767.565000,47377.952000,4.434613,5.874117,-1.690000,0.040000
Ruffoni2014,8632.414700,33095.940000,44677.003000,4.103374,5.539242,-2.320000,0.110000
Ruffoni2014,8699.454000,39969.849000,51461.667000,4.955630,6.380434,-0.370000,0.020000
Ruffoni2014,8866.932900,36686.176000,47960.937000,4.548506,5.946398,-0.010000,0.020000
Ruffoni2014,8905.994700,40842.136000,52067.446000,5.063779,6.455541,-1.220000,0.040000
Ruffoni2014,8945.190000,40594.430000,51770.554000,5.033068,6.418731,-0.230000,0.030000
Ruffoni2014,9103.637500,33695.397000,44677.003000,4.177697,5.539242,-2.190000,0.050000
Ruffoni2014,9147.957900,40842.152000,51770.554000,5.063781,6.418731,-0.870000,0.030000
Ruffoni2014,9163.982600,41130.597000,52039.889000,5.099544,6.452124,-1.570000,0.060000
Ruffoni2014,9199.445500,40594.429000,51461.667000,5.033068,6.380434,-1.120000,0.040000
Ruffoni2014,9258.269800,37162.746000,47960.937000,4.607593,5.946398,-0.680000,0.030000
Ruffoni2014,9350.417500,36686.176000,47377.952000,4.548506,5.874117,-0.970000,0.020000
Ruffoni2014,9414.042200,40842.151000,51461.667000,5.063781,6.380434,-0.270000,0.020000
Ruffoni2014,9786.645000,37162.747000,47377.952000,4.607593,5.874117,-1.840000,0.040000
Ruffoni2014,10216.314000,38175.353000,47960.937000,4.733141,5.946398,-0.130000,0.020000
Ruffoni2014,10353.197000,33507.127000,43163.323000,4.154354,5.351570,-2.130000,0.110000
Ruffoni2014,10863.520000,38175.354000,47377.952000,4.733141,5.874117,-0.900000,0.020000
Ruffoni2014,11316.063700,34328.784000,43163.323000,4.256227,5.351570,-1.700000,0.130000
