species,wavelength_air_A,excitation_potential_eV,log_gf,loggf_reference,nist_grade,adjudication_status
Fe II,6620.118,10.778,-3.183,RU,,single_source
Fe II,6620.321,11.448,-3.492,K13,,single_source
Fe II,6620.347,11.125,-5.039,RU,,single_source
Fe II,6620.444,13.291,-5.659,K13,,single_source
Fe II,6620.53,11.448,-3.718,RU,,single_source
Fe II,6620.596,13.457,-3.868,K13,,single_source
Fe II,6620.669,14.006,-4.832,K13,,single_source
Fe II,6621.653,10.503,-8.633,K13,,single_source
Fe II,6621.923,13.293,-4.282,K13,,single_source
Fe II,6621.974,11.017,0.055,RU,,single_source
Fe II,6622.3,14.006,-6.21,K13,,single_source
Fe II,6622.35,13.461,-1.393,K13,,single_source
Fe II,6622.473,14.006,-5.0,K13,,single_source
Fe II,6622.627,13.548,-1.662,K13,,single_source
Fe II,6622.719,13.436,-2.861,K13,,single_source
Fe II,6622.766,11.076,-1.011,RU,,single_source
Fe II,6623.082,5.615,-4.047,RU,,single_source
Fe II,6623.632,12.187,-3.664,K13,,single_source
Fe II,6623.761,11.591,-4.207,RU,,single_source
Fe II,6623.841,12.262,-5.089,K13,,single_source
Fe II,6623.85,13.936,-5.819,K13,,single_source
Fe II,6624.192,5.257,-7.536,K13,,single_source
Fe II,6624.223,13.457,-2.518,K13,,single_source
Fe II,6625.003,11.05,-0.44,RU,,single_source
Fe II,6627.238,7.274,-1.768,RU,,single_source
Fe II,6629.008,11.051,-0.868,RU,,single_source
Fe II,6629.044,12.871,-9.642,K13,,single_source
Fe II,6629.381,11.164,-3.351,RU,,single_source
Fe II,6629.552,13.293,-4.815,K13,,single_source
Fe II,6629.568,11.354,-3.042,K13,,single_source
Fe II,6629.61,14.009,-3.855,K13,,single_source
Fe II,6629.8289,12.871,-7.6352,K13,,single_source
Fe II,6629.998,11.196,-3.394,K13,,single_source
Fe II,6630.05,8.63,-5.45,RU,,single_source
Fe II,6630.237,13.457,-3.607,K13,,single_source
Fe II,6630.386,11.448,-4.673,RU,,single_source
Fe II,6630.601,13.413,-2.063,K13,,single_source
Fe II,6630.673,11.185,-2.616,RU,,single_source
Fe II,6630.6776,12.871,-7.1873,K13,,single_source
Fe II,6630.816,13.432,-5.458,K13,,single_source
Fe II,6631.121,5.249,-5.949,K13,,single_source
Fe II,6631.148,13.936,-7.753,K13,,single_source
Fe II,6631.244,0.986,-13.315,K13,,single_source
Fe II,6631.246,14.009,-4.757,K13,,single_source
Fe II,6631.381,12.871,-6.567,K13,,single_source
Fe II,6631.989,12.909,-7.372,K13,,single_source
Fe II,6632.443,12.774,-4.388,K13,,single_source
Fe II,6632.588,11.238,-2.503,RU,,single_source
Fe II,6632.645,13.439,-4.303,K13,,single_source
Fe II,6632.647,7.707,-4.518,RU,,single_source
Fe II,6632.936,11.451,-3.835,K13,,single_source
Fe II,6633.003,10.5,-5.972,RU,,single_source
Fe II,6633.146,11.451,-3.212,RU,,single_source
Fe II,6633.2148,12.909,-6.8776,K13,,single_source
Fe II,6633.2191,12.946,-6.2794,K13,,single_source
Fe II,6633.8397,13.436,-3.2129,K13,,single_source
Fe II,6633.899,11.05,-1.759,RU,,single_source
Fe II,6633.905,13.413,-2.402,K13,,single_source
Fe II,6634.0771,14.015,-7.9709,K13,,single_source
Fe II,6634.146,9.576,-6.976,K13,,single_source
Fe II,6634.217,13.439,-1.518,K13,,single_source
Fe II,6638.8364,14.017,-8.9374,K13,,single_source
Fe II,6638.9113,12.874,-7.7753,K13,,single_source
Fe II,6638.953,13.432,-3.8,K13,,single_source
Fe II,6639.088,12.874,-9.321,K13,,single_source
Fe II,6639.181,12.262,-5.51,K13,,single_source
Fe II,6639.373,12.874,-8.649,K13,,single_source
Fe II,6639.447,11.354,-3.727,K13,,single_source
Fe II,6640.192,11.167,-3.137,RU,,single_source
Fe II,6641.147,5.262,-6.702,K13,,single_source
Fe II,6641.201,11.427,-4.266,K13,,single_source
Fe II,6641.287,13.439,-3.211,K13,,single_source
Fe II,6641.351,11.591,-3.892,RU,,single_source
Fe II,6641.533,12.246,-4.208,K13,,single_source
Fe II,6641.635,13.629,-1.544,K13,,single_source
Fe II,6641.816,13.462,-8.967,K13,,single_source
Fe II,6641.941,11.208,-1.85,RU,,single_source
Fe II,6641.991,9.576,-3.222,RU,,single_source
Fe II,6642.038,13.613,-0.883,K13,,single_source
Fe II,6642.042,8.038,-4.634,RU,,single_source
Fe II,6642.044,13.589,-2.363,K13,,single_source
Fe II,6642.36,12.187,-4.025,K13,,single_source
Fe II,6642.621,4.837,-8.212,K13,,single_source
Fe II,6642.697,11.591,-2.987,RU,,single_source
Fe II,6642.864,13.439,-1.764,K13,,single_source
Fe II,6643.04,11.451,-4.563,RU,,single_source
Fe II,6643.058,10.909,-1.047,RU,,single_source
Fe II,6643.248,11.749,-4.944,K13,,single_source
Fe II,6643.528,11.428,-6.781,K13,,single_source
Fe II,6643.591,11.0,-4.587,RU,,single_source
Fe II,6643.776,13.439,-5.767,K13,,single_source
Fe II,6643.909,11.409,-4.961,K13,,single_source
Fe II,6644.209,13.563,-2.507,K13,,single_source
Fe II,6647.687,10.909,-0.504,RU,,single_source
Fe II,6648.772,13.469,-2.084,K13,,single_source
Fe II,6648.904,12.262,-7.631,K13,,single_source
Fe II,6649.035,13.439,-1.463,K13,,single_source
Fe II,6649.053,10.918,-6.633,K13,,single_source
Fe II,6649.083,13.467,-4.815,K13,,single_source
Fe II,6649.209,13.407,-3.249,K13,,single_source
Fe II,6649.416,8.636,-5.108,RU,,single_source
Fe II,6649.659,12.175,-6.528,K13,,single_source
Fe II,6650.432,14.017,-8.078,K13,,single_source
Fe II,6650.747,12.193,-4.293,K13,,single_source
Fe II,6650.858,12.246,-4.818,K13,,single_source
Fe II,6650.939,13.592,-1.407,K13,,single_source
Fe II,6650.98,7.128,-2.45,RU,,single_source
Fe II,6651.182,10.866,-2.923,RU,,single_source
Fe II,6651.2989,14.015,-7.3577,K13,,single_source
Fe II,6651.328,10.866,-1.821,K13,,single_source
Fe II,6651.384,11.219,-4.849,K13,,single_source
Fe II,6651.472,10.329,-6.903,K13,,single_source
Fe II,6652.176,11.634,-5.643,RU,,single_source
Fe II,6652.287,11.0,-6.519,K13,,single_source
Fe II,6652.939,13.439,-2.791,K13,,single_source
Fe II,6653.0048,14.016,-7.2444,K13,,single_source
Fe II,6653.031,8.259,-5.153,K13,,single_source
Fe II,6653.1,6.729,-7.501,K13,,single_source
Fe II,6653.225,11.145,-4.024,RU,,single_source
Fe II,6653.7318,12.246,-5.1176,K13,,single_source
Fe II,6653.789,8.592,-4.97,RU,,single_source
Fe II,6653.832,12.132,-9.245,K13,,single_source
Fe II,6654.243,13.467,-2.998,K13,,single_source
Fe II,6655.984,3.387,-5.974,K13,,single_source
Fe II,6658.103,5.911,-5.254,RU,,single_source
Fe II,6659.198,13.563,-3.495,K13,,single_source
Fe II,6659.346,11.207,-4.596,RU,,single_source
Fe II,6659.472,13.563,-3.706,K13,,single_source
Fe II,6659.643,11.125,-7.23,K13,,single_source
Fe II,6659.878,14.016,-7.693,K13,,single_source
Fe II,6659.936,12.286,-2.476,K13,,single_source
Fe II,6659.987,13.592,-2.954,K13,,single_source
Fe II,6660.086,12.353,-5.177,K13,,single_source
Fe II,6660.269,13.563,-5.256,K13,,single_source
Fe II,6660.3575,14.017,-8.9022,K13,,single_source
Fe II,6660.49,5.257,-6.209,K13,,single_source
Fe II,6661.078,12.286,-5.8,K13,,single_source
Fe II,6661.559,12.213,-4.567,K13,,single_source
Fe II,6661.698,13.47,-4.309,K13,,single_source
Fe II,6662.048,14.017,-8.109,K13,,single_source
Fe II,6662.2217,14.017,-6.984,K13,,single_source
Fe II,6662.837,11.112,-1.554,RU,,single_source
Fe II,6663.0644,12.918,-7.9427,K13,,single_source
Fe II,6663.421,11.387,-5.675,RU,,single_source
Fe II,6663.632,12.213,-7.909,K13,,single_source
Fe II,6663.781,12.918,-8.906,K13,,single_source
Fe II,6663.81,12.213,-3.581,K13,,single_source
Fe II,6663.926,12.918,-8.885,K13,,single_source
Fe II,6663.983,13.467,-4.37,K13,,single_source
Fe II,6664.05,9.074,-4.228,RU,,single_source
Fe II,6664.078,13.592,-1.647,K13,,single_source
Fe II,6664.15,12.954,-9.016,K13,,single_source
Fe II,6668.527,11.051,-1.28,RU,,single_source
Fe II,6668.825,12.213,-3.486,K13,,single_source
Fe II,6668.948,13.588,-0.898,K13,,single_source
Fe II,6669.101,11.196,-2.433,RU,,single_source
Fe II,6669.3791,14.019,-7.1756,K13,,single_source
Fe II,6669.385,13.595,-3.727,K13,,single_source
Fe II,6669.946,11.05,-1.607,RU,,single_source
Fe II,6670.511,12.946,-5.907,K13,,single_source
Fe II,6670.522,13.473,-4.081,K13,,single_source
Fe II,6670.545,13.413,-2.744,K13,,single_source
Fe II,6670.722,12.784,-5.339,K13,,single_source
Fe II,6670.864,11.788,-2.134,K13,,single_source
Fe II,6671.004,11.788,-1.976,RU,,single_source
Fe II,6671.095,10.987,-4.595,RU,,single_source
Fe II,6671.544,12.92,-7.694,K13,,single_source
Fe II,6671.645,13.57,-9.894,K13,,single_source
Fe II,6671.853,12.946,-7.656,K13,,single_source
Fe II,6671.929,0.986,-9.7226,K13,,single_source
Fe II,6672.13,12.246,-5.382,K13,,single_source
Fe II,6672.461,11.145,-4.341,RU,,single_source
Fe II,6672.516,14.019,-8.073,K13,,single_source
Fe II,6672.608,10.937,-4.925,K13,,single_source
Fe II,6672.7849,12.92,-6.8096,K13,,single_source
Fe II,6672.832,11.09,-1.135,RU,,single_source
Fe II,6672.849,13.615,-4.256,K13,,single_source
Fe II,6673.033,11.208,-3.922,RU,,single_source
Fe II,6673.761,10.918,-5.115,K13,,single_source
Fe II,6673.781,13.548,-1.509,K13,,single_source
Fe II,6673.798,13.995,-3.888,K13,,single_source
Fe II,6674.005,11.051,-2.081,RU,,single_source
Fe II,6677.329,7.269,-1.885,RU,,single_source
Fe II,6678.413,9.053,-2.729,RU,,single_source
Fe II,6678.775,13.595,-2.211,K13,,single_source
Fe II,6678.823,12.885,-7.762,K13,,single_source
Fe II,6678.834,10.93,-0.493,RU,,single_source
Fe II,6678.885,3.967,-5.173,RU,,single_source
Fe II,6679.047,9.074,-3.82,RU,,single_source
Fe II,6679.07,10.5,-5.186,RU,,single_source
Fe II,6679.1766,12.946,-7.3268,K13,,single_source
Fe II,6679.259,13.439,-2.261,K13,,single_source
Fe II,6679.451,11.74,-4.051,K13,,single_source
Fe II,6679.558,8.266,-5.473,K13,,single_source
Fe II,6679.575,6.217,-3.432,RU,,single_source
Fe II,6679.633,12.448,-8.508,K13,,single_source
Fe II,6679.743,10.909,-0.672,RU,,single_source
Fe II,6680.3175,12.217,-3.7316,K13,,single_source
Fe II,6680.535,7.845,-4.077,RU,,single_source
Fe II,6681.002,10.52,-6.749,K13,,single_source
Fe II,6681.211,13.448,-6.637,K13,,single_source
Fe II,6681.406,11.112,-2.924,RU,,single_source
Fe II,6681.435,10.937,-6.438,K13,,single_source
Fe II,6681.455,13.591,-0.278,K13,,single_source
Fe II,6681.659,9.736,-5.307,RU,,single_source
Fe II,6681.874,11.219,-1.744,RU,,single_source
Fe II,6682.193,11.017,-1.996,K13,,single_source
Fe II,6682.397,12.225,-5.913,K13,,single_source
Fe II,6682.432,13.571,-9.967,K13,,single_source
Fe II,6682.553,14.023,-7.581,K13,,single_source
Fe II,6682.7203,12.217,-3.3141,K13,,single_source
Fe II,6682.78,11.433,-1.915,K13,,single_source
Fe II,6682.79,11.0,-3.074,K13,,single_source
Fe II,6683.456,13.591,-3.438,K13,,single_source
Fe II,6683.566,10.392,-5.773,K13,,single_source
Fe II,6683.904,12.217,-3.865,K13,,single_source
Fe II,6684.012,7.769,-4.729,K13,,single_source
Fe II,6684.171,10.909,-0.603,RU,,single_source
Fe II,6685.48,10.93,-0.527,RU,,single_source
Fe II,6688.875,7.139,-3.971,RU,,single_source
Fe II,6689.147,11.354,-2.025,K13,,single_source
Fe II,6689.385,2.642,-8.5512,K13,,single_source
Fe II,6689.41,9.694,-4.654,RU,,single_source
Fe II,6689.635,11.149,-2.102,RU,,single_source
Fe II,6689.949,13.317,-0.343,K13,,single_source
Fe II,6689.982,13.599,-2.456,K13,,single_source
Fe II,6690.034,11.185,-3.698,RU,,single_source
Fe II,6690.09,10.918,-5.034,RU,,single_source
Fe II,6690.126,11.112,-2.478,RU,,single_source
Fe II,6690.157,12.812,-7.895,K13,,single_source
Fe II,6690.19,12.888,-7.468,K13,,single_source
Fe II,6690.47,10.503,-5.113,K13,,single_source
Fe II,6690.604,12.346,-3.104,K13,,single_source
Fe II,6690.675,13.573,-8.368,K13,,single_source
Fe II,6690.806,13.609,-0.135,K13,,single_source
Fe II,6690.886,11.653,-8.883,K13,,single_source
Fe II,6690.986,10.861,-2.202,RU,,single_source
Fe II,6691.034,12.206,-2.105,K13,,single_source
Fe II,6691.0522,12.888,-6.3896,K13,,single_source
Fe II,6691.163,7.118,-3.673,RU,,single_source
Fe II,6691.239,9.576,-4.354,RU,,single_source
Fe II,6691.562,13.478,-5.505,K13,,single_source
Fe II,6691.675,13.599,-3.568,K13,,single_source
Fe II,6691.681,13.572,-9.849,K13,,single_source
Fe II,6691.7692,12.888,-5.8281,K13,,single_source
Fe II,6691.914,11.149,-1.099,RU,,single_source
Fe II,6691.945,8.744,-5.272,RU,,single_source
Fe II,6692.064,12.888,-6.542,K13,,single_source
Fe II,6692.368,13.572,-9.48,K13,,single_source
Fe II,6692.405,11.196,-3.333,K13,,single_source
Fe II,6692.594,11.145,-3.909,RU,,single_source
Fe II,6692.651,10.523,-5.815,K13,,single_source
Fe II,6692.68,10.596,-4.645,RU,,single_source
Fe II,6692.799,11.442,-6.753,K13,,single_source
Fe II,6692.902,13.479,-3.921,K13,,single_source
Fe II,6693.027,13.548,-2.083,K13,,single_source
Fe II,6693.093,10.934,-1.87,RU,,single_source
Fe II,6693.167,11.09,-1.583,RU,,single_source
Fe II,6693.232,7.128,-2.555,RU,,single_source
Fe II,6693.601,9.576,-7.672,K13,,single_source
Fe II,6699.102,9.576,-5.013,RU,,single_source
Fe II,6699.108,11.05,-1.981,K13,,single_source
Fe II,6699.168,5.956,-4.06,RU,,single_source
Fe II,6699.175,13.457,-1.696,K13,,single_source
Fe II,6699.227,10.845,-2.111,RU,,single_source
Fe II,6699.558,13.629,0.137,K13,,single_source
Fe II,6699.602,3.387,-6.257,K13,,single_source
Fe II,6699.724,6.223,-4.571,RU,,single_source
Fe II,6699.769,10.934,-1.682,RU,,single_source
Fe II,6700.006,8.63,-6.454,K13,,single_source
Fe II,6700.5,13.478,-3.585,K13,,single_source
Fe II,6700.571,11.196,-2.861,RU,,single_source
Fe II,6700.641,1.965,-9.0703,K13,,single_source
Fe II,6700.783,11.444,-3.757,K13,,single_source
Fe II,6700.912,11.444,-5.245,RU,,single_source
Fe II,6701.244,6.138,-4.518,RU,,single_source
Fe II,6701.548,11.017,-2.122,RU,,single_source
Fe II,6701.992,11.145,-4.07,RU,,single_source
Fe II,6701.994,12.891,-7.387,K13,,single_source
Fe II,6702.088,7.804,-4.3,RU,,single_source
Fe II,6702.14,11.74,-5.102,K13,,single_source
Fe II,6702.168,12.891,-9.3,K13,,single_source
Fe II,6702.4626,12.891,-8.1118,K13,,single_source
Fe II,6702.635,13.575,-9.238,K13,,single_source
Fe II,6702.908,13.573,-8.039,K13,,single_source
Fe II,6703.087,12.175,-6.198,K13,,single_source
Fe II,6703.138,12.954,-8.706,K13,,single_source
Fe II,6703.203,11.051,-2.559,K13,,single_source
Fe II,6703.309,12.793,-6.243,K13,,single_source
Fe II,6703.337,13.457,-1.813,K13,,single_source
Fe II,6703.661,11.746,-4.147,K13,,single_source
Fe II,6703.955,12.816,-4.91,K13,,single_source
Fe II,6704.147,12.892,-9.907,K13,,single_source
Fe II,6704.147,7.845,-4.017,RU,,single_source
Fe II,6704.221,13.432,-3.238,K13,,single_source
Fe II,6704.317,13.573,-8.445,K13,,single_source
Fe II,6706.885,5.956,-4.504,RU,,single_source
Fe II,6708.879,10.909,-0.653,RU,,single_source
Fe II,6709.036,11.741,-3.388,K13,,single_source
Fe II,6709.265,13.432,-2.356,K13,,single_source
Fe II,6709.452,12.206,-5.17,K13,,single_source
Fe II,6709.919,13.35,-4.155,K13,,single_source
Fe II,6709.9362,12.225,-2.5607,K13,,single_source
Fe II,6710.485,12.193,-5.688,K13,,single_source
Fe II,6710.5311,12.954,-6.7071,K13,,single_source
Fe II,6710.5668,13.457,-1.7081,K13,,single_source
Fe II,6710.968,2.891,-14.4492,K13,,single_source
Fe II,6710.974,6.226,-5.845,RU,,single_source
Fe II,6711.037,12.262,-7.804,K13,,single_source
Fe II,6711.0394,12.225,-3.2232,K13,,single_source
Fe II,6711.469,11.659,-4.858,RU,,single_source
Fe II,6711.651,11.051,-3.617,K13,,single_source
Fe II,6711.838,10.348,-4.354,RU,,single_source
Fe II,6711.94,12.895,-8.25,K13,,single_source
Fe II,6712.337,10.522,-4.354,RU,,single_source
Fe II,6712.419,13.436,-6.699,K13,,single_source
Fe II,6712.536,10.937,-4.597,K13,,single_source
Fe II,6712.5577,12.175,-5.0335,K13,,single_source
Fe II,6712.647,11.208,-2.517,RU,,single_source
Fe II,6712.7442,12.895,-7.1941,K13,,single_source
Fe II,6712.856,13.436,-3.636,K13,,single_source
Fe II,6712.9,13.457,-2.506,K13,,single_source
Fe II,6712.989,13.626,-1.404,K13,,single_source
Fe II,6713.085,9.7,-3.415,RU,,single_source
Fe II,6713.164,12.193,-4.91,K13,,single_source
Fe II,6713.327,12.206,-2.29,K13,,single_source
Fe II,6713.34,13.448,-2.459,K13,,single_source
Fe II,6713.343,11.219,-4.339,RU,,single_source
Fe II,6713.6144,12.895,-6.7812,K13,,single_source
Fe II,6714.129,12.968,-9.779,K13,,single_source
Fe II,6714.337,12.895,-6.722,K13,,single_source
Fe II,6717.962,11.05,-0.968,RU,,single_source
Fe II,6718.883,11.238,-2.662,K13,,single_source
Fe II,6719.095,13.439,-1.711,K13,,single_source
Fe II,6719.191,10.348,-5.691,RU,,single_source
Fe II,6719.269,11.634,-5.82,RU,,single_source
Fe II,6719.289,11.076,-2.676,RU,,single_source
Fe II,6719.432,13.962,-3.001,K13,,single_source
Fe II,6719.537,13.439,-3.33,K13,,single_source
Fe II,6719.584,13.962,-3.695,K13,,single_source
Fe II,6719.616,9.905,-4.466,RU,,single_source
Fe II,6719.618,11.591,-4.932,RU,,single_source
Fe II,6719.633,12.934,-7.936,K13,,single_source
Fe II,6719.64,10.93,-0.791,RU,,single_source
Fe II,6719.85,12.36,-3.201,K13,,single_source
Fe II,6719.913,12.175,-5.24,K13,,single_source
Fe II,6719.917,11.0,-4.906,RU,,single_source
Fe II,6720.358,10.431,-4.851,RU,,single_source
Fe II,6720.52,12.195,-5.285,K13,,single_source
Fe II,6721.111,11.27,-2.074,K13,,single_source
Fe II,6721.352,13.462,-2.68,K13,,single_source
Fe II,6721.399,11.164,-4.967,RU,,single_source
Fe II,6721.862,12.845,-7.408,K13,,single_source
Fe II,6722.047,12.957,-6.568,K13,,single_source
Fe II,6722.08,11.051,-0.907,RU,,single_source
Fe II,6722.185,11.635,-7.592,K13,,single_source
Fe II,6722.371,12.897,-8.223,K13,,single_source
Fe II,6722.504,11.662,-8.998,K13,,single_source
Fe II,6722.616,13.439,-1.886,K13,,single_source
Fe II,6722.632,12.821,-4.423,K13,,single_source
Fe II,6722.9644,10.381,-4.9903,RU,,single_source
Fe II,6723.026,8.718,-5.225,RU,,single_source
Fe II,6723.109,9.736,-4.198,RU,,single_source
Fe II,6723.133,11.239,-4.687,K13,,single_source
Fe II,6723.174,13.436,-2.66,K13,,single_source
Fe II,6723.178,12.897,-7.8593,K13,,single_source
Fe II,6723.5381,12.845,-7.4322,K13,,single_source
Fe II,6723.621,13.407,-1.823,K13,,single_source
Fe II,6723.92,9.941,-6.045,K13,,single_source
Fe II,6724.052,12.897,-7.447,K13,,single_source
Fe II,6724.232,13.439,-1.334,K13,,single_source
Fe II,6724.376,10.93,-0.806,RU,,single_source
Fe II,6728.923,10.853,-2.38,RU,,single_source
Fe II,6729.466,13.413,-3.789,K13,,single_source
Fe II,6729.549,11.664,-5.732,RU,,single_source
Fe II,6729.678,12.246,-4.95,K13,,single_source
Fe II,6729.725,11.784,-2.892,RU,,single_source
Fe II,6729.745,13.432,-2.486,K13,,single_source
Fe II,6729.753,12.262,-6.452,K13,,single_source
Fe II,6729.87,0.986,-9.054,K13,,single_source
Fe II,6729.915,11.051,-4.326,RU,,single_source
Fe II,6730.0826,14.015,-6.5699,K13,,single_source
Fe II,6730.125,11.196,-1.448,RU,,single_source
Fe II,6730.13,13.487,-8.3,K13,,single_source
Fe II,6730.511,9.905,-3.079,RU,,single_source
Fe II,6730.781,14.04,-3.99,K13,,single_source
Fe II,6730.825,8.431,-8.901,K13,,single_source
Fe II,6730.866,12.9,-7.0368,K13,,single_source
Fe II,6730.952,12.846,-8.277,K13,,single_source
Fe II,6731.035,13.356,-3.439,K13,,single_source
Fe II,6731.05,14.015,-6.485,K13,,single_source
Fe II,6731.265,11.185,-2.696,RU,,single_source
Fe II,6731.414,13.609,-2.203,K13,,single_source
Fe II,6731.611,7.139,-3.452,K13,,single_source
Fe II,6731.621,12.845,-8.7695,K13,,single_source
Fe II,6731.6754,12.9,-6.6161,K13,,single_source
Fe II,6731.8,14.016,-9.112,K13,,single_source
Fe II,6731.81,11.304,-5.208,RU,,single_source
Fe II,6732.084,11.255,-1.939,RU,,single_source
Fe II,6732.348,11.433,-2.451,RU,,single_source
Fe II,6732.359,13.462,-2.925,K13,,single_source
Fe II,6732.513,11.167,-2.979,RU,,single_source
Fe II,6732.552,12.9,-7.718,K13,,single_source
Fe II,6732.755,11.145,-5.331,K13,,single_source
Fe II,6733.004,11.237,-4.828,RU,,single_source
Fe II,6733.035,11.409,-4.885,RU,,single_source
Fe II,6733.1042,12.845,-7.2438,K13,,single_source
Fe II,6733.315,12.167,-5.928,K13,,single_source
Fe II,6733.328,12.846,-9.0201,K13,,single_source
Fe II,6733.489,12.353,-4.769,K13,,single_source
Fe II,6733.697,2.891,-13.1404,K13,,single_source
Fe II,6734.046,13.436,-2.352,K13,,single_source
Fe II,6734.074,10.934,-2.106,RU,,single_source
Fe II,6734.17,11.125,-3.472,RU,,single_source
Fe II,6734.427,12.199,-5.123,K13,,single_source
Fe II,6739.246,14.015,-6.4251,K13,,single_source
Fe II,6739.375,11.207,-2.999,RU,,single_source
Fe II,6739.403,12.847,-8.732,K13,,single_source
Fe II,6739.484,13.413,-1.381,K13,,single_source
Fe II,6739.809,13.49,-5.473,K13,,single_source
Fe II,6739.868,13.589,-4.318,K13,,single_source
Fe II,6739.977,14.039,-4.499,K13,,single_source
Fe II,6740.619,11.634,-6.611,K13,,single_source
Fe II,6740.816,13.432,-4.268,K13,,single_source
Fe II,6740.8825,12.847,-6.9585,K13,,single_source
Fe II,6740.971,14.016,-6.811,K13,,single_source
Fe II,6740.988,14.04,-3.772,K13,,single_source
Fe II,6741.033,11.164,-1.871,RU,,single_source
Fe II,6741.035,11.237,-3.816,K13,,single_source
Fe II,6741.097,13.469,-2.967,K13,,single_source
Fe II,6741.147,11.354,-3.024,K13,,single_source
Fe II,6741.205,13.615,-2.209,K13,,single_source
Fe II,6741.336,10.937,-5.532,K13,,single_source
Fe II,6741.367,11.239,-4.348,RU,,single_source
Fe II,6741.3823,12.94,-7.0623,K13,,single_source
Fe II,6741.422,11.219,-5.372,K13,,single_source
Fe II,6741.435,11.017,-1.652,K13,,single_source
Fe II,6741.437,8.592,-5.309,RU,,single_source
Fe II,6741.457,12.903,-7.369,K13,,single_source
Fe II,6741.588,12.356,-4.795,K13,,single_source
Fe II,6741.589,14.015,-7.053,K13,,single_source
Fe II,6741.8201,14.0157,-6.4286,K13,,single_source
Fe II,6742.083,11.659,-4.775,RU,,single_source
Fe II,6742.172,11.409,-5.728,RU,,single_source
Fe II,6742.374,7.118,-3.738,RU,,single_source
Fe II,6742.525,11.196,-1.437,RU,,single_source
Fe II,6742.647,11.635,-6.023,K13,,single_source
Fe II,6742.679,14.04,-4.672,K13,,single_source
Fe II,6742.692,6.729,-7.234,K13,,single_source
Fe II,6742.9419,12.94,-5.6668,K13,,single_source
Fe II,6743.0718,12.903,-7.6726,K13,,single_source
Fe II,6743.174,11.164,-0.467,RU,,single_source
Fe II,6743.349,14.016,-6.6166,K13,,single_source
Fe II,6743.547,12.903,-8.554,K13,,single_source
Fe II,6743.568,13.49,-4.141,K13,,single_source
Fe II,6743.6607,14.016,-6.1809,K13,,single_source
Fe II,6743.708,11.207,-0.61,RU,,single_source
Fe II,6743.876,13.615,-1.861,K13,,single_source
Fe II,6744.088,13.588,-4.045,K13,,single_source
Fe II,6744.1161,14.017,-6.6493,K13,,single_source
Fe II,6748.87,11.208,-1.048,RU,,single_source
Fe II,6748.943,14.017,-6.488,K13,,single_source
Fe II,6749.009,9.624,-6.595,K13,,single_source
Fe II,6749.029,11.27,-2.717,RU,,single_source
Fe II,6749.2,14.017,-8.436,K13,,single_source
Fe II,6749.418,11.239,-3.064,K13,,single_source
Fe II,6749.652,11.634,-4.887,RU,,single_source
Fe II,6749.6736,14.016,-6.4097,K13,,single_source
Fe II,6749.676,11.387,-2.86,K13,,single_source
Fe II,6749.7386,11.418,-4.8595,K13,,single_source
Fe II,6749.793,13.615,-1.906,K13,,single_source
Fe II,6749.801,13.49,-3.387,K13,,single_source
Fe II,6749.9718,12.942,-6.9631,K13,,single_source
Fe II,6749.997,11.238,-0.643,RU,,single_source
Fe II,6750.025,13.469,-3.614,K13,,single_source
Fe II,6750.055,11.27,-3.422,RU,,single_source
Fe II,6750.265,12.965,-8.336,K13,,single_source
Fe II,6750.516,10.381,-5.404,K13,,single_source
Fe II,6750.571,13.659,-0.727,K13,,single_source
Fe II,6750.755,13.413,-3.242,K13,,single_source
Fe II,6750.764,11.255,-3.96,RU,,single_source
Fe II,6750.787,13.47,-3.471,K13,,single_source
Fe II,6750.799,13.615,-2.985,K13,,single_source
Fe II,6751.045,12.221,-3.326,K13,,single_source
Fe II,6751.166,13.595,-2.43,K13,,single_source
Fe II,6751.272,11.208,-3.006,RU,,single_source
Fe II,6751.2723,12.85,-8.1144,K13,,single_source
Fe II,6751.283,11.421,-4.02,K13,,single_source
Fe II,6751.348,9.624,-2.937,K13,,single_source
Fe II,6751.402,11.421,-4.933,RU,,single_source
Fe II,6751.769,13.609,0.568,K13,,single_source
Fe II,6751.867,13.413,-1.332,K13,,single_source
Fe II,6751.955,13.448,-3.803,K13,,single_source
Fe II,6752.212,11.167,-3.514,RU,,single_source
Fe II,6752.338,12.968,-7.411,K13,,single_source
Fe II,6752.47,14.022,-7.383,K13,,single_source
Fe II,6752.51,12.221,-2.873,K13,,single_source
Fe II,6752.562,11.481,-3.914,K13,,single_source
Fe II,6752.596,13.469,-3.94,K13,,single_source
Fe II,6753.278,12.85,-9.034,K13,,single_source
Fe II,6753.438,11.219,-2.179,RU,,single_source
Fe II,6753.472,9.736,-5.556,K13,,single_source
Fe II,6753.5409,14.022,-7.2132,K13,,single_source
Fe II,6753.714,12.968,-9.403,K13,,single_source
Fe II,6753.895,11.05,-2.278,RU,,single_source
Fe II,6753.959,11.635,-4.63,RU,,single_source
Fe II,6754.024,13.589,-3.93,K13,,single_source
Fe II,6754.1747,14.019,-6.9346,K13,,single_source
Fe II,6754.245,13.639,-3.723,K13,,single_source
Fe II,6754.36,11.167,-1.033,RU,,single_source
Fe II,6754.37,12.282,-2.864,K13,,single_source
Fe II,6757.178,10.93,-0.99,RU,,single_source
Fe II,6758.999,12.175,-6.377,K13,,single_source
