species,wavelength_air_A,excitation_potential_eV,log_gf,loggf_reference,nist_grade,adjudication_status
Fe II,8227.039,11.448,-4.429,RU,,single_source
Fe II,8227.441,11.74,-3.835,K13,,single_source
Fe II,8227.575,11.74,-5.616,RU,,single_source
Fe II,8227.71,10.853,-5.106,RU,,single_source
Fe II,8227.817,1.724,-10.906,K13,,single_source
Fe II,8228.135,1.076,-9.2805,K13,,single_source
Fe II,8228.617,11.571,-2.722,RU,,single_source
Fe II,8228.987,9.7,0.213,RU,,single_source
Fe II,8232.859,11.591,-4.776,RU,,single_source
Fe II,8233.612,12.689,-9.098,K13,,single_source
Fe II,8234.583,11.145,-3.944,RU,,single_source
Fe II,8234.673,11.788,-7.058,K13,,single_source
Fe II,8234.837,7.487,-3.069,RU,,single_source
Fe II,8235.284,12.821,-4.94,K13,,single_source
Fe II,8236.263,11.27,-1.962,K13,,single_source
Fe II,8236.842,12.757,-1.496,K13,,single_source
Fe II,8236.899,11.749,-5.395,RU,,single_source
Fe II,8237.167,9.941,-0.568,RU,,single_source
Fe II,8237.448,11.481,-4.383,K13,,single_source
Fe II,8237.534,8.943,-8.129,K13,,single_source
Fe II,8237.835,11.741,-6.21,K13,,single_source
Fe II,8237.918,9.849,-1.774,RU,,single_source
Fe II,8238.114,11.463,-4.545,RU,,single_source
Fe II,8238.173,11.664,-4.86,RU,,single_source
Fe II,8238.179,12.702,-5.607,K13,,single_source
Fe II,8238.617,6.223,-3.171,RU,,single_source
Fe II,8241.765,6.803,-3.667,RU,,single_source
Fe II,8242.917,13.238,-9.261,K13,,single_source
Fe II,8243.004,8.63,-3.203,RU,,single_source
Fe II,8243.167,12.822,-4.952,K13,,single_source
Fe II,8243.365,11.746,-4.451,RU,,single_source
Fe II,8243.401,12.822,-3.636,K13,,single_source
Fe II,8243.713,11.396,-4.053,K13,,single_source
Fe II,8244.1301,13.238,-8.0812,K13,,single_source
Fe II,8244.395,11.932,-5.985,RU,,single_source
Fe II,8244.525,11.932,-5.305,K13,,single_source
Fe II,8244.623,13.275,-7.71,K13,,single_source
Fe II,8245.157,1.04,-10.462,K13,,single_source
Fe II,8245.44,13.238,-7.7719,K13,,single_source
Fe II,8245.871,11.289,-1.763,K13,,single_source
Fe II,8246.574,12.193,-5.381,RU,,single_source
Fe II,8246.697,11.58,-3.535,K13,,single_source
Fe II,8247.603,11.291,-2.08,K13,,single_source
Fe II,8247.699,5.615,-5.55,RU,,single_source
Fe II,8247.735,8.073,-2.251,RU,,single_source
Fe II,8248.166,11.418,-4.264,K13,,single_source
Fe II,8248.251,14.304,-6.49,K13,,single_source
Fe II,8248.319,11.418,-4.18,RU,,single_source
Fe II,8250.353,5.222,-3.35,RU,,single_source
Fe II,8252.833,8.241,-4.067,RU,,single_source
Fe II,8252.871,9.761,-2.638,RU,,single_source
Fe II,8253.065,9.736,-2.357,RU,,single_source
Fe II,8253.213,8.259,-5.003,RU,,single_source
Fe II,8254.281,11.74,-4.058,RU,,single_source
Fe II,8254.338,12.316,-2.064,K13,,single_source
Fe II,8254.413,11.444,-1.942,RU,,single_source
Fe II,8255.146,12.572,-3.892,K13,,single_source
Fe II,8255.286,11.902,-4.185,K13,,single_source
Fe II,8255.317,11.653,-5.659,RU,,single_source
Fe II,8255.363,12.572,-3.413,K13,,single_source
Fe II,8255.636,6.226,-5.415,RU,,single_source
Fe II,8255.674,11.487,-3.65,RU,,single_source
Fe II,8256.094,11.547,-3.554,K13,,single_source
Fe II,8256.182,3.23,-9.438,K13,,single_source
Fe II,8256.368,12.825,-4.163,K13,,single_source
Fe II,8256.493,11.396,-4.949,K13,,single_source
Fe II,8257.065,11.746,-5.076,RU,,single_source
Fe II,8257.1928,9.962,-1.9535,K13,,single_source
Fe II,8257.539,11.441,-2.236,RU,,single_source
Fe II,8257.546,12.213,-8.345,K13,,single_source
Fe II,8257.597,8.193,-3.614,RU,,single_source
Fe II,8257.676,12.195,-4.833,RU,,single_source
Fe II,8257.942,3.267,-7.744,K13,,single_source
Fe II,8258.003,14.304,-7.847,K13,,single_source
Fe II,8258.348,12.763,-4.508,K13,,single_source
Fe II,8258.547,12.572,-3.313,K13,,single_source
Fe II,8259.124,9.736,-0.928,RU,,single_source
Fe II,8259.694,6.729,-2.637,RU,,single_source
Fe II,8261.028,6.217,-3.846,RU,,single_source
Fe II,8262.976,13.241,-8.332,K13,,single_source
Fe II,8263.236,11.442,-2.494,RU,,single_source
Fe II,8263.391,6.807,-3.305,RU,,single_source
Fe II,8263.79,12.756,-5.314,K13,,single_source
Fe II,8264.109,13.995,-6.735,K13,,single_source
Fe II,8264.2038,13.241,-7.7387,K13,,single_source
Fe II,8264.545,11.448,-1.589,RU,,single_source
Fe II,8264.726,6.807,-2.189,RU,,single_source
Fe II,8264.743,11.741,-3.359,K13,,single_source
Fe II,8264.768,10.134,-4.898,RU,,single_source
Fe II,8264.843,9.941,-2.247,RU,,single_source
Fe II,8264.924,11.742,-3.736,RU,,single_source
Fe II,8265.117,12.765,-4.282,K13,,single_source
Fe II,8265.4405,12.61,-2.9415,K13,,single_source
Fe II,8265.523,13.241,-7.86,K13,,single_source
Fe II,8265.899,11.518,-4.757,RU,,single_source
Fe II,8266.198,11.196,-0.286,RU,,single_source
Fe II,8266.237,6.73,-3.104,RU,,single_source
Fe II,8266.876,9.062,-5.193,RU,,single_source
Fe II,8267.035,12.757,-4.182,K13,,single_source
Fe II,8267.806,12.221,-2.97,K13,,single_source
Fe II,8268.023,11.487,-3.414,K13,,single_source
Fe II,8268.171,9.004,-3.956,RU,,single_source
Fe II,8268.526,11.547,-3.225,RU,,single_source
Fe II,8272.959,8.636,-4.904,RU,,single_source
Fe II,8273.461,7.494,-3.056,RU,,single_source
Fe II,8274.403,11.74,-4.38,RU,,single_source
Fe II,8274.71,7.473,-3.437,RU,,single_source
Fe II,8275.049,11.547,-3.135,RU,,single_source
Fe II,8275.392,12.709,-5.355,K13,,single_source
Fe II,8275.41,11.444,-2.699,RU,,single_source
Fe II,8276.363,7.494,-2.655,RU,,single_source
Fe II,8276.443,12.764,-7.68,K13,,single_source
Fe II,8276.601,12.572,-5.101,K13,,single_source
Fe II,8278.641,11.421,-3.992,K13,,single_source
Fe II,8278.661,11.547,-3.176,RU,,single_source
Fe II,8282.593,11.289,-0.258,RU,,single_source
Fe II,8282.811,2.58,-10.069,K13,,single_source
Fe II,8283.023,13.613,-0.577,K13,,single_source
Fe II,8284.053,9.736,-2.474,RU,,single_source
Fe II,8284.079,13.669,-0.596,K13,,single_source
Fe II,8284.213,11.451,-4.211,RU,,single_source
Fe II,8284.916,11.741,-4.632,K13,,single_source
Fe II,8285.096,11.742,-4.161,RU,,single_source
Fe II,8285.499,11.307,-0.596,RU,,single_source
Fe II,8285.648,9.004,-3.024,RU,,single_source
Fe II,8285.827,11.438,-5.304,K13,,single_source
Fe II,8285.961,12.213,-5.071,RU,,single_source
Fe II,8286.279,11.58,-2.532,K13,,single_source
Fe II,8286.292,13.193,-6.93,K13,,single_source
Fe II,8286.692,12.09,-1.753,K13,,single_source
Fe II,8287.48,7.604,-4.354,RU,,single_source
Fe II,8287.585,8.128,-3.865,K13,,single_source
Fe II,8287.589,9.7,-0.345,RU,,single_source
Fe II,8287.877,9.654,0.749,RU,,single_source
Fe II,8288.565,11.255,-2.047,RU,,single_source
Fe II,8291.764,11.309,-0.042,RU,,single_source
Fe II,8292.441,11.219,-0.034,RU,,single_source
Fe II,8293.139,9.776,-2.106,RU,,single_source
Fe II,8293.251,14.094,-2.901,K13,,single_source
Fe II,8293.282,11.46,-3.676,RU,,single_source
Fe II,8293.618,11.58,-1.725,RU,,single_source
Fe II,8293.713,13.246,-6.691,K13,,single_source
Fe II,8294.071,12.187,-2.321,K13,,single_source
Fe II,8294.408,12.749,-0.157,K13,,single_source
Fe II,8295.258,12.594,-6.47,K13,,single_source
Fe II,8295.761,11.448,-2.18,RU,,single_source
Fe II,8295.791,13.193,-7.114,K13,,single_source
Fe II,8295.874,11.571,-4.32,RU,,single_source
Fe II,8296.224,12.768,-6.482,K13,,single_source
Fe II,8296.343,12.132,-2.637,RU,,single_source
Fe II,8296.693,6.209,-4.814,RU,,single_source
Fe II,8297.2527,13.247,-8.1739,K13,,single_source
Fe II,8297.952,11.291,0.126,RU,,single_source
Fe II,8298.166,9.941,-0.289,RU,,single_source
Fe II,8298.197,12.36,-1.855,K13,,single_source
Fe II,8298.28,12.61,-2.791,K13,,single_source
Fe II,8298.483,13.247,-8.807,K13,,single_source
Fe II,8299.107,5.237,-4.372,RU,,single_source
Fe II,8301.527,12.09,0.415,K13,,single_source
Fe II,8303.448,11.591,-4.287,RU,,single_source
Fe II,8303.501,11.662,-6.416,K13,,single_source
Fe II,8303.964,8.131,-2.807,K13,,single_source
Fe II,8304.337,5.237,-5.812,RU,,single_source
Fe II,8304.479,9.941,-4.036,RU,,single_source
Fe II,8304.515,11.426,-3.909,RU,,single_source
Fe II,8304.864,12.763,-4.401,K13,,single_source
Fe II,8305.445,12.199,-5.573,K13,,single_source
Fe II,8305.553,11.591,-3.055,RU,,single_source
Fe II,8305.5802,11.237,-0.4177,RU,,single_source
Fe II,8305.712,5.237,-3.57,RU,,single_source
Fe II,8306.03,2.657,-7.8099,K13,,single_source
Fe II,8306.095,14.003,-3.165,K13,,single_source
Fe II,8306.402,10.853,-6.69,K13,,single_source
Fe II,8306.719,8.959,-8.325,K13,,single_source
Fe II,8306.845,11.947,-3.762,K13,,single_source
Fe II,8307.128,9.008,-3.87,K13,,single_source
Fe II,8307.133,11.947,-3.844,RU,,single_source
Fe II,8307.195,12.217,-4.396,RU,,single_source
Fe II,8307.235,13.962,-7.143,K13,,single_source
Fe II,8307.298,12.217,-4.978,K13,,single_source
Fe II,8307.842,11.196,-0.003,RU,,single_source
Fe II,8307.878,11.749,-3.608,RU,,single_source
Fe II,8307.967,9.008,-4.173,RU,,single_source
Fe II,8308.134,12.812,-6.707,K13,,single_source
Fe II,8308.413,8.63,-5.51,RU,,single_source
Fe II,8308.691,11.291,-3.196,RU,,single_source
Fe II,8312.983,11.427,-5.085,K13,,single_source
Fe II,8313.115,11.427,-5.112,RU,,single_source
Fe II,8313.477,8.923,-4.396,RU,,single_source
Fe II,8313.575,11.547,-3.373,RU,,single_source
Fe II,8313.701,13.25,-7.989,K13,,single_source
Fe II,8314.192,11.291,-7.6,K13,,single_source
Fe II,8314.253,11.664,-4.133,RU,,single_source
Fe II,8314.392,11.304,-4.225,K13,,single_source
Fe II,8314.439,11.409,-4.631,K13,,single_source
Fe II,8314.628,12.206,-3.573,K13,,single_source
Fe II,8314.728,12.774,-4.039,K13,,single_source
Fe II,8314.766,10.898,-7.057,K13,,single_source
Fe II,8314.825,13.929,-1.67,K13,,single_source
Fe II,8315.365,12.346,-0.341,K13,,single_source
Fe II,8315.471,13.842,-1.057,K13,,single_source
Fe II,8315.618,11.354,-3.944,K13,,single_source
Fe II,8315.841,13.656,-2.126,K13,,single_source
Fe II,8315.985,11.255,0.26,RU,,single_source
Fe II,8316.031,12.702,-4.218,K13,,single_source
Fe II,8316.157,10.731,-3.774,RU,,single_source
Fe II,8316.63,11.428,-4.653,RU,,single_source
Fe II,8316.915,10.898,-7.039,K13,,single_source
Fe II,8317.338,11.784,-5.355,RU,,single_source
Fe II,8317.926,13.936,-6.626,K13,,single_source
Fe II,8317.945,11.418,-4.738,K13,,single_source
Fe II,8318.026,11.58,-2.846,RU,,single_source
Fe II,8318.088,11.418,-4.695,RU,,single_source
Fe II,8318.212,11.239,-0.38,RU,,single_source
Fe II,8322.329,9.962,-1.545,RU,,single_source
Fe II,8324.011,12.61,-6.413,K13,,single_source
Fe II,8324.098,11.493,-3.305,RU,,single_source
Fe II,8324.791,12.377,-1.846,K13,,single_source
Fe II,8324.943,11.947,-5.912,K13,,single_source
Fe II,8324.978,6.217,-2.935,RU,,single_source
Fe II,8325.244,11.947,-5.43,RU,,single_source
Fe II,8325.333,11.207,0.326,RU,,single_source
Fe II,8325.585,11.427,-4.017,K13,,single_source
Fe II,8325.722,11.427,-4.067,RU,,single_source
Fe II,8326.088,12.346,-1.85,K13,,single_source
Fe II,8326.238,13.674,-4.315,K13,,single_source
Fe II,8327.081,10.414,-4.848,RU,,single_source
Fe II,8327.316,13.936,-6.356,K13,,single_source
Fe II,8327.439,11.409,-6.553,K13,,single_source
Fe II,8327.453,4.08,-14.987,K13,,single_source
Fe II,8327.745,13.936,-5.833,K13,,single_source
Fe II,8328.103,11.304,-5.513,K13,,single_source
Fe II,8328.262,11.749,-5.864,RU,,single_source
Fe II,8330.592,6.219,-2.538,RU,,single_source
Fe II,8332.994,11.681,-5.736,K13,,single_source
Fe II,8333.202,11.208,0.166,RU,,single_source
Fe II,8333.251,11.681,-5.389,RU,,single_source
Fe II,8334.199,9.776,-4.375,RU,,single_source
Fe II,8334.415,13.254,-9.013,K13,,single_source
Fe II,8334.692,8.98,-6.545,K13,,single_source
Fe II,8335.286,12.609,-5.188,K13,,single_source
Fe II,8335.39,9.058,-5.358,RU,,single_source
Fe II,8335.655,13.254,-7.904,K13,,single_source
Fe II,8335.748,11.433,-3.355,K13,,single_source
Fe II,8335.818,11.547,-4.624,RU,,single_source
Fe II,8335.957,9.25,-5.561,RU,,single_source
Fe II,8336.842,13.936,-5.429,K13,,single_source
Fe II,8336.9935,13.254,-7.2887,K13,,single_source
Fe II,8337.011,11.421,-4.145,K13,,single_source
Fe II,8337.144,10.829,-5.576,RU,,single_source
Fe II,8338.11,13.254,-8.671,K13,,single_source
Fe II,8338.794,11.571,-2.77,K13,,single_source
Fe II,8338.846,8.636,-3.53,RU,,single_source
Fe II,8338.943,7.494,-2.979,RU,,single_source
Fe II,8339.271,11.164,0.236,RU,,single_source
Fe II,8342.304,6.223,-4.417,RU,,single_source
Fe II,8342.975,11.487,-5.51,RU,,single_source
Fe II,8343.007,6.217,-3.717,RU,,single_source
Fe II,8343.501,11.409,-2.943,RU,,single_source
Fe II,8343.621,14.01,-3.549,K13,,single_source
Fe II,8343.865,12.609,-5.24,K13,,single_source
Fe II,8343.945,12.818,-4.091,K13,,single_source
Fe II,8345.1,12.609,-5.046,K13,,single_source
Fe II,8345.218,7.627,-4.867,RU,,single_source
Fe II,8345.249,11.46,-2.714,RU,,single_source
Fe II,8345.46,12.702,-4.786,K13,,single_source
Fe II,8347.274,13.294,-5.4106,K13,,single_source
Fe II,8347.824,12.819,-4.644,K13,,single_source
Fe II,8348.405,12.775,-4.872,K13,,single_source
Fe II,8348.471,10.714,-3.462,RU,,single_source
Fe II,8348.491,8.971,-5.513,K13,,single_source
Fe II,8348.617,13.294,-6.279,K13,,single_source
Fe II,8351.711,6.223,-3.808,RU,,single_source
Fe II,8352.828,9.962,-0.389,RU,,single_source
Fe II,8352.998,12.206,-1.974,K13,,single_source
Fe II,8353.17,7.473,-4.25,RU,,single_source
Fe II,8353.499,12.572,-4.086,K13,,single_source
Fe II,8353.591,11.409,-5.856,K13,,single_source
Fe II,8353.7626,13.257,-8.9906,K13,,single_source
Fe II,8353.952,12.709,-6.272,K13,,single_source
Fe II,8353.979,13.995,-5.837,K13,,single_source
Fe II,8354.271,13.682,-0.219,K13,,single_source
Fe II,8354.356,11.481,-3.879,RU,,single_source
Fe II,8354.652,11.426,-3.187,RU,,single_source
Fe II,8354.671,11.764,-5.723,K13,,single_source
Fe II,8354.8802,13.257,-8.0497,K13,,single_source
Fe II,8355.118,14.012,-4.938,K13,,single_source
Fe II,8355.337,13.257,-7.5,K13,,single_source
Fe II,8355.377,14.326,-3.459,K13,,single_source
Fe II,8355.445,11.591,-4.408,K13,,single_source
Fe II,8355.575,11.409,-5.928,RU,,single_source
Fe II,8356.229,11.435,-3.174,RU,,single_source
Fe II,8356.27,11.518,-3.355,K13,,single_source
Fe II,8356.299,6.223,-3.803,RU,,single_source
Fe II,8356.386,11.167,-0.394,RU,,single_source
Fe II,8356.614,11.309,-2.441,K13,,single_source
Fe II,8356.915,10.723,-4.461,K13,,single_source
Fe II,8357.076,8.948,-9.005,K13,,single_source
Fe II,8357.24,9.736,0.003,RU,,single_source
Fe II,8357.576,11.591,-3.139,RU,,single_source
Fe II,8358.095,12.709,-5.464,K13,,single_source
Fe II,8358.239,11.662,-5.828,RU,,single_source
Fe II,8358.276,12.821,-3.859,K13,,single_source
Fe II,8358.459,11.387,-5.982,RU,,single_source
Fe II,8358.482,12.132,-4.783,K13,,single_source
Fe II,8358.535,13.205,-6.72,K13,,single_source
Fe II,8358.902,11.571,-3.557,RU,,single_source
Fe II,8363.12,11.46,-3.887,RU,,single_source
Fe II,8363.253,11.426,-4.14,RU,,single_source
Fe II,8363.348,11.418,-4.239,K13,,single_source
Fe II,8363.423,11.388,-5.452,K13,,single_source
Fe II,8363.504,10.906,-9.325,K13,,single_source
Fe II,8364.315,10.455,-8.224,K13,,single_source
Fe II,8364.434,12.187,-1.517,K13,,single_source
Fe II,8365.113,10.448,-4.421,K13,,single_source
Fe II,8365.297,10.448,-4.586,RU,,single_source
Fe II,8365.508,13.205,-5.6017,K13,,single_source
Fe II,8365.777,11.232,-2.604,RU,,single_source
Fe II,8365.881,12.702,-6.729,K13,,single_source
Fe II,8366.05,12.689,-6.732,K13,,single_source
Fe II,8366.395,12.822,-3.947,K13,,single_source
Fe II,8366.5188,11.673,-5.0546,K13,,single_source
Fe II,8366.625,12.09,-1.329,K13,,single_source
Fe II,8367.027,5.249,-3.915,RU,,single_source
Fe II,8367.684,13.205,-7.672,K13,,single_source
Fe II,8367.719,11.74,-3.748,K13,,single_source
Fe II,8367.97,8.932,-6.505,K13,,single_source
Fe II,8368.473,12.702,-4.319,K13,,single_source
Fe II,8368.831,13.207,-6.305,K13,,single_source
Fe II,8372.344,5.249,-4.754,RU,,single_source
Fe II,8373.806,12.594,-4.305,K13,,single_source
Fe II,8373.807,6.226,-4.323,RU,,single_source
Fe II,8374.029,12.594,-3.329,K13,,single_source
Fe II,8374.11,10.714,-4.159,RU,,single_source
Fe II,8374.542,12.221,-8.519,K13,,single_source
Fe II,8374.976,12.784,-3.512,K13,,single_source
Fe II,8375.527,11.208,-0.229,RU,,single_source
Fe II,8375.539,11.428,-4.399,RU,,single_source
Fe II,8375.56,10.737,-3.527,RU,,single_source
Fe II,8375.891,11.547,-5.203,RU,,single_source
Fe II,8375.9209,13.207,-5.304,K13,,single_source
Fe II,8376.068,11.441,-2.178,RU,,single_source
Fe II,8376.394,11.493,-3.818,RU,,single_source
Fe II,8376.477,11.304,-5.176,RU,,single_source
Fe II,8376.502,11.418,-3.079,K13,,single_source
Fe II,8376.624,11.46,-1.376,RU,,single_source
Fe II,8376.887,6.088,-3.451,RU,,single_source
Fe II,8377.305,12.594,-3.072,K13,,single_source
Fe II,8377.342,7.128,-4.551,RU,,single_source
Fe II,8377.391,13.995,-7.356,K13,,single_source
Fe II,8377.587,12.594,-3.011,K13,,single_source
Fe II,8378.456,11.291,-3.756,RU,,single_source
Fe II,8378.471,11.741,-5.976,K13,,single_source
Fe II,8378.931,13.854,-2.264,K13,,single_source
Fe II,8382.988,6.219,-4.573,RU,,single_source
Fe II,8383.206,11.487,-2.382,RU,,single_source
Fe II,8383.865,11.438,-4.891,K13,,single_source
Fe II,8384.101,11.438,-5.161,RU,,single_source
Fe II,8384.647,12.213,-3.286,K13,,single_source
Fe II,8384.718,13.692,-2.124,K13,,single_source
Fe II,8384.745,8.145,-5.685,K13,,single_source
Fe II,8384.91,13.855,-2.159,K13,,single_source
Fe II,8385.046,6.217,-4.95,K13,,single_source
Fe II,8385.263,9.761,-0.803,RU,,single_source
Fe II,8385.555,11.58,-4.646,K13,,single_source
Fe II,8385.807,11.487,-2.426,RU,,single_source
Fe II,8386.738,12.377,-0.5,K13,,single_source
Fe II,8387.117,13.669,-1.863,K13,,single_source
Fe II,8387.181,2.676,-7.9119,K13,,single_source
Fe II,8387.382,12.757,-6.217,K13,,single_source
Fe II,8387.91,11.307,-0.638,RU,,single_source
Fe II,8387.917,8.953,-5.584,RU,,single_source
Fe II,8388.513,13.995,-4.784,K13,,single_source
Fe II,8391.358,11.237,-0.252,RU,,single_source
Fe II,8392.048,6.226,-3.237,RU,,single_source
Fe II,8393.814,11.571,-3.675,K13,,single_source
Fe II,8393.987,11.442,-8.334,K13,,single_source
Fe II,8394.232,10.308,-7.587,K13,,single_source
Fe II,8394.331,11.309,-1.685,RU,,single_source
Fe II,8395.004,11.74,-2.526,K13,,single_source
Fe II,8395.371,6.219,-4.564,RU,,single_source
Fe II,8395.413,11.678,-4.594,K13,,single_source
Fe II,8395.619,13.929,-0.616,K13,,single_source
Fe II,8395.663,11.678,-4.753,RU,,single_source
Fe II,8395.668,13.995,-7.898,K13,,single_source
Fe II,8395.883,12.594,-4.775,K13,,single_source
Fe II,8396.158,11.219,-2.647,RU,,single_source
Fe II,8396.278,7.494,-2.452,RU,,single_source
Fe II,8396.656,6.217,-5.695,K13,,single_source
Fe II,8397.035,11.571,-3.73,K13,,single_source
Fe II,8397.354,10.737,-3.5778,K13,,single_source
Fe II,8397.576,8.266,-4.416,RU,,single_source
Fe II,8397.619,11.238,-3.203,RU,,single_source
Fe II,8397.942,13.721,-0.615,K13,,single_source
Fe II,8397.985,11.481,-4.301,K13,,single_source
Fe II,8398.1514,9.761,-0.0089,RU,,single_source
Fe II,8398.333,11.433,-3.405,RU,,single_source
Fe II,8398.417,12.702,-5.323,K13,,single_source
Fe II,8398.6,11.27,-0.215,RU,,single_source
Fe II,8398.999,11.409,-5.58,RU,,single_source
Fe II,8400.189,11.27,-0.125,RU,,single_source
Fe II,8403.673,11.017,-8.191,K13,,single_source
Fe II,8404.155,11.58,-2.576,RU,,single_source
Fe II,8404.259,12.709,-5.586,K13,,single_source
Fe II,8404.26,11.239,-1.065,RU,,single_source
Fe II,8404.375,6.223,-5.173,RU,,single_source
Fe II,8404.799,11.435,-2.5,RU,,single_source
Fe II,8404.97,11.418,-3.386,K13,,single_source
Fe II,8405.114,11.418,-3.176,RU,,single_source
Fe II,8405.453,3.814,-8.462,K13,,single_source
Fe II,8405.749,11.746,-5.647,K13,,single_source
Fe II,8405.763,11.493,-3.438,RU,,single_source
Fe II,8405.826,11.741,-4.866,K13,,single_source
Fe II,8405.89,11.58,-5.524,RU,,single_source
Fe II,8406.496,12.217,-3.852,K13,,single_source
Fe II,8406.55,11.444,-5.807,RU,,single_source
Fe II,8406.654,7.269,-3.475,RU,,single_source
Fe II,8406.682,12.36,-1.392,K13,,single_source
Fe II,8406.865,11.591,-3.464,RU,,single_source
Fe II,8406.913,11.749,-3.41,K13,,single_source
Fe II,8407.411,7.118,-5.168,RU,,single_source
Fe II,8407.586,10.455,-5.588,K13,,single_source
Fe II,8407.759,10.455,-5.879,RU,,single_source
Fe II,8408.023,12.709,-4.663,K13,,single_source
Fe II,8409.14,11.396,-4.787,K13,,single_source
Fe II,8409.152,11.426,-3.54,K13,,single_source
Fe II,8413.529,9.694,-5.432,RU,,single_source
Fe II,8414.388,7.627,-5.173,RU,,single_source
Fe II,8414.658,11.634,-2.311,RU,,single_source
Fe II,8415.399,11.448,-4.447,RU,,single_source
Fe II,8415.558,9.962,-1.302,RU,,single_source
Fe II,8415.945,13.192,-6.357,K13,,single_source
Fe II,8415.979,11.481,-5.349,K13,,single_source
Fe II,8416.821,6.223,-2.865,RU,,single_source
Fe II,8416.949,11.493,-3.134,RU,,single_source
Fe II,8416.966,10.987,-7.06,K13,,single_source
Fe II,8417.141,11.571,-4.509,K13,,single_source
Fe II,8417.245,9.008,-5.439,RU,,single_source
Fe II,8417.251,12.853,-3.073,K13,,single_source
Fe II,8417.692,13.216,-7.487,K13,,single_source
Fe II,8418.107,9.008,-5.41,RU,,single_source
Fe II,8419.01,11.446,-4.412,RU,,single_source
