line_id,species,ion,our_wavelength,our_EP,our_loggf,our_source,our_gf_tier,our_hfs_n_components,our_lab_source_tag,linemake_matched,linemake_wavelength,linemake_EP,linemake_loggf,delta_loggf,our_loggf_printed,linemake_loggf_printed,agreement_threshold_dex,delta_within_threshold,linemake_primary_source,linemake_reference_class,linemake_source_tag,linemake_source_class,linemake_file,linemake_hfs_expanded,linemake_n_components,hfs_collapse,bulk_counterpart,linemake_readme_caveat,linemake_caveat_wavelength_A,linemake_caveat_tol_A,verdict,ambiguity
gf_162365,Gd II,2.0,3587.187,0.0785,-1.3,VALD3,VALD3,1,,True,3587.19,0.078,-1.3,0.0,-1.3,-1.30,0.055,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_162456,Gd II,2.0,3590.464,0.6002,-0.44,VALD3,VALD3,1,,True,3590.46,0.6,-0.43,-0.010000000000000009,-0.44,-0.43,0.01,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_162485,Gd II,2.0,3591.435,0.5223,-1.49,VALD3,VALD3,1,,True,3591.43,0.522,-1.49,0.0,-1.49,-1.49,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_162501,Gd II,2.0,3591.909,0.6016,-1.2,VALD3,VALD3,1,,True,3591.91,0.601,-1.2,0.0,-1.2,-1.20,0.055,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_162521,Gd II,2.0,3592.689,1.1016,0.466,VALD3,VALD3,1,,False,,,,,0.466,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_162537,Gd II,2.0,3593.439,0.5559,-0.92,VALD3,VALD3,1,,True,3593.44,0.556,-0.92,0.0,-0.92,-0.92,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_162698,Gd II,2.0,3600.963,1.1016,0.153,VALD3,VALD3,1,,False,,,,,0.153,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_162721,Gd II,2.0,3602.008,1.2512,-0.433,VALD3,VALD3,1,,False,,,,,-0.433,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_162800,Gd II,2.0,3605.262,1.1273,-0.27,VALD3,VALD3,1,,True,3605.26,1.126,-0.27,0.0,-0.27,-0.27,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_162817,Gd II,2.0,3605.664,0.0325,-1.21,VALD3,VALD3,1,,True,3605.66,0.032,-1.21,0.0,-1.21,-1.21,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_162857,Gd II,2.0,3607.12,1.5262,-0.0499999999999999,VALD3,VALD3,1,,False,,,,,-0.0499999999999999,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_162894,Gd II,2.0,3608.758,1.1336,0.366,VALD3,VALD3,1,,True,3608.76,1.134,0.1,0.266,0.366,0.10,0.0055,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,Voi25_06%,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_162950,Gd II,2.0,3610.762,1.3183,0.548,VALD3,VALD3,1,,False,,,,,0.548,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_162956,Gd II,2.0,3610.915,1.1273,-0.4,VALD3,VALD3,1,,True,3610.92,1.126,-0.49,0.08999999999999997,-0.4,-0.49,0.055,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_163012,Gd II,2.0,3613.395,1.1566,0.2,VALD3,VALD3,1,,False,,,,,0.2,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_163046,Gd II,2.0,3614.208,0.7312,-0.9,VALD3,VALD3,1,,True,3614.21,0.731,-0.9,0.0,-0.9,-0.90,0.055,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_163117,Gd II,2.0,3617.168,1.2884,0.2289999999999999,VALD3,VALD3,1,,True,3617.17,1.288,0.08,0.1489999999999999,0.2289999999999999,0.08,0.00500000000000005,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,Voi25_05%,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_163143,Gd II,2.0,3618.065,1.1273,-1.07,VALD3,VALD3,1,,True,3618.06,1.126,-1.12,0.050000000000000044,-1.07,-1.12,0.01,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,False,,,,LINEMAKE_STRONGER_SOURCE,
gf_163223,Gd II,2.0,3620.451,0.9909,-0.32,VALD3,VALD3,1,,True,3620.45,0.99,-0.34,0.020000000000000018,-0.32,-0.34,0.01,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_163252,Gd II,2.0,3621.274,0.662,-1.8,VALD3,VALD3,1,,True,3621.27,0.662,-1.79,-0.010000000000000009,-1.8,-1.79,0.055,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,False,,,,LINEMAKE_STRONGER_SOURCE,
gf_163288,Gd II,2.0,3622.808,1.3743,-0.044,VALD3,VALD3,1,,False,,,,,-0.044,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_163342,Gd II,2.0,3624.893,1.2761,0.0099999999999999,VALD3,VALD3,1,,False,,,,,0.0099999999999999,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_163351,Gd II,2.0,3625.262,1.1016,-0.62,VALD3,VALD3,1,,True,3625.26,1.101,-0.62,0.0,-0.62,-0.62,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_163375,Gd II,2.0,3626.324,1.1336,-0.33,VALD3,VALD3,1,,False,,,,,-0.33,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_163378,Gd II,2.0,3626.415,1.4469,-0.0199999999999999,VALD3,VALD3,1,,False,,,,,-0.0199999999999999,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_163443,Gd II,2.0,3629.509,1.1719,-0.129,VALD3,VALD3,1,,False,,,,,-0.129,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_163458,Gd II,2.0,3630.25,1.2761,-0.47,VALD3,VALD3,1,,False,,,,,-0.47,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_163477,Gd II,2.0,3630.881,1.4064,-0.1819999999999999,VALD3,VALD3,1,,False,,,,,-0.1819999999999999,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_163575,Gd II,2.0,3634.754,1.1336,-0.049,VALD3,VALD3,1,,False,,,,,-0.049,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_163689,Gd II,2.0,3639.049,1.4967,0.1309999999999999,VALD3,VALD3,1,,False,,,,,0.1309999999999999,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_163717,Gd II,2.0,3640.185,0.6002,-0.96,VALD3,VALD3,1,,True,3640.19,0.6,-0.95,-0.010000000000000009,-0.96,-0.95,0.01,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_163747,Gd II,2.0,3641.398,1.2884,0.1,VALD3,VALD3,1,,False,,,,,0.1,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_163849,Gd II,2.0,3645.618,0.4249,-0.38,VALD3,VALD3,1,,True,3645.62,0.425,-0.38,0.0,-0.38,-0.38,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_163867,Gd II,2.0,3646.195,0.2399,0.32,VALD3,VALD3,1,,True,3646.2,0.24,0.31,0.010000000000000009,0.32,0.31,0.01,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_163911,Gd II,2.0,3647.875,0.427,-1.67,VALD3,VALD3,1,,True,3647.87,0.427,-1.68,0.010000000000000009,-1.67,-1.68,0.01,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,False,,,,LINEMAKE_STRONGER_SOURCE,
gf_163956,Gd II,2.0,3649.439,1.1719,-0.047,VALD3,VALD3,1,,True,3649.44,1.172,-0.34,0.29300000000000004,-0.047,-0.34,0.0055,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,Voi25_06%,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_164001,Gd II,2.0,3650.952,1.1566,0.099,VALD3,VALD3,1,,False,,,,,0.099,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_164011,Gd II,2.0,3651.184,1.4469,-0.063,VALD3,VALD3,1,,False,,,,,-0.063,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_164053,Gd II,2.0,3652.546,0.9909,-0.1599999999999999,VALD3,VALD3,1,,True,3652.55,0.99,-0.17,0.01000000000000012,-0.1599999999999999,-0.17,0.00500000000000005,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_164103,Gd II,2.0,3654.624,0.0785,-0.08,VALD3,VALD3,1,,True,3654.62,0.078,-0.08,0.0,-0.08,-0.08,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_164143,Gd II,2.0,3656.152,0.1437,-0.0199999999999999,VALD3,VALD3,1,,True,3656.15,0.144,-0.02,1.0061396160665481e-16,-0.0199999999999999,-0.02,0.00500000000000005,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_164263,Gd II,2.0,3661.663,1.3743,-0.345,VALD3,VALD3,1,,False,,,,,-0.345,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_164284,Gd II,2.0,3662.264,0.0,-0.53,VALD3,VALD3,1,,True,3662.26,0.0,-0.53,0.0,-0.53,-0.53,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_164346,Gd II,2.0,3664.608,0.9909,0.62,VALD3,VALD3,1,,True,3664.61,0.99,0.62,0.0,0.62,0.62,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_164433,Gd II,2.0,3668.327,1.4469,-0.374,VALD3,VALD3,1,,False,,,,,-0.374,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_164506,Gd II,2.0,3671.205,0.0785,-0.2199999999999999,VALD3,VALD3,1,,True,3671.2,0.078,-0.22,1.1102230246251565e-16,-0.2199999999999999,-0.22,0.00500000000000005,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_164869,Gd II,2.0,3686.326,0.9909,-0.1599999999999999,VALD3,VALD3,1,,True,3686.33,0.99,-0.21,0.0500000000000001,-0.1599999999999999,-0.21,0.00500000000000005,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_164904,Gd II,2.0,3687.752,0.3542,-0.13,VALD3,VALD3,1,,True,3687.75,0.354,-0.13,0.0,-0.13,-0.13,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_165043,Gd II,2.0,3694.037,0.3821,-1.021,VALD3,VALD3,1,,False,,,,,-1.021,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_165120,Gd II,2.0,3696.758,1.4064,-0.2189999999999999,VALD3,VALD3,1,,False,,,,,-0.2189999999999999,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_165139,Gd II,2.0,3697.733,0.0325,-0.34,VALD3,VALD3,1,,True,3697.73,0.032,-0.34,0.0,-0.34,-0.34,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_165188,Gd II,2.0,3699.737,0.3542,-0.29,VALD3,VALD3,1,,True,3699.74,0.354,-0.29,0.0,-0.29,-0.29,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_165290,Gd II,2.0,3703.505,1.6156,-0.5269999999999999,VALD3,VALD3,1,,False,,,,,-0.5269999999999999,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_165415,Gd II,2.0,3709.135,0.8189,-1.08,VALD3,VALD3,1,,True,3709.13,0.818,-1.08,0.0,-1.08,-1.08,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_165503,Gd II,2.0,3712.704,0.3821,0.04,VALD3,VALD3,1,,True,3712.7,0.382,0.04,0.0,0.04,0.04,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_165561,Gd II,2.0,3715.229,1.3743,-0.772,VALD3,VALD3,1,,False,,,,,-0.772,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_165588,Gd II,2.0,3716.362,0.0325,-0.55,VALD3,VALD3,1,,True,3716.36,0.032,-0.55,0.0,-0.55,-0.55,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_165667,Gd II,2.0,3719.452,1.2329,0.4599999999999999,VALD3,VALD3,1,,True,3719.45,1.232,0.47,-0.010000000000000064,0.4599999999999999,0.47,0.00500000000000005,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_165669,Gd II,2.0,3719.529,0.4925,-0.5,VALD3,VALD3,1,,True,3719.53,0.492,-0.5,0.0,-0.5,-0.50,0.055,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_165720,Gd II,2.0,3722.035,1.7266,0.368,VALD3,VALD3,1,,False,,,,,0.368,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_165761,Gd II,2.0,3723.686,1.7266,-0.2529999999999999,VALD3,VALD3,1,,True,3723.69,1.727,-0.41,0.15700000000000008,-0.2529999999999999,-0.41,0.00500000000000005,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,Voi25_09%,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_165802,Gd II,2.0,3725.469,1.2329,-0.14,VALD3,VALD3,1,,True,3725.47,1.232,-0.24,0.09999999999999998,-0.14,-0.24,0.01,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_165940,Gd II,2.0,3730.85,0.3821,-0.23,VALD3,VALD3,1,,True,3730.85,0.382,-0.23,0.0,-0.23,-0.23,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_165984,Gd II,2.0,3732.458,0.0785,-1.302,VALD3,VALD3,1,,False,,,,,-1.302,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_165994,Gd II,2.0,3733.08,1.2329,0.04,VALD3,VALD3,1,,True,3733.08,1.232,-0.01,0.05,0.04,-0.01,0.01,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_166136,Gd II,2.0,3740.023,1.1273,-0.1129999999999999,VALD3,VALD3,1,,False,,,,,-0.1129999999999999,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_166184,Gd II,2.0,3741.914,1.4469,-0.363,VALD3,VALD3,1,,False,,,,,-0.363,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_166221,Gd II,2.0,3743.47,0.1437,0.09,VALD3,VALD3,1,,True,3743.47,0.144,0.09,0.0,0.09,0.09,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_166244,Gd II,2.0,3744.152,0.427,-1.724,VALD3,VALD3,1,,False,,,,,-1.724,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_166294,Gd II,2.0,3746.434,1.6156,-0.55,VALD3,VALD3,1,,False,,,,,-0.55,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_166355,Gd II,2.0,3748.877,1.4064,-0.281,VALD3,VALD3,1,,True,3748.88,1.406,-0.55,0.269,-0.281,-0.55,0.0055,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,Voi25_06%,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_166508,Gd II,2.0,3755.237,1.2329,-0.632,VALD3,VALD3,1,,False,,,,,-0.632,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_166516,Gd II,2.0,3755.562,1.2512,-0.614,VALD3,VALD3,1,,False,,,,,-0.614,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_166563,Gd II,2.0,3757.737,1.5273,0.1159999999999999,VALD3,VALD3,1,,False,,,,,0.1159999999999999,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_166585,Gd II,2.0,3758.316,0.4249,-0.41,VALD3,VALD3,1,,True,3758.32,0.425,-0.41,0.0,-0.41,-0.41,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_166605,Gd II,2.0,3759.006,0.0,-0.89,VALD3,VALD3,1,,True,3759.01,0.0,-0.89,0.0,-0.89,-0.89,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_166656,Gd II,2.0,3760.714,0.427,-0.59,VALD3,VALD3,1,,True,3760.71,0.427,-0.59,0.0,-0.59,-0.59,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_166662,Gd II,2.0,3760.929,0.4249,-0.8740000000000001,VALD3,VALD3,1,,False,,,,,-0.8740000000000001,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_166719,Gd II,2.0,3762.999,0.2399,-1.37,VALD3,VALD3,1,,True,3763.0,0.24,-1.37,0.0,-1.37,-1.37,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_166725,Gd II,2.0,3763.331,0.427,-1.09,VALD3,VALD3,1,,True,3763.33,0.427,-1.09,0.0,-1.09,-1.09,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_166745,Gd II,2.0,3764.203,1.3743,0.1679999999999999,VALD3,VALD3,1,,False,,,,,0.1679999999999999,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_166756,Gd II,2.0,3764.604,1.2512,-0.318,VALD3,VALD3,1,,False,,,,,-0.318,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_166818,Gd II,2.0,3767.043,0.4249,-0.44,VALD3,VALD3,1,,True,3767.04,0.425,-0.44,0.0,-0.44,-0.44,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_166862,Gd II,2.0,3768.396,0.0785,0.21,VALD3,VALD3,1,,True,3768.4,0.078,0.21,0.0,0.21,0.21,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_166898,Gd II,2.0,3769.452,0.427,-0.64,VALD3,VALD3,1,,True,3769.45,0.427,-0.64,0.0,-0.64,-0.64,0.01,True,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_166930,Gd II,2.0,3770.695,1.1273,0.2799999999999999,VALD3,VALD3,1,,True,3770.7,1.126,0.26,0.019999999999999907,0.2799999999999999,0.26,0.00500000000000005,False,"Den Hartog et al. (2006, ApJS, 167, 292)",PRIMARY_LAB,DenHarto06,PRIMARY_LAB,gdII.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_167020,Gd II,2.0,3774.293,1.4064,-0.17,VALD3,VALD3,1,,False,,,,,-0.17,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_167161,Gd II,2.0,3779.838,1.1273,-0.652,VALD3,VALD3,1,,False,,,,,-0.652,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_085384,Ge I,1.0,4226.563,2.029,-0.77,LCG,OTHER,1,,True,4226.563,2.029,-1.12,0.3500000000000001,-0.77,-1.12,0.01,False,"Li et al. (1999, PRA, 60, 198); Biémont et al (1999, MNRAS, 303, 721)",PRIMARY_LAB,Li99exp,PRIMARY_LAB,geI.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_085385,Ge I,1.0,4685.829,2.029,-2.01,LCG,OTHER,1,,True,4685.829,2.029,-2.31,0.30000000000000027,-2.01,-2.31,0.01,False,"Li et al. (1999, PRA, 60, 198); Biémont et al (1999, MNRAS, 303, 721)",PRIMARY_LAB,Li99exp,PRIMARY_LAB,geI.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_085386,Ge I,1.0,8600.373,4.643,-1.0,GUES,OTHER,1,,False,,,,,-1.0,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_085387,Ge I,1.0,8789.883,4.675,-0.13,CB,OTHER,1,,False,,,,,-0.13,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_085388,Ge I,1.0,9068.78,4.675,-0.8,GUES,OTHER,1,,False,,,,,-0.8,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_085389,Ge I,1.0,9095.954,4.962,-0.5,GUES,OTHER,1,,False,,,,,-0.5,,,False,,,,,,False,,,True,,,,NO_MATCH,
gf_147071,Ge I,1.0,3039.067,0.8834,0.02,VALD3,VALD3,1,,True,3039.067,0.883,-0.07,0.09000000000000001,0.02,-0.07,0.01,False,"Li et al. (1999, PRA, 60, 198); Biémont et al (1999, MNRAS, 303, 721)",PRIMARY_LAB,Li99exp,PRIMARY_LAB,geI.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_147940,Ge I,1.0,3067.021,2.0293,0.49,VALD3,VALD3,1,,True,3067.021,2.029,-2.41,2.9000000000000004,0.49,-2.41,0.01,False,"Li et al. (1999, PRA, 60, 198); Biémont et al (1999, MNRAS, 303, 721)",PRIMARY_LAB,Li99exp,PRIMARY_LAB,geI.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_149725,Ge I,1.0,3124.817,0.8834,-1.64,VALD3,VALD3,1,,True,3124.816,0.883,-1.93,0.29000000000000004,-1.64,-1.93,0.01,False,"Li et al. (1999, PRA, 60, 198); Biémont et al (1999, MNRAS, 303, 721)",PRIMARY_LAB,Li99exp,PRIMARY_LAB,geI.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_153861,Ge I,1.0,3269.489,0.8834,-0.92,VALD3,VALD3,1,,True,3269.489,0.883,-1.08,0.16000000000000003,-0.92,-1.08,0.01,False,"Li et al. (1999, PRA, 60, 198); Biémont et al (1999, MNRAS, 303, 721)",PRIMARY_LAB,Li99exp,PRIMARY_LAB,geI.moog,False,1.0,neither,True,,,,LINEMAKE_STRONGER_SOURCE,
gf_172629,Ge I,1.0,14822.355,4.9619,0.15,GUES,OTHER,1,,False,,,,,0.15000000000000002,,,False,,,,,,False,,,True,,,,NO_MATCH,
