line_set,band,species,wavelength_air_A,excitation_potential_eV,gbs_golden,gbs_selected_sun,elow_eV_paper,log_gf_gbs,vdw_abo_gbs,loggf_ref_code_gbs,loggf_ref_gbs_resolved,gf_provenance_gbs,n_methods_ew,n_methods_abund,ew_mA_min,ew_mA_max,ew_mA_mean,rew_min,rew_max,rew_mean,rew_class,our_wavelength_air_A,our_excitation_potential_eV,match_distance_mA,log_gf_ours,loggf_reference_ours,gf_tier_ours,nist_grade_ours,gf_synth_ges,delta_gbs_minus_ours,delta_gbs_minus_ges,telluric_exclusion
gbs,VIS,Fe I,6380.74,4.19,N,1,,,,,False,NOT PUBLISHED IN TABLES 4/5,3,3,52.60,53.00,52.77,-5.0839,-5.0806,-5.0825,pass,6380.7430,4.1860,3.00,-1.3762,NIST-C+ T5720,NIST-C+,C,-1.3750,,,
gbs,VIS,Fe I,6393.60,2.43,Y,1,2.4330,-1.504,326.246,102,False,"Jofre+2014 (Table 4) code 102; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",2,3,125.80,150.91,138.35,-4.7061,-4.6270,-4.6648,excluded,6393.6000,2.4330,0.00,-1.5766,NIST-C+ T5720,NIST-C+,C,-1.4520,+0.0726,-0.0520,
gbs,VIS,Fe I,6411.65,3.65,Y,1,3.6540,-0.656,820.247,102,False,"Jofre+2014 (Table 4) code 102; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",4,5,115.30,152.15,133.11,-4.7451,-4.6247,-4.6828,excluded,6411.6480,3.6540,2.00,-0.5900,PRIMARY LAB DenHartog2014,LAB,,-0.5960,-0.0660,-0.0600,
gbs,VIS,Fe I,6430.85,2.18,Y,1,2.1760,-1.976,271.257,102,False,"Jofre+2014 (Table 4) code 102; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",4,5,109.00,120.74,113.46,-4.7708,-4.7264,-4.7534,excluded,6430.8450,2.1760,5.00,-2.0057,NIST-C+ T4187,NIST-C+,B,-2.0050,+0.0297,+0.0290,
gbs,VIS,Fe I,6475.62,2.56,N,1,,,,,False,NOT PUBLISHED IN TABLES 4/5,3,3,59.37,65.30,63.22,-5.0377,-4.9964,-5.0104,pass,6475.6240,2.5590,4.00,-2.9420,NIST-C+ T5720,NIST-C+,C,-2.9410,,,
gbs,VIS,Fe I,6481.87,2.28,Y,1,2.2790,-2.985,308.243,102,False,"Jofre+2014 (Table 4) code 102; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",5,5,62.80,65.20,63.86,-5.0137,-4.9975,-5.0065,pass,6481.8700,2.2790,0.00,-2.9830,NIST-C+ T4187,NIST-C+,B,-2.9810,-0.0020,-0.0040,
gbs,VIS,Fe I,6496.47,4.80,Y,1,4.7950,-0.530,925.279,156,False,"Jofre+2014 (Table 4) code 156; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",4,4,64.30,67.30,65.83,-5.0045,-4.9847,-4.9943,pass,6496.4660,4.7960,4.00,-0.5300,MRW,OTHER,,-0.5300,+0.0000,+0.0000,
gbs,VIS,Fe I,6498.94,0.96,Y,1,0.9580,-4.688,226.253,102,False,"Jofre+2014 (Table 4) code 102; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",4,5,41.81,48.70,46.43,-5.1916,-5.1253,-5.1461,pass,6498.9380,0.9580,2.00,-4.6866,NIST-C+ T4920,NIST-C+,B+,-4.6870,-0.0014,-0.0010,
gbs,VIS,Fe I,6518.37,2.83,N,1,,,,,False,NOT PUBLISHED IN TABLES 4/5,3,3,61.07,63.90,62.86,-5.0283,-5.0086,-5.0158,pass,6518.3660,2.8320,4.00,-2.4380,BK+BWL,OTHER,,-2.4380,,,
gbs,VIS,Fe I,6533.93,4.56,Y,1,4.5580,-1.360,908.277,156,False,"Jofre+2014 (Table 4) code 156; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",4,4,36.90,38.50,38.08,-5.2481,-5.2297,-5.2345,pass,6533.9280,4.5590,2.00,-1.3600,MRW,OTHER,,-1.3600,+0.0000,+0.0000,
gbs,VIS,Fe I,6569.21,4.73,N,1,,,,,False,NOT PUBLISHED IN TABLES 4/5,3,3,76.50,79.70,78.50,-4.9339,-4.9161,-4.9226,pass,6569.2140,4.7330,4.00,-0.3800,MRW,OTHER,,-0.3800,,,
gbs,VIS,Fe I,6574.23,0.99,Y,1,0.9900,-5.013,0.000,102,False,"Jofre+2014 (Table 4) code 102; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",3,4,28.10,29.30,28.53,-5.3691,-5.3510,-5.3625,pass,6574.2270,0.9900,3.00,-5.0230,NIST ASD v5.11 grade A,NIST-C+,A,-5.0040,+0.0100,-0.0090,
gbs,VIS,Fe I,6593.87,2.43,Y,1,2.4330,-2.394,321.247,102,False,"Jofre+2014 (Table 4) code 102; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",3,4,85.60,87.21,86.27,-4.8867,-4.8786,-4.8833,pass,6593.8690,2.4330,1.00,-2.4220,NIST-C+ T4187,NIST-C+,B,-2.4200,+0.0280,+0.0260,
gbs,VIS,Fe I,6597.56,4.80,Y,1,4.7950,-0.970,893.276,156,False,"Jofre+2014 (Table 4) code 156; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",4,4,45.70,46.40,46.15,-5.1595,-5.1529,-5.1552,pass,6597.5590,4.7960,1.00,-0.9700,MRW,OTHER,,-0.9700,+0.0000,+0.0000,
gbs,VIS,Fe I,6609.11,2.56,Y,1,2.5590,-2.676,335.245,102,False,"Jofre+2014 (Table 4) code 102; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",3,4,68.50,68.90,68.73,-4.9845,-4.9819,-4.9830,pass,6609.1100,2.5590,0.00,-2.6916,NIST-C+ T4293,NIST-C+,C+,-2.6910,+0.0156,+0.0150,
gbs,VIS,Fe I,6627.54,4.55,Y,1,4.5480,-1.580,754.209,156,False,"Jofre+2014 (Table 4) code 156; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",3,3,28.00,28.20,28.07,-5.3742,-5.3711,-5.3732,pass,6627.5440,4.5490,4.00,-1.5900,PRIMARY LAB Ruffoni2014,LAB,,-1.5900,+0.0100,+0.0100,
gbs,VIS,Fe I,6699.14,4.59,Y,1,4.5930,-2.101,297.273,102,False,"Jofre+2014 (Table 4) code 102; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",3,4,7.80,8.80,8.27,-5.9339,-5.8815,-5.9083,pass,6699.1410,4.5930,1.00,-2.1008,NIST-C+ T6110,NIST-C+,C+,-2.1010,-0.0002,+0.0000,
gbs,VIS,Fe I,6703.57,2.76,Y,1,2.7580,-3.060,320.264,156,False,"Jofre+2014 (Table 4) code 156; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",3,4,38.00,38.90,38.53,-5.2465,-5.2364,-5.2405,pass,6703.5660,2.7590,4.00,-3.0600,MRW,OTHER,,-3.0600,+0.0000,+0.0000,
gbs,VIS,Fe I,6713.74,4.80,Y,1,4.7950,-1.500,857.272,156,False,"Jofre+2014 (Table 4) code 156; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",4,4,20.60,20.90,20.75,-5.5131,-5.5068,-5.5101,pass,6713.7430,4.7960,3.00,-1.5000,MRW,OTHER,,-1.5000,+0.0000,+0.0000,
gbs,VIS,Fe I,6733.15,4.64,N,1,,,,,False,NOT PUBLISHED IN TABLES 4/5,3,3,27.40,27.90,27.63,-5.3905,-5.3826,-5.3868,pass,6733.1500,4.6380,0.00,-1.1500,GESHRL14,OTHER,,-1.1500,,,
gbs,VIS,Fe I,6739.52,1.56,Y,1,1.5570,-4.794,256.244,102,False,"Jofre+2014 (Table 4) code 102; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",3,3,11.88,12.70,12.36,-5.7538,-5.7248,-5.7366,pass,6739.5200,1.5570,0.00,-4.7932,NIST-C+ T5783,NIST-C+,C,-4.7940,-0.0008,+0.0000,
gbs,VIS,Fe I,6750.15,2.42,Y,1,2.4240,-2.604,335.241,102,False,"Jofre+2014 (Table 4) code 102; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",4,4,74.60,76.00,75.44,-4.9566,-4.9485,-4.9517,pass,6750.1510,2.4240,1.00,-2.6209,NIST-C+ T4187,NIST-C+,B,-2.6180,+0.0169,+0.0140,
gbs,VIS,Fe I,6786.86,4.19,N,1,,,,,False,NOT PUBLISHED IN TABLES 4/5,3,3,24.90,25.30,25.10,-5.4355,-5.4285,-5.4320,pass,6786.8580,4.1910,2.00,-1.9700,MRW,OTHER,,-1.9700,,,
gbs,VIS,Fe I,6806.84,2.73,N,1,,,,,False,NOT PUBLISHED IN TABLES 4/5,3,3,33.90,35.30,34.73,-5.3027,-5.2852,-5.2922,pass,6806.8430,2.7280,3.00,-2.1300,MRW,OTHER,,-2.1300,,,
gbs,VIS,Fe I,6810.26,4.61,Y,1,4.6070,-0.986,873.275,102,False,"Jofre+2014 (Table 4) code 102; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",4,4,49.90,51.65,50.61,-5.1351,-5.1201,-5.1289,pass,6810.2620,4.6070,2.00,-0.9851,NIST-C+ T5720,NIST-C+,C+,-0.9860,-0.0009,+0.0000,
gbs,VIS,Fe I,6820.37,4.64,N,1,,,,,False,NOT PUBLISHED IN TABLES 4/5,3,3,41.40,41.70,41.57,-5.2168,-5.2137,-5.2151,pass,6820.3710,4.6380,1.00,-1.2200,MRW,OTHER,,-1.2200,,,
gbs,VIS,Fe II,4993.36,2.81,Y,1,2.8070,-3.684,172.220,166,False,"Jofre+2014 (Table 5) code 166; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",3,3,35.30,37.80,36.56,-5.1506,-5.1209,-5.1354,pass,4993.3500,2.8070,10.00,-3.6840,RU,OTHER,,-3.6840,+0.0000,+0.0000,
gbs,VIS,Fe II,5414.07,3.22,Y,1,3.2210,-3.580,185.303,158,False,"Jofre+2014 (Table 5) code 158; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",4,4,24.70,26.43,25.51,-5.3408,-5.3114,-5.3269,pass,5414.0700,3.2210,0.00,-3.5800,2009A&A...,OTHER,,-3.5800,+0.0000,+0.0000,
gbs,VIS,Fe II,5425.26,3.20,Y,1,3.1990,-3.220,178.255,158,False,"Jofre+2014 (Table 5) code 158; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",3,4,40.05,42.80,41.05,-5.1318,-5.1030,-5.1211,pass,5425.2480,3.1990,12.00,-3.2200,2009A&A...,OTHER,,-3.2200,+0.0000,+0.0000,
gbs,VIS,Fe II,5991.38,3.15,Y,1,3.1530,-3.647,172.221,166,False,"Jofre+2014 (Table 5) code 166; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",4,4,30.27,33.20,31.32,-5.2965,-5.2564,-5.2817,pass,5991.3710,3.1530,9.00,-3.5400,VALD3,VALD3,,-3.6470,-0.1070,+0.0000,
gbs,VIS,Fe II,6084.11,3.20,Y,1,3.1990,-3.881,173.223,166,False,"Jofre+2014 (Table 5) code 166; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",3,3,19.82,20.40,20.07,-5.4871,-5.4746,-5.4816,pass,6084.1020,3.1990,8.00,-3.7800,VALD3,VALD3,,-3.8810,-0.1010,+0.0000,
gbs,VIS,Fe II,6149.26,3.89,Y,1,,,,,False,NOT PUBLISHED IN TABLES 4/5,3,3,35.10,35.30,35.19,-5.2435,-5.2410,-5.2424,pass,6149.2460,3.8890,14.00,-2.7240,VALD3-scale value via nist_reference.csv; NOT NIST (ASD gives -2.854 acc E) -- RYA-853,OTHER,,-2.8410,,,
gbs,VIS,Fe II,6247.56,3.89,Y,1,3.8920,-2.435,186.272,166,False,"Jofre+2014 (Table 5) code 166; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",3,3,52.00,52.60,52.20,-5.0797,-5.0747,-5.0780,pass,6247.5570,3.8916,3.00,-2.3290,VALD3-scale value via nist_reference.csv; NOT NIST (ASD gives -2.444 acc D) -- RYA-853,OTHER,,-2.4350,-0.1060,+0.0000,
gbs,VIS,Fe II,6432.68,2.89,Y,1,2.8910,-3.570,169.204,158,False,"Jofre+2014 (Table 5) code 158; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",4,4,40.80,41.37,41.09,-5.1977,-5.1917,-5.1946,pass,6432.6760,2.8910,4.00,-3.4976,NIST-C+ T7589,NIST-C+,C+,-3.5700,-0.0724,+0.0000,
gbs,VIS,Fe II,6456.38,3.90,Y,1,3.9030,-2.185,185.276,166,False,"Jofre+2014 (Table 5) code 166; line list GES-v3 (Heiter+ 2014, in prep); code decoder did not typeset in arXiv:1309.1099v2",4,5,62.80,64.20,63.68,-5.0120,-5.0025,-5.0060,pass,6456.3800,3.9030,0.00,-2.1000,VALD3,VALD3,,-2.1850,-0.0850,+0.0000,
