line_id,species,wavelength_air_A,wavelength_vac_A,EP_eV,our_log_gf,our_tier,match,primary_log_gf,delta_dex,primary_label,primary_source,graded
gf_005042,C2,5490.6806,5492.2061,0.7678,-0.586,VALD3,UNIQUE,-0.5834,-0.0026,rR3e(21),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005043,C2,5490.8706,5492.3962,1.0397,-0.542,VALD3,UNIQUE,-0.5378,-0.0042,pP1e(31),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005044,C2,5490.9887,5492.5143,1.0399,-0.556,VALD3,UNIQUE,-0.5523,-0.0037,pP2f(30),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005045,C2,5491.0943,5492.6200,1.1237,0.0596,VALD3,UNIQUE,-0.2438,+0.3034,pP2f(48),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005046,C2,5491.1326,5492.6583,1.04,-0.57,VALD3,UNIQUE,-0.5665,-0.0035,pP3e(29),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005047,C2,5491.2655,5492.7912,1.1238,-0.255,VALD3,UNIQUE,-3.6229,+3.3679,pQ23e(47),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005048,C2,5491.4482,5492.9739,1.1854,0.1955,VALD3,AMBIGUOUS(2),,,,,NO
gf_005049,C2,5491.5961,5493.1219,1.1856,-0.116,VALD3,AMBIGUOUS(2),,,,,NO
gf_005050,C2,5491.9987,5493.5246,1.2474,0.164,VALD3,AMBIGUOUS(2),,,,,NO
gf_005051,C2,5492.1046,5493.6305,1.0282,-0.2624,VALD3,AMBIGUOUS(2),,,,,NO
gf_005052,C2,5492.1298,5493.6557,1.2475,-0.146,VALD3,UNIQUE,-0.1441,-0.0019,pP3e(69),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005053,C2,5492.1815,5493.7074,0.6855,-0.0169,VALD3,AMBIGUOUS(2),,,,,NO
gf_005054,C2,5492.3245,5493.8505,1.0285,-0.586,VALD3,UNIQUE,-0.5819,-0.0041,pP3f(28),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005055,C2,5492.3345,5493.8605,0.6857,-0.332,VALD3,UNIQUE,-0.3299,-0.0021,rR3f(44),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005056,C2,5493.1167,5494.6429,0.7587,-0.568,VALD3,UNIQUE,-0.5651,-0.0029,rR1f(22),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005057,C2,5493.259,5494.7852,0.759,-0.588,VALD3,AMBIGUOUS(2),,,,,NO
gf_005058,C2,5493.2833,5494.8095,1.0171,-0.2774,VALD3,AMBIGUOUS(2),,,,,NO
gf_005059,C2,5493.3348,5494.8611,0.7077,-0.0369,VALD3,AMBIGUOUS(2),,,,,NO
gf_005060,C2,5493.4743,5495.0006,1.0174,-0.602,VALD3,UNIQUE,-0.5978,-0.0042,pP3e(27),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005061,C2,5493.4757,5495.0020,0.7593,-0.607,VALD3,UNIQUE,-0.6040,-0.0030,rR3f(20),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005062,C2,5493.5311,5495.0574,0.708,-0.356,VALD3,UNIQUE,-0.3542,-0.0018,rR3e(33),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005063,C2,5493.9177,5495.4441,1.105,0.0496,VALD3,AMBIGUOUS(2),,,,,NO
gf_005064,C2,5494.0718,5495.5982,1.1053,-0.265,VALD3,AMBIGUOUS(3),,,,,NO
gf_005065,C2,5494.3339,5495.8604,1.0063,-0.2929,VALD3,AMBIGUOUS(2),,,,,NO
gf_005066,C2,5494.561,5496.0876,1.0067,-0.618,VALD3,UNIQUE,-0.6143,-0.0037,pP3f(26),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005067,C2,5495.3643,5496.8911,0.996,-0.3094,VALD3,AMBIGUOUS(2),,,,,NO
gf_005068,C2,5495.4165,5496.9433,1.1622,0.188,VALD3,AMBIGUOUS(2),,,,,NO
gf_005069,C2,5495.555,5497.0818,1.1624,-0.124,VALD3,AMBIGUOUS(2),,,,,NO
gf_005070,C2,5495.5635,5497.0903,0.9963,-0.635,VALD3,UNIQUE,-0.6315,-0.0035,pP3e(25),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005071,C2,5495.6993,5497.2262,0.7506,-0.587,VALD3,AMBIGUOUS(2),,,,,NO
gf_005072,C2,5495.8928,5497.4197,0.7509,-0.608,VALD3,UNIQUE,-0.6056,-0.0024,rR2f(20),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005073,C2,5496.0961,5497.6231,0.7511,-0.628,VALD3,UNIQUE,-0.6255,-0.0025,rR3e(19),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005074,C2,5496.2705,5497.7975,0.9859,-0.3264,VALD3,AMBIGUOUS(2),,,,,NO
gf_005075,C2,5496.4194,5497.9465,1.0873,0.0406,VALD3,UNIQUE,-0.2627,+0.3033,pP2f(46),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005076,C2,5496.5051,5498.0322,0.9864,-0.653,VALD3,UNIQUE,-0.6494,-0.0036,pP3f(24),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005077,C2,5496.5819,5498.1090,1.0874,-0.275,VALD3,AMBIGUOUS(2),,,,,NO
gf_005078,C2,5496.7537,5498.2809,0.668,-0.0269,VALD3,AMBIGUOUS(4),,,,,NO
gf_005079,C2,5496.9128,5498.4400,0.6681,-0.342,VALD3,AMBIGUOUS(2),,,,,NO
gf_005080,C2,5497.0154,5498.5426,1.2202,0.1575,VALD3,AMBIGUOUS(2),,,,,NO
gf_005081,C2,5497.1017,5498.6290,0.9763,-0.636,VALD3,AMBIGUOUS(2),,,,,NO
gf_005082,C2,5497.1276,5498.6549,1.2204,-0.153,VALD3,UNIQUE,-0.1508,-0.0022,pP3f(68),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005083,C2,5497.1642,5498.6915,0.6944,-0.0494,VALD3,AMBIGUOUS(2),,,,,NO
gf_005084,C2,5497.202,5498.7293,0.9766,-0.654,VALD3,UNIQUE,-0.6502,-0.0038,pP2f(24),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005085,C2,5497.3676,5498.8949,0.6947,-0.37,VALD3,UNIQUE,-0.3675,-0.0025,rR3f(32),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005086,C2,5497.9116,5499.4391,0.9671,-0.3624,VALD3,AMBIGUOUS(2),,,,,NO
gf_005087,C2,5498.3466,5499.8742,0.7427,-0.608,VALD3,UNIQUE,-0.6055,-0.0025,rR1f(20),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005088,C2,5498.5116,5500.0392,0.743,-0.63,VALD3,UNIQUE,-0.6272,-0.0028,rR2e(19),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005089,C2,5498.5891,5500.1168,0.9582,-0.673,VALD3,UNIQUE,-0.6689,-0.0041,pP1e(23),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005090,C2,5498.7494,5500.2771,0.7434,-0.651,VALD3,UNIQUE,-0.6481,-0.0029,rR3f(18),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005091,C2,5498.992,5500.5198,1.1399,0.18,VALD3,AMBIGUOUS(3),,,,,NO
gf_005092,C2,5499.0791,5500.6069,1.0694,0.0311,VALD3,AMBIGUOUS(2),,,,,NO
gf_005093,C2,5499.1404,5500.6682,1.14,-0.132,VALD3,AMBIGUOUS(2),,,,,NO
gf_005094,C2,5499.2096,5500.7374,0.9497,-0.692,VALD3,AMBIGUOUS(2),,,,,NO
gf_005095,C2,5499.2355,5500.7633,1.0697,-0.285,VALD3,AMBIGUOUS(2),,,,,NO
gf_005096,C2,5500.7703,5502.2985,0.6815,-0.0624,VALD3,AMBIGUOUS(2),,,,,NO
gf_005097,C2,5500.7974,5502.3256,0.7353,-0.63,VALD3,UNIQUE,-0.6272,-0.0028,rR1e(19),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005098,C2,5500.9707,5502.4990,0.6818,-0.383,VALD3,AMBIGUOUS(4),,,,,NO
gf_005099,C2,5500.9737,5502.5020,0.7357,-0.653,VALD3,AMBIGUOUS(2),,,,,NO
gf_005100,C2,5501.2133,5502.7417,0.736,-0.675,VALD3,UNIQUE,-0.6719,-0.0031,rR3e(17),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005101,C2,5501.4323,5502.9607,1.1942,0.151,VALD3,AMBIGUOUS(2),,,,,NO
gf_005102,C2,5501.4474,5502.9758,1.0524,0.0211,VALD3,UNIQUE,-0.2825,+0.3036,pP2f(44),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005103,C2,5501.5371,5503.0655,0.6505,-0.0369,VALD3,AMBIGUOUS(2),,,,,NO
gf_005104,C2,5501.5637,5503.0921,1.1942,-0.16,VALD3,UNIQUE,-0.1576,-0.0024,pP3e(67),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005105,C2,5501.611,5503.1395,1.0525,-0.295,VALD3,AMBIGUOUS(2),,,,,NO
gf_005106,C2,5501.6939,5503.2224,0.6508,-0.352,VALD3,UNIQUE,-0.3504,-0.0016,rR3f(42),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005107,C2,5502.8002,5504.3290,1.1173,0.1725,VALD3,AMBIGUOUS(2),,,,,NO
gf_005108,C2,5502.9403,5504.4691,1.1175,-0.14,VALD3,AMBIGUOUS(2),,,,,NO
gf_005109,C2,5503.237,5504.7659,0.7285,-0.3638,VALD3,UNIQUE,-0.6500,+0.2862,rR1f(18),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005110,C2,5503.7166,5505.2456,0.7291,-0.7,VALD3,UNIQUE,-0.6972,-0.0028,rR3f(16),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005111,C2,5503.9517,5505.4808,1.0353,0.0111,VALD3,AMBIGUOUS(2),,,,,NO
gf_005112,C2,5504.1105,5505.6396,1.0355,-0.305,VALD3,AMBIGUOUS(2),,,,,NO
gf_005113,C2,5504.4457,5505.9749,0.6689,-0.0764,VALD3,AMBIGUOUS(3),,,,,NO
gf_005114,C2,5504.6584,5506.1877,0.6693,-0.397,VALD3,UNIQUE,-0.3953,-0.0017,rR3f(30),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005115,C2,5505.5367,5507.0662,0.7217,-0.677,VALD3,ABSENT,,,,,NO
gf_005116,C2,5505.8183,5507.3479,0.7221,-0.702,VALD3,UNIQUE,-0.6997,-0.0023,rR2f(16),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005117,C2,5505.9777,5507.5073,0.6338,-0.0469,VALD3,AMBIGUOUS(3),,,,,NO
gf_005118,C2,5506.0484,5507.5780,0.7224,-0.727,VALD3,UNIQUE,-0.7239,-0.0031,rR3e(15),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005119,C2,5506.1407,5507.6704,0.634,-0.363,VALD3,UNIQUE,-0.3610,-0.0020,rR3e(41),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005120,C2,5506.1845,5507.7142,1.0189,0.0006,VALD3,AMBIGUOUS(2),,,,,NO
gf_005121,C2,5506.2373,5507.7670,1.0957,0.1645,VALD3,AMBIGUOUS(2),,,,,NO
gf_005122,C2,5506.2887,5507.8184,1.1677,0.144,VALD3,AMBIGUOUS(2),,,,,NO
gf_005123,C2,5506.3494,5507.8791,1.0191,-0.316,VALD3,AMBIGUOUS(2),,,,,NO
gf_005124,C2,5506.3862,5507.9159,1.0958,-0.148,VALD3,AMBIGUOUS(2),,,,,NO
gf_005125,C2,5506.4026,5507.9323,1.1679,-0.166,VALD3,UNIQUE,-0.1645,-0.0015,pP3f(66),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005126,C2,5507.8652,5509.3953,0.7154,-0.702,VALD3,UNIQUE,-0.6997,-0.0023,rR1f(16),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005127,C2,5507.9261,5509.4562,0.6569,-0.0899,VALD3,UNIQUE,-0.3962,+0.3063,rR2f(30),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005128,C2,5508.1065,5509.6367,0.7158,-0.729,VALD3,UNIQUE,-0.7266,-0.0024,rR2e(15),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005129,C2,5508.1288,5509.6590,0.6571,-0.412,VALD3,UNIQUE,-0.4099,-0.0021,rR3e(29),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005130,C2,5508.3931,5509.9234,0.7163,-0.755,VALD3,UNIQUE,-0.7524,-0.0026,rR3f(14),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005131,C2,5508.532,5510.0623,1.0025,-0.0099,VALD3,AMBIGUOUS(2),,,,,NO
gf_005132,C2,5508.6936,5510.2240,1.0029,-0.327,VALD3,UNIQUE,-0.3243,-0.0027,pP3f(40),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005133,C2,5509.8844,5511.4151,1.0739,0.156,VALD3,AMBIGUOUS(2),,,,,NO
gf_005134,C2,5509.9101,5511.4408,0.7096,-0.729,VALD3,UNIQUE,-3.2351,+2.5061,sR21e(9),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005135,C2,5510.0705,5511.6012,1.0741,-0.156,VALD3,UNIQUE,-0.1542,-0.0018,pP3f(54),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005136,C2,5510.3322,5511.8630,0.7101,-0.758,VALD3,UNIQUE,-0.7556,-0.0024,rR2f(14),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005137,C2,5510.5746,5512.1055,1.1423,0.1375,VALD3,AMBIGUOUS(2),,,,,NO
gf_005138,C2,5510.5822,5512.1131,0.7104,-0.785,VALD3,UNIQUE,-0.7828,-0.0022,rR3e(13),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005139,C2,5510.6069,5512.1378,0.6171,-0.0574,VALD3,AMBIGUOUS(2),,,,,NO
gf_005140,C2,5510.6271,5512.1580,0.9869,-0.0204,VALD3,AMBIGUOUS(2),,,,,NO
gf_005141,C2,5510.7065,5512.2374,1.1424,-0.173,VALD3,AMBIGUOUS(2),,,,,NO
gf_005142,C2,5510.7692,5512.3001,0.6174,-0.374,VALD3,UNIQUE,-0.3719,-0.0021,rR3f(40),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005143,C2,5510.7935,5512.3244,0.9871,-0.338,VALD3,UNIQUE,-0.3354,-0.0026,pP3e(39),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005144,C2,5511.4328,5512.9639,0.6451,-0.1044,VALD3,AMBIGUOUS(2),,,,,NO
gf_005145,C2,5511.6564,5513.1875,0.6454,-0.427,VALD3,UNIQUE,-0.4249,-0.0021,rR3f(28),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005146,C2,5511.8081,5513.3393,0.7041,-0.759,VALD3,ABSENT,,,,,NO
gf_005147,C2,5512.4572,5513.9886,0.7045,-0.789,VALD3,UNIQUE,-0.7864,-0.0026,rR2e(13),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005148,C2,5512.7784,5514.3098,0.705,-0.818,VALD3,UNIQUE,-0.8156,-0.0024,rR3f(12),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005149,C2,5512.8166,5514.3481,0.9714,-0.0319,VALD3,AMBIGUOUS(2),,,,,NO
gf_005150,C2,5512.9813,5514.5128,0.9717,-0.35,VALD3,UNIQUE,-0.3469,-0.0031,pP3f(38),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005151,C2,5513.1813,5514.7129,1.053,0.148,VALD3,AMBIGUOUS(2),,,,,NO
gf_005152,C2,5513.3311,5514.8627,1.0531,-0.165,VALD3,AMBIGUOUS(2),,,,,NO
gf_005153,C2,5514.4497,5515.9816,0.6992,-0.5046,VALD3,ABSENT,,,,,NO
gf_005154,C2,5514.707,5516.2390,0.6336,-0.413,VALD3,UNIQUE,-0.4108,-0.0022,rR1e(29),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005155,C2,5514.772,5516.3040,0.9565,-0.0434,VALD3,AMBIGUOUS(2),,,,,NO
gf_005156,C2,5514.8127,5516.3447,0.6339,-0.428,VALD3,AMBIGUOUS(3),,,,,NO
gf_005157,C2,5514.8559,5516.3879,0.6999,-0.854,VALD3,UNIQUE,-0.8509,-0.0031,rR3e(11),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005158,C2,5514.9147,5516.4467,0.6012,-0.0684,VALD3,AMBIGUOUS(2),,,,,NO
gf_005159,C2,5514.9403,5516.4723,0.9567,-0.361,VALD3,UNIQUE,-0.3587,-0.0023,pP3e(37),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005160,C2,5514.9808,5516.5128,0.634,-0.443,VALD3,AMBIGUOUS(2),,,,,NO
gf_005161,C2,5515.0819,5516.6140,0.6014,-0.385,VALD3,UNIQUE,-0.3830,-0.0020,rR3e(39),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005162,C2,5515.2691,5516.8012,1.1166,0.1305,VALD3,AMBIGUOUS(3),,,,,NO
gf_005163,C2,5515.3846,5516.9167,1.1167,-0.181,VALD3,AMBIGUOUS(2),,,,,NO
gf_005164,C2,5516.2113,5517.7437,0.6943,-0.823,VALD3,AMBIGUOUS(2),,,,,NO
gf_005165,C2,5516.4782,5518.0106,0.6948,-0.858,VALD3,ABSENT,,,,,NO
gf_005166,C2,5516.6663,5518.1988,1.032,0.14,VALD3,AMBIGUOUS(2),,,,,NO
gf_005167,C2,5516.7894,5518.3219,0.9416,-0.0549,VALD3,AMBIGUOUS(3),,,,,NO
gf_005168,C2,5516.8111,5518.3436,1.0322,-0.173,VALD3,AMBIGUOUS(2),,,,,NO
gf_005169,C2,5516.8709,5518.4034,0.6954,-0.892,VALD3,AMBIGUOUS(2),,,,,NO
gf_005170,C2,5516.9706,5518.5032,0.942,-0.373,VALD3,UNIQUE,-0.3707,-0.0023,pP3f(36),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005171,C2,5518.1066,5519.6395,0.6899,-0.86,VALD3,UNIQUE,-0.8569,-0.0031,rR1e(11),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005172,C2,5518.1179,5519.6508,0.6227,-0.1349,VALD3,AMBIGUOUS(2),,,,,NO
gf_005173,C2,5518.3475,5519.8804,0.6906,-0.898,VALD3,ABSENT,,,,,NO
gf_005174,C2,5518.3737,5519.9066,0.6231,-0.459,VALD3,UNIQUE,-0.4566,-0.0024,rR3f(26),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005175,C2,5518.6162,5520.1492,0.9275,-0.0669,VALD3,AMBIGUOUS(2),,,,,NO
gf_005176,C2,5518.7664,5520.2994,0.9278,-0.386,VALD3,UNIQUE,-0.3831,-0.0029,pP3e(35),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005177,C2,5518.7867,5520.3197,0.691,-0.934,VALD3,UNIQUE,-0.9316,-0.0024,rR3e(9),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005178,C2,5519.3878,5520.9210,0.5853,-0.0794,VALD3,AMBIGUOUS(2),,,,,NO
gf_005179,C2,5519.4215,5520.9547,1.0918,0.1235,VALD3,AMBIGUOUS(2),,,,,NO
gf_005180,C2,5519.5538,5521.0871,1.0919,-0.188,VALD3,AMBIGUOUS(2),,,,,NO
gf_005181,C2,5519.5563,5521.0896,0.5856,-0.396,VALD3,UNIQUE,-0.3943,-0.0017,rR3f(38),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005182,C2,5519.8214,5521.3547,1.0118,0.1316,VALD3,AMBIGUOUS(2),,,,,NO
gf_005183,C2,5519.8955,5521.4288,0.686,-0.9,VALD3,AMBIGUOUS(2),,,,,NO
gf_005184,C2,5519.972,5521.5054,1.0119,-0.182,VALD3,AMBIGUOUS(2),,,,,NO
gf_005185,C2,5520.0302,5521.5636,0.6866,-0.941,VALD3,UNIQUE,-2.9575,+2.0165,rQ21e(9),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005186,C2,5520.4764,5522.0099,0.9135,-0.0789,VALD3,AMBIGUOUS(2),,,,,NO
gf_005187,C2,5520.6587,5522.1922,0.9138,-0.399,VALD3,AMBIGUOUS(2),,,,,NO
gf_005188,C2,5521.2479,5522.7816,0.612,-0.444,VALD3,UNIQUE,-0.4415,-0.0025,rR1e(27),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005189,C2,5521.364,5522.8977,0.6123,-0.46,VALD3,UNIQUE,-0.4577,-0.0023,rR2f(26),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005190,C2,5521.5384,5523.0722,0.6125,-0.475,VALD3,UNIQUE,-0.4733,-0.0017,rR3e(25),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005191,C2,5521.5777,5523.1115,0.6824,-0.944,VALD3,UNIQUE,-0.9414,-0.0026,rR1e(9),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005192,C2,5522.0934,5523.6273,0.9001,-0.0914,VALD3,UNIQUE,-0.3836,+0.2922,pP1e(35),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005193,C2,5522.2927,5523.8267,0.9003,-0.412,VALD3,UNIQUE,-0.4090,-0.0030,pP3e(33),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005194,C2,5523.1433,5524.6775,0.9914,0.123,VALD3,AMBIGUOUS(2),,,,,NO
gf_005195,C2,5523.2889,5524.8232,0.9917,-0.191,VALD3,AMBIGUOUS(2),,,,,NO
gf_005196,C2,5523.5602,5525.0945,0.5701,-0.0904,VALD3,AMBIGUOUS(2),,,,,NO
gf_005197,C2,5523.7322,5525.2666,0.5703,-0.408,VALD3,UNIQUE,-0.4060,-0.0020,rR3e(37),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005198,C2,5523.836,5525.3704,0.8869,-0.1044,VALD3,UNIQUE,-0.3964,+0.2920,pP1f(34),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005199,C2,5523.9524,5525.4868,1.0669,0.1165,VALD3,AMBIGUOUS(2),,,,,NO
gf_005200,C2,5524.0427,5525.5772,0.8872,-0.425,VALD3,UNIQUE,-0.4226,-0.0024,pP3f(32),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005201,C2,5524.0696,5525.6041,1.067,-0.195,VALD3,AMBIGUOUS(2),,,,,NO
gf_005202,C2,5524.4594,5525.9940,0.6018,-0.46,VALD3,UNIQUE,-0.4576,-0.0024,rR1f(26),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005203,C2,5524.5619,5526.0965,0.602,-0.477,VALD3,UNIQUE,-0.4744,-0.0026,rR2e(25),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005204,C2,5524.7605,5526.2951,0.6023,-0.493,VALD3,UNIQUE,-0.4907,-0.0023,rR3f(24),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005205,C2,5525.3633,5526.8981,0.8742,-0.1179,VALD3,UNIQUE,-0.4095,+0.2916,pP1e(33),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005206,C2,5525.5673,5527.1022,0.8744,-0.439,VALD3,UNIQUE,-0.4365,-0.0025,pP3e(31),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_005207,C2,5526.1322,5527.6672,0.9719,-0.183,VALD3,AMBIGUOUS(2),,,,,NO
gf_005208,C2,5526.1779,5527.7129,0.9721,-0.191,VALD3,AMBIGUOUS(2),,,,,NO
gf_005209,C2,5526.3064,5527.8415,0.9721,-0.2,VALD3,AMBIGUOUS(2),,,,,NO
gf_005210,C2,5526.9604,5528.4956,0.8617,-0.1319,VALD3,AMBIGUOUS(2),,,,,NO
