line_id,species,wavelength_air_A,wavelength_vac_A,EP_eV,our_log_gf,our_tier,match,primary_log_gf,delta_dex,primary_label,primary_source,graded
gf_003138,C2,4639.1306,4640.4297,0.8497,-0.341,VALD3,AMBIGUOUS(2),,,,,NO
gf_003139,C2,4639.233,4640.5321,0.8499,-0.355,VALD3,UNIQUE,-0.3567,+0.0017,rR2f(30),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003140,C2,4639.3763,4640.6755,0.85,-0.368,VALD3,UNIQUE,-0.3702,+0.0022,rR3e(29),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003141,C2,4639.4323,4640.7315,1.0063,-0.1189,VALD3,AMBIGUOUS(2),,,,,NO
gf_003142,C2,4639.4579,4640.7571,1.2153,-0.411,VALD3,UNIQUE,-0.4248,+0.0138,rR1f(30),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003143,C2,4639.5738,4640.8730,0.6338,0.0756,VALD3,AMBIGUOUS(3),,,,,NO
gf_003144,C2,4639.6416,4640.9408,1.0067,-0.443,VALD3,UNIQUE,-0.4490,+0.0060,rR3f(26),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003145,C2,4639.7065,4641.0058,0.634,-0.24,VALD3,UNIQUE,-0.2387,-0.0013,rR3e(41),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003146,C2,4639.9346,4641.2339,0.5643,0.1578,VALD3,AMBIGUOUS(2),,,,,NO
gf_003147,C2,4640.3931,4641.6925,0.7212,0.0311,VALD3,AMBIGUOUS(2),,,,,NO
gf_003148,C2,4640.5438,4641.8433,0.7216,-0.288,VALD3,UNIQUE,-0.2874,-0.0006,rR3f(34),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003149,C2,4640.7521,4642.0516,1.2045,-0.1344,VALD3,AMBIGUOUS(2),,,,,NO
gf_003150,C2,4640.8741,4642.1737,0.9959,-0.427,VALD3,AMBIGUOUS(2),,,,,NO
gf_003151,C2,4641.0097,4642.3093,0.9962,-0.444,VALD3,UNIQUE,-0.4500,+0.0060,rR2f(26),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003152,C2,4641.0181,4642.3177,0.838,-0.0604,VALD3,UNIQUE,-0.3561,+0.2957,rR1f(30),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003153,C2,4641.12,4642.4196,0.9963,-0.459,VALD3,UNIQUE,-0.4655,+0.0065,rR3e(25),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003154,C2,4641.2344,4642.5341,0.8384,-0.383,VALD3,UNIQUE,-0.3848,+0.0018,rR3f(28),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003155,C2,4642.1393,4643.4392,0.6172,0.2362,VALD3,AMBIGUOUS(2),,,,,NO
gf_003156,C2,4642.1477,4643.4476,0.7076,-0.276,VALD3,ABSENT,,,,,NO
gf_003157,C2,4642.1643,4643.4642,1.1936,-0.441,VALD3,AMBIGUOUS(2),,,,,NO
gf_003158,C2,4642.3926,4643.6926,0.7079,-0.289,VALD3,UNIQUE,-0.2881,-0.0009,rR2f(34),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003159,C2,4642.3967,4643.6967,0.9859,-0.1509,VALD3,AMBIGUOUS(2),,,,,NO
gf_003160,C2,4642.5088,4643.8088,0.708,-0.301,VALD3,UNIQUE,-0.3002,-0.0008,rR3e(33),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003161,C2,4642.5611,4643.8611,0.5451,0.1485,VALD3,AMBIGUOUS(3),,,,,NO
gf_003162,C2,4642.5636,4643.8636,0.8268,-0.369,VALD3,AMBIGUOUS(2),,,,,NO
gf_003163,C2,4642.6307,4643.9307,0.9864,-0.477,VALD3,UNIQUE,-0.4828,+0.0058,rR3f(24),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003164,C2,4642.6798,4643.9798,0.827,-0.384,VALD3,UNIQUE,-0.3862,+0.0022,rR2f(28),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003165,C2,4642.8276,4644.1277,0.8272,-0.399,VALD3,UNIQUE,-0.4006,+0.0016,rR3e(27),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003166,C2,4643.2123,4644.5125,1.1835,-0.464,VALD3,UNIQUE,-0.4753,+0.0113,rR1e(27),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003167,C2,4643.7806,4645.0809,0.9763,-0.46,VALD3,AMBIGUOUS(2),,,,,NO
gf_003168,C2,4643.8931,4645.1935,0.9766,-0.478,VALD3,UNIQUE,-0.4840,+0.0060,rR2f(24),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003169,C2,4644.0466,4645.3470,0.9768,-0.495,VALD3,UNIQUE,-0.5007,+0.0057,rR3e(23),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003170,C2,4644.3507,4645.6512,0.6012,0.0546,VALD3,AMBIGUOUS(3),,,,,NO
gf_003171,C2,4644.3982,4645.6987,0.8159,-0.0904,VALD3,UNIQUE,-0.3856,+0.2952,rR1f(28),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003172,C2,4644.4168,4645.7173,0.6944,0.0056,VALD3,AMBIGUOUS(2),,,,,NO
gf_003173,C2,4644.4858,4645.7863,0.6014,-0.262,VALD3,UNIQUE,-0.2604,-0.0016,rR3e(39),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003174,C2,4644.5719,4645.8724,0.6947,-0.314,VALD3,UNIQUE,-0.3134,-0.0006,rR3f(32),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003175,C2,4644.6171,4645.9177,0.8164,-0.415,VALD3,UNIQUE,-0.4163,+0.0013,rR3f(26),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003176,C2,4644.7538,4646.0544,1.1735,-0.473,VALD3,AMBIGUOUS(2),,,,,NO
gf_003177,C2,4645.2077,4646.5084,0.967,-0.478,VALD3,UNIQUE,-0.4837,+0.0057,rR1f(24),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003178,C2,4645.3102,4646.6109,0.9672,-0.496,VALD3,UNIQUE,-0.5020,+0.0060,rR2e(23),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003179,C2,4645.4399,4646.7407,0.5259,-0.0324,VALD3,AMBIGUOUS(2),,,,,NO
gf_003180,C2,4645.5008,4646.8016,0.9676,-0.513,VALD3,UNIQUE,-0.5195,+0.0065,rR3f(22),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003181,C2,4645.5396,4646.8404,0.5262,-0.347,VALD3,UNIQUE,-0.3448,-0.0022,rR3f(46),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003182,C2,4645.8629,4647.1638,0.8054,-0.4,VALD3,AMBIGUOUS(2),,,,,NO
gf_003183,C2,4646.0011,4647.3020,0.8057,-0.416,VALD3,AMBIGUOUS(4),,,,,NO
gf_003184,C2,4646.1506,4647.4516,0.8059,-0.432,VALD3,AMBIGUOUS(2),,,,,NO
gf_003185,C2,4646.3533,4647.6543,0.6817,-0.315,VALD3,UNIQUE,-0.3141,-0.0009,rR2f(32),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003186,C2,4646.504,4647.8051,0.6816,-0.0138,VALD3,UNIQUE,-0.3270,+0.3132,rR3e(31),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003187,C2,4646.5831,4647.8842,0.9582,-0.496,VALD3,UNIQUE,-0.5018,+0.0058,rR1e(23),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003188,C2,4646.7094,4648.0105,0.9585,-0.515,VALD3,UNIQUE,-0.5209,+0.0059,rR2f(22),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003189,C2,4646.8381,4648.1392,0.5854,0.2145,VALD3,AMBIGUOUS(2),,,,,NO
gf_003190,C2,4646.871,4648.1721,0.9587,-0.533,VALD3,AMBIGUOUS(2),,,,,NO
gf_003191,C2,4647.5682,4648.8695,0.7953,-0.415,VALD3,UNIQUE,-4.0025,+3.5875,qR12e(61),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003192,C2,4647.6948,4648.9962,0.7955,-0.432,VALD3,AMBIGUOUS(3),,,,,NO
gf_003193,C2,4647.8696,4649.1710,0.7958,-0.448,VALD3,UNIQUE,-0.4501,+0.0021,rR3f(24),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003194,C2,4647.955,4649.2564,0.9497,-0.514,VALD3,UNIQUE,-0.5206,+0.0066,rR1f(22),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003195,C2,4648.042,4649.3435,0.5076,0.1302,VALD3,AMBIGUOUS(2),,,,,NO
gf_003196,C2,4648.0736,4649.3751,0.9499,-0.534,VALD3,UNIQUE,-0.5405,+0.0065,rR2e(21),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003197,C2,4648.277,4649.5785,0.6689,-0.0209,VALD3,AMBIGUOUS(2),,,,,NO
gf_003198,C2,4648.282,4649.5835,0.9503,-0.553,VALD3,UNIQUE,-0.5595,+0.0065,rR3f(20),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003199,C2,4648.4686,4649.7702,0.6693,-0.342,VALD3,AMBIGUOUS(2),,,,,NO
gf_003200,C2,4648.9901,4650.2918,0.5701,0.0326,VALD3,AMBIGUOUS(3),,,,,NO
gf_003201,C2,4649.0392,4650.3409,0.7856,-0.433,VALD3,AMBIGUOUS(2),,,,,NO
gf_003202,C2,4649.1277,4650.4294,0.5703,-0.285,VALD3,UNIQUE,-0.2831,-0.0019,rR3e(37),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003203,C2,4649.1859,4650.4877,0.7859,-0.45,VALD3,UNIQUE,-0.4520,+0.0020,rR2f(24),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003204,C2,4649.2764,4650.5782,0.9416,-0.534,VALD3,AMBIGUOUS(2),,,,,NO
gf_003205,C2,4649.3628,4650.6646,0.7861,-0.467,VALD3,UNIQUE,-0.4686,+0.0016,rR3e(23),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003206,C2,4649.4195,4650.7213,0.942,-0.555,VALD3,AMBIGUOUS(3),,,,,NO
gf_003207,C2,4649.5908,4650.8927,0.9422,-0.575,VALD3,AMBIGUOUS(2),,,,,NO
gf_003208,C2,4650.264,4651.5660,0.657,0.1349,VALD3,UNIQUE,-0.3554,+0.4903,rR3e(29),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003209,C2,4650.5912,4651.8933,0.9339,-0.555,VALD3,AMBIGUOUS(2),,,,,NO
gf_003210,C2,4650.7328,4652.0350,0.9342,-0.576,VALD3,UNIQUE,-0.5827,+0.0067,rR2e(19),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003211,C2,4650.7948,4652.0970,0.7763,-0.1574,VALD3,UNIQUE,-0.4512,+0.2938,rR1f(24),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003212,C2,4650.8258,4652.1280,0.4891,-0.0509,VALD3,AMBIGUOUS(2),,,,,NO
gf_003213,C2,4650.9329,4652.2351,0.4894,-0.366,VALD3,UNIQUE,-0.3642,-0.0018,rR3f(44),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003214,C2,4650.9412,4652.2434,0.9346,-0.597,VALD3,UNIQUE,-0.6035,+0.0065,rR3f(18),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003215,C2,4651.0115,4652.3137,0.7768,-0.485,VALD3,UNIQUE,-0.4868,+0.0018,rR3f(22),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003216,C2,4651.3616,4652.6639,0.555,0.0216,VALD3,AMBIGUOUS(2),,,,,NO
gf_003217,C2,4651.4721,4652.7745,0.5553,-0.297,VALD3,UNIQUE,-0.2950,-0.0020,rR3f(36),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003218,C2,4651.8569,4653.1594,0.9266,-0.576,VALD3,AMBIGUOUS(3),,,,,NO
gf_003219,C2,4652.0221,4653.3246,0.927,-0.599,VALD3,AMBIGUOUS(2),,,,,NO
gf_003220,C2,4652.0522,4653.3547,0.6451,-0.0489,VALD3,AMBIGUOUS(2),,,,,NO
gf_003221,C2,4652.0853,4653.3878,0.7673,-0.468,VALD3,AMBIGUOUS(2),,,,,NO
gf_003222,C2,4652.2038,4653.5064,0.6454,-0.371,VALD3,UNIQUE,-0.3704,-0.0006,rR3f(28),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003223,C2,4652.2313,4653.5339,0.7676,-0.487,VALD3,ABSENT,,,,,NO
gf_003224,C2,4652.2756,4653.5782,0.9272,-0.621,VALD3,AMBIGUOUS(2),,,,,NO
gf_003225,C2,4652.4345,4653.7371,0.7678,-0.505,VALD3,AMBIGUOUS(2),,,,,NO
gf_003226,C2,4653.1128,4654.4156,0.9196,-0.599,VALD3,AMBIGUOUS(3),,,,,NO
gf_003227,C2,4653.2836,4654.5864,0.9199,-0.623,VALD3,AMBIGUOUS(2),,,,,NO
gf_003228,C2,4653.3515,4654.6544,0.4715,0.1105,VALD3,AMBIGUOUS(3),,,,,NO
gf_003229,C2,4653.5013,4654.8042,0.9204,-0.646,VALD3,AMBIGUOUS(2),,,,,NO
gf_003230,C2,4653.5105,4654.8134,0.5405,0.0101,VALD3,UNIQUE,-0.2956,+0.3057,rR2f(36),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003231,C2,4653.6384,4654.9413,0.5407,-0.309,VALD3,UNIQUE,-0.3071,-0.0019,rR3e(35),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003232,C2,4653.7631,4655.0661,0.7589,-0.1949,VALD3,UNIQUE,-0.4881,+0.2932,rR1f(22),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003233,C2,4653.8643,4655.1673,0.6338,-0.0634,VALD3,UNIQUE,-0.3713,+0.3079,rR2f(28),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003234,C2,4654.0112,4655.3142,0.634,-0.387,VALD3,UNIQUE,-0.3858,-0.0012,rR3e(27),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003235,C2,4654.0313,4655.3343,0.7593,-0.525,VALD3,UNIQUE,-0.5268,+0.0018,rR3f(20),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003236,C2,4654.2873,4655.5904,0.913,-0.623,VALD3,UNIQUE,-0.6293,+0.0063,rR1e(17),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003237,C2,4654.5114,4655.8146,0.9135,-0.649,VALD3,AMBIGUOUS(3),,,,,NO
gf_003238,C2,4654.7084,4656.0116,0.9138,-0.673,VALD3,AMBIGUOUS(2),,,,,NO
gf_003239,C2,4655.0498,4656.3531,0.7506,-0.507,VALD3,AMBIGUOUS(2),,,,,NO
gf_003240,C2,4655.2548,4656.5582,0.7509,-0.528,VALD3,UNIQUE,-0.5294,+0.0014,rR2f(20),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003241,C2,4655.394,4656.6974,0.7511,-0.547,VALD3,UNIQUE,-0.5490,+0.0020,rR3e(19),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003242,C2,4655.5157,4656.8191,0.9068,-0.649,VALD3,AMBIGUOUS(2),,,,,NO
gf_003243,C2,4655.6751,4656.9786,0.6227,-0.0789,VALD3,AMBIGUOUS(2),,,,,NO
gf_003244,C2,4655.7105,4657.0140,0.9072,-0.676,VALD3,AMBIGUOUS(3),,,,,NO
gf_003245,C2,4655.7913,4657.0948,0.5262,-0.0019,VALD3,AMBIGUOUS(3),,,,,NO
gf_003246,C2,4655.8581,4657.1616,0.6231,-0.403,VALD3,UNIQUE,-0.4019,-0.0011,rR3f(26),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003247,C2,4655.8955,4657.1990,0.5265,-0.321,VALD3,UNIQUE,-0.3196,-0.0014,rR3f(34),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003248,C2,4655.9411,4657.2446,0.9077,-0.701,VALD3,UNIQUE,-0.7075,+0.0065,rR3f(14),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003249,C2,4656.0618,4657.3654,0.4538,-0.0709,VALD3,AMBIGUOUS(2),,,,,NO
gf_003250,C2,4656.1711,4657.4747,0.4541,-0.386,VALD3,UNIQUE,-0.3845,-0.0015,rR3f(42),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003251,C2,4656.5888,4657.8925,0.7427,-0.527,VALD3,UNIQUE,-0.5284,+0.0014,rR1f(20),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003252,C2,4656.6604,4657.9641,0.901,-0.676,VALD3,AMBIGUOUS(2),,,,,NO
gf_003253,C2,4656.7195,4658.0233,0.743,-0.548,VALD3,UNIQUE,-0.5502,+0.0022,rR2e(19),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003254,C2,4656.8876,4658.1914,0.7434,-0.569,VALD3,UNIQUE,-0.5708,+0.0018,rR3f(18),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003255,C2,4656.8894,4658.1932,0.9015,-0.705,VALD3,AMBIGUOUS(2),,,,,NO
gf_003256,C2,4657.0888,4658.3927,0.9019,-0.732,VALD3,AMBIGUOUS(2),,,,,NO
gf_003257,C2,4657.3413,4658.6452,0.612,-0.387,VALD3,UNIQUE,-0.3866,-0.0004,rR1e(27),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003258,C2,4657.4444,4658.7483,0.6123,-0.404,VALD3,UNIQUE,-0.4029,-0.0011,rR2f(26),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003259,C2,4657.5733,4658.8773,0.6125,-0.419,VALD3,UNIQUE,-0.4185,-0.0005,rR3e(25),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003260,C2,4657.7901,4659.0941,0.8956,-0.705,VALD3,AMBIGUOUS(2),,,,,NO
gf_003261,C2,4657.8387,4659.1428,0.7353,-0.55,VALD3,AMBIGUOUS(4),,,,,NO
gf_003262,C2,4657.8449,4659.1490,0.5125,-0.0144,VALD3,AMBIGUOUS(2),,,,,NO
gf_003263,C2,4657.9884,4659.2925,0.5127,-0.334,VALD3,UNIQUE,-0.3324,-0.0016,rR3e(33),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003264,C2,4658.0322,4659.3363,0.7357,-0.572,VALD3,UNIQUE,-0.5741,+0.0021,rR2f(18),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003265,C2,4658.0442,4659.3483,0.8961,-0.735,VALD3,AMBIGUOUS(2),,,,,NO
gf_003266,C2,4658.2183,4659.5225,0.736,-0.594,VALD3,UNIQUE,-0.5955,+0.0015,rR3e(17),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003267,C2,4658.5236,4659.8278,0.437,0.0902,VALD3,AMBIGUOUS(3),,,,,NO
gf_003268,C2,4658.8785,4660.1828,0.8906,-0.736,VALD3,UNIQUE,-0.7419,+0.0059,rR1e(13),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003269,C2,4659.1526,4660.4570,0.6019,-0.1109,VALD3,AMBIGUOUS(2),,,,,NO
gf_003270,C2,4659.3072,4660.6116,0.7283,-0.571,VALD3,AMBIGUOUS(2),,,,,NO
gf_003271,C2,4659.3433,4660.6477,0.6023,-0.437,VALD3,UNIQUE,-0.4358,-0.0012,rR3f(24),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003272,C2,4659.4805,4660.7850,0.7286,-0.595,VALD3,UNIQUE,-0.5971,+0.0021,rR2e(17),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003273,C2,4659.6713,4660.9758,0.7291,-0.618,VALD3,AMBIGUOUS(2),,,,,NO
gf_003274,C2,4660.056,4661.3606,0.499,-0.0274,VALD3,AMBIGUOUS(2),,,,,NO
gf_003275,C2,4660.233,4661.5377,0.4993,-0.347,VALD3,ABSENT,,,,,NO
gf_003276,C2,4660.4838,4661.7886,0.7217,-0.6,VALD3,AMBIGUOUS(3),,,,,NO
gf_003277,C2,4660.7092,4662.0140,0.7221,-0.622,VALD3,UNIQUE,-0.6240,+0.0020,rR2f(16),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003278,C2,4660.7598,4662.0646,0.592,-0.42,VALD3,UNIQUE,-0.4194,-0.0006,rR1e(25),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003279,C2,4660.8602,4662.1650,0.5923,-0.438,VALD3,UNIQUE,-0.4369,-0.0011,rR2f(24),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003280,C2,4660.9115,4662.2164,0.7224,-0.646,VALD3,AMBIGUOUS(3),,,,,NO
gf_003281,C2,4660.9957,4662.3006,0.5925,-0.455,VALD3,UNIQUE,-0.4537,-0.0013,rR3e(23),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003282,C2,4661.1425,4662.4474,0.4201,-0.0909,VALD3,AMBIGUOUS(2),,,,,NO
gf_003283,C2,4661.2485,4662.5535,0.4204,-0.408,VALD3,UNIQUE,-0.4057,-0.0023,rR3f(40),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003284,C2,4661.5573,4662.8623,1.1977,-0.151,VALD3,AMBIGUOUS(2),,,,,NO
gf_003285,C2,4661.8837,4663.1888,0.7154,-0.622,VALD3,UNIQUE,-0.6232,+0.0012,rR1f(16),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003286,C2,4662.0442,4663.3494,0.486,-0.0404,VALD3,AMBIGUOUS(2),,,,,NO
gf_003287,C2,4662.0693,4663.3745,0.7158,-0.648,VALD3,AMBIGUOUS(4),,,,,NO
gf_003288,C2,4662.2037,4663.5089,0.4862,-0.361,VALD3,UNIQUE,-0.3592,-0.0018,rR3e(31),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003289,C2,4662.2977,4663.6029,0.7163,-0.673,VALD3,AMBIGUOUS(4),,,,,NO
gf_003290,C2,4662.4882,4663.7935,0.5827,-0.1459,VALD3,AMBIGUOUS(2),,,,,NO
gf_003291,C2,4662.6961,4664.0014,0.5831,-0.473,VALD3,UNIQUE,-0.4725,-0.0005,rR3f(22),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003292,C2,4662.9889,4664.2943,0.7096,-0.651,VALD3,AMBIGUOUS(2),,,,,NO
gf_003293,C2,4663.2524,4664.5579,0.7101,-0.679,VALD3,AMBIGUOUS(2),,,,,NO
gf_003294,C2,4663.4954,4664.8009,0.7104,-0.705,VALD3,AMBIGUOUS(2),,,,,NO
gf_003295,C2,4663.552,4664.8576,0.404,0.0692,VALD3,AMBIGUOUS(3),,,,,NO
gf_003296,C2,4663.7259,4665.0315,1.2626,-0.115,VALD3,UNIQUE,-0.1163,+0.0013,pP3f(54),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003297,C2,4663.7604,4665.0660,1.1692,0.147,VALD3,AMBIGUOUS(3),,,,,NO
gf_003298,C2,4664.0159,4665.3216,0.5735,-0.456,VALD3,UNIQUE,-0.4547,-0.0013,rR1e(23),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003299,C2,4664.135,4665.4407,0.5739,-0.475,VALD3,UNIQUE,-0.4738,-0.0012,rR2f(22),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003300,C2,4664.186,4665.4917,0.4733,-0.0539,VALD3,AMBIGUOUS(2),,,,,NO
gf_003301,C2,4664.2944,4665.6002,0.5741,-0.493,VALD3,UNIQUE,-0.4920,-0.0010,rR3e(21),data/reference/cno_molecular_primary/c2_brooke2013/BrookeEtAl-C2-2013-JQSRT.zip,YES
gf_003302,C2,4664.3004,4665.6062,0.7041,-0.683,VALD3,AMBIGUOUS(3),,,,,NO
