line_id,species,wavelength_air_A,EP_eV,match,nist_grade,gf_sigma_dex,our_log_gf,nist_log_gf,delta_dex,action
gf_096773,N I,8758.21,11.603,UNIQUE,C,0.1249,-2.92,-2.9208,+0.0008,evidence attached; log_gf UNCHANGED
gf_096774,N I,8767.35,11.603,UNIQUE,C,0.1249,-2.55,-2.5528,+0.0028,evidence attached; log_gf UNCHANGED
gf_096775,N I,9020.69,11.603,UNIQUE,C,0.1249,-1.75,-1.7447,-0.0053,evidence attached; log_gf UNCHANGED
gf_096776,N I,9028.922,11.603,UNIQUE,C,0.1249,-0.106,-0.1057,-0.0003,evidence attached; log_gf UNCHANGED
gf_096777,N I,9045.878,12.357,UNIQUE,B,0.0458,0.439,0.4390,-0.0000,evidence attached; log_gf UNCHANGED
gf_096778,N I,9049.492,12.357,UNIQUE,B,0.0458,-0.858,-0.8582,+0.0002,evidence attached; log_gf UNCHANGED
gf_096779,N I,9049.889,12.357,UNIQUE,B,0.0458,0.283,0.2824,+0.0006,evidence attached; log_gf UNCHANGED
gf_096780,N I,9060.475,11.603,UNIQUE,C,0.1249,0.199,0.1987,+0.0003,evidence attached; log_gf UNCHANGED
gf_096781,N I,9187.453,12.357,UNIQUE,C+,0.0862,0.268,0.2681,-0.0001,evidence attached; log_gf UNCHANGED
gf_096782,N I,9187.863,12.357,UNIQUE,C+,0.0862,-0.874,-0.8742,+0.0002,evidence attached; log_gf UNCHANGED
gf_096783,N II,4700.032,27.734,UNIQUE,C+,0.0862,-0.613,-0.6135,+0.0005,evidence attached; log_gf UNCHANGED
gf_096784,N II,4779.722,20.646,UNIQUE,B,0.0458,-0.593,-0.5924,-0.0006,evidence attached; log_gf UNCHANGED
gf_096785,N II,4780.449,23.572,ABSENT,,,-1.38,,,no evidence attached
gf_096786,N II,4810.299,20.666,UNIQUE,B,0.0458,-1.084,-1.0830,-0.0010,evidence attached; log_gf UNCHANGED
gf_096787,N II,4859.257,25.066,ABSENT,,,-1.37,,,no evidence attached
gf_096788,N II,4860.167,20.646,UNIQUE,B+,0.0315,-1.481,-1.4815,+0.0005,evidence attached; log_gf UNCHANGED
gf_096789,N II,4860.611,27.746,UNIQUE,C+,0.0862,-1.967,-1.9666,-0.0004,evidence attached; log_gf UNCHANGED
gf_096790,N II,4968.992,26.015,ABSENT,,,-1.87,,,no evidence attached
gf_096791,N II,4970.228,26.015,ABSENT,,,-0.23,,,no evidence attached
gf_096792,N II,4970.49,25.14,ABSENT,,,-1.68,,,no evidence attached
gf_096793,N II,4979.869,25.996,ABSENT,,,-0.96,,,no evidence attached
gf_096794,N II,5010.621,18.466,UNIQUE,B,0.0458,-0.625,-0.6247,-0.0003,evidence attached; log_gf UNCHANGED
gf_096795,N II,5020.498,25.192,ABSENT,,,-1.59,,,no evidence attached
gf_096796,N II,5028.781,25.192,UNIQUE,C+,0.0862,-1.429,-1.4295,+0.0005,evidence attached; log_gf UNCHANGED
gf_096797,N II,5040.711,20.666,UNIQUE,A,0.0132,-2.158,-2.1575,-0.0005,evidence attached; log_gf UNCHANGED
gf_096798,N II,5089.863,26.074,ABSENT,,,-3.52,,,no evidence attached
gf_096799,N II,5099.105,26.074,ABSENT,,,-0.67,,,no evidence attached
gf_096800,N II,5109.963,25.236,ABSENT,,,-2.34,,,no evidence attached
gf_096801,N II,5130.676,25.201,ABSENT,,,-1.74,,,no evidence attached
gf_096802,N II,5138.8971,21.16,UNIQUE,C,0.1249,-2.7893,-4.4018,+1.6125,evidence attached; log_gf UNCHANGED
gf_096803,N II,5140.479,26.074,ABSENT,,,-0.7,,,no evidence attached
gf_096804,N II,5140.691,26.074,ABSENT,,,-3.67,,,no evidence attached
gf_096805,N II,5168.05,27.972,UNIQUE,C+,0.0862,-0.213,-0.2132,+0.0002,evidence attached; log_gf UNCHANGED
gf_096806,N II,5168.996,25.236,ABSENT,,,-1.07,,,no evidence attached
gf_096807,N II,5170.156,27.972,UNIQUE,C+,0.0862,-0.104,-0.1046,+0.0006,evidence attached; log_gf UNCHANGED
gf_096808,N II,5179.344,27.98,UNIQUE,C+,0.0862,0.497,0.4973,-0.0003,evidence attached; log_gf UNCHANGED
gf_096809,N II,5179.521,27.746,UNIQUE,C+,0.0862,0.675,0.6752,-0.0002,evidence attached; log_gf UNCHANGED
gf_096810,N II,5180.358,27.734,UNIQUE,C+,0.0862,-0.065,-0.0655,+0.0005,evidence attached; log_gf UNCHANGED
gf_096811,N II,5190.38,27.746,UNIQUE,C+,0.0862,-0.191,-0.1915,+0.0005,evidence attached; log_gf UNCHANGED
gf_096812,N II,5199.501,27.746,UNIQUE,C+,0.0862,-1.368,-1.3682,+0.0002,evidence attached; log_gf UNCHANGED
gf_096813,N II,5238.18,19.233,UNIQUE,B,0.0458,-4.186,-4.1864,+0.0004,evidence attached; log_gf UNCHANGED
gf_096814,N II,5240.857,25.066,UNIQUE,B,0.0458,-2.116,-2.1163,+0.0003,evidence attached; log_gf UNCHANGED
gf_096815,N II,5249.636,26.124,ABSENT,,,-1.17,,,no evidence attached
gf_096816,N II,5260.567,26.264,ABSENT,,,0.09,,,no evidence attached
gf_096817,N II,5320.202,27.975,UNIQUE,C+,0.0862,-0.272,-0.2716,-0.0004,evidence attached; log_gf UNCHANGED
gf_096818,N II,5320.958,27.972,UNIQUE,C+,0.0862,-0.272,-0.2725,+0.0005,evidence attached; log_gf UNCHANGED
gf_096819,N II,5327.756,27.975,UNIQUE,C+,0.0862,-1.004,-1.0044,+0.0004,evidence attached; log_gf UNCHANGED
gf_096820,N II,5328.284,21.149,ABSENT,,,-3.77,,,no evidence attached
gf_096821,N II,5338.729,27.975,UNIQUE,C+,0.0862,-0.257,-0.2557,-0.0013,evidence attached; log_gf UNCHANGED
gf_096822,N II,5340.207,27.98,UNIQUE,C+,0.0862,-0.257,-0.2567,-0.0003,evidence attached; log_gf UNCHANGED
gf_096823,N II,5351.232,27.98,UNIQUE,C+,0.0862,0.043,0.0438,-0.0008,evidence attached; log_gf UNCHANGED
gf_096824,N II,5390.688,20.94,UNIQUE,B+,0.0315,-2.575,-2.5750,-0.0000,evidence attached; log_gf UNCHANGED
gf_096825,N II,5440.265,25.14,ABSENT,,,-3.7,,,no evidence attached
gf_096826,N II,5478.086,21.153,UNIQUE,B+,0.0315,-0.93,-0.9296,-0.0004,evidence attached; log_gf UNCHANGED
gf_096827,N II,5480.05,21.16,UNIQUE,B+,0.0315,-0.711,-0.7111,+0.0001,evidence attached; log_gf UNCHANGED
gf_096828,N II,5528.309,25.189,ABSENT,,,-4.03,,,no evidence attached
gf_096829,N II,5530.242,25.498,UNIQUE,C+,0.0862,0.113,0.1123,+0.0007,evidence attached; log_gf UNCHANGED
gf_096830,N II,5540.061,25.491,UNIQUE,C+,0.0862,-0.557,-0.5567,-0.0003,evidence attached; log_gf UNCHANGED
gf_096831,N II,5588.594,23.243,UNIQUE,D,0.3010,-3.168,-3.1675,-0.0005,evidence attached; log_gf UNCHANGED
gf_096832,N II,5590.466,25.201,ABSENT,,,-4.14,,,no evidence attached
gf_096833,N II,5598.089,23.246,ABSENT,,,-3.7,,,no evidence attached
gf_096834,N II,5599.23,25.152,ABSENT,,,-4.97,,,no evidence attached
gf_096835,N II,5631.72,25.46,UNIQUE,B,0.0458,-0.774,-0.7734,-0.0006,evidence attached; log_gf UNCHANGED
gf_096836,N II,5638.561,25.14,ABSENT,,,-3.62,,,no evidence attached
gf_096837,N II,5679.56,18.483,UNIQUE,A,0.0132,0.225,0.2253,-0.0003,evidence attached; log_gf UNCHANGED
gf_096838,N II,5710.77,18.483,UNIQUE,A,0.0132,-0.542,-0.5421,+0.0001,evidence attached; log_gf UNCHANGED
gf_096839,N II,5730.66,18.483,UNIQUE,A,0.0132,-1.73,-1.7293,-0.0007,evidence attached; log_gf UNCHANGED
gf_096840,N II,5747.521,25.46,ABSENT,,,-1.33,,,no evidence attached
gf_096841,N II,5767.45,18.497,UNIQUE,B+,0.0315,-1.447,-1.4473,+0.0003,evidence attached; log_gf UNCHANGED
gf_096842,N II,5800.074,25.201,ABSENT,,,-4.06,,,no evidence attached
gf_096843,N II,5871.715,23.125,ABSENT,,,-4.07,,,no evidence attached
gf_096844,N II,5879.08,25.996,ABSENT,,,-1.43,,,no evidence attached
gf_096845,N II,5879.914,25.996,ABSENT,,,-1.04,,,no evidence attached
gf_096846,N II,5887.51,11.436,AMBIGUOUS(2),,,-7.9522,,,no evidence attached
gf_096847,N II,5887.86,11.436,UNIQUE,C,0.1249,-8.257,-8.2567,-0.0003,evidence attached; log_gf UNCHANGED
gf_096848,N II,5890.01,11.438,UNIQUE,C,0.1249,-8.403,-8.4029,-0.0001,evidence attached; log_gf UNCHANGED
gf_096849,N II,5890.53,11.438,UNIQUE,C,0.1249,-10.767,-10.7662,-0.0008,evidence attached; log_gf UNCHANGED
gf_096850,N II,5892.06,11.438,AMBIGUOUS(2),,,-8.1568,,,no evidence attached
gf_096851,N II,5892.31,25.996,ABSENT,,,-0.64,,,no evidence attached
gf_096852,N II,5892.4,11.438,UNIQUE,C,0.1249,-9.006,-9.0066,+0.0006,evidence attached; log_gf UNCHANGED
gf_096853,N II,5899.83,26.254,UNIQUE,C+,0.0862,-0.601,-0.6003,-0.0007,evidence attached; log_gf UNCHANGED
gf_096854,N II,5901.402,26.004,ABSENT,,,-2.26,,,no evidence attached
gf_096855,N II,5902.242,26.004,ABSENT,,,-2.05,,,no evidence attached
gf_096856,N II,5910.33,26.258,UNIQUE,C+,0.0862,-0.728,-0.7277,-0.0003,evidence attached; log_gf UNCHANGED
gf_096857,N II,5927.801,26.015,ABSENT,,,0.16,,,no evidence attached
gf_096858,N II,5927.81,21.149,UNIQUE,A,0.0132,-0.297,-0.2976,+0.0006,evidence attached; log_gf UNCHANGED
gf_096859,N II,5931.78,21.153,UNIQUE,A,0.0132,0.047,0.0477,-0.0007,evidence attached; log_gf UNCHANGED
gf_096860,N II,5932.342,26.015,ABSENT,,,-2.1,,,no evidence attached
gf_096861,N II,5940.24,21.153,UNIQUE,A,0.0132,-0.452,-0.4510,-0.0010,evidence attached; log_gf UNCHANGED
gf_096862,N II,5941.65,21.16,UNIQUE,A,0.0132,0.307,0.3064,+0.0006,evidence attached; log_gf UNCHANGED
gf_096863,N II,5952.39,21.16,UNIQUE,A,0.0132,-0.481,-0.4815,+0.0005,evidence attached; log_gf UNCHANGED
gf_096864,N II,5952.49,26.028,ABSENT,,,-2.91,,,no evidence attached
gf_096865,N II,5960.91,21.16,UNIQUE,A,0.0132,-1.685,-1.6851,+0.0001,evidence attached; log_gf UNCHANGED
gf_096866,N II,5968.204,26.004,ABSENT,,,-2.52,,,no evidence attached
gf_096867,N II,5968.414,26.028,ABSENT,,,-2.64,,,no evidence attached
gf_096868,N II,5969.683,26.004,ABSENT,,,-2.45,,,no evidence attached
gf_096869,N II,5970.381,26.004,ABSENT,,,-1.38,,,no evidence attached
gf_096870,N II,5981.187,26.028,ABSENT,,,-0.46,,,no evidence attached
gf_096871,N II,5990.67,23.132,UNIQUE,D,0.3010,-3.377,-3.3768,-0.0002,evidence attached; log_gf UNCHANGED
gf_096872,N II,5997.794,26.015,ABSENT,,,-2.11,,,no evidence attached
gf_096873,N II,5998.982,26.015,ABSENT,,,-3.53,,,no evidence attached
gf_096874,N II,6001.182,26.015,ABSENT,,,-3.27,,,no evidence attached
gf_096875,N II,6038.099,26.028,ABSENT,,,-3.27,,,no evidence attached
gf_096876,N II,6052.047,21.149,ABSENT,,,-2.82,,,no evidence attached
gf_096877,N II,6061.57,23.416,UNIQUE,D,0.3010,-3.503,-3.5031,+0.0001,evidence attached; log_gf UNCHANGED
gf_096878,N II,6078.716,23.197,ABSENT,,,-3.71,,,no evidence attached
gf_096879,N II,6081.571,26.067,ABSENT,,,-1.12,,,no evidence attached
gf_096880,N II,6088.775,26.074,ABSENT,,,-2.08,,,no evidence attached
gf_096881,N II,6091.283,26.07,ABSENT,,,-1.02,,,no evidence attached
gf_096882,N II,6092.177,26.07,ABSENT,,,-1.34,,,no evidence attached
gf_096883,N II,6097.911,26.074,ABSENT,,,-3.72,,,no evidence attached
gf_096884,N II,6118.804,26.074,ABSENT,,,-1.65,,,no evidence attached
gf_096885,N II,6150.75,23.125,UNIQUE,C+,0.0862,-1.086,-1.0862,+0.0002,evidence attached; log_gf UNCHANGED
gf_096886,N II,6162.478,26.07,ABSENT,,,-0.76,,,no evidence attached
gf_096887,N II,6170.16,23.125,UNIQUE,C+,0.0862,-0.311,-0.3111,+0.0001,evidence attached; log_gf UNCHANGED
gf_096888,N II,6178.378,26.074,ABSENT,,,-4.25,,,no evidence attached
gf_096889,N II,6209.42,23.24,UNIQUE,D,0.3010,-2.768,-2.7678,-0.0002,evidence attached; log_gf UNCHANGED
gf_096890,N II,6210.36,23.197,UNIQUE,D,0.3010,-3.54,-3.5406,+0.0006,evidence attached; log_gf UNCHANGED
gf_096891,N II,6218.69,23.243,UNIQUE,D,0.3010,-2.308,-2.3076,-0.0004,evidence attached; log_gf UNCHANGED
gf_096892,N II,6242.209,26.124,ABSENT,,,-1.13,,,no evidence attached
gf_096893,N II,6242.41,23.475,UNIQUE,B,0.0458,-0.053,-0.0511,-0.0019,evidence attached; log_gf UNCHANGED
gf_096894,N II,6243.066,26.124,ABSENT,,,-2.03,,,no evidence attached
gf_096895,N II,6248.908,21.149,ABSENT,,,-1.55,,,no evidence attached
gf_096896,N II,6258.779,26.124,ABSENT,,,-1.32,,,no evidence attached
gf_096897,N II,6259.723,26.124,ABSENT,,,-0.27,,,no evidence attached
gf_096898,N II,6260.256,26.13,ABSENT,,,-0.69,,,no evidence attached
gf_096899,N II,6261.119,26.13,ABSENT,,,-0.87,,,no evidence attached
gf_096900,N II,6270.945,26.133,ABSENT,,,-0.76,,,no evidence attached
gf_096901,N II,6272.196,21.149,ABSENT,,,-2.7,,,no evidence attached
gf_096902,N II,6289.155,25.46,ABSENT,,,-3.53,,,no evidence attached
gf_096903,N II,6309.25,21.16,UNIQUE,A,0.0132,-3.292,-3.2924,+0.0004,evidence attached; log_gf UNCHANGED
gf_096904,N II,6318.8,23.24,UNIQUE,B,0.0458,-2.044,-2.0443,+0.0003,evidence attached; log_gf UNCHANGED
gf_096905,N II,6328.4,23.243,UNIQUE,B,0.0458,-0.891,-0.8911,+0.0001,evidence attached; log_gf UNCHANGED
gf_096906,N II,6330.8,25.46,UNIQUE,B,0.0458,-1.233,-1.2328,-0.0002,evidence attached; log_gf UNCHANGED
gf_096907,N II,6339.405,23.197,ABSENT,,,-4.3,,,no evidence attached
gf_096908,N II,6340.58,23.246,UNIQUE,B,0.0458,-0.192,-0.1921,+0.0001,evidence attached; log_gf UNCHANGED
gf_096909,N II,6378.274,23.197,ABSENT,,,-2.16,,,no evidence attached
gf_096910,N II,6379.62,18.466,UNIQUE,B,0.0458,-1.191,-1.1904,-0.0006,evidence attached; log_gf UNCHANGED
gf_096911,N II,6399.15,23.197,UNIQUE,D,0.3010,-1.758,-1.7582,+0.0002,evidence attached; log_gf UNCHANGED
gf_096912,N II,6401.439,26.174,ABSENT,,,-2.89,,,no evidence attached
gf_096913,N II,6411.539,26.174,ABSENT,,,-0.16,,,no evidence attached
gf_096914,N II,6418.866,26.174,ABSENT,,,-2.99,,,no evidence attached
gf_096915,N II,6419.86,26.174,ABSENT,,,-1.94,,,no evidence attached
gf_096916,N II,6433.386,26.174,ABSENT,,,-0.75,,,no evidence attached
gf_096917,N II,6433.44,19.233,UNIQUE,D,0.3010,-3.421,-3.4191,-0.0019,evidence attached; log_gf UNCHANGED
gf_096918,N II,6472.43,19.233,UNIQUE,D,0.3010,-4.148,-4.1481,+0.0001,evidence attached; log_gf UNCHANGED
gf_096919,N II,6482.05,18.497,UNIQUE,B+,0.0315,-0.311,-0.3107,-0.0003,evidence attached; log_gf UNCHANGED
gf_096920,N II,6491.8,23.243,UNIQUE,B,0.0458,-1.615,-1.6144,-0.0006,evidence attached; log_gf UNCHANGED
gf_096921,N II,6499.728,26.174,ABSENT,,,-3.39,,,no evidence attached
gf_096922,N II,6500.556,26.174,ABSENT,,,-1.47,,,no evidence attached
gf_096923,N II,6522.33,23.24,UNIQUE,B,0.0458,-1.649,-1.6490,-0.0000,evidence attached; log_gf UNCHANGED
gf_096924,N II,6532.56,23.243,UNIQUE,B,0.0458,-0.931,-0.9318,+0.0008,evidence attached; log_gf UNCHANGED
gf_096925,N II,6560.2,24.368,UNIQUE,D,0.3010,-0.865,-0.8633,-0.0017,evidence attached; log_gf UNCHANGED
gf_096926,N II,6561.76,24.375,UNIQUE,D,0.3010,-0.771,-0.7708,-0.0002,evidence attached; log_gf UNCHANGED
gf_096927,N II,6582.6,24.375,UNIQUE,D,0.3010,-0.989,-0.9889,-0.0001,evidence attached; log_gf UNCHANGED
gf_096928,N II,6583.45,0.016,AMBIGUOUS(2),,,-10.0227,,,no evidence attached
gf_096929,N II,6599.5,26.203,ABSENT,,,-1.13,,,no evidence attached
gf_096930,N II,6600.94,25.46,UNIQUE,B,0.0458,-1.216,-1.2147,-0.0013,evidence attached; log_gf UNCHANGED
gf_096931,N II,6610.56,21.6,UNIQUE,B,0.0458,0.441,0.4409,+0.0001,evidence attached; log_gf UNCHANGED
gf_096932,N II,6613.62,24.389,UNIQUE,D,0.3010,-0.285,-0.2840,-0.0010,evidence attached; log_gf UNCHANGED
gf_096933,N II,6629.79,23.197,UNIQUE,C+,0.0862,-0.274,-0.2757,+0.0017,evidence attached; log_gf UNCHANGED
gf_096934,N II,6802.17,21.6,UNIQUE,D,0.3010,-4.525,-4.5258,+0.0008,evidence attached; log_gf UNCHANGED
gf_096935,N II,6809.98,23.416,UNIQUE,B,0.0458,-0.317,-0.3170,-0.0000,evidence attached; log_gf UNCHANGED
gf_096936,N II,6834.09,23.422,UNIQUE,B,0.0458,-0.465,-0.4660,+0.0010,evidence attached; log_gf UNCHANGED
gf_096937,N II,6869.58,28.497,UNIQUE,C+,0.0862,-0.051,-0.0506,-0.0004,evidence attached; log_gf UNCHANGED
gf_096938,N II,6941.75,23.416,UNIQUE,B,0.0458,-0.993,-0.9935,+0.0005,evidence attached; log_gf UNCHANGED
gf_096939,N II,6973.56,25.654,UNIQUE,B,0.0458,-1.242,-1.2418,-0.0002,evidence attached; log_gf UNCHANGED
gf_096940,N II,7000.94,23.422,UNIQUE,B,0.0458,-2.664,-2.6643,+0.0003,evidence attached; log_gf UNCHANGED
gf_096941,N II,7013.98,23.422,UNIQUE,B,0.0458,-1.655,-1.6548,-0.0002,evidence attached; log_gf UNCHANGED
gf_096942,N II,7014.73,23.425,UNIQUE,B,0.0458,-1.889,-1.8894,+0.0004,evidence attached; log_gf UNCHANGED
gf_096943,N II,7179.958,23.475,ABSENT,,,-3.94,,,no evidence attached
gf_096944,N II,7181.54,24.532,UNIQUE,D,0.3010,-3.32,-3.3215,+0.0015,evidence attached; log_gf UNCHANGED
gf_096945,N II,7214.71,23.416,UNIQUE,C,0.1249,-2.675,-2.6747,-0.0003,evidence attached; log_gf UNCHANGED
gf_096946,N II,7215.05,23.422,UNIQUE,C,0.1249,-1.227,-1.2262,-0.0008,evidence attached; log_gf UNCHANGED
gf_096947,N II,7241.78,23.422,UNIQUE,C,0.1249,-1.704,-1.7040,-0.0000,evidence attached; log_gf UNCHANGED
gf_096948,N II,7262.55,19.233,UNIQUE,D,0.3010,-6.473,-6.4737,+0.0007,evidence attached; log_gf UNCHANGED
gf_096949,N II,7391.023,23.475,ABSENT,,,-4.81,,,no evidence attached
gf_096950,N II,7443.911,23.475,ABSENT,,,-3.8,,,no evidence attached
gf_096951,N II,7450.95,23.572,UNIQUE,D,0.3010,-3.243,-3.2418,-0.0012,evidence attached; log_gf UNCHANGED
gf_096952,N II,7545.36,21.6,UNIQUE,C,0.1249,-2.713,-2.7133,+0.0003,evidence attached; log_gf UNCHANGED
gf_096953,N II,7554.56,23.425,UNIQUE,D,0.3010,-4.189,-4.1891,+0.0001,evidence attached; log_gf UNCHANGED
gf_096954,N II,7665.285,23.572,ABSENT,,,-3.42,,,no evidence attached
gf_096955,N II,7762.24,21.6,UNIQUE,B,0.0458,-0.416,-0.4162,+0.0002,evidence attached; log_gf UNCHANGED
gf_096956,N II,7906.08,23.572,UNIQUE,D,0.3010,-3.704,-3.7040,-0.0000,evidence attached; log_gf UNCHANGED
gf_096957,N II,8128.14,21.6,UNIQUE,C+,0.0862,-2.561,-2.5607,-0.0003,evidence attached; log_gf UNCHANGED
gf_096958,N II,8185.411,25.066,ABSENT,,,-3.52,,,no evidence attached
gf_096959,N II,8286.902,25.14,ABSENT,,,-2.5,,,no evidence attached
gf_096960,N II,8296.21,23.572,UNIQUE,B,0.0458,-1.144,-1.1427,-0.0013,evidence attached; log_gf UNCHANGED
gf_096961,N II,8438.74,22.103,UNIQUE,B,0.0458,-0.214,-0.2140,-0.0000,evidence attached; log_gf UNCHANGED
gf_096962,N II,8558.692,25.996,ABSENT,,,-0.71,,,no evidence attached
gf_096963,N II,8566.62,25.134,UNIQUE,C+,0.0862,-1.76,-1.7595,-0.0005,evidence attached; log_gf UNCHANGED
gf_096964,N II,8569.05,25.189,ABSENT,,,-2.73,,,no evidence attached
gf_096965,N II,8588.595,25.192,ABSENT,,,-1.58,,,no evidence attached
gf_096966,N II,8604.33,25.14,UNIQUE,C+,0.0862,-0.586,-0.5859,-0.0001,evidence attached; log_gf UNCHANGED
gf_096967,N II,8604.481,25.996,ABSENT,,,-0.65,,,no evidence attached
gf_096968,N II,8606.081,26.004,ABSENT,,,-2.33,,,no evidence attached
gf_096969,N II,8638.325,26.004,ABSENT,,,0.24,,,no evidence attached
gf_096970,N II,8649.438,26.004,ABSENT,,,-1.74,,,no evidence attached
gf_096971,N II,8660.45,25.134,UNIQUE,C+,0.0862,-0.589,-0.5884,-0.0006,evidence attached; log_gf UNCHANGED
gf_096972,N II,8676.09,25.152,UNIQUE,C+,0.0862,0.158,0.1590,-0.0010,evidence attached; log_gf UNCHANGED
gf_096973,N II,8687.43,20.677,UNIQUE,D,0.3010,-1.882,-1.8824,+0.0004,evidence attached; log_gf UNCHANGED
gf_096974,N II,8694.9,25.134,UNIQUE,C+,0.0862,-0.465,-0.4660,+0.0010,evidence attached; log_gf UNCHANGED
gf_096975,N II,8697.84,26.004,ABSENT,,,0.21,,,no evidence attached
gf_096976,N II,8698.99,25.14,UNIQUE,C+,0.0862,-0.114,-0.1135,-0.0005,evidence attached; log_gf UNCHANGED
gf_096977,N II,8710.542,26.015,ABSENT,,,0.78,,,no evidence attached
gf_096978,N II,8717.218,26.015,ABSENT,,,-1.52,,,no evidence attached
gf_096979,N II,8747.492,26.028,ABSENT,,,-2.34,,,no evidence attached
gf_096980,N II,8749.666,26.028,ABSENT,,,-2.2,,,no evidence attached
gf_096981,N II,8767.414,26.015,ABSENT,,,-1.77,,,no evidence attached
gf_096982,N II,8795.329,26.028,ABSENT,,,-2.26,,,no evidence attached
gf_096983,N II,8819.514,26.004,ABSENT,,,0.16,,,no evidence attached
gf_096984,N II,8846.431,26.028,ABSENT,,,0.31,,,no evidence attached
gf_096985,N II,8855.3,26.258,UNIQUE,C+,0.0862,-1.053,-1.0531,+0.0001,evidence attached; log_gf UNCHANGED
gf_096986,N II,8886.891,26.015,ABSENT,,,-1.02,,,no evidence attached
gf_096987,N II,8890.155,26.015,ABSENT,,,-2.46,,,no evidence attached
gf_096988,N II,8930.03,25.192,UNIQUE,C+,0.0862,-0.539,-0.5393,+0.0003,evidence attached; log_gf UNCHANGED
gf_096989,N II,8981.251,26.028,ABSENT,,,-0.67,,,no evidence attached
gf_096990,N II,8986.18,25.201,UNIQUE,C+,0.0862,-0.065,-0.0655,+0.0005,evidence attached; log_gf UNCHANGED
gf_096991,N II,8996.972,26.067,ABSENT,,,-0.76,,,no evidence attached
gf_096992,N II,9010.42,25.189,UNIQUE,C+,0.0862,-0.64,-0.6402,+0.0002,evidence attached; log_gf UNCHANGED
gf_096993,N II,9015.934,26.07,ABSENT,,,-0.89,,,no evidence attached
gf_096994,N II,9018.244,26.07,ABSENT,,,-1.22,,,no evidence attached
gf_096995,N II,9066.761,26.07,ABSENT,,,-1.18,,,no evidence attached
gf_096996,N II,9069.51,25.192,UNIQUE,C+,0.0862,-0.642,-0.6415,-0.0005,evidence attached; log_gf UNCHANGED
gf_096997,N II,9080.63,26.074,ABSENT,,,-3.61,,,no evidence attached
gf_096998,N II,9089.48,25.201,UNIQUE,C+,0.0862,-0.547,-0.5467,-0.0003,evidence attached; log_gf UNCHANGED
gf_096999,N II,9096.163,26.074,ABSENT,,,-0.15,,,no evidence attached
gf_097000,N II,9121.076,26.07,ABSENT,,,-0.26,,,no evidence attached
gf_097001,N II,9146.42,26.074,ABSENT,,,0.2,,,no evidence attached
gf_097002,N II,9150.832,26.074,ABSENT,,,-1.16,,,no evidence attached
gf_108710,O I,3947.295,9.1461,UNIQUE,B,0.0458,-2.095,-2.0942,-0.0008,evidence attached; log_gf UNCHANGED
gf_108711,O I,3947.481,9.1461,UNIQUE,B,0.0458,-2.244,-2.2441,+0.0001,evidence attached; log_gf UNCHANGED
gf_108712,O I,3947.586,9.1461,UNIQUE,B,0.0458,-2.467,-2.4666,-0.0004,evidence attached; log_gf UNCHANGED
gf_108713,O I,4368.2419,9.521,AMBIGUOUS(3),,,-1.709,,,no evidence attached
gf_108714,O I,4531.278,10.74,ABSENT,,,-2.92,,,no evidence attached
gf_108715,O I,4531.693,10.741,ABSENT,,,-2.69,,,no evidence attached
gf_108716,O I,4588.767,10.74,ABSENT,,,-2.76,,,no evidence attached
gf_108717,O I,4589.192,10.741,ABSENT,,,-2.54,,,no evidence attached
gf_108718,O I,4589.967,10.741,ABSENT,,,-2.39,,,no evidence attached
gf_108719,O I,4654.1182,10.74,AMBIGUOUS(3),,,-2.155,,,no evidence attached
gf_108720,O I,4654.558,10.741,AMBIGUOUS(3),,,-1.9331,,,no evidence attached
gf_108721,O I,4655.3567,10.741,AMBIGUOUS(3),,,-1.7876,,,no evidence attached
gf_108722,O I,4672.541,10.74,ABSENT,,,-2.59,,,no evidence attached
gf_108723,O I,4672.982,10.741,ABSENT,,,-2.36,,,no evidence attached
gf_108724,O I,4673.785,10.741,ABSENT,,,-2.22,,,no evidence attached
gf_108725,O I,4772.4495,10.74,AMBIGUOUS(3),,,-1.9221,,,no evidence attached
gf_108726,O I,4772.9125,10.741,AMBIGUOUS(3),,,-1.7005,,,no evidence attached
gf_108727,O I,4773.7527,10.741,AMBIGUOUS(3),,,-1.5545,,,no evidence attached
gf_108728,O I,4801.667,10.74,UNIQUE,C+,0.0862,-2.344,-2.3439,-0.0001,evidence attached; log_gf UNCHANGED
gf_108729,O I,4802.134,10.741,UNIQUE,C+,0.0862,-2.122,-2.1221,+0.0001,evidence attached; log_gf UNCHANGED
gf_108730,O I,4802.982,10.741,UNIQUE,C+,0.0862,-1.976,-1.9759,-0.0001,evidence attached; log_gf UNCHANGED
gf_108731,O I,4967.3786,10.74,AMBIGUOUS(3),,,-1.6299,,,no evidence attached
gf_108732,O I,4967.882,10.741,AMBIGUOUS(3),,,-1.4086,,,no evidence attached
gf_108733,O I,4968.7932,10.741,AMBIGUOUS(3),,,-1.2607,,,no evidence attached
gf_108734,O I,4979.952,10.989,ABSENT,,,-2.89,,,no evidence attached
gf_108735,O I,4980.0975,10.989,ABSENT,,,-2.591,,,no evidence attached
gf_108736,O I,5018.782,10.74,UNIQUE,C+,0.0862,-2.092,-2.0915,-0.0005,evidence attached; log_gf UNCHANGED
gf_108737,O I,5019.291,10.741,UNIQUE,C+,0.0862,-1.871,-1.8713,+0.0003,evidence attached; log_gf UNCHANGED
