species,element,ion,wavelength_air_A,excitation_potential_eV,log_gf,hfs_n_components,reference_code,gf_tier
Fe I,Fe,1,15549.0165,6.368,-2.944,1,K14,KURUCZ
Fe I,Fe,1,15549.2946,6.3981,-2.871,1,K14,KURUCZ
Fe I,Fe,1,15550.5475,6.1121,-3.096,1,K14,KURUCZ
Fe I,Fe,1,15552.2021,5.6207,-3.323,1,K14,KURUCZ
C I,C,1,15552.76,10.0831,-2.111,1,VALD3,VALD3
Ni I,Ni,1,15555.153510326847,5.2825,-0.5228899147631267,5,K08,KURUCZ
Ni I,Ni,1,15555.3746,5.4879,0.21799999999999997,1,K08,KURUCZ
H I,H,1,15556.466,12.7485,-1.166,1,VALD3,VALD3
Fe I,Fe,1,15556.6841,5.9303,-2.671,1,K14,KURUCZ
Si I,Si,1,15557.778399999997,5.9639,-0.81,1,K07,KURUCZ
S I,S,1,15558.303800000002,8.4114,-1.395,1,K04,KURUCZ
Fe I,Fe,1,15560.0376,6.6638,-2.654,1,K14,KURUCZ
Si I,Si,1,15561.251000000002,7.0399,-1.456,1,K07,KURUCZ
C I,C,1,15561.67,10.0813,-2.402,1,VALD3,VALD3
Fe I,Fe,1,15563.3344,6.3417,-2.53,1,K14,KURUCZ
Fe I,Fe,1,15567.5004,6.4399,-1.995,1,K14,KURUCZ
V I,V,1,15567.725264455636,3.2149999999999994,-0.5707598496069636,11,K09,KURUCZ
V I,V,1,15568.0679,3.215,-2.625,1,K09,KURUCZ
Si I,Si,1,15568.1864,7.1079,-2.778,1,K07,KURUCZ
Fe I,Fe,1,15568.334299999999,5.8834,-2.55,1,K14,KURUCZ
Co I,Co,1,15569.45814726679,5.7498,-1.1262767942313963,4,K08,KURUCZ
Co I,Co,1,15569.897989836873,5.7498,-1.3766084996002408,4,K08,KURUCZ
Mg I,Mg,1,15570.051000000001,6.779,-2.029625539783665,2,KP,OTHER
Co I,Co,1,15570.136222348257,5.7498,-1.734197303792866,4,K08,KURUCZ
Mg I,Mg,1,15570.574999999999,6.779,-2.179609849768469,2,KP,OTHER
Mg I,Mg,1,15570.689000000002,6.779,-3.34,1,KP,OTHER
Mg I,Mg,1,15570.82,6.7791,-1.9,1,KP,OTHER
Ti I,Ti,1,15572.6291,4.6692,0.002000000000000027,1,K16,KURUCZ
Fe I,Fe,1,15574.0701,6.3109,-2.323,1,K14,KURUCZ
Fe I,Fe,1,15576.5331,6.281,-2.844,1,K14,KURUCZ
Fe I,Fe,1,15577.8753,6.4405,-2.389,1,K14,KURUCZ
Fe I,Fe,1,15579.0769,6.323,-2.123,1,K14,KURUCZ
Fe I,Fe,1,15581.8669,5.3852,-3.829,1,K14,KURUCZ
N I,N,1,15582.287,12.1264,-0.01999999999999998,1,VALD3,VALD3
Ti I,Ti,1,15582.318700000002,4.4088,-1.142,1,K16,KURUCZ
Fe I,Fe,1,15585.3698,6.3597,-2.827,1,K14,KURUCZ
Ni I,Ni,1,15589.02,5.447,-2.75,1,K08,KURUCZ
Ti I,Ti,1,15590.3352,5.1849,-0.23099999999999998,1,K16,KURUCZ
Si I,Si,1,15591.8403,6.2694,-3.319,1,K07,KURUCZ
Fe I,Fe,1,15593.229,5.8793,-3.352,1,K14,KURUCZ
Ca I,Ca,1,15593.7178,5.0261,-1.626,1,K07,KURUCZ
Fe I,Fe,1,15595.9924,5.7956,-2.81,1,K14,KURUCZ
Fe I,Fe,1,15596.5861,6.8843,-1.697,1,K14,KURUCZ
C I,C,1,15597.0,10.0854,-1.635,1,VALD3,VALD3
Mg I,Mg,1,15597.326,6.7262,-2.18,1,KP,OTHER
Ti I,Ti,1,15599.1316,4.6897,-0.501,1,K16,KURUCZ
C I,C,1,15602.33,10.0813,-2.209,1,VALD3,VALD3
Ti I,Ti,1,15602.841900000001,2.2674,-1.435,1,K16,KURUCZ
Mg I,Mg,1,15603.753000000002,6.7265,-2.66,1,KP,OTHER
Ni I,Ni,1,15603.761999999999,5.3025,-2.777,1,K08,KURUCZ
Ni I,Ni,1,15603.934400000002,5.3025,-2.363,1,K08,KURUCZ
Ti I,Ti,1,15604.887700000001,5.1849,-0.15200000000000002,1,K16,KURUCZ
Ni I,Ni,1,15605.682714415716,5.3053,0.017110085236873365,5,K08,KURUCZ
Ca I,Ca,1,15609.9948,5.1675,-2.097,1,K07,KURUCZ
Fe I,Fe,1,15616.3736,6.4609,-2.107,1,K14,KURUCZ
Si I,Si,1,15617.6007,7.1133,-2.396,1,K07,KURUCZ
Si I,Si,1,15618.3083,7.1133,-2.963,1,K07,KURUCZ
Y I,Y,1,15619.957900000001,2.2936,-0.526,1,K06,KURUCZ
Fe I,Fe,1,15621.241700000002,6.3503,-2.84,1,K14,KURUCZ
Fe I,Fe,1,15621.5956,6.7034,-2.135,1,K14,KURUCZ
Fe I,Fe,1,15627.4905,6.5472,-2.71,1,K14,KURUCZ
Si I,Si,1,15631.4758,7.1252,-1.889,1,K07,KURUCZ
Ni I,Ni,1,15632.630262967985,5.3053,0.12511008523687323,5,K08,KURUCZ
Cr I,Cr,1,15635.203899999999,6.7784,-0.452,1,K16,KURUCZ
Fe II,Fe,2,15637.2362,6.7239,-2.707,1,RU,OTHER
Fe I,Fe,1,15638.0238,5.5068,-3.318,1,K14,KURUCZ
C I,C,1,15638.319999999998,10.0831,-2.335,1,VALD3,VALD3
Si I,Si,1,15638.4715,6.7341,-2.007,1,K07,KURUCZ
Fe I,Fe,1,15639.6972,6.3515,-2.816,1,K14,KURUCZ
Ni I,Ni,1,15641.0038,6.0982,-2.162,1,K08,KURUCZ
Mg I,Mg,1,15643.38,6.7827,-2.35,1,KP,OTHER
Al I,Al,1,15645.378,4.9931,-2.288,1,K75,KURUCZ
Si I,Si,1,15645.4147,7.1133,-1.561,1,K07,KURUCZ
Si I,Si,1,15645.843200000001,7.166,-1.238,1,K07,KURUCZ
Fe I,Fe,1,15647.4129,6.3292,-2.292,1,K14,KURUCZ
Si I,Si,1,15650.563,7.2297,-1.102,1,K07,KURUCZ
Fe I,Fe,1,15655.685400000002,6.4258,-2.356,1,K14,KURUCZ
C I,C,1,15655.929999999998,10.0831,-2.212,1,VALD3,VALD3
Ti I,Ti,1,15656.232100000001,5.1719,-0.434,1,K16,KURUCZ
Fe I,Fe,1,15659.280299999999,6.5608,-2.59,1,K14,KURUCZ
Cr I,Cr,1,15659.4545,4.3888,-2.149,1,K16,KURUCZ
Al I,Al,1,15659.855,4.9938,-1.987,1,K75,KURUCZ
Mg I,Mg,1,15660.259,6.779,-3.45,1,KP,OTHER
Mg I,Mg,1,15660.375,6.779,-2.06,1,KP,OTHER
Fe I,Fe,1,15661.623100000003,4.7955,-3.837,1,K14,KURUCZ
S I,S,1,15662.334700000001,9.9336,-0.789,1,K04,KURUCZ
Ni I,Ni,1,15668.7564,6.3387,-1.879,1,K08,KURUCZ
Ti I,Ti,1,15670.1563,5.2096,-0.424,1,K16,KURUCZ
Fe I,Fe,1,15672.119,6.6417,-2.407,1,K14,KURUCZ
Fe I,Fe,1,15672.657100000002,6.2461,-2.607,1,K14,KURUCZ
Fe I,Fe,1,15673.205000000002,6.6417,-2.579,1,K14,KURUCZ
S I,S,1,15673.3082,8.4173,-2.098,1,K04,KURUCZ
Mn I,Mn,1,15673.606012112412,5.1334,-0.9549439952913784,10,BXPNL,OTHER
Mn I,Mn,1,15673.8658,5.1334,-1.387,1,BXPNL,OTHER
Mn I,Mn,1,15673.9833,5.1335,-1.175,1,BXPNL,OTHER
Si I,Si,1,15674.652399999999,7.0644,-1.332,1,K07,KURUCZ
Fe I,Fe,1,15678.020100000002,5.9004,-2.649,1,K14,KURUCZ
Si I,Si,1,15678.5192,7.1252,-2.947,1,K07,KURUCZ
Fe I,Fe,1,15679.3774,5.8723,-3.378,1,K14,KURUCZ
Si I,Si,1,15679.982399999999,6.2739,-2.256,1,K07,KURUCZ
Cr I,Cr,1,15680.0684,4.6969,0.068,1,K16,KURUCZ
Fe I,Fe,1,15680.2209,6.5472,-1.904,1,K14,KURUCZ
N I,N,1,15682.874999999998,12.122,-0.47000000000000003,1,VALD3,VALD3
C I,C,1,15683.05,10.0854,-2.115,1,VALD3,VALD3
Fe I,Fe,1,15685.5965,5.9132,-2.631,1,K14,KURUCZ
Ti I,Ti,1,15685.9903,5.2096,-0.4000000000000001,1,K16,KURUCZ
Ti I,Ti,1,15688.831000000002,5.2097,0.121,1,K16,KURUCZ
Ti I,Ti,1,15692.0151,5.1914,-0.4680000000000001,1,K16,KURUCZ
Ti I,Ti,1,15692.0372,5.2097,0.417,1,K16,KURUCZ
Fe I,Fe,1,15692.7836,3.3965,-5.51,1,K14,KURUCZ
Mn I,Mn,1,15693.059033518579,5.133415384615385,-0.7066829825556142,13,K07,KURUCZ
Mg I,Mg,1,15693.372799228046,6.718999999999999,-0.7474402766118364,5,VALD3,VALD3
Mn I,Mn,1,15693.4713,5.1334,-3.054,1,K07,KURUCZ
Mg I,Mg,1,15693.555,6.719,-1.35,1,VALD3,VALD3
Mn I,Mn,1,15693.593,5.1335,-3.406,1,K07,KURUCZ
Fe I,Fe,1,15698.2688,6.6155,-2.471,1,K14,KURUCZ
Ti I,Ti,1,15698.9763,1.8871,-2.01,1,BLNP,OTHER
Ti I,Ti,1,15699.333800000002,5.3325,-0.166,1,K16,KURUCZ
Fe I,Fe,1,15700.0907,6.3292,-2.152,1,K14,KURUCZ
H I,H,1,15700.679,12.7485,-1.07,1,VALD3,VALD3
V I,V,1,15700.682481141608,3.2241,-0.4498878507483916,18,K09,KURUCZ
Fe I,Fe,1,15706.2448,6.2416,-2.918,1,K14,KURUCZ
S I,S,1,15708.2067,9.9336,-1.061,1,K04,KURUCZ
Ca I,Ca,1,15708.345,4.5322,-1.278,1,K07,KURUCZ
Fe I,Fe,1,15710.2185,6.0152,-2.801,1,K14,KURUCZ
P I,P,1,15711.522000000003,7.1758,-0.51,1,BSB,OTHER
Ti I,Ti,1,15715.5727,1.8732,-1.2,1,BLNP,OTHER
S I,S,1,15717.2207,9.9341,-0.906,1,K04,KURUCZ
Ni I,Ni,1,15720.7006,5.5142,-2.1,1,K08,KURUCZ
Ni I,Ni,1,15726.6358,5.5142,-0.758,1,K08,KURUCZ
C I,C,1,15727.43,9.6311,-0.682,1,VALD3,VALD3
Fe I,Fe,1,15728.4692,6.6628,-2.295,1,K14,KURUCZ
Fe I,Fe,1,15729.600200000003,2.6085,-6.398,1,K14,KURUCZ
Cl I,Cl,1,15729.838,10.4311,0.43,1,KP,OTHER
Ti II,Ti,2,15729.8848,8.1322,0.357,1,K16,KURUCZ
Fe I,Fe,1,15731.1917,6.3999,-2.413,1,K14,KURUCZ
Mg I,Mg,1,15733.907999999998,6.7827,-2.06,1,KP,OTHER
Fe I,Fe,1,15736.203499999998,6.3292,-2.859,1,K14,KURUCZ
S I,S,1,15736.3942,9.9336,-0.9,1,K04,KURUCZ
Fe I,Fe,1,15738.3141,6.5232,-1.971,1,K14,KURUCZ
Fe II,Fe,2,15739.292800000001,6.7291,-3.461,1,RU,OTHER
Mg I,Mg,1,15740.706,5.9315,-0.21200000000000002,1,VALD3,VALD3
Si I,Si,1,15743.573400000001,7.0399,-1.737,1,K07,KURUCZ
Mn I,Mn,1,15743.919549140543,5.133407142857143,-0.4533343933407944,14,K07,KURUCZ
Mn I,Mn,1,15744.2821,5.1335,-1.794,1,K07,KURUCZ
Fe I,Fe,1,15745.1777,5.6066,-3.445,1,K14,KURUCZ
Fe I,Fe,1,15746.1572,5.9279,-2.792,1,K14,KURUCZ
Fe II,Fe,2,15748.394600000001,10.6001,-0.499,1,RU,OTHER
Fe I,Fe,1,15748.4442,6.6638,-2.398,1,K14,KURUCZ
Mg I,Mg,1,15748.886,5.932,-0.338,1,VALD3,VALD3
Mg I,Mg,1,15748.988,5.932,0.13999999999999999,1,VALD3,VALD3
Mn I,Mn,1,15749.5433,6.1486,0.238,1,K07,KURUCZ
Ti I,Ti,1,15751.0867,5.2139,-0.4680000000000001,1,K16,KURUCZ
Ni I,Ni,1,15753.606,5.4692,-0.602,1,K08,KURUCZ
Fe I,Fe,1,15755.6816,6.323,-2.914,1,K14,KURUCZ
Fe I,Fe,1,15756.9406,6.281,-2.699,1,K14,KURUCZ
Co II,Co,2,15758.220500000001,5.0455,-3.333858413362822,3,K06,KURUCZ
Co II,Co,2,15758.349199999999,5.0455,-3.400981092034559,3,K06,KURUCZ
Co II,Co,2,15758.557121541951,5.045499999999999,-3.003134210680381,14,K06,KURUCZ
Ca I,Ca,1,15758.783600000002,4.5347,-2.639,1,K07,KURUCZ
Mn I,Mn,1,15759.0792,6.2008,-1.303,1,K07,KURUCZ
Si I,Si,1,15760.3313,7.2297,-2.985,1,K07,KURUCZ
Ti I,Ti,1,15762.667199999998,5.1773,-0.24200000000000002,1,K16,KURUCZ
Fe I,Fe,1,15764.4245,6.4399,-2.719,1,K14,KURUCZ
Fe I,Fe,1,15764.508999999998,6.2517,-2.332,1,K14,KURUCZ
Mg I,Mg,1,15765.645,5.9328,-1.514,1,VALD3,VALD3
Mg I,Mg,1,15765.825055484653,5.9328,0.48238440270923366,2,VALD3,VALD3
Ti I,Ti,1,15767.2812,5.1773,-0.135,1,K16,KURUCZ
Fe I,Fe,1,15770.1316,6.5472,-2.044,1,K14,KURUCZ
Si I,Si,1,15771.6865,7.0693,-2.446,1,K07,KURUCZ
Fe I,Fe,1,15773.192,4.8349,-3.901,1,K14,KURUCZ
V I,V,1,15773.631099999999,2.1303,-3.833,1,K09,KURUCZ
V I,V,1,15773.7477,2.1303,-3.618,1,K09,KURUCZ
V I,V,1,15774.077277586552,2.1302999999999996,-2.08087551543616,20,K09,KURUCZ
Ti I,Ti,1,15774.8545,5.1954,-0.09199999999999998,1,K16,KURUCZ
Si I,Si,1,15778.9552,5.6135,-3.757,1,K07,KURUCZ
S I,S,1,15779.263999999997,9.2955,-0.5935664417120392,2,K04,KURUCZ
S I,S,1,15781.6553,9.2956,-0.7088245947948592,2,K04,KURUCZ
Fe I,Fe,1,15782.078900000002,5.5376,-3.284,1,K14,KURUCZ
S I,S,1,15784.3713,9.2957,-0.857964163732831,2,K04,KURUCZ
C I,C,1,15784.55,9.6311,-0.592,1,VALD3,VALD3
Fe I,Fe,1,15784.5781,6.2517,-2.866,1,K14,KURUCZ
C I,C,1,15784.919999999998,9.6311,-0.729,1,VALD3,VALD3
S I,S,1,15786.5398,9.2958,-1.0668987421594647,2,K04,KURUCZ
Si I,Si,1,15786.6644,7.123,-1.328,1,K07,KURUCZ
Mn I,Mn,1,15787.5719,6.1486,0.4119999999999999,1,K07,KURUCZ
S I,S,1,15787.9109,9.2959,-1.544,1,K04,KURUCZ
Fe I,Fe,1,15788.0306,6.3685,-2.255,1,K14,KURUCZ
Ti I,Ti,1,15791.3823,4.6897,0.07799999999999999,1,K16,KURUCZ
Fe I,Fe,1,15793.2558,6.6193,-1.878,1,K14,KURUCZ
Ni I,Ni,1,15794.4784,5.5068,-2.445,1,K08,KURUCZ
Ni I,Ni,1,15795.4766,5.8799,-2.128,1,K08,KURUCZ
Co I,Co,1,15795.821894092094,5.795725,-1.411197303792866,4,K08,KURUCZ
Co I,Co,1,15796.064861369274,5.79575,-1.0536084996002408,4,K08,KURUCZ
Co I,Co,1,15796.42120684969,5.795766666666666,-1.0957841812060158,3,K08,KURUCZ
Co I,Co,1,15796.5744,5.7958,-1.113,1,K08,KURUCZ
Fe I,Fe,1,15796.956700000002,6.2003,-2.908,1,K14,KURUCZ
Si I,Si,1,15797.440999999999,6.7606,-1.321,1,K07,KURUCZ
Mg I,Mg,1,15798.734,6.779,-2.059625539783665,2,KP,OTHER
Fe I,Fe,1,15798.9314,5.8793,-3.277,1,K14,KURUCZ
Mg I,Mg,1,15799.274,6.779,-2.209609849768469,2,KP,OTHER
Mg I,Mg,1,15799.391,6.779,-3.37,1,KP,OTHER
Mg I,Mg,1,15799.526,6.7791,-1.93,1,KP,OTHER
Si I,Si,1,15800.949,6.8031,-1.383,1,K07,KURUCZ
Fe I,Fe,1,15801.166299999999,5.9307,-3.042,1,K14,KURUCZ
Fe I,Fe,1,15801.938,6.5472,-2.788,1,K14,KURUCZ
Fe I,Fe,1,15803.941400000002,5.4907,-3.486,1,K14,KURUCZ
Fe I,Fe,1,15806.5151,6.277,-2.433,1,K14,KURUCZ
Si I,Si,1,15808.0548,7.2297,-0.727,1,K07,KURUCZ
Fe I,Fe,1,15808.8547,6.2771,-2.504,1,K14,KURUCZ
Si I,Si,1,15810.4473,7.0693,-0.925,1,K07,KURUCZ
Si I,Si,1,15810.957400000001,7.123,-3.089,1,K07,KURUCZ
Ti I,Ti,1,15811.3275,5.1954,0.017000000000000046,1,K16,KURUCZ
Si I,Si,1,15811.6826,7.123,-2.49,1,K07,KURUCZ
Si I,Si,1,15813.6534,7.1343,-1.921,1,K07,KURUCZ
Si I,Si,1,15813.7535,7.1343,-2.356,1,K07,KURUCZ
Ti I,Ti,1,15813.881099999999,5.1954,-0.382,1,K16,KURUCZ
Al I,Al,1,15815.072000000002,4.9931,-2.029,1,K75,KURUCZ
Fe I,Fe,1,15817.7668,5.5022,-3.216,1,K14,KURUCZ
Ni I,Ni,1,15823.1469,5.3025,-1.902,1,K08,KURUCZ
Si I,Si,1,15827.2126,7.0917,-0.654,1,K07,KURUCZ
Fe I,Fe,1,15827.824099999998,5.8834,-2.687,1,K14,KURUCZ
Al I,Al,1,15828.285000000002,4.9938,-1.774,1,K75,KURUCZ
Al I,Al,1,15829.864,4.9938,-2.728,1,K75,KURUCZ
Ni I,Ni,1,15832.047599999998,6.2971,-1.542,1,K08,KURUCZ
Si I,Si,1,15833.6022,6.2227,-0.18700000000000003,1,K07,KURUCZ
Ti I,Ti,1,15836.7902,1.8792,-2.12,1,BLNP,OTHER
Fe I,Fe,1,15836.9407,5.9279,-3.329,1,K14,KURUCZ
Si I,Si,1,15837.6332,7.123,-1.757,1,K07,KURUCZ
Si I,Si,1,15839.464899999999,7.123,-1.988,1,K07,KURUCZ
Si I,Si,1,15840.7851,6.7181,-2.839,1,K07,KURUCZ
Fe I,Fe,1,15842.3239,5.5237,-3.438,1,K14,KURUCZ
Fe I,Fe,1,15843.5516,5.5237,-3.3,1,K14,KURUCZ
Ce III,Ce,3,15847.5501,0.1895,-1.029,1,BRW,OTHER
Ti I,Ti,1,15848.2659,5.1971,-0.284,1,K16,KURUCZ
Co I,Co,1,15848.272599999998,6.0849,-0.825,1,K08,KURUCZ
Co I,Co,1,15848.47990646921,6.0849,-0.8982836391412254,2,K08,KURUCZ
Co I,Co,1,15848.648734399294,6.0849,-0.9848879597235083,3,K08,KURUCZ
Fe I,Fe,1,15848.7257,5.8279,-2.919,1,K14,KURUCZ
Co I,Co,1,15848.846245365714,6.0849,-0.7629754024845982,6,K08,KURUCZ
Si I,Si,1,15849.001999999999,6.7341,-1.482,1,K07,KURUCZ
Fe I,Fe,1,15849.7483,6.6119,-2.709,1,K14,KURUCZ
Fe I,Fe,1,15849.881500000001,6.3647,-2.236,1,K14,KURUCZ
Si I,Si,1,15851.5502,7.166,-1.994,1,K07,KURUCZ
C I,C,1,15852.580000000002,9.6311,-0.258,1,VALD3,VALD3
Ti I,Ti,1,15853.862899999998,5.2206,0.35,1,K16,KURUCZ
S I,S,1,15858.1079,9.8413,-0.4316963195296749,2,K04,KURUCZ
Cr I,Cr,1,15860.2187,4.6969,-0.06300000000000003,1,K16,KURUCZ
Si I,Si,1,15861.8015,7.1343,-2.27,1,K07,KURUCZ
Fe I,Fe,1,15862.8284,6.3061,-2.927,1,K14,KURUCZ
Fe I,Fe,1,15863.2563,6.3804,-2.599,1,K14,KURUCZ
Si I,Si,1,15864.0492,6.7181,-2.681,1,K07,KURUCZ
Mn I,Mn,1,15865.2224,6.1853,-1.295,1,K07,KURUCZ
Ti II,Ti,2,15865.4414,8.1143,0.16699999999999998,1,K16,KURUCZ
Fe I,Fe,1,15866.2598,5.8388,-3.017,1,K14,KURUCZ
Ti I,Ti,1,15867.0429,5.2206,-0.293,1,K16,KURUCZ
Cl I,Cl,1,15869.68,10.4015,0.54,1,KP,OTHER
Co I,Co,1,15870.749700000002,5.1114,-2.06,1,K08,KURUCZ
Co I,Co,1,15871.0462,5.1114,-0.997,1,K08,KURUCZ
Co I,Co,1,15871.219600000002,5.1113,-1.845,1,K08,KURUCZ
Co I,Co,1,15871.4791,5.1114,-1.133,1,K08,KURUCZ
Co I,Co,1,15871.6328,5.1113,-1.768,1,K08,KURUCZ
Co I,Co,1,15871.843947606754,5.11135,-1.2141743588071225,2,K08,KURUCZ
Co I,Co,1,15871.990400000002,5.1113,-1.757,1,K08,KURUCZ
Co I,Co,1,15872.158473095113,5.11135,-1.2958774208484998,2,K08,KURUCZ
Co I,Co,1,15872.2931,5.1113,-1.8,1,K08,KURUCZ
Co I,Co,1,15872.423669469797,5.1113,-1.3802338263257905,2,K08,KURUCZ
Co I,Co,1,15872.69018407265,5.1113,-1.0845709165789537,6,K08,KURUCZ
Co I,Co,1,15872.936283075238,5.1113,-1.497272179233258,3,K08,KURUCZ
Ti II,Ti,2,15873.8377,3.1235,-1.814,1,K16,KURUCZ
Mg I,Mg,1,15874.239,6.7827,-2.43,1,KP,OTHER
Fe I,Fe,1,15874.788000000002,5.3516,-3.243,1,K14,KURUCZ
Ti I,Ti,1,15875.360199999997,5.2206,0.42399999999999993,1,K16,KURUCZ
Fe I,Fe,1,15876.5981,6.5535,-2.405,1,K14,KURUCZ
Ti I,Ti,1,15877.770699999997,4.4893,-0.489,1,K16,KURUCZ
Ti I,Ti,1,15878.328,5.1719,-0.31,1,K16,KURUCZ
Mg I,Mg,1,15879.557896921768,5.945899999999999,-1.174258277575308,3,VALD3,VALD3
Si I,Si,1,15880.2322,7.0288,-2.652,1,K07,KURUCZ
Ca I,Ca,1,15880.5425,5.0486,-1.389,1,K07,KURUCZ
H I,H,1,15880.559,12.7485,-0.966,1,KCN,OTHER
Fe I,Fe,1,15881.8317,5.8834,-3.305,1,K14,KURUCZ
Fe I,Fe,1,15884.451,6.62,-2.707,1,K14,KURUCZ
Si I,Si,1,15884.4535,5.9537,-0.826,1,K07,KURUCZ
Fe I,Fe,1,15884.852300000002,6.4149,-2.629,1,K14,KURUCZ
Mg I,Mg,1,15886.206253821809,5.9459,-1.3960309465378022,2,VALD3,VALD3
Fe I,Fe,1,15886.4779,6.306,-2.274,1,K14,KURUCZ
O I,O,1,15887.692142970882,12.286,-0.43702466559417785,3,VALD3,VALD3
Si I,Si,1,15888.4094,5.0823,0.063,1,K07,KURUCZ
Si I,Si,1,15888.8538,7.1252,-1.895,1,K07,KURUCZ
O I,O,1,15889.492225537912,12.286,-0.25510048358687,2,VALD3,VALD3
Mg I,Mg,1,15889.521,5.9459,-1.873,1,VALD3,VALD3
Si I,Si,1,15890.704999999998,6.7206,-2.057,1,K07,KURUCZ
Ti I,Ti,1,15891.3188,3.727,-1.554,1,K16,KURUCZ
Fe I,Fe,1,15892.071600000001,6.3666,-2.965,1,K14,KURUCZ
Fe I,Fe,1,15892.240900000003,6.3253,-2.974,1,K14,KURUCZ
O I,O,1,15892.590053020473,12.2862,-0.08183012591216966,2,VALD3,VALD3
Fe I,Fe,1,15892.622399999998,6.3666,-2.872,1,K14,KURUCZ
Ti I,Ti,1,15892.9331,5.2227,-0.227,1,K16,KURUCZ
Fe I,Fe,1,15893.4182,5.9307,-3.351,1,K14,KURUCZ
Cr I,Cr,1,15896.2158,5.2344,-1.679,1,K16,KURUCZ
Fe I,Fe,1,15898.089,6.3416,-2.417,1,K14,KURUCZ
Si I,Si,1,15898.1067,7.1038,-2.732,1,K07,KURUCZ
Fe I,Fe,1,15898.2457,6.3417,-2.213,1,K14,KURUCZ
Si I,Si,1,15899.7097,6.7606,-0.934,1,K07,KURUCZ
Fe I,Fe,1,15902.420899999997,6.62,-2.532,1,K14,KURUCZ
Mg I,Mg,1,15902.68,6.726,-1.9,1,KCN,OTHER
Si I,Si,1,15903.8452,7.0299,-2.832,1,K07,KURUCZ
Si I,Si,1,15904.7561,7.0299,-3.013,1,K07,KURUCZ
Ti I,Ti,1,15904.7991,5.1849,0.143,1,K16,KURUCZ
Ti I,Ti,1,15905.8442,5.2022,-0.35,1,K16,KURUCZ
Mg I,Mg,1,15905.910000000002,6.7262,-1.421780678203967,2,VALD3,VALD3
Co I,Co,1,15908.175253452304,5.26115,-0.6948978738325069,16,K08,KURUCZ
Fe I,Fe,1,15908.7119,6.2517,-2.407,1,K14,KURUCZ
Fe I,Fe,1,15908.9879,6.3083,-2.586,1,K14,KURUCZ
Ti I,Ti,1,15910.1322,5.1719,0.36499999999999994,1,K16,KURUCZ
Co I,Co,1,15910.450699999998,5.1972,-2.073,1,K08,KURUCZ
Co I,Co,1,15910.74418389833,5.1972,-1.0908237530858376,2,K08,KURUCZ
Co I,Co,1,15910.942886199484,5.1972,-1.2243328419545352,2,K08,KURUCZ
Co I,Co,1,15911.113331896398,5.1972,-1.3767651861695567,2,K08,KURUCZ
Co I,Co,1,15911.257368491868,5.1972,-1.4411180874170388,3,K08,KURUCZ
Co I,Co,1,15911.492875166245,5.1972000000000005,-1.0129103899571366,11,K08,KURUCZ
Fe I,Fe,1,15911.991,6.3803,-2.18,1,K14,KURUCZ
Mg I,Mg,1,15912.593380531272,6.726499999999999,-1.1869249667009005,3,VALD3,VALD3
Mg I,Mg,1,15912.83,6.7265,-1.276,1,VALD3,VALD3
Si I,Si,1,15913.7665,7.1252,-3.159,1,K07,KURUCZ
Fe I,Fe,1,15913.8273,6.409,-2.41,1,K14,KURUCZ
Si I,Si,1,15914.1161,6.7206,-1.277,1,K07,KURUCZ
Co I,Co,1,15914.156399420024,5.3061,-1.695114744460168,2,K08,KURUCZ
Co I,Co,1,15914.423358065236,5.3061,-1.5489882059948001,3,K08,KURUCZ
Fe I,Fe,1,15914.5265,5.9665,-3.04,1,K14,KURUCZ
Co I,Co,1,15914.77929472513,5.3061,-1.4400368291701342,3,K08,KURUCZ
Mg I,Mg,1,15915.020999999999,6.779,-3.48,1,KP,OTHER
Mg I,Mg,1,15915.14,6.779,-2.08,1,KP,OTHER
Co I,Co,1,15915.224259316332,5.3061,-1.3525634880720692,2,K08,KURUCZ
Ti I,Ti,1,15915.2334,5.2022,-0.414,1,K16,KURUCZ
Ti I,Ti,1,15916.8399,5.1849,-0.341,1,K16,KURUCZ
Ti I,Ti,1,15919.3364,4.4754,-0.454,1,K16,KURUCZ
Ti I,Ti,1,15920.571,5.1849,-0.21100000000000002,1,K16,KURUCZ
Fe I,Fe,1,15920.6369,6.62,-2.317,1,K14,KURUCZ
Fe I,Fe,1,15920.829599999997,6.5007,-2.313,1,K14,KURUCZ
Fe I,Fe,1,15921.5066,6.306,-2.758,1,K14,KURUCZ
Ni I,Ni,1,15921.5852,5.8799,-2.072,1,K08,KURUCZ
Ni I,Ni,1,15921.7424,5.5142,-1.153,1,K08,KURUCZ
Fe I,Fe,1,15921.996,6.6714,-2.316,1,K14,KURUCZ
V I,V,1,15924.821344285017,2.137714285714286,-1.1081361218316672,21,K09,KURUCZ
Fe I,Fe,1,15926.4146,6.275,-2.77,1,K14,KURUCZ
V I,V,1,15928.921799999998,4.6498,-1.899,1,K09,KURUCZ
V I,V,1,15929.392830675717,4.6498,0.15524015039303624,11,K09,KURUCZ
Ni I,Ni,1,15930.6173,6.1716,-1.575,1,K08,KURUCZ
Fe I,Fe,1,15930.8001,6.7271,-1.917,1,K14,KURUCZ
S I,S,1,15932.6636,9.845,-0.6463404549959899,2,K04,KURUCZ
Fe I,Fe,1,15936.173599999998,5.8283,-2.827,1,K14,KURUCZ
V I,V,1,15939.87818825621,3.2386999999999997,-0.3529602424776095,21,K09,KURUCZ
