wavenumber_cm-1,wavelength_vac_A,wavelength_air_A,intensity
4311.635,23193.0579,23186.7299,0.995592
4311.64,23193.031,23186.7031,0.994581
4311.645,23193.0041,23186.6762,0.993863
4311.65,23192.9772,23186.6493,0.993542
4311.655,23192.9503,23186.6224,0.993695
4311.66,23192.9234,23186.5955,0.994353
4311.665,23192.8965,23186.5686,0.99549
4311.67,23192.8696,23186.5417,0.997032
4311.675,23192.8427,23186.5148,0.998858
4311.68,23192.8158,23186.4879,1.000816
4311.685,23192.7889,23186.4611,1.002736
4311.69,23192.762,23186.4342,1.004452
4311.695,23192.7351,23186.4073,1.005813
4311.7,23192.7082,23186.3804,1.006709
4311.705,23192.6813,23186.3535,1.007061
4311.71,23192.6544,23186.3266,1.006846
4311.715,23192.6275,23186.2997,1.006085
4311.72,23192.6006,23186.2728,1.004831
4311.725,23192.5737,23186.246,1.003178
4311.73,23192.5468,23186.2191,1.001231
4311.735,23192.5199,23186.1922,0.999104
4311.74,23192.4931,23186.1653,0.996906
4311.745,23192.4662,23186.1384,0.994733
4311.75,23192.4393,23186.1115,0.992662
4311.755,23192.4124,23186.0846,0.990753
4311.76,23192.3855,23186.0577,0.989051
4311.765,23192.3586,23186.0309,0.987588
4311.77,23192.3317,23186.004,0.9864
4311.775,23192.3048,23185.9771,0.985515
4311.78,23192.2779,23185.9502,0.98498
4311.785,23192.251,23185.9233,0.984835
4311.79,23192.2241,23185.8964,0.98513
4311.795,23192.1972,23185.8695,0.985895
4311.8,23192.1703,23185.8427,0.98715
4311.805,23192.1434,23185.8158,0.98887
4311.81,23192.1165,23185.7889,0.99099
4311.815,23192.0896,23185.762,0.993398
4311.82,23192.0627,23185.7351,0.995936
4311.825,23192.0359,23185.7082,0.998422
4311.83,23192.009,23185.6813,1.000657
4311.835,23191.9821,23185.6544,1.002462
4311.84,23191.9552,23185.6276,1.003687
4311.845,23191.9283,23185.6007,1.004237
4311.85,23191.9014,23185.5738,1.004073
4311.855,23191.8745,23185.5469,1.003213
4311.86,23191.8476,23185.52,1.001726
4311.865,23191.8207,23185.4931,0.999707
4311.87,23191.7938,23185.4662,0.997258
4311.875,23191.7669,23185.4394,0.994463
4311.88,23191.74,23185.4125,0.991375
4311.885,23191.7131,23185.3856,0.988001
4311.89,23191.6862,23185.3587,0.984313
4311.895,23191.6594,23185.3318,0.980248
4311.9,23191.6325,23185.3049,0.975731
4311.905,23191.6056,23185.278,0.970708
4311.91,23191.5787,23185.2512,0.965181
4311.915,23191.5518,23185.2243,0.959222
4311.92,23191.5249,23185.1974,0.953002
4311.925,23191.498,23185.1705,0.946788
4311.93,23191.4711,23185.1436,0.940927
4311.935,23191.4442,23185.1167,0.935812
4311.94,23191.4173,23185.0899,0.931825
4311.945,23191.3904,23185.063,0.9293
4311.95,23191.3635,23185.0361,0.928454
4311.955,23191.3366,23185.0092,0.92936
4311.96,23191.3098,23184.9823,0.931928
4311.965,23191.2829,23184.9554,0.935908
4311.97,23191.256,23184.9285,0.940919
4311.975,23191.2291,23184.9017,0.9465
4311.98,23191.2022,23184.8748,0.952163
4311.985,23191.1753,23184.8479,0.957453
4311.99,23191.1484,23184.821,0.961995
4311.995,23191.1215,23184.7941,0.965538
4312.0,23191.0946,23184.7672,0.967961
4312.005,23191.0677,23184.7404,0.969275
4312.01,23191.0408,23184.7135,0.969608
4312.015,23191.0139,23184.6866,0.969173
4312.02,23190.9871,23184.6597,0.968226
4312.025,23190.9602,23184.6328,0.967037
4312.03,23190.9333,23184.6059,0.965856
4312.035,23190.9064,23184.5791,0.96489
4312.04,23190.8795,23184.5522,0.964287
4312.045,23190.8526,23184.5253,0.964129
4312.05,23190.8257,23184.4984,0.964427
4312.055,23190.7988,23184.4715,0.965141
4312.06,23190.7719,23184.4446,0.966181
4312.065,23190.745,23184.4178,0.967437
4312.07,23190.7181,23184.3909,0.968778
4312.075,23190.6913,23184.364,0.970099
4312.08,23190.6644,23184.3371,0.971313
4312.085,23190.6375,23184.3102,0.972379
4312.09,23190.6106,23184.2833,0.973287
4312.095,23190.5837,23184.2565,0.974078
4312.1,23190.5568,23184.2296,0.974814
4312.105,23190.5299,23184.2027,0.975581
4312.11,23190.503,23184.1758,0.976472
4312.115,23190.4761,23184.1489,0.977556
4312.12,23190.4492,23184.122,0.978893
4312.125,23190.4224,23184.0952,0.9805
4312.13,23190.3955,23184.0683,0.982365
4312.135,23190.3686,23184.0414,0.984444
4312.14,23190.3417,23184.0145,0.986657
4312.145,23190.3148,23183.9876,0.988909
4312.15,23190.2879,23183.9607,0.991094
4312.155,23190.261,23183.9339,0.993114
4312.16,23190.2341,23183.907,0.994891
4312.165,23190.2072,23183.8801,0.996381
4312.17,23190.1804,23183.8532,0.997564
4312.175,23190.1535,23183.8263,0.998477
4312.18,23190.1266,23183.7995,0.99917
4312.185,23190.0997,23183.7726,0.999721
4312.19,23190.0728,23183.7457,1.000215
4312.195,23190.0459,23183.7188,1.000711
4312.2,23190.019,23183.6919,1.001255
4312.205,23189.9921,23183.665,1.00185
4312.21,23189.9652,23183.6382,1.002458
4312.215,23189.9383,23183.6113,1.003007
4312.22,23189.9115,23183.5844,1.003405
4312.225,23189.8846,23183.5575,1.003556
4312.23,23189.8577,23183.5306,1.003377
4312.235,23189.8308,23183.5038,1.002823
4312.24,23189.8039,23183.4769,1.00189
4312.245,23189.777,23183.45,1.000629
4312.25,23189.7501,23183.4231,0.999139
4312.255,23189.7232,23183.3962,0.997548
4312.26,23189.6964,23183.3694,0.996004
4312.265,23189.6695,23183.3425,0.99465
4312.27,23189.6426,23183.3156,0.993606
4312.275,23189.6157,23183.2887,0.992963
4312.28,23189.5888,23183.2618,0.992769
4312.285,23189.5619,23183.235,0.993024
4312.29,23189.535,23183.2081,0.993689
4312.295,23189.5081,23183.1812,0.994685
4312.3,23189.4813,23183.1543,0.995897
4312.305,23189.4544,23183.1274,0.997195
4312.31,23189.4275,23183.1006,0.998436
4312.315,23189.4006,23183.0737,0.999474
4312.32,23189.3737,23183.0468,1.000181
4312.325,23189.3468,23183.0199,1.000462
4312.33,23189.3199,23182.993,1.000254
4312.335,23189.293,23182.9662,0.999547
4312.34,23189.2662,23182.9393,0.998387
4312.345,23189.2393,23182.9124,0.996866
4312.35,23189.2124,23182.8855,0.995125
4312.355,23189.1855,23182.8586,0.993331
4312.36,23189.1586,23182.8318,0.991672
4312.365,23189.1317,23182.8049,0.990325
4312.37,23189.1048,23182.778,0.989442
4312.375,23189.0779,23182.7511,0.989131
4312.38,23189.0511,23182.7242,0.989442
4312.385,23189.0242,23182.6974,0.990366
4312.39,23188.9973,23182.6705,0.991833
4312.395,23188.9704,23182.6436,0.993724
4312.4,23188.9435,23182.6167,0.995887
4312.405,23188.9166,23182.5898,0.998159
4312.41,23188.8897,23182.563,1.000375
4312.415,23188.8629,23182.5361,1.00239
4312.42,23188.836,23182.5092,1.004086
4312.425,23188.8091,23182.4823,1.005369
4312.43,23188.7822,23182.4554,1.006177
4312.435,23188.7553,23182.4286,1.006475
4312.44,23188.7284,23182.4017,1.006251
4312.445,23188.7015,23182.3748,1.00553
4312.45,23188.6747,23182.3479,1.004366
4312.455,23188.6478,23182.3211,1.002849
4312.46,23188.6209,23182.2942,1.001111
4312.465,23188.594,23182.2673,0.999312
4312.47,23188.5671,23182.2404,0.997631
4312.475,23188.5402,23182.2135,0.996252
4312.48,23188.5133,23182.1867,0.995336
4312.485,23188.4865,23182.1598,0.994994
4312.49,23188.4596,23182.1329,0.995275
4312.495,23188.4327,23182.106,0.996143
4312.5,23188.4058,23182.0791,0.997485
4312.505,23188.3789,23182.0523,0.999117
4312.51,23188.352,23182.0254,1.000811
4312.515,23188.3251,23181.9985,1.002322
4312.52,23188.2983,23181.9716,1.003428
4312.525,23188.2714,23181.9448,1.003961
4312.53,23188.2445,23181.9179,1.003839
4312.535,23188.2176,23181.891,1.003063
4312.54,23188.1907,23181.8641,1.001731
4312.545,23188.1638,23181.8373,1.000014
4312.55,23188.1369,23181.8104,0.998125
4312.555,23188.1101,23181.7835,0.996292
4312.56,23188.0832,23181.7566,0.994714
4312.565,23188.0563,23181.7297,0.993549
4312.57,23188.0294,23181.7029,0.992884
4312.575,23188.0025,23181.676,0.992732
4312.58,23187.9756,23181.6491,0.993044
4312.585,23187.9488,23181.6222,0.993722
4312.59,23187.9219,23181.5954,0.994646
4312.595,23187.895,23181.5685,0.995684
4312.6,23187.8681,23181.5416,0.996716
4312.605,23187.8412,23181.5147,0.997651
4312.61,23187.8143,23181.4879,0.99843
4312.615,23187.7875,23181.461,0.999018
4312.62,23187.7606,23181.4341,0.99942
4312.625,23187.7337,23181.4072,0.999656
4312.63,23187.7068,23181.3803,0.999764
4312.635,23187.6799,23181.3535,0.999792
4312.64,23187.653,23181.3266,0.999793
4312.645,23187.6262,23181.2997,0.999813
4312.65,23187.5993,23181.2728,0.999898
4312.655,23187.5724,23181.246,1.00008
4312.66,23187.5455,23181.2191,1.000386
4312.665,23187.5186,23181.1922,1.000829
4312.67,23187.4917,23181.1653,1.001401
4312.675,23187.4649,23181.1385,1.002084
4312.68,23187.438,23181.1116,1.002849
4312.685,23187.4111,23181.0847,1.003648
4312.69,23187.3842,23181.0578,1.004429
4312.695,23187.3573,23181.031,1.005127
4312.7,23187.3304,23181.0041,1.005683
4312.705,23187.3036,23180.9772,1.006041
4312.71,23187.2767,23180.9503,1.006155
4312.715,23187.2498,23180.9235,1.005996
4312.72,23187.2229,23180.8966,1.005551
4312.725,23187.196,23180.8697,1.004841
4312.73,23187.1691,23180.8428,1.003894
4312.735,23187.1423,23180.816,1.002767
4312.74,23187.1154,23180.7891,1.001525
4312.745,23187.0885,23180.7622,1.000249
4312.75,23187.0616,23180.7353,0.999022
4312.755,23187.0347,23180.7085,0.997923
4312.76,23187.0079,23180.6816,0.997024
4312.765,23186.981,23180.6547,0.996384
4312.77,23186.9541,23180.6278,0.996037
4312.775,23186.9272,23180.601,0.99599
4312.78,23186.9003,23180.5741,0.996226
4312.785,23186.8734,23180.5472,0.996702
4312.79,23186.8466,23180.5203,0.997358
4312.795,23186.8197,23180.4935,0.998121
4312.8,23186.7928,23180.4666,0.998929
4312.805,23186.7659,23180.4397,0.999728
4312.81,23186.739,23180.4128,1.000476
4312.815,23186.7122,23180.386,1.001153
4312.82,23186.6853,23180.3591,1.001761
4312.825,23186.6584,23180.3322,1.002303
4312.83,23186.6315,23180.3054,1.002792
4312.835,23186.6046,23180.2785,1.003243
4312.84,23186.5778,23180.2516,1.003656
4312.845,23186.5509,23180.2247,1.004027
4312.85,23186.524,23180.1979,1.004337
4312.855,23186.4971,23180.171,1.004563
4312.86,23186.4702,23180.1441,1.004681
4312.865,23186.4434,23180.1172,1.004669
4312.87,23186.4165,23180.0904,1.004513
4312.875,23186.3896,23180.0635,1.004228
4312.88,23186.3627,23180.0366,1.003824
4312.885,23186.3358,23180.0097,1.003345
4312.89,23186.3089,23179.9829,1.002833
4312.895,23186.2821,23179.956,1.002324
4312.9,23186.2552,23179.9291,1.00185
4312.905,23186.2283,23179.9023,1.001416
4312.91,23186.2014,23179.8754,1.001009
4312.915,23186.1745,23179.8485,1.000601
4312.92,23186.1477,23179.8216,1.000149
4312.925,23186.1208,23179.7948,0.999611
4312.93,23186.0939,23179.7679,0.998956
4312.935,23186.067,23179.741,0.998172
4312.94,23186.0401,23179.7141,0.997263
4312.945,23186.0133,23179.6873,0.996256
4312.95,23185.9864,23179.6604,0.995182
4312.955,23185.9595,23179.6335,0.994084
4312.96,23185.9326,23179.6067,0.992994
4312.965,23185.9058,23179.5798,0.991938
4312.97,23185.8789,23179.5529,0.990927
4312.975,23185.852,23179.526,0.989962
4312.98,23185.8251,23179.4992,0.989042
4312.985,23185.7982,23179.4723,0.988166
4312.99,23185.7714,23179.4454,0.98735
4312.995,23185.7445,23179.4186,0.986614
4313.0,23185.7176,23179.3917,0.986015
4313.005,23185.6907,23179.3648,0.985605
4313.01,23185.6638,23179.3379,0.985439
4313.015,23185.637,23179.3111,0.985557
4313.02,23185.6101,23179.2842,0.985972
4313.025,23185.5832,23179.2573,0.986646
4313.03,23185.5563,23179.2305,0.987492
4313.035,23185.5294,23179.2036,0.988383
4313.04,23185.5026,23179.1767,0.989165
4313.045,23185.4757,23179.1498,0.989677
4313.05,23185.4488,23179.123,0.989795
4313.055,23185.4219,23179.0961,0.989438
4313.06,23185.3951,23179.0692,0.988604
4313.065,23185.3682,23179.0424,0.987363
4313.07,23185.3413,23179.0155,0.985856
4313.075,23185.3144,23178.9886,0.984271
4313.08,23185.2875,23178.9617,0.982819
4313.085,23185.2607,23178.9349,0.981689
4313.09,23185.2338,23178.908,0.981036
4313.095,23185.2069,23178.8811,0.980933
4313.1,23185.18,23178.8543,0.981391
4313.105,23185.1532,23178.8274,0.982331
4313.11,23185.1263,23178.8005,0.983623
4313.115,23185.0994,23178.7737,0.985103
4313.12,23185.0725,23178.7468,0.986594
4313.125,23185.0456,23178.7199,0.987943
4313.13,23185.0188,23178.693,0.989032
4313.135,23184.9919,23178.6662,0.9898
4313.14,23184.965,23178.6393,0.990231
4313.145,23184.9381,23178.6124,0.990353
4313.15,23184.9113,23178.5856,0.99023
4313.155,23184.8844,23178.5587,0.989943
4313.16,23184.8575,23178.5318,0.989579
4313.165,23184.8306,23178.505,0.989224
4313.17,23184.8038,23178.4781,0.988951
4313.175,23184.7769,23178.4512,0.988814
4313.18,23184.75,23178.4243,0.988857
4313.185,23184.7231,23178.3975,0.989091
4313.19,23184.6962,23178.3706,0.98951
4313.195,23184.6694,23178.3437,0.990091
4313.2,23184.6425,23178.3169,0.990788
4313.205,23184.6156,23178.29,0.991547
4313.21,23184.5887,23178.2631,0.992319
4313.215,23184.5619,23178.2363,0.993049
4313.22,23184.535,23178.2094,0.993704
4313.225,23184.5081,23178.1825,0.994251
4313.23,23184.4812,23178.1557,0.994673
4313.235,23184.4544,23178.1288,0.994956
4313.24,23184.4275,23178.1019,0.99509
4313.245,23184.4006,23178.0751,0.99506
4313.25,23184.3737,23178.0482,0.994865
4313.255,23184.3469,23178.0213,0.994491
4313.26,23184.32,23177.9944,0.993936
4313.265,23184.2931,23177.9676,0.993217
4313.27,23184.2662,23177.9407,0.99235
4313.275,23184.2394,23177.9138,0.991378
4313.28,23184.2125,23177.887,0.990365
4313.285,23184.1856,23177.8601,0.989385
4313.29,23184.1587,23177.8332,0.988529
4313.295,23184.1319,23177.8064,0.98788
4313.3,23184.105,23177.7795,0.987524
4313.305,23184.0781,23177.7526,0.987533
4313.31,23184.0512,23177.7258,0.987939
4313.315,23184.0244,23177.6989,0.988762
4313.32,23183.9975,23177.672,0.989981
4313.325,23183.9706,23177.6452,0.991548
4313.33,23183.9437,23177.6183,0.993401
4313.335,23183.9169,23177.5914,0.995452
4313.34,23183.89,23177.5646,0.997615
4313.345,23183.8631,23177.5377,0.999805
4313.35,23183.8362,23177.5108,1.001941
4313.355,23183.8094,23177.484,1.003948
4313.36,23183.7825,23177.4571,1.005771
4313.365,23183.7556,23177.4302,1.007357
4313.37,23183.7287,23177.4034,1.008669
4313.375,23183.7019,23177.3765,1.009671
4313.38,23183.675,23177.3496,1.010346
4313.385,23183.6481,23177.3228,1.010674
4313.39,23183.6212,23177.2959,1.010664
4313.395,23183.5944,23177.269,1.010333
4313.4,23183.5675,23177.2422,1.009724
4313.405,23183.5406,23177.2153,1.008916
4313.41,23183.5137,23177.1884,1.008
4313.415,23183.4869,23177.1616,1.007088
4313.42,23183.46,23177.1347,1.006293
4313.425,23183.4331,23177.1078,1.005711
4313.43,23183.4062,23177.081,1.005416
4313.435,23183.3794,23177.0541,1.005429
4313.44,23183.3525,23177.0272,1.005731
4313.445,23183.3256,23177.0004,1.006255
4313.45,23183.2988,23176.9735,1.006902
4313.455,23183.2719,23176.9466,1.007559
4313.46,23183.245,23176.9198,1.008117
4313.465,23183.2181,23176.8929,1.008493
4313.47,23183.1913,23176.866,1.008632
4313.475,23183.1644,23176.8392,1.008533
4313.48,23183.1375,23176.8123,1.008224
4313.485,23183.1106,23176.7854,1.007767
4313.49,23183.0838,23176.7586,1.007235
4313.495,23183.0569,23176.7317,1.006705
4313.5,23183.03,23176.7048,1.006238
4313.505,23183.0031,23176.678,1.005869
4313.51,23182.9763,23176.6511,1.005612
4313.515,23182.9494,23176.6242,1.005449
4313.52,23182.9225,23176.5974,1.00535
4313.525,23182.8957,23176.5705,1.00528
4313.53,23182.8688,23176.5436,1.005204
4313.535,23182.8419,23176.5168,1.005103
4313.54,23182.815,23176.4899,1.004967
4313.545,23182.7882,23176.4631,1.0048
4313.55,23182.7613,23176.4362,1.004609
4313.555,23182.7344,23176.4093,1.004399
4313.56,23182.7076,23176.3825,1.004162
4313.565,23182.6807,23176.3556,1.003873
4313.57,23182.6538,23176.3287,1.003502
4313.575,23182.6269,23176.3019,1.003011
4313.58,23182.6001,23176.275,1.002357
4313.585,23182.5732,23176.2481,1.001519
4313.59,23182.5463,23176.2213,1.000499
4313.595,23182.5195,23176.1944,0.999317
4313.6,23182.4926,23176.1675,0.998027
4313.605,23182.4657,23176.1407,0.996705
4313.61,23182.4388,23176.1138,0.995436
4313.615,23182.412,23176.087,0.994307
4313.62,23182.3851,23176.0601,0.9934
4313.625,23182.3582,23176.0332,0.992777
4313.63,23182.3314,23176.0064,0.992478
4313.635,23182.3045,23175.9795,0.992508
4313.64,23182.2776,23175.9526,0.992846
4313.645,23182.2507,23175.9258,0.993445
4313.65,23182.2239,23175.8989,0.994226
4313.655,23182.197,23175.872,0.995109
4313.66,23182.1701,23175.8452,0.995999
4313.665,23182.1433,23175.8183,0.996805
4313.67,23182.1164,23175.7915,0.997451
4313.675,23182.0895,23175.7646,0.997871
4313.68,23182.0626,23175.7377,0.998038
4313.685,23182.0358,23175.7109,0.997948
4313.69,23182.0089,23175.684,0.997634
4313.695,23181.982,23175.6571,0.997154
4313.7,23181.9552,23175.6303,0.99659
4313.705,23181.9283,23175.6034,0.996036
4313.71,23181.9014,23175.5765,0.995586
4313.715,23181.8746,23175.5497,0.995322
4313.72,23181.8477,23175.5228,0.995308
4313.725,23181.8208,23175.496,0.995572
4313.73,23181.7939,23175.4691,0.996119
4313.735,23181.7671,23175.4422,0.996919
4313.74,23181.7402,23175.4154,0.997915
4313.745,23181.7133,23175.3885,0.999032
4313.75,23181.6865,23175.3616,1.000176
4313.755,23181.6596,23175.3348,1.00125
4313.76,23181.6327,23175.3079,1.002161
4313.765,23181.6059,23175.2811,1.002834
4313.77,23181.579,23175.2542,1.003213
4313.775,23181.5521,23175.2273,1.00328
4313.78,23181.5253,23175.2005,1.003055
4313.785,23181.4984,23175.1736,1.002598
4313.79,23181.4715,23175.1468,1.002017
4313.795,23181.4446,23175.1199,1.001445
4313.8,23181.4178,23175.093,1.00103
4313.805,23181.3909,23175.0662,1.000923
4313.81,23181.364,23175.0393,1.001244
4313.815,23181.3372,23175.0124,1.002077
4313.82,23181.3103,23174.9856,1.003429
4313.825,23181.2834,23174.9587,1.005248
4313.83,23181.2566,23174.9319,1.007402
4313.835,23181.2297,23174.905,1.00971
4313.84,23181.2028,23174.8781,1.011946
4313.845,23181.176,23174.8513,1.013893
4313.85,23181.1491,23174.8244,1.015353
4313.855,23181.1222,23174.7976,1.016189
4313.86,23181.0954,23174.7707,1.016337
4313.865,23181.0685,23174.7438,1.01582
4313.87,23181.0416,23174.717,1.014727
4313.875,23181.0147,23174.6901,1.013201
4313.88,23180.9879,23174.6633,1.011407
4313.885,23180.961,23174.6364,1.009501
4313.89,23180.9341,23174.6095,1.007609
4313.895,23180.9073,23174.5827,1.005803
4313.9,23180.8804,23174.5558,1.004112
4313.905,23180.8535,23174.529,1.002509
4313.91,23180.8267,23174.5021,1.000956
4313.915,23180.7998,23174.4752,0.999387
4313.92,23180.7729,23174.4484,0.99776
4313.925,23180.7461,23174.4215,0.996048
4313.93,23180.7192,23174.3946,0.994244
4313.935,23180.6923,23174.3678,0.99236
4313.94,23180.6655,23174.3409,0.99041
4313.945,23180.6386,23174.3141,0.9884
4313.95,23180.6117,23174.2872,0.986312
4313.955,23180.5849,23174.2604,0.984102
4313.96,23180.558,23174.2335,0.981691
4313.965,23180.5311,23174.2066,0.978987
4313.97,23180.5043,23174.1798,0.975875
4313.975,23180.4774,23174.1529,0.97226
4313.98,23180.4505,23174.1261,0.968053
4313.985,23180.4237,23174.0992,0.963209
4313.99,23180.3968,23174.0723,0.957727
4313.995,23180.3699,23174.0455,0.951652
4314.0,23180.3431,23174.0186,0.945104
4314.005,23180.3162,23173.9918,0.938245
4314.01,23180.2893,23173.9649,0.931304
4314.015,23180.2625,23173.938,0.924551
4314.02,23180.2356,23173.9112,0.918289
4314.025,23180.2087,23173.8843,0.912823
4314.03,23180.1819,23173.8575,0.908456
4314.035,23180.155,23173.8306,0.905422
4314.04,23180.1281,23173.8037,0.903897
4314.045,23180.1013,23173.7769,0.903961
4314.05,23180.0744,23173.75,0.905589
4314.055,23180.0475,23173.7232,0.908654
4314.06,23180.0207,23173.6963,0.912951
4314.065,23179.9938,23173.6695,0.918211
4314.07,23179.9669,23173.6426,0.924142
4314.075,23179.9401,23173.6157,0.930454
4314.08,23179.9132,23173.5889,0.936884
4314.085,23179.8863,23173.562,0.943218
4314.09,23179.8595,23173.5352,0.949286
4314.095,23179.8326,23173.5083,0.954971
4314.1,23179.8058,23173.4814,0.960194
4314.105,23179.7789,23173.4546,0.964906
4314.11,23179.752,23173.4277,0.969088
4314.115,23179.7252,23173.4009,0.972728
4314.12,23179.6983,23173.374,0.975852
4314.125,23179.6714,23173.3472,0.978489
4314.13,23179.6446,23173.3203,0.980699
4314.135,23179.6177,23173.2934,0.982559
4314.14,23179.5908,23173.2666,0.984157
4314.145,23179.564,23173.2397,0.985579
4314.15,23179.5371,23173.2129,0.986913
4314.155,23179.5102,23173.186,0.988215
4314.16,23179.4834,23173.1592,0.989514
4314.165,23179.4565,23173.1323,0.99082
4314.17,23179.4296,23173.1054,0.992093
4314.175,23179.4028,23173.0786,0.993287
4314.18,23179.3759,23173.0517,0.994331
4314.185,23179.3491,23173.0249,0.995162
4314.19,23179.3222,23172.998,0.995722
4314.195,23179.2953,23172.9712,0.995977
4314.2,23179.2685,23172.9443,0.995918
4314.205,23179.2416,23172.9174,0.995573
4314.21,23179.2147,23172.8906,0.994991
4314.215,23179.1879,23172.8637,0.994239
4314.22,23179.161,23172.8369,0.993401
4314.225,23179.1341,23172.81,0.992538
4314.23,23179.1073,23172.7832,0.991716
4314.235,23179.0804,23172.7563,0.990957
4314.24,23179.0536,23172.7295,0.990264
4314.245,23179.0267,23172.7026,0.989612
4314.25,23178.9998,23172.6757,0.988974
4314.255,23178.973,23172.6489,0.988312
4314.26,23178.9461,23172.622,0.987598
4314.265,23178.9192,23172.5952,0.986832
4314.27,23178.8924,23172.5683,0.986029
4314.275,23178.8655,23172.5415,0.985239
4314.28,23178.8386,23172.5146,0.984528
4314.285,23178.8118,23172.4877,0.983979
4314.29,23178.7849,23172.4609,0.983667
4314.295,23178.7581,23172.434,0.983676
4314.3,23178.7312,23172.4072,0.984055
4314.305,23178.7043,23172.3803,0.984828
4314.31,23178.6775,23172.3535,0.985992
4314.315,23178.6506,23172.3266,0.987505
4314.32,23178.6237,23172.2998,0.989301
4314.325,23178.5969,23172.2729,0.991288
4314.33,23178.57,23172.2461,0.993376
4314.335,23178.5432,23172.2192,0.995479
4314.34,23178.5163,23172.1923,0.997522
4314.345,23178.4894,23172.1655,0.999454
4314.35,23178.4626,23172.1386,1.001249
4314.355,23178.4357,23172.1118,1.002897
4314.36,23178.4088,23172.0849,1.0044
4314.365,23178.382,23172.0581,1.005772
4314.37,23178.3551,23172.0312,1.007018
4314.375,23178.3283,23172.0044,1.008132
4314.38,23178.3014,23171.9775,1.0091
4314.385,23178.2745,23171.9507,1.00989
4314.39,23178.2477,23171.9238,1.010466
4314.395,23178.2208,23171.8969,1.010778
4314.4,23178.194,23171.8701,1.010796
4314.405,23178.1671,23171.8432,1.010497
4314.41,23178.1402,23171.8164,1.009889
4314.415,23178.1134,23171.7895,1.009013
4314.42,23178.0865,23171.7627,1.007936
4314.425,23178.0596,23171.7358,1.00676
4314.43,23178.0328,23171.709,1.005597
4314.435,23178.0059,23171.6821,1.004566
4314.44,23177.9791,23171.6553,1.003768
4314.445,23177.9522,23171.6284,1.00329
4314.45,23177.9253,23171.6015,1.003172
4314.455,23177.8985,23171.5747,1.003429
4314.46,23177.8716,23171.5478,1.004035
4314.465,23177.8448,23171.521,1.004932
4314.47,23177.8179,23171.4941,1.006042
4314.475,23177.791,23171.4673,1.007263
4314.48,23177.7642,23171.4404,1.008494
4314.485,23177.7373,23171.4136,1.009616
4314.49,23177.7105,23171.3867,1.01052
4314.495,23177.6836,23171.3599,1.011092
4314.5,23177.6567,23171.333,1.011219
4314.505,23177.6299,23171.3062,1.010788
4314.51,23177.603,23171.2793,1.009691
4314.515,23177.5762,23171.2525,1.007817
4314.52,23177.5493,23171.2256,1.005069
4314.525,23177.5224,23171.1988,1.001365
4314.53,23177.4956,23171.1719,0.996658
4314.535,23177.4687,23171.145,0.990962
4314.54,23177.4419,23171.1182,0.984358
4314.545,23177.415,23171.0913,0.977016
4314.55,23177.3881,23171.0645,0.969196
4314.555,23177.3613,23171.0376,0.961245
4314.56,23177.3344,23171.0108,0.953575
4314.565,23177.3076,23170.9839,0.946619
4314.57,23177.2807,23170.9571,0.940797
4314.575,23177.2538,23170.9302,0.93646
4314.58,23177.227,23170.9034,0.933858
4314.585,23177.2001,23170.8765,0.933103
4314.59,23177.1733,23170.8497,0.934151
4314.595,23177.1464,23170.8228,0.936821
4314.6,23177.1195,23170.796,0.940809
4314.605,23177.0927,23170.7691,0.945735
4314.61,23177.0658,23170.7423,0.951188
4314.615,23177.039,23170.7154,0.956779
4314.62,23177.0121,23170.6886,0.962177
4314.625,23176.9853,23170.6617,0.967145
4314.63,23176.9584,23170.6349,0.971553
4314.635,23176.9315,23170.608,0.975384
4314.64,23176.9047,23170.5812,0.978692
4314.645,23176.8778,23170.5543,0.981607
4314.65,23176.851,23170.5275,0.984274
4314.655,23176.8241,23170.5006,0.98684
4314.66,23176.7972,23170.4738,0.989409
4314.665,23176.7704,23170.4469,0.992037
4314.67,23176.7435,23170.4201,0.994725
4314.675,23176.7167,23170.3932,0.997406
4314.68,23176.6898,23170.3664,0.99998
4314.685,23176.663,23170.3395,1.002325
4314.69,23176.6361,23170.3127,1.004317
4314.695,23176.6092,23170.2858,1.005863
4314.7,23176.5824,23170.259,1.006908
4314.705,23176.5555,23170.2321,1.007451
4314.71,23176.5287,23170.2053,1.00754
4314.715,23176.5018,23170.1784,1.007262
4314.72,23176.475,23170.1516,1.006719
4314.725,23176.4481,23170.1247,1.006018
4314.73,23176.4212,23170.0979,1.005246
4314.735,23176.3944,23170.071,1.004447
4314.74,23176.3675,23170.0442,1.003638
4314.745,23176.3407,23170.0173,1.002797
4314.75,23176.3138,23169.9905,1.001879
4314.755,23176.287,23169.9636,1.000832
4314.76,23176.2601,23169.9368,0.999625
4314.765,23176.2332,23169.9099,0.998256
4314.77,23176.2064,23169.8831,0.996752
4314.775,23176.1795,23169.8562,0.995194
4314.78,23176.1527,23169.8294,0.993681
4314.785,23176.1258,23169.8025,0.992336
4314.79,23176.099,23169.7757,0.991264
4314.795,23176.0721,23169.7488,0.990562
4314.8,23176.0452,23169.722,0.990282
4314.805,23176.0184,23169.6951,0.990419
4314.81,23175.9915,23169.6683,0.990931
4314.815,23175.9647,23169.6414,0.991738
4314.82,23175.9378,23169.6146,0.992729
4314.825,23175.911,23169.5877,0.993795
4314.83,23175.8841,23169.5609,0.994833
4314.835,23175.8572,23169.534,0.995757
