wavenumber_cm-1,wavelength_vac_A,wavelength_air_A,intensity
4258.14,23484.4322,23478.0249,1.001929
4258.145,23484.4046,23477.9974,1.001207
4258.15,23484.377,23477.9698,1.000282
4258.155,23484.3494,23477.9422,0.999223
4258.16,23484.3219,23477.9146,0.998124
4258.165,23484.2943,23477.8871,0.99709
4258.17,23484.2667,23477.8595,0.996228
4258.175,23484.2391,23477.8319,0.995628
4258.18,23484.2116,23477.8044,0.995355
4258.185,23484.184,23477.7768,0.995432
4258.19,23484.1564,23477.7492,0.995844
4258.195,23484.1288,23477.7217,0.996542
4258.2,23484.1013,23477.6941,0.997443
4258.205,23484.0737,23477.6665,0.99845
4258.21,23484.0461,23477.639,0.999461
4258.215,23484.0185,23477.6114,1.00039
4258.22,23483.991,23477.5838,1.00117
4258.225,23483.9634,23477.5563,1.001759
4258.23,23483.9358,23477.5287,1.002146
4258.235,23483.9082,23477.5011,1.002331
4258.24,23483.8807,23477.4736,1.002337
4258.245,23483.8531,23477.446,1.002182
4258.25,23483.8255,23477.4184,1.001883
4258.255,23483.7979,23477.3909,1.001455
4258.26,23483.7704,23477.3633,1.000907
4258.265,23483.7428,23477.3357,1.000258
4258.27,23483.7152,23477.3082,0.999532
4258.275,23483.6876,23477.2806,0.998779
4258.28,23483.6601,23477.253,0.998054
4258.285,23483.6325,23477.2255,0.997431
4258.29,23483.6049,23477.1979,0.996983
4258.295,23483.5773,23477.1703,0.996776
4258.3,23483.5498,23477.1428,0.996852
4258.305,23483.5222,23477.1152,0.997229
4258.31,23483.4946,23477.0876,0.997891
4258.315,23483.4671,23477.0601,0.998794
4258.32,23483.4395,23477.0325,0.999869
4258.325,23483.4119,23477.0049,1.001036
4258.33,23483.3843,23476.9774,1.002197
4258.335,23483.3568,23476.9498,1.003261
4258.34,23483.3292,23476.9222,1.00415
4258.345,23483.3016,23476.8947,1.004794
4258.35,23483.274,23476.8671,1.005153
4258.355,23483.2465,23476.8395,1.005208
4258.36,23483.2189,23476.812,1.004968
4258.365,23483.1913,23476.7844,1.004469
4258.37,23483.1637,23476.7568,1.003772
4258.375,23483.1362,23476.7293,1.002956
4258.38,23483.1086,23476.7017,1.002107
4258.385,23483.081,23476.6741,1.001314
4258.39,23483.0535,23476.6466,1.000648
4258.395,23483.0259,23476.619,1.000158
4258.4,23482.9983,23476.5915,0.999852
4258.405,23482.9707,23476.5639,0.999694
4258.41,23482.9432,23476.5363,0.999595
4258.415,23482.9156,23476.5088,0.99941
4258.42,23482.888,23476.4812,0.998953
4258.425,23482.8604,23476.4536,0.998009
4258.43,23482.8329,23476.4261,0.996347
4258.435,23482.8053,23476.3985,0.993759
4258.44,23482.7777,23476.3709,0.990066
4258.445,23482.7502,23476.3434,0.985164
4258.45,23482.7226,23476.3158,0.979034
4258.455,23482.695,23476.2882,0.971771
4258.46,23482.6674,23476.2607,0.963582
4258.465,23482.6399,23476.2331,0.954801
4258.47,23482.6123,23476.2055,0.945865
4258.475,23482.5847,23476.178,0.937288
4258.48,23482.5572,23476.1504,0.929622
4258.485,23482.5296,23476.1229,0.923401
4258.49,23482.502,23476.0953,0.919076
4258.495,23482.4744,23476.0677,0.916975
4258.5,23482.4469,23476.0402,0.917241
4258.505,23482.4193,23476.0126,0.91982
4258.51,23482.3917,23475.985,0.924474
4258.515,23482.3642,23475.9575,0.930799
4258.52,23482.3366,23475.9299,0.938289
4258.525,23482.309,23475.9023,0.946392
4258.53,23482.2814,23475.8748,0.954575
4258.535,23482.2539,23475.8472,0.962393
4258.54,23482.2263,23475.8197,0.969508
4258.545,23482.1987,23475.7921,0.975724
4258.55,23482.1712,23475.7645,0.98097
4258.555,23482.1436,23475.737,0.985284
4258.56,23482.116,23475.7094,0.988785
4258.565,23482.0884,23475.6818,0.991634
4258.57,23482.0609,23475.6543,0.994
4258.575,23482.0333,23475.6267,0.996037
4258.58,23482.0057,23475.5992,0.997857
4258.585,23481.9782,23475.5716,0.999538
4258.59,23481.9506,23475.544,1.001115
4258.595,23481.923,23475.5165,1.002591
4258.6,23481.8955,23475.4889,1.003945
4258.605,23481.8679,23475.4613,1.005146
4258.61,23481.8403,23475.4338,1.006166
4258.615,23481.8127,23475.4062,1.006975
4258.62,23481.7852,23475.3787,1.007551
4258.625,23481.7576,23475.3511,1.007881
4258.63,23481.73,23475.3235,1.007954
4258.635,23481.7025,23475.296,1.007761
4258.64,23481.6749,23475.2684,1.007302
4258.645,23481.6473,23475.2408,1.006576
4258.65,23481.6198,23475.2133,1.005593
4258.655,23481.5922,23475.1857,1.004379
4258.66,23481.5646,23475.1582,1.00297
4258.665,23481.5371,23475.1306,1.001419
4258.67,23481.5095,23475.103,0.999799
4258.675,23481.4819,23475.0755,0.998191
4258.68,23481.4543,23475.0479,0.996675
4258.685,23481.4268,23475.0203,0.995327
4258.69,23481.3992,23474.9928,0.994209
4258.695,23481.3716,23474.9652,0.993357
4258.7,23481.3441,23474.9377,0.992788
4258.705,23481.3165,23474.9101,0.992491
4258.71,23481.2889,23474.8825,0.992431
4258.715,23481.2614,23474.855,0.992564
4258.72,23481.2338,23474.8274,0.992841
4258.725,23481.2062,23474.7999,0.993212
4258.73,23481.1787,23474.7723,0.993632
4258.735,23481.1511,23474.7447,0.994073
4258.74,23481.1235,23474.7172,0.994511
4258.745,23481.096,23474.6896,0.994931
4258.75,23481.0684,23474.6621,0.995322
4258.755,23481.0408,23474.6345,0.995674
4258.76,23481.0133,23474.6069,0.99598
4258.765,23480.9857,23474.5794,0.996233
4258.77,23480.9581,23474.5518,0.996429
4258.775,23480.9305,23474.5243,0.996563
4258.78,23480.903,23474.4967,0.996638
4258.785,23480.8754,23474.4691,0.996665
4258.79,23480.8478,23474.4416,0.996651
4258.795,23480.8203,23474.414,0.996613
4258.8,23480.7927,23474.3865,0.996571
4258.805,23480.7651,23474.3589,0.996538
4258.81,23480.7376,23474.3313,0.996536
4258.815,23480.71,23474.3038,0.996576
4258.82,23480.6824,23474.2762,0.996664
4258.825,23480.6549,23474.2487,0.996803
4258.83,23480.6273,23474.2211,0.996986
4258.835,23480.5997,23474.1935,0.997199
4258.84,23480.5722,23474.166,0.997417
4258.845,23480.5446,23474.1384,0.99762
4258.85,23480.517,23474.1109,0.997784
4258.855,23480.4895,23474.0833,0.997888
4258.86,23480.4619,23474.0557,0.997922
4258.865,23480.4343,23474.0282,0.997884
4258.87,23480.4068,23474.0006,0.997783
4258.875,23480.3792,23473.9731,0.997637
4258.88,23480.3516,23473.9455,0.997472
4258.885,23480.3241,23473.9179,0.997311
4258.89,23480.2965,23473.8904,0.997181
4258.895,23480.2689,23473.8628,0.997102
4258.9,23480.2414,23473.8353,0.997084
4258.905,23480.2138,23473.8077,0.997129
4258.91,23480.1862,23473.7802,0.997234
4258.915,23480.1587,23473.7526,0.997383
4258.92,23480.1311,23473.725,0.997567
4258.925,23480.1035,23473.6975,0.997763
4258.93,23480.076,23473.6699,0.997952
4258.935,23480.0484,23473.6424,0.998118
4258.94,23480.0209,23473.6148,0.998239
4258.945,23479.9933,23473.5872,0.998299
4258.95,23479.9657,23473.5597,0.998285
4258.955,23479.9382,23473.5321,0.998184
4258.96,23479.9106,23473.5046,0.997998
4258.965,23479.883,23473.477,0.997728
4258.97,23479.8555,23473.4495,0.997399
4258.975,23479.8279,23473.4219,0.99704
4258.98,23479.8003,23473.3943,0.996692
4258.985,23479.7728,23473.3668,0.996397
4258.99,23479.7452,23473.3392,0.996199
4258.995,23479.7176,23473.3117,0.996122
4259.0,23479.6901,23473.2841,0.996182
4259.005,23479.6625,23473.2566,0.996368
4259.01,23479.6349,23473.229,0.996653
4259.015,23479.6074,23473.2014,0.996987
4259.02,23479.5798,23473.1739,0.997316
4259.025,23479.5522,23473.1463,0.997575
4259.03,23479.5247,23473.1188,0.997716
4259.035,23479.4971,23473.0912,0.997694
4259.04,23479.4696,23473.0637,0.997494
4259.045,23479.442,23473.0361,0.997114
4259.05,23479.4144,23473.0085,0.996583
4259.055,23479.3869,23472.981,0.995948
4259.06,23479.3593,23472.9534,0.995275
4259.065,23479.3317,23472.9259,0.99464
4259.07,23479.3042,23472.8983,0.994125
4259.075,23479.2766,23472.8708,0.993799
4259.08,23479.249,23472.8432,0.993728
4259.085,23479.2215,23472.8156,0.99394
4259.09,23479.1939,23472.7881,0.994445
4259.095,23479.1663,23472.7605,0.995209
4259.1,23479.1388,23472.733,0.996173
4259.105,23479.1112,23472.7054,0.997255
4259.11,23479.0837,23472.6779,0.998356
4259.115,23479.0561,23472.6503,0.999372
4259.12,23479.0285,23472.6228,1.000216
4259.125,23479.001,23472.5952,1.000824
4259.13,23478.9734,23472.5676,1.001158
4259.135,23478.9458,23472.5401,1.001221
4259.14,23478.9183,23472.5125,1.001044
4259.145,23478.8907,23472.485,1.000687
4259.15,23478.8632,23472.4574,1.000229
4259.155,23478.8356,23472.4299,0.99975
4259.16,23478.808,23472.4023,0.99933
4259.165,23478.7805,23472.3748,0.99903
4259.17,23478.7529,23472.3472,0.998886
4259.175,23478.7253,23472.3196,0.998911
4259.18,23478.6978,23472.2921,0.999091
4259.185,23478.6702,23472.2645,0.99939
4259.19,23478.6427,23472.237,0.999762
4259.195,23478.6151,23472.2094,1.000152
4259.2,23478.5875,23472.1819,1.000512
4259.205,23478.56,23472.1543,1.000796
4259.21,23478.5324,23472.1268,1.00097
4259.215,23478.5048,23472.0992,1.001014
4259.22,23478.4773,23472.0717,1.000917
4259.225,23478.4497,23472.0441,1.000681
4259.23,23478.4222,23472.0165,1.000319
4259.235,23478.3946,23471.989,0.999854
4259.24,23478.367,23471.9614,0.999324
4259.245,23478.3395,23471.9339,0.998771
4259.25,23478.3119,23471.9063,0.998247
4259.255,23478.2843,23471.8788,0.997804
4259.26,23478.2568,23471.8512,0.997495
4259.265,23478.2292,23471.8237,0.997355
4259.27,23478.2017,23471.7961,0.997408
4259.275,23478.1741,23471.7686,0.997652
4259.28,23478.1465,23471.741,0.998068
4259.285,23478.119,23471.7135,0.998605
4259.29,23478.0914,23471.6859,0.999206
4259.295,23478.0639,23471.6583,0.999791
4259.3,23478.0363,23471.6308,1.000287
4259.305,23478.0087,23471.6032,1.00062
4259.31,23477.9812,23471.5757,1.000731
4259.315,23477.9536,23471.5481,1.000582
4259.32,23477.9261,23471.5206,1.000157
4259.325,23477.8985,23471.493,0.999462
4259.33,23477.8709,23471.4655,0.998532
4259.335,23477.8434,23471.4379,0.997424
4259.34,23477.8158,23471.4104,0.996203
4259.345,23477.7883,23471.3828,0.994956
4259.35,23477.7607,23471.3553,0.993767
4259.355,23477.7331,23471.3277,0.992719
4259.36,23477.7056,23471.3002,0.991886
4259.365,23477.678,23471.2726,0.991323
4259.37,23477.6505,23471.2451,0.991065
4259.375,23477.6229,23471.2175,0.991122
4259.38,23477.5953,23471.1899,0.991481
4259.385,23477.5678,23471.1624,0.992108
4259.39,23477.5402,23471.1348,0.992947
4259.395,23477.5127,23471.1073,0.993938
4259.4,23477.4851,23471.0797,0.995008
4259.405,23477.4575,23471.0522,0.99609
4259.41,23477.43,23471.0246,0.997121
4259.415,23477.4024,23470.9971,0.998046
4259.42,23477.3749,23470.9695,0.998829
4259.425,23477.3473,23470.942,0.999452
4259.43,23477.3197,23470.9144,0.999909
4259.435,23477.2922,23470.8869,1.000222
4259.44,23477.2646,23470.8593,1.000421
4259.445,23477.2371,23470.8318,1.000556
4259.45,23477.2095,23470.8042,1.000675
4259.455,23477.1819,23470.7767,1.000833
4259.46,23477.1544,23470.7491,1.001068
4259.465,23477.1268,23470.7216,1.001408
4259.47,23477.0993,23470.694,1.001853
4259.475,23477.0717,23470.6665,1.002389
4259.48,23477.0441,23470.6389,1.002972
4259.485,23477.0166,23470.6114,1.003553
4259.49,23476.989,23470.5838,1.004068
4259.495,23476.9615,23470.5563,1.004458
4259.5,23476.9339,23470.5287,1.004667
4259.505,23476.9064,23470.5012,1.004662
4259.51,23476.8788,23470.4736,1.004428
4259.515,23476.8512,23470.4461,1.003967
4259.52,23476.8237,23470.4185,1.003313
4259.525,23476.7961,23470.391,1.002511
4259.53,23476.7686,23470.3634,1.001626
4259.535,23476.741,23470.3359,1.000726
4259.54,23476.7134,23470.3083,0.999878
4259.545,23476.6859,23470.2808,0.999138
4259.55,23476.6583,23470.2532,0.998541
4259.555,23476.6308,23470.2257,0.9981
4259.56,23476.6032,23470.1981,0.997797
4259.565,23476.5757,23470.1706,0.997589
4259.57,23476.5481,23470.143,0.997416
4259.575,23476.5205,23470.1155,0.997205
4259.58,23476.493,23470.0879,0.996888
4259.585,23476.4654,23470.0604,0.996417
4259.59,23476.4379,23470.0328,0.995767
4259.595,23476.4103,23470.0053,0.994952
4259.6,23476.3828,23469.9777,0.994024
4259.605,23476.3552,23469.9502,0.993061
4259.61,23476.3276,23469.9226,0.992166
4259.615,23476.3001,23469.8951,0.991447
4259.62,23476.2725,23469.8675,0.991
4259.625,23476.245,23469.84,0.990898
4259.63,23476.2174,23469.8124,0.991178
4259.635,23476.1899,23469.7849,0.99184
4259.64,23476.1623,23469.7573,0.992848
4259.645,23476.1347,23469.7298,0.994138
4259.65,23476.1072,23469.7022,0.995634
4259.655,23476.0796,23469.6747,0.997253
4259.66,23476.0521,23469.6471,0.998915
4259.665,23476.0245,23469.6196,1.000559
4259.67,23475.997,23469.592,1.002134
4259.675,23475.9694,23469.5645,1.003604
4259.68,23475.9419,23469.5369,1.004938
4259.685,23475.9143,23469.5094,1.006115
4259.69,23475.8867,23469.4818,1.007112
4259.695,23475.8592,23469.4543,1.007907
4259.7,23475.8316,23469.4267,1.008477
4259.705,23475.8041,23469.3992,1.008805
4259.71,23475.7765,23469.3716,1.008882
4259.715,23475.749,23469.3441,1.008713
4259.72,23475.7214,23469.3165,1.00832
4259.725,23475.6939,23469.289,1.007738
4259.73,23475.6663,23469.2614,1.00702
4259.735,23475.6387,23469.2339,1.006225
4259.74,23475.6112,23469.2063,1.00542
4259.745,23475.5836,23469.1788,1.004662
4259.75,23475.5561,23469.1512,1.004001
4259.755,23475.5285,23469.1237,1.00347
4259.76,23475.501,23469.0962,1.003086
4259.765,23475.4734,23469.0686,1.002843
4259.77,23475.4459,23469.0411,1.002727
4259.775,23475.4183,23469.0135,1.002714
4259.78,23475.3907,23468.986,1.002775
4259.785,23475.3632,23468.9584,1.002882
4259.79,23475.3356,23468.9309,1.003016
4259.795,23475.3081,23468.9033,1.003159
4259.8,23475.2805,23468.8758,1.0033
4259.805,23475.253,23468.8482,1.003434
4259.81,23475.2254,23468.8207,1.003552
4259.815,23475.1979,23468.7931,1.003641
4259.82,23475.1703,23468.7656,1.003689
4259.825,23475.1428,23468.738,1.003679
4259.83,23475.1152,23468.7105,1.003592
4259.835,23475.0877,23468.6829,1.003416
4259.84,23475.0601,23468.6554,1.003147
4259.845,23475.0325,23468.6279,1.002796
4259.85,23475.005,23468.6003,1.002388
4259.855,23474.9774,23468.5728,1.001958
4259.86,23474.9499,23468.5452,1.001551
4259.865,23474.9223,23468.5177,1.001215
4259.87,23474.8948,23468.4901,1.000992
4259.875,23474.8672,23468.4626,1.000912
4259.88,23474.8397,23468.435,1.000987
4259.885,23474.8121,23468.4075,1.001209
4259.89,23474.7846,23468.3799,1.001551
4259.895,23474.757,23468.3524,1.001974
4259.9,23474.7295,23468.3248,1.002429
4259.905,23474.7019,23468.2973,1.002863
4259.91,23474.6743,23468.2698,1.003231
4259.915,23474.6468,23468.2422,1.003496
4259.92,23474.6192,23468.2147,1.003636
4259.925,23474.5917,23468.1871,1.003642
4259.93,23474.5641,23468.1596,1.003515
4259.935,23474.5366,23468.132,1.003271
4259.94,23474.509,23468.1045,1.002919
4259.945,23474.4815,23468.0769,1.00248
4259.95,23474.4539,23468.0494,1.001971
4259.955,23474.4264,23468.0219,1.001413
4259.96,23474.3988,23467.9943,1.000826
4259.965,23474.3713,23467.9668,1.000241
4259.97,23474.3437,23467.9392,0.999687
4259.975,23474.3162,23467.9117,0.9992
4259.98,23474.2886,23467.8841,0.998819
4259.985,23474.2611,23467.8566,0.998579
4259.99,23474.2335,23467.829,0.998503
4259.995,23474.206,23467.8015,0.998608
4260.0,23474.1784,23467.7739,0.998892
4260.005,23474.1509,23467.7464,0.999338
4260.01,23474.1233,23467.7189,0.999913
4260.015,23474.0957,23467.6913,1.000572
4260.02,23474.0682,23467.6638,1.001265
4260.025,23474.0406,23467.6362,1.001926
4260.03,23474.0131,23467.6087,1.002504
4260.035,23473.9855,23467.5811,1.002947
4260.04,23473.958,23467.5536,1.003216
4260.045,23473.9304,23467.5261,1.003283
4260.05,23473.9029,23467.4985,1.003144
4260.055,23473.8753,23467.471,1.002803
4260.06,23473.8478,23467.4434,1.002284
4260.065,23473.8202,23467.4159,1.00162
4260.07,23473.7927,23467.3883,1.000843
4260.075,23473.7651,23467.3608,0.999987
4260.08,23473.7376,23467.3332,0.999076
4260.085,23473.71,23467.3057,0.998118
4260.09,23473.6825,23467.2782,0.997107
4260.095,23473.6549,23467.2506,0.996024
4260.1,23473.6274,23467.2231,0.994839
4260.105,23473.5998,23467.1955,0.993528
4260.11,23473.5723,23467.168,0.992078
4260.115,23473.5447,23467.1404,0.990498
4260.12,23473.5172,23467.1129,0.988838
4260.125,23473.4896,23467.0854,0.987182
4260.13,23473.4621,23467.0578,0.985647
4260.135,23473.4345,23467.0303,0.984379
4260.14,23473.407,23467.0027,0.983518
4260.145,23473.3794,23466.9752,0.983195
4260.15,23473.3519,23466.9476,0.983491
4260.155,23473.3243,23466.9201,0.984434
4260.16,23473.2968,23466.8926,0.985981
4260.165,23473.2692,23466.865,0.988028
4260.17,23473.2417,23466.8375,0.990415
4260.175,23473.2141,23466.8099,0.992956
4260.18,23473.1866,23466.7824,0.995455
4260.185,23473.159,23466.7549,0.997735
4260.19,23473.1315,23466.7273,0.999665
4260.195,23473.1039,23466.6998,1.001156
4260.2,23473.0764,23466.6722,1.002176
4260.205,23473.0488,23466.6447,1.002745
4260.21,23473.0213,23466.6171,1.002921
4260.215,23472.9937,23466.5896,1.002783
4260.22,23472.9662,23466.5621,1.002418
4260.225,23472.9386,23466.5345,1.00191
4260.23,23472.9111,23466.507,1.001331
4260.235,23472.8835,23466.4794,1.000732
4260.24,23472.856,23466.4519,1.000157
4260.245,23472.8284,23466.4244,0.999631
4260.25,23472.8009,23466.3968,0.999182
4260.255,23472.7733,23466.3693,0.998827
4260.26,23472.7458,23466.3417,0.99859
4260.265,23472.7182,23466.3142,0.99849
4260.27,23472.6907,23466.2866,0.998536
4260.275,23472.6631,23466.2591,0.998732
4260.28,23472.6356,23466.2316,0.999057
4260.285,23472.6081,23466.204,0.999469
4260.29,23472.5805,23466.1765,0.999903
4260.295,23472.553,23466.1489,1.000285
4260.3,23472.5254,23466.1214,1.000533
4260.305,23472.4979,23466.0939,1.000574
4260.31,23472.4703,23466.0663,1.000358
4260.315,23472.4428,23466.0388,0.999864
4260.32,23472.4152,23466.0112,0.99911
4260.325,23472.3877,23465.9837,0.998147
4260.33,23472.3601,23465.9562,0.997061
4260.335,23472.3326,23465.9286,0.995962
4260.34,23472.305,23465.9011,0.994957
4260.345,23472.2775,23465.8735,0.994146
4260.35,23472.2499,23465.846,0.993604
4260.355,23472.2224,23465.8185,0.993374
4260.36,23472.1948,23465.7909,0.993452
4260.365,23472.1673,23465.7634,0.993807
4260.37,23472.1397,23465.7358,0.99437
4260.375,23472.1122,23465.7083,0.995056
4260.38,23472.0846,23465.6808,0.995772
4260.385,23472.0571,23465.6532,0.996433
4260.39,23472.0296,23465.6257,0.996964
4260.395,23472.002,23465.5981,0.997318
4260.4,23471.9745,23465.5706,0.997468
4260.405,23471.9469,23465.5431,0.997414
4260.41,23471.9194,23465.5155,0.997174
4260.415,23471.8918,23465.488,0.996783
4260.42,23471.8643,23465.4605,0.996289
4260.425,23471.8367,23465.4329,0.995742
4260.43,23471.8092,23465.4054,0.995191
4260.435,23471.7816,23465.3778,0.994672
4260.44,23471.7541,23465.3503,0.994224
4260.445,23471.7265,23465.3228,0.993859
4260.45,23471.699,23465.2952,0.993588
4260.455,23471.6715,23465.2677,0.993403
4260.46,23471.6439,23465.2401,0.993294
4260.465,23471.6164,23465.2126,0.993242
4260.47,23471.5888,23465.1851,0.993237
4260.475,23471.5613,23465.1575,0.993272
4260.48,23471.5337,23465.13,0.993345
4260.485,23471.5062,23465.1025,0.993468
4260.49,23471.4786,23465.0749,0.993653
4260.495,23471.4511,23465.0474,0.993916
4260.5,23471.4235,23465.0198,0.994259
4260.505,23471.396,23464.9923,0.994675
4260.51,23471.3685,23464.9648,0.995135
4260.515,23471.3409,23464.9372,0.99559
4260.52,23471.3134,23464.9097,0.995982
4260.525,23471.2858,23464.8821,0.99624
4260.53,23471.2583,23464.8546,0.996306
4260.535,23471.2307,23464.8271,0.996131
4260.54,23471.2032,23464.7995,0.995707
4260.545,23471.1756,23464.772,0.995052
4260.55,23471.1481,23464.7445,0.99422
4260.555,23471.1205,23464.7169,0.993283
4260.56,23471.093,23464.6894,0.992337
4260.565,23471.0655,23464.6618,0.99148
4260.57,23471.0379,23464.6343,0.990797
4260.575,23471.0104,23464.6068,0.990355
4260.58,23470.9828,23464.5792,0.9902
4260.585,23470.9553,23464.5517,0.990343
4260.59,23470.9277,23464.5242,0.99077
4260.595,23470.9002,23464.4966,0.991443
4260.6,23470.8726,23464.4691,0.992296
4260.605,23470.8451,23464.4416,0.99326
4260.61,23470.8176,23464.414,0.994253
4260.615,23470.79,23464.3865,0.995208
4260.62,23470.7625,23464.3589,0.996069
4260.625,23470.7349,23464.3314,0.996807
4260.63,23470.7074,23464.3039,0.997416
4260.635,23470.6798,23464.2763,0.997911
4260.64,23470.6523,23464.2488,0.99833
4260.645,23470.6248,23464.2213,0.998711
4260.65,23470.5972,23464.1937,0.999098
4260.655,23470.5697,23464.1662,0.999512
4260.66,23470.5421,23464.1387,0.999966
4260.665,23470.5146,23464.1111,1.000454
4260.67,23470.487,23464.0836,1.000957
4260.675,23470.4595,23464.0561,1.001453
4260.68,23470.4319,23464.0285,1.001919
4260.685,23470.4044,23464.001,1.002342
4260.69,23470.3769,23463.9734,1.002717
4260.695,23470.3493,23463.9459,1.003049
4260.7,23470.3218,23463.9184,1.003345
4260.705,23470.2942,23463.8908,1.003606
4260.71,23470.2667,23463.8633,1.003837
4260.715,23470.2392,23463.8358,1.004019
4260.72,23470.2116,23463.8082,1.00414
4260.725,23470.1841,23463.7807,1.004177
4260.73,23470.1565,23463.7532,1.004114
4260.735,23470.129,23463.7256,1.003948
4260.74,23470.1014,23463.6981,1.003701
