wavenumber_cm-1,wavelength_vac_A,wavelength_air_A,solar,atmospheric,total
4317.6123,23160.9494,23154.6302,0.98334,0.69738,0.66965
4317.62158,23160.8996,23154.5805,0.98237,0.75136,0.72415
4317.63135,23160.8472,23154.5281,0.98599,0.79,0.76687
4317.64062,23160.7975,23154.4784,0.98697,0.81197,0.79048
4317.65039,23160.7451,23154.426,0.98993,0.82849,0.81061
4317.65967,23160.6953,23154.3762,0.99131,0.83278,0.81649
4317.66943,23160.6429,23154.3239,0.98922,0.82066,0.8015
4317.67871,23160.5932,23154.2741,0.99199,0.80618,0.78799
4317.68799,23160.5434,23154.2243,0.9919,0.78179,0.76252
4317.69775,23160.491,23154.172,0.98199,0.72415,0.69609
4317.70703,23160.4412,23154.1222,0.98381,0.66832,0.64101
4317.7168,23160.3888,23154.0698,0.98563,0.68941,0.66414
4317.72607,23160.3391,23154.0201,0.98745,0.75263,0.73021
4317.73535,23160.2893,23153.9703,0.99426,0.78741,0.7712
4317.74512,23160.2369,23153.918,0.99188,0.79087,0.77216
4317.75439,23160.1872,23153.8682,0.99071,0.76303,0.7419
4317.76416,23160.1348,23153.8159,0.99357,0.73319,0.71399
4317.77344,23160.085,23153.7661,0.99211,0.75429,0.73602
4317.78271,23160.0353,23153.7164,0.99716,0.79946,0.78697
4317.79248,23159.9829,23153.664,1.0005,0.81943,0.80983
4317.80176,23159.9331,23153.6142,0.99709,0.81912,0.80667
4317.81152,23159.8808,23153.5619,0.9958,0.80292,0.78897
4317.8208,23159.831,23153.5121,0.9967,0.76224,0.74684
4317.83008,23159.7812,23153.4624,0.99695,0.74309,0.72684
4317.83984,23159.7289,23153.41,0.99366,0.79173,0.77518
4317.84912,23159.6791,23153.3603,1.0003,0.84506,0.83666
4317.85889,23159.6267,23153.3079,0.99853,0.86693,0.85819
4317.86816,23159.577,23153.2582,0.99535,0.88023,0.86958
4317.87793,23159.5246,23153.2058,0.99914,0.89092,0.88406
4317.88721,23159.4748,23153.156,0.99952,0.88814,0.88102
4317.89648,23159.4251,23153.1063,0.999,0.88076,0.87271
4317.90625,23159.3727,23153.0539,1.0014,0.86856,0.86166
4317.91553,23159.3229,23153.0042,1.0002,0.83944,0.82958
4317.92529,23159.2705,23152.9518,0.99738,0.82129,0.80917
4317.93457,23159.2208,23152.9021,0.99694,0.84111,0.83052
4317.94385,23159.171,23152.8523,0.99991,0.85559,0.84725
4317.95361,23159.1187,23152.8,0.99913,0.84163,0.8308
4317.96289,23159.0689,23152.7502,0.99788,0.83524,0.82352
4317.97266,23159.0165,23152.6978,0.99844,0.85232,0.8421
4317.98193,23158.9668,23152.6481,0.9996,0.86501,0.85586
4317.99121,23158.917,23152.5984,0.99819,0.8644,0.8546
4318.00098,23158.8646,23152.546,0.9963,0.85772,0.84714
4318.01025,23158.8149,23152.4963,0.99675,0.8489,0.83824
4318.02002,23158.7625,23152.4439,0.99811,0.84946,0.83969
4318.0293,23158.7127,23152.3941,0.99731,0.86423,0.85509
4318.03857,23158.663,23152.3444,0.99614,0.87888,0.86967
4318.04834,23158.6106,23152.2921,0.99702,0.88674,0.87785
4318.05762,23158.5608,23152.2423,0.99818,0.8924,0.88404
4318.06738,23158.5085,23152.19,0.99745,0.89462,0.88568
4318.07666,23158.4587,23152.1402,0.99786,0.89168,0.88309
4318.08643,23158.4063,23152.0878,1.0,0.88794,0.88082
4318.0957,23158.3566,23152.0381,0.9992,0.8866,0.87861
4318.10498,23158.3068,23151.9884,0.99646,0.88661,0.87666
4318.11475,23158.2544,23151.936,0.99657,0.87852,0.86833
4318.12402,23158.2047,23151.8863,0.99757,0.85149,0.84018
4318.13379,23158.1523,23151.8339,0.99707,0.81717,0.80409
4318.14307,23158.1025,23151.7841,0.99521,0.80385,0.78974
4318.15234,23158.0528,23151.7344,0.9958,0.81381,0.80062
4318.16211,23158.0004,23151.6821,0.99851,0.83543,0.82486
4318.17139,23157.9507,23151.6323,0.99874,0.86908,0.86038
4318.18115,23157.8983,23151.58,0.99943,0.90127,0.89464
4318.19043,23157.8486,23151.5302,0.99997,0.9169,0.91092
4318.19971,23157.7988,23151.4805,0.99852,0.92474,0.9181
4318.20947,23157.7464,23151.4281,0.99741,0.93319,0.92643
4318.21875,23157.6967,23151.3784,0.99757,0.93469,0.92763
4318.22852,23157.6443,23151.326,0.99766,0.93121,0.92401
4318.23779,23157.5946,23151.2763,0.99742,0.93152,0.92484
4318.24707,23157.5448,23151.2266,0.99785,0.93057,0.92358
4318.25684,23157.4924,23151.1742,0.99939,0.92505,0.91799
4318.26611,23157.4427,23151.1245,0.99968,0.91779,0.9113
4318.27588,23157.3903,23151.0721,0.99695,0.89939,0.89073
4318.28516,23157.3405,23151.0224,0.99634,0.87246,0.86173
4318.29492,23157.2882,23150.97,0.99788,0.87297,0.86332
4318.3042,23157.2384,23150.9203,0.9981,0.90735,0.90079
4318.31348,23157.1887,23150.8705,0.99769,0.93684,0.93229
4318.32324,23157.1363,23150.8182,0.99693,0.94808,0.94227
4318.33252,23157.0866,23150.7684,0.99837,0.956,0.95071
4318.34229,23157.0342,23150.7161,0.99782,0.966,0.9614
4318.35156,23156.9845,23150.6664,0.99436,0.97245,0.96604
4318.36084,23156.9347,23150.6166,0.99511,0.97525,0.96904
4318.37061,23156.8823,23150.5642,0.99945,0.9768,0.97323
4318.37988,23156.8326,23150.5146,0.99979,0.97824,0.97472
4318.38965,23156.7802,23150.4622,0.99726,0.98109,0.97612
4318.39893,23156.7305,23150.4124,0.99702,0.98414,0.97975
4318.4082,23156.6807,23150.3627,0.99759,0.9852,0.98162
4318.41797,23156.6284,23150.3104,0.99732,0.98557,0.98177
4318.42725,23156.5786,23150.2606,0.9978,0.98655,0.9833
4318.43701,23156.5263,23150.2083,0.99828,0.98733,0.9848
4318.44629,23156.4765,23150.1585,0.99769,0.9881,0.98499
4318.45557,23156.4267,23150.1088,0.99736,0.98919,0.98529
4318.46533,23156.3744,23150.0565,0.99717,0.98984,0.98575
4318.47461,23156.3246,23150.0067,0.99665,0.9902,0.98613
4318.48438,23156.2722,23149.9543,0.997,0.99071,0.98698
4318.49365,23156.2225,23149.9047,0.99718,0.99126,0.98759
4318.50342,23156.1702,23149.8523,0.99589,0.99186,0.98766
4318.5127,23156.1204,23149.8025,0.99576,0.9921,0.98818
4318.52197,23156.0707,23149.7528,0.99744,0.99179,0.98898
4318.53174,23156.0183,23149.7005,0.99763,0.99205,0.98939
4318.54102,23155.9685,23149.6507,0.99662,0.99298,0.9897
4318.55078,23155.9162,23149.5984,0.99676,0.99339,0.98982
4318.56006,23155.8664,23149.5487,0.99648,0.9939,0.98983
4318.56934,23155.8167,23149.4989,0.99536,0.99491,0.99058
4318.5791,23155.7644,23149.4466,0.99583,0.99483,0.99139
4318.58838,23155.7146,23149.3969,0.99653,0.99407,0.99089
4318.59814,23155.6623,23149.3445,0.99538,0.99456,0.9904
4318.60742,23155.6125,23149.2948,0.99514,0.99532,0.99148
4318.6167,23155.5628,23149.245,0.99643,0.99495,0.99247
4318.62646,23155.5104,23149.1927,0.99554,0.99464,0.99118
4318.63574,23155.4607,23149.143,0.99262,0.99466,0.98816
4318.64551,23155.4083,23149.0906,0.99018,0.99442,0.98521
4318.65479,23155.3585,23149.0409,0.98717,0.99476,0.98288
4318.66406,23155.3088,23148.9912,0.98362,0.99555,0.98056
4318.67383,23155.2564,23148.9388,0.983,0.99517,0.97846
4318.68311,23155.2067,23148.8891,0.98573,0.99428,0.97843
4318.69287,23155.1544,23148.8368,0.98892,0.99442,0.98138
4318.70215,23155.1046,23148.787,0.99147,0.99501,0.98553
4318.71191,23155.0523,23148.7347,0.99376,0.99522,0.98862
4318.72119,23155.0025,23148.685,0.99591,0.99485,0.99004
4318.73047,23154.9528,23148.6352,0.9978,0.99368,0.99019
4318.74023,23154.9004,23148.5829,0.99834,0.99305,0.99016
4318.74951,23154.8507,23148.5332,0.99696,0.99398,0.99052
4318.75928,23154.7983,23148.4808,0.99551,0.99414,0.98973
4318.76855,23154.7486,23148.4311,0.99534,0.99215,0.98699
4318.77783,23154.6988,23148.3814,0.99551,0.99084,0.98526
4318.7876,23154.6465,23148.329,0.99562,0.99164,0.98663
4318.79688,23154.5967,23148.2793,0.996,0.99252,0.98841
4318.80664,23154.5444,23148.2269,0.99564,0.99288,0.98818
4318.81592,23154.4946,23148.1772,0.99371,0.99399,0.98752
4318.8252,23154.4449,23148.1275,0.99152,0.99557,0.98796
4318.83496,23154.3925,23148.0752,0.99114,0.99625,0.98855
4318.84424,23154.3428,23148.0254,0.99309,0.99559,0.98858
4318.854,23154.2905,23147.9731,0.99531,0.99456,0.98876
4318.86328,23154.2407,23147.9234,0.99557,0.99464,0.98955
4318.87256,23154.191,23147.8736,0.99493,0.99528,0.99011
4318.88232,23154.1386,23147.8213,0.99529,0.99464,0.98965
4318.8916,23154.0889,23147.7716,0.99515,0.99387,0.98879
4318.90137,23154.0365,23147.7192,0.99342,0.99446,0.98814
4318.91064,23153.9868,23147.6695,0.99299,0.99398,0.98684
4318.92041,23153.9344,23147.6172,0.99452,0.9916,0.98495
4318.92969,23153.8847,23147.5674,0.99454,0.99071,0.98379
4318.93896,23153.835,23147.5178,0.99354,0.99085,0.9832
4318.94873,23153.7826,23147.4654,0.99535,0.98885,0.98266
4318.95801,23153.7329,23147.4157,0.9978,0.98678,0.98278
4318.96777,23153.6805,23147.3633,0.99654,0.98598,0.9815
4318.97705,23153.6308,23147.3136,0.99476,0.98197,0.976
4318.98633,23153.581,23147.2639,0.99667,0.97558,0.97027
4318.99609,23153.5287,23147.2116,0.99832,0.97446,0.97018
4319.00537,23153.479,23147.1618,0.9966,0.97811,0.97329
4319.01514,23153.4266,23147.1095,0.99589,0.97989,0.97487
4319.02441,23153.3769,23147.0598,0.99801,0.98077,0.97676
4319.03369,23153.3272,23147.0101,0.99839,0.98462,0.98074
4319.04346,23153.2748,23146.9577,0.99622,0.98832,0.98348
4319.05273,23153.2251,23146.908,0.996,0.98835,0.98369
4319.0625,23153.1727,23146.8557,0.99806,0.98756,0.98456
4319.07178,23153.123,23146.8059,0.99868,0.98851,0.98659
4319.08105,23153.0733,23146.7562,0.99768,0.98894,0.98632
4319.09082,23153.0209,23146.7039,0.99693,0.9873,0.98297
4319.1001,23152.9711,23146.6541,0.99596,0.98621,0.98056
4319.10986,23152.9188,23146.6018,0.99481,0.98757,0.9816
4319.11914,23152.8691,23146.5521,0.99494,0.98919,0.98336
4319.12891,23152.8167,23146.4998,0.99534,0.98958,0.9835
4319.13818,23152.767,23146.4501,0.9948,0.99046,0.98441
4319.14746,23152.7173,23146.4003,0.99525,0.9921,0.98718
4319.15723,23152.6649,23146.348,0.99676,0.99295,0.98873
4319.1665,23152.6152,23146.2983,0.99606,0.99386,0.98863
4319.17627,23152.5628,23146.2459,0.99369,0.99572,0.98944
4319.18555,23152.5131,23146.1962,0.99318,0.99658,0.99036
4319.19482,23152.4634,23146.1465,0.99398,0.99604,0.98978
4319.20459,23152.411,23146.0942,0.99422,0.99577,0.98934
4319.21387,23152.3613,23146.0445,0.9949,0.99517,0.98944
4319.22363,23152.309,23145.9922,0.99537,0.99414,0.98851
4319.23291,23152.2592,23145.9424,0.9936,0.99496,0.98775
4319.24219,23152.2095,23145.8927,0.99206,0.99631,0.98825
4319.25195,23152.1572,23145.8404,0.99324,0.99514,0.98805
4319.26123,23152.1074,23145.7907,0.99412,0.9936,0.98685
4319.271,23152.0551,23145.7383,0.99309,0.99389,0.98639
4319.28027,23152.0054,23145.6886,0.99284,0.99319,0.98564
4319.28955,23151.9556,23145.6389,0.99296,0.99089,0.98319
4319.29932,23151.9033,23145.5865,0.99082,0.99015,0.98059
4319.30859,23151.8536,23145.5369,0.98817,0.99117,0.97936
4319.31836,23151.8012,23145.4845,0.9875,0.99167,0.97903
4319.32764,23151.7515,23145.4348,0.98727,0.99113,0.97823
4319.3374,23151.6991,23145.3825,0.98601,0.98993,0.97587
4319.34668,23151.6494,23145.3328,0.9841,0.98927,0.97303
4319.35596,23151.5997,23145.283,0.98097,0.99036,0.97116
4319.36572,23151.5474,23145.2307,0.97653,0.99113,0.96836
4319.375,23151.4976,23145.181,0.97263,0.98962,0.96331
4319.38477,23151.4452,23145.1287,0.96963,0.98792,0.95842
4319.39404,23151.3956,23145.079,0.96516,0.98751,0.95381
4319.40332,23151.3458,23145.0293,0.95748,0.9875,0.94692
4319.41309,23151.2935,23144.9769,0.94705,0.98792,0.93804
4319.42236,23151.2438,23144.9272,0.93435,0.98702,0.92614
4319.43213,23151.1914,23144.8749,0.91831,0.9815,0.90693
4319.44141,23151.1417,23144.8252,0.89732,0.97538,0.88262
4319.45068,23151.092,23144.7755,0.87025,0.97717,0.85975
4319.46045,23151.0396,23144.7231,0.83907,0.98508,0.8368
4319.46973,23150.9899,23144.6734,0.81115,0.98987,0.81095
4319.47949,23150.9376,23144.6211,0.79647,0.98932,0.79055
4319.48877,23150.8878,23144.5714,0.79888,0.98806,0.78579
4319.49805,23150.8381,23144.5217,0.81299,0.98883,0.79661
4319.50781,23150.7858,23144.4694,0.83283,0.99073,0.8171
4319.51709,23150.736,23144.4197,0.85624,0.99212,0.84167
4319.52686,23150.6837,23144.3673,0.88013,0.99266,0.8658
4319.53613,23150.634,23144.3176,0.90094,0.99295,0.88736
4319.5459,23150.5816,23144.2653,0.91856,0.99302,0.90601
4319.55518,23150.5319,23144.2156,0.93365,0.99294,0.92144
4319.56445,23150.4822,23144.1659,0.94539,0.99307,0.93407
4319.57422,23150.4299,23144.1136,0.95422,0.99242,0.94373
4319.5835,23150.3801,23144.0638,0.96036,0.99039,0.94854
4319.59326,23150.3278,23144.0115,0.96136,0.98825,0.94805
4319.60254,23150.2781,23143.9618,0.95536,0.98629,0.94297
4319.61182,23150.2283,23143.9121,0.94323,0.98346,0.93154
4319.62158,23150.176,23143.8598,0.92727,0.97926,0.91198
4319.63086,23150.1263,23143.8101,0.91301,0.97134,0.88739
4319.64062,23150.074,23143.7578,0.90836,0.95839,0.86631
4319.6499,23150.0243,23143.7081,0.91621,0.94737,0.85891
4319.65918,23149.9745,23143.6583,0.93237,0.9439,0.86715
4319.66895,23149.9222,23143.606,0.95136,0.94138,0.88048
4319.67822,23149.8725,23143.5563,0.96847,0.93601,0.89065
4319.68799,23149.8201,23143.504,0.98061,0.93623,0.90324
4319.69727,23149.7704,23143.4543,0.98801,0.94645,0.92337
4319.70654,23149.7207,23143.4046,0.992,0.95925,0.94369
4319.71631,23149.6684,23143.3523,0.9929,0.96914,0.95684
4319.72559,23149.6186,23143.3025,0.99248,0.97692,0.96505
4319.73535,23149.5663,23143.2503,0.99188,0.98316,0.97168
4319.74463,23149.5166,23143.2005,0.9902,0.98782,0.97638
4319.75439,23149.4643,23143.1482,0.9892,0.99093,0.97941
4319.76367,23149.4146,23143.0985,0.99104,0.99213,0.98183
4319.77295,23149.3648,23143.0488,0.99243,0.99276,0.98335
4319.78271,23149.3125,23142.9965,0.99072,0.99456,0.98409
4319.79199,23149.2628,23142.9468,0.98974,0.99601,0.98511
4319.80176,23149.2104,23142.8945,0.99135,0.99573,0.98628
4319.81104,23149.1607,23142.8447,0.99178,0.99563,0.98644
4319.82031,23149.111,23142.7951,0.9903,0.99652,0.98573
4319.83008,23149.0587,23142.7427,0.9898,0.99709,0.98577
4319.83936,23149.0089,23142.693,0.98971,0.99764,0.98696
4319.84912,23148.9566,23142.6407,0.98874,0.99838,0.98756
4319.8584,23148.9069,23142.591,0.98853,0.99803,0.98664
4319.86768,23148.8572,23142.5413,0.98866,0.99735,0.98534
4319.87744,23148.8049,23142.489,0.98701,0.99794,0.9844
4319.88672,23148.7552,23142.4393,0.98493,0.9985,0.98336
4319.89648,23148.7029,23142.387,0.98359,0.9981,0.98188
4319.90576,23148.6531,23142.3373,0.9811,0.99819,0.9799
4319.91504,23148.6034,23142.2876,0.97811,0.99838,0.9773
4319.9248,23148.5511,23142.2353,0.9764,0.99742,0.9742
4319.93408,23148.5014,23142.1856,0.97308,0.99675,0.97019
4319.94385,23148.449,23142.1333,0.96614,0.99716,0.96465
4319.95312,23148.3994,23142.0836,0.95909,0.99696,0.95843
4319.96289,23148.347,23142.0313,0.95302,0.9965,0.95246
4319.97217,23148.2973,23141.9815,0.94437,0.99744,0.94538
4319.98145,23148.2475,23141.9318,0.93239,0.99871,0.93552
4319.99121,23148.1952,23141.8795,0.91922,0.99906,0.92334
4320.00049,23148.1455,23141.8298,0.90563,0.99946,0.91019
4320.01025,23148.0932,23141.7776,0.89326,0.99989,0.89756
4320.01953,23148.0435,23141.7278,0.88565,0.99932,0.88797
4320.02881,23147.9938,23141.6781,0.88439,0.99871,0.88395
4320.03857,23147.9415,23141.6258,0.88859,0.99923,0.88615
4320.04785,23147.8918,23141.5761,0.8972,1.0001,0.89378
4320.05762,23147.8394,23141.5238,0.90954,1.0001,0.90558
4320.06689,23147.7897,23141.4741,0.92439,0.99931,0.91961
4320.07617,23147.74,23141.4244,0.93855,0.99885,0.93345
4320.08594,23147.6877,23141.3721,0.9491,0.9995,0.94534
4320.09521,23147.638,23141.3224,0.95748,0.9999,0.95485
4320.10498,23147.5856,23141.2701,0.96576,0.99913,0.96262
4320.11426,23147.5359,23141.2204,0.97156,0.99897,0.96909
4320.12354,23147.4862,23141.1707,0.97431,0.99965,0.97381
4320.1333,23147.4339,23141.1184,0.97847,0.99866,0.97674
4320.14258,23147.3842,23141.0687,0.98389,0.99701,0.97926
4320.15234,23147.3319,23141.0164,0.98555,0.99782,0.98209
4320.16162,23147.2822,23140.9667,0.9848,0.99942,0.9841
4320.17139,23147.2298,23140.9144,0.98661,0.99872,0.98486
4320.18066,23147.1801,23140.8647,0.98959,0.99726,0.98566
4320.18994,23147.1304,23140.815,0.9905,0.99699,0.98668
4320.19971,23147.0781,23140.7627,0.99087,0.99671,0.98681
4320.20898,23147.0284,23140.713,0.99224,0.99578,0.98644
4320.21875,23146.9761,23140.6607,0.99329,0.99519,0.9867
4320.22803,23146.9263,23140.611,0.99318,0.99554,0.98746
4320.2373,23146.8767,23140.5613,0.99239,0.9968,0.98837
4320.24707,23146.8243,23140.509,0.9921,0.99775,0.98947
4320.25635,23146.7746,23140.4593,0.99351,0.99702,0.99013
4320.26611,23146.7223,23140.407,0.99539,0.996,0.99054
4320.27539,23146.6726,23140.3573,0.99538,0.99672,0.99169
4320.28467,23146.6229,23140.3076,0.99423,0.99783,0.9926
4320.29443,23146.5706,23140.2553,0.99417,0.99732,0.99172
4320.30371,23146.5209,23140.2056,0.99489,0.99596,0.99004
4320.31348,23146.4685,23140.1533,0.99485,0.99477,0.9886
4320.32275,23146.4189,23140.1036,0.99407,0.99369,0.9869
4320.33203,23146.3691,23140.0539,0.99371,0.99278,0.9856
4320.3418,23146.3168,23140.0016,0.99397,0.99195,0.98536
4320.35107,23146.2671,23139.952,0.99356,0.99158,0.98487
4320.36084,23146.2148,23139.8996,0.99252,0.99276,0.98471
4320.37012,23146.1651,23139.8499,0.99299,0.99487,0.98705
4320.37988,23146.1128,23139.7977,0.99475,0.99605,0.98998
4320.38916,23146.0631,23139.748,0.99504,0.99649,0.99038
4320.39844,23146.0134,23139.6983,0.99454,0.99698,0.99014
4320.4082,23145.9611,23139.646,0.99551,0.99699,0.99152
4320.41748,23145.9114,23139.5963,0.99628,0.99692,0.99259
4320.42725,23145.859,23139.5439,0.99539,0.99788,0.99252
4320.43652,23145.8093,23139.4943,0.9953,0.99871,0.99318
4320.4458,23145.7596,23139.4446,0.99619,0.99854,0.99427
4320.45557,23145.7073,23139.3923,0.99566,0.99863,0.99438
4320.46484,23145.6576,23139.3426,0.99511,0.99904,0.99443
4320.47461,23145.6053,23139.2903,0.99672,0.9984,0.99494
4320.48389,23145.5556,23139.2406,0.99799,0.99755,0.99479
4320.49316,23145.5059,23139.1909,0.99703,0.99773,0.9942
4320.50293,23145.4536,23139.1386,0.99605,0.99812,0.99416
4320.51221,23145.4039,23139.0889,0.99617,0.99795,0.99429
4320.52197,23145.3516,23139.0367,0.99578,0.99816,0.99407
4320.53125,23145.3019,23138.987,0.99447,0.99914,0.99367
4320.54053,23145.2522,23138.9373,0.99363,0.99976,0.99321
4320.55029,23145.1999,23138.885,0.99443,0.99912,0.99305
4320.55957,23145.1502,23138.8353,0.99635,0.99781,0.99348
4320.56934,23145.0978,23138.783,0.99717,0.99734,0.99383
4320.57861,23145.0482,23138.7333,0.99622,0.99787,0.99366
4320.58838,23144.9958,23138.681,0.99596,0.99791,0.99366
4320.59766,23144.9461,23138.6313,0.99716,0.99738,0.99384
4320.60693,23144.8965,23138.5816,0.9974,0.99759,0.99354
4320.6167,23144.8441,23138.5293,0.99636,0.99812,0.9932
4320.62598,23144.7944,23138.4796,0.99615,0.9979,0.99368
4320.63574,23144.7421,23138.4274,0.99625,0.99823,0.99461
4320.64502,23144.6924,23138.3777,0.99516,0.9999,0.99528
4320.6543,23144.6427,23138.328,0.99444,1.0008,0.99583
4320.66406,23144.5904,23138.2757,0.99549,1.0001,0.99641
4320.67334,23144.5407,23138.226,0.99682,0.99959,0.99662
4320.68311,23144.4884,23138.1737,0.99741,0.99971,0.99635
4320.69238,23144.4387,23138.124,0.99766,0.99962,0.99616
4320.70166,23144.389,23138.0743,0.99757,0.99964,0.99643
4320.71143,23144.3367,23138.022,0.99751,0.99977,0.99683
4320.7207,23144.287,23137.9724,0.99792,0.99932,0.99674
4320.73047,23144.2347,23137.9201,0.99763,0.99921,0.99624
4320.73975,23144.185,23137.8704,0.99646,1.0001,0.99607
4320.74902,23144.1353,23137.8207,0.99639,1.0003,0.99634
4320.75879,23144.083,23137.7684,0.99715,0.99914,0.99604
4320.76807,23144.0333,23137.7187,0.9966,0.99862,0.99496
4320.77783,23143.981,23137.6664,0.99589,0.99894,0.99469
4320.78711,23143.9313,23137.6168,0.99699,0.99884,0.99594
4320.79688,23143.879,23137.5644,0.99821,0.99865,0.99697
4320.80615,23143.8293,23137.5148,0.99785,0.99915,0.99667
4320.81543,23143.7796,23137.4651,0.99692,0.99991,0.99641
4320.8252,23143.7273,23137.4128,0.99626,1.0006,0.997
4320.83447,23143.6776,23137.3631,0.99625,1.0009,0.9974
4320.84424,23143.6253,23137.3108,0.99722,1.0005,0.99735
4320.85352,23143.5756,23137.2611,0.99778,1.0002,0.99761
4320.86279,23143.5259,23137.2115,0.99706,1.0006,0.99784
4320.87256,23143.4736,23137.1592,0.99678,1.0007,0.99748
4320.88184,23143.4239,23137.1095,0.9971,1.0004,0.99717
4320.8916,23143.3716,23137.0572,0.99649,1.0007,0.99724
4320.90088,23143.3219,23137.0075,0.99603,1.0009,0.9971
4320.91016,23143.2722,23136.9578,0.99692,1.0004,0.99698
4320.91992,23143.2199,23136.9056,0.99775,0.99997,0.99721
4320.9292,23143.1702,23136.8559,0.99791,0.99967,0.99708
4320.93896,23143.1179,23136.8036,0.99759,0.99937,0.99654
4320.94824,23143.0682,23136.7539,0.99594,1.0001,0.99653
4320.95752,23143.0185,23136.7043,0.99466,1.0009,0.99652
4320.96729,23142.9662,23136.6519,0.99603,0.99971,0.99536
4320.97656,23142.9166,23136.6023,0.99696,0.99859,0.99393
4320.98633,23142.8642,23136.55,0.99505,0.99942,0.99358
4320.99561,23142.8145,23136.5003,0.994,0.99983,0.99362
4321.00537,23142.7623,23136.448,0.99467,0.99895,0.9929
4321.01465,23142.7126,23136.3983,0.99298,0.99922,0.99159
4321.02393,23142.6629,23136.3487,0.99028,1.0001,0.99042
4321.03369,23142.6106,23136.2964,0.99117,0.99904,0.9899
4321.04297,23142.5609,23136.2467,0.99353,0.9978,0.99008
4321.05273,23142.5086,23136.1945,0.9935,0.9983,0.99051
4321.06201,23142.4589,23136.1448,0.99296,0.99906,0.99116
4321.07129,23142.4092,23136.0951,0.99405,0.99887,0.99229
4321.08105,23142.3569,23136.0428,0.99525,0.99881,0.99336
4321.09033,23142.3072,23135.9931,0.99585,0.99919,0.99416
4321.1001,23142.2549,23135.9408,0.9966,0.99938,0.99538
4321.10938,23142.2052,23135.8911,0.99667,0.99962,0.99641
4321.11865,23142.1556,23135.8415,0.99508,1.0005,0.99604
4321.12842,23142.1032,23135.7892,0.99319,1.0016,0.99533
4321.1377,23142.0535,23135.7395,0.99283,1.0019,0.99541
4321.14746,23142.0013,23135.6873,0.99356,1.0012,0.99517
4321.15674,23141.9516,23135.6376,0.99348,1.0008,0.99435
4321.16602,23141.9019,23135.5879,0.99236,1.0012,0.99407
4321.17578,23141.8496,23135.5356,0.99146,1.0011,0.99339
4321.18506,23141.7999,23135.4859,0.99064,1.0001,0.99103
4321.19482,23141.7476,23135.4337,0.98808,0.99928,0.98807
4321.2041,23141.6979,23135.384,0.98361,0.99991,0.9852
4321.21387,23141.6456,23135.3317,0.98005,1.001,0.98212
4321.22314,23141.596,23135.2821,0.98037,1.0008,0.98064
4321.23242,23141.5463,23135.2324,0.98413,0.99965,0.98243
4321.24219,23141.494,23135.1801,0.98832,0.99924,0.98578
4321.25146,23141.4443,23135.1304,0.99138,0.99944,0.98859
4321.26123,23141.392,23135.0781,0.99369,0.99899,0.99084
4321.27051,23141.3423,23135.0285,0.99512,0.99827,0.99266
4321.27979,23141.2926,23134.9788,0.99583,0.99756,0.99358
4321.28955,23141.2403,23134.9265,0.99701,0.99603,0.99349
4321.29883,23141.1906,23134.8768,0.99797,0.99507,0.99313
4321.30859,23141.1384,23134.8246,0.99704,0.99689,0.99379
4321.31787,23141.0887,23134.7749,0.99582,0.9992,0.99528
4321.32715,23141.039,23134.7252,0.99653,0.99888,0.99566
4321.33691,23140.9867,23134.673,0.99754,0.99806,0.99512
4321.34619,23140.937,23134.6233,0.99718,0.99898,0.99589
4321.35596,23140.8847,23134.571,0.99713,0.99943,0.9972
4321.36523,23140.8351,23134.5214,0.99824,0.99842,0.99691
4321.37451,23140.7854,23134.4717,0.99865,0.9983,0.9962
4321.38428,23140.733,23134.4194,0.99777,0.99937,0.99671
4321.39355,23140.6834,23134.3697,0.9974,0.99968,0.99741
4321.40332,23140.6311,23134.3174,0.99833,0.99916,0.99788
4321.4126,23140.5814,23134.2678,0.99892,0.99895,0.99837
4321.42236,23140.5291,23134.2155,0.99794,0.99902,0.99756
4321.43164,23140.4794,23134.1658,0.99694,0.99886,0.99574
4321.44092,23140.4297,23134.1162,0.99749,0.99848,0.99547
4321.45068,23140.3775,23134.0639,0.99813,0.99821,0.99623
4321.45996,23140.3278,23134.0142,0.9975,0.99781,0.99522
4321.46973,23140.2755,23133.9619,0.99702,0.99641,0.99285
4321.479,23140.2258,23133.9123,0.99733,0.99447,0.99142
4321.48828,23140.1761,23133.8626,0.99746,0.99389,0.99136
4321.49805,23140.1238,23133.8103,0.99797,0.99496,0.99246
4321.50732,23140.0742,23133.7607,0.99884,0.99639,0.99433
4321.51709,23140.0219,23133.7084,0.99787,0.99789,0.99545
4321.52637,23139.9722,23133.6587,0.9961,0.99905,0.99538
4321.53564,23139.9225,23133.6091,0.99697,0.99875,0.99575
4321.54541,23139.8702,23133.5568,0.99884,0.99816,0.99686
4321.55469,23139.8205,23133.5071,0.99817,0.999,0.99721
4321.56445,23139.7683,23133.4549,0.99665,1.0,0.99667
4321.57373,23139.7186,23133.4052,0.99667,0.99989,0.99642
4321.58301,23139.6689,23133.3555,0.99687,0.99969,0.9966
4321.59277,23139.6166,23133.3033,0.99654,0.99995,0.99661
4321.60205,23139.567,23133.2536,0.99654,1.0001,0.99651
4321.61182,23139.5146,23133.2013,0.99644,1.0003,0.99664
4321.62109,23139.465,23133.1517,0.99665,1.0004,0.99695
4321.63086,23139.4127,23133.0994,0.99804,0.99955,0.99698
4321.64014,23139.363,23133.0497,0.99837,0.999,0.99652
