wavenumber_cm-1,wavelength_vac_A,wavelength_air_A,telluric_ratio
4317.138481,23163.4914,23157.1715,0.85043
4317.147958,23163.4405,23157.1207,0.83461
4317.157435,23163.3897,23157.0698,0.82764
4317.166912,23163.3388,23157.019,0.83457
4317.176389,23163.288,23156.9682,0.85218
4317.185866,23163.2371,23156.9173,0.86142
4317.195343,23163.1863,23156.8665,0.86084
4317.20482,23163.1354,23156.8157,0.85758
4317.214297,23163.0846,23156.7648,0.83467
4317.223774,23163.0338,23156.714,0.79776
4317.233252,23162.9829,23156.6632,0.78956
4317.242729,23162.9321,23156.6123,0.80734
4317.252206,23162.8812,23156.5615,0.80963
4317.261683,23162.8304,23156.5107,0.79617
4317.27116,23162.7795,23156.4598,0.77599
4317.280637,23162.7287,23156.409,0.73331
4317.290114,23162.6778,23156.3582,0.67872
4317.299591,23162.627,23156.3074,0.61454
4317.309068,23162.5761,23156.2565,0.49611
4317.318545,23162.5253,23156.2057,0.35865
4317.328022,23162.4744,23156.1549,0.33783
4317.3375,23162.4236,23156.104,0.4588
4317.346977,23162.3728,23156.0532,0.59589
4317.356454,23162.3219,23156.0024,0.67576
4317.365931,23162.2711,23155.9515,0.72763
4317.375408,23162.2202,23155.9007,0.76752
4317.384885,23162.1694,23155.8499,0.79011
4317.394362,23162.1185,23155.7991,0.81208
4317.403839,23162.0677,23155.7482,0.83858
4317.413316,23162.0169,23155.6974,0.8522
4317.422793,23161.966,23155.6466,0.85352
4317.43227,23161.9152,23155.5957,0.85697
4317.441748,23161.8643,23155.5449,0.85938
4317.451225,23161.8135,23155.4941,0.85069
4317.460702,23161.7626,23155.4432,0.83653
4317.470179,23161.7118,23155.3924,0.82221
4317.479656,23161.661,23155.3416,0.79668
4317.489133,23161.6101,23155.2908,0.75989
4317.49861,23161.5593,23155.2399,0.72713
4317.508087,23161.5084,23155.1891,0.67887
4317.517564,23161.4576,23155.1383,0.58293
4317.527041,23161.4068,23155.0875,0.4916
4317.536519,23161.3559,23155.0366,0.50102
4317.545996,23161.3051,23154.9858,0.59651
4317.555473,23161.2542,23154.935,0.66565
4317.56495,23161.2034,23154.8842,0.66145
4317.574427,23161.1526,23154.8333,0.6353
4317.583904,23161.1017,23154.7825,0.62838
4317.593381,23161.0509,23154.7317,0.6308
4317.602858,23161.0,23154.6809,0.63815
4317.612335,23160.9492,23154.63,0.67072
4317.621812,23160.8984,23154.5792,0.72504
4317.631289,23160.8475,23154.5284,0.76762
4317.640767,23160.7967,23154.4776,0.79116
4317.650244,23160.7459,23154.4267,0.81122
4317.659721,23160.695,23154.3759,0.81708
4317.669198,23160.6442,23154.3251,0.80214
4317.678675,23160.5933,23154.2743,0.78868
4317.688152,23160.5425,23154.2235,0.76329
4317.697629,23160.4917,23154.1726,0.69706
4317.707106,23160.4408,23154.1218,0.64216
4317.716583,23160.39,23154.071,0.66522
4317.72606,23160.3392,23154.0202,0.73108
4317.735537,23160.2883,23153.9693,0.77194
4317.745015,23160.2375,23153.9185,0.77289
4317.754492,23160.1867,23153.8677,0.74273
4317.763969,23160.1358,23153.8169,0.71491
4317.773446,23160.085,23153.7661,0.73687
4317.782923,23160.0342,23153.7152,0.78766
4317.7924,23159.9833,23153.6644,0.81044
4317.801877,23159.9325,23153.6136,0.8073
4317.811354,23159.8817,23153.5628,0.78965
4317.820831,23159.8308,23153.512,0.74765
4317.830308,23159.78,23153.4611,0.72771
4317.839786,23159.7292,23153.4103,0.77591
4317.849263,23159.6783,23153.3595,0.83719
4317.85874,23159.6275,23153.3087,0.85865
4317.868217,23159.5767,23153.2579,0.87
4317.877694,23159.5258,23153.207,0.88444
4317.887171,23159.475,23153.1562,0.88141
4317.896648,23159.4242,23153.1054,0.87312
4317.906125,23159.3733,23153.0546,0.86211
4317.915602,23159.3225,23153.0038,0.83013
4317.925079,23159.2717,23152.953,0.80978
4317.934556,23159.2209,23152.9021,0.83107
4317.944034,23159.17,23152.8513,0.84775
4317.953511,23159.1192,23152.8005,0.83134
4317.962988,23159.0684,23152.7497,0.82409
4317.972465,23159.0175,23152.6989,0.84261
4317.981942,23158.9667,23152.6481,0.85632
4317.991419,23158.9159,23152.5973,0.85507
4318.000896,23158.865,23152.5464,0.84764
4318.010373,23158.8142,23152.4956,0.83876
4318.01985,23158.7634,23152.4448,0.84021
4318.029327,23158.7126,23152.394,0.85556
4318.038804,23158.6617,23152.3432,0.87009
4318.048282,23158.6109,23152.2924,0.87825
4318.057759,23158.5601,23152.2415,0.88442
4318.067236,23158.5092,23152.1907,0.88605
4318.076713,23158.4584,23152.1399,0.88347
4318.08619,23158.4076,23152.0891,0.88121
4318.095667,23158.3568,23152.0383,0.879
4318.105144,23158.3059,23151.9875,0.87706
4318.114621,23158.2551,23151.9367,0.86875
4318.124098,23158.2043,23151.8859,0.8407
4318.133575,23158.1535,23151.8351,0.80472
4318.143053,23158.1026,23151.7842,0.79041
4318.15253,23158.0518,23151.7334,0.80126
4318.162007,23158.001,23151.6826,0.82542
4318.171484,23157.9502,23151.6318,0.86083
4318.180961,23157.8993,23151.581,0.89498
4318.190438,23157.8485,23151.5302,0.91121
4318.199915,23157.7977,23151.4794,0.91837
4318.209392,23157.7469,23151.4286,0.92667
4318.218869,23157.696,23151.3778,0.92787
4318.228346,23157.6452,23151.3269,0.92425
4318.237823,23157.5944,23151.2761,0.92508
4318.247301,23157.5436,23151.2253,0.92383
4318.256778,23157.4927,23151.1745,0.91826
4318.266255,23157.4419,23151.1237,0.91159
4318.275732,23157.3911,23151.0729,0.89109
4318.285209,23157.3403,23151.0221,0.86218
4318.294686,23157.2895,23150.9713,0.86376
4318.304163,23157.2386,23150.9205,0.90111
4318.31364,23157.1878,23150.8697,0.93251
4318.323117,23157.137,23150.8189,0.94246
4318.332594,23157.0862,23150.7681,0.95087
4318.342071,23157.0354,23150.7172,0.96153
4318.351549,23156.9845,23150.6664,0.96615
4318.361026,23156.9337,23150.6156,0.96914
4318.370503,23156.8829,23150.5648,0.97333
4318.37998,23156.8321,23150.514,0.97481
4318.389457,23156.7812,23150.4632,0.9762
4318.398934,23156.7304,23150.4124,0.97982
4318.408411,23156.6796,23150.3616,0.98168
4318.417888,23156.6288,23150.3108,0.98183
4318.427365,23156.578,23150.26,0.98336
4318.436842,23156.5272,23150.2092,0.98485
4318.44632,23156.4763,23150.1584,0.98505
4318.455797,23156.4255,23150.1076,0.98535
4318.465274,23156.3747,23150.0568,0.9858
4318.474751,23156.3239,23150.006,0.98618
4318.484228,23156.2731,23149.9552,0.98703
4318.493705,23156.2222,23149.9044,0.98763
4318.503182,23156.1714,23149.8536,0.9877
4318.512659,23156.1206,23149.8028,0.98822
4318.522136,23156.0698,23149.752,0.98902
4318.531613,23156.019,23149.7012,0.98942
4318.54109,23155.9682,23149.6503,0.98974
4318.550568,23155.9173,23149.5995,0.98986
4318.560045,23155.8665,23149.5487,0.98986
4318.569522,23155.8157,23149.4979,0.99062
4318.578999,23155.7649,23149.4471,0.99142
4318.588476,23155.7141,23149.3963,0.99093
4318.597953,23155.6633,23149.3455,0.99043
4318.60743,23155.6125,23149.2947,0.99151
4318.616907,23155.5616,23149.2439,0.9925
4318.626384,23155.5108,23149.1931,0.99121
4318.635861,23155.46,23149.1423,0.9882
4318.645338,23155.4092,23149.0915,0.98526
4318.654816,23155.3584,23149.0407,0.98294
4318.664293,23155.3076,23148.9899,0.98062
4318.67377,23155.2568,23148.9391,0.97854
4318.683247,23155.2059,23148.8883,0.9785
4318.692724,23155.1551,23148.8375,0.98144
4318.702201,23155.1043,23148.7867,0.98558
4318.711678,23155.0535,23148.7359,0.98866
4318.721155,23155.0027,23148.6851,0.99007
4318.730632,23154.9519,23148.6343,0.99023
4318.740109,23154.9011,23148.5836,0.9902
4318.749587,23154.8503,23148.5327,0.99055
4318.759064,23154.7995,23148.482,0.98977
4318.768541,23154.7486,23148.4312,0.98703
4318.778018,23154.6978,23148.3804,0.98531
4318.787495,23154.647,23148.3296,0.98668
4318.796972,23154.5962,23148.2788,0.98845
4318.806449,23154.5454,23148.228,0.98822
4318.815926,23154.4946,23148.1772,0.98757
4318.825403,23154.4438,23148.1264,0.988
4318.83488,23154.393,23148.0756,0.98859
4318.844357,23154.3422,23148.0248,0.98862
4318.853835,23154.2914,23147.974,0.9888
4318.863312,23154.2405,23147.9232,0.98959
4318.872789,23154.1897,23147.8724,0.99015
4318.882266,23154.1389,23147.8216,0.98968
4318.891743,23154.0881,23147.7708,0.98883
4318.90122,23154.0373,23147.72,0.98818
4318.910697,23153.9865,23147.6692,0.98689
4318.920174,23153.9357,23147.6184,0.985
4318.929651,23153.8849,23147.5676,0.98385
4318.939128,23153.8341,23147.5169,0.98326
4318.948605,23153.7833,23147.4661,0.98272
4318.958083,23153.7325,23147.4153,0.98284
4318.96756,23153.6817,23147.3645,0.98157
4318.977037,23153.6309,23147.3137,0.97608
4318.986514,23153.5801,23147.2629,0.97037
4318.995991,23153.5292,23147.2121,0.97028
4319.005468,23153.4784,23147.1613,0.97338
4319.014945,23153.4276,23147.1105,0.97496
4319.024422,23153.3768,23147.0597,0.97683
4319.033899,23153.326,23147.0089,0.98081
4319.043376,23153.2752,23146.9581,0.98353
4319.052854,23153.2244,23146.9073,0.98374
4319.062331,23153.1736,23146.8566,0.98462
4319.071808,23153.1228,23146.8058,0.98664
4319.081285,23153.072,23146.755,0.98636
4319.090762,23153.0212,23146.7042,0.98303
4319.100239,23152.9704,23146.6534,0.98062
4319.109716,23152.9196,23146.6026,0.98167
4319.119193,23152.8688,23146.5518,0.98342
4319.12867,23152.818,23146.501,0.98355
4319.138147,23152.7672,23146.4503,0.98447
4319.147624,23152.7164,23146.3995,0.98723
4319.157102,23152.6656,23146.3487,0.98877
4319.166579,23152.6148,23146.2979,0.98867
4319.176056,23152.564,23146.2471,0.98948
4319.185533,23152.5132,23146.1963,0.99039
4319.19501,23152.4624,23146.1455,0.98982
4319.204487,23152.4116,23146.0947,0.98938
4319.213964,23152.3608,23146.044,0.98948
4319.223441,23152.31,23145.9932,0.98855
4319.232918,23152.2592,23145.9424,0.98779
4319.242395,23152.2084,23145.8916,0.9883
4319.251872,23152.1576,23145.8408,0.98809
4319.26135,23152.1068,23145.79,0.9869
4319.270827,23152.056,23145.7392,0.98643
4319.280304,23152.0052,23145.6884,0.98569
4319.289781,23151.9544,23145.6377,0.98325
4319.299258,23151.9036,23145.5869,0.98066
4319.308735,23151.8528,23145.5361,0.97943
4319.318212,23151.802,23145.4853,0.9791
4319.327689,23151.7512,23145.4345,0.97831
4319.337166,23151.7004,23145.3837,0.97595
4319.346643,23151.6496,23145.333,0.97312
4319.356121,23151.5988,23145.2822,0.97125
4319.365598,23151.548,23145.2314,0.96846
4319.375075,23151.4972,23145.1806,0.96343
4319.384552,23151.4464,23145.1298,0.95855
4319.394029,23151.3956,23145.079,0.95397
4319.403506,23151.3448,23145.0283,0.9471
4319.412983,23151.294,23144.9775,0.93824
4319.42246,23151.2432,23144.9267,0.92638
4319.431937,23151.1924,23144.8759,0.90723
4319.441414,23151.1416,23144.8251,0.883
4319.450891,23151.0909,23144.7744,0.8602
4319.460369,23151.0401,23144.7236,0.83732
4319.469846,23150.9893,23144.6728,0.81156
4319.479323,23150.9385,23144.622,0.79122
4319.4888,23150.8877,23144.5712,0.78648
4319.498277,23150.8369,23144.5205,0.79727
4319.507754,23150.7861,23144.4697,0.81769
4319.517231,23150.7353,23144.4189,0.84218
4319.526708,23150.6845,23144.3681,0.86623
4319.536185,23150.6337,23144.3173,0.88773
4319.545662,23150.5829,23144.2666,0.90632
4319.555139,23150.5321,23144.2158,0.92169
4319.564617,23150.4813,23144.165,0.93428
4319.574094,23150.4305,23144.1142,0.94391
4319.583571,23150.3797,23144.0634,0.94871
4319.593048,23150.329,23144.0127,0.94822
4319.602525,23150.2782,23143.9619,0.94316
4319.612002,23150.2274,23143.9111,0.93176
4319.621479,23150.1766,23143.8603,0.91227
4319.630956,23150.1258,23143.8096,0.88775
4319.640433,23150.075,23143.7588,0.86674
4319.64991,23150.0242,23143.708,0.85936
4319.659388,23149.9734,23143.6572,0.86758
4319.668865,23149.9226,23143.6065,0.88087
4319.678342,23149.8718,23143.5557,0.891
4319.687819,23149.821,23143.5049,0.90355
4319.697296,23149.7703,23143.4541,0.92362
4319.706773,23149.7195,23143.4034,0.94387
4319.71625,23149.6687,23143.3526,0.95698
4319.725727,23149.6179,23143.3018,0.96517
4319.735204,23149.5671,23143.251,0.97178
4319.744681,23149.5163,23143.2003,0.97646
4319.754158,23149.4655,23143.1495,0.97948
4319.763636,23149.4147,23143.0987,0.98189
4319.773113,23149.364,23143.0479,0.98341
4319.78259,23149.3132,23142.9972,0.98415
4319.792067,23149.2624,23142.9464,0.98516
4319.801544,23149.2116,23142.8956,0.98633
4319.811021,23149.1608,23142.8448,0.98649
4319.820498,23149.11,23142.7941,0.98578
4319.829975,23149.0592,23142.7433,0.98582
4319.839452,23149.0085,23142.6925,0.987
4319.848929,23148.9577,23142.6418,0.9876
4319.858407,23148.9069,23142.591,0.98669
4319.867884,23148.8561,23142.5402,0.98539
4319.877361,23148.8053,23142.4894,0.98446
4319.886838,23148.7545,23142.4387,0.98342
4319.896315,23148.7037,23142.3879,0.98195
4319.905792,23148.653,23142.3371,0.97997
4319.915269,23148.6022,23142.2864,0.97737
4319.924746,23148.5514,23142.2356,0.97429
4319.934223,23148.5006,23142.1848,0.97029
4319.9437,23148.4498,23142.1341,0.96477
4319.953177,23148.399,23142.0833,0.95857
4319.962655,23148.3483,23142.0325,0.95262
4319.972132,23148.2975,23141.9817,0.94556
4319.981609,23148.2467,23141.931,0.93573
4319.991086,23148.1959,23141.8802,0.92359
4320.000563,23148.1451,23141.8294,0.91048
4320.01004,23148.0944,23141.7787,0.89789
4320.019517,23148.0436,23141.7279,0.88833
4320.028994,23147.9928,23141.6771,0.88432
4320.038471,23147.942,23141.6264,0.88652
4320.047948,23147.8912,23141.5756,0.89413
4320.057425,23147.8404,23141.5248,0.90589
4320.066903,23147.7897,23141.4741,0.91987
4320.07638,23147.7389,23141.4233,0.93367
4320.085857,23147.6881,23141.3725,0.94552
4320.095334,23147.6373,23141.3218,0.955
4320.104811,23147.5865,23141.271,0.96275
4320.114288,23147.5358,23141.2202,0.9692
4320.123765,23147.485,23141.1695,0.97389
4320.133242,23147.4342,23141.1187,0.97682
4320.142719,23147.3834,23141.068,0.97933
4320.152196,23147.3327,23141.0172,0.98215
4320.161674,23147.2819,23140.9664,0.98415
4320.171151,23147.2311,23140.9157,0.98491
4320.180628,23147.1803,23140.8649,0.98571
4320.190105,23147.1295,23140.8141,0.98672
4320.199582,23147.0788,23140.7634,0.98686
4320.209059,23147.028,23140.7126,0.98648
4320.218536,23146.9772,23140.6618,0.98675
4320.228013,23146.9264,23140.6111,0.9875
4320.23749,23146.8757,23140.5603,0.98842
4320.246967,23146.8249,23140.5096,0.9895
4320.256444,23146.7741,23140.4588,0.99016
4320.265922,23146.7233,23140.408,0.99057
4320.275399,23146.6726,23140.3573,0.99172
4320.284876,23146.6218,23140.3065,0.99262
4320.294353,23146.571,23140.2557,0.99175
4320.30383,23146.5202,23140.205,0.99008
4320.313307,23146.4695,23140.1542,0.98864
4320.322784,23146.4187,23140.1035,0.98695
4320.332261,23146.3679,23140.0527,0.98565
4320.341738,23146.3171,23140.0019,0.98541
4320.351215,23146.2664,23139.9512,0.98492
4320.360692,23146.2156,23139.9004,0.98476
4320.37017,23146.1648,23139.8497,0.9871
4320.379647,23146.114,23139.7989,0.99002
4320.389124,23146.0633,23139.7481,0.99041
4320.398601,23146.0125,23139.6974,0.99018
4320.408078,23145.9617,23139.6466,0.99156
4320.417555,23145.911,23139.5959,0.99262
4320.427032,23145.8602,23139.5451,0.99255
4320.436509,23145.8094,23139.4944,0.99321
4320.445986,23145.7586,23139.4436,0.99429
4320.455463,23145.7079,23139.3928,0.9944
4320.464941,23145.6571,23139.3421,0.99445
4320.474418,23145.6063,23139.2913,0.99496
4320.483895,23145.5556,23139.2406,0.99481
4320.493372,23145.5048,23139.1898,0.99423
4320.502849,23145.454,23139.1391,0.99418
4320.512326,23145.4032,23139.0883,0.99431
4320.521803,23145.3525,23139.0375,0.99409
4320.53128,23145.3017,23138.9868,0.99369
4320.540757,23145.2509,23138.936,0.99324
4320.550234,23145.2002,23138.8853,0.99308
4320.559711,23145.1494,23138.8345,0.99351
4320.569189,23145.0986,23138.7838,0.99385
4320.578666,23145.0479,23138.733,0.99369
4320.588143,23144.9971,23138.6823,0.99368
4320.59762,23144.9463,23138.6315,0.99387
4320.607097,23144.8956,23138.5808,0.99357
4320.616574,23144.8448,23138.53,0.99323
4320.626051,23144.794,23138.4792,0.99371
4320.635528,23144.7433,23138.4285,0.99463
4320.645005,23144.6925,23138.3777,0.9953
4320.654482,23144.6417,23138.327,0.99585
4320.663959,23144.591,23138.2762,0.99643
4320.673437,23144.5402,23138.2255,0.99663
4320.682914,23144.4894,23138.1747,0.99637
4320.692391,23144.4387,23138.124,0.99617
4320.701868,23144.3879,23138.0732,0.99644
4320.711345,23144.3371,23138.0225,0.99684
4320.720822,23144.2864,23137.9717,0.99676
4320.730299,23144.2356,23137.921,0.99626
4320.739776,23144.1848,23137.8702,0.99609
4320.749253,23144.1341,23137.8195,0.99636
4320.75873,23144.0833,23137.7687,0.99606
4320.768208,23144.0325,23137.718,0.99498
4320.777685,23143.9818,23137.6672,0.99471
4320.787162,23143.931,23137.6165,0.99596
4320.796639,23143.8803,23137.5657,0.99698
4320.806116,23143.8295,23137.515,0.99668
4320.815593,23143.7787,23137.4642,0.99643
4320.82507,23143.728,23137.4135,0.99702
4320.834547,23143.6772,23137.3627,0.99741
4320.844024,23143.6264,23137.312,0.99736
4320.853501,23143.5757,23137.2612,0.99762
4320.862978,23143.5249,23137.2105,0.99785
4320.872456,23143.4742,23137.1597,0.99749
4320.881933,23143.4234,23137.109,0.99719
4320.89141,23143.3726,23137.0582,0.99725
4320.900887,23143.3219,23137.0075,0.99712
4320.910364,23143.2711,23136.9568,0.99699
4320.919841,23143.2204,23136.906,0.99722
4320.929318,23143.1696,23136.8553,0.99709
4320.938795,23143.1188,23136.8045,0.99656
4320.948272,23143.0681,23136.7538,0.99654
4320.957749,23143.0173,23136.703,0.99654
4320.967226,23142.9666,23136.6523,0.99538
4320.976704,23142.9158,23136.6015,0.99395
4320.986181,23142.865,23136.5508,0.9936
4320.995658,23142.8143,23136.5,0.99364
4321.005135,23142.7635,23136.4493,0.99292
4321.014612,23142.7128,23136.3986,0.99162
4321.024089,23142.662,23136.3478,0.99045
4321.033566,23142.6112,23136.2971,0.98994
4321.043043,23142.5605,23136.2463,0.99012
4321.05252,23142.5097,23136.1956,0.99055
4321.061997,23142.459,23136.1448,0.9912
4321.071475,23142.4082,23136.0941,0.99232
4321.080952,23142.3575,23136.0433,0.99339
4321.090429,23142.3067,23135.9926,0.99418
4321.099906,23142.2559,23135.9419,0.9954
4321.109383,23142.2052,23135.8911,0.99642
4321.11886,23142.1544,23135.8404,0.99606
4321.128337,23142.1037,23135.7896,0.99535
4321.137814,23142.0529,23135.7389,0.99543
4321.147291,23142.0022,23135.6882,0.99518
4321.156768,23141.9514,23135.6374,0.99437
4321.166245,23141.9007,23135.5867,0.99409
4321.175723,23141.8499,23135.5359,0.99342
4321.1852,23141.7992,23135.4852,0.99106
4321.194677,23141.7484,23135.4345,0.98811
4321.204154,23141.6976,23135.3837,0.98525
4321.213631,23141.6469,23135.333,0.98218
4321.223108,23141.5961,23135.2822,0.9807
4321.232585,23141.5454,23135.2315,0.98249
4321.242062,23141.4946,23135.1808,0.98583
4321.251539,23141.4439,23135.13,0.98863
4321.261016,23141.3931,23135.0793,0.99087
4321.270493,23141.3424,23135.0285,0.99269
4321.279971,23141.2916,23134.9778,0.9936
4321.289448,23141.2409,23134.9271,0.99351
4321.298925,23141.1901,23134.8763,0.99315
4321.308402,23141.1394,23134.8256,0.99381
4321.317879,23141.0886,23134.7749,0.9953
4321.327356,23141.0379,23134.7241,0.99568
4321.336833,23140.9871,23134.6734,0.99514
4321.34631,23140.9364,23134.6226,0.9959
4321.355787,23140.8856,23134.5719,0.99722
4321.365264,23140.8349,23134.5212,0.99692
4321.374742,23140.7841,23134.4704,0.99622
4321.384219,23140.7334,23134.4197,0.99672
4321.393696,23140.6826,23134.369,0.99742
4321.403173,23140.6319,23134.3182,0.99789
4321.41265,23140.5811,23134.2675,0.99838
4321.422127,23140.5304,23134.2168,0.99757
4321.431604,23140.4796,23134.166,0.99576
4321.441081,23140.4289,23134.1153,0.99548
4321.450558,23140.3781,23134.0646,0.99625
4321.460035,23140.3274,23134.0138,0.99524
4321.469512,23140.2766,23133.9631,0.99288
4321.47899,23140.2259,23133.9124,0.99145
4321.488467,23140.1751,23133.8616,0.99139
4321.497944,23140.1244,23133.8109,0.99248
4321.507421,23140.0736,23133.7602,0.99435
4321.516898,23140.0229,23133.7094,0.99546
4321.526375,23139.9722,23133.6587,0.99539
4321.535852,23139.9214,23133.608,0.99577
4321.545329,23139.8707,23133.5572,0.99687
4321.554806,23139.8199,23133.5065,0.99722
4321.564283,23139.7692,23133.4558,0.99668
4321.57376,23139.7184,23133.405,0.99644
4321.583238,23139.6677,23133.3543,0.99661
4321.592715,23139.6169,23133.3036,0.99663
4321.602192,23139.5662,23133.2528,0.99653
4321.611669,23139.5155,23133.2021,0.99666
4321.621146,23139.4647,23133.1514,0.99696
4321.630623,23139.414,23133.1007,0.99699
4321.6401,23139.3632,23133.0499,0.99654
4321.649577,23139.3125,23132.9992,0.99616
4321.659054,23139.2617,23132.9485,0.99649
4321.668531,23139.211,23132.8977,0.99711
4321.678009,23139.1603,23132.847,0.99732
4321.687486,23139.1095,23132.7963,0.99729
4321.696963,23139.0588,23132.7456,0.99719
4321.70644,23139.008,23132.6948,0.99656
4321.715917,23138.9573,23132.6441,0.9957
4321.725394,23138.9065,23132.5934,0.9957
4321.734871,23138.8558,23132.5426,0.9963
4321.744348,23138.8051,23132.4919,0.99616
4321.753825,23138.7543,23132.4412,0.99544
4321.763302,23138.7036,23132.3905,0.99528
4321.772779,23138.6528,23132.3397,0.99542
4321.782257,23138.6021,23132.289,0.99484
4321.791734,23138.5514,23132.2383,0.9939
4321.801211,23138.5006,23132.1876,0.99376
4321.810688,23138.4499,23132.1368,0.99465
4321.820165,23138.3991,23132.0861,0.99581
4321.829642,23138.3484,23132.0354,0.99619
4321.839119,23138.2977,23131.9847,0.99566
4321.848596,23138.2469,23131.9339,0.99532
4321.858073,23138.1962,23131.8832,0.99553
4321.86755,23138.1455,23131.8325,0.995
4321.877027,23138.0947,23131.7818,0.99354
4321.886505,23138.044,23131.731,0.99227
4321.895982,23137.9932,23131.6803,0.99004
4321.905459,23137.9425,23131.6296,0.98579
4321.914936,23137.8918,23131.5789,0.98356
4321.924413,23137.841,23131.5281,0.98686
4321.93389,23137.7903,23131.4774,0.99144
4321.943367,23137.7396,23131.4267,0.99244
4321.952844,23137.6888,23131.376,0.99265
4321.962321,23137.6381,23131.3253,0.99515
4321.971798,23137.5873,23131.2745,0.9965
4321.981276,23137.5366,23131.2238,0.9944
4321.990753,23137.4859,23131.1731,0.99237
4322.00023,23137.4351,23131.1224,0.99179
4322.009707,23137.3844,23131.0717,0.98826
4322.019184,23137.3337,23131.0209,0.97849
4322.028661,23137.2829,23130.9702,0.96318
4322.038138,23137.2322,23130.9195,0.94327
4322.047615,23137.1815,23130.8688,0.92151
4322.057092,23137.1307,23130.8181,0.9065
4322.066569,23137.08,23130.7673,0.90701
4322.076046,23137.0293,23130.7166,0.92221
4322.085524,23136.9785,23130.6659,0.94327
4322.095001,23136.9278,23130.6152,0.96249
4322.104478,23136.8771,23130.5645,0.97647
4322.113955,23136.8263,23130.5137,0.98452
4322.123432,23136.7756,23130.463,0.98817
4322.132909,23136.7249,23130.4123,0.98989
4322.142386,23136.6741,23130.3616,0.99099
4322.151863,23136.6234,23130.3109,0.99175
4322.16134,23136.5727,23130.2601,0.99191
4322.170817,23136.522,23130.2094,0.99119
4322.180295,23136.4712,23130.1587,0.99057
4322.189772,23136.4205,23130.108,0.9913
4322.199249,23136.3698,23130.0573,0.99287
4322.208726,23136.319,23130.0066,0.99414
4322.218203,23136.2683,23129.9558,0.99454
4322.22768,23136.2176,23129.9051,0.9938
4322.237157,23136.1668,23129.8544,0.99285
4322.246634,23136.1161,23129.8037,0.99287
4322.256111,23136.0654,23129.753,0.99279
4322.265588,23136.0147,23129.7023,0.99196
4322.275065,23135.9639,23129.6516,0.99199
4322.284543,23135.9132,23129.6008,0.99237
4322.29402,23135.8625,23129.5501,0.99077
4322.303497,23135.8117,23129.4994,0.98819
4322.312974,23135.761,23129.4487,0.98628
4322.322451,23135.7103,23129.398,0.98438
4322.331928,23135.6596,23129.3473,0.98215
4322.341405,23135.6088,23129.2966,0.97729
4322.350882,23135.5581,23129.2459,0.96681
4322.360359,23135.5074,23129.1951,0.95826
4322.369836,23135.4567,23129.1444,0.96321
4322.379313,23135.4059,23129.0937,0.9763
4322.388791,23135.3552,23129.043,0.98345
4322.398268,23135.3045,23128.9923,0.9847
4322.407745,23135.2538,23128.9416,0.98662
4322.417222,23135.203,23128.8909,0.98731
4322.426699,23135.1523,23128.8402,0.98597
4322.436176,23135.1016,23128.7894,0.98732
4322.445653,23135.0509,23128.7387,0.99051
4322.45513,23135.0001,23128.688,0.99162
4322.464607,23134.9494,23128.6373,0.99257
4322.474084,23134.8987,23128.5866,0.99472
4322.483562,23134.848,23128.5359,0.99506
4322.493039,23134.7972,23128.4852,0.99395
4322.502516,23134.7465,23128.4345,0.99483
4322.511993,23134.6958,23128.3838,0.99699
4322.52147,23134.6451,23128.3331,0.99742
4322.530947,23134.5943,23128.2823,0.99636
4322.540424,23134.5436,23128.2316,0.99602
4322.549901,23134.4929,23128.1809,0.9969
4322.559378,23134.4422,23128.1302,0.99734
4322.568855,23134.3915,23128.0795,0.99661
4322.578332,23134.3407,23128.0288,0.99599
4322.58781,23134.29,23127.9781,0.9961
4322.597287,23134.2393,23127.9274,0.99613
4322.606764,23134.1886,23127.8767,0.99617
4322.616241,23134.1379,23127.826,0.9968
4322.625718,23134.0871,23127.7753,0.99775
4322.635195,23134.0364,23127.7246,0.99864
4322.644672,23133.9857,23127.6739,0.99886
4322.654149,23133.935,23127.6232,0.99753
4322.663626,23133.8843,23127.5725,0.99607
4322.673103,23133.8335,23127.5217,0.99642
4322.68258,23133.7828,23127.471,0.99725
4322.692058,23133.7321,23127.4203,0.99696
4322.701535,23133.6814,23127.3696,0.99683
4322.711012,23133.6307,23127.3189,0.9973
4322.720489,23133.5799,23127.2682,0.99698
4322.729966,23133.5292,23127.2175,0.9963
4322.739443,23133.4785,23127.1668,0.9965
4322.74892,23133.4278,23127.1161,0.99693
4322.758397,23133.3771,23127.0654,0.99687
4322.767874,23133.3264,23127.0147,0.99651
4322.777351,23133.2756,23126.964,0.99594
4322.786829,23133.2249,23126.9133,0.99561
4322.796306,23133.1742,23126.8626,0.996
4322.805783,23133.1235,23126.8119,0.9964
4322.81526,23133.0728,23126.7612,0.99637
4322.824737,23133.0221,23126.7105,0.99657
4322.834214,23132.9713,23126.6598,0.99686
4322.843691,23132.9206,23126.6091,0.99667
4322.853168,23132.8699,23126.5584,0.99656
4322.862645,23132.8192,23126.5077,0.99686
4322.872122,23132.7685,23126.457,0.9971
4322.881599,23132.7178,23126.4063,0.99742
4322.891077,23132.6671,23126.3556,0.99762
4322.900554,23132.6163,23126.3049,0.99677
4322.910031,23132.5656,23126.2542,0.99557
4322.919508,23132.5149,23126.2035,0.99569
4322.928985,23132.4642,23126.1528,0.99612
4322.938462,23132.4135,23126.1021,0.99498
