element,ion,wave_air_A,wave_vac_A,band,band_methods,ep_eV,log_gf_linelist_sum,log_gf_strongest_component,hfs_n_components,hfs_carried,central_depth,blend_flag,vald_proximity_min,instruments_coverage_module,instruments_on_sirius,instruments_coverage_blind_spot,best_gf_source,best_log_gf,best_sigma_dex,delta_best_minus_linelist,scale_mismatch,tier,telluric_required_band,canonical_log_gf,canonical_reference,canonical_gf_tier,canonical_hfs_n,canonical_lam_A,burheim_lam_vac_A,burheim_lam_air_A,burheim_gap_A,burheim_log_gf,burheim_unc_pct,burheim_sigma_dex,burheim_transition,papoulia19_log_gf,kurucz95_log_gf,topbase_m00_log_gf,nist_lam_A,nist_gap_A,nist_log_gf,nist_grade,nist_grade_worst,nist_sigma_dex,nist_n_components,nist_ref_line
Al,I,7153.496,7155.468,red-optical,profile-fit|synthesis,4.0872,-2.873,-2.873,1,False,0.002,False,0.1535,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.873,0.2,0.0,False,EXCLUDED-SHALLOW,True,-2.873,K75,KURUCZ,1.0,7153.496,,,,,,,,,,,,,,,,,,
Al,I,7290.831,7292.84,red-optical,profile-fit|synthesis,4.0853,-2.631,-2.631,1,False,0.004,False,1.0,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.631,0.2,0.0,False,EXCLUDED-SHALLOW,True,-2.631,K75,KURUCZ,1.0,7290.831,,,,,,,,,,,,,,,,,,
Al,I,7299.263,7301.2743,red-optical,profile-fit|synthesis,4.0872,-2.331,-2.331,1,False,0.007,False,0.3528,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.331,0.2,0.0,False,EXCLUDED-SHALLOW,True,-2.331,K75,KURUCZ,1.0,7299.263,,,,,,,,,,,,,,,,,,
Al,I,7327.47,7329.4889,red-optical,profile-fit|synthesis,4.0853,-2.056,-2.056,1,False,0.013,False,0.4617,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-D,-1.9288547095489168,0.17609125905568124,0.12714529045108325,True,EXCLUDED-SHALLOW,True,-2.056,K75,KURUCZ,1.0,7327.47,,,,,,,,,,,7327.472,0.0019999999985884642,-1.9288547095489168,D,D,0.17609125905568124,1.0,nan
Al,I,7335.648,7337.6691,red-optical,profile-fit|synthesis,4.0872,-1.801,-1.801,1,False,0.023,False,0.0678,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-C,-1.6744843366368518,0.09691001300805642,0.12651566336314812,True,EXCLUDED-SHALLOW,True,-1.801,K75,KURUCZ,1.0,7335.648,,,,,,,,,,,7335.645,-0.0029999999997016857,-1.6744843366368518,C,C,0.09691001300805642,1.0,nan
Al,I,7335.987,7338.0082,red-optical,profile-fit|synthesis,4.0872,-2.756,-2.756,1,False,0.003,False,1.0,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-E,-2.628562682595899,0.3010299956639812,0.1274373174041008,True,EXCLUDED-SHALLOW,True,-2.756,K75,KURUCZ,1.0,7335.987,,,,,,,,,,,7335.985,-0.0020000000004074536,-2.628562682595899,E,E,0.3010299956639812,1.0,nan
Al,I,7361.568,7363.5961,red-optical,profile-fit|synthesis,4.0215,-0.903,-0.903,1,False,0.152,False,0.2669,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-C+,-0.9461535731477474,0.07188200730612536,-0.04315357314774737,True,GRADEABLE,True,-0.903,K75,KURUCZ,1.0,7361.568,,,,,,,,,,,7361.568,0.0,-0.9461535731477474,C+,C+,0.07188200730612536,1.0,L4737
Al,I,7362.296,7364.3243,red-optical,profile-fit|synthesis,4.0216,-0.7268,-0.748,2,True,0.189,False,0.186,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-C+,-0.769295686387431,0.07745442674711886,-0.04248641386929941,True,GRADEABLE,True,-0.7268,K75,KURUCZ,2.0,7362.296,,,,,,,,,,,7362.296,9.094947017729282e-13,-0.769295686387431,C+,D,0.07745442674711886,2.0,nan
Al,I,7554.162,7556.242,red-optical,profile-fit|synthesis,4.0853,-2.4277,-2.917,4,True,0.006,False,1.0,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.428,0.2,-0.0003386841552686093,False,EXCLUDED-SHALLOW,True,-2.428,K75,KURUCZ,1.0,7554.162,,,,,,,,,,,,,,,,,,
Al,I,7563.214,7565.2965,red-optical,profile-fit|synthesis,4.0872,-2.1278,-2.554,6,True,0.011,False,1.0,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.128,0.2,-0.00018390379708144167,False,EXCLUDED-SHALLOW,True,-2.128,K75,KURUCZ,1.0,7563.214,,,,,,,,,,,,,,,,,,
Al,I,7606.16,7608.2541,red-optical,profile-fit|synthesis,4.0853,-1.958,-1.958,1,False,0.016,False,1.0,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-D,-1.820448208834812,0.17609125905568124,0.137551791165188,True,EXCLUDED-SHALLOW,True,-1.958,K75,KURUCZ,1.0,7606.16,,,,,,,,,,,7606.162,0.0020000000004074536,-1.820448208834812,D,D,0.17609125905568124,1.0,L4737
Al,I,7614.82,7616.9164,red-optical,profile-fit|synthesis,4.0872,-1.703,-1.703,1,False,0.029,False,0.1038,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-C,-1.5660702343915358,0.09691001300805642,0.13692976560846426,True,EXCLUDED-SHALLOW,True,-1.703,K75,KURUCZ,1.0,7614.82,,,,,,,,,,,7614.82,9.094947017729282e-13,-1.5660702343915358,C,C,0.09691001300805642,1.0,L4737
Al,I,7615.337,7617.4335,red-optical,profile-fit|synthesis,4.0872,-2.657,-2.657,1,False,0.003,False,0.3193,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-E,-2.519993057042849,0.3010299956639812,0.137006942957151,True,EXCLUDED-SHALLOW,True,-2.657,K75,KURUCZ,1.0,7615.337,,,,,,,,,,,7615.335,-0.001999999999497959,-2.519993057042849,E,E,0.3010299956639812,1.0,L4737
Al,I,7835.309,7837.4649,red-optical,profile-fit|synthesis,4.0215,-0.649,-0.649,1,False,0.206,False,0.005,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-B,-0.6886700476962069,0.04139268515822507,-0.039670047696206856,True,CANDIDATE-BLENDED,True,-0.649,K75,KURUCZ,1.0,7835.309,,,,,,,,,,,7835.309,-9.094947017729282e-13,-0.6886700476962069,B,B,0.04139268515822507,1.0,L4737
Al,I,7836.134,7838.2901,red-optical,profile-fit|synthesis,4.0216,-0.4728,-0.494,2,True,0.244,False,0.1122,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-B+,-0.5130880259260397,0.03150877990023717,-0.04027875340790821,True,GRADEABLE,True,-0.4728,K75,KURUCZ,2.0,7836.134,,,,,,,,,,,7836.134,-1.8189894035458565e-12,-0.5130880259260397,B+,C+,0.03150877990023717,2.0,L4737
Al,I,7993.05,7995.2485,red-optical,profile-fit|synthesis,4.0853,-2.1797,-2.669,4,True,0.01,False,1.0,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.18,0.2,-0.0003386841552681652,False,EXCLUDED-SHALLOW,True,-2.18,K75,KURUCZ,1.0,7993.05,,,,,,,,,,,,,,,,,,
Al,I,8003.185,8005.3863,red-optical,profile-fit|synthesis,4.0872,-1.8788,-2.305,6,True,0.019,False,1.0,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-1.879,0.2,-0.00018390379708121962,False,EXCLUDED-SHALLOW,True,-1.879,K75,KURUCZ,1.0,8003.185,,,,,,,,,,,,,,,,,,
Al,I,8065.968,8068.1862,red-optical,profile-fit|synthesis,4.0853,-1.936,-1.936,1,False,0.017,False,0.5262,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-C+,-1.7629592086208092,0.07188200730612536,0.1730407913791907,True,EXCLUDED-SHALLOW,True,-1.936,K75,KURUCZ,1.0,8065.968,,,,,,,,,,,8065.969,0.0010000000002037268,-1.7629592086208092,C+,C+,0.07188200730612536,1.0,L4737
Al,I,8075.353,8077.5738,red-optical,profile-fit|synthesis,4.0872,-1.681,-1.681,1,False,0.029,False,0.3147,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-C+,-1.5086383061657274,0.07188200730612536,0.1723616938342727,True,EXCLUDED-SHALLOW,True,-1.681,K75,KURUCZ,1.0,8075.353,,,,,,,,,,,8075.353,9.094947017729282e-13,-1.5086383061657274,C+,C+,0.07188200730612536,1.0,L4737
Al,I,8076.289,8078.51,red-optical,profile-fit|synthesis,4.0872,-2.636,-2.636,1,False,0.003,False,0.005,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-C,-2.4624327428473247,0.09691001300805642,0.1735672571526754,True,EXCLUDED-SHALLOW,True,-2.636,K75,KURUCZ,1.0,8076.289,,,,,,,,,,,8076.285,-0.0039999999999054126,-2.4624327428473247,C,C,0.09691001300805642,1.0,L4737
Al,I,8772.865,8775.2744,red-optical,profile-fit|synthesis,4.0215,-0.316,-0.316,1,False,0.27,False,0.0175,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-B+,-0.348721986001856,0.029383777685209667,-0.032721986001855996,True,CANDIDATE-BLENDED,True,-0.17,1995JPhB..,OTHER,1.0,8772.865,,,,,,,,,,,8772.871,0.0059999999994033715,-0.348721986001856,B+,B+,0.029383777685209667,1.0,L4737
Al,I,8773.8961,8776.3058,red-optical,profile-fit|synthesis,4.0216,-0.1398,-0.161,2,True,0.3,False,0.1754,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,NIST-B+,-0.1713529907325012,0.031497108934093104,-0.03154371821436969,True,GRADEABLE,True,-0.023,1995JPhB..,OTHER,1.0,8773.896,,,,,,,,,,,8773.902,0.005857133457539021,-0.1713529907325012,B+,C+,0.031497108934093104,2.0,L4737
Al,I,8828.909,8831.3335,red-optical,profile-fit|synthesis,4.0853,-1.8897,-2.379,4,True,0.019,False,1.0,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,UNGRADED,-1.8896613158447317,0.2,0.0,False,EXCLUDED-SHALLOW,True,-1.89,WSM,OTHER,1.0,8828.909,,,,,,,,,,,,,,,,,,
Al,I,8841.277,8843.7049,red-optical,profile-fit|synthesis,4.0872,-1.5898,-2.016,6,True,0.036,False,1.0,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,UNGRADED,-1.5898160962029186,0.2,0.0,False,EXCLUDED-SHALLOW,True,-1.59,WSM,OTHER,1.0,8841.277,,,,,,,,,,,,,,,,,,
Al,I,8912.9,8915.3472,red-optical,profile-fit|synthesis,4.0853,-2.348,-2.348,1,False,0.007,False,0.0,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.348,0.2,0.0,False,EXCLUDED-SHALLOW,True,-2.348,K75,KURUCZ,1.0,8912.9,,,,,,,,,,,,,,,,,,
Al,I,8923.555,8926.0051,red-optical,profile-fit|synthesis,4.0872,-2.093,-2.093,1,False,0.012,False,0.8768,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-2.093,0.2,0.0,False,EXCLUDED-SHALLOW,True,-2.093,K75,KURUCZ,1.0,8923.555,,,,,,,,,,,,,,,,,,
Al,I,8925.504,8927.9547,red-optical,profile-fit|synthesis,4.0872,-3.048,-3.048,1,False,0.001,False,1.0,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-3.048,0.2,0.0,False,EXCLUDED-SHALLOW,True,-3.048,K75,KURUCZ,1.0,8925.504,,,,,,,,,,,,,,,,,,
Al,I,9170.87,9173.3871,red-optical,profile-fit|synthesis,4.0216,-3.088,-3.603,12,True,0.001,False,1.0,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,iag_fts_solar_atlas|delbouille_liege_intensity,,SEMIEMP-K75,-3.088,0.2,-2.0695338496246052e-05,False,EXCLUDED-SHALLOW,True,-3.088,K75,KURUCZ,1.0,9170.87,,,,,,,,,,,,,,,,,,
Al,I,10768.365,10771.315,NIR,synthesis,4.0853,-1.5048,-1.931,6,True,0.049,False,1.0,kpno_solar_atlas,,crires_plus,UNGRADED,-1.5048160962029187,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,10782.045,10784.9988,NIR,synthesis,4.0872,-1.25,-1.765,12,True,0.079,False,1.0,kpno_solar_atlas,,crires_plus,UNGRADED,-1.249979304661504,0.2,0.0,False,GRADEABLE,True,-1.249979304661504,VALD3,VALD3,12.0,10782.045,,,,,,,,,,,,,,,,,,
Al,I,10786.768,10789.723,NIR,synthesis,4.0872,-2.205,-2.756,10,True,0.011,False,1.0,kpno_solar_atlas,,crires_plus,UNGRADED,-2.2049563523620885,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,10872.973,10875.9514,NIR,synthesis,4.0853,-1.3997,-1.889,4,True,0.061,False,1.0,kpno_solar_atlas,,crires_plus,UNGRADED,-1.3996613158447317,0.2,0.0,False,GRADEABLE,True,-1.3996613158447315,VALD3,VALD3,4.0,10872.973,,,,,,,,,,,,,,,,,,
Al,I,10891.736,10894.7196,NIR,synthesis,4.0872,-1.0998,-1.526,6,True,0.104,False,1.0,kpno_solar_atlas,,crires_plus,UNGRADED,-1.0998160962029186,0.2,0.0,False,GRADEABLE,True,-1.0998160962029186,VALD3,VALD3,6.0,10891.736,,,,,,,,,,,,,,,,,,
Al,I,11253.189,11256.2706,NIR,synthesis,4.0215,0.167,0.167,1,False,0.342,False,0.0054,kpno_solar_atlas,,crires_plus,EXP-BURHEIM23,0.167,0.021189299069938092,2.7755575615628914e-17,False,CANDIDATE-BLENDED,True,0.1669999999999999,VALD3,VALD3,1.0,11253.189,11256.27,11253.188404951303,-0.0005950486975052627,0.167,5.0,0.021189299069938092,3d 2D3/2 - 4f 2F5/2,0.206,0.276,0.17,,,,,,,,
Al,I,11254.9239,11258.006,NIR,synthesis,4.0216,0.3538,0.327,2,True,0.361,False,0.3221,kpno_solar_atlas,,crires_plus,EXP-BURHEIM23,0.327,0.008600171761917567,-0.026751008074293703,True,GRADEABLE,True,0.3537510080742936,VALD3,VALD3,2.0,11254.924,11258.008,11254.925933397606,0.002024219485974754,0.327,2.0,0.008600171761917567,3d 2D5/2 - 4f 2F7/2,0.362,0.431,0.325,,,,,,,,
Al,I,11427.649,11430.778,NIR,synthesis,4.6729,-2.529,-2.529,1,False,0.002,False,0.0595,kpno_solar_atlas,,crires_plus,UNGRADED,-2.529,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,11649.035,11652.224,NIR,synthesis,4.8266,-1.154,-1.154,1,False,0.026,False,0.026,kpno_solar_atlas,,crires_plus,UNGRADED,-1.154,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,11655.222,11658.4127,NIR,synthesis,4.8272,-0.9778,-0.999,2,True,0.036,False,0.1811,kpno_solar_atlas,,crires_plus,UNGRADED,-0.9778092725181315,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,11851.019,11854.2629,NIR,synthesis,4.8266,-2.036,-2.036,1,False,0.004,False,0.0,kpno_solar_atlas,,crires_plus,UNGRADED,-2.036,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,11857.423,11860.6686,NIR,synthesis,4.8272,-1.881,-1.881,1,False,0.006,False,0.1354,kpno_solar_atlas,,crires_plus,UNGRADED,-1.881,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,12127.722,12131.041,NIR,synthesis,4.8266,-1.914,-1.914,1,False,0.005,False,0.1841,kpno_solar_atlas,,crires_plus,UNGRADED,-1.914,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,12134.428,12137.7488,NIR,synthesis,4.8272,-1.76,-1.76,1,False,0.008,False,0.0132,kpno_solar_atlas,,crires_plus,UNGRADED,-1.76,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,12253.39,12256.7432,NIR,synthesis,4.6729,-2.2278,-2.654,6,True,0.004,False,1.0,kpno_solar_atlas,,crires_plus,UNGRADED,-2.2278160962029188,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,12254.876,12258.2296,NIR,synthesis,4.6729,-2.529,-2.529,1,False,0.002,False,0.0,kpno_solar_atlas,,crires_plus,UNGRADED,-2.529,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,12523.287,12526.7135,NIR,synthesis,4.8266,-1.783,-1.783,1,False,0.008,False,0.082,kpno_solar_atlas,,crires_plus,UNGRADED,-1.783,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,12530.438,12533.8664,NIR,synthesis,4.8272,-1.628,-1.628,1,False,0.011,False,0.0425,kpno_solar_atlas,,crires_plus,UNGRADED,-1.628,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,12747.651,12751.1384,NIR,synthesis,4.0215,-3.171,-3.722,10,True,0.002,False,1.0,kpno_solar_atlas,,crires_plus,UNGRADED,-3.1709563523620887,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,12749.909,12753.397,NIR,synthesis,4.0216,-2.29,-2.805,12,True,0.015,False,1.0,kpno_solar_atlas,,crires_plus,EXP-BURHEIM23,-2.29,0.03742649794062367,-2.0695338496246052e-05,False,EXCLUDED-SHALLOW,True,,,,,,12753.397,12749.908984644082,-1.1703639756888151e-05,-2.29,9.0,0.03742649794062367,3d 2D5/2 - 5p 2P3/2,-2.348,-2.217,-2.257,,,,,,,,
Al,I,12757.275,12760.765,NIR,synthesis,4.0215,-2.6198,-3.046,6,True,0.008,False,1.0,kpno_solar_atlas,,crires_plus,EXP-BURHEIM23,-2.62,0.04532297878665747,-0.00018390379708144167,False,EXCLUDED-SHALLOW,True,,,,,,12760.765,12757.274983517606,-3.8197007597773336e-05,-2.62,11.0,0.04532297878665747,3d 2D3/2 - 5p 2P1/2,-2.588,-2.472,-2.513,,,,,,,,
Al,I,13122.322,13125.9112,NIR,synthesis,4.8266,-1.642,-1.642,1,False,0.013,False,0.0141,,,crires_plus,UNGRADED,-1.642,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,13123.416,13127.0055,NIR,synthesis,3.1427,0.2322,-0.194,6,True,0.474,False,1.0,,,crires_plus,EXP-BURHEIM23,0.232,0.006466042249231681,-0.00018390379708121962,False,GRADEABLE,True,,,,,,13127.005,13123.415503730594,-0.0005090170197945554,0.232,1.5,0.006466042249231681,4s 2S1/2 - 4p 2P3/2,0.215,0.27,0.219,,,,,,,,
Al,I,13130.174,13133.7653,NIR,synthesis,4.8272,-1.487,-1.487,1,False,0.018,False,0.0,,,crires_plus,UNGRADED,-1.487,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,13150.753,13154.3499,NIR,synthesis,3.1427,-0.0977,-0.587,4,True,0.444,False,1.0,,,crires_plus,EXP-BURHEIM23,-0.098,0.01325866528351651,-0.0003386841552682762,False,GRADEABLE,True,,,,,,13154.35,13150.753075385706,5.97006110183429e-05,-0.098,3.1,0.01325866528351651,4s 2S1/2 - 4p 2P1/2,-0.0867,-0.03,-0.083,,,,,,,,
Al,I,13323.003,13326.6467,NIR,synthesis,4.8272,-2.785,-2.785,1,False,0.001,False,0.0,,,crires_plus,UNGRADED,-2.785,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,13823.918,13827.6979,NIR,synthesis,4.6729,-1.8148,-2.241,6,True,0.016,False,1.0,,,crires_plus,UNGRADED,-1.8148160962029187,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,13827.017,13830.7977,NIR,synthesis,4.6729,-2.1167,-2.606,4,True,0.008,False,1.0,,,crires_plus,UNGRADED,-2.116661315844732,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,14067.606,14071.4521,NIR,synthesis,4.9931,-2.326,-2.326,1,False,0.003,False,0.2174,,,crires_plus,UNGRADED,-2.326,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,14078.792,14082.6412,NIR,synthesis,4.9938,-2.071,-2.071,1,False,0.005,False,0.0156,,,crires_plus,UNGRADED,-2.071,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,14107.778,14111.635,NIR,synthesis,4.8266,-1.5,-1.5,1,False,0.025,False,0.0147,,,crires_plus,UNGRADED,-1.5,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,14116.854,14120.7135,NIR,synthesis,4.8272,-1.3248,-1.346,2,True,0.035,False,0.0618,,,crires_plus,UNGRADED,-1.3248092725181315,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,14363.966,14367.8927,NIR,synthesis,4.9931,-2.656,-2.656,1,False,0.001,False,0.7789,,,crires_plus,UNGRADED,-2.656,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,14376.167,14380.097,NIR,synthesis,4.9938,-2.355,-2.355,1,False,0.002,False,0.0761,,,crires_plus,UNGRADED,-2.355,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,14447.233,14451.1823,NIR,synthesis,4.9931,-2.228,-2.228,1,False,0.003,False,0.778,,,crires_plus,UNGRADED,-2.228,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,14451.527,14455.4775,NIR,synthesis,4.8266,-2.793,-2.793,1,False,0.001,False,0.0,,,crires_plus,UNGRADED,-2.793,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,14458.56,14462.5124,NIR,synthesis,4.9938,-1.973,-1.973,1,False,0.007,False,0.118,,,crires_plus,UNGRADED,-1.973,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,14458.983,14462.9355,NIR,synthesis,4.8272,-2.538,-3.053,12,True,0.002,False,1.0,,,crires_plus,UNGRADED,-2.537979304661504,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,14874.489,14878.5545,NIR,synthesis,4.9931,-2.488,-2.488,1,False,0.003,False,1.0,,,crires_plus,UNGRADED,-2.488,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,14887.574,14891.6431,NIR,synthesis,4.9938,-2.187,-2.187,1,False,0.005,False,0.8807,,,crires_plus,UNGRADED,-2.187,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,14990.644,14994.7411,NIR,synthesis,4.9931,-2.124,-2.124,1,False,0.006,False,0.2456,,,crires_plus,UNGRADED,-2.124,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,15002.627,15006.7273,NIR,synthesis,4.9938,-1.869,-1.869,1,False,0.011,False,0.0014,,,crires_plus,UNGRADED,-1.869,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,15003.933,15008.0337,NIR,synthesis,4.9938,-2.824,-2.824,1,False,0.001,False,0.5001,,,crires_plus,UNGRADED,-2.824,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,15645.378,15649.6532,NIR,synthesis,4.9931,-2.288,-2.288,1,False,0.005,False,0.729,,,crires_plus,UNGRADED,-2.288,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,15659.855,15664.1341,NIR,synthesis,4.9938,-1.987,-1.987,1,False,0.01,False,0.654,,,crires_plus,UNGRADED,-1.987,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,15815.072,15819.3933,NIR,synthesis,4.9931,-2.029,-2.029,1,False,0.01,False,0.0573,,,crires_plus,UNGRADED,-2.029,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,15828.285,15832.6099,NIR,synthesis,4.9938,-1.774,-1.774,1,False,0.017,False,0.1875,,,crires_plus,UNGRADED,-1.774,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,15829.864,15834.1893,NIR,synthesis,4.9938,-2.728,-2.728,1,False,0.002,False,0.0068,,,crires_plus,UNGRADED,-2.728,0.2,0.0,False,EXCLUDED-SHALLOW,True,,,,,,,,,,,,,,,,,,,,,,,
Al,I,15956.675,15961.0348,NIR,synthesis,4.8266,-1.397,-1.397,1,False,0.057,False,0.0152,,,crires_plus,UNGRADED,-1.397,0.2,0.0,False,CANDIDATE-BLENDED,True,,,,,,,,,,,,,,,,,,,,,,,
