# Heiter et al. 2021, A&A 645 A106 (2021A&A...645A.106H) — VizieR J/A+A/645/A106, geslines.dat.
# SUBSET: Element == 'Fe', 4700 <= lambda <= 6900 A; 10 of 24 columns. Rows and values are AS PUBLISHED (RYA-161).
# Source: J_A+A_645_A106_geslines.dat.gz.fits.gz  md5 7dd3239948c2a71716d3158ae847bec3
Element	Ion	Isotope	lambda	loggf	e_loggf	r_loggf	gfflag	synflag	Elow
Fe	2	0	5339.3735	-2.663	0.000	RU	-	-	11.145
Fe	1	0	5339.4157	-2.166	0.000	K07	-	-	4.435
Fe	2	0	5339.4684	-6.044	0.000	K13	-	-	10.723
Fe	2	0	5339.5280	-4.221	0.000	RU	-	-	10.723
Fe	2	0	5339.5290	-3.010	0.000	RU	-	-	9.100
Fe	2	0	5339.5942	0.517	0.000	RU	-	-	10.452
Fe	2	0	5339.6039	-1.959	0.000	RU	-	-	10.531
Fe	2	0	5339.6082	-4.361	0.000	K13	-	-	9.100
Fe	2	0	5339.6943	-8.122	0.000	K13	-	-	11.788
Fe	2	0	5339.7305	-7.934	0.000	K13	-	-	11.788
Fe	2	0	5339.7930	-0.770	0.000	K13	-	-	12.934
Fe	3	0	5339.9242	-0.571	0.000	K10	-	-	22.620
Fe	1	0	5339.9293	-0.635	0.009	BKK+BWL+GESHRL14	Y	U	3.266
Fe	2	0	5340.0126	-3.809	0.000	RU	-	-	9.130
Fe	2	0	5340.0294	-3.686	0.000	K13	-	-	13.008
Fe	2	0	5340.0437	-4.154	0.000	RU	-	-	8.241
Fe	2	0	5340.0862	-1.793	0.000	RU	-	-	10.500
Fe	1	0	5340.1892	-2.807	0.000	K07	-	-	4.294
Fe	2	0	5340.3021	0.923	0.000	K13	-	-	13.563
Fe	3	0	5340.5346	-0.259	0.000	K10	-	-	22.620
Fe	3	0	5340.5375	-8.546	0.000	K10	-	-	3.826
Fe	2	0	5340.8573	-4.558	0.000	RU	-	-	7.118
Fe	1	0	5341.0237	-1.953	0.032	BWL	Y	-	1.608
Fe	2	0	5341.1315	-6.951	0.000	K13	-	-	11.185
Fe	2	0	5341.3033	-4.938	0.000	RU	-	-	8.131
Fe	2	0	5341.4226	-5.534	0.000	K13	-	-	11.681
Fe	1	0	5341.8585	-4.445	0.000	K07	-	-	4.985
Fe	1	0	5342.1214	-4.253	0.000	K07	-	-	4.956
Fe	1	0	5342.4028	-2.116	0.000	K07	-	-	5.100
Fe	1	0	5342.5445	-1.901	0.000	K07	-	-	4.956
Fe	1	0	5342.5821	-3.822	0.000	K07	-	-	4.435
Fe	1	0	5342.7709	-3.953	0.000	K07	-	-	5.012
Fe	1	0	5342.9288	-3.235	0.000	K07	-	-	5.086
Fe	1	0	5343.5862	-3.580	0.000	K07	-	-	5.010
Fe	1	0	5343.9510	-4.170	0.000	K07	-	-	4.966
Fe	1	0	5343.9715	-2.283	0.000	K07	-	-	5.033
Fe	2	0	5344.1087	-0.765	0.000	RU	-	-	10.531
Fe	2	0	5345.7364	-1.745	0.000	RU	-	-	10.467
Fe	2	0	5345.9522	-1.029	0.000	RU	-	-	10.500
Fe	1	0	5346.2941	-4.545	0.000	K07	-	-	4.985
Fe	1	0	5346.3319	-4.346	0.000	K07	-	-	3.603
Fe	2	0	5346.5623	-5.074	0.000	RU	-	-	3.230
Fe	2	0	5346.6858	-3.528	0.000	RU	-	-	8.185
Fe	2	0	5346.8574	-0.575	0.000	RU	-	-	10.455
Fe	2	0	5347.0139	-0.499	0.000	K13	-	-	13.076
Fe	1	0	5347.1248	-1.975	0.000	K07	-	-	5.064
Fe	2	0	5347.1875	-0.268	0.000	RU	-	-	10.560
Fe	1	0	5347.2896	-3.323	0.000	K07	-	-	5.070
Fe	1	0	5347.3711	-2.360	0.000	K07	-	-	4.913
Fe	2	0	5347.3711	-1.865	0.000	RU	-	-	10.503
Fe	2	0	5347.4638	-0.304	0.000	K13	-	-	12.989
Fe	2	0	5347.5613	-5.559	0.000	K13	-	-	10.730
Fe	2	0	5347.6631	-11.635	0.000	K13	-	-	0.387
Fe	2	0	5347.6631	-8.840	0.000	K13	-	-	0.387
Fe	2	0	5347.7630	-3.763	0.000	RU	-	-	7.804
Fe	2	0	5347.8288	-4.289	0.000	K13	-	-	11.396
Fe	2	0	5347.9835	-8.209	0.000	K13	-	-	11.255
Fe	1	0	5348.0430	-2.779	0.000	K07	-	-	5.393
Fe	2	0	5348.0479	-5.644	0.000	RU	-	-	9.100
Fe	2	0	5348.1000	-5.650	0.000	RU	-	-	11.255
Fe	2	0	5348.2173	-3.259	0.000	RU	-	-	9.130
Fe	2	0	5348.2176	-3.597	0.000	K13	-	-	10.758
Fe	2	0	5348.2908	-5.636	0.000	RU	-	-	7.971
Fe	2	0	5348.2934	-3.276	0.000	RU	-	-	10.678
Fe	1	0	5348.3592	-4.107	0.000	K07	-	-	4.956
Fe	3	0	5348.5063	-0.607	0.000	K10	-	-	22.626
Fe	2	0	5348.5698	-2.704	0.000	K13	-	-	10.731
Fe	2	0	5348.5784	-5.320	0.000	RU	-	-	10.392
Fe	2	0	5348.5847	-7.538	0.000	K13	-	-	11.947
Fe	2	0	5348.6388	-3.410	0.000	K13	-	-	12.986
Fe	2	0	5348.7060	-8.209	0.000	K13	-	-	10.937
Fe	1	0	5348.7698	-1.715	0.000	K07	-	-	5.064
Fe	1	0	5348.7879	-3.784	0.000	K07	-	-	4.988
Fe	2	0	5348.7967	-6.296	0.000	K13	-	-	12.880
Fe	2	0	5348.8686	-4.223	0.000	K13	-	-	10.730
Fe	2	0	5348.9420	-3.816	0.000	RU	-	-	10.730
Fe	2	0	5349.0283	-3.361	0.000	K13	-	-	10.906
Fe	2	0	5349.0763	-7.957	0.000	K13	-	-	8.214
Fe	2	0	5349.1768	-1.084	0.000	RU	-	-	10.562
Fe	2	0	5349.3119	-1.231	0.000	K13	-	-	12.965
Fe	3	0	5349.3133	-1.802	0.000	K10	-	-	22.544
Fe	1	0	5349.7376	-1.200	0.050	MRW	-	-	4.387
Fe	2	0	5349.7682	-2.098	0.000	RU	-	-	11.145
Fe	2	0	5349.8449	-4.051	0.000	K13	-	-	12.934
Fe	2	0	5349.8776	-5.507	0.000	K13	-	-	10.731
Fe	2	0	5349.9490	-5.824	0.000	RU	-	-	10.731
Fe	2	0	5349.9938	-2.806	0.000	RU	-	-	10.467
Fe	2	0	5350.0007	-4.456	0.000	K13	-	-	10.730
Fe	2	0	5350.0220	-3.499	0.000	RU	-	-	10.730
Fe	2	0	5350.0496	-2.335	0.000	K13	-	-	13.155
Fe	3	0	5350.1894	-7.767	0.000	K10	-	-	15.945
Fe	3	0	5350.2180	-1.157	0.000	K10	-	-	22.625
Fe	2	0	5350.2334	-1.942	0.000	RU	-	-	10.448
Fe	1	0	5350.4104	-3.338	0.000	K07	-	-	5.100
Fe	2	0	5350.4253	-5.286	0.000	RU	-	-	10.448
Fe	2	0	5350.5381	-3.588	0.000	K13	-	-	10.930
Fe	3	0	5350.5587	-1.554	0.000	K10	-	-	22.544
Fe	1	0	5350.6226	-4.337	0.000	K07	-	-	3.018
Fe	3	0	5350.7707	-0.597	0.000	K10	-	-	22.626
Fe	2	0	5350.8047	-2.728	0.000	RU	-	-	8.592
Fe	3	0	5350.8308	-0.427	0.000	K10	-	-	22.625
Fe	2	0	5350.8511	-4.911	0.000	RU	-	-	10.452
Fe	1	0	5350.8778	-4.965	0.000	K07	-	-	4.796
Fe	2	0	5350.9577	-7.018	0.000	K13	-	-	11.255
Fe	1	0	5350.9984	-8.900	0.000	K07	-	-	5.314
Fe	2	0	5351.0101	-4.758	0.000	K13	-	-	10.731
Fe	2	0	5351.0860	-4.779	0.000	RU	-	-	11.255
Fe	2	0	5351.2739	-3.775	0.000	RU	-	-	10.758
Fe	2	0	5351.4575	0.071	0.000	K13	-	-	13.563
Fe	1	0	5351.6704	-4.165	0.000	K07	-	-	5.064
Fe	2	0	5351.9302	-1.106	0.000	RU	-	-	10.500
Fe	2	0	5352.6793	-2.956	0.000	RU	-	-	7.806
Fe	1	0	5352.7621	-5.114	0.000	K07	-	-	3.695
Fe	2	0	5353.0737	-0.927	0.000	RU	-	-	10.448
Fe	2	0	5353.2531	-0.580	0.000	RU	-	-	10.503
Fe	1	0	5353.3736	-0.760	0.030	2014MNRAS.441.3127R	Y	-	4.103
Fe	1	0	5353.4403	-3.192	0.000	K07	-	-	5.070
Fe	1	0	5353.9615	-1.672	0.000	K07	-	-	5.010
Fe	2	0	5353.9888	-2.492	0.000	RU	-	-	8.185
Fe	1	0	5354.1296	-2.826	0.000	K07	-	-	5.064
Fe	1	0	5354.6351	-5.654	0.000	K07	-	-	3.943
Fe	1	0	5354.9498	-3.887	0.000	K07	-	-	4.733
Fe	2	0	5355.0608	0.109	0.000	K13	-	-	12.855
Fe	2	0	5355.4205	-0.500	0.000	RU	-	-	10.500
Fe	1	0	5355.4900	-5.717	0.000	K07	-	-	3.301
Fe	1	0	5356.3195	-10.818	0.000	K07	-	-	0.110
Fe	1	0	5356.5973	-2.795	0.000	K07	-	-	5.020
Fe	2	0	5357.0864	0.266	0.000	K13	-	-	12.989
Fe	2	0	5357.7852	-8.115	0.000	K13	-	-	14.072
Fe	2	0	5357.8407	-1.107	0.000	K13	-	-	13.115
Fe	2	0	5357.8544	-6.008	0.000	K13	-	-	14.072
Fe	2	0	5357.9173	-7.431	0.000	K13	-	-	14.071
Fe	2	0	5357.9532	-7.643	0.000	K13	-	-	14.072
Fe	2	0	5358.0316	-4.395	0.000	RU	-	-	10.731
Fe	2	0	5358.0873	-3.113	0.000	K13	-	-	12.968
Fe	1	0	5358.1132	-3.635	0.000	K07	N	U	3.301
Fe	1	0	5358.1379	-3.853	0.000	K07	-	-	4.966
Fe	2	0	5358.3395	-5.930	0.000	K13	-	-	10.937
Fe	2	0	5358.4271	-2.528	0.000	K13	-	-	10.930
Fe	1	0	5358.4394	-2.350	0.000	K07	-	-	5.033
Fe	3	0	5358.5230	-3.291	0.000	K10	-	-	22.277
Fe	2	0	5358.6109	-2.295	0.000	K13	-	-	12.968
Fe	2	0	5358.6276	-8.066	0.000	K13	-	-	14.072
Fe	2	0	5358.6540	-9.216	0.000	K13	-	-	14.072
Fe	2	0	5358.7140	-6.461	0.000	K13	-	-	14.072
Fe	2	0	5358.7488	-3.374	0.000	RU	-	-	10.480
Fe	2	0	5358.7663	-7.013	0.000	K13	-	-	14.072
Fe	2	0	5358.8263	-2.793	0.000	K13	-	-	13.018
Fe	2	0	5358.8723	-0.609	0.000	RU	-	-	10.500
Fe	2	0	5359.1122	-5.496	0.000	RU	-	-	10.452
Fe	2	0	5359.2475	-0.675	0.000	RU	-	-	10.503
Fe	2	0	5359.3885	-7.180	0.000	K13	-	-	14.072
Fe	2	0	5359.4342	-1.793	0.000	K13	-	-	12.995
Fe	2	0	5359.4408	-7.257	0.000	K13	-	-	14.072
Fe	2	0	5359.4489	-6.747	0.000	K13	-	-	11.149
Fe	2	0	5359.5121	-7.699	0.000	K13	-	-	8.035
Fe	2	0	5359.6859	-3.466	0.000	K13	-	-	10.934
Fe	2	0	5359.9707	-3.974	0.000	K13	-	-	12.940
Fe	2	0	5359.9928	-7.745	0.000	K13	-	-	14.072
Fe	2	0	5360.0296	-3.180	0.000	K13	-	-	13.497
Fe	2	0	5360.2598	-6.304	0.000	K13	-	-	14.073
Fe	3	0	5360.2613	-0.592	0.000	K10	-	-	22.278
Fe	2	0	5360.2992	-3.324	0.000	RU	-	-	9.905
Fe	2	0	5360.3590	-4.095	0.000	K13	-	-	11.902
Fe	1	0	5360.4728	-3.914	0.000	K07	-	-	5.100
Fe	2	0	5360.4797	-0.585	0.000	RU	-	-	10.545
Fe	2	0	5360.6249	-9.066	0.000	K13	-	-	4.495
Fe	2	0	5360.6249	-8.265	0.000	K13	-	-	4.495
Fe	2	0	5360.6476	-0.588	0.000	K13	-	-	12.989
Fe	2	0	5360.6697	-8.607	0.000	K13	-	-	14.073
Fe	1	0	5360.6921	-2.975	0.000	K07	-	-	4.991
Fe	2	0	5360.7571	-3.372	0.000	RU	-	-	10.500
Fe	2	0	5360.8427	-3.918	0.000	K13	-	-	12.940
Fe	2	0	5360.9347	-6.509	0.000	K13	-	-	14.073
Fe	2	0	5360.9914	-7.266	0.000	K13	-	-	14.073
Fe	2	0	5361.0006	-0.423	0.000	K13	-	-	12.972
Fe	2	0	5361.2366	-1.697	0.000	RU	-	-	11.145
Fe	2	0	5361.4249	-5.405	0.000	RU	-	-	10.758
Fe	2	0	5361.4870	-7.143	0.000	K13	-	-	14.073
Fe	1	0	5361.6251	-1.330	0.060	MRW	U	N	4.415
Fe	1	0	5361.6880	-3.517	0.000	K07	-	-	4.913
Fe	1	0	5361.7162	-7.134	0.000	K07	-	-	2.759
Fe	2	0	5362.0630	-9.607	0.000	K13	-	-	0.232
Fe	1	0	5362.2788	-2.738	0.000	K07	-	-	5.070
Fe	2	0	5362.7473	-0.190	0.000	RU	-	-	10.503
Fe	2	0	5362.8613	-2.570	0.000	2009A&A...497..611M	Y	N	3.199
Fe	2	0	5362.9700	-0.207	0.000	RU	-	-	10.500
Fe	1	0	5363.0129	-4.148	0.000	K07	-	-	5.033
Fe	1	0	5363.9055	-9.318	0.000	K07	-	-	0.990
Fe	1	0	5364.1173	-2.820	0.000	K07	-	-	4.435
Fe	1	0	5364.3732	-3.577	0.000	K07	-	-	5.100
Fe	1	0	5364.8709	0.228	0.056	BWL	Y	Y	4.446
Fe	1	0	5365.1922	-2.027	0.000	K07	-	-	5.064
Fe	1	0	5365.3558	-2.323	0.000	K07	-	-	4.733
Fe	1	0	5365.3987	-1.020	0.041	BWL	Y	Y	3.573
Fe	2	0	5365.5441	-3.288	0.000	RU	-	-	7.539
Fe	1	0	5365.6849	-4.144	0.000	K07	-	-	4.966
Fe	1	0	5365.8361	-2.903	0.000	K07	-	-	5.010
Fe	1	0	5366.1118	-3.297	0.000	K07	-	-	4.966
Fe	2	0	5366.2086	-0.196	0.000	RU	-	-	10.503
Fe	1	0	5366.4203	-2.134	0.000	K07	-	-	5.067
Fe	1	0	5366.8501	-3.817	0.000	K07	-	-	5.070
Fe	2	0	5366.8766	-1.151	0.000	RU	-	-	10.545
Fe	2	0	5366.9582	0.056	0.000	K13	-	-	12.972
Fe	2	0	5367.2250	-0.212	0.000	K13	-	-	13.115
Fe	1	0	5367.4659	0.444	0.022	BK+BWL	Y	U	4.415
Fe	1	0	5367.5446	-4.135	0.000	K07	-	-	5.070
Fe	2	0	5367.5763	-3.116	0.000	RU	-	-	10.455
Fe	2	0	5367.7518	-4.543	0.000	K13	-	-	12.967
Fe	2	0	5367.7600	-3.598	0.000	RU	-	-	9.112
Fe	2	0	5367.8420	-4.234	0.000	K13	-	-	9.112
Fe	1	0	5367.8832	-5.527	0.000	K07	-	-	4.985
Fe	2	0	5367.9394	-5.550	0.000	K13	-	-	12.856
Fe	2	0	5367.9717	-4.142	0.000	K13	-	-	12.940
Fe	2	0	5367.9922	-8.411	0.000	K13	-	-	14.076
Fe	2	0	5368.0230	-9.731	0.000	K13	-	-	13.575
Fe	2	0	5368.0579	-4.710	0.000	K13	-	-	11.947
Fe	3	0	5368.0584	0.087	0.000	K10	-	-	23.108
Fe	2	0	5368.0985	-3.093	0.000	K13	-	-	10.503
Fe	2	0	5368.1227	-1.219	0.000	K13	-	-	13.145
Fe	2	0	5368.1282	-2.975	0.000	K13	-	-	12.997
Fe	1	0	5368.2173	-13.165	0.000	K07	-	-	0.958
Fe	2	0	5368.2406	-3.851	0.000	K13	-	-	10.909
Fe	2	0	5368.2412	-4.492	0.000	RU	-	-	9.100
Fe	1	0	5368.2772	-3.846	0.000	K07	-	-	5.033
Fe	2	0	5368.3755	-4.658	0.000	K13	-	-	12.967
Fe	2	0	5368.3784	-1.553	0.000	K13	-	-	13.113
Fe	1	0	5368.4361	-2.454	0.000	K07	-	-	4.956
Fe	1	0	5368.4839	-3.124	0.000	K07	-	-	5.020
Fe	2	0	5368.5006	-1.581	0.000	K13	-	-	13.018
Fe	2	0	5368.8409	-5.023	0.000	K13	-	-	12.854
Fe	2	0	5368.9095	-1.126	0.000	RU	-	-	10.448
Fe	3	0	5369.0041	-1.867	0.000	K10	-	-	24.845
Fe	2	0	5369.0130	-4.074	0.000	K13	-	-	9.624
Fe	2	0	5369.0349	-3.931	0.000	K13	-	-	11.653
Fe	2	0	5369.0453	-2.502	0.000	RU	-	-	10.545
Fe	2	0	5369.0482	-4.356	0.000	K13	-	-	13.084
Fe	2	0	5369.1001	-1.236	0.000	K13	-	-	12.995
Fe	2	0	5369.2206	-3.758	0.000	RU	-	-	9.905
Fe	2	0	5369.2445	-6.944	0.000	K13	-	-	11.653
Fe	1	0	5369.3233	-3.751	0.000	K07	-	-	5.070
Fe	1	0	5369.6342	-4.917	0.000	K07	-	-	3.943
Fe	2	0	5369.7143	-7.551	0.000	K13	-	-	11.387
Fe	1	0	5369.7241	-6.087	0.000	K07	-	-	4.985
Fe	2	0	5369.7654	-11.547	0.000	K13	-	-	4.495
Fe	2	0	5369.7654	-8.476	0.000	K13	-	-	4.495
Fe	2	0	5369.7810	-4.239	0.000	K13	-	-	11.885
Fe	2	0	5369.8162	-0.291	0.000	K13	-	-	13.145
Fe	2	0	5369.9485	-5.646	0.000	K13	-	-	12.855
Fe	1	0	5369.9612	0.536	0.022	BWL	Y	U	4.371
Fe	2	0	5370.0207	-8.030	0.000	K13	-	-	8.073
Fe	2	0	5370.1900	-1.571	0.000	K13	-	-	12.972
Fe	2	0	5370.2073	-3.611	0.000	K13	-	-	10.730
Fe	2	0	5370.2788	-0.566	0.000	RU	-	-	10.448
Fe	2	0	5370.3175	-0.775	0.000	RU	-	-	10.503
Fe	2	0	5370.3475	0.171	0.000	K13	-	-	13.148
Fe	2	0	5370.4349	-0.773	0.000	RU	-	-	10.455
Fe	2	0	5370.5847	-6.144	0.000	K13	-	-	13.187
Fe	2	0	5370.6095	-2.630	0.000	K13	-	-	12.946
Fe	2	0	5370.7930	-8.317	0.000	K13	-	-	10.381
Fe	1	0	5370.9857	-3.369	0.000	K07	-	-	4.283
Fe	2	0	5371.0206	-6.416	0.000	K13	-	-	12.858
Fe	1	0	5371.0382	-5.433	0.000	K07	-	-	4.796
Fe	2	0	5371.2244	-3.772	0.000	K13	-	-	10.731
Fe	2	0	5371.2301	-2.933	0.000	K13	-	-	11.885
Fe	2	0	5371.2734	-0.696	0.000	RU	-	-	10.545
Fe	2	0	5371.3358	-4.548	0.000	RU	-	-	10.714
Fe	1	0	5371.4293	-5.736	0.000	K07	-	-	4.559
Fe	1	0	5371.4365	-1.101	0.000	K07	-	-	4.435
Fe	2	0	5371.4385	-4.283	0.000	RU	-	-	10.758
Fe	1	0	5371.4893	-1.645	0.013	GESB79b+BWL	Y	-	0.958
Fe	1	0	5371.6004	-0.712	0.000	K07	-	-	4.313
Fe	1	0	5372.0074	-4.121	0.000	K07	-	-	3.640
Fe	1	0	5372.0190	-2.356	0.000	K07	-	-	5.033
Fe	1	0	5373.7086	-0.710	0.030	2014MNRAS.441.3127R	Y	U	4.473
Fe	2	0	5374.6101	-2.801	0.000	RU	-	-	8.145
Fe	1	0	5374.7705	-3.392	0.000	K07	-	-	3.573
Fe	1	0	5374.8803	-3.084	0.000	K07	-	-	4.988
Fe	1	0	5375.7324	-4.886	0.000	K07	-	-	3.301
Fe	2	0	5375.8318	-0.701	0.000	RU	-	-	10.545
Fe	2	0	5375.8480	-0.327	0.000	RU	-	-	10.452
Fe	2	0	5375.8760	-3.425	0.000	RU	-	-	8.175
Fe	2	0	5376.1354	0.109	0.000	K13	-	-	12.934
Fe	1	0	5376.2079	-5.104	0.000	K07	-	-	2.728
Fe	1	0	5376.3606	-4.467	0.000	K07	-	-	3.642
Fe	2	0	5376.4658	-7.901	0.000	K13	-	-	0.387
Fe	1	0	5376.7261	-3.342	0.000	K07	-	-	4.988
Fe	1	0	5376.8305	-2.210	0.080	MRW	U	U	4.294
Fe	1	0	5376.8895	-2.963	0.000	K07	-	-	4.446
Fe	1	0	5376.9531	-6.033	0.000	K07	-	-	2.759
Fe	1	0	5377.0477	-3.455	0.000	K07	-	-	3.547
Fe	2	0	5377.5570	-2.351	0.000	K13	-	-	12.946
Fe	3	0	5377.6105	-1.910	0.000	K10	-	-	22.286
Fe	2	0	5377.6238	-1.982	0.000	K13	-	-	13.148
Fe	2	0	5377.6788	-2.614	0.000	K13	-	-	12.999
Fe	2	0	5377.7228	-0.174	0.000	K13	-	-	12.989
Fe	2	0	5378.0740	-6.186	0.000	K13	-	-	11.930
Fe	2	0	5378.1313	-8.056	0.000	K13	-	-	13.573
Fe	2	0	5378.1480	-8.045	0.000	K13	-	-	11.902
Fe	3	0	5378.2007	-0.723	0.000	K10	-	-	22.286
Fe	1	0	5378.2351	-1.651	0.000	K07	-	-	5.033
Fe	2	0	5378.2429	-2.982	0.000	RU	-	-	9.130
Fe	1	0	5378.3182	-8.758	0.000	K07	-	-	5.100
Fe	1	0	5378.3182	-7.686	0.000	K07	-	-	5.100
Fe	2	0	5378.4284	-5.724	0.000	RU	-	-	11.164
Fe	1	0	5378.4542	-8.065	0.000	K07	-	-	5.100
Fe	1	0	5378.4542	-6.753	0.000	K07	-	-	5.100
Fe	2	0	5378.4695	-2.248	0.000	K13	-	-	13.003
Fe	2	0	5378.5456	-5.671	0.000	RU	-	-	10.937
Fe	1	0	5378.5615	-9.107	0.000	K07	-	-	5.100
Fe	2	0	5378.8825	-4.522	0.000	K13	-	-	12.859
Fe	1	0	5378.9563	-1.990	0.000	K07	-	-	5.020
Fe	3	0	5379.0167	-0.732	0.000	K10	-	-	22.286
Fe	2	0	5379.0303	-2.765	0.000	RU	-	-	10.452
Fe	2	0	5379.2396	-4.677	0.000	K13	-	-	11.387
Fe	2	0	5379.2454	-0.988	0.000	RU	-	-	10.448
Fe	2	0	5379.4000	-3.121	0.000	K13	-	-	12.866
Fe	2	0	5379.5143	-2.874	0.000	RU	-	-	10.730
Fe	2	0	5379.5158	-3.722	0.000	K13	-	-	13.027
Fe	2	0	5379.5467	-1.843	0.000	K13	-	-	12.866
Fe	1	0	5379.5736	-1.514	0.046	BWL	Y	Y	3.695
Fe	2	0	5379.6182	-4.977	0.000	RU	-	-	10.596
Fe	2	0	5379.7471	-3.941	0.000	K13	-	-	10.723
Fe	2	0	5379.7876	-2.442	0.000	K13	-	-	13.002
Fe	2	0	5379.7971	-3.539	0.000	K13	-	-	12.973
Fe	2	0	5380.1501	-3.887	0.000	K13	-	-	11.291
Fe	2	0	5380.1599	-7.912	0.000	K13	-	-	13.573
Fe	2	0	5380.2911	-0.581	0.000	K13	-	-	13.148
Fe	2	0	5380.4237	-4.006	0.000	K13	-	-	12.973
Fe	3	0	5380.4498	-0.959	0.000	K10	-	-	22.287
Fe	2	0	5380.4996	-1.037	0.000	K13	-	-	12.866
Fe	2	0	5380.5349	-4.568	0.000	K13	-	-	10.731
Fe	2	0	5380.5928	-4.240	0.000	K13	-	-	12.866
Fe	2	0	5380.8940	-2.296	0.000	RU	-	-	9.130
Fe	3	0	5380.9015	-2.222	0.000	K10	-	-	22.287
Fe	3	0	5381.0406	-0.634	0.000	K10	-	-	22.287
Fe	2	0	5381.1515	-2.358	0.000	K13	-	-	13.003
Fe	3	0	5381.2433	-0.637	0.000	K10	-	-	22.288
Fe	3	0	5381.2462	-5.879	0.000	K10	-	-	24.941
Fe	3	0	5381.2462	-5.150	0.000	K10	-	-	24.941
Fe	2	0	5381.3108	-3.486	0.000	K13	-	-	13.002
Fe	3	0	5381.3389	-0.857	0.000	K10	-	-	22.288
Fe	2	0	5381.3858	-1.780	0.000	K13	-	-	13.148
Fe	1	0	5381.9954	-4.094	0.000	K07	-	-	5.010
Fe	1	0	5382.2565	-8.998	0.000	K07	-	-	0.121
Fe	2	0	5382.3967	-3.496	0.000	RU	-	-	5.911
Fe	1	0	5382.4750	-0.975	0.000	K07	-	-	4.371
Fe	2	0	5382.5036	-3.587	0.000	RU	-	-	5.956
Fe	1	0	5382.7204	-3.233	0.000	K07	-	-	5.086
Fe	1	0	5382.7732	-4.577	0.000	K07	-	-	3.547
Fe	1	0	5383.3685	0.645	0.022	BWL	Y	Y	4.313
Fe	1	0	5384.2146	-4.431	0.000	K07	-	-	3.654
Fe	2	0	5384.9031	-5.484	0.000	RU	-	-	4.837
Fe	1	0	5385.0905	-5.603	0.000	K07	-	-	3.984
Fe	1	0	5385.5753	-2.870	0.080	MRW	U	U	3.695
Fe	1	0	5385.6118	-5.545	0.000	K07	-	-	3.047
Fe	2	0	5386.0093	-1.167	0.000	RU	-	-	10.520
Fe	1	0	5386.0754	-2.283	0.000	K07	-	-	5.010
Fe	1	0	5386.3331	-1.670	0.060	MRW	U	Y	4.154
Fe	2	0	5386.3738	-1.761	0.000	RU	-	-	10.455
Fe	2	0	5386.3848	-2.799	0.000	RU	-	-	8.259
Fe	2	0	5386.4176	-1.803	0.000	RU	-	-	10.596
Fe	1	0	5386.9604	-2.831	0.000	K07	-	-	3.642
Fe	2	0	5387.0628	0.499	0.000	RU	-	-	10.522
Fe	2	0	5387.3549	-1.679	0.000	RU	-	-	10.522
Fe	1	0	5387.4804	-2.034	0.056	BK	Y	-	4.143
Fe	1	0	5387.6516	-4.879	0.000	K07	-	-	4.796
Fe	1	0	5387.7791	-4.368	0.000	K07	-	-	4.985
Fe	2	0	5387.9123	-3.548	0.000	K13	-	-	13.092
Fe	1	0	5387.9719	-2.540	0.000	K07	-	-	4.991
Fe	2	0	5388.0262	-0.694	0.000	RU	-	-	10.452
Fe	2	0	5388.0302	-8.094	0.000	K13	-	-	11.270
Fe	2	0	5388.0930	-4.956	0.000	K13	-	-	11.017
Fe	2	0	5388.1390	-5.641	0.000	RU	-	-	11.270
Fe	2	0	5388.1903	-3.900	0.000	K13	-	-	12.947
Fe	2	0	5388.2570	-3.236	0.000	K13	-	-	13.506
Fe	2	0	5388.2974	-2.218	0.000	K13	-	-	12.982
Fe	2	0	5388.3648	-5.708	0.000	K13	-	-	11.289
Fe	3	0	5388.3755	-2.459	0.000	K10	-	-	20.870
Fe	2	0	5388.5237	-3.433	0.000	K13	-	-	12.866
Fe	2	0	5388.5324	-3.068	0.000	RU	-	-	7.604
Fe	2	0	5388.5788	-3.048	0.000	K13	-	-	12.982
Fe	2	0	5388.7223	-5.385	0.000	RU	-	-	4.818
Fe	3	0	5388.7241	-8.196	0.000	K10	-	-	18.816
Fe	1	0	5388.7572	-8.787	0.000	K07	-	-	5.330
Fe	1	0	5388.7572	-8.524	0.000	K07	-	-	5.330
Fe	2	0	5388.8766	-5.931	0.000	K13	-	-	11.409
Fe	2	0	5388.8806	-5.881	0.000	K13	-	-	12.388
Fe	1	0	5388.8908	-5.971	0.000	K07	-	-	4.733
Fe	1	0	5388.9530	-5.290	0.000	K07	-	-	5.086
Fe	2	0	5388.9585	-2.744	0.000	K13	-	-	13.002
Fe	2	0	5388.9846	-5.233	0.000	K13	-	-	11.740
Fe	2	0	5389.0311	-1.300	0.000	RU	-	-	10.600
Fe	2	0	5389.0419	-9.137	0.000	K13	-	-	11.270
Fe	1	0	5389.0506	-8.719	0.000	K07	-	-	5.330
Fe	2	0	5389.0538	-4.689	0.000	RU	-	-	7.139
Fe	2	0	5389.2284	-6.052	0.000	K13	-	-	12.897
Fe	1	0	5389.2473	-3.105	0.000	K07	-	-	4.956
Fe	2	0	5389.2650	-2.522	0.000	K13	-	-	13.027
Fe	2	0	5389.3748	-4.084	0.000	K13	-	-	11.662
Fe	2	0	5389.3992	-4.543	0.000	K13	-	-	10.758
Fe	1	0	5389.4788	-0.410	0.000	WBW|FMW	U	Y	4.415
Fe	1	0	5389.4893	-8.475	0.000	K07	-	-	5.330
