Molecule,Upper Manifold,J',Sym',#',Lower Manifold,"J""","Sym""","#""",Position(angair),Position(cm-1),f-value(4sig),f-value,Eupper,Elower,A,Branch,Label,v',J',N',Fnp,Label,"v""","J""","N""",Fnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,f,6,X,15,f,4,3979.0419,25124.5716,1.966E-08,1.97E-08,37395.58184,12271.01028,7.775355585,sR32(15),A,v=1,16,17,F3f,X,v=3,15,15,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,14,e,4,X,15,e,7,4216.2061,23711.3269,5.548E-07,5.55E-07,35570.58167,11859.25477,222.4291868,pP1(15),A,v=1,14,13,F1e,X,v=3,15,14,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,14,e,5,X,15,e,7,4143.7595,24125.8707,2.142E-08,2.14E-08,35985.12549,11859.25477,8.891667804,qP21(15),A,v=1,14,14,F2e,X,v=3,15,14,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,14,e,6,X,15,e,7,4067.5480,24577.8953,5.994E-11,5.99E-11,36437.15007,11859.25477,0.025816241,rP31(15),A,v=1,14,15,F3e,X,v=3,15,14,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,14,e,5,X,15,e,8,4294.3329,23279.9545,2.017E-10,2.02E-10,35985.12549,12705.17095,0.077925639,oP23(15),A,v=1,14,14,F2e,X,v=3,15,16,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,14,e,6,X,15,e,8,4212.5369,23731.9791,5.761E-07,5.76E-07,36437.15007,12705.17095,231.3378372,pP3(15),A,v=1,14,15,F3e,X,v=3,15,16,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,15,f,4,X,15,e,7,4144.2746,24122.8726,0.000003734,3.73E-06,35982.12732,11859.25477,1449.167428,qQ1(15),A,v=1,15,14,F1f,X,v=3,15,14,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,15,f,5,X,15,e,7,4067.8440,24576.1072,5.887E-08,5.89E-08,36435.36197,11859.25477,23.7189665,rQ21(15),A,v=1,15,15,F2f,X,v=3,15,14,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,15,f,6,X,15,e,7,3992.1562,25042.0387,4.963E-11,4.96E-11,36901.29343,11859.25477,0.020759433,sQ31(15),A,v=1,15,16,F3f,X,v=3,15,14,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,15,f,5,X,15,e,8,4212.8544,23730.1910,2.203E-08,2.20E-08,36435.36197,12705.17095,8.274207293,pQ23(15),A,v=1,15,15,F2f,X,v=3,15,16,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,15,f,6,X,15,e,8,4131.7282,24196.1225,0.000003781,3.78E-06,36901.29343,12705.17095,1476.70162,qQ3(15),A,v=1,15,16,F3f,X,v=3,15,16,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,e,4,X,15,e,7,4068.4356,24572.5332,0.000004598,4.60E-06,36431.78799,11859.25477,1739.472212,rR1(15),A,v=1,16,15,F1e,X,v=3,15,14,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,e,5,X,15,e,7,3992.8272,25037.8303,2.159E-08,2.16E-08,36897.08508,11859.25477,8.482368449,sR21(15),A,v=1,16,16,F2e,X,v=3,15,14,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,e,4,X,15,e,8,4213.4890,23726.6170,1.627E-10,1.63E-10,36431.78799,12705.17095,0.057397581,pR13(15),A,v=1,16,15,F1e,X,v=3,15,16,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,e,5,X,15,e,8,4132.4469,24191.9141,6.166E-08,6.17E-08,36897.08508,12705.17095,22.61108857,qR23(15),A,v=1,16,16,F2e,X,v=3,15,16,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,e,6,X,15,e,8,4048.0105,24696.5168,0.00000458,4.58E-06,37401.68772,12705.17095,1750.256624,rR3(15),A,v=1,16,17,F3e,X,v=3,15,16,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,15,e,4,X,16,e,7,4214.9476,23718.4063,0.000000574,5.74E-07,35987.84,12269.43368,229.2717821,pP1(16),A,v=1,15,14,F1e,X,v=3,16,15,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,15,e,5,X,16,e,7,4138.1409,24158.6275,1.986E-08,1.99E-08,36428.06116,12269.43368,8.229271274,qP21(16),A,v=1,15,15,F2e,X,v=3,16,15,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,15,e,6,X,16,e,7,4057.7483,24637.2512,4.559E-11,4.56E-11,36906.68487,12269.43368,0.01965022,rP31(16),A,v=1,15,16,F3e,X,v=3,16,15,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,15,e,5,X,16,e,8,4297.1275,23264.8147,1.534E-10,1.53E-10,36428.06116,13163.24646,0.058966051,oP23(16),A,v=1,15,15,F2e,X,v=3,16,17,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,15,e,6,X,16,e,8,4210.5038,23743.4384,5.938E-07,5.94E-07,36906.68487,13163.24646,237.7050577,pP3(16),A,v=1,15,16,F3e,X,v=3,16,17,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,f,4,X,16,e,7,4138.6072,24155.9055,0.000004037,4.04E-06,36425.33923,12269.43368,1571.101838,qQ1(16),A,v=1,16,15,F1f,X,v=3,16,15,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,f,5,X,16,e,7,4058.0073,24635.6789,5.687E-08,5.69E-08,36905.11257,12269.43368,23.0231674,rQ21(16),A,v=1,16,16,F2f,X,v=3,16,15,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,f,6,X,16,e,7,3978.7922,25126.1482,3.715E-11,3.72E-11,37395.58184,12269.43368,0.015645914,sQ31(16),A,v=1,16,17,F3f,X,v=3,16,15,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,f,5,X,16,e,8,4210.7827,23741.8661,2.105E-08,2.10E-08,36905.11257,13163.24646,7.913794932,pQ23(16),A,v=1,16,16,F2f,X,v=3,16,17,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,f,6,X,16,e,8,4125.5536,24232.3354,0.000004085,4.08E-06,37395.58184,13163.24646,1599.981755,qQ3(16),A,v=1,16,17,F3f,X,v=3,16,17,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,4,X,16,e,7,4058.5514,24632.3762,0.00000505,5.05E-06,36901.80992,12269.43368,1927.020313,rR1(16),A,v=1,17,16,F1e,X,v=3,16,15,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,5,X,16,e,7,3979.4322,25122.1073,2.152E-08,2.15E-08,37391.54096,12269.43368,8.540014949,sR21(16),A,v=1,17,17,F2e,X,v=3,16,15,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,4,X,16,e,8,4211.3685,23738.5635,1.382E-10,1.38E-10,36901.80992,13163.24646,0.048965904,pR13(16),A,v=1,17,16,F1e,X,v=3,16,17,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,5,X,16,e,8,4126.2417,24228.2945,6.046E-08,6.05E-08,37391.54096,13163.24646,22.32004364,qR23(16),A,v=1,17,17,F2e,X,v=3,16,17,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,6,X,16,e,8,4037.9232,24758.2108,0.000005036,5.04E-06,37921.45727,13163.24646,1941.324977,rR3(16),A,v=1,17,18,F3e,X,v=3,16,17,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,15,f,4,X,16,f,4,4294.9346,23276.6935,2.507E-10,2.51E-10,35982.12732,12705.43386,0.096444331,oP12(16),A,v=1,15,14,F1f,X,v=3,16,16,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,15,f,5,X,16,f,4,4212.9010,23729.9281,5.787E-07,5.79E-07,36435.36197,12705.43386,231.395735,pP2(16),A,v=1,15,15,F2f,X,v=3,16,16,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,15,f,6,X,16,f,4,4131.7731,24195.8596,1.86E-08,1.86E-08,36901.29343,12705.43386,7.733202691,qP32(16),A,v=1,15,16,F3f,X,v=3,16,16,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,e,4,X,16,f,4,4213.5357,23726.3541,2.241E-08,2.24E-08,36431.78799,12705.43386,8.415527785,pQ12(16),A,v=1,16,15,F1e,X,v=3,16,16,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,e,5,X,16,f,4,4132.4918,24191.6512,0.000004013,4.01E-06,36897.08508,12705.43386,1566.566093,qQ2(16),A,v=1,16,16,F2e,X,v=3,16,16,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,e,6,X,16,f,4,4048.0536,24696.2539,4.977E-08,4.98E-08,37401.68772,12705.43386,20.24605346,rQ32(16),A,v=1,16,17,F3e,X,v=3,16,16,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,4,X,16,f,4,4132.9156,24189.1711,6.803E-08,6.80E-08,36894.60495,12705.43386,25.03473436,qR12(16),A,v=1,17,16,F1f,X,v=3,16,16,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,5,X,16,f,4,4048.2792,24694.8774,0.000004986,4.99E-06,37400.31121,12705.43386,1912.331663,rR2(16),A,v=1,17,17,F2f,X,v=3,16,16,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,6,X,16,f,4,3965.6852,25209.1911,1.982E-08,1.98E-08,37914.62494,12705.43386,7.919887281,sR32(16),A,v=1,17,18,F3f,X,v=3,16,16,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,f,4,X,17,f,4,4297.6722,23261.8665,1.975E-10,1.97E-10,36425.33923,13163.47276,0.075588042,oP12(17),A,v=1,16,15,F1f,X,v=3,17,17,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,f,5,X,17,f,4,4210.8228,23741.6398,6.052E-07,6.05E-07,36905.11257,13163.47276,241.3395651,pP2(17),A,v=1,16,16,F2f,X,v=3,17,17,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,f,6,X,17,f,4,4125.5921,24232.1091,1.767E-08,1.77E-08,37395.58184,13163.47276,7.339766772,qP32(17),A,v=1,16,17,F3f,X,v=3,17,17,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,4,X,17,f,4,4211.4086,23738.3372,2.156E-08,2.16E-08,36901.80992,13163.47276,8.10243328,pQ12(17),A,v=1,17,16,F1e,X,v=3,17,17,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,5,X,17,f,4,4126.2802,24228.0682,0.000004367,4.37E-06,37391.54096,13163.47276,1709.872954,qQ2(17),A,v=1,17,17,F2e,X,v=3,17,17,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,6,X,17,f,4,4037.9601,24757.9845,4.905E-08,4.91E-08,37921.45727,13163.47276,20.05463152,rQ32(17),A,v=1,17,18,F3e,X,v=3,17,17,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,4,X,17,f,4,4126.6663,24225.8016,6.698E-08,6.70E-08,37389.27438,13163.47276,24.80286981,qR12(17),A,v=1,18,17,F1f,X,v=3,17,17,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,5,X,17,f,4,4038.1555,24756.7864,0.000005501,5.50E-06,37920.25921,13163.47276,2127.39726,rR2(17),A,v=1,18,18,F2f,X,v=3,17,17,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,6,X,17,f,4,3952.3544,25294.2166,2.013E-08,2.01E-08,38457.68934,13163.47276,8.12683582,sR32(17),A,v=1,18,19,F3f,X,v=3,17,17,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,e,4,X,17,e,7,4213.2491,23727.9680,6.009E-07,6.01E-07,36431.78799,12703.81997,239.3241769,pP1(17),A,v=1,16,15,F1e,X,v=3,17,16,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,e,5,X,17,e,7,4132.2162,24193.2651,1.874E-08,1.87E-08,36897.08508,12703.81997,7.761288571,qP21(17),A,v=1,16,16,F2e,X,v=3,17,16,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,e,6,X,17,e,7,4047.7891,24697.8678,3.501E-11,3.50E-11,37401.68772,12703.81997,0.015109699,rP31(17),A,v=1,16,17,F3e,X,v=3,17,16,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,e,5,X,17,e,8,4299.3531,23252.7721,1.211E-10,1.21E-10,36897.08508,13644.31295,0.046308676,oP23(17),A,v=1,16,16,F2e,X,v=3,17,18,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,16,e,6,X,17,e,8,4208.0338,23757.3748,6.198E-07,6.20E-07,37401.68772,13644.31295,247.4814824,pP3(17),A,v=1,16,17,F3e,X,v=3,17,18,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,4,X,17,e,7,4132.6398,24190.7850,0.00000439,4.39E-06,36894.60495,12703.81997,1713.573579,qQ1(17),A,v=1,17,16,F1f,X,v=3,17,16,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,5,X,17,e,7,4048.0147,24696.4912,5.562E-08,5.56E-08,37400.31121,12703.81997,22.62769046,rQ21(17),A,v=1,17,17,F2f,X,v=3,17,16,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,6,X,17,e,7,3965.4313,25210.8050,2.757E-11,2.76E-11,37914.62494,12703.81997,0.011687699,sQ31(17),A,v=1,17,18,F3f,X,v=3,17,16,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,5,X,17,e,8,4208.2777,23755.9983,2.044E-08,2.04E-08,37400.31121,13644.31295,7.694796171,pQ23(17),A,v=1,17,17,F2f,X,v=3,17,18,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,6,X,17,e,8,4119.0981,24270.3120,0.000004439,4.44E-06,37914.62494,13644.31295,1744.226358,qQ3(17),A,v=1,17,18,F3f,X,v=3,17,18,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,4,X,17,e,7,4048.5164,24693.4306,0.000005564,5.56E-06,37397.25061,12703.81997,2140.522348,rR1(17),A,v=1,18,17,F1e,X,v=3,17,16,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,5,X,17,e,7,3966.0432,25206.9152,2.163E-08,2.16E-08,37910.73514,12703.81997,8.669994711,sR21(17),A,v=1,18,18,F2e,X,v=3,17,16,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,4,X,17,e,8,4208.8199,23752.9377,1.191E-10,1.19E-10,37397.25061,13644.31295,0.04238162,pR13(17),A,v=1,18,17,F1e,X,v=3,17,18,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,5,X,17,e,8,4119.7583,24266.4222,5.992E-08,5.99E-08,37910.73514,13644.31295,22.26186473,qR23(17),A,v=1,18,18,F2e,X,v=3,17,18,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,6,X,17,e,8,4027.7177,24820.9421,0.000005553,5.55E-06,38465.2551,13644.31295,2158.599156,rR3(17),A,v=1,18,19,F3e,X,v=3,17,18,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,4,X,18,e,7,4211.1160,23739.9868,0.000000637,6.37E-07,36901.80992,13161.82308,253.1468596,pP1(18),A,v=1,17,16,F1e,X,v=3,18,17,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,5,X,18,e,7,4125.9993,24229.7179,0.000000018,1.80E-08,37391.54096,13161.82308,7.453372168,qP21(18),A,v=1,17,17,F2e,X,v=3,18,17,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,6,X,18,e,7,4037.6911,24759.6342,2.703E-11,2.70E-11,37921.45727,13161.82308,0.011685496,rP31(18),A,v=1,17,18,F3e,X,v=3,18,17,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,5,X,18,e,8,4301.0080,23243.8250,1.002E-10,1.00E-10,37391.54096,14147.716,0.038160108,oP23(18),A,v=1,17,17,F2e,X,v=3,18,19,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,6,X,18,e,8,4205.1369,23773.7413,6.554E-07,6.55E-07,37921.45727,14147.716,261.202912,pP3(18),A,v=1,17,18,F3e,X,v=3,18,19,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,4,X,18,e,7,4126.3853,24227.4513,0.000004802,4.80E-06,37389.27438,13161.82308,1880.259463,qQ1(18),A,v=1,18,17,F1f,X,v=3,18,17,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,5,X,18,e,7,4037.8865,24758.4361,5.502E-08,5.50E-08,37920.25921,13161.82308,22.4980518,rQ21(18),A,v=1,18,18,F2f,X,v=3,18,17,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,5,X,18,e,8,4205.3488,23772.5432,2.016E-08,2.02E-08,37920.25921,14147.716,7.600826483,pQ23(18),A,v=1,18,18,F2f,X,v=3,18,19,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,6,X,18,e,8,4112.3777,24309.9733,0.000004853,4.85E-06,38457.68934,14147.716,1913.143369,qQ3(18),A,v=1,18,19,F3f,X,v=3,18,19,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,4,X,18,e,7,4038.3502,24755.5929,0.000006147,6.15E-06,37917.41596,13161.82308,2384.007066,rR1(18),A,v=1,19,18,F1e,X,v=3,18,17,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,5,X,18,e,7,3952.6830,25292.1136,2.191E-08,2.19E-08,38453.93665,13161.82308,8.870957563,sR21(18),A,v=1,19,19,F2e,X,v=3,18,17,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,4,X,18,e,8,4205.8518,23769.7000,1.041E-10,1.04E-10,37917.41596,14147.716,0.037218212,pR13(18),A,v=1,19,18,F1e,X,v=3,18,19,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,5,X,18,e,8,4113.0126,24306.2206,5.996E-08,6.00E-08,38453.93665,14147.716,22.41847271,qR23(18),A,v=1,19,19,F2e,X,v=3,18,19,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,6,X,18,e,8,4017.4158,24884.5896,0.00000614,6.14E-06,39032.30563,14147.716,2406.180451,rR3(18),A,v=1,19,20,F3e,X,v=3,18,19,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,4,X,18,f,4,4299.8471,23250.1007,1.621E-10,1.62E-10,36894.60495,13644.50422,0.061782773,oP12(18),A,v=1,17,16,F1f,X,v=3,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,5,X,18,f,4,4208.3116,23755.8070,0.000000641,6.41E-07,37400.31121,13644.50422,255.0942763,pP2(18),A,v=1,17,17,F2f,X,v=3,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,6,X,18,f,4,4119.1305,24270.1207,1.707E-08,1.71E-08,37914.62494,13644.50422,7.089858552,qP32(18),A,v=1,17,18,F3f,X,v=3,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,4,X,18,f,4,4208.8538,23752.7464,2.107E-08,2.11E-08,37397.25061,13644.50422,7.929757648,pQ12(18),A,v=1,18,17,F1e,X,v=3,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,5,X,18,f,4,4119.7908,24266.2309,0.00000478,4.78E-06,37910.73514,13644.50422,1877.373798,qQ2(18),A,v=1,18,18,F2e,X,v=3,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,6,X,18,f,4,4027.7488,24820.7509,4.887E-08,4.89E-08,38465.2551,13644.50422,20.08213497,rQ32(18),A,v=1,18,19,F3e,X,v=3,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,4,X,18,f,4,4120.1434,24264.1545,6.663E-08,6.66E-08,37908.65869,13644.50422,24.82473191,qR12(18),A,v=1,19,18,F1f,X,v=3,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,5,X,18,f,4,4027.9167,24819.7161,0.000006086,6.09E-06,38464.22031,13644.50422,2372.386403,rR2(18),A,v=1,19,19,F2f,X,v=3,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,6,X,18,f,4,3939.0728,25379.5005,2.06E-08,2.06E-08,39024.00468,13644.50422,8.396097394,sR32(18),A,v=1,19,20,F3f,X,v=3,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,4,X,19,f,4,4301.4567,23241.4005,1.398E-10,1.40E-10,37389.27438,14147.87388,0.053103674,oP12(19),A,v=1,18,17,F1f,X,v=3,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,5,X,19,f,4,4205.3767,23772.3853,0.000000688,6.88E-07,37920.25921,14147.87388,273.3544015,pP2(19),A,v=1,18,18,F2f,X,v=3,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,6,X,19,f,4,4112.4044,24309.8155,1.676E-08,1.68E-08,38457.68934,14147.87388,6.965377606,qP32(19),A,v=1,18,19,F3f,X,v=3,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,4,X,19,f,4,4205.8798,23769.5421,2.092E-08,2.09E-08,37917.41596,14147.87388,7.882761301,pQ12(19),A,v=1,19,18,F1e,X,v=3,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,5,X,19,f,4,4113.0393,24306.0628,0.000005262,5.26E-06,38453.93665,14147.87388,2073.479852,qQ2(19),A,v=1,19,19,F2e,X,v=3,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,6,X,19,f,4,4017.4413,24884.4317,4.919E-08,4.92E-08,39032.30563,14147.87388,20.31690729,rQ32(19),A,v=1,19,20,F3e,X,v=3,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,4,X,19,f,4,4113.3619,24304.1568,6.693E-08,6.69E-08,38452.03069,14147.87388,25.08390714,qR12(19),A,v=1,20,19,F1f,X,v=3,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,5,X,19,f,4,4017.5841,24883.5468,0.00000675,6.75E-06,39031.42068,14147.87388,2652.043254,rR2(19),A,v=1,20,20,F2f,X,v=3,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,6,X,19,f,4,3925.8640,25464.8895,2.122E-08,2.12E-08,39612.76337,14147.87388,8.730795006,sR32(19),A,v=1,20,21,F3f,X,v=3,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,4,X,19,e,7,4208.5554,23754.4303,6.842E-07,6.84E-07,37397.25061,13642.8203,271.4372835,pP1(19),A,v=1,18,17,F1e,X,v=3,19,18,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,5,X,19,e,7,4119.5049,24267.9148,1.759E-08,1.76E-08,37910.73514,13642.8203,7.282411732,qP21(19),A,v=1,18,18,F2e,X,v=3,19,18,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,5,X,19,e,8,4302.0926,23237.9650,8.789E-11,8.79E-11,37910.73514,14672.77011,0.033368274,oP23(19),A,v=1,18,18,F2e,X,v=3,19,20,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,6,X,19,e,8,4201.8240,23792.4850,7.024E-07,7.02E-07,38465.2551,14672.77011,279.5541517,pP3(19),A,v=1,18,19,F3e,X,v=3,19,20,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,4,X,19,e,7,4119.8575,24265.8384,0.000005284,5.28E-06,37908.65869,13642.8203,2075.541395,qQ1(19),A,v=1,19,18,F1f,X,v=3,19,18,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,5,X,19,e,7,4027.6434,24821.4000,5.502E-08,5.50E-08,38464.22031,13642.8203,22.61217404,rQ21(19),A,v=1,19,19,F2f,X,v=3,19,18,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,5,X,19,e,8,4202.0067,23791.4502,2.019E-08,2.02E-08,38464.22031,14672.77011,7.622729479,pQ23(19),A,v=1,19,19,F2f,X,v=3,19,20,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,6,X,19,e,8,4105.4094,24351.2346,0.000005337,5.34E-06,39024.00468,14672.77011,2111.161444,qQ3(19),A,v=1,19,20,F3f,X,v=3,19,20,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,4,X,19,e,7,4028.0730,24818.7530,0.000006812,6.81E-06,38461.5733,13642.8203,2662.164553,rR1(19),A,v=1,20,19,F1e,X,v=3,19,18,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,5,X,19,e,7,3939.3745,25377.5568,2.237E-08,2.24E-08,39020.37709,13642.8203,9.142247334,sR21(19),A,v=1,20,20,F2e,X,v=3,19,18,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,4,X,19,e,8,4202.4743,23788.8032,9.218E-11,9.22E-11,38461.5733,14672.77011,0.033096536,pR13(19),A,v=1,20,19,F1e,X,v=3,19,20,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,5,X,19,e,8,4106.0211,24347.6070,6.057E-08,6.06E-08,39020.37709,14672.77011,22.7823345,qR23(19),A,v=1,20,20,F2e,X,v=3,19,20,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
