species,wavelength_air_A,star,abundance_dex,used,source_table
Y,22543.84,2M06520463-0047080,-0.02,True,table_y.dat
Y,22543.84,2M06551808-0148080,-0.32,True,table_y.dat
Y,22543.84,2M06574070-1231239,-0.07,True,table_y.dat
Y,22543.84,2M10430394-4605354,-0.43,True,table_y.dat
Y,22543.84,2M11042542-7318068,-0.29,True,table_y.dat
Y,22543.84,2M12101600-4936072,-0.46,True,table_y.dat
Y,22543.84,2M13403516-5040261,-0.38,True,table_y.dat
Y,22543.84,2M14131192-4849280,-0.24,True,table_y.dat
Y,22543.84,2M14240039-6252516,-0.10,True,table_y.dat
Y,22543.84,2M14241044-6218367,-0.16,True,table_y.dat
Y,22543.84,2M14260433-6219024,-0.09,True,table_y.dat
Y,22543.84,2M14261117-6240220,-0.25,True,table_y.dat
Y,22543.84,2M14275833-6147534,-0.12,True,table_y.dat
Y,22543.84,2M14283733-6257279,-0.32,True,table_y.dat
Y,22543.84,2M14291063-6317181,-0.31,True,table_y.dat
Y,22543.84,2M14311520-6145468,-0.09,True,table_y.dat
Y,22543.84,2M14322072-6215506,-0.61,True,table_y.dat
Y,22543.84,2M14332169-6302108,-0.30,True,table_y.dat
Y,22543.84,2M14332869-6211255,-0.23,True,table_y.dat
Y,22543.84,2M14333081-6221450,-0.09,True,table_y.dat
Y,22543.84,2M14333688-6232028,-0.12,True,table_y.dat
Y,22543.84,2M14345114-6225509,-0.24,True,table_y.dat
Y,22543.84,2M14360142-6228561,-0.23,True,table_y.dat
Y,22543.84,2M14360935-6309399,-0.08,True,table_y.dat
Y,22543.84,2M14371958-6251344,-0.24,True,table_y.dat
Y,22543.84,2M14375085-6237526,-0.31,True,table_y.dat
Y,22543.84,2M15161949+0244516,-0.39,True,table_y.dat
Y,22543.84,2M17584888-2351011,-0.16,True,table_y.dat
Y,22543.84,2M18103303-1626220,0.11,True,table_y.dat
Y,22543.84,2M18142346-2136410,-0.04,True,table_y.dat
Y,22543.84,2M18191551-1726223,-0.02,True,table_y.dat
Y,22543.84,2M18522108-3022143,-0.15,True,table_y.dat
Y,22543.84,HD132813,-0.05,True,table_y.dat
Y,22543.84,HD175588,0.29,True,table_y.dat
Y,22543.84,HD89758,-0.32,True,table_y.dat
Y,22543.84,HD224935,0.10,True,table_y.dat
Y,22543.84,HD101153,0.05,True,table_y.dat
Y,22543.84,HIP54396,-0.13,True,table_y.dat
Ce,15277.65,2M05484106-0602007,-0.24,True,table_ce.dat
Ce,15277.65,2M05594446-7212111,-0.14,True,table_ce.dat
Ce,15277.65,2M06035110-7456029,-0.11,True,table_ce.dat
Ce,15277.65,2M06035214-7255079,-0.28,True,table_ce.dat
Ce,15277.65,2M06052796-0553384,-0.11,True,table_ce.dat
Ce,15277.65,2M06074096-0530332,-0.13,True,table_ce.dat
Ce,15277.65,2M06124201-0025095,,False,table_ce.dat
Ce,15277.65,2M06140107-0641072,-0.19,True,table_ce.dat
Ce,15277.65,2M06143705-0551064,-0.17,True,table_ce.dat
Ce,15277.65,2M06171159-7259319,-0.07,True,table_ce.dat
Ce,15277.65,2M06223443-0443153,-0.05,True,table_ce.dat
Ce,15277.65,2M06231693-0530385,-0.15,True,table_ce.dat
Ce,15277.65,2M06520463-0047080,0.17,True,table_ce.dat
Ce,15277.65,2M06551808-0148080,,False,table_ce.dat
Ce,15277.65,2M06574070-1231239,0.20,True,table_ce.dat
Ce,15277.65,2M10430394-4605354,-0.34,True,table_ce.dat
Ce,15277.65,2M11042542-7318068,,False,table_ce.dat
Ce,15277.65,2M12101600-4936072,-0.18,True,table_ce.dat
Ce,15277.65,2M13403516-5040261,-0.23,True,table_ce.dat
Ce,15277.65,2M14131192-4849280,-0.24,True,table_ce.dat
Ce,15277.65,2M14240039-6252516,-0.28,True,table_ce.dat
Ce,15277.65,2M14241044-6218367,-0.23,True,table_ce.dat
Ce,15277.65,2M14260433-6219024,,False,table_ce.dat
Ce,15277.65,2M14261117-6240220,-0.38,True,table_ce.dat
Ce,15277.65,2M14275833-6147534,-0.22,True,table_ce.dat
Ce,15277.65,2M14283733-6257279,-0.36,True,table_ce.dat
Ce,15277.65,2M14291063-6317181,-0.38,True,table_ce.dat
Ce,15277.65,2M14311520-6145468,-0.12,True,table_ce.dat
Ce,15277.65,2M14322072-6215506,-0.31,True,table_ce.dat
Ce,15277.65,2M14332169-6302108,-0.15,True,table_ce.dat
Ce,15277.65,2M14332869-6211255,-0.23,True,table_ce.dat
Ce,15277.65,2M14333081-6221450,-0.24,True,table_ce.dat
Ce,15277.65,2M14333688-6232028,-0.37,True,table_ce.dat
Ce,15277.65,2M14345114-6225509,-0.35,True,table_ce.dat
Ce,15277.65,2M14360142-6228561,-0.16,True,table_ce.dat
Ce,15277.65,2M14360935-6309399,-0.38,True,table_ce.dat
Ce,15277.65,2M14371958-6251344,-0.21,True,table_ce.dat
Ce,15277.65,2M14375085-6237526,,False,table_ce.dat
Ce,15277.65,2M15161949+0244516,-0.21,True,table_ce.dat
Ce,15277.65,2M17584888-2351011,,False,table_ce.dat
Ce,15277.65,2M18103303-1626220,-0.40,True,table_ce.dat
Ce,15277.65,2M18142346-2136410,-0.40,True,table_ce.dat
Ce,15277.65,2M18191551-1726223,-0.31,True,table_ce.dat
Ce,15277.65,2M18522108-3022143,-0.19,True,table_ce.dat
Ce,15277.65,HD132813,-0.14,True,table_ce.dat
Ce,15277.65,HD175588,,False,table_ce.dat
Ce,15277.65,HD89758,-0.00,True,table_ce.dat
Ce,15277.65,HD224935,0.01,True,table_ce.dat
Ce,15277.65,HD101153,-0.16,True,table_ce.dat
Ce,15277.65,HIP54396,,False,table_ce.dat
Ce,15829.83,2M05484106-0602007,-0.38,True,table_ce.dat
Ce,15829.83,2M05594446-7212111,-0.25,True,table_ce.dat
Ce,15829.83,2M06035110-7456029,-0.23,True,table_ce.dat
Ce,15829.83,2M06035214-7255079,-0.32,True,table_ce.dat
Ce,15829.83,2M06052796-0553384,-0.17,True,table_ce.dat
Ce,15829.83,2M06074096-0530332,-0.16,True,table_ce.dat
Ce,15829.83,2M06124201-0025095,-0.19,True,table_ce.dat
Ce,15829.83,2M06140107-0641072,,False,table_ce.dat
Ce,15829.83,2M06143705-0551064,-0.14,True,table_ce.dat
Ce,15829.83,2M06171159-7259319,-0.24,True,table_ce.dat
Ce,15829.83,2M06223443-0443153,-0.15,True,table_ce.dat
Ce,15829.83,2M06231693-0530385,-0.28,True,table_ce.dat
Ce,15829.83,2M06520463-0047080,0.00,True,table_ce.dat
Ce,15829.83,2M06551808-0148080,-0.26,True,table_ce.dat
Ce,15829.83,2M06574070-1231239,0.03,True,table_ce.dat
Ce,15829.83,2M10430394-4605354,-0.48,True,table_ce.dat
Ce,15829.83,2M11042542-7318068,,False,table_ce.dat
Ce,15829.83,2M12101600-4936072,-0.21,True,table_ce.dat
Ce,15829.83,2M13403516-5040261,-0.38,True,table_ce.dat
Ce,15829.83,2M14131192-4849280,-0.32,True,table_ce.dat
Ce,15829.83,2M14240039-6252516,-0.44,True,table_ce.dat
Ce,15829.83,2M14241044-6218367,-0.35,True,table_ce.dat
Ce,15829.83,2M14260433-6219024,,False,table_ce.dat
Ce,15829.83,2M14261117-6240220,-0.48,True,table_ce.dat
Ce,15829.83,2M14275833-6147534,-0.37,True,table_ce.dat
Ce,15829.83,2M14283733-6257279,,False,table_ce.dat
Ce,15829.83,2M14291063-6317181,-0.32,True,table_ce.dat
Ce,15829.83,2M14311520-6145468,-0.25,True,table_ce.dat
Ce,15829.83,2M14322072-6215506,-0.41,True,table_ce.dat
Ce,15829.83,2M14332169-6302108,-0.33,True,table_ce.dat
Ce,15829.83,2M14332869-6211255,-0.27,True,table_ce.dat
Ce,15829.83,2M14333081-6221450,-0.35,True,table_ce.dat
Ce,15829.83,2M14333688-6232028,-0.48,True,table_ce.dat
Ce,15829.83,2M14345114-6225509,-0.47,True,table_ce.dat
Ce,15829.83,2M14360142-6228561,,False,table_ce.dat
Ce,15829.83,2M14360935-6309399,-0.30,True,table_ce.dat
Ce,15829.83,2M14371958-6251344,-0.35,True,table_ce.dat
Ce,15829.83,2M14375085-6237526,,False,table_ce.dat
Ce,15829.83,2M15161949+0244516,-0.39,True,table_ce.dat
Ce,15829.83,2M17584888-2351011,-0.48,True,table_ce.dat
Ce,15829.83,2M18103303-1626220,-0.55,True,table_ce.dat
Ce,15829.83,2M18142346-2136410,-0.46,True,table_ce.dat
Ce,15829.83,2M18191551-1726223,-0.41,True,table_ce.dat
Ce,15829.83,2M18522108-3022143,-0.30,True,table_ce.dat
Ce,15829.83,HD132813,-0.27,True,table_ce.dat
Ce,15829.83,HD175588,-0.03,True,table_ce.dat
Ce,15829.83,HD89758,-0.08,True,table_ce.dat
Ce,15829.83,HD224935,-0.20,True,table_ce.dat
Ce,15829.83,HD101153,-0.33,True,table_ce.dat
Ce,15829.83,HIP54396,-0.38,True,table_ce.dat
Ce,15977.12,2M05484106-0602007,-0.29,True,table_ce.dat
Ce,15977.12,2M05594446-7212111,-0.21,True,table_ce.dat
Ce,15977.12,2M06035110-7456029,-0.28,True,table_ce.dat
Ce,15977.12,2M06035214-7255079,-0.40,True,table_ce.dat
Ce,15977.12,2M06052796-0553384,-0.14,True,table_ce.dat
Ce,15977.12,2M06074096-0530332,-0.17,True,table_ce.dat
Ce,15977.12,2M06124201-0025095,-0.22,True,table_ce.dat
Ce,15977.12,2M06140107-0641072,-0.26,True,table_ce.dat
Ce,15977.12,2M06143705-0551064,-0.17,True,table_ce.dat
Ce,15977.12,2M06171159-7259319,0.04,True,table_ce.dat
Ce,15977.12,2M06223443-0443153,-0.11,True,table_ce.dat
Ce,15977.12,2M06231693-0530385,-0.15,True,table_ce.dat
Ce,15977.12,2M06520463-0047080,-0.08,True,table_ce.dat
Ce,15977.12,2M06551808-0148080,-0.16,True,table_ce.dat
Ce,15977.12,2M06574070-1231239,0.10,True,table_ce.dat
Ce,15977.12,2M10430394-4605354,-0.58,True,table_ce.dat
Ce,15977.12,2M11042542-7318068,-0.17,True,table_ce.dat
Ce,15977.12,2M12101600-4936072,-0.27,True,table_ce.dat
Ce,15977.12,2M13403516-5040261,-0.38,True,table_ce.dat
Ce,15977.12,2M14131192-4849280,-0.43,True,table_ce.dat
Ce,15977.12,2M14240039-6252516,-0.48,True,table_ce.dat
Ce,15977.12,2M14241044-6218367,-0.35,True,table_ce.dat
Ce,15977.12,2M14260433-6219024,-0.60,True,table_ce.dat
Ce,15977.12,2M14261117-6240220,-0.51,True,table_ce.dat
Ce,15977.12,2M14275833-6147534,-0.47,True,table_ce.dat
Ce,15977.12,2M14283733-6257279,-0.40,True,table_ce.dat
Ce,15977.12,2M14291063-6317181,-0.50,True,table_ce.dat
Ce,15977.12,2M14311520-6145468,-0.30,True,table_ce.dat
Ce,15977.12,2M14322072-6215506,-0.35,True,table_ce.dat
Ce,15977.12,2M14332169-6302108,-0.28,True,table_ce.dat
Ce,15977.12,2M14332869-6211255,-0.35,True,table_ce.dat
Ce,15977.12,2M14333081-6221450,-0.44,True,table_ce.dat
Ce,15977.12,2M14333688-6232028,-0.50,True,table_ce.dat
Ce,15977.12,2M14345114-6225509,-0.52,True,table_ce.dat
Ce,15977.12,2M14360142-6228561,-0.27,True,table_ce.dat
Ce,15977.12,2M14360935-6309399,-0.60,True,table_ce.dat
Ce,15977.12,2M14371958-6251344,-0.34,True,table_ce.dat
Ce,15977.12,2M14375085-6237526,-0.51,True,table_ce.dat
Ce,15977.12,2M15161949+0244516,-0.27,True,table_ce.dat
Ce,15977.12,2M17584888-2351011,-0.39,True,table_ce.dat
Ce,15977.12,2M18103303-1626220,-0.62,True,table_ce.dat
Ce,15977.12,2M18142346-2136410,-0.62,True,table_ce.dat
Ce,15977.12,2M18191551-1726223,-0.50,True,table_ce.dat
Ce,15977.12,2M18522108-3022143,-0.26,True,table_ce.dat
Ce,15977.12,HD132813,-0.35,True,table_ce.dat
Ce,15977.12,HD175588,-0.20,True,table_ce.dat
Ce,15977.12,HD89758,-0.12,True,table_ce.dat
Ce,15977.12,HD224935,-0.27,True,table_ce.dat
Ce,15977.12,HD101153,-0.45,True,table_ce.dat
Ce,15977.12,HIP54396,-0.47,True,table_ce.dat
Ce,16595.18,2M05484106-0602007,-0.30,True,table_ce.dat
Ce,16595.18,2M05594446-7212111,-0.21,True,table_ce.dat
Ce,16595.18,2M06035110-7456029,-0.19,True,table_ce.dat
Ce,16595.18,2M06035214-7255079,-0.28,True,table_ce.dat
Ce,16595.18,2M06052796-0553384,-0.14,True,table_ce.dat
Ce,16595.18,2M06074096-0530332,-0.15,True,table_ce.dat
Ce,16595.18,2M06124201-0025095,-0.15,True,table_ce.dat
Ce,16595.18,2M06140107-0641072,-0.32,True,table_ce.dat
Ce,16595.18,2M06143705-0551064,-0.15,True,table_ce.dat
Ce,16595.18,2M06171159-7259319,-0.11,True,table_ce.dat
Ce,16595.18,2M06223443-0443153,-0.16,True,table_ce.dat
Ce,16595.18,2M06231693-0530385,-0.26,True,table_ce.dat
Ce,16595.18,2M06520463-0047080,-0.00,True,table_ce.dat
Ce,16595.18,2M06551808-0148080,-0.22,True,table_ce.dat
Ce,16595.18,2M06574070-1231239,0.17,True,table_ce.dat
Ce,16595.18,2M10430394-4605354,-0.46,True,table_ce.dat
Ce,16595.18,2M11042542-7318068,-0.24,True,table_ce.dat
Ce,16595.18,2M12101600-4936072,-0.23,True,table_ce.dat
Ce,16595.18,2M13403516-5040261,-0.36,True,table_ce.dat
Ce,16595.18,2M14131192-4849280,-0.36,True,table_ce.dat
Ce,16595.18,2M14240039-6252516,-0.40,True,table_ce.dat
Ce,16595.18,2M14241044-6218367,-0.32,True,table_ce.dat
Ce,16595.18,2M14260433-6219024,-0.44,True,table_ce.dat
Ce,16595.18,2M14261117-6240220,-0.46,True,table_ce.dat
Ce,16595.18,2M14275833-6147534,-0.36,True,table_ce.dat
Ce,16595.18,2M14283733-6257279,-0.48,True,table_ce.dat
Ce,16595.18,2M14291063-6317181,-0.40,True,table_ce.dat
Ce,16595.18,2M14311520-6145468,-0.24,True,table_ce.dat
Ce,16595.18,2M14322072-6215506,-0.30,True,table_ce.dat
Ce,16595.18,2M14332169-6302108,-0.34,True,table_ce.dat
Ce,16595.18,2M14332869-6211255,-0.32,True,table_ce.dat
Ce,16595.18,2M14333081-6221450,-0.36,True,table_ce.dat
Ce,16595.18,2M14333688-6232028,-0.46,True,table_ce.dat
Ce,16595.18,2M14345114-6225509,-0.47,True,table_ce.dat
Ce,16595.18,2M14360142-6228561,-0.26,True,table_ce.dat
Ce,16595.18,2M14360935-6309399,-0.44,True,table_ce.dat
Ce,16595.18,2M14371958-6251344,-0.29,True,table_ce.dat
Ce,16595.18,2M14375085-6237526,-0.48,True,table_ce.dat
Ce,16595.18,2M15161949+0244516,-0.27,True,table_ce.dat
Ce,16595.18,2M17584888-2351011,-0.37,True,table_ce.dat
Ce,16595.18,2M18103303-1626220,-0.43,True,table_ce.dat
Ce,16595.18,2M18142346-2136410,-0.49,True,table_ce.dat
Ce,16595.18,2M18191551-1726223,-0.40,True,table_ce.dat
Ce,16595.18,2M18522108-3022143,-0.24,True,table_ce.dat
Ce,16595.18,HD132813,-0.31,True,table_ce.dat
Ce,16595.18,HD175588,-0.04,True,table_ce.dat
Ce,16595.18,HD89758,-0.09,True,table_ce.dat
Ce,16595.18,HD224935,-0.15,True,table_ce.dat
Ce,16595.18,HD101153,-0.36,True,table_ce.dat
Ce,16595.18,HIP54396,-0.46,True,table_ce.dat
Nd,15368.14,2M05484106-0602007,-0.06,True,table_nd.dat
Nd,15368.14,2M05594446-7212111,-0.01,True,table_nd.dat
Nd,15368.14,2M06035110-7456029,-0.04,True,table_nd.dat
Nd,15368.14,2M06035214-7255079,-0.05,True,table_nd.dat
Nd,15368.14,2M06052796-0553384,0.08,True,table_nd.dat
Nd,15368.14,2M06074096-0530332,-0.08,True,table_nd.dat
Nd,15368.14,2M06124201-0025095,0.18,True,table_nd.dat
Nd,15368.14,2M06140107-0641072,-0.19,True,table_nd.dat
Nd,15368.14,2M06143705-0551064,0.08,True,table_nd.dat
Nd,15368.14,2M06171159-7259319,-0.07,True,table_nd.dat
Nd,15368.14,2M06223443-0443153,0.23,True,table_nd.dat
Nd,15368.14,2M06231693-0530385,0.16,True,table_nd.dat
Nd,15368.14,2M06520463-0047080,0.38,True,table_nd.dat
Nd,15368.14,2M06551808-0148080,-0.09,True,table_nd.dat
Nd,15368.14,2M06574070-1231239,0.31,True,table_nd.dat
Nd,15368.14,2M10430394-4605354,-0.14,True,table_nd.dat
Nd,15368.14,2M11042542-7318068,-0.04,True,table_nd.dat
Nd,15368.14,2M12101600-4936072,0.07,True,table_nd.dat
Nd,15368.14,2M13403516-5040261,0.02,True,table_nd.dat
Nd,15368.14,2M14131192-4849280,-0.02,True,table_nd.dat
Nd,15368.14,2M14240039-6252516,-0.08,True,table_nd.dat
Nd,15368.14,2M14241044-6218367,-0.03,True,table_nd.dat
Nd,15368.14,2M14260433-6219024,-0.22,True,table_nd.dat
Nd,15368.14,2M14261117-6240220,-0.15,True,table_nd.dat
Nd,15368.14,2M14275833-6147534,-0.16,True,table_nd.dat
Nd,15368.14,2M14283733-6257279,-0.28,True,table_nd.dat
Nd,15368.14,2M14291063-6317181,-0.10,True,table_nd.dat
Nd,15368.14,2M14311520-6145468,0.05,True,table_nd.dat
Nd,15368.14,2M14322072-6215506,-0.14,True,table_nd.dat
Nd,15368.14,2M14332169-6302108,-0.00,True,table_nd.dat
Nd,15368.14,2M14332869-6211255,-0.09,True,table_nd.dat
Nd,15368.14,2M14333081-6221450,-0.07,True,table_nd.dat
Nd,15368.14,2M14333688-6232028,-0.12,True,table_nd.dat
Nd,15368.14,2M14345114-6225509,-0.08,True,table_nd.dat
Nd,15368.14,2M14360142-6228561,-0.03,True,table_nd.dat
Nd,15368.14,2M14360935-6309399,-0.14,True,table_nd.dat
Nd,15368.14,2M14371958-6251344,-0.09,True,table_nd.dat
Nd,15368.14,2M14375085-6237526,-0.13,True,table_nd.dat
Nd,15368.14,2M15161949+0244516,0.05,True,table_nd.dat
Nd,15368.14,2M17584888-2351011,-0.11,True,table_nd.dat
Nd,15368.14,2M18103303-1626220,-0.08,True,table_nd.dat
Nd,15368.14,2M18142346-2136410,-0.10,True,table_nd.dat
Nd,15368.14,2M18191551-1726223,-0.14,True,table_nd.dat
Nd,15368.14,2M18522108-3022143,0.11,True,table_nd.dat
Nd,15368.14,HD132813,-0.02,True,table_nd.dat
Nd,15368.14,HD175588,0.31,True,table_nd.dat
Nd,15368.14,HD89758,0.13,True,table_nd.dat
Nd,15368.14,HD224935,0.25,True,table_nd.dat
Nd,15368.14,HD101153,0.07,True,table_nd.dat
Nd,15368.14,HIP54396,-0.06,True,table_nd.dat
Nd,16053.63,2M05484106-0602007,0.11,True,table_nd.dat
Nd,16053.63,2M05594446-7212111,0.12,True,table_nd.dat
Nd,16053.63,2M06035110-7456029,0.28,True,table_nd.dat
Nd,16053.63,2M06035214-7255079,-0.15,True,table_nd.dat
Nd,16053.63,2M06052796-0553384,,False,table_nd.dat
Nd,16053.63,2M06074096-0530332,,False,table_nd.dat
Nd,16053.63,2M06124201-0025095,,False,table_nd.dat
Nd,16053.63,2M06140107-0641072,,False,table_nd.dat
Nd,16053.63,2M06143705-0551064,,False,table_nd.dat
Nd,16053.63,2M06171159-7259319,0.22,True,table_nd.dat
Nd,16053.63,2M06223443-0443153,0.32,True,table_nd.dat
Nd,16053.63,2M06231693-0530385,,False,table_nd.dat
Nd,16053.63,2M06520463-0047080,0.43,True,table_nd.dat
Nd,16053.63,2M06551808-0148080,0.06,True,table_nd.dat
Nd,16053.63,2M06574070-1231239,0.50,True,table_nd.dat
Nd,16053.63,2M10430394-4605354,-0.07,True,table_nd.dat
Nd,16053.63,2M11042542-7318068,-0.02,True,table_nd.dat
Nd,16053.63,2M12101600-4936072,0.12,True,table_nd.dat
Nd,16053.63,2M13403516-5040261,-0.02,True,table_nd.dat
Nd,16053.63,2M14131192-4849280,-0.08,True,table_nd.dat
Nd,16053.63,2M14240039-6252516,-0.08,True,table_nd.dat
Nd,16053.63,2M14241044-6218367,-0.00,True,table_nd.dat
Nd,16053.63,2M14260433-6219024,-0.02,True,table_nd.dat
Nd,16053.63,2M14261117-6240220,,False,table_nd.dat
Nd,16053.63,2M14275833-6147534,,False,table_nd.dat
Nd,16053.63,2M14283733-6257279,-0.07,True,table_nd.dat
Nd,16053.63,2M14291063-6317181,-0.02,True,table_nd.dat
Nd,16053.63,2M14311520-6145468,0.14,True,table_nd.dat
Nd,16053.63,2M14322072-6215506,-0.07,True,table_nd.dat
Nd,16053.63,2M14332169-6302108,0.09,True,table_nd.dat
Nd,16053.63,2M14332869-6211255,-0.07,True,table_nd.dat
Nd,16053.63,2M14333081-6221450,0.08,True,table_nd.dat
Nd,16053.63,2M14333688-6232028,-0.04,True,table_nd.dat
Nd,16053.63,2M14345114-6225509,-0.21,True,table_nd.dat
Nd,16053.63,2M14360142-6228561,0.11,True,table_nd.dat
Nd,16053.63,2M14360935-6309399,-0.06,True,table_nd.dat
Nd,16053.63,2M14371958-6251344,-0.02,True,table_nd.dat
Nd,16053.63,2M14375085-6237526,-0.17,True,table_nd.dat
Nd,16053.63,2M15161949+0244516,0.09,True,table_nd.dat
Nd,16053.63,2M17584888-2351011,,False,table_nd.dat
Nd,16053.63,2M18103303-1626220,0.06,True,table_nd.dat
Nd,16053.63,2M18142346-2136410,-0.03,True,table_nd.dat
Nd,16053.63,2M18191551-1726223,-0.00,True,table_nd.dat
Nd,16053.63,2M18522108-3022143,0.13,True,table_nd.dat
Nd,16053.63,HD132813,0.19,True,table_nd.dat
Nd,16053.63,HD175588,,False,table_nd.dat
Nd,16053.63,HD89758,0.11,True,table_nd.dat
Nd,16053.63,HD224935,0.30,True,table_nd.dat
Nd,16053.63,HD101153,0.13,True,table_nd.dat
Nd,16053.63,HIP54396,0.02,True,table_nd.dat
Nd,16262.04,2M05484106-0602007,0.24,True,table_nd.dat
Nd,16262.04,2M05594446-7212111,0.15,True,table_nd.dat
Nd,16262.04,2M06035110-7456029,0.10,True,table_nd.dat
Nd,16262.04,2M06035214-7255079,0.27,True,table_nd.dat
Nd,16262.04,2M06052796-0553384,0.34,True,table_nd.dat
Nd,16262.04,2M06074096-0530332,0.21,True,table_nd.dat
Nd,16262.04,2M06124201-0025095,0.26,True,table_nd.dat
Nd,16262.04,2M06140107-0641072,0.00,True,table_nd.dat
Nd,16262.04,2M06143705-0551064,0.38,True,table_nd.dat
Nd,16262.04,2M06171159-7259319,0.27,True,table_nd.dat
Nd,16262.04,2M06223443-0443153,0.43,True,table_nd.dat
Nd,16262.04,2M06231693-0530385,0.33,True,table_nd.dat
Nd,16262.04,2M06520463-0047080,0.53,True,table_nd.dat
Nd,16262.04,2M06551808-0148080,0.20,True,table_nd.dat
Nd,16262.04,2M06574070-1231239,0.61,True,table_nd.dat
Nd,16262.04,2M10430394-4605354,0.19,True,table_nd.dat
Nd,16262.04,2M11042542-7318068,0.27,True,table_nd.dat
Nd,16262.04,2M12101600-4936072,0.25,True,table_nd.dat
Nd,16262.04,2M13403516-5040261,0.12,True,table_nd.dat
Nd,16262.04,2M14131192-4849280,0.06,True,table_nd.dat
Nd,16262.04,2M14240039-6252516,0.10,True,table_nd.dat
Nd,16262.04,2M14241044-6218367,0.15,True,table_nd.dat
Nd,16262.04,2M14260433-6219024,0.14,True,table_nd.dat
Nd,16262.04,2M14261117-6240220,0.09,True,table_nd.dat
Nd,16262.04,2M14275833-6147534,0.06,True,table_nd.dat
Nd,16262.04,2M14283733-6257279,0.02,True,table_nd.dat
Nd,16262.04,2M14291063-6317181,0.08,True,table_nd.dat
Nd,16262.04,2M14311520-6145468,0.24,True,table_nd.dat
Nd,16262.04,2M14322072-6215506,0.04,True,table_nd.dat
Nd,16262.04,2M14332169-6302108,0.18,True,table_nd.dat
Nd,16262.04,2M14332869-6211255,0.07,True,table_nd.dat
Nd,16262.04,2M14333081-6221450,0.18,True,table_nd.dat
Nd,16262.04,2M14333688-6232028,0.08,True,table_nd.dat
Nd,16262.04,2M14345114-6225509,-0.04,True,table_nd.dat
Nd,16262.04,2M14360142-6228561,0.12,True,table_nd.dat
Nd,16262.04,2M14360935-6309399,-0.10,True,table_nd.dat
Nd,16262.04,2M14371958-6251344,0.17,True,table_nd.dat
Nd,16262.04,2M14375085-6237526,-0.04,True,table_nd.dat
Nd,16262.04,2M15161949+0244516,0.24,True,table_nd.dat
Nd,16262.04,2M17584888-2351011,0.01,True,table_nd.dat
Nd,16262.04,2M18103303-1626220,0.10,True,table_nd.dat
Nd,16262.04,2M18142346-2136410,0.06,True,table_nd.dat
Nd,16262.04,2M18191551-1726223,0.08,True,table_nd.dat
Nd,16262.04,2M18522108-3022143,0.24,True,table_nd.dat
Nd,16262.04,HD132813,0.22,True,table_nd.dat
Nd,16262.04,HD175588,0.57,True,table_nd.dat
Nd,16262.04,HD89758,0.24,True,table_nd.dat
Nd,16262.04,HD224935,0.34,True,table_nd.dat
Nd,16262.04,HD101153,0.24,True,table_nd.dat
Nd,16262.04,HIP54396,0.15,True,table_nd.dat
Yb,16498.40,2M05484106-0602007,0.17,True,table_yb.dat
Yb,16498.40,2M05594446-7212111,0.37,True,table_yb.dat
Yb,16498.40,2M06035110-7456029,0.28,True,table_yb.dat
Yb,16498.40,2M06035214-7255079,0.09,True,table_yb.dat
Yb,16498.40,2M06052796-0553384,0.10,True,table_yb.dat
Yb,16498.40,2M06074096-0530332,0.22,True,table_yb.dat
Yb,16498.40,2M06124201-0025095,,False,table_yb.dat
Yb,16498.40,2M06140107-0641072,0.55,True,table_yb.dat
Yb,16498.40,2M06143705-0551064,0.14,True,table_yb.dat
Yb,16498.40,2M06171159-7259319,0.11,True,table_yb.dat
Yb,16498.40,2M06223443-0443153,0.20,True,table_yb.dat
Yb,16498.40,2M06231693-0530385,-0.04,True,table_yb.dat
Yb,16498.40,2M06520463-0047080,0.37,True,table_yb.dat
