species,wavelength_air_A,star,abundance_dex,used,source_table
Ca,22651.18,2M14311520-6145468,0.12,True,table_ca.dat
Ca,22651.18,2M14322072-6215506,,False,table_ca.dat
Ca,22651.18,2M14332169-6302108,,False,table_ca.dat
Ca,22651.18,2M14332869-6211255,,False,table_ca.dat
Ca,22651.18,2M14333081-6221450,0.10,True,table_ca.dat
Ca,22651.18,2M14333688-6232028,0.11,True,table_ca.dat
Ca,22651.18,2M14345114-6225509,0.03,True,table_ca.dat
Ca,22651.18,2M14360142-6228561,,False,table_ca.dat
Ca,22651.18,2M14360935-6309399,0.13,True,table_ca.dat
Ca,22651.18,2M14371958-6251344,-0.17,True,table_ca.dat
Ca,22651.18,2M14375085-6237526,,False,table_ca.dat
Ca,22651.18,2M15161949+0244516,,False,table_ca.dat
Ca,22651.18,2M17584888-2351011,-0.04,True,table_ca.dat
Ca,22651.18,2M18103303-1626220,0.19,True,table_ca.dat
Ca,22651.18,2M18142346-2136410,0.06,True,table_ca.dat
Ca,22651.18,2M18191551-1726223,0.08,True,table_ca.dat
Ca,22651.18,2M18522108-3022143,0.12,True,table_ca.dat
Ca,22651.18,HD132813,0.13,True,table_ca.dat
Ca,22651.18,HD175588,,False,table_ca.dat
Ca,22651.18,HD89758,,False,table_ca.dat
Ca,22651.18,HD224935,,False,table_ca.dat
Ca,22651.18,HD101153,0.20,True,table_ca.dat
Ca,22651.18,HIP54396,,False,table_ca.dat
Ca,22653.58,2M05484106-0602007,-0.07,True,table_ca.dat
Ca,22653.58,2M05594446-7212111,0.13,True,table_ca.dat
Ca,22653.58,2M06035110-7456029,0.06,True,table_ca.dat
Ca,22653.58,2M06035214-7255079,,False,table_ca.dat
Ca,22653.58,2M06052796-0553384,-0.31,True,table_ca.dat
Ca,22653.58,2M06074096-0530332,0.04,True,table_ca.dat
Ca,22653.58,2M06124201-0025095,0.06,True,table_ca.dat
Ca,22653.58,2M06140107-0641072,0.09,True,table_ca.dat
Ca,22653.58,2M06143705-0551064,0.01,True,table_ca.dat
Ca,22653.58,2M06171159-7259319,0.19,True,table_ca.dat
Ca,22653.58,2M06223443-0443153,-0.00,True,table_ca.dat
Ca,22653.58,2M06231693-0530385,-0.02,True,table_ca.dat
Ca,22653.58,2M06520463-0047080,-0.08,True,table_ca.dat
Ca,22653.58,2M06551808-0148080,0.01,True,table_ca.dat
Ca,22653.58,2M06574070-1231239,-0.04,True,table_ca.dat
Ca,22653.58,2M10430394-4605354,-0.25,True,table_ca.dat
Ca,22653.58,2M11042542-7318068,0.04,True,table_ca.dat
Ca,22653.58,2M12101600-4936072,,False,table_ca.dat
Ca,22653.58,2M13403516-5040261,-0.13,True,table_ca.dat
Ca,22653.58,2M14131192-4849280,-0.14,True,table_ca.dat
Ca,22653.58,2M14240039-6252516,-0.06,True,table_ca.dat
Ca,22653.58,2M14241044-6218367,-0.06,True,table_ca.dat
Ca,22653.58,2M14260433-6219024,,False,table_ca.dat
Ca,22653.58,2M14261117-6240220,,False,table_ca.dat
Ca,22653.58,2M14275833-6147534,,False,table_ca.dat
Ca,22653.58,2M14283733-6257279,,False,table_ca.dat
Ca,22653.58,2M14291063-6317181,,False,table_ca.dat
Ca,22653.58,2M14311520-6145468,,False,table_ca.dat
Ca,22653.58,2M14322072-6215506,-0.20,True,table_ca.dat
Ca,22653.58,2M14332169-6302108,-0.04,True,table_ca.dat
Ca,22653.58,2M14332869-6211255,-0.18,True,table_ca.dat
Ca,22653.58,2M14333081-6221450,,False,table_ca.dat
Ca,22653.58,2M14333688-6232028,-0.06,True,table_ca.dat
Ca,22653.58,2M14345114-6225509,-0.09,True,table_ca.dat
Ca,22653.58,2M14360142-6228561,-0.14,True,table_ca.dat
Ca,22653.58,2M14360935-6309399,,False,table_ca.dat
Ca,22653.58,2M14371958-6251344,-0.16,True,table_ca.dat
Ca,22653.58,2M14375085-6237526,-0.13,True,table_ca.dat
Ca,22653.58,2M15161949+0244516,,False,table_ca.dat
Ca,22653.58,2M17584888-2351011,,False,table_ca.dat
Ca,22653.58,2M18103303-1626220,0.02,True,table_ca.dat
Ca,22653.58,2M18142346-2136410,-0.04,True,table_ca.dat
Ca,22653.58,2M18191551-1726223,-0.11,True,table_ca.dat
Ca,22653.58,2M18522108-3022143,,False,table_ca.dat
Ca,22653.58,HD132813,0.02,True,table_ca.dat
Ca,22653.58,HD175588,,False,table_ca.dat
Ca,22653.58,HD89758,,False,table_ca.dat
Ca,22653.58,HD224935,-0.00,True,table_ca.dat
Ca,22653.58,HD101153,0.05,True,table_ca.dat
Ca,22653.58,HIP54396,,False,table_ca.dat
Sc,21730.36,2M05484106-0602007,0.07,True,table_sc.dat
Sc,21730.36,2M05594446-7212111,0.15,True,table_sc.dat
Sc,21730.36,2M06035110-7456029,,False,table_sc.dat
Sc,21730.36,2M06035214-7255079,-0.03,True,table_sc.dat
Sc,21730.36,2M06052796-0553384,-0.12,True,table_sc.dat
Sc,21730.36,2M06074096-0530332,0.13,True,table_sc.dat
Sc,21730.36,2M06124201-0025095,,False,table_sc.dat
Sc,21730.36,2M06140107-0641072,0.25,True,table_sc.dat
Sc,21730.36,2M06143705-0551064,0.22,True,table_sc.dat
Sc,21730.36,2M06171159-7259319,,False,table_sc.dat
Sc,21730.36,2M06223443-0443153,0.20,True,table_sc.dat
Sc,21730.36,2M06231693-0530385,0.18,True,table_sc.dat
Sc,21730.36,2M06520463-0047080,0.13,True,table_sc.dat
Sc,21730.36,2M06551808-0148080,0.18,True,table_sc.dat
Sc,21730.36,2M06574070-1231239,0.12,True,table_sc.dat
Sc,21730.36,2M10430394-4605354,-0.08,True,table_sc.dat
Sc,21730.36,2M11042542-7318068,,False,table_sc.dat
Sc,21730.36,2M12101600-4936072,0.08,True,table_sc.dat
Sc,21730.36,2M13403516-5040261,0.01,True,table_sc.dat
Sc,21730.36,2M14131192-4849280,0.09,True,table_sc.dat
Sc,21730.36,2M14240039-6252516,0.13,True,table_sc.dat
Sc,21730.36,2M14241044-6218367,-0.01,True,table_sc.dat
Sc,21730.36,2M14260433-6219024,0.11,True,table_sc.dat
Sc,21730.36,2M14261117-6240220,0.08,True,table_sc.dat
Sc,21730.36,2M14275833-6147534,0.14,True,table_sc.dat
Sc,21730.36,2M14283733-6257279,0.04,True,table_sc.dat
Sc,21730.36,2M14291063-6317181,0.04,True,table_sc.dat
Sc,21730.36,2M14311520-6145468,0.09,True,table_sc.dat
Sc,21730.36,2M14322072-6215506,-0.17,True,table_sc.dat
Sc,21730.36,2M14332169-6302108,0.10,True,table_sc.dat
Sc,21730.36,2M14332869-6211255,0.01,True,table_sc.dat
Sc,21730.36,2M14333081-6221450,0.12,True,table_sc.dat
Sc,21730.36,2M14333688-6232028,0.13,True,table_sc.dat
Sc,21730.36,2M14345114-6225509,0.08,True,table_sc.dat
Sc,21730.36,2M14360142-6228561,0.14,True,table_sc.dat
Sc,21730.36,2M14360935-6309399,0.22,True,table_sc.dat
Sc,21730.36,2M14371958-6251344,-0.04,True,table_sc.dat
Sc,21730.36,2M14375085-6237526,-0.01,True,table_sc.dat
Sc,21730.36,2M15161949+0244516,0.22,True,table_sc.dat
Sc,21730.36,2M17584888-2351011,0.14,True,table_sc.dat
Sc,21730.36,2M18103303-1626220,0.33,True,table_sc.dat
Sc,21730.36,2M18142346-2136410,0.25,True,table_sc.dat
Sc,21730.36,2M18191551-1726223,0.18,True,table_sc.dat
Sc,21730.36,2M18522108-3022143,0.38,True,table_sc.dat
Sc,21730.36,HD132813,0.23,True,table_sc.dat
Sc,21730.36,HD175588,0.30,True,table_sc.dat
Sc,21730.36,HD89758,-0.07,True,table_sc.dat
Sc,21730.36,HD224935,0.15,True,table_sc.dat
Sc,21730.36,HD101153,0.15,True,table_sc.dat
Sc,21730.36,HIP54396,0.16,True,table_sc.dat
Sc,21812.24,2M05484106-0602007,0.08,True,table_sc.dat
Sc,21812.24,2M05594446-7212111,-0.02,True,table_sc.dat
Sc,21812.24,2M06035110-7456029,0.35,True,table_sc.dat
Sc,21812.24,2M06035214-7255079,-0.04,True,table_sc.dat
Sc,21812.24,2M06052796-0553384,-0.18,True,table_sc.dat
Sc,21812.24,2M06074096-0530332,0.04,True,table_sc.dat
Sc,21812.24,2M06124201-0025095,0.21,True,table_sc.dat
Sc,21812.24,2M06140107-0641072,0.15,True,table_sc.dat
Sc,21812.24,2M06143705-0551064,0.17,True,table_sc.dat
Sc,21812.24,2M06171159-7259319,0.20,True,table_sc.dat
Sc,21812.24,2M06223443-0443153,0.28,True,table_sc.dat
Sc,21812.24,2M06231693-0530385,0.12,True,table_sc.dat
Sc,21812.24,2M06520463-0047080,0.12,True,table_sc.dat
Sc,21812.24,2M06551808-0148080,0.08,True,table_sc.dat
Sc,21812.24,2M06574070-1231239,0.06,True,table_sc.dat
Sc,21812.24,2M10430394-4605354,-0.08,True,table_sc.dat
Sc,21812.24,2M11042542-7318068,0.08,True,table_sc.dat
Sc,21812.24,2M12101600-4936072,0.04,True,table_sc.dat
Sc,21812.24,2M13403516-5040261,0.00,True,table_sc.dat
Sc,21812.24,2M14131192-4849280,0.11,True,table_sc.dat
Sc,21812.24,2M14240039-6252516,0.21,True,table_sc.dat
Sc,21812.24,2M14241044-6218367,-0.01,True,table_sc.dat
Sc,21812.24,2M14260433-6219024,0.20,True,table_sc.dat
Sc,21812.24,2M14261117-6240220,0.18,True,table_sc.dat
Sc,21812.24,2M14275833-6147534,0.29,True,table_sc.dat
Sc,21812.24,2M14283733-6257279,0.08,True,table_sc.dat
Sc,21812.24,2M14291063-6317181,0.10,True,table_sc.dat
Sc,21812.24,2M14311520-6145468,0.08,True,table_sc.dat
Sc,21812.24,2M14322072-6215506,-0.23,True,table_sc.dat
Sc,21812.24,2M14332169-6302108,0.08,True,table_sc.dat
Sc,21812.24,2M14332869-6211255,-0.03,True,table_sc.dat
Sc,21812.24,2M14333081-6221450,,False,table_sc.dat
Sc,21812.24,2M14333688-6232028,,False,table_sc.dat
Sc,21812.24,2M14345114-6225509,,False,table_sc.dat
Sc,21812.24,2M14360142-6228561,0.12,True,table_sc.dat
Sc,21812.24,2M14360935-6309399,,False,table_sc.dat
Sc,21812.24,2M14371958-6251344,-0.06,True,table_sc.dat
Sc,21812.24,2M14375085-6237526,0.02,True,table_sc.dat
Sc,21812.24,2M15161949+0244516,0.13,True,table_sc.dat
Sc,21812.24,2M17584888-2351011,0.16,True,table_sc.dat
Sc,21812.24,2M18103303-1626220,,False,table_sc.dat
Sc,21812.24,2M18142346-2136410,,False,table_sc.dat
Sc,21812.24,2M18191551-1726223,,False,table_sc.dat
Sc,21812.24,2M18522108-3022143,0.38,True,table_sc.dat
Sc,21812.24,HD132813,,False,table_sc.dat
Sc,21812.24,HD175588,,False,table_sc.dat
Sc,21812.24,HD89758,-0.12,True,table_sc.dat
Sc,21812.24,HD224935,,False,table_sc.dat
Sc,21812.24,HD101153,,False,table_sc.dat
Sc,21812.24,HIP54396,,False,table_sc.dat
Sc,21842.70,2M05484106-0602007,0.02,True,table_sc.dat
Sc,21842.70,2M05594446-7212111,,False,table_sc.dat
Sc,21842.70,2M06035110-7456029,,False,table_sc.dat
Sc,21842.70,2M06035214-7255079,,False,table_sc.dat
Sc,21842.70,2M06052796-0553384,,False,table_sc.dat
Sc,21842.70,2M06074096-0530332,0.04,True,table_sc.dat
Sc,21842.70,2M06124201-0025095,0.14,True,table_sc.dat
Sc,21842.70,2M06140107-0641072,0.15,True,table_sc.dat
Sc,21842.70,2M06143705-0551064,0.11,True,table_sc.dat
Sc,21842.70,2M06171159-7259319,,False,table_sc.dat
Sc,21842.70,2M06223443-0443153,0.09,True,table_sc.dat
Sc,21842.70,2M06231693-0530385,,False,table_sc.dat
Sc,21842.70,2M06520463-0047080,0.05,True,table_sc.dat
Sc,21842.70,2M06551808-0148080,,False,table_sc.dat
Sc,21842.70,2M06574070-1231239,-0.03,True,table_sc.dat
Sc,21842.70,2M10430394-4605354,-0.16,True,table_sc.dat
Sc,21842.70,2M11042542-7318068,0.06,True,table_sc.dat
Sc,21842.70,2M12101600-4936072,,False,table_sc.dat
Sc,21842.70,2M13403516-5040261,,False,table_sc.dat
Sc,21842.70,2M14131192-4849280,-0.01,True,table_sc.dat
Sc,21842.70,2M14240039-6252516,0.07,True,table_sc.dat
Sc,21842.70,2M14241044-6218367,-0.09,True,table_sc.dat
Sc,21842.70,2M14260433-6219024,0.04,True,table_sc.dat
Sc,21842.70,2M14261117-6240220,0.03,True,table_sc.dat
Sc,21842.70,2M14275833-6147534,0.05,True,table_sc.dat
Sc,21842.70,2M14283733-6257279,0.02,True,table_sc.dat
Sc,21842.70,2M14291063-6317181,0.02,True,table_sc.dat
Sc,21842.70,2M14311520-6145468,-0.03,True,table_sc.dat
Sc,21842.70,2M14322072-6215506,,False,table_sc.dat
Sc,21842.70,2M14332169-6302108,-0.02,True,table_sc.dat
Sc,21842.70,2M14332869-6211255,-0.08,True,table_sc.dat
Sc,21842.70,2M14333081-6221450,0.03,True,table_sc.dat
Sc,21842.70,2M14333688-6232028,,False,table_sc.dat
Sc,21842.70,2M14345114-6225509,0.01,True,table_sc.dat
Sc,21842.70,2M14360142-6228561,0.09,True,table_sc.dat
Sc,21842.70,2M14360935-6309399,0.16,True,table_sc.dat
Sc,21842.70,2M14371958-6251344,,False,table_sc.dat
Sc,21842.70,2M14375085-6237526,-0.10,True,table_sc.dat
Sc,21842.70,2M15161949+0244516,,False,table_sc.dat
Sc,21842.70,2M17584888-2351011,0.08,True,table_sc.dat
Sc,21842.70,2M18103303-1626220,0.38,True,table_sc.dat
Sc,21842.70,2M18142346-2136410,0.21,True,table_sc.dat
Sc,21842.70,2M18191551-1726223,0.12,True,table_sc.dat
Sc,21842.70,2M18522108-3022143,0.25,True,table_sc.dat
Sc,21842.70,HD132813,,False,table_sc.dat
Sc,21842.70,HD175588,,False,table_sc.dat
Sc,21842.70,HD89758,-0.13,True,table_sc.dat
Sc,21842.70,HD224935,-0.06,True,table_sc.dat
Sc,21842.70,HD101153,0.10,True,table_sc.dat
Sc,21842.70,HIP54396,0.14,True,table_sc.dat
Ti,16330.54,2M05484106-0602007,0.08,True,table_ti.dat
Ti,16330.54,2M05594446-7212111,0.01,True,table_ti.dat
Ti,16330.54,2M06035110-7456029,0.20,True,table_ti.dat
Ti,16330.54,2M06035214-7255079,0.04,True,table_ti.dat
Ti,16330.54,2M06052796-0553384,-0.08,True,table_ti.dat
Ti,16330.54,2M06074096-0530332,0.07,True,table_ti.dat
Ti,16330.54,2M06124201-0025095,0.13,True,table_ti.dat
Ti,16330.54,2M06140107-0641072,0.22,True,table_ti.dat
Ti,16330.54,2M06143705-0551064,0.09,True,table_ti.dat
Ti,16330.54,2M06171159-7259319,0.36,True,table_ti.dat
Ti,16330.54,2M06223443-0443153,0.10,True,table_ti.dat
Ti,16330.54,2M06231693-0530385,0.08,True,table_ti.dat
Ti,16330.54,2M06520463-0047080,0.02,True,table_ti.dat
Ti,16330.54,2M06551808-0148080,0.12,True,table_ti.dat
Ti,16330.54,2M06574070-1231239,-0.03,True,table_ti.dat
Ti,16330.54,2M10430394-4605354,-0.10,True,table_ti.dat
Ti,16330.54,2M11042542-7318068,0.04,True,table_ti.dat
Ti,16330.54,2M12101600-4936072,0.08,True,table_ti.dat
Ti,16330.54,2M13403516-5040261,0.01,True,table_ti.dat
Ti,16330.54,2M14131192-4849280,0.00,True,table_ti.dat
Ti,16330.54,2M14240039-6252516,0.00,True,table_ti.dat
Ti,16330.54,2M14241044-6218367,-0.09,True,table_ti.dat
Ti,16330.54,2M14260433-6219024,-0.04,True,table_ti.dat
Ti,16330.54,2M14261117-6240220,-0.05,True,table_ti.dat
Ti,16330.54,2M14275833-6147534,-0.00,True,table_ti.dat
Ti,16330.54,2M14283733-6257279,0.12,True,table_ti.dat
Ti,16330.54,2M14291063-6317181,-0.00,True,table_ti.dat
Ti,16330.54,2M14311520-6145468,-0.01,True,table_ti.dat
Ti,16330.54,2M14322072-6215506,-0.06,True,table_ti.dat
Ti,16330.54,2M14332169-6302108,0.01,True,table_ti.dat
Ti,16330.54,2M14332869-6211255,-0.12,True,table_ti.dat
Ti,16330.54,2M14333081-6221450,0.02,True,table_ti.dat
Ti,16330.54,2M14333688-6232028,-0.01,True,table_ti.dat
Ti,16330.54,2M14345114-6225509,0.01,True,table_ti.dat
Ti,16330.54,2M14360142-6228561,0.04,True,table_ti.dat
Ti,16330.54,2M14360935-6309399,0.02,True,table_ti.dat
Ti,16330.54,2M14371958-6251344,-0.08,True,table_ti.dat
Ti,16330.54,2M14375085-6237526,-0.06,True,table_ti.dat
Ti,16330.54,2M15161949+0244516,0.14,True,table_ti.dat
Ti,16330.54,2M17584888-2351011,-0.11,True,table_ti.dat
Ti,16330.54,2M18103303-1626220,-0.02,True,table_ti.dat
Ti,16330.54,2M18142346-2136410,-0.02,True,table_ti.dat
Ti,16330.54,2M18191551-1726223,-0.02,True,table_ti.dat
Ti,16330.54,2M18522108-3022143,0.28,True,table_ti.dat
Ti,16330.54,HD132813,0.00,True,table_ti.dat
Ti,16330.54,HD175588,-0.05,True,table_ti.dat
Ti,16330.54,HD89758,-0.07,True,table_ti.dat
Ti,16330.54,HD224935,-0.01,True,table_ti.dat
Ti,16330.54,HD101153,-0.08,True,table_ti.dat
Ti,16330.54,HIP54396,-0.02,True,table_ti.dat
Ti,21149.62,2M05484106-0602007,0.11,True,table_ti.dat
Ti,21149.62,2M05594446-7212111,0.32,True,table_ti.dat
Ti,21149.62,2M06035110-7456029,0.31,True,table_ti.dat
Ti,21149.62,2M06035214-7255079,0.04,True,table_ti.dat
Ti,21149.62,2M06052796-0553384,0.07,True,table_ti.dat
Ti,21149.62,2M06074096-0530332,,False,table_ti.dat
Ti,21149.62,2M06124201-0025095,0.31,True,table_ti.dat
Ti,21149.62,2M06140107-0641072,0.38,True,table_ti.dat
Ti,21149.62,2M06143705-0551064,-0.03,True,table_ti.dat
Ti,21149.62,2M06171159-7259319,0.43,True,table_ti.dat
Ti,21149.62,2M06223443-0443153,0.21,True,table_ti.dat
Ti,21149.62,2M06231693-0530385,0.20,True,table_ti.dat
Ti,21149.62,2M06520463-0047080,0.23,True,table_ti.dat
Ti,21149.62,2M06551808-0148080,0.34,True,table_ti.dat
Ti,21149.62,2M06574070-1231239,0.23,True,table_ti.dat
Ti,21149.62,2M10430394-4605354,0.01,True,table_ti.dat
Ti,21149.62,2M11042542-7318068,0.06,True,table_ti.dat
Ti,21149.62,2M12101600-4936072,0.08,True,table_ti.dat
Ti,21149.62,2M13403516-5040261,0.01,True,table_ti.dat
Ti,21149.62,2M14131192-4849280,0.03,True,table_ti.dat
Ti,21149.62,2M14240039-6252516,0.02,True,table_ti.dat
Ti,21149.62,2M14241044-6218367,0.10,True,table_ti.dat
Ti,21149.62,2M14260433-6219024,-0.05,True,table_ti.dat
Ti,21149.62,2M14261117-6240220,0.08,True,table_ti.dat
Ti,21149.62,2M14275833-6147534,0.11,True,table_ti.dat
Ti,21149.62,2M14283733-6257279,-0.03,True,table_ti.dat
Ti,21149.62,2M14291063-6317181,0.09,True,table_ti.dat
Ti,21149.62,2M14311520-6145468,0.08,True,table_ti.dat
Ti,21149.62,2M14322072-6215506,0.12,True,table_ti.dat
Ti,21149.62,2M14332169-6302108,0.05,True,table_ti.dat
Ti,21149.62,2M14332869-6211255,-0.03,True,table_ti.dat
Ti,21149.62,2M14333081-6221450,0.02,True,table_ti.dat
Ti,21149.62,2M14333688-6232028,0.06,True,table_ti.dat
Ti,21149.62,2M14345114-6225509,0.00,True,table_ti.dat
Ti,21149.62,2M14360142-6228561,0.09,True,table_ti.dat
Ti,21149.62,2M14360935-6309399,0.08,True,table_ti.dat
Ti,21149.62,2M14371958-6251344,0.03,True,table_ti.dat
Ti,21149.62,2M14375085-6237526,-0.02,True,table_ti.dat
Ti,21149.62,2M15161949+0244516,0.26,True,table_ti.dat
Ti,21149.62,2M17584888-2351011,0.01,True,table_ti.dat
Ti,21149.62,2M18103303-1626220,0.12,True,table_ti.dat
Ti,21149.62,2M18142346-2136410,0.04,True,table_ti.dat
Ti,21149.62,2M18191551-1726223,0.05,True,table_ti.dat
Ti,21149.62,2M18522108-3022143,0.37,True,table_ti.dat
Ti,21149.62,HD132813,0.24,True,table_ti.dat
Ti,21149.62,HD175588,0.20,True,table_ti.dat
Ti,21149.62,HD89758,0.20,True,table_ti.dat
Ti,21149.62,HD224935,0.26,True,table_ti.dat
Ti,21149.62,HD101153,0.16,True,table_ti.dat
Ti,21149.62,HIP54396,0.12,True,table_ti.dat
V,15924.81,2M05484106-0602007,-0.11,True,table_v.dat
V,15924.81,2M05594446-7212111,-0.14,True,table_v.dat
V,15924.81,2M06035110-7456029,-0.01,True,table_v.dat
V,15924.81,2M06035214-7255079,-0.14,True,table_v.dat
V,15924.81,2M06052796-0553384,-0.31,True,table_v.dat
V,15924.81,2M06074096-0530332,-0.14,True,table_v.dat
V,15924.81,2M06124201-0025095,-0.01,True,table_v.dat
V,15924.81,2M06140107-0641072,-0.01,True,table_v.dat
V,15924.81,2M06143705-0551064,-0.08,True,table_v.dat
V,15924.81,2M06171159-7259319,0.10,True,table_v.dat
V,15924.81,2M06223443-0443153,-0.10,True,table_v.dat
V,15924.81,2M06231693-0530385,-0.08,True,table_v.dat
V,15924.81,2M06520463-0047080,-0.10,True,table_v.dat
V,15924.81,2M06551808-0148080,-0.10,True,table_v.dat
V,15924.81,2M06574070-1231239,-0.11,True,table_v.dat
V,15924.81,2M10430394-4605354,-0.21,True,table_v.dat
V,15924.81,2M11042542-7318068,-0.10,True,table_v.dat
V,15924.81,2M12101600-4936072,-0.12,True,table_v.dat
V,15924.81,2M13403516-5040261,-0.18,True,table_v.dat
V,15924.81,2M14131192-4849280,-0.10,True,table_v.dat
V,15924.81,2M14240039-6252516,-0.08,True,table_v.dat
V,15924.81,2M14241044-6218367,-0.15,True,table_v.dat
V,15924.81,2M14260433-6219024,-0.14,True,table_v.dat
V,15924.81,2M14261117-6240220,-0.07,True,table_v.dat
V,15924.81,2M14275833-6147534,-0.14,True,table_v.dat
V,15924.81,2M14283733-6257279,-0.05,True,table_v.dat
V,15924.81,2M14291063-6317181,-0.17,True,table_v.dat
V,15924.81,2M14311520-6145468,-0.13,True,table_v.dat
V,15924.81,2M14322072-6215506,-0.25,True,table_v.dat
V,15924.81,2M14332169-6302108,-0.14,True,table_v.dat
V,15924.81,2M14332869-6211255,-0.12,True,table_v.dat
V,15924.81,2M14333081-6221450,-0.14,True,table_v.dat
V,15924.81,2M14333688-6232028,-0.11,True,table_v.dat
V,15924.81,2M14345114-6225509,-0.08,True,table_v.dat
V,15924.81,2M14360142-6228561,-0.14,True,table_v.dat
V,15924.81,2M14360935-6309399,-0.06,True,table_v.dat
V,15924.81,2M14371958-6251344,-0.19,True,table_v.dat
V,15924.81,2M14375085-6237526,-0.14,True,table_v.dat
V,15924.81,2M15161949+0244516,-0.02,True,table_v.dat
V,15924.81,2M17584888-2351011,-0.09,True,table_v.dat
V,15924.81,2M18103303-1626220,-0.05,True,table_v.dat
V,15924.81,2M18142346-2136410,-0.06,True,table_v.dat
V,15924.81,2M18191551-1726223,-0.09,True,table_v.dat
V,15924.81,2M18522108-3022143,0.05,True,table_v.dat
V,15924.81,HD132813,-0.09,True,table_v.dat
V,15924.81,HD175588,-0.02,True,table_v.dat
V,15924.81,HD89758,-0.14,True,table_v.dat
V,15924.81,HD224935,-0.08,True,table_v.dat
V,15924.81,HD101153,-0.08,True,table_v.dat
V,15924.81,HIP54396,-0.06,True,table_v.dat
Cr,15680.06,2M05484106-0602007,-0.11,True,table_cr.dat
Cr,15680.06,2M05594446-7212111,-0.11,True,table_cr.dat
Cr,15680.06,2M06035110-7456029,-0.05,True,table_cr.dat
Cr,15680.06,2M06035214-7255079,-0.20,True,table_cr.dat
Cr,15680.06,2M06052796-0553384,-0.24,True,table_cr.dat
Cr,15680.06,2M06074096-0530332,-0.13,True,table_cr.dat
Cr,15680.06,2M06124201-0025095,-0.17,True,table_cr.dat
Cr,15680.06,2M06140107-0641072,-0.07,True,table_cr.dat
Cr,15680.06,2M06143705-0551064,-0.15,True,table_cr.dat
Cr,15680.06,2M06171159-7259319,-0.03,True,table_cr.dat
Cr,15680.06,2M06223443-0443153,-0.07,True,table_cr.dat
Cr,15680.06,2M06231693-0530385,-0.12,True,table_cr.dat
Cr,15680.06,2M06520463-0047080,-0.08,True,table_cr.dat
Cr,15680.06,2M06551808-0148080,-0.11,True,table_cr.dat
Cr,15680.06,2M06574070-1231239,-0.16,True,table_cr.dat
Cr,15680.06,2M10430394-4605354,-0.18,True,table_cr.dat
Cr,15680.06,2M11042542-7318068,-0.06,True,table_cr.dat
Cr,15680.06,2M12101600-4936072,-0.17,True,table_cr.dat
Cr,15680.06,2M13403516-5040261,-0.09,True,table_cr.dat
Cr,15680.06,2M14131192-4849280,-0.06,True,table_cr.dat
Cr,15680.06,2M14240039-6252516,-0.07,True,table_cr.dat
Cr,15680.06,2M14241044-6218367,-0.06,True,table_cr.dat
Cr,15680.06,2M14260433-6219024,-0.14,True,table_cr.dat
Cr,15680.06,2M14261117-6240220,-0.13,True,table_cr.dat
Cr,15680.06,2M14275833-6147534,-0.17,True,table_cr.dat
Cr,15680.06,2M14283733-6257279,-0.07,True,table_cr.dat
Cr,15680.06,2M14291063-6317181,-0.12,True,table_cr.dat
Cr,15680.06,2M14311520-6145468,-0.13,True,table_cr.dat
Cr,15680.06,2M14322072-6215506,-0.16,True,table_cr.dat
Cr,15680.06,2M14332169-6302108,-0.11,True,table_cr.dat
Cr,15680.06,2M14332869-6211255,-0.19,True,table_cr.dat
Cr,15680.06,2M14333081-6221450,-0.19,True,table_cr.dat
Cr,15680.06,2M14333688-6232028,-0.19,True,table_cr.dat
Cr,15680.06,2M14345114-6225509,-0.08,True,table_cr.dat
Cr,15680.06,2M14360142-6228561,-0.09,True,table_cr.dat
Cr,15680.06,2M14360935-6309399,-0.13,True,table_cr.dat
Cr,15680.06,2M14371958-6251344,-0.15,True,table_cr.dat
Cr,15680.06,2M14375085-6237526,-0.11,True,table_cr.dat
Cr,15680.06,2M15161949+0244516,-0.02,True,table_cr.dat
Cr,15680.06,2M17584888-2351011,-0.24,True,table_cr.dat
Cr,15680.06,2M18103303-1626220,-0.17,True,table_cr.dat
Cr,15680.06,2M18142346-2136410,-0.16,True,table_cr.dat
Cr,15680.06,2M18191551-1726223,-0.15,True,table_cr.dat
Cr,15680.06,2M18522108-3022143,-0.05,True,table_cr.dat
Cr,15680.06,HD132813,-0.08,True,table_cr.dat
Cr,15680.06,HD175588,-0.15,True,table_cr.dat
Cr,15680.06,HD89758,-0.13,True,table_cr.dat
Cr,15680.06,HD224935,-0.11,True,table_cr.dat
Cr,15680.06,HD101153,-0.16,True,table_cr.dat
Cr,15680.06,HIP54396,-0.15,True,table_cr.dat
Cr,15860.21,2M05484106-0602007,-0.14,True,table_cr.dat
Cr,15860.21,2M05594446-7212111,-0.13,True,table_cr.dat
Cr,15860.21,2M06035110-7456029,-0.03,True,table_cr.dat
Cr,15860.21,2M06035214-7255079,-0.18,True,table_cr.dat
Cr,15860.21,2M06052796-0553384,-0.29,True,table_cr.dat
Cr,15860.21,2M06074096-0530332,-0.10,True,table_cr.dat
Cr,15860.21,2M06124201-0025095,-0.07,True,table_cr.dat
Cr,15860.21,2M06140107-0641072,-0.08,True,table_cr.dat
Cr,15860.21,2M06143705-0551064,-0.21,True,table_cr.dat
Cr,15860.21,2M06171159-7259319,-0.15,True,table_cr.dat
Cr,15860.21,2M06223443-0443153,-0.07,True,table_cr.dat
Cr,15860.21,2M06231693-0530385,-0.10,True,table_cr.dat
