element,wave_A,teff_K,logg,feh,delta_nlte
Ti,6861.45,5000,4.4,0.0,0.095
Ti,4449.15,5000,4.4,0.3,0.039
Ti,4548.77,5000,4.4,0.3,0.056
Ti,4759.27,5000,4.4,0.3,0.058
Ti,4964.7,5000,4.4,0.3,0.059
Ti,4997.1,5000,4.4,0.3,0.079
Ti,5009.66,5000,4.4,0.3,0.076
Ti,5471.21,5000,4.4,0.3,0.059
Ti,5474.23,5000,4.4,0.3,0.064
Ti,5490.15,5000,4.4,0.3,0.065
Ti,5648.57,5000,4.4,0.3,0.064
Ti,5662.15,5000,4.4,0.3,0.056
Ti,5689.49,5000,4.4,0.3,0.059
Ti,6092.8,5000,4.4,0.3,0.067
Ti,6303.76,5000,4.4,0.3,0.064
Ti,6312.24,5000,4.4,0.3,0.067
Ti,6336.1,5000,4.4,0.3,0.059
Ti,6554.24,5000,4.4,0.3,0.047
Ti,6599.13,5000,4.4,0.3,0.069
Ti,6861.45,5000,4.4,0.3,0.078
Ti,4449.15,5000,4.5,-0.5,0.088
Ti,4548.77,5000,4.5,-0.5,0.081
Ti,4759.27,5000,4.5,-0.5,0.103
Ti,4964.7,5000,4.5,-0.5,0.106
Ti,4997.1,5000,4.5,-0.5,0.1
Ti,5009.66,5000,4.5,-0.5,0.104
Ti,5471.21,5000,4.5,-0.5,0.1
Ti,5474.23,5000,4.5,-0.5,0.105
Ti,5490.15,5000,4.5,-0.5,0.1
Ti,5648.57,5000,4.5,-0.5,0.113
Ti,5662.15,5000,4.5,-0.5,0.113
Ti,5689.49,5000,4.5,-0.5,0.116
Ti,6092.8,5000,4.5,-0.5,0.117
Ti,6303.76,5000,4.5,-0.5,0.101
Ti,6312.24,5000,4.5,-0.5,0.104
Ti,6336.1,5000,4.5,-0.5,0.101
Ti,6554.24,5000,4.5,-0.5,0.098
Ti,6599.13,5000,4.5,-0.5,0.11
Ti,6861.45,5000,4.5,-0.5,0.127
Ti,4449.15,5000,4.5,0.0,0.048
Ti,4548.77,5000,4.5,0.0,0.061
Ti,4759.27,5000,4.5,0.0,0.068
Ti,4964.7,5000,4.5,0.0,0.072
Ti,4997.1,5000,4.5,0.0,0.075
Ti,5009.66,5000,4.5,0.0,0.075
Ti,5471.21,5000,4.5,0.0,0.068
Ti,5474.23,5000,4.5,0.0,0.075
Ti,5490.15,5000,4.5,0.0,0.071
Ti,5648.57,5000,4.5,0.0,0.078
Ti,5662.15,5000,4.5,0.0,0.072
Ti,5689.49,5000,4.5,0.0,0.075
Ti,6092.8,5000,4.5,0.0,0.08
Ti,6303.76,5000,4.5,0.0,0.073
Ti,6312.24,5000,4.5,0.0,0.076
Ti,6336.1,5000,4.5,0.0,0.07
Ti,6554.24,5000,4.5,0.0,0.059
Ti,6599.13,5000,4.5,0.0,0.078
Ti,6861.45,5000,4.5,0.0,0.09
Ti,4449.15,5000,4.5,0.3,0.037
Ti,4548.77,5000,4.5,0.3,0.053
Ti,4759.27,5000,4.5,0.3,0.055
Ti,4964.7,5000,4.5,0.3,0.056
Ti,4997.1,5000,4.5,0.3,0.075
Ti,5009.66,5000,4.5,0.3,0.073
Ti,5471.21,5000,4.5,0.3,0.057
Ti,5474.23,5000,4.5,0.3,0.061
Ti,5490.15,5000,4.5,0.3,0.062
Ti,5648.57,5000,4.5,0.3,0.06
Ti,5662.15,5000,4.5,0.3,0.053
Ti,5689.49,5000,4.5,0.3,0.056
Ti,6092.8,5000,4.5,0.3,0.064
Ti,6303.76,5000,4.5,0.3,0.061
Ti,6312.24,5000,4.5,0.3,0.064
Ti,6336.1,5000,4.5,0.3,0.056
Ti,6554.24,5000,4.5,0.3,0.045
Ti,6599.13,5000,4.5,0.3,0.066
Ti,6861.45,5000,4.5,0.3,0.073
Ti,4449.15,5500,3.5,-0.5,0.186
Ti,4548.77,5500,3.5,-0.5,0.186
Ti,4759.27,5500,3.5,-0.5,0.188
Ti,4964.7,5500,3.5,-0.5,0.193
Ti,4997.1,5500,3.5,-0.5,0.214
Ti,5009.66,5500,3.5,-0.5,0.209
Ti,5471.21,5500,3.5,-0.5,0.182
Ti,5474.23,5500,3.5,-0.5,0.187
Ti,5490.15,5500,3.5,-0.5,0.172
Ti,5648.57,5500,3.5,-0.5,0.209
Ti,5662.15,5500,3.5,-0.5,0.222
Ti,5689.49,5500,3.5,-0.5,0.231
Ti,6092.8,5500,3.5,-0.5,0.202
Ti,6303.76,5500,3.5,-0.5,0.165
Ti,6312.24,5500,3.5,-0.5,0.166
Ti,6336.1,5500,3.5,-0.5,0.162
Ti,6554.24,5500,3.5,-0.5,0.185
Ti,6599.13,5500,3.5,-0.5,0.214
Ti,6861.45,5500,3.5,-0.5,0.2
Ti,4449.15,5500,3.5,0.0,0.092
Ti,4548.77,5500,3.5,0.0,0.095
Ti,4759.27,5500,3.5,0.0,0.121
Ti,4964.7,5500,3.5,0.0,0.118
Ti,4997.1,5500,3.5,0.0,0.114
Ti,5009.66,5500,3.5,0.0,0.113
Ti,5471.21,5500,3.5,0.0,0.102
Ti,5474.23,5500,3.5,0.0,0.115
Ti,5490.15,5500,3.5,0.0,0.101
Ti,5648.57,5500,3.5,0.0,0.131
Ti,5662.15,5500,3.5,0.0,0.138
Ti,5689.49,5500,3.5,0.0,0.145
Ti,6092.8,5500,3.5,0.0,0.123
Ti,6303.76,5500,3.5,0.0,0.099
Ti,6312.24,5500,3.5,0.0,0.104
Ti,6336.1,5500,3.5,0.0,0.096
Ti,6554.24,5500,3.5,0.0,0.097
Ti,6599.13,5500,3.5,0.0,0.118
Ti,6861.45,5500,3.5,0.0,0.149
Ti,4449.15,5500,3.5,0.3,0.055
Ti,4548.77,5500,3.5,0.3,0.076
Ti,4759.27,5500,3.5,0.3,0.09
Ti,4964.7,5500,3.5,0.3,0.087
Ti,4997.1,5500,3.5,0.3,0.089
Ti,5009.66,5500,3.5,0.3,0.087
Ti,5471.21,5500,3.5,0.3,0.075
Ti,5474.23,5500,3.5,0.3,0.089
Ti,5490.15,5500,3.5,0.3,0.078
Ti,5648.57,5500,3.5,0.3,0.1
Ti,5662.15,5500,3.5,0.3,0.1
Ti,5689.49,5500,3.5,0.3,0.105
Ti,6092.8,5500,3.5,0.3,0.092
Ti,6303.76,5500,3.5,0.3,0.077
Ti,6312.24,5500,3.5,0.3,0.083
Ti,6336.1,5500,3.5,0.3,0.074
Ti,6554.24,5500,3.5,0.3,0.068
Ti,6599.13,5500,3.5,0.3,0.09
Ti,6861.45,5500,3.5,0.3,0.118
Ti,4449.15,5500,4.0,-0.5,0.169
Ti,4548.77,5500,4.0,-0.5,0.167
Ti,4759.27,5500,4.0,-0.5,0.169
Ti,4964.7,5500,4.0,-0.5,0.175
Ti,4997.1,5500,4.0,-0.5,0.184
Ti,5009.66,5500,4.0,-0.5,0.182
Ti,5471.21,5500,4.0,-0.5,0.169
Ti,5474.23,5500,4.0,-0.5,0.17
Ti,5490.15,5500,4.0,-0.5,0.16
Ti,5648.57,5500,4.0,-0.5,0.187
Ti,5662.15,5500,4.0,-0.5,0.192
Ti,5689.49,5500,4.0,-0.5,0.197
Ti,6092.8,5500,4.0,-0.5,0.187
Ti,6303.76,5500,4.0,-0.5,0.157
Ti,6312.24,5500,4.0,-0.5,0.159
Ti,6336.1,5500,4.0,-0.5,0.156
Ti,6554.24,5500,4.0,-0.5,0.168
Ti,6599.13,5500,4.0,-0.5,0.188
Ti,6861.45,5500,4.0,-0.5,0.187
Ti,4449.15,5500,4.0,0.0,0.089
Ti,4548.77,5500,4.0,0.0,0.091
Ti,4759.27,5500,4.0,0.0,0.109
Ti,4964.7,5500,4.0,0.0,0.108
Ti,4997.1,5500,4.0,0.0,0.109
Ti,5009.66,5500,4.0,0.0,0.109
Ti,5471.21,5500,4.0,0.0,0.1
Ti,5474.23,5500,4.0,0.0,0.108
Ti,5490.15,5500,4.0,0.0,0.099
Ti,5648.57,5500,4.0,0.0,0.12
Ti,5662.15,5500,4.0,0.0,0.121
Ti,5689.49,5500,4.0,0.0,0.126
Ti,6092.8,5500,4.0,0.0,0.116
Ti,6303.76,5500,4.0,0.0,0.1
Ti,6312.24,5500,4.0,0.0,0.104
Ti,6336.1,5500,4.0,0.0,0.098
Ti,6554.24,5500,4.0,0.0,0.098
Ti,6599.13,5500,4.0,0.0,0.112
Ti,6861.45,5500,4.0,0.0,0.134
Ti,4449.15,5500,4.0,0.3,0.057
Ti,4548.77,5500,4.0,0.3,0.074
Ti,4759.27,5500,4.0,0.3,0.083
Ti,4964.7,5500,4.0,0.3,0.082
Ti,4997.1,5500,4.0,0.3,0.089
Ti,5009.66,5500,4.0,0.3,0.088
Ti,5471.21,5500,4.0,0.3,0.077
Ti,5474.23,5500,4.0,0.3,0.086
Ti,5490.15,5500,4.0,0.3,0.08
Ti,5648.57,5500,4.0,0.3,0.093
Ti,5662.15,5500,4.0,0.3,0.089
Ti,5689.49,5500,4.0,0.3,0.093
Ti,6092.8,5500,4.0,0.3,0.09
Ti,6303.76,5500,4.0,0.3,0.081
Ti,6312.24,5500,4.0,0.3,0.085
Ti,6336.1,5500,4.0,0.3,0.079
Ti,6554.24,5500,4.0,0.3,0.073
Ti,6599.13,5500,4.0,0.3,0.09
Ti,6861.45,5500,4.0,0.3,0.104
Ti,4449.15,5500,4.4,-0.5,0.147
Ti,4548.77,5500,4.4,-0.5,0.142
Ti,4759.27,5500,4.4,-0.5,0.146
Ti,4964.7,5500,4.4,-0.5,0.154
Ti,4997.1,5500,4.4,-0.5,0.16
Ti,5009.66,5500,4.4,-0.5,0.16
Ti,5471.21,5500,4.4,-0.5,0.15
Ti,5474.23,5500,4.4,-0.5,0.15
Ti,5490.15,5500,4.4,-0.5,0.141
Ti,5648.57,5500,4.4,-0.5,0.163
Ti,5662.15,5500,4.4,-0.5,0.166
Ti,5689.49,5500,4.4,-0.5,0.17
Ti,6092.8,5500,4.4,-0.5,0.165
Ti,6303.76,5500,4.4,-0.5,0.141
Ti,6312.24,5500,4.4,-0.5,0.143
Ti,6336.1,5500,4.4,-0.5,0.141
Ti,6554.24,5500,4.4,-0.5,0.15
Ti,6599.13,5500,4.4,-0.5,0.164
Ti,6861.45,5500,4.4,-0.5,0.166
Ti,4449.15,5500,4.4,0.0,0.081
Ti,4548.77,5500,4.4,0.0,0.082
Ti,4759.27,5500,4.4,0.0,0.095
Ti,4964.7,5500,4.4,0.0,0.095
Ti,4997.1,5500,4.4,0.0,0.101
Ti,5009.66,5500,4.4,0.0,0.101
Ti,5471.21,5500,4.4,0.0,0.092
Ti,5474.23,5500,4.4,0.0,0.097
Ti,5490.15,5500,4.4,0.0,0.092
Ti,5648.57,5500,4.4,0.0,0.105
Ti,5662.15,5500,4.4,0.0,0.105
Ti,5689.49,5500,4.4,0.0,0.108
Ti,6092.8,5500,4.4,0.0,0.103
Ti,6303.76,5500,4.4,0.0,0.093
Ti,6312.24,5500,4.4,0.0,0.096
Ti,6336.1,5500,4.4,0.0,0.092
Ti,6554.24,5500,4.4,0.0,0.092
Ti,6599.13,5500,4.4,0.0,0.101
Ti,6861.45,5500,4.4,0.0,0.118
Ti,4449.15,5500,4.4,0.3,0.055
Ti,4548.77,5500,4.4,0.3,0.068
Ti,4759.27,5500,4.4,0.3,0.074
Ti,4964.7,5500,4.4,0.3,0.075
Ti,4997.1,5500,4.4,0.3,0.087
Ti,5009.66,5500,4.4,0.3,0.086
Ti,5471.21,5500,4.4,0.3,0.073
Ti,5474.23,5500,4.4,0.3,0.08
Ti,5490.15,5500,4.4,0.3,0.076
Ti,5648.57,5500,4.4,0.3,0.083
Ti,5662.15,5500,4.4,0.3,0.08
Ti,5689.49,5500,4.4,0.3,0.083
Ti,6092.8,5500,4.4,0.3,0.083
Ti,6303.76,5500,4.4,0.3,0.078
Ti,6312.24,5500,4.4,0.3,0.08
Ti,6336.1,5500,4.4,0.3,0.076
Ti,6554.24,5500,4.4,0.3,0.072
Ti,6599.13,5500,4.4,0.3,0.085
Ti,6861.45,5500,4.4,0.3,0.093
Ti,4449.15,5500,4.5,-0.5,0.139
Ti,4548.77,5500,4.5,-0.5,0.134
Ti,4759.27,5500,4.5,-0.5,0.138
Ti,4964.7,5500,4.5,-0.5,0.146
Ti,4997.1,5500,4.5,-0.5,0.153
Ti,5009.66,5500,4.5,-0.5,0.152
Ti,5471.21,5500,4.5,-0.5,0.143
Ti,5474.23,5500,4.5,-0.5,0.143
Ti,5490.15,5500,4.5,-0.5,0.135
Ti,5648.57,5500,4.5,-0.5,0.155
Ti,5662.15,5500,4.5,-0.5,0.158
Ti,5689.49,5500,4.5,-0.5,0.162
Ti,6092.8,5500,4.5,-0.5,0.158
Ti,6303.76,5500,4.5,-0.5,0.135
Ti,6312.24,5500,4.5,-0.5,0.136
Ti,6336.1,5500,4.5,-0.5,0.135
Ti,6554.24,5500,4.5,-0.5,0.143
Ti,6599.13,5500,4.5,-0.5,0.156
Ti,6861.45,5500,4.5,-0.5,0.159
Ti,4449.15,5500,4.5,0.0,0.077
Ti,4548.77,5500,4.5,0.0,0.079
Ti,4759.27,5500,4.5,0.0,0.091
Ti,4964.7,5500,4.5,0.0,0.092
Ti,4997.1,5500,4.5,0.0,0.098
Ti,5009.66,5500,4.5,0.0,0.098
Ti,5471.21,5500,4.5,0.0,0.089
Ti,5474.23,5500,4.5,0.0,0.093
Ti,5490.15,5500,4.5,0.0,0.089
Ti,5648.57,5500,4.5,0.0,0.1
Ti,5662.15,5500,4.5,0.0,0.1
Ti,5689.49,5500,4.5,0.0,0.103
Ti,6092.8,5500,4.5,0.0,0.099
Ti,6303.76,5500,4.5,0.0,0.09
Ti,6312.24,5500,4.5,0.0,0.093
Ti,6336.1,5500,4.5,0.0,0.089
Ti,6554.24,5500,4.5,0.0,0.089
Ti,6599.13,5500,4.5,0.0,0.098
Ti,6861.45,5500,4.5,0.0,0.113
Ti,4449.15,5500,4.5,0.3,0.053
Ti,4548.77,5500,4.5,0.3,0.066
Ti,4759.27,5500,4.5,0.3,0.071
Ti,4964.7,5500,4.5,0.3,0.073
Ti,4997.1,5500,4.5,0.3,0.086
Ti,5009.66,5500,4.5,0.3,0.085
Ti,5471.21,5500,4.5,0.3,0.072
Ti,5474.23,5500,4.5,0.3,0.077
Ti,5490.15,5500,4.5,0.3,0.074
Ti,5648.57,5500,4.5,0.3,0.08
Ti,5662.15,5500,4.5,0.3,0.077
Ti,5689.49,5500,4.5,0.3,0.08
Ti,6092.8,5500,4.5,0.3,0.081
Ti,6303.76,5500,4.5,0.3,0.076
Ti,6312.24,5500,4.5,0.3,0.078
Ti,6336.1,5500,4.5,0.3,0.074
Ti,6554.24,5500,4.5,0.3,0.071
Ti,6599.13,5500,4.5,0.3,0.083
Ti,6861.45,5500,4.5,0.3,0.09
Ti,4449.15,5750,3.5,-0.5,0.199
Ti,4548.77,5750,3.5,-0.5,0.198
Ti,4759.27,5750,3.5,-0.5,0.196
Ti,4964.7,5750,3.5,-0.5,0.206
Ti,4997.1,5750,3.5,-0.5,0.243
Ti,5009.66,5750,3.5,-0.5,0.238
Ti,5471.21,5750,3.5,-0.5,0.196
Ti,5474.23,5750,3.5,-0.5,0.199
Ti,5490.15,5750,3.5,-0.5,0.186
Ti,5648.57,5750,3.5,-0.5,0.225
Ti,5662.15,5750,3.5,-0.5,0.235
Ti,5689.49,5750,3.5,-0.5,0.243
Ti,6092.8,5750,3.5,-0.5,
Ti,6303.76,5750,3.5,-0.5,0.18
Ti,6312.24,5750,3.5,-0.5,0.178
Ti,6336.1,5750,3.5,-0.5,0.177
Ti,6554.24,5750,3.5,-0.5,0.205
Ti,6599.13,5750,3.5,-0.5,0.242
Ti,6861.45,5750,3.5,-0.5,0.226
Ti,4449.15,5750,3.5,0.0,0.108
Ti,4548.77,5750,3.5,0.0,0.113
Ti,4759.27,5750,3.5,0.0,0.125
Ti,4964.7,5750,3.5,0.0,0.128
Ti,4997.1,5750,3.5,0.0,0.135
Ti,5009.66,5750,3.5,0.0,0.13
Ti,5471.21,5750,3.5,0.0,0.114
Ti,5474.23,5750,3.5,0.0,0.124
Ti,5490.15,5750,3.5,0.0,0.109
Ti,5648.57,5750,3.5,0.0,0.14
Ti,5662.15,5750,3.5,0.0,0.151
Ti,5689.49,5750,3.5,0.0,0.158
Ti,6092.8,5750,3.5,0.0,0.132
Ti,6303.76,5750,3.5,0.0,0.104
Ti,6312.24,5750,3.5,0.0,0.109
Ti,6336.1,5750,3.5,0.0,0.1
Ti,6554.24,5750,3.5,0.0,0.114
Ti,6599.13,5750,3.5,0.0,0.134
Ti,6861.45,5750,3.5,0.0,0.162
Ti,4449.15,5750,3.5,0.3,0.065
Ti,4548.77,5750,3.5,0.3,0.08
Ti,4759.27,5750,3.5,0.3,0.095
Ti,4964.7,5750,3.5,0.3,0.093
Ti,4997.1,5750,3.5,0.3,0.097
Ti,5009.66,5750,3.5,0.3,0.095
Ti,5471.21,5750,3.5,0.3,0.081
Ti,5474.23,5750,3.5,0.3,0.093
Ti,5490.15,5750,3.5,0.3,0.082
Ti,5648.57,5750,3.5,0.3,0.104
Ti,5662.15,5750,3.5,0.3,0.111
Ti,5689.49,5750,3.5,0.3,0.116
Ti,6092.8,5750,3.5,0.3,0.096
Ti,6303.76,5750,3.5,0.3,0.081
Ti,6312.24,5750,3.5,0.3,0.086
Ti,6336.1,5750,3.5,0.3,0.078
Ti,6554.24,5750,3.5,0.3,0.078
Ti,6599.13,5750,3.5,0.3,0.096
Ti,6861.45,5750,3.5,0.3,0.13
Ti,4449.15,5750,4.0,-0.5,0.186
Ti,4548.77,5750,4.0,-0.5,0.186
Ti,4759.27,5750,4.0,-0.5,0.181
Ti,4964.7,5750,4.0,-0.5,0.191
Ti,4997.1,5750,4.0,-0.5,0.217
Ti,5009.66,5750,4.0,-0.5,0.213
Ti,5471.21,5750,4.0,-0.5,0.186
Ti,5474.23,5750,4.0,-0.5,0.187
Ti,5490.15,5750,4.0,-0.5,0.177
Ti,5648.57,5750,4.0,-0.5,0.205
Ti,5662.15,5750,4.0,-0.5,0.21
Ti,5689.49,5750,4.0,-0.5,0.217
Ti,6092.8,5750,4.0,-0.5,
Ti,6303.76,5750,4.0,-0.5,0.174
Ti,6312.24,5750,4.0,-0.5,0.174
Ti,6336.1,5750,4.0,-0.5,0.173
Ti,6554.24,5750,4.0,-0.5,0.19
Ti,6599.13,5750,4.0,-0.5,0.218
Ti,6861.45,5750,4.0,-0.5,0.208
Ti,4449.15,5750,4.0,0.0,0.108
Ti,4548.77,5750,4.0,0.0,0.11
Ti,4759.27,5750,4.0,0.0,0.118
Ti,4964.7,5750,4.0,0.0,0.119
Ti,4997.1,5750,4.0,0.0,0.126
Ti,5009.66,5750,4.0,0.0,0.123
Ti,5471.21,5750,4.0,0.0,0.113
Ti,5474.23,5750,4.0,0.0,0.119
Ti,5490.15,5750,4.0,0.0,0.109
Ti,5648.57,5750,4.0,0.0,0.132
Ti,5662.15,5750,4.0,0.0,0.135
Ti,5689.49,5750,4.0,0.0,0.141
Ti,6092.8,5750,4.0,0.0,0.128
Ti,6303.76,5750,4.0,0.0,0.109
Ti,6312.24,5750,4.0,0.0,0.112
Ti,6336.1,5750,4.0,0.0,0.106
Ti,6554.24,5750,4.0,0.0,0.113
Ti,6599.13,5750,4.0,0.0,0.126
Ti,6861.45,5750,4.0,0.0,0.148
Ti,4449.15,5750,4.0,0.3,0.07
Ti,4548.77,5750,4.0,0.3,0.08
Ti,4759.27,5750,4.0,0.3,0.09
Ti,4964.7,5750,4.0,0.3,0.089
Ti,4997.1,5750,4.0,0.3,0.097
Ti,5009.66,5750,4.0,0.3,0.096
Ti,5471.21,5750,4.0,0.3,0.084
Ti,5474.23,5750,4.0,0.3,0.091
Ti,5490.15,5750,4.0,0.3,0.085
Ti,5648.57,5750,4.0,0.3,0.099
Ti,5662.15,5750,4.0,0.3,0.099
Ti,5689.49,5750,4.0,0.3,0.103
Ti,6092.8,5750,4.0,0.3,0.096
Ti,6303.76,5750,4.0,0.3,0.086
Ti,6312.24,5750,4.0,0.3,0.089
Ti,6336.1,5750,4.0,0.3,0.084
Ti,6554.24,5750,4.0,0.3,0.083
Ti,6599.13,5750,4.0,0.3,0.096
Ti,6861.45,5750,4.0,0.3,0.115
Ti,4449.15,5750,4.4,-0.5,0.165
Ti,4548.77,5750,4.4,-0.5,0.165
Ti,4759.27,5750,4.4,-0.5,0.161
