element,wave_A,teff_K,logg,feh,delta_nlte
Ti,5648.57,6500,3.5,-0.5,
Ti,5662.15,6500,3.5,-0.5,0.247
Ti,5689.49,6500,3.5,-0.5,
Ti,6092.8,6500,3.5,-0.5,
Ti,6303.76,6500,3.5,-0.5,
Ti,6312.24,6500,3.5,-0.5,
Ti,6336.1,6500,3.5,-0.5,
Ti,6554.24,6500,3.5,-0.5,
Ti,6599.13,6500,3.5,-0.5,
Ti,6861.45,6500,3.5,-0.5,
Ti,4449.15,6500,3.5,0.0,0.139
Ti,4548.77,6500,3.5,0.0,0.129
Ti,4759.27,6500,3.5,0.0,0.134
Ti,4964.7,6500,3.5,0.0,0.152
Ti,4997.1,6500,3.5,0.0,0.173
Ti,5009.66,6500,3.5,0.0,0.172
Ti,5471.21,6500,3.5,0.0,0.144
Ti,5474.23,6500,3.5,0.0,0.143
Ti,5490.15,6500,3.5,0.0,0.14
Ti,5648.57,6500,3.5,0.0,0.16
Ti,5662.15,6500,3.5,0.0,0.172
Ti,5689.49,6500,3.5,0.0,0.178
Ti,6092.8,6500,3.5,0.0,
Ti,6303.76,6500,3.5,0.0,0.13
Ti,6312.24,6500,3.5,0.0,0.129
Ti,6336.1,6500,3.5,0.0,0.125
Ti,6554.24,6500,3.5,0.0,0.147
Ti,6599.13,6500,3.5,0.0,0.168
Ti,6861.45,6500,3.5,0.0,0.215
Ti,4449.15,6500,3.5,0.3,0.094
Ti,4548.77,6500,3.5,0.3,0.102
Ti,4759.27,6500,3.5,0.3,0.097
Ti,4964.7,6500,3.5,0.3,0.113
Ti,4997.1,6500,3.5,0.3,0.13
Ti,5009.66,6500,3.5,0.3,0.128
Ti,5471.21,6500,3.5,0.3,0.099
Ti,5474.23,6500,3.5,0.3,0.106
Ti,5490.15,6500,3.5,0.3,0.098
Ti,5648.57,6500,3.5,0.3,0.12
Ti,5662.15,6500,3.5,0.3,0.133
Ti,5689.49,6500,3.5,0.3,0.14
Ti,6092.8,6500,3.5,0.3,0.111
Ti,6303.76,6500,3.5,0.3,0.091
Ti,6312.24,6500,3.5,0.3,0.094
Ti,6336.1,6500,3.5,0.3,0.085
Ti,6554.24,6500,3.5,0.3,0.1
Ti,6599.13,6500,3.5,0.3,0.122
Ti,6861.45,6500,3.5,0.3,0.163
Ti,4449.15,6500,4.0,-0.5,0.203
Ti,4548.77,6500,4.0,-0.5,0.189
Ti,4759.27,6500,4.0,-0.5,0.201
Ti,4964.7,6500,4.0,-0.5,
Ti,4997.1,6500,4.0,-0.5,0.25
Ti,5009.66,6500,4.0,-0.5,0.247
Ti,5471.21,6500,4.0,-0.5,
Ti,5474.23,6500,4.0,-0.5,0.208
Ti,5490.15,6500,4.0,-0.5,0.21
Ti,5648.57,6500,4.0,-0.5,
Ti,5662.15,6500,4.0,-0.5,0.231
Ti,5689.49,6500,4.0,-0.5,
Ti,6092.8,6500,4.0,-0.5,
Ti,6303.76,6500,4.0,-0.5,
Ti,6312.24,6500,4.0,-0.5,
Ti,6336.1,6500,4.0,-0.5,
Ti,6554.24,6500,4.0,-0.5,
Ti,6599.13,6500,4.0,-0.5,
Ti,6861.45,6500,4.0,-0.5,
Ti,4449.15,6500,4.0,0.0,0.134
Ti,4548.77,6500,4.0,0.0,0.134
Ti,4759.27,6500,4.0,0.0,0.13
Ti,4964.7,6500,4.0,0.0,0.146
Ti,4997.1,6500,4.0,0.0,0.165
Ti,5009.66,6500,4.0,0.0,0.163
Ti,5471.21,6500,4.0,0.0,0.139
Ti,5474.23,6500,4.0,0.0,0.14
Ti,5490.15,6500,4.0,0.0,0.135
Ti,5648.57,6500,4.0,0.0,0.153
Ti,5662.15,6500,4.0,0.0,0.159
Ti,5689.49,6500,4.0,0.0,0.164
Ti,6092.8,6500,4.0,0.0,
Ti,6303.76,6500,4.0,0.0,0.13
Ti,6312.24,6500,4.0,0.0,0.131
Ti,6336.1,6500,4.0,0.0,0.126
Ti,6554.24,6500,4.0,0.0,0.141
Ti,6599.13,6500,4.0,0.0,0.162
Ti,6861.45,6500,4.0,0.0,0.181
Ti,4449.15,6500,4.0,0.3,0.095
Ti,4548.77,6500,4.0,0.3,0.103
Ti,4759.27,6500,4.0,0.3,0.095
Ti,4964.7,6500,4.0,0.3,0.106
Ti,4997.1,6500,4.0,0.3,0.122
Ti,5009.66,6500,4.0,0.3,0.12
Ti,5471.21,6500,4.0,0.3,0.099
Ti,5474.23,6500,4.0,0.3,0.103
Ti,5490.15,6500,4.0,0.3,0.097
Ti,5648.57,6500,4.0,0.3,0.114
Ti,5662.15,6500,4.0,0.3,0.119
Ti,5689.49,6500,4.0,0.3,0.124
Ti,6092.8,6500,4.0,0.3,0.109
Ti,6303.76,6500,4.0,0.3,0.095
Ti,6312.24,6500,4.0,0.3,0.097
Ti,6336.1,6500,4.0,0.3,0.09
Ti,6554.24,6500,4.0,0.3,0.1
Ti,6599.13,6500,4.0,0.3,0.117
Ti,6861.45,6500,4.0,0.3,0.14
Ti,4449.15,6500,4.4,-0.5,0.183
Ti,4548.77,6500,4.4,-0.5,0.174
Ti,4759.27,6500,4.4,-0.5,0.181
Ti,4964.7,6500,4.4,-0.5,
Ti,4997.1,6500,4.4,-0.5,0.223
Ti,5009.66,6500,4.4,-0.5,0.22
Ti,5471.21,6500,4.4,-0.5,
Ti,5474.23,6500,4.4,-0.5,0.189
Ti,5490.15,6500,4.4,-0.5,0.189
Ti,5648.57,6500,4.4,-0.5,0.209
Ti,5662.15,6500,4.4,-0.5,0.204
Ti,5689.49,6500,4.4,-0.5,
Ti,6092.8,6500,4.4,-0.5,
Ti,6303.76,6500,4.4,-0.5,
Ti,6312.24,6500,4.4,-0.5,
Ti,6336.1,6500,4.4,-0.5,
Ti,6554.24,6500,4.4,-0.5,0.203
Ti,6599.13,6500,4.4,-0.5,
Ti,6861.45,6500,4.4,-0.5,
Ti,4449.15,6500,4.4,0.0,0.125
Ti,4548.77,6500,4.4,0.0,0.125
Ti,4759.27,6500,4.4,0.0,0.118
Ti,4964.7,6500,4.4,0.0,0.132
Ti,4997.1,6500,4.4,0.0,0.152
Ti,5009.66,6500,4.4,0.0,0.15
Ti,5471.21,6500,4.4,0.0,0.129
Ti,5474.23,6500,4.4,0.0,0.129
Ti,5490.15,6500,4.4,0.0,0.125
Ti,5648.57,6500,4.4,0.0,0.139
Ti,5662.15,6500,4.4,0.0,0.143
Ti,5689.49,6500,4.4,0.0,0.146
Ti,6092.8,6500,4.4,0.0,
Ti,6303.76,6500,4.4,0.0,0.123
Ti,6312.24,6500,4.4,0.0,0.123
Ti,6336.1,6500,4.4,0.0,0.12
Ti,6554.24,6500,4.4,0.0,0.132
Ti,6599.13,6500,4.4,0.0,0.15
Ti,6861.45,6500,4.4,0.0,0.16
Ti,4449.15,6500,4.4,0.3,0.092
Ti,4548.77,6500,4.4,0.3,0.098
Ti,4759.27,6500,4.4,0.3,0.089
Ti,4964.7,6500,4.4,0.3,0.098
Ti,4997.1,6500,4.4,0.3,0.114
Ti,5009.66,6500,4.4,0.3,0.113
Ti,5471.21,6500,4.4,0.3,0.095
Ti,5474.23,6500,4.4,0.3,0.097
Ti,5490.15,6500,4.4,0.3,0.093
Ti,5648.57,6500,4.4,0.3,0.105
Ti,5662.15,6500,4.4,0.3,0.108
Ti,5689.49,6500,4.4,0.3,0.111
Ti,6092.8,6500,4.4,0.3,0.102
Ti,6303.76,6500,4.4,0.3,0.093
Ti,6312.24,6500,4.4,0.3,0.094
Ti,6336.1,6500,4.4,0.3,0.089
Ti,6554.24,6500,4.4,0.3,0.098
Ti,6599.13,6500,4.4,0.3,0.11
Ti,6861.45,6500,4.4,0.3,0.124
Ti,4449.15,6500,4.5,-0.5,0.177
Ti,4548.77,6500,4.5,-0.5,0.169
Ti,4759.27,6500,4.5,-0.5,0.175
Ti,4964.7,6500,4.5,-0.5,
Ti,4997.1,6500,4.5,-0.5,0.215
Ti,5009.66,6500,4.5,-0.5,0.212
Ti,5471.21,6500,4.5,-0.5,
Ti,5474.23,6500,4.5,-0.5,0.184
Ti,5490.15,6500,4.5,-0.5,0.183
Ti,5648.57,6500,4.5,-0.5,0.201
Ti,5662.15,6500,4.5,-0.5,0.197
Ti,5689.49,6500,4.5,-0.5,
Ti,6092.8,6500,4.5,-0.5,
Ti,6303.76,6500,4.5,-0.5,
Ti,6312.24,6500,4.5,-0.5,
Ti,6336.1,6500,4.5,-0.5,
Ti,6554.24,6500,4.5,-0.5,0.197
Ti,6599.13,6500,4.5,-0.5,
Ti,6861.45,6500,4.5,-0.5,
Ti,4449.15,6500,4.5,0.0,0.121
Ti,4548.77,6500,4.5,0.0,0.122
Ti,4759.27,6500,4.5,0.0,0.115
Ti,4964.7,6500,4.5,0.0,0.129
Ti,4997.1,6500,4.5,0.0,0.148
Ti,5009.66,6500,4.5,0.0,0.146
Ti,5471.21,6500,4.5,0.0,0.126
Ti,5474.23,6500,4.5,0.0,0.126
Ti,5490.15,6500,4.5,0.0,0.122
Ti,5648.57,6500,4.5,0.0,0.135
Ti,5662.15,6500,4.5,0.0,0.138
Ti,5689.49,6500,4.5,0.0,0.142
Ti,6092.8,6500,4.5,0.0,
Ti,6303.76,6500,4.5,0.0,0.12
Ti,6312.24,6500,4.5,0.0,0.12
Ti,6336.1,6500,4.5,0.0,0.118
Ti,6554.24,6500,4.5,0.0,0.129
Ti,6599.13,6500,4.5,0.0,0.146
Ti,6861.45,6500,4.5,0.0,0.154
Ti,4449.15,6500,4.5,0.3,0.09
Ti,4548.77,6500,4.5,0.3,0.097
Ti,4759.27,6500,4.5,0.3,0.087
Ti,4964.7,6500,4.5,0.3,0.095
Ti,4997.1,6500,4.5,0.3,0.112
Ti,5009.66,6500,4.5,0.3,0.11
Ti,5471.21,6500,4.5,0.3,0.094
Ti,5474.23,6500,4.5,0.3,0.095
Ti,5490.15,6500,4.5,0.3,0.092
Ti,5648.57,6500,4.5,0.3,0.102
Ti,5662.15,6500,4.5,0.3,0.104
Ti,5689.49,6500,4.5,0.3,0.108
Ti,6092.8,6500,4.5,0.3,0.1
Ti,6303.76,6500,4.5,0.3,0.092
Ti,6312.24,6500,4.5,0.3,0.093
Ti,6336.1,6500,4.5,0.3,0.088
Ti,6554.24,6500,4.5,0.3,0.096
Ti,6599.13,6500,4.5,0.3,0.108
Ti,6861.45,6500,4.5,0.3,0.119
