element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	nlte	nlte_level_low	nlte_level_up	nlte_label_low	nlte_label_up	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support
Ti 1	16560.294	1656.0294	0.217	5.2043	41975.510	4.0	5.9528	48012.570	5.0	11.0	0.950	1.040	GA	8.32E+07	7.920	-4.520	-7.330	-7.330	-7.330	1.000	0.006	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	16560.373	1656.0373	-1.910	6.0424	48735.243	2.0	6.7909	54772.302	3.0	7.0	1.420	1.000	GA	9.55E+07	7.980	-3.620	-7.280	-7.280	-7.280	1.000	0.003	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	16560.442	1656.0442	-1.496	6.0424	48735.243	2.0	6.7909	54772.302	3.0	7.0	1.420	1.000	GA	9.55E+07	7.980	-3.620	-7.280	-7.280	-7.280	1.000	0.007	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16560.914	1656.0914	-2.027	5.9426	47930.301	4.0	6.6910	53966.554	3.0	7.0	1.260	1.110	GA	1.78E+08	8.250	-4.770	-7.510	-7.510	-7.510	1.000	0.021	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 2	16561.065	1656.1065	0.389	9.2350	74485.298	0.5	9.9834	80521.551	1.5	4.0	0.670	0.800	GA	9.77E+07	7.990	-4.580	-7.280	-7.280	-7.280	1.000	0.095	0.000	X	X	F	0	2	20.1	20.000000	20.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16561.482	1656.1482	-2.383	6.4106	51704.976	2.0	7.1590	57741.229	1.0	3.0	0.970	2.260	GA	1.20E+08	8.080	-4.870	-7.270	-7.270	-7.270	1.000	0.004	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16561.764	1656.1764	0.243	5.9787	48221.468	1.0	6.7271	54257.721	2.0	5.0	0.010	0.500	GA	1.07E+08	8.030	-4.530	-7.460	-7.460	-7.460	1.000	0.431	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	16561.885	1656.1885	-0.164	5.2530	42368.302	5.0	6.0014	48404.555	5.0	11.0	1.060	1.230	GA	6.46E+07	7.810	-4.170	-7.330	-7.330	-7.330	1.000	0.001	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16563.891	1656.3891	-2.058	5.9947	48350.516	1.0	6.7430	54385.963	1.0	3.0	0.230	0.760	GA	2.14E+08	8.330	-5.910	-7.510	-7.510	-7.510	1.000	0.017	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16566.732	1656.6732	-2.124	5.5376	44663.756	2.0	6.2858	50698.396	2.0	5.0	1.380	1.610	GA	2.51E+08	8.400	-5.310	-7.540	-7.540	-7.540	1.000	0.037	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.348	1656.8348	-2.293	5.5924	45105.748	3.5	6.3405	51139.581	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	16568.475	1656.8475	-3.105	3.6680	29584.415	2.0	4.4161	35618.249	1.0	3.0	1.840	1.500	GA	2.40E+07	7.380	-5.750	-7.630	-7.630	-7.630	1.000	0.002	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.497	1656.8497	-1.883	5.5924	45105.748	3.5	6.3405	51139.581	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16568.500	1656.8500	-2.308	6.2368	50303.184	4.0	6.9849	56337.018	3.0	7.0	1.560	1.440	GA	3.80E+07	7.580	-4.290	-7.330	-7.330	-7.330	1.000	0.006	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.532	1656.8532	-1.179	5.5924	45105.748	3.5	6.3405	51139.581	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.628	1656.8628	-1.661	5.5924	45105.748	3.5	6.3405	51139.581	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.649	1656.8649	-0.983	5.5924	45105.748	3.5	6.3405	51139.581	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.740	1656.8740	-1.536	5.5924	45105.748	3.5	6.3405	51139.581	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.746	1656.8746	-0.339	5.5924	45105.748	3.5	6.3405	51139.581	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.749	1656.8749	-0.929	5.5924	45105.748	3.5	6.3405	51139.581	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.831	1656.8831	-0.951	5.5924	45105.748	3.5	6.3405	51139.581	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.832	1656.8832	-0.480	5.5924	45105.748	3.5	6.3405	51139.581	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.833	1656.8833	-1.485	5.5924	45105.748	3.5	6.3404	51138.775	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.894	1656.8894	-1.042	5.5924	45105.748	3.5	6.3404	51138.775	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.901	1656.8901	-0.644	5.5924	45105.748	3.5	6.3405	51139.581	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.906	1656.8906	-1.515	5.5924	45105.748	3.5	6.3404	51138.775	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.936	1656.8936	-1.230	5.5924	45105.748	3.5	6.3404	51138.775	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.953	1656.8953	-0.842	5.5924	45105.748	3.5	6.3405	51139.581	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.985	1656.8985	-1.097	5.5924	45105.748	3.5	6.3404	51138.775	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	16568.997	1656.8997	-1.485	5.5924	45105.748	3.5	6.3404	51138.775	2.5	6.0	1.210	1.350	GA	1.20E+08	8.080	-4.300	-7.500	-7.500	-7.500	1.000	0.032	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	16569.788	1656.9788	-2.062	7.1343	57542.010	1.0	7.8823	63575.037	2.0	5.0	1.840	1.250	GA	6.92E+07	7.840	-3.420	-6.810	-6.810	-6.810	1.000	0.017	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	16570.362	1657.0362	-1.521	5.4638	44068.519	3.0	6.2119	50102.352	3.0	7.0	1.500	1.270	GA	1.35E+08	8.130	-4.380	-7.330	-7.330	-7.330	1.000	0.002	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16570.510	1657.0510	-0.801	6.6155	53357.606	3.0	7.3635	59390.633	3.0	7.0	1.060	1.170	GA	1.10E+08	8.040	-4.590	-7.260	-7.260	-7.260	1.000	0.077	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	16570.546	1657.0546	-1.700	8.4170	67887.683	2.0	9.1650	73920.710	3.0	7.0	1.470	1.670	GA	3.80E+07	7.580	-4.600	-7.350	-7.350	-7.350	1.000	0.012	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	16570.678	1657.0678	-3.593	2.1145	17054.593	2.5	2.8626	23088.426	1.5	4.0	0.590	0.390	GA	7.24E+06	6.860	-6.110	-7.780	-7.780	-7.780	1.000	0.008	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	16570.679	1657.0679	-2.728	2.1145	17054.593	2.5	2.8626	23088.426	1.5	4.0	0.590	0.390	GA	7.24E+06	6.860	-6.110	-7.780	-7.780	-7.780	1.000	0.008	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	16570.679	1657.0679	-2.102	2.1145	17054.593	2.5	2.8626	23088.426	1.5	4.0	0.590	0.390	GA	7.24E+06	6.860	-6.110	-7.780	-7.780	-7.780	1.000	0.008	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	16570.698	1657.0698	-3.165	2.1145	17054.593	2.5	2.8626	23088.426	1.5	4.0	0.590	0.390	GA	7.24E+06	6.860	-6.110	-7.780	-7.780	-7.780	1.000	0.008	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	16570.699	1657.0699	-2.567	2.1145	17054.593	2.5	2.8626	23088.426	1.5	4.0	0.590	0.390	GA	7.24E+06	6.860	-6.110	-7.780	-7.780	-7.780	1.000	0.008	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	16570.699	1657.0699	-2.318	2.1145	17054.593	2.5	2.8626	23088.426	1.5	4.0	0.590	0.390	GA	7.24E+06	6.860	-6.110	-7.780	-7.780	-7.780	1.000	0.008	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	16570.714	1657.0714	-2.915	2.1145	17054.593	2.5	2.8626	23088.426	1.5	4.0	0.590	0.390	GA	7.24E+06	6.860	-6.110	-7.780	-7.780	-7.780	1.000	0.008	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	16570.714	1657.0714	-2.575	2.1145	17054.593	2.5	2.8626	23088.426	1.5	4.0	0.590	0.390	GA	7.24E+06	6.860	-6.110	-7.780	-7.780	-7.780	1.000	0.008	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	16570.715	1657.0715	-2.601	2.1145	17054.593	2.5	2.8626	23088.426	1.5	4.0	0.590	0.390	GA	7.24E+06	6.860	-6.110	-7.780	-7.780	-7.780	1.000	0.008	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	16570.726	1657.0726	-2.739	2.1145	17054.593	2.5	2.8626	23088.426	1.5	4.0	0.590	0.390	GA	7.24E+06	6.860	-6.110	-7.780	-7.780	-7.780	1.000	0.008	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	16570.726	1657.0726	-2.739	2.1145	17054.593	2.5	2.8626	23088.426	1.5	4.0	0.590	0.390	GA	7.24E+06	6.860	-6.110	-7.780	-7.780	-7.780	1.000	0.008	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	16570.727	1657.0727	-3.040	2.1145	17054.593	2.5	2.8626	23088.426	1.5	4.0	0.590	0.390	GA	7.24E+06	6.860	-6.110	-7.780	-7.780	-7.780	1.000	0.008	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	16571.433	1657.1433	-1.501	7.0399	56780.623	1.0	7.7879	62813.650	1.0	3.0	0.900	1.330	GA	2.69E+07	7.430	-3.850	-6.920	-6.920	-6.920	1.000	0.066	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	16572.645	1657.2645	0.265	5.2056	41985.996	3.0	5.9535	48018.216	4.0	9.0	1.250	1.090	GA	7.94E+07	7.900	-4.260	-7.290	-7.290	-7.290	1.000	0.006	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	16573.013	1657.3013	0.354	5.2530	42368.302	5.0	6.0009	48400.523	6.0	13.0	1.060	1.150	GA	6.31E+07	7.800	-3.900	-7.330	-7.330	-7.330	1.000	0.007	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	16573.032	1657.3032	-0.337	6.7753	54646.480	0.0	7.5232	60678.700	1.0	3.0	0.000	0.020	GA	1.32E+08	8.120	-4.490	-7.320	-7.320	-7.320	1.000	0.002	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16575.271	1657.5271	-1.492	5.6207	45334.003	2.0	6.3685	51365.417	3.0	7.0	1.500	1.100	GA	1.48E+08	8.170	-5.410	-7.540	-7.540	-7.540	1.000	0.117	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16576.472	1657.6472	-1.681	6.3691	51370.256	2.0	7.1168	57400.863	1.0	3.0	0.950	0.870	GA	1.45E+08	8.160	-3.940	-7.280	-7.280	-7.280	1.000	0.019	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	16576.621	1657.6621	-0.850	8.4173	67890.103	3.0	9.1650	73920.710	3.0	7.0	1.460	1.670	GA	7.76E+07	7.890	-4.600	-7.350	-7.350	-7.350	1.000	0.066	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16578.064	1657.8064	-2.009	5.0674	40871.337	2.0	5.8151	46901.945	1.0	3.0	1.480	1.600	GA	1.26E+08	8.100	-6.090	-7.760	-7.760	-7.760	1.000	0.118	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	16578.317	1657.8317	0.147	5.1957	41906.147	2.0	5.9434	47936.754	3.0	7.0	1.000	0.840	GA	7.94E+07	7.900	-4.130	-7.290	-7.290	-7.290	1.000	0.005	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16579.400	1657.9400	-1.356	6.9314	55905.511	4.0	7.6790	61935.312	4.0	9.0	1.050	1.010	GA	1.70E+08	8.230	-5.130	-7.540	-7.540	-7.540	1.000	0.013	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	16580.888	1658.0888	-1.240	8.4167	67885.264	1.0	9.1643	73915.064	2.0	5.0	1.470	1.840	GA	2.09E+07	7.320	-4.600	-7.350	-7.350	-7.350	1.000	0.031	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16580.998	1658.0998	-2.618	6.4403	51944.523	2.0	7.1879	57974.323	2.0	5.0	1.810	1.520	GA	2.29E+08	8.360	-5.130	-7.330	-7.330	-7.330	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16581.383	1658.1383	-0.680	5.9209	47755.279	3.0	6.6685	53785.080	3.0	7.0	1.240	1.090	GA	1.58E+08	8.200	-4.760	-7.550	-7.550	-7.550	1.000	0.254	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16581.993	1658.1993	-2.288	6.2529	50433.040	3.0	7.0004	56462.034	3.0	7.0	1.550	1.850	GA	6.17E+07	7.790	-3.730	-7.290	-7.290	-7.290	1.000	0.006	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	16582.398	1658.2398	-3.380	6.7827	54706.165	1.0	7.5302	60735.159	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.002	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16583.440	1658.3440	-2.094	6.2865	50704.042	5.0	7.0339	56732.229	4.0	9.0	1.360	1.510	GA	1.29E+08	8.110	-4.180	-7.270	-7.270	-7.270	1.000	0.009	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16583.839	1658.3839	-2.415	6.4405	51946.136	1.0	7.1879	57974.323	2.0	5.0	0.070	1.520	GA	1.74E+08	8.240	-4.740	-7.330	-7.330	-7.330	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16583.916	1658.3916	-1.179	6.9316	55907.124	5.0	7.6790	61935.312	4.0	9.0	1.150	1.010	GA	2.40E+08	8.380	-5.130	-7.540	-7.540	-7.540	1.000	0.018	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	16584.438	1658.4438	-0.876	5.3053	42790.130	2.0	6.0527	48818.318	1.0	3.0	1.090	1.050	GA	1.95E+08	8.290	-5.110	-7.560	-7.560	-7.560	1.000	0.113	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	16584.546	1658.4546	-1.290	5.3053	42790.130	2.0	6.0527	48818.318	1.0	3.0	1.090	1.050	GA	1.95E+08	8.290	-5.110	-7.560	-7.560	-7.560	1.000	0.050	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	16584.598	1658.4598	-2.652	5.3053	42790.130	2.0	6.0527	48818.318	1.0	3.0	1.090	1.050	GA	1.95E+08	8.290	-5.110	-7.560	-7.560	-7.560	1.000	0.003	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	16584.650	1658.4650	-2.148	5.3053	42790.130	2.0	6.0527	48818.318	1.0	3.0	1.090	1.050	GA	1.95E+08	8.290	-5.110	-7.560	-7.560	-7.560	1.000	0.008	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	16584.749	1658.4749	-2.742	5.3053	42790.130	2.0	6.0527	48818.318	1.0	3.0	1.090	1.050	GA	1.95E+08	8.290	-5.110	-7.560	-7.560	-7.560	1.000	0.002	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16585.630	1658.5630	-2.217	6.2581	50474.981	4.0	7.0055	56503.168	5.0	11.0	1.590	1.450	GA	1.74E+08	8.240	-4.580	-7.260	-7.260	-7.260	1.000	0.007	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16586.051	1658.6051	-0.753	5.6207	45334.003	2.0	6.3680	51361.384	3.0	7.0	1.500	1.410	GA	1.51E+08	8.180	-4.940	-7.490	-7.490	-7.490	1.000	0.315	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	16586.230	1658.6230	-1.805	7.1079	57329.080	1.0	7.8552	63356.461	2.0	5.0	1.570	0.940	GA	2.24E+07	7.350	-3.290	-6.890	-6.890	-6.890	1.000	0.030	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	16587.133	1658.7133	-0.760	8.4170	67887.683	2.0	9.1643	73915.064	2.0	5.0	1.470	1.840	GA	3.80E+07	7.580	-4.600	-7.350	-7.350	-7.350	1.000	0.076	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	16587.193	1658.7193	-1.020	8.4166	67884.457	0.0	9.1638	73911.032	1.0	3.0	0.000	2.500	GA	1.26E+07	7.100	-4.600	-7.350	-7.350	-7.350	1.000	0.049	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	16587.199	1658.7199	0.394	5.2188	42092.461	4.0	5.9660	48119.035	5.0	11.0	1.350	1.230	GA	7.94E+07	7.900	-4.190	-7.290	-7.290	-7.290	1.000	0.008	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16587.493	1658.7493	-0.740	6.3981	51604.157	3.0	7.1453	57630.731	3.0	7.0	1.280	1.290	GA	1.12E+08	8.050	-4.300	-7.320	-7.320	-7.320	1.000	0.123	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16588.000	1658.8000	-2.153	6.3292	51048.441	1.0	7.0764	57075.015	2.0	5.0	1.800	1.270	GA	2.51E+08	8.400	-4.400	-7.530	-7.530	-7.530	1.000	0.007	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16588.553	1658.8553	-2.154	6.3061	50862.127	2.0	7.0533	56888.701	3.0	7.0	1.800	1.630	GA	1.91E+08	8.280	-4.400	-7.260	-7.260	-7.260	1.000	0.008	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	16589.439	1658.9439	-0.345	5.4692	44112.073	1.0	6.2164	50138.647	0.0	1.0	0.500	0.000	GA	1.02E+08	8.010	-4.640	-7.480	-7.480	-7.480	1.000	0.207	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	16589.610	1658.9610	-2.518	7.0399	56780.623	1.0	7.7870	62806.391	0.0	1.0	0.900	0.000	GA	1.86E+07	7.270	-3.640	-6.920	-6.920	-6.920	1.000	0.007	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	16589.808	1658.9808	-1.084	7.2297	58311.463	0.0	7.9769	64338.037	1.0	3.0	0.000	0.890	GA	6.92E+07	7.840	-2.760	-6.660	-6.660	-6.660	1.000	0.103	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
P 1	16590.045	1659.0045	0.500	8.2276	66360.069	1.5	8.9748	72386.644	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.050	0.000	X	X	F	0	1	15.0	15.000000	15.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	16590.984	1659.0984	-0.760	8.4167	67885.264	1.0	9.1638	73911.032	1.0	3.0	1.470	2.500	GA	2.09E+07	7.320	-4.600	-7.350	-7.350	-7.350	1.000	0.076	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16591.546	1659.1545	-3.010	6.3417	51149.260	2.0	7.0887	57174.221	1.0	3.0	1.950	1.870	GA	1.41E+08	8.150	-3.990	-7.260	-7.260	-7.260	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	16592.782	1659.2782	-1.603	5.9947	48350.516	1.0	6.7417	54375.478	2.0	5.0	0.230	1.240	GA	2.19E+08	8.340	-4.810	-7.510	-7.510	-7.510	1.000	0.047	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	16593.076	1659.3076	-2.403	5.6141	45280.770	3.0	6.3611	51305.732	3.0	7.0	0.780	1.080	GA	8.13E+08	8.910	-5.410	-7.560	-7.560	-7.560	1.000	0.002	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	16593.103	1659.3103	-1.545	5.6141	45280.770	3.0	6.3611	51305.732	3.0	7.0	0.780	1.080	GA	8.13E+08	8.910	-5.410	-7.560	-7.560	-7.560	1.000	0.015	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
