source_record_id,wavelength_vac_A,Aul_s,branching_fraction,lifetime_ns,lifetime_unc_ns,lifetime_source,lifetime_kind,source_table,component_note,species,wavelength_air,lower_EP,upper_EP,lower_level,upper_level,lower_J,upper_J,loggf,recomputed_loggf,gf_bound_dex,uncertainty_basis,source_class,source_key,source_path,source_semantics,priority,unc_pct,other_Aul_s,other_reference,aki_limit,aki_note,uncertainty_limit,intensity_limit,theory_flag,branching_limit,upper_statistical_weight_from_A_f,nist_grade,source_reference,bibliography_key,bibliography_chain,source_doi,citation_role
nl2017_a1_003,,,,,,,,,,Al I,2118.312,0.0,5.85112,3p 2Po J=1/2,11d 2D J=3/2,0.5,1.5,-1.557,-1.557,0.1,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_004,,,,,,,,,,Al I,2134.732,0.014,5.820119,3p 2Po J=3/2,10d 2D J=5/2,1.5,2.5,-1.129,-1.129,0.1,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_005,,,,,,,,,,Al I,2134.76,0.014,5.820043,3p 2Po J=3/2,10d 2D J=3/2,1.5,1.5,-2.09,-2.09,0.18,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_006,,,,,,,,,,Al I,2145.555,0.0,5.776834,3p 2Po J=1/2,9d 2D J=3/2,0.5,1.5,-1.244,-1.244,0.1,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_007,,,,,,,,,,Al I,2174.027,0.014,5.715187,3p 2Po J=3/2,8d 2D J=5/2,1.5,2.5,-0.824,-0.824,0.1,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_008,,,,,,,,,,Al I,2174.113,0.014,5.714961,3p 2Po J=3/2,8d 2D J=3/2,1.5,1.5,-1.778,-1.778,0.3,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_009,,,,,,,,,,Al I,2204.59,0.014,5.636157,3p 2Po J=3/2,8s 2S J=1/2,1.5,0.5,-2.293,-2.293,0.1,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_010,,,,,,,,,,Al I,2204.66,0.0,5.621979,3p 2Po J=1/2,7d 2D J=3/2,0.5,1.5,-0.895,-0.895,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_011,,,,,,,,,,Al I,2210.046,0.014,5.622279,3p 2Po J=3/2,7d 2D J=5/2,1.5,2.5,-0.641,-0.641,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_012,,,,,,,,,,Al I,2210.13,0.014,5.622066,3p 2Po J=3/2,7d 2D J=3/2,1.5,1.5,-1.595,-1.595,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_013,,,,,,,,,,Al I,2269.096,0.014,5.476346,3p 2Po J=3/2,6d 2D J=5/2,1.5,2.5,-0.454,-0.454,0.04,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY + Davidson et al. 1990",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_015,,,,,,,,,,Al I,2367.052,0.0,5.236316,3p 2Po J=1/2,5d 2D J=3/2,0.5,1.5,-0.592,-0.592,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_016,,,,,,,,,,Al I,2372.07,0.0,5.22524,3p 2Po J=1/2,6s 2S J=1/2,0.5,0.5,-2.012,-2.012,0.1,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_017,,,,,,,,,,Al I,2373.124,0.014,5.236919,3p 2Po J=3/2,5d 2D J=5/2,1.5,2.5,-0.337,-0.337,0.04,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_018,,,,,,,,,,Al I,2373.349,0.014,5.236424,3p 2Po J=3/2,5d 2D J=3/2,1.5,1.5,-1.291,-1.291,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_020,,,,,,,,,,Al I,2575.094,0.014,4.827303,3p 2Po J=3/2,4d 2D J=5/2,1.5,2.5,-0.668,-0.668,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY + Davidson et al. 1990",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_024,,,,,,,,,,Al I,3082.153,0.0,4.021481,3p 2Po J=1/2,3d 2D J=3/2,0.5,1.5,-0.476,-0.476,0.025,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY + Davidson et al. 1990",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_025,,,,,,,,,,Al I,3092.71,0.014,4.021754,3p 2Po J=3/2,3d 2D J=5/2,1.5,2.5,-0.202,-0.202,0.025,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY + Tachiev & Froese Fischer 2002, A&A 385, 716",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_026,,,,,,,,,,Al I,3092.839,0.014,4.021587,3p 2Po J=3/2,3d 2D J=3/2,1.5,1.5,-1.175,-1.175,0.04,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_027,,,,,,,,,,Al I,3944.006,0.0,3.142721,3p 2Po J=1/2,4s 2S J=1/2,0.5,0.5,-0.635,-0.635,0.025,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY + Tachiev & Froese Fischer 2002, A&A 385, 716",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_028,,,,,,,,,,Al I,3961.52,0.014,3.142827,3p 2Po J=3/2,4s 2S J=1/2,1.5,0.5,-0.333,-0.333,0.025,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_029,,,,,,,,,,Al I,6696.015,3.143,4.994101,4s 2S J=1/2,5p 2Po J=3/2,0.5,1.5,-1.569,-1.569,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_030,,,,,,,,,,Al I,6698.672,3.143,4.993366,4s 2S J=1/2,5p 2Po J=1/2,0.5,0.5,-1.87,-1.87,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_031,,,,,,,,,,Al I,7835.309,4.022,5.603943,3d 2D J=3/2,6f 2Fo J=5/2,1.5,2.5,-0.689,-0.689,0.04,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_032,,,,,,,,,,Al I,7836.134,4.022,5.603776,3d 2D J=5/2,6f 2Fo J=5/2,2.5,2.5,-1.834,-1.834,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_033,,,,,,,,,,Al I,7836.134,4.022,5.603776,3d 2D J=5/2,6f 2Fo J=7/2,2.5,3.5,-0.534,-0.534,0.025,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_034,,,,,,,,,,Al I,8772.866,4.022,5.434881,3d 2D J=3/2,5f 2Fo J=5/2,1.5,2.5,-0.349,-0.349,0.025,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_035,,,,,,,,,,Al I,8773.895,4.022,5.434715,3d 2D J=5/2,5f 2Fo J=5/2,2.5,2.5,-1.495,-1.495,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_036,,,,,,,,,,Al I,8773.895,4.022,5.434715,3d 2D J=5/2,5f 2Fo J=7/2,2.5,3.5,-0.192,-0.192,0.025,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_037,,,,,,,,,,Al I,8912.9,4.085,5.475683,4p 2Po J=1/2,6d 2D J=3/2,0.5,1.5,-1.963,-1.963,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_038,,,,,,,,,,Al I,8923.555,4.087,5.476022,4p 2Po J=3/2,6d 2D J=5/2,1.5,2.5,-1.709,-1.709,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_039,,,,,,,,,,Al I,8925.503,4.087,5.475719,4p 2Po J=3/2,6d 2D J=3/2,1.5,1.5,-2.663,-2.663,,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_040,,,,,,,,,,Al I,10768.363,4.085,5.236059,4p 2Po J=1/2,5d 2D J=3/2,0.5,1.5,-2.02,-2.02,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_041,,,,,,,,,,Al I,10782.046,4.087,5.236599,4p 2Po J=3/2,5d 2D J=5/2,1.5,2.5,-1.764,-1.764,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_042,,,,,,,,,,Al I,10786.77,4.087,5.236095,4p 2Po J=3/2,5d 2D J=3/2,1.5,1.5,-2.719,-2.719,0.1,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_043,,,,,,,,,,Al I,10872.975,4.085,5.224985,4p 2Po J=1/2,6s 2S J=1/2,0.5,0.5,-1.326,-1.326,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_044,,,,,,,,,,Al I,10891.732,4.087,5.225021,4p 2Po J=3/2,6s 2S J=1/2,1.5,0.5,-1.027,-1.027,0.04,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_045,,,,,,,,,,Al I,13123.416,3.143,4.087497,4s 2S J=1/2,4p 2Po J=3/2,0.5,1.5,0.219,0.219,0.013,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
nl2017_a1_046,,,,,,,,,,Al I,13150.753,3.143,4.085534,4s 2S J=1/2,4p 2Po J=1/2,0.5,0.5,-0.083,-0.083,0.013,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities
