gf_grade,log_gf,element,ion,wavelength_air_A,ew_mA,ew_err_mA,chi2,observed_depth,rew,n_contaminants,worst_contaminant_depth,drop_reason,detail
UNGRADED,-2.085,Fe,I,5806.6267,63.33,3.85,0.0026,0.2176,-4.9623,0,0.01,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.95,Fe,I,5806.7248,64.45,8.15,0.0027,0.3853,-4.9547,0,0.01,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.143,Fe,I,5809.1552,58.32,1.86,0.0002,0.336,-4.9983,0,0.005,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.951,Fe,I,5834.025,27.44,3.01,0.0006,0.1344,-5.3276,0,0.0,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.978,Fe,I,5835.4181,55.16,8.56,0.0007,0.0625,-5.0244,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.842,Fe,II,5835.492,54.39,18.77,0.0007,0.0625,-5.0306,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.086,Fe,I,5848.0661,44.55,3.07,0.0009,0.2801,-5.1182,0,0.0,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.23,Fe,I,5852.218,48.04,10.37,0.006,0.3121,-5.0857,0,0.022,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.13,Fe,I,5877.788,16.42,2.71,0.0003,0.125,-5.5538,0,0.012,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.458,Fe,I,5885.0534,66.02,20.68,0.0065,0.0417,-4.9501,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.73,Fe,I,5905.6709,65.19,1.93,0.0005,0.4313,-4.9571,0,0.009,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.512,Fe,I,5907.8626,18.78,2.94,0.0008,0.1133,-5.4977,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.994,Fe,I,5916.2469,66.88,11.19,0.0026,0.4142,-4.9468,0,0.016,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.861,Fe,I,5942.6198,61.64,22.67,0.0025,0.1862,-4.9841,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
A,-4.605,Fe,I,5956.6933,56.19,5.47,0.0012,0.4349,-5.0253,0,0.004,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.304,Fe,I,5975.347,62.81,9.03,0.0059,0.3661,-4.9783,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.692,Fe,I,5975.3509,62.81,8.49,0.0059,0.3661,-4.9783,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-4.296,Fe,I,5986.9555,67.88,3.2,0.0003,0.2525,-4.9455,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.776,Fe,I,6005.5217,25.5,6.26,0.001,0.2023,-5.372,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-4.038,Fe,I,6012.2095,32.84,8.7,0.008,0.1923,-5.2626,0,0.009,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.089,Fe,I,6027.0505,70.61,0.78,0.0001,0.4741,-4.9312,0,0.0,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.698,Fe,I,6027.3088,71.92,1.44,0.0001,0.03,-4.9233,0,0.0,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.403,Fe,I,6035.3366,10.58,1.77,0.0002,0.0678,-5.7562,0,0.004,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-4.283,Fe,I,6036.6559,14.13,1.35,0.0001,0.0262,-5.6307,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.095,Fe,I,6047.0574,18.64,7.67,0.0002,0.0281,-5.5111,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.371,Fe,I,6060.5607,19.75,3.97,0.0,0.0266,-5.4869,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.238,Fe,I,6061.6414,27.58,8.16,0.0007,0.041,-5.342,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.02,Fe,I,6079.0073,65.88,8.54,0.0067,0.3547,-4.9651,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.697,Fe,I,6079.0569,65.87,8.53,0.0067,0.3547,-4.9651,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.4,Fe,I,6093.6421,28.04,5.59,0.0013,0.2401,-5.3371,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.859,Fe,I,6098.2432,21.11,9.66,0.0019,0.1279,-5.4607,0,0.007,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.399,Fe,I,6127.9058,54.68,5.98,0.0017,0.3701,-5.0495,0,0.006,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.827,Fe,II,6147.7341,77.37,12.63,0.0018,0.3416,-4.9001,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.671,Fe,I,6147.8339,76.99,3.99,0.0018,0.3613,-4.9023,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
B,-2.724,Fe,II,6149.2459,46.47,9.12,0.0053,0.2656,-5.1216,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.299,Fe,I,6151.6169,52.88,1.49,0.0002,0.3771,-5.0657,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.16,Fe,I,6157.7275,68.16,3.7,0.0004,0.4303,-4.9559,0,0.008,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.586,Fe,I,6180.2018,67.05,0.65,0.0,0.402,-4.9646,0,0.032,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.62,Fe,I,6187.9888,54.75,3.74,0.0015,0.341,-5.0532,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.12,Fe,I,6226.7338,34.59,1.04,0.0001,0.2092,-5.2553,0,0.004,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.759,Fe,I,6267.6756,20.45,2.62,0.0001,0.0418,-5.4864,0,0.0,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.363,Fe,I,6267.7652,20.97,2.52,0.0001,0.0428,-5.4755,0,0.0,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.47,Fe,I,6270.223,60.34,2.27,0.0009,0.4052,-5.0167,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.566,Fe,I,6286.1324,30.48,8.35,0.0012,0.1493,-5.3144,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.141,Fe,I,6311.4991,43.04,11.13,0.0031,0.2214,-5.1663,0,0.015,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.376,Fe,I,6380.7428,57.37,0.78,0.0,0.3707,-5.0462,0,0.009,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.644,Fe,I,6383.7077,13.15,3.39,0.0008,0.0667,-5.6861,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.414,Fe,II,6383.722,13.16,3.61,0.0009,0.0667,-5.6858,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.975,Fe,I,6385.7172,18.8,4.33,0.0009,0.0835,-5.5311,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.754,Fe,I,6403.0997,19.4,5.57,0.0,0.0314,-5.5186,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.877,Fe,II,6416.919,40.09,10.75,0.002,0.272,-5.2043,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.109,Fe,I,6416.9327,40.03,10.57,0.0019,0.272,-5.2049,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.65,Fe,I,6459.1732,8.55,1.37,0.0001,0.0261,-5.8782,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-4.321,Fe,I,6469.1172,72.61,1.74,0.0002,0.3189,-4.9498,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.73,Fe,I,6469.1917,72.51,1.82,0.0002,0.3761,-4.9505,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.853,Fe,II,6482.2039,74.34,5.38,0.0027,0.0542,-4.9405,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.31,Fe,II,6516.0766,79.4,6.26,0.0025,0.359,-4.9142,0,0.012,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.36,Fe,I,6533.9276,54.49,5.42,0.0008,0.2839,-5.0789,0,0.021,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.38,Fe,I,6569.2137,78.03,1.19,0.0001,0.473,-4.9253,0,0.016,UNEXPLAINED,no pipeline rule accounts for this drop
A,-5.023,Fe,I,6574.2262,40.36,8.61,0.0068,0.2368,-5.2119,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.97,Fe,I,6597.5588,50.07,3.39,0.001,0.3145,-5.1198,0,0.023,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.666,Fe,I,6608.9511,77.53,2.52,0.0007,0.0852,-4.9307,0,0.007,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.72,Fe,I,6639.6931,40.18,1.34,0.0001,0.1475,-5.2181,0,0.007,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.46,Fe,I,6639.8756,38.6,1.24,0.0001,0.1026,-5.2356,0,0.007,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.297,Fe,I,6672.6778,30.52,8.59,0.0001,0.0406,-5.3397,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.101,Fe,I,6699.1408,30.57,4.71,0.0003,0.0716,-5.3407,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-4.774,Fe,I,6703.4195,40.89,11.72,0.0024,0.0531,-5.2147,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.87,Fe,I,6705.1005,56.3,9.32,0.0018,0.2969,-5.0759,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-4.88,Fe,I,6710.3176,22.48,1.2,0.0001,0.1274,-5.4749,0,0.005,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.16,Fe,I,6712.438,64.58,10.09,0.0012,0.0443,-5.0168,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.55,Fe,I,6712.5051,68.4,8.95,0.0011,0.0443,-4.9918,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.133,Fe,I,6726.6658,52.6,1.76,0.0004,0.3197,-5.1068,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.379,Fe,I,6729.0116,14.22,1.15,0.0001,0.0822,-5.6751,0,0.006,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.15,Fe,I,6733.1498,30.36,0.89,0.0001,0.2024,-5.3459,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.052,Fe,I,6737.9847,36.22,4.56,0.0004,0.1722,-5.2696,0,0.006,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-4.794,Fe,I,6739.52,18.19,5.37,0.0008,0.1162,-5.5688,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.484,Fe,I,6745.9518,12.54,1.68,0.0002,0.0887,-5.7307,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.618,Fe,I,6750.151,80.66,3.6,0.0011,0.5088,-4.9227,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.82,Fe,I,6777.4079,13.45,0.82,0.0,0.0943,-5.7023,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.729,Fe,I,6777.4552,13.44,0.81,0.0,0.0943,-5.7027,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.983,Fe,I,6803.8285,52.3,3.18,0.0002,0.081,-5.1143,0,0.006,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.066,Fe,I,6803.8795,46.73,2.61,0.0002,0.105,-5.1632,0,0.006,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.496,Fe,I,6803.9989,50.12,2.71,0.0002,0.1889,-5.1328,0,0.006,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.13,Fe,I,6806.8425,42.74,0.76,0.0,0.281,-5.2021,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.191,Fe,I,6819.4948,63.32,10.92,0.0017,0.0916,-5.0322,0,0.005,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.773,Fe,I,6819.5883,68.6,10.91,0.0017,0.0992,-4.9974,0,0.005,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.22,Fe,I,6820.3709,46.99,1.01,0.0001,0.3049,-5.1618,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.13,Fe,I,6824.8231,18.45,3.78,0.0,0.0733,-5.5681,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.041,Fe,I,6833.2255,15.37,1.01,0.0,0.1094,-5.648,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.361,Fe,I,6838.8273,62.11,9.73,0.0014,0.1973,-5.0418,0,0.004,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.452,Fe,I,6838.9236,61.75,9.65,0.0014,0.1873,-5.0444,0,0.004,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.22,Fe,I,6842.6853,61.95,12.28,0.0093,0.2669,-5.0432,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.73,Fe,I,6843.6549,67.46,7.88,0.0023,0.3828,-5.0062,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-5.32,Fe,I,6851.6347,17.55,4.42,0.0001,0.0584,-5.5915,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.903,Fe,I,6858.1478,62.15,2.23,0.0006,0.3351,-5.0428,0,0.015,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.3,Ni,I,5057.982,39.3,6.16,0.0027,0.2748,-5.1096,0,0.008,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.08,Ni,I,5094.3967,34.22,2.81,0.0012,0.2802,-5.1728,0,0.012,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.3,Ni,I,5176.5433,62.05,3.21,0.002,0.4662,-4.9213,0,0.035,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.3,Ni,I,5176.552,62.23,3.22,0.002,0.4662,-4.92,0,0.035,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.16,Ni,I,5494.8786,24.44,7.09,0.0041,0.1629,-5.3519,0,0.012,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,5578.664,63.88,3.04,0.0004,0.4434,-4.9412,0,0.005,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.24,Ni,I,5748.322,49.43,6.66,0.0032,0.2439,-5.0656,0,0.01,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.24,Ni,I,5748.359,50.6,6.81,0.0033,0.2439,-5.0554,0,0.01,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.579,Ni,I,5805.1888,52.54,13.72,0.0056,0.3085,-5.0433,0,0.005,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.03,Ni,I,6039.3035,19.4,2.58,0.0002,0.036,-5.4932,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6086.251,51.66,5.41,0.0029,0.3209,-5.0712,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6111.0382,40.89,2.55,0.0003,0.2522,-5.1745,0,0.01,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.865,Ni,I,6111.0577,40.75,2.53,0.0003,0.2522,-5.176,0,0.01,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.43,Ni,I,6128.957,36.93,6.3,0.0041,0.213,-5.22,0,0.017,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.96,Ni,I,6130.1152,24.3,5.73,0.0023,0.1752,-5.4019,0,0.016,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.53,Ni,I,6175.3555,57.42,15.55,0.0078,0.3477,-5.0316,0,0.019,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6176.751,76.13,4.72,0.0034,0.3984,-4.9092,0,0.006,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6186.6803,42.65,5.71,0.0035,0.2241,-5.1615,0,0.018,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6327.559,44.63,0.69,0.0001,0.2862,-5.1516,0,0.006,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6378.214,39.51,0.81,0.0001,0.2275,-5.208,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.333,Ni,I,6378.26,39.45,0.69,0.0001,0.2275,-5.2087,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6482.7244,57.83,8.38,0.0058,0.2333,-5.0496,0,0.004,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6482.7546,57.83,8.38,0.0058,0.2818,-5.0496,0,0.004,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.598,Ni,I,6502.1901,55.15,24.55,0.0007,0.0322,-5.0715,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6598.5564,38.08,5.68,0.0026,0.1822,-5.2388,0,0.005,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,Ni,I,6635.0831,35.38,11.64,0.0068,0.1677,-5.2731,0,0.01,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.33,Ni,I,6759.447,25.66,9.38,0.0001,0.0647,-5.4207,0,0.004,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.14,Ni,I,6767.77,82.46,1.0,0.0,0.4991,-4.9142,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.419,Ni,I,6772.2489,56.49,1.62,0.0004,0.2949,-5.0788,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.98,Ni,I,6772.2999,54.59,1.51,0.0004,0.3366,-5.0936,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.761,Ni,I,6782.5017,17.06,5.7,0.0002,0.0779,-5.5994,0,0.001,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,S,I,6045.9723,27.06,1.66,0.0,0.0742,-5.3491,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,S,I,6052.5936,51.62,20.46,0.0006,0.0609,-5.0691,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.7165,S,I,6052.6559,54.56,9.39,0.0006,0.068,-5.0451,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.3472,S,I,6743.58,47.02,22.0,0.0006,0.0676,-5.1566,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
