element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,problem_class,problem_status,problem_tickets,problem_action,ew_inversion,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2
Fe,I,4510.8205,kpno_solar_atlas,45.29157081575543,"PROFILE-FIT (voigt); gap 1.070 A; model integrated; chi2_red=0.0008153; sigma_fit=0.1984 A (init 0.0259, floor 0.0038); ew_err=66.54 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0448",7.34584375,-4.998238162197876,ENGINE-A,True,,,,,,True,,,,
Fe,I,4781.7419,kpno_solar_atlas,50.40306849149251,"PROFILE-FIT (voigt); gap 0.031 A; model integrated; chi2_red=0.001198; sigma_fit=0.4000 A (init 0.0274, floor 0.0041); ew_err=21.70 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0476",7.516625,-4.977129154179201,ENGINE-A,True,,,,,,True,,,,
Fe,I,4787.8264,kpno_solar_atlas,53.373410681502655,"PROFILE-FIT (voigt); gap 0.086 A; model integrated; chi2_red=0.0001463; sigma_fit=0.0150 A (init 0.0275, floor 0.0041); ew_err=17.61 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0476",7.56378125,-4.952813439010544,ENGINE-A,True,,,,,,True,,,,
Fe,I,4932.0836,kpno_solar_atlas,52.17726892637214,"PROFILE-FIT (voigt); gap 0.035 A; model integrated; chi2_red=0.0001248; sigma_fit=0.0370 A (init 0.0283, floor 0.0042); ew_err=15.46 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0492",8.51,-4.975549085956095,ENGINE-A,True,,ABUNDANCE_OUTLIER,owed,"764,783,782,809",flag,True,,,,
Fe,I,4974.2458,kpno_solar_atlas,30.35698153326133,"PROFILE-FIT (voigt); gap 0.107 A; model integrated; chi2_red=6.347e-05; sigma_fit=0.1245 A (init 0.0285, floor 0.0042); ew_err=52.67 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0496",,-5.214468655481391,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,5054.6423,kpno_solar_atlas,51.72684247019093,"PROFILE-FIT (voigt); gap 0.568 A; model integrated; chi2_red=0.0004025; sigma_fit=0.0192 A (init 0.0290, floor 0.0043); ew_err=3.29 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0504",7.649671875,-4.989974458610225,ENGINE-A,True,,,,,,True,,,,
Fe,I,5106.4573,kpno_solar_atlas,50.74977092218517,"PROFILE-FIT (voigt); gap 0.218 A; model integrated; chi2_red=0.000255; sigma_fit=0.0529 A (init 0.0293, floor 0.0043); ew_err=92.22 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0508",7.9011875,-5.002685618463817,ENGINE-A,True,,,,,,True,,,,
Fe,I,5223.1824,kpno_solar_atlas,39.90852020339654,"PROFILE-FIT (voigt); gap 0.257 A; model integrated; chi2_red=0.00421; sigma_fit=0.0070 A (init 0.0299, floor 0.0044); ew_err=8.89 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0520",7.242375,-5.116869567636698,ENGINE-A,True,,,,,,True,,,,
Fe,I,5257.6544,kpno_solar_atlas,28.568795941708988,"PROFILE-FIT (voigt); gap 0.063 A; model integrated; chi2_red=7.54e-05; sigma_fit=0.0311 A (init 0.0301, floor 0.0045); ew_err=4.77 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0524",7.8771875,-5.264900098318347,ENGINE-A,True,,,,,,True,,,,
Fe,I,5293.9582,kpno_solar_atlas,38.52165775438001,"PROFILE-FIT (voigt); gap 0.127 A; model integrated; chi2_red=0.001127; sigma_fit=0.0164 A (init 0.0304, floor 0.0045); ew_err=3.84 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0528",7.184640625,-5.138075539445368,ENGINE-A,True,,,,,,True,,,,
Fe,I,5295.3121,kpno_solar_atlas,34.95378214884716,"PROFILE-FIT (voigt); gap 0.464 A; model integrated; chi2_red=0.001097; sigma_fit=0.0249 A (init 0.0304, floor 0.0045); ew_err=3.44 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0528",7.470890625,-5.180397386901326,ENGINE-A,True,,,,,,True,,,,
Fe,I,5308.4567,kpno_solar_atlas,34.98839194457394,"PROFILE-FIT (voigt); gap 0.047 A; model integrated; chi2_red=0.0004608; sigma_fit=0.0124 A (init 0.0304, floor 0.0045); ew_err=17.57 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0528",,-5.181044296351457,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,5321.1073,kpno_solar_atlas,53.31071730365756,"PROFILE-FIT (voigt); gap 0.600 A; model integrated; chi2_red=0.0003027; sigma_fit=0.0167 A (init 0.0305, floor 0.0045); ew_err=10.93 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0528,lm0532",7.48646875,-4.9991874904893985,ENGINE-A,True,,,,,,True,,,,
Fe,I,5333.7683,kpno_solar_atlas,35.01485419787759,"PROFILE-FIT (voigt); gap 0.046 A; model integrated; chi2_red=0.0003584; sigma_fit=0.4000 A (init 0.0306, floor 0.0045); ew_err=267.30 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0532",8.131859375,-5.182781823639133,ENGINE-A,True,,,,,,True,,,,
Fe,I,5366.42,kpno_solar_atlas,27.39046602809493,"PROFILE-FIT (voigt); gap 0.921 A; model integrated; chi2_red=0.0001419; sigma_fit=0.2918 A (init 0.0308, floor 0.0046); ew_err=198.90 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0536",,-5.292085237982689,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,5379.5734,kpno_solar_atlas,67.65803003345668,"PROFILE-FIT (voigt); gap 0.764 A; model integrated; chi2_red=4.097e-05; sigma_fit=0.0354 A (init 0.0308, floor 0.0046); ew_err=3.63 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0536",7.5999375,-4.900428489002141,ENGINE-A,True,,,,,,True,,,,
Fe,I,5386.3328,kpno_solar_atlas,37.88401227104289,"PROFILE-FIT (voigt); gap 0.627 A; model integrated; chi2_red=0.0003828; sigma_fit=0.0293 A (init 0.0309, floor 0.0046); ew_err=5.86 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0536",7.4553125,-5.15283721461414,ENGINE-A,True,,,,,,True,,,,
Fe,I,5417.0332,kpno_solar_atlas,41.99197990450934,"PROFILE-FIT (voigt); gap 1.735 A; model integrated; chi2_red=1.351e-05; sigma_fit=0.0254 A (init 0.0311, floor 0.0046); ew_err=2.06 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0540",,-5.110595145380204,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,5441.3386,kpno_solar_atlas,39.2973400003072,"PROFILE-FIT (voigt); gap 1.068 A; model integrated; chi2_red=9.347e-05; sigma_fit=0.0230 A (init 0.0312, floor 0.0046); ew_err=1.96 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0540,lm0544",7.614515625,-5.14134259734649,ENGINE-A,True,,,,,,True,,,,
Fe,I,5461.5489,kpno_solar_atlas,31.414345818692443,"PROFILE-FIT (voigt); gap 0.677 A; model integrated; chi2_red=4.649e-05; sigma_fit=0.0249 A (init 0.0313, floor 0.0046); ew_err=7.83 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0544",7.70140625,-5.240187806190599,ENGINE-A,True,,,,,,True,,,,
Fe,I,5464.2795,kpno_solar_atlas,48.36833738497938,"PROFILE-FIT (voigt); gap 1.792 A; model integrated; chi2_red=0.001039; sigma_fit=0.0180 A (init 0.0313, floor 0.0046); ew_err=16.85 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0544",7.365421875,-5.05297174638115,ENGINE-A,True,,,,,,True,,,,
Fe,I,5472.7084,kpno_solar_atlas,56.66016271439947,"PROFILE-FIT (voigt); gap 0.019 A; model integrated; chi2_red=0.002224; sigma_fit=0.0156 A (init 0.0314, floor 0.0046); ew_err=12.27 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0544",7.4493125,-4.98492449105452,ENGINE-A,True,,,,,,True,,,,
Fe,I,5478.4549,kpno_solar_atlas,59.562159273297645,"PROFILE-FIT (voigt); gap 0.081 A; model integrated; chi2_red=0.0002546; sigma_fit=0.0507 A (init 0.0314, floor 0.0047); ew_err=7.45 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0544,lm0548",8.1594375,-4.963687657181899,ENGINE-A,True,,,,,,True,,,,
Fe,I,5505.8807,kpno_solar_atlas,69.04209762852223,"PROFILE-FIT (voigt); gap 0.040 A; model integrated; chi2_red=0.0003027; sigma_fit=0.0170 A (init 0.0316, floor 0.0047); ew_err=24.71 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0548",7.221796875,-4.901712819389514,ENGINE-A,True,,,,,,True,,,,
Fe,I,5508.4084,kpno_solar_atlas,42.801737382322415,"PROFILE-FIT (voigt); gap 0.214 A; model integrated; chi2_red=0.0007909; sigma_fit=0.1645 A (init 0.0316, floor 0.0047); ew_err=6.70 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0548",,-5.10956473390115,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,5522.4458,kpno_solar_atlas,49.40904905555174,"PROFILE-FIT (voigt); gap 0.868 A; model integrated; chi2_red=3.304e-05; sigma_fit=0.0321 A (init 0.0317, floor 0.0047); ew_err=1.96 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0548,lm0552",,-5.048324966803677,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,5525.477,kpno_solar_atlas,68.85585658582897,"PROFILE-FIT (voigt); gap 0.066 A; model integrated; chi2_red=0.001003; sigma_fit=0.0184 A (init 0.0317, floor 0.0047); ew_err=2.22 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0552",7.194640625,-4.9044288900815305,ENGINE-A,True,,,,,,True,,,,
Fe,I,5525.5433,kpno_solar_atlas,68.94842077247962,"PROFILE-FIT (voigt); gap 0.066 A; model integrated; chi2_red=0.00101; sigma_fit=0.0183 A (init 0.0317, floor 0.0047); ew_err=3.23 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0552",7.194640625,-4.9038506631988295,ENGINE-A,True,,,,,,True,,,,
Fe,I,5532.7462,kpno_solar_atlas,66.44469201610461,"PROFILE-FIT (voigt); gap 0.118 A; model integrated; chi2_red=0.0009585; sigma_fit=0.0627 A (init 0.0317, floor 0.0047); ew_err=6.70 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0552",7.368421875,-4.920480455843014,ENGINE-A,True,,,,,,True,,,,
Fe,I,5532.8637,kpno_solar_atlas,66.00811688659485,"PROFILE-FIT (voigt); gap 0.118 A; model integrated; chi2_red=0.0008983; sigma_fit=0.0642 A (init 0.0317, floor 0.0047); ew_err=6.73 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0552",7.387,-4.923352628513346,ENGINE-A,True,,,,,,True,,,,
Fe,I,5536.5801,kpno_solar_atlas,28.94472249423202,"PROFILE-FIT (voigt); gap 1.100 A; model integrated; chi2_red=0.0001919; sigma_fit=0.1804 A (init 0.0317, floor 0.0047); ew_err=144.01 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0552",8.072546875,-5.281672197264307,ENGINE-A,True,,,,,,True,,,,
Fe,I,5546.5051,kpno_solar_atlas,67.95249645930717,"PROFILE-FIT (voigt); gap 0.485 A; model integrated; chi2_red=0.00447; sigma_fit=0.0118 A (init 0.0318, floor 0.0047); ew_err=4.88 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0552",7.396578125,-4.911814000054794,ENGINE-A,True,,,,,,True,,,,
Fe,I,5553.5765,kpno_solar_atlas,68.5237861606656,"PROFILE-FIT (voigt); gap 0.101 A; model integrated; chi2_red=0.000938; sigma_fit=0.0721 A (init 0.0318, floor 0.0047); ew_err=5.19 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0552",8.0178125,-4.908731407480648,ENGINE-A,True,,,,,,True,,,,
Fe,I,5560.2109,kpno_solar_atlas,59.777972371566825,"PROFILE-FIT (voigt); gap 0.318 A; model integrated; chi2_red=0.0003234; sigma_fit=0.0323 A (init 0.0319, floor 0.0047); ew_err=1.95 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0552,lm0556",7.2873203125,-4.968550084800248,ENGINE-A,True,,,,,,True,,,,
Fe,I,5568.81,kpno_solar_atlas,36.66274100444599,"PROFILE-FIT (voigt); gap 1.054 A; model integrated; chi2_red=0.0004485; sigma_fit=0.4000 A (init 0.0319, floor 0.0047); ew_err=202.68 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0556",7.609515625,-5.181537469767399,ENGINE-A,True,,,,,,True,,,,
Fe,I,5584.0216,kpno_solar_atlas,30.552989892574924,"PROFILE-FIT (voigt); gap 0.119 A; model integrated; chi2_red=0.0001581; sigma_fit=0.4000 A (init 0.0320, floor 0.0047); ew_err=105.89 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0556",6.85665625,-5.261893373158487,ENGINE-A,True,,,,,,True,,,,
Fe,I,5607.6637,kpno_solar_atlas,20.139000045445645,"PROFILE-FIT (voigt); gap 0.674 A; model integrated; chi2_red=0.0001415; sigma_fit=0.0102 A (init 0.0322, floor 0.0048); ew_err=1.10 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0560",7.5969375,-5.444744057563703,ENGINE-A,True,,BAD_GF,owed,"785,713",flag,True,,,,
Fe,I,5609.9605,kpno_solar_atlas,24.730572629589307,"PROFILE-FIT (voigt); gap 0.173 A; model integrated; chi2_red=0.0001247; sigma_fit=0.3653 A (init 0.0322, floor 0.0048); ew_err=19.74 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0560",8.840984375,-5.355725630932039,ENGINE-A,True,,ABUNDANCE_OUTLIER,owed,"764,783,782,809",flag,True,,,,
Fe,I,5611.3561,kpno_solar_atlas,12.971459542581975,"PROFILE-FIT (voigt); gap 0.315 A; model integrated; chi2_red=8.532e-05; sigma_fit=0.0072 A (init 0.0322, floor 0.0048); ew_err=1.30 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0560",,-5.636078984718272,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,5617.1896,kpno_solar_atlas,50.72139234911453,"PROFILE-FIT (voigt); gap 1.442 A; model integrated; chi2_red=0.0001141; sigma_fit=0.0444 A (init 0.0322, floor 0.0048); ew_err=5.43 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0560",7.66625,-5.044327916274726,ENGINE-A,True,,,,,,True,,,,
Fe,I,5618.632,kpno_solar_atlas,59.252497142566334,"PROFILE-FIT (voigt); gap 0.963 A; model integrated; chi2_red=0.0001783; sigma_fit=0.0307 A (init 0.0322, floor 0.0048); ew_err=7.11 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0560",7.41515625,-4.976923930300804,ENGINE-A,True,,,,,,True,,,,
Fe,I,5619.595,kpno_solar_atlas,46.41857973684556,"PROFILE-FIT (voigt); gap 0.431 A; model integrated; chi2_red=0.0005797; sigma_fit=0.0131 A (init 0.0322, floor 0.0048); ew_err=11.91 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0560",7.34684375,-5.083013169146771,ENGINE-A,True,,,,,,True,,,,
Fe,I,5620.3945,kpno_solar_atlas,53.91919026099245,"PROFILE-FIT (voigt); gap 0.098 A; model integrated; chi2_red=0.0004799; sigma_fit=0.0318 A (init 0.0322, floor 0.0048); ew_err=9.37 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0560",7.4113671875,-5.018023438619223,ENGINE-A,True,,,,,,True,,,,
Fe,I,5620.4924,kpno_solar_atlas,53.80597031389742,"PROFILE-FIT (voigt); gap 0.098 A; model integrated; chi2_red=0.0004557; sigma_fit=0.0325 A (init 0.0322, floor 0.0048); ew_err=9.36 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0560",7.4113671875,-5.018943897215641,ENGINE-A,True,,,,,,True,,,,
Fe,I,5635.8039,kpno_solar_atlas,47.07905276354522,"PROFILE-FIT (voigt); gap 0.891 A; model integrated; chi2_red=0.0007547; sigma_fit=0.0125 A (init 0.0323, floor 0.0048); ew_err=4.38 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0560",7.70140625,-5.078128157054156,ENGINE-A,True,,,,,,True,,,,
Fe,I,5650.7051,kpno_solar_atlas,48.90336912726372,"PROFILE-FIT (voigt); gap 0.718 A; model integrated; chi2_red=0.0001031; sigma_fit=0.0195 A (init 0.0324, floor 0.0048); ew_err=9.46 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0564",7.808875,-5.062763862603977,ENGINE-A,True,,,,,,True,,,,
Fe,I,5651.4683,kpno_solar_atlas,23.483334117094437,"PROFILE-FIT (voigt); gap 0.763 A; model integrated; chi2_red=5.69e-05; sigma_fit=0.0242 A (init 0.0324, floor 0.0048); ew_err=8.16 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0564",7.63209375,-5.38140153869533,ENGINE-A,True,,,,,,True,,,,
Fe,I,5652.3173,kpno_solar_atlas,32.292372164315495,"PROFILE-FIT (voigt); gap 0.849 A; model integrated; chi2_red=5.471e-05; sigma_fit=0.0266 A (init 0.0324, floor 0.0048); ew_err=3.93 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0564",7.613515625,-5.2431265845191595,ENGINE-A,True,,,,,,True,,,,
Fe,I,5653.8644,kpno_solar_atlas,51.69215471603877,"PROFILE-FIT (voigt); gap 1.055 A; model integrated; chi2_red=0.001348; sigma_fit=0.0100 A (init 0.0324, floor 0.0048); ew_err=5.71 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0564",7.8781875,-5.038920752824625,ENGINE-A,True,,,,,,True,,,,
Fe,I,5679.0229,kpno_solar_atlas,71.08033242673284,"PROFILE-FIT (voigt); gap 0.644 A; model integrated; chi2_red=0.0001516; sigma_fit=0.0315 A (init 0.0326, floor 0.0048); ew_err=2.14 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0564,lm0568",,-4.90252416969337,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,5691.4963,kpno_solar_atlas,53.72772536680353,"PROFILE-FIT (voigt); gap 1.071 A; model integrated; chi2_red=0.0001994; sigma_fit=0.0180 A (init 0.0326, floor 0.0048); ew_err=9.81 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0568",7.7365625,-5.025028003318961,ENGINE-A,True,,,,,,True,,,,
Fe,I,5730.854,kpno_solar_atlas,37.52775937849244,"PROFILE-FIT (voigt); gap 0.428 A; model integrated; chi2_red=0.0002833; sigma_fit=0.3105 A (init 0.0329, floor 0.0049); ew_err=123.04 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0572",8.002234375,-5.183866709127736,ENGINE-A,True,,,,,,True,,,,
Fe,I,5741.8473,kpno_solar_atlas,46.077386545006966,"PROFILE-FIT (voigt); gap 1.113 A; model integrated; chi2_red=0.0002484; sigma_fit=0.0085 A (init 0.0329, floor 0.0049); ew_err=2.70 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0572",7.790296875,-5.095563800144151,ENGINE-A,True,,,,,,True,,,,
Fe,I,5742.96,kpno_solar_atlas,46.781282459890384,"PROFILE-FIT (voigt); gap 0.497 A; model integrated; chi2_red=0.0004021; sigma_fit=0.2436 A (init 0.0329, floor 0.0049); ew_err=60.39 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0572",8.26390625,-5.0890636680442345,ENGINE-A,True,,,,,,True,,,,
Fe,I,5752.0312,kpno_solar_atlas,71.06116072842431,"PROFILE-FIT (voigt); gap 1.091 A; model integrated; chi2_red=0.0001543; sigma_fit=0.0229 A (init 0.0330, floor 0.0049); ew_err=15.95 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0572",7.8691875,-4.908188935997103,ENGINE-A,True,,,,,,True,,,,
Fe,I,5759.5257,kpno_solar_atlas,43.63477477098529,"PROFILE-FIT (voigt); gap 0.264 A; model integrated; chi2_red=0.0004563; sigma_fit=0.1139 A (init 0.0330, floor 0.0049); ew_err=32.60 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0572,lm0576",7.76971875,-5.120553981897829,ENGINE-A,True,,,,,,True,,,,
Fe,I,5806.7248,kpno_solar_atlas,72.42205955863068,"PROFILE-FIT (voigt); gap 0.968 A; model integrated; chi2_red=0.0002455; sigma_fit=0.0171 A (init 0.0333, floor 0.0049); ew_err=3.51 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0580",7.7385625,-4.904060372617569,ENGINE-A,True,,,,,,True,,,,
Fe,I,5809.1552,kpno_solar_atlas,67.00975554864553,"PROFILE-FIT (voigt); gap 0.062 A; model integrated; chi2_red=0.0002344; sigma_fit=0.0183 A (init 0.0333, floor 0.0049); ew_err=1.30 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0580",7.7285625,-4.937974945803654,ENGINE-A,True,,,,,,True,,,,
Fe,I,5809.217,kpno_solar_atlas,67.05738434707558,"PROFILE-FIT (voigt); gap 0.062 A; model integrated; chi2_red=0.0002309; sigma_fit=0.0183 A (init 0.0333, floor 0.0049); ew_err=1.14 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0580",7.7285625,-4.937670990351746,ENGINE-A,True,,,,,,True,,,,
Fe,I,5833.9249,kpno_solar_atlas,27.85045893915024,"PROFILE-FIT (voigt); gap 0.113 A; model integrated; chi2_red=5.41e-05; sigma_fit=0.0307 A (init 0.0335, floor 0.0050); ew_err=3.92 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0580",,-5.321128477983454,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,5834.0383,kpno_solar_atlas,28.04334675793751,"PROFILE-FIT (voigt); gap 0.113 A; model integrated; chi2_red=6.513e-05; sigma_fit=0.0289 A (init 0.0335, floor 0.0050); ew_err=4.32 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0580",,-5.3181394338072945,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,5845.9605,kpno_solar_atlas,16.061496079818188,"PROFILE-FIT (voigt); gap 0.195 A; model integrated; chi2_red=7.007e-05; sigma_fit=0.0968 A (init 0.0335, floor 0.0050); ew_err=31.31 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0584",7.525625,-5.5610698805440535,ENGINE-A,True,,,,,,True,,,,
Fe,I,5848.0661,kpno_solar_atlas,45.41753012926294,"PROFILE-FIT (voigt); gap 0.060 A; model integrated; chi2_red=2.727e-05; sigma_fit=0.0414 A (init 0.0335, floor 0.0050); ew_err=5.75 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0584",7.323265625,-5.109788759790641,ENGINE-A,True,,,,,,True,,,,
Fe,I,5848.1259,kpno_solar_atlas,45.43235666271789,"PROFILE-FIT (voigt); gap 0.060 A; model integrated; chi2_red=2.734e-05; sigma_fit=0.0414 A (init 0.0335, floor 0.0050); ew_err=5.78 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0584",7.323265625,-5.109651448577436,ENGINE-A,True,,,,,,True,,,,
Fe,I,5852.218,kpno_solar_atlas,46.98579636497181,"PROFILE-FIT (voigt); gap 0.930 A; model integrated; chi2_red=2.224e-05; sigma_fit=0.0322 A (init 0.0336, floor 0.0050); ew_err=1.92 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0584",7.5899375,-5.095353903450196,ENGINE-A,True,,,,,,True,,,,
