# RYA-373 conditioned CRIRES+ Vesta K-band CO (PROVISIONAL) — snapshot @ rya-373 2eadc4d, input to RYA-390 Part B validation.
# wave_vac_A: VACUUM wavelength (Angstrom; CRIRES IDP / molecfit WAVELENGTH_FRAME=VAC). flux_norm: continuum-normalized. err.
# RYA = RYA-373
# PROVIS = True
# TELL = molecfit
# CONTNORM = True
# RESTFRM = False
# SPECSYS = TOPOCENT
# WLEN = K2217
# GATE = 0.0653
# SNRFRAME = 78.8
# RVSTATUS = RV-INSUFFICIENT: ADP.2025-06-06T16:14:11.206.fits: frame-RV INSUFFIC
# GAP1 = FTS solar IR atlas (RYA-162) absent - telluric-gate final cal pending
# GAP2 = revalidate after RYA-387 0.001 re-extraction (anchors from RYA-381)
wave_vac_A,flux_norm,err
22943.92021,1.005358,198.9475
22943.98783,1.022867,199.5172
22944.05544,1.020186,201.5585
22944.12306,1.024963,202.5483
22944.19067,1.027649,202.4623
22944.25829,1.024302,200.9769
22944.32590,1.006197,201.1728
22944.39351,0.998762,199.7319
22944.46112,0.971493,199.7986
22944.52872,0.953228,199.8840
22944.59633,0.958565,202.1290
22944.66393,0.962153,203.1668
22944.73153,0.978923,204.8885
22944.79913,0.979199,206.2551
22944.86673,1.003979,205.9827
22944.93433,1.013983,206.2661
22945.00193,1.031782,206.4353
22945.06952,1.029144,205.8294
22945.13711,1.026410,204.0410
22945.20470,1.038906,203.1181
22945.27229,1.022422,200.5219
22945.33988,1.009904,198.5949
22945.40747,1.001270,198.6869
22945.47505,0.986456,199.1147
22945.54264,0.991321,200.7627
22945.61022,0.986019,200.6924
22945.67780,1.006225,203.1472
22945.74538,0.998140,203.9975
22945.81295,0.985585,205.4303
22945.88053,0.968795,205.4059
22945.94811,0.955500,204.9443
22946.01568,0.939868,206.2037
22946.08325,0.916975,204.5755
22946.15082,0.907820,203.1544
22946.21839,0.918275,202.3623
22946.28595,0.937239,200.9465
22946.35352,0.972529,201.2760
22946.42108,1.009306,200.8497
22946.48864,1.035734,202.5435
22946.55620,1.045508,201.8906
22946.62376,1.051727,200.5630
22946.69132,1.061799,198.9271
22946.75888,1.071240,197.6610
22946.82643,1.063939,195.9184
22946.89398,1.072859,193.8430
22946.96154,1.053426,192.9589
22947.02908,1.046569,194.0636
22947.09663,1.038377,195.8626
22947.16418,1.042396,199.4125
22947.23172,1.024107,203.0346
22947.29927,1.023934,205.6161
22947.36681,1.031892,206.5459
22947.43435,1.045232,207.2176
22947.50189,1.035396,208.1894
22947.56943,1.051272,209.0003
22947.63696,1.038181,208.4602
22947.70450,1.045501,209.3053
22947.77203,1.042421,207.4631
22947.83956,1.048208,206.9206
22947.90709,1.040015,205.9997
22947.97462,1.028673,206.4470
22948.04215,1.018280,204.7536
22948.10967,1.009071,204.7238
22948.17720,0.980762,205.3496
22948.24472,0.962571,206.8536
22948.31224,0.958733,205.8357
22948.37976,0.938331,207.3810
22948.44727,0.930034,206.1774
22948.51479,0.919056,206.8215
22948.58230,0.878766,206.7912
22948.64982,0.822666,207.2656
22948.71733,0.730948,206.6304
22948.78484,0.614350,205.4899
22948.85235,0.483028,204.4828
22948.91985,0.428412,203.7451
22948.98736,0.476751,200.9288
22949.05486,0.567821,199.1596
22949.12236,0.659565,198.7982
22949.18987,0.696244,196.7898
22949.25736,0.699335,195.9035
22949.32486,0.692384,194.6665
22949.39236,0.677503,190.4887
22949.45985,0.693263,184.5733
22949.52735,0.758707,174.0742
22949.59484,0.817284,160.5314
22949.66233,0.891412,144.1700
22949.72981,0.927346,136.2041
22949.79730,0.957851,142.7162
22949.86479,0.970073,154.9489
22949.93227,0.960117,166.0239
22949.99975,0.930783,170.5927
22950.06723,0.908159,170.9945
22950.13471,0.841504,170.0192
22950.20219,0.786036,168.9499
22950.26967,0.765271,170.5367
22950.33714,0.804974,177.8687
22950.40461,0.876492,184.3763
22950.47208,0.944553,192.3082
22950.53955,0.992692,196.0114
22950.60702,1.007994,198.9604
22950.67449,1.014580,200.2591
22950.74195,1.045651,199.3486
22950.80942,1.040183,196.4541
22950.87688,1.050915,194.0175
22950.94434,1.061886,187.0493
22951.01180,1.049405,181.2130
22951.07926,1.046980,179.2718
22951.14671,1.052886,183.2453
22951.21417,1.037237,190.7666
22951.28162,1.021987,197.7005
22951.34907,0.998976,202.5865
22951.41652,0.972099,203.9631
22951.48397,0.932896,204.6723
22951.55142,0.901451,207.7663
22951.61886,0.865976,207.1623
22951.68631,0.890308,208.0902
22951.75375,0.921706,209.0948
22951.82119,0.933139,207.9385
22951.88863,0.938689,207.7937
22951.95607,0.943060,207.9680
22952.02350,0.904956,206.6144
22952.09094,0.873020,204.9089
22952.15837,0.853758,202.9166
22952.22580,0.846771,199.9931
22952.29323,0.872773,195.9939
22952.36066,0.924097,192.9595
22952.42809,0.965692,189.2913
22952.49551,0.995873,191.4922
22952.56293,1.028230,194.5780
22952.63036,1.055009,195.7798
22952.69778,1.066590,196.2240
22952.76520,1.096761,196.3387
22952.83261,1.101249,192.6159
22952.90003,1.095340,189.3169
22952.96744,1.091727,187.3062
22953.03486,1.098341,186.4129
22953.10227,1.095520,189.0088
22953.16968,1.092963,194.2572
22953.23709,1.097269,198.2243
22953.30449,1.094783,201.1097
22953.37190,1.086272,204.1910
22953.43930,1.085311,206.6713
22953.50670,1.074571,207.7097
22953.57411,1.075966,210.4347
22953.64150,1.076562,210.6916
22953.70890,1.088280,210.0707
22953.77630,1.092274,209.8088
22953.84369,1.107563,210.2422
22953.91109,1.112872,209.8158
22953.97848,1.117916,209.7216
22954.04587,1.114028,209.8518
22954.11326,1.108884,209.6370
22954.18064,1.117760,208.7277
22954.24803,1.113930,208.5449
22954.31541,1.108872,207.5330
22954.38279,1.103520,207.6428
22954.45017,1.099662,207.6139
22954.51755,1.101326,208.8349
22954.58493,1.099522,208.9036
22954.65231,1.109771,210.3126
22954.71968,1.100264,210.9385
22954.78705,1.073668,211.1233
22954.85443,1.073143,210.9744
22954.92180,1.049425,210.3776
22954.98916,1.044102,211.3944
22955.05653,1.010130,210.9254
22955.12390,0.994469,210.4606
22955.19126,0.966932,210.0298
22955.25862,0.941481,209.6876
22955.32598,0.899464,209.7356
22955.39334,0.843539,209.6273
22955.46070,0.751580,210.6122
22955.52805,0.627244,209.7991
22955.59541,0.515438,207.3006
22955.66276,0.424076,207.3673
22955.73011,0.398952,205.0730
22955.79746,0.462615,204.6122
22955.86481,0.562760,201.3774
22955.93216,0.653649,199.9571
22955.99950,0.727393,197.1127
22956.06685,0.760566,194.8172
22956.13419,0.774537,190.4791
22956.20153,0.763043,184.6287
22956.26887,0.759793,174.8621
22956.33621,0.778942,160.4665
22956.40354,0.810662,146.3807
22956.47088,0.850231,134.2510
22956.53821,0.824382,130.6628
22956.60554,0.782534,139.4032
22956.67287,0.749312,152.8800
22956.74020,0.762816,163.9508
22956.80753,0.816677,172.6067
22956.87485,0.881546,176.3316
22956.94218,0.940346,178.1111
22957.00950,0.971548,176.8337
22957.07682,1.009498,176.7560
22957.14414,1.003106,178.7177
22957.21145,1.020351,182.1579
22957.27877,1.002121,186.0085
22957.34608,1.001130,183.7715
22957.41340,0.984520,179.2487
22957.48071,0.956268,175.7143
22957.54802,0.904025,177.4808
22957.61533,0.836009,183.1454
22957.68263,0.722519,189.9200
22957.74994,0.617191,196.1552
22957.81724,0.578222,199.3877
22957.88454,0.622769,203.0381
22957.95185,0.722604,202.4820
22958.01914,0.790312,204.1885
22958.08644,0.866540,202.5816
22958.15374,0.929145,202.4742
22958.22103,0.971118,200.8080
22958.28833,1.002645,197.9972
22958.35562,1.019571,192.8088
22958.42291,1.041496,185.6155
22958.49019,1.047418,173.1152
22958.55748,1.052998,161.2886
22958.62477,1.060595,156.2152
22958.69205,1.051271,161.7499
22958.75933,1.061279,173.4785
22958.82661,1.054262,181.0024
22958.89389,1.058618,189.4192
22958.96117,1.057343,195.9478
22959.02844,1.050971,200.3359
22959.09572,1.039366,203.5404
22959.16299,1.025939,205.2522
22959.23026,1.013283,207.2956
22959.29753,1.023052,208.2075
22959.36480,1.023752,208.7121
22959.43207,1.047952,209.6846
22959.49933,1.051578,208.7618
22959.56660,1.055701,209.7906
22959.63386,1.064930,209.4701
22959.70112,1.065368,209.8065
22959.76838,1.056140,209.8694
22959.83564,1.042516,209.2520
22959.90289,1.023475,208.4360
22959.97015,1.002005,206.9216
22960.03740,0.979616,206.1525
22960.10465,0.961336,206.9816
22960.17190,0.961335,207.3751
22960.23915,0.958524,209.5452
22960.30639,0.963317,210.0647
22960.37364,0.967260,210.6633
22960.44088,0.959414,211.5514
22960.50812,0.950095,211.5635
22960.57537,0.923473,210.9139
22960.64260,0.896032,209.6798
22960.70984,0.827170,207.9591
22960.77708,0.754296,205.9599
22960.84431,0.731756,203.6780
22960.91154,0.754532,202.0692
22960.97878,0.825360,202.1622
22961.04601,0.895763,201.8417
22961.11323,0.940557,202.6137
22961.18046,0.972533,202.8095
22961.24768,0.984182,202.4024
22961.31491,0.980047,201.1873
22961.38213,0.992622,198.7006
22961.44935,0.996444,195.7726
22961.51657,0.993394,188.4882
22961.58379,0.985804,180.6639
22961.65100,0.964979,178.3254
22961.71822,0.936612,180.7294
22961.78543,0.920523,188.6420
22961.85264,0.905647,196.4097
22961.91985,0.868366,201.0035
22961.98706,0.828115,204.4828
22962.05426,0.755166,205.7676
22962.12147,0.713214,205.3920
22962.18867,0.723991,206.7354
22962.25588,0.796494,207.0614
22962.32308,0.850869,206.9782
22962.39027,0.913121,206.2781
22962.45747,0.934637,204.0924
22962.52467,0.950260,201.3701
22962.59186,0.961999,199.6513
22962.65905,0.970569,197.9751
22962.72625,0.968742,194.1617
22962.79343,0.979035,189.6948
22962.86062,0.977788,181.7223
22962.92781,0.960036,177.0789
22962.99499,0.939368,178.2650
22963.06218,0.931590,186.5099
22963.12936,0.946071,192.6090
22963.19654,0.973758,199.3218
22963.26372,0.989636,201.6964
22963.33090,1.014992,203.3579
22963.39807,1.026901,204.5326
22963.46525,1.017315,205.5601
22963.53242,1.015791,205.5063
22963.59959,1.011057,206.6526
22963.66676,1.008549,206.4491
22963.73393,1.006634,204.8175
22963.80109,1.004906,202.8505
22963.86826,1.025788,201.9277
22963.93542,1.028343,203.6460
22964.00258,1.044120,206.6562
22964.06974,1.032311,208.3207
22964.13690,1.034817,210.9452
22964.20406,1.030192,212.2513
22964.27121,1.017519,211.4140
22964.33837,1.023786,211.3802
22964.40552,0.996879,210.8236
22964.47267,0.980684,210.8445
22964.53982,0.968054,210.7784
22964.60697,0.955244,210.5329
22964.67412,0.941828,212.5095
22964.74126,0.950609,213.1040
22964.80840,0.959964,214.6166
22964.87555,0.972681,213.7437
22964.94269,0.978128,213.8773
22965.00982,1.000184,213.5367
22965.07696,1.009696,212.4148
22965.14410,1.012042,212.8889
22965.21123,1.031088,210.4301
22965.27836,1.026309,208.8132
22965.34549,1.006230,207.6998
22965.41262,1.028271,206.4356
22965.47975,1.005425,205.3364
22965.54688,1.001506,206.1605
22965.61400,0.988598,207.1213
22965.68113,0.982600,208.6102
22965.74825,0.995733,209.1851
22965.81537,0.998128,211.6380
22965.88249,1.003904,212.5336
22965.94960,0.997072,212.9222
22966.01672,0.982122,214.9335
22966.08383,0.966009,214.3627
22966.15094,0.924295,212.5699
22966.21805,0.897632,214.8257
22966.28516,0.894438,212.5286
22966.35227,0.928558,212.1733
22966.41938,0.958830,210.9168
22966.48648,0.984501,210.5125
22966.55359,0.983893,211.8525
22966.62069,0.998630,212.1520
22966.68779,1.001019,212.7560
22966.75489,0.989698,212.1536
22966.82198,0.976498,210.5943
22966.88908,0.961706,208.8315
22966.95617,0.948207,204.6773
22967.02326,0.934102,201.8156
22967.09035,0.929524,201.7573
22967.15744,0.909655,205.3811
22967.22453,0.905792,208.6056
22967.29162,0.897256,211.2483
22967.35870,0.904081,211.3160
22967.42579,0.916506,212.9938
22967.49287,0.937518,213.2982
22967.55995,0.955692,211.9699
22967.62702,0.982384,210.7768
22967.69410,0.995768,209.3470
22967.76118,1.008093,207.9764
22967.82825,1.013919,206.5413
22967.89532,1.015486,206.1336
22967.96239,1.026346,203.9922
22968.02946,1.007433,203.5471
22968.09653,1.009994,202.8738
22968.16360,1.014579,203.7534
22968.23066,0.991225,205.0256
22968.29772,1.004423,207.3646
22968.36478,0.988307,209.5555
22968.43184,0.969090,212.3065
22968.49890,0.951169,213.6766
22968.56596,0.925553,215.3204
22968.63301,0.927221,215.6800
22968.70007,0.920350,216.1861
22968.76712,0.904444,217.0423
22968.83417,0.907906,215.4279
22968.90122,0.910244,215.6545
22968.96827,0.902050,216.2696
22969.03531,0.915725,213.8036
22969.10236,0.945263,215.1402
22969.16940,0.953294,213.6061
22969.23644,0.955254,211.6441
22969.30348,0.940259,209.6928
22969.37052,0.926284,207.1529
22969.43756,0.890006,207.3933
22969.50459,0.861258,206.6167
22969.57162,0.876518,205.0605
22969.63866,nan,205.4146
22969.70569,nan,205.6796
22969.77272,nan,204.9661
22969.83974,nan,206.4628
22969.90677,nan,209.6425
22969.97379,nan,210.6030
22970.04082,nan,210.9048
22970.10784,nan,209.2061
22970.17486,nan,207.7328
22970.24188,nan,203.9807
22970.30889,nan,200.8483
22970.37591,nan,202.5435
22970.44292,nan,205.8281
22970.50993,nan,209.3598
22970.57694,nan,211.3102
22970.64395,nan,213.5730
22970.71096,nan,215.2674
22970.77796,nan,217.2174
22970.84497,nan,217.1619
22970.91197,nan,217.6200
22970.97897,nan,218.1458
22971.04597,nan,218.3337
22971.11297,nan,218.1924
22971.17997,nan,219.5161
22971.24696,nan,217.8066
22971.31395,nan,218.5062
22971.38095,nan,218.9570
22971.44794,nan,219.1225
22971.51492,nan,219.7651
22971.58191,nan,219.7494
22971.64890,nan,218.6863
22971.71588,nan,219.0253
22971.78286,nan,218.8809
22971.84984,nan,219.2804
22971.91682,nan,217.6578
22971.98380,nan,219.3354
22972.05078,nan,218.0374
22972.11775,nan,217.0681
22972.18473,nan,217.4488
22972.25170,nan,216.2128
22972.31867,nan,216.1722
22972.38564,nan,215.0741
22972.45260,nan,216.0904
22972.51957,nan,214.6724
22972.58653,nan,216.3713
22972.65350,nan,216.8064
22972.72046,nan,217.8175
22972.78742,nan,217.6759
22972.85437,nan,219.0456
22972.92133,nan,218.6320
22972.98828,nan,218.9876
22973.05524,nan,219.5115
22973.12219,nan,220.1838
22973.18914,nan,220.2668
22973.25609,nan,219.4578
22973.32303,nan,219.3580
22973.38998,nan,219.4422
22973.45692,nan,221.5198
22973.52386,nan,220.1874
22973.59081,nan,220.8251
22973.65774,nan,220.6468
22973.72468,nan,219.6589
22973.79162,nan,220.3365
22973.85855,nan,221.1153
22973.92549,nan,219.7556
22973.99242,nan,220.4339
22974.05935,nan,219.3790
22974.12628,nan,219.1750
22974.19320,nan,220.5333
22974.26013,nan,219.4556
22974.32705,nan,219.5638
22974.39397,nan,219.0986
22974.46089,nan,217.7143
22974.52781,nan,216.0739
22974.59473,nan,214.7139
0.00000,0.000000,214.2985
0.00000,0.000000,212.6860
0.00000,0.000000,211.7557
0.00000,0.000000,213.1034
0.00000,0.000000,213.8837
0.00000,0.000000,216.1686
0.00000,0.000000,217.5040
0.00000,0.000000,nan
0.00000,0.000000,nan
0.00000,0.000000,nan
0.00000,0.000000,nan
0.00000,0.000000,nan
0.00000,0.000000,nan
0.00000,0.000000,nan
