reference_line_set,adopted_solar_value_lineage,use_status,source_row,species,system,delta_nu,band,wavelength_vac_nm,source_band,lower_energy_eV,published_loggf,equivalent_width_pm,element_parameter,abundance_3d,abundance_mean_3d,abundance_atmo,abundance_marcs,abundance_hm74,transition_identity_status,canonical_join_status
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,177,NH,X-X,0,(0-0),12068.331,IR,1.713,-1.615,0.583,logepsN,7.905,8.026,8.037,8.029,8.102,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,178,NH,X-X,0,(0-0),12576.702,IR,1.514,-1.653,0.759,logepsN,7.857,8.002,8.011,7.990,8.053,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,179,NH,X-X,0,(0-0),12870.162,IR,1.417,-1.674,0.994,logepsN,7.902,8.045,8.055,8.051,8.089,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,180,NH,X-X,0,(1-1),13475.164,IR,1.746,-1.733,0.381,logepsN,7.914,8.048,8.046,8.043,8.105,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,181,NH,X-X,0,(1-1),13806.663,IR,1.656,-1.754,0.438,logepsN,7.908,8.099,8.074,8.034,8.114,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,182,NH,X-X,0,(0-0),13941.013,IR,1.143,-1.746,1.419,logepsN,7.861,8.035,8.045,8.026,8.072,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,183,NH,X-X,0,(0-0),14373.640,IR,1.057,-1.774,1.488,logepsN,7.826,8.020,8.024,8.008,8.056,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,184,NH,X-X,0,(1-1),14576.537,IR,1.483,-1.801,0.489,logepsN,7.835,7.994,8.007,7.994,8.038,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,185,NH,X-X,0,(0-0),14851.890,IR,0.973,-1.804,1.743,logepsN,7.850,8.057,8.063,8.038,8.083,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,186,NH,X-X,0,(1-1),15023.045,IR,1.401,-1.828,0.609,logepsN,7.885,8.062,8.068,8.055,8.116,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,187,NH,X-X,1,(1-0),2891.001,IR,0.740,-3.411,0.201,logepsN,7.944,8.011,7.944,7.941,8.093,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,188,NH,X-X,1,(1-0),2892.479,IR,0.815,-3.365,0.180,logepsN,7.925,7.991,7.922,7.916,8.067,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,189,NH,X-X,1,(1-0),2892.855,IR,0.601,-3.508,0.192,logepsN,7.880,7.957,7.888,7.875,8.033,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,190,NH,X-X,1,(1-0),2900.364,IR,0.973,-3.278,0.156,logepsN,7.933,7.996,7.935,7.923,8.069,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,191,NH,X-X,1,(1-0),2906.836,IR,1.057,-3.236,0.139,logepsN,7.925,7.987,7.918,7.908,8.055,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,192,NH,X-X,1,(1-0),2907.451,IR,0.416,-3.668,0.211,logepsN,7.895,7.968,7.909,7.898,8.055,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,193,NH,X-X,1,(1-0),2915.442,IR,0.362,-3.726,0.218,logepsN,7.913,7.991,7.922,7.914,8.086,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,194,NH,X-X,1,(2-1),3053.669,IR,0.902,-3.234,0.194,logepsN,7.914,7.984,7.917,7.917,8.045,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,195,NH,X-X,1,(2-1),3063.770,IR,0.787,-3.339,0.190,logepsN,7.893,7.958,7.902,7.896,8.030,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,196,NH,X-X,1,(2-1),3066.213,IR,1.321,-2.962,0.145,logepsN,7.933,7.995,7.921,7.919,8.047,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,197,NH,X-X,1,(2-1),3074.895,IR,1.401,-2.922,0.124,logepsN,7.904,7.961,7.900,7.888,8.029,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,198,NH,X-X,1,(2-1),3153.969,IR,0.496,-3.811,0.144,logepsN,7.948,8.057,7.963,7.958,8.089,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,199,NH,X-X,1,(3-2),3231.031,IR,1.248,-3.037,0.139,logepsN,7.913,7.971,7.909,7.897,8.050,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,200,NH,X-X,1,(3-2),3234.146,IR,1.192,-3.087,0.147,logepsN,7.931,7.996,7.923,7.927,8.040,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,201,NH,X-X,1,(3-2),3239.229,IR,1.139,-3.139,0.148,logepsN,7.933,7.994,7.927,7.922,8.049,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,202,NH,X-X,1,(3-2),3246.273,IR,1.088,-3.194,0.150,logepsN,7.943,8.001,7.942,7.934,8.084,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,203,NH,X-X,1,(3-2),3255.261,IR,1.042,-3.251,0.149,logepsN,7.951,8.016,7.946,7.944,8.068,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,204,NH,X-X,1,(4-3),3445.428,IR,1.423,-3.049,0.090,logepsN,7.908,7.952,7.902,7.882,8.018,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,205,CN,A-X,0,(0-0),1087.516,NIR,0.056,-2.601,0.136,logepsN,7.870,8.000,7.964,7.957,8.051,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,206,CN,A-X,0,(0-0),1087.548,NIR,0.089,-2.630,0.112,logepsN,7.848,7.965,7.944,7.932,8.027,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,207,CN,A-X,0,(0-0),1088.369,NIR,0.026,-2.591,0.149,logepsN,7.867,7.999,7.963,7.957,8.056,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,208,CN,A-X,0,(0-0),1088.654,NIR,0.021,-2.596,0.151,logepsN,7.873,7.996,7.971,7.963,8.060,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,209,CN,A-X,0,(0-0),1090.053,NIR,0.190,-2.714,0.075,logepsN,7.862,7.982,7.955,7.942,8.035,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,210,CN,A-X,0,(0-0),1097.755,NIR,0.005,-2.241,0.328,logepsN,7.836,7.964,7.932,7.925,8.021,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,211,CN,A-X,0,(0-0),1098.408,NIR,0.089,-1.641,0.995,logepsN,7.828,7.948,7.917,7.910,8.003,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,212,CN,A-X,0,(0-0),1099.333,NIR,0.108,-1.598,1.118,logepsN,7.859,7.977,7.947,7.940,8.033,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,213,CN,A-X,0,(0-0),1100.843,NIR,0.056,-1.531,1.515,logepsN,7.882,8.000,7.969,7.962,8.055,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,214,CN,A-X,0,(0-0),1101.377,NIR,0.177,-1.516,1.101,logepsN,7.842,7.956,7.925,7.919,8.012,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,215,CN,A-X,0,(0-0),1101.568,NIR,0.026,-2.103,0.449,logepsN,7.859,7.986,7.953,7.946,8.041,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,216,CN,A-X,0,(0-0),1102.438,NIR,0.072,-1.466,1.531,logepsN,7.837,7.954,7.923,7.917,8.010,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,217,CN,A-X,0,(0-0),1102.478,NIR,0.164,-1.508,1.094,logepsN,7.816,7.931,7.901,7.895,7.987,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,218,CN,A-X,0,(0-0),1106.999,NIR,0.056,-1.872,0.797,logepsN,7.917,8.038,8.008,8.001,8.095,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,219,CN,A-X,0,(0-0),1107.566,NIR,0.098,-1.361,1.950,logepsN,7.876,7.989,7.958,7.952,8.045,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,220,CN,A-X,0,(0-0),1108.409,NIR,0.278,-1.416,1.106,logepsN,7.846,7.956,7.927,7.920,8.011,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,221,CN,A-X,0,(0-0),1109.599,NIR,0.294,-1.402,1.115,logepsN,7.852,7.962,7.931,7.925,8.015,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,222,CN,A-X,0,(0-0),1109.630,NIR,0.294,-2.411,0.123,logepsN,7.873,7.987,7.957,7.950,8.042,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,223,CN,A-X,0,(0-0),1110.752,NIR,0.080,-1.772,0.864,logepsN,7.876,7.998,7.966,7.960,8.053,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,224,CN,A-X,0,(0-0),1111.153,NIR,0.294,-1.385,1.220,logepsN,7.877,7.986,7.955,7.949,8.040,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,225,CN,A-X,0,(0-0),1121.072,NIR,0.152,-1.602,1.005,logepsN,7.845,7.962,7.931,7.924,8.018,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,226,CN,A-X,0,(0-0),1123.264,NIR,0.152,-1.592,1.138,logepsN,7.893,8.009,7.978,7.971,8.064,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,227,CN,A-X,0,(0-0),1124.156,NIR,0.482,-1.299,0.872,logepsN,7.822,7.926,7.895,7.889,7.979,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,228,CN,A-X,0,(0-0),1139.049,NIR,0.421,-1.033,1.998,logepsN,7.879,7.979,7.948,7.942,8.033,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,229,CN,A-X,0,(0-0),1139.477,NIR,0.665,-1.236,0.743,logepsN,7.869,7.965,7.935,7.929,8.017,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,230,CN,A-X,0,(0-0),1158.117,NIR,0.616,-0.965,1.475,logepsN,7.854,7.948,7.918,7.912,8.001,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,231,CN,A-X,0,(0-0),1164.500,NIR,0.665,-0.943,1.546,logepsN,7.902,7.994,7.964,7.958,8.047,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,232,CN,A-X,0,(0-0),1171.153,NIR,0.525,-1.309,0.946,logepsN,7.885,7.986,7.955,7.949,8.038,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,233,CN,A-X,0,(0-0),1171.531,NIR,0.740,-0.930,1.242,logepsN,7.858,7.949,7.919,7.913,8.001,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,234,CN,A-X,0,(0-0),1175.026,NIR,1.052,-1.155,0.345,logepsN,7.823,7.907,7.878,7.871,7.954,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,235,CN,A-X,0,(0-0),1176.093,NIR,1.052,-1.148,0.422,logepsN,7.906,7.989,7.959,7.954,8.038,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,236,CN,A-X,0,(0-0),1176.915,NIR,0.570,-1.292,0.849,logepsN,7.861,7.961,7.930,7.924,8.014,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,237,CN,A-X,0,(0-0),1178.520,NIR,0.593,-1.290,0.903,logepsN,7.912,8.010,7.979,7.973,8.062,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,238,CN,A-X,0,(0-0),1180.309,NIR,0.820,-0.911,1.205,logepsN,7.903,7.991,7.960,7.955,8.042,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,239,CN,A-X,0,(0-0),1182.935,NIR,0.616,-1.277,0.813,logepsN,7.871,7.969,7.939,7.932,8.021,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,240,CN,A-X,0,(0-0),1183.367,NIR,0.848,-0.905,1.060,logepsN,7.864,7.952,7.920,7.915,8.002,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,241,CN,A-X,0,(0-0),1185.287,NIR,1.146,-1.135,0.323,logepsN,7.866,7.945,7.916,7.910,7.994,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,242,CN,A-X,0,(0-0),1192.460,NIR,0.689,-1.255,0.768,logepsN,7.893,7.988,7.957,7.952,8.039,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,243,CN,A-X,0,(0-0),1192.941,NIR,0.932,-0.888,0.924,logepsN,7.864,7.949,7.919,7.914,8.001,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,244,CN,A-X,0,(0-0),1196.268,NIR,0.962,-0.883,0.979,logepsN,7.916,7.999,7.969,7.963,8.050,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,245,CN,A-X,0,(0-0),1197.852,NIR,0.740,-1.247,0.661,logepsN,7.866,7.959,7.929,7.922,8.011,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,246,CN,A-X,0,(0-0),1204.843,NIR,0.793,-1.234,0.605,logepsN,7.864,7.956,7.924,7.919,8.008,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,247,CN,A-X,0,(0-0),1207.740,NIR,1.052,-0.863,0.750,logepsN,7.858,7.940,7.909,7.904,7.990,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,248,CN,A-X,0,(0-0),1213.380,NIR,0.848,-1.217,0.585,logepsN,7.884,7.973,7.943,7.937,8.025,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,249,CN,A-X,0,(0-0),1217.121,NIR,0.875,-1.211,0.518,logepsN,7.848,7.937,7.907,7.900,7.988,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,250,CN,A-X,0,(0-0),1220.937,NIR,0.904,-1.205,0.546,logepsN,7.894,7.982,7.951,7.945,8.030,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,251,CN,A-X,0,(0-0),1230.508,NIR,1.244,-0.837,0.521,logepsN,7.852,7.927,7.896,7.891,7.975,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,252,CN,A-X,0,(0-0),1234.575,NIR,1.277,-0.833,0.477,logepsN,7.839,7.913,7.884,7.878,7.962,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,253,CN,A-X,0,(0-0),1241.187,NIR,1.052,-1.125,0.441,logepsN,7.859,7.941,7.909,7.903,7.991,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,254,CN,A-X,0,(0-0),1251.670,NIR,1.415,-0.819,0.423,logepsN,7.904,7.971,7.943,7.939,8.019,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,255,CN,A-X,0,(0-0),1254.317,NIR,1.146,-1.167,0.319,logepsN,7.845,7.924,7.895,7.889,7.974,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,256,CN,A-X,0,(0-0),1254.353,NIR,1.788,-1.077,0.087,logepsN,7.848,7.907,7.879,7.870,7.949,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,257,CN,A-X,0,(0-0),1258.865,NIR,1.178,-1.162,0.298,logepsN,7.840,7.919,7.887,7.882,7.967,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,258,CN,A-X,0,(0-0),1277.954,NIR,1.311,-1.147,0.252,logepsN,7.876,7.950,7.918,7.913,7.999,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,259,CN,A-X,0,(0-0),1286.869,NIR,1.380,-1.143,0.200,logepsN,7.836,7.908,7.874,7.871,7.955,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,260,CN,A-X,0,(0-0),1293.257,NIR,1.415,-1.136,0.216,logepsN,7.895,7.967,7.932,7.930,8.015,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,261,CN,A-X,0,(0-0),1294.349,NIR,1.749,-0.797,0.198,logepsN,7.860,7.922,7.892,7.885,7.967,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,262,CN,A-X,0,(0-0),1311.691,NIR,1.867,-0.787,0.170,logepsN,7.893,7.946,7.920,7.911,8.005,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,263,CN,A-X,0,(0-0),1320.778,NIR,1.596,-1.121,0.154,logepsN,7.899,7.962,7.934,7.927,8.014,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,264,OH,X-X,0,(0-0),9389.310,IR,3.070,-1.227,1.798,logepsO,8.718,8.779,8.770,8.761,8.834,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,265,OH,X-X,0,(0-0),9391.329,IR,3.071,-1.239,1.817,logepsO,8.734,8.797,8.789,8.784,8.851,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,266,OH,X-X,0,(0-0),9393.967,IR,3.066,-1.228,1.809,logepsO,8.717,8.776,8.767,8.767,8.832,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
