canonical_line_id,wavelength_air,band,gf_grade,manifest_instrument_reach,measurement_suitability_status,n_catalog_instruments,catalog_instruments
alphys_I_16910.3280_0457,16910.328,H,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,7,apogee|crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_16927.2410_0458,16927.241,H,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,7,apogee|crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_17173.1340_0459,17173.134,H,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_17187.9410_0460,17187.941,H,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_17190.5770_0461,17190.577,H,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_17699.0940_0462,17699.094,OUTSIDE_CURRENT_INSTRUMENT_REACH,GRADEABLE,,ELIGIBLE_WITH_STATED_GF_TIER,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_17708.0730_0463,17708.073,OUTSIDE_CURRENT_INSTRUMENT_REACH,GRADEABLE,,ELIGIBLE_WITH_STATED_GF_TIER,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_18942.3460_0464,18942.346,OUTSIDE_CURRENT_INSTRUMENT_REACH,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_18956.9260_0465,18956.926,OUTSIDE_CURRENT_INSTRUMENT_REACH,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_19280.1420_0466,19280.142,OUTSIDE_CURRENT_INSTRUMENT_REACH,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_19302.1310_0467,19302.131,OUTSIDE_CURRENT_INSTRUMENT_REACH,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_19482.2860_0468,19482.286,OUTSIDE_CURRENT_INSTRUMENT_REACH,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_19497.7080_0469,19497.708,OUTSIDE_CURRENT_INSTRUMENT_REACH,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_19709.9340_0470,19709.934,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_19727.3310_0471,19727.331,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_19732.9140_0472,19732.914,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_20102.3590_0473,20102.359,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_20241.4920_0474,20241.492,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_20258.1410_0475,20258.141,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_20395.5800_0476,20395.58,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_20414.5388_0477,20414.5388,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_20471.3780_0478,20471.378,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_20487.0340_0479,20487.034,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_21093.0290_0480,21093.029,K,GRADEABLE,,ELIGIBLE_WITH_STATED_GF_TIER,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_21163.7550_0481,21163.755,K,GRADEABLE,,ELIGIBLE_WITH_STATED_GF_TIER,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_21208.1800_igrins,21208.18,K,UNRESOLVED,IGRINS,HOLD,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_21309.0780_0482,21309.078,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_21311.1360_0483,21311.136,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_21367.9780_0484,21367.978,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_21386.5320_0485,21386.532,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_21724.7830_0486,21724.783,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_21741.8200_0487,21741.82,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_22677.4080_0488,22677.408,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_22692.1500_0489,22692.15,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_22700.8679_0490,22700.8679,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_23172.9340_0491,23172.934,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_23194.7570_0492,23194.757,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_23285.6320_0493,23285.632,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_23289.1690_0494,23289.169,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_23784.0580_0495,23784.058,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_23803.3510_0496,23803.351,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_24724.0650_0497,24724.065,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_24739.9910_0498,24739.991,K,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_24985.9530_0499,24985.953,OUTSIDE_CURRENT_INSTRUMENT_REACH,EXCLUDED-NO-HOME,,CANDIDATE_NOT_SELECTED,5,crires_plus|ishell|nirspec|phoenix|spirou
alphys_I_38622.2966_burheim08,38622.2965886931,OUTSIDE_CURRENT_INSTRUMENT_REACH,GF-LAB,OUTSIDE_CURRENT_REACH,OUTSIDE_CURRENT_REACH,4,crires_plus|ishell|nirspec|phoenix
alphys_I_38710.6325_burheim09,38710.6325150508,OUTSIDE_CURRENT_INSTRUMENT_REACH,GF-LAB,OUTSIDE_CURRENT_REACH,OUTSIDE_CURRENT_REACH,4,crires_plus|ishell|nirspec|phoenix
alphys_I_41830.0124_burheim10,41830.0123852549,OUTSIDE_CURRENT_INSTRUMENT_REACH,GF-LAB,OUTSIDE_CURRENT_REACH,OUTSIDE_CURRENT_REACH,4,crires_plus|ishell|nirspec|phoenix
alphys_I_41909.2708_burheim11,41909.2707842584,OUTSIDE_CURRENT_INSTRUMENT_REACH,GF-LAB,OUTSIDE_CURRENT_REACH,OUTSIDE_CURRENT_REACH,4,crires_plus|ishell|nirspec|phoenix
