band,species,wavelength_A,lower_ep_eV,elgueta_loggf,gd_depth,gd_saturation,gd_purity,gd_gof,gd_robust,elgueta_status,failure_reasons,canonical_match,canonical_line_id,canonical_grade,canonical_gf_source,gf_sigma_dex,gradeable_currently,in_current_main_rya904,in_recent_rya1054_commit,implementation_artifact,conditioned_spectrum_reaches,coverage_note,gap_class,recommended_next_action
H,FeI,15938.918,6.369,0.065,,,,,,unassessed,,True,gf_169233,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15940.918,5.814,-1.594,,,,,,unassessed,,True,gf_169235,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15941.848,6.36,0.265,,,,,,unassessed,,True,gf_169236,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15954.085,6.222,-0.5,,,,,,unassessed,,True,gf_169239,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15954.778,5.814,-1.719,,,,,,unassessed,,True,gf_169240,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15958.167,5.067,-3.011,,,,,,unassessed,,True,gf_169241,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15962.558,6.419,-0.078,,,,,,unassessed,,True,gf_169243,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15963.302,6.479,-1.012,,,,,,unassessed,,True,gf_169244,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15963.679,6.369,-0.825,,,,,,unassessed,,True,gf_169245,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15964.865,5.921,0.279,,,,,,unassessed,,True,gf_169246,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15967.654,6.369,-1.359,,,,,,unassessed,,True,gf_169247,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15971.248,6.415,-0.142,,,,,,unassessed,,True,gf_169248,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15977.614,6.258,-1.44,,,,,,unassessed,,True,gf_169250,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15980.725,6.264,0.958,,,,,,unassessed,,True,gf_169251,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15980.825,6.36,-1.207,,,,,,unassessed,,True,gf_169252,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15982.072,6.266,-0.761,,,,,,unassessed,,True,gf_169253,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16002.263,6.237,-0.848,,,,,,unassessed,,True,gf_169258,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16003.439,6.347,-0.863,N,,,,N,assessed_nonrobust,depth;sat;purity;gof,True,gf_169259,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16005.161,6.222,-0.645,,,,,,unassessed,,True,gf_169260,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16006.757,6.347,0.747,,,,,,unassessed,,True,gf_169261,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16007.083,6.347,0.216,,,,,,unassessed,,True,gf_169262,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16008.075,6.266,0.273,,,,,,unassessed,,True,gf_169263,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16009.611,5.426,-0.47,N,,,,N,assessed_nonrobust,depth;sat;purity;gof,True,gf_169264,LAB,PRIMARY LAB Ruffoni2013,0.05,True,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,measurement_required
H,FeI,16012.859,5.587,-2.231,,,,,,unassessed,,True,gf_169265,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16017.991,5.106,-2.647,,,,,,unassessed,,True,gf_169267,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16018.725,5.607,-1.983,,,,,,unassessed,,True,gf_169268,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16019.788,6.347,-0.591,N,,,,N,assessed_nonrobust,depth;sat;purity;gof,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16020.956,6.253,-1.783,,,,,,unassessed,,True,gf_169270,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16025.673,6.666,-0.175,,,,,,unassessed,,True,gf_169271,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16037.818,6.264,0.254,Y,Y,Y,N,N,assessed_nonrobust,gof,True,gf_169274,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16038.124,2.559,-5.075,,,,,,unassessed,,True,gf_169275,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16039.853,5.653,-0.724,Y,Y,U,N,N,assessed_nonrobust,purity;gof,True,gf_169276,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16040.654,5.874,0.317,Y,Y,Y,N,N,assessed_nonrobust,gof,True,gf_169277,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16041.84,6.258,-1.727,,,,,,unassessed,,True,gf_169278,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16042.391,6.264,-0.96,,,,,,unassessed,,True,gf_169279,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16042.716,6.266,0.353,Y,Y,Y,Y,Y,robust,,True,gf_169280,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16042.852,5.486,-2.698,,,,,,unassessed,,True,gf_169281,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16043.921,6.264,-1.435,,,,,,unassessed,,True,gf_169282,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16051.734,6.264,-0.942,Y,Y,Y,Y,Y,robust,,True,gf_169286,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16057.4,6.264,-1.012,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16064.726,6.349,-0.576,,,,,,unassessed,,True,gf_169290,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16069.661,5.558,-2.415,,,,,,unassessed,,True,gf_169291,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16070.18,5.956,-0.569,Y,Y,Y,Y,Y,robust,,True,gf_169292,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16071.397,6.266,0.102,,,,,,unassessed,,True,gf_169293,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16071.562,6.35,-0.197,,,,,,unassessed,,True,gf_169294,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16072.092,5.55,-1.918,,,,,,unassessed,,True,gf_169295,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16072.242,6.35,0.358,N,,,,N,assessed_nonrobust,depth;sat;purity;gof,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16073.87,6.349,-0.604,Y,Y,Y,Y,Y,robust,,True,gf_169297,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16075.917,6.35,-1.548,,,,,,unassessed,,True,gf_169298,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16076.814,6.349,-1.02,,,,,,unassessed,,True,gf_169299,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16077.946,2.832,-4.293,Y,Y,Y,N,N,assessed_nonrobust,gof,True,gf_169300,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16082.855,6.277,-1.304,,,,,,unassessed,,True,gf_169302,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16083.052,5.538,-1.963,,,,,,unassessed,,True,gf_169303,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16089.668,6.349,-0.614,,,,,,unassessed,,True,gf_169306,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16090.662,4.143,-4.323,,,,,,unassessed,,True,gf_169307,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16090.906,6.237,-1.311,,,,,,unassessed,,True,gf_169308,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16093.216,6.35,-1.244,,,,,,unassessed,,True,gf_169309,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16100.281,6.351,-0.043,Y,Y,Y,Y,Y,robust,,True,gf_169311,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16100.611,6.351,-0.96,,,,,,unassessed,,True,gf_169312,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16102.408,5.874,0.546,Y,Y,Y,Y,Y,robust,,True,gf_169313,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16109.756,3.417,-4.889,,,,,,unassessed,,True,gf_169314,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16111.083,6.39,-1.143,,,,,,unassessed,,True,gf_169315,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16115.14,6.39,-0.399,Y,Y,U,N,N,assessed_nonrobust,purity;gof,True,gf_169316,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16115.966,6.39,0.433,Y,Y,Y,Y,Y,robust,,True,gf_169318,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16123.212,6.351,-0.521,Y,Y,Y,Y,Y,robust,,True,gf_169321,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16125.899,6.351,0.86,Y,Y,Y,Y,Y,robust,,True,gf_169322,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16130.504,5.538,-2.151,,,,,,unassessed,,True,gf_169325,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16142.472,6.349,-1.469,,,,,,unassessed,,True,gf_169326,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16153.247,5.352,-0.685,Y,Y,Y,Y,Y,robust,,True,gf_169327,LAB,PRIMARY LAB Ruffoni2013,0.06,True,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,measurement_required
H,FeI,16153.411,6.321,-1.217,,,,,,unassessed,,True,gf_169328,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16156.557,5.956,-0.294,Y,Y,Y,N,N,assessed_nonrobust,gof,True,gf_169329,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16159.009,5.519,-2.202,,,,,,unassessed,,True,gf_169331,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16162.844,6.319,-1.442,,,,,,unassessed,,True,gf_169332,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16165.029,6.319,0.988,Y,Y,Y,Y,Y,robust,,True,gf_169333,LAB,PRIMARY LAB Ruffoni2013,0.05,True,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,measurement_required
H,FeI,16168.676,6.311,-1.741,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16171.93,6.38,-0.445,Y,Y,Y,Y,Y,robust,,True,gf_169336,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16174.975,6.38,0.185,Y,Y,Y,Y,Y,robust,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16177.085,6.277,-1.569,,,,,,unassessed,,True,gf_169340,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16177.991,6.38,-0.402,Y,Y,Y,Y,Y,robust,,True,gf_169341,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16179.583,6.319,0.261,Y,Y,Y,Y,Y,robust,,True,gf_169343,LAB,PRIMARY LAB Ruffoni2013,0.06,True,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,measurement_required
H,FeI,16179.609,5.9,-2.196,,,,,,unassessed,,True,gf_169344,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16180.9,6.275,0.295,Y,Y,Y,Y,Y,robust,,True,gf_169345,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16182.17,6.319,-0.708,N,,,,N,assessed_nonrobust,depth;sat;purity;gof,True,gf_169346,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16185.799,6.394,0.264,Y,Y,Y,Y,Y,robust,,True,gf_169347,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16189.371,5.84,-2.058,,,,,,unassessed,,True,gf_169348,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16191.162,6.017,-1.332,,,,,,unassessed,,True,gf_169349,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16193.279,5.946,-1.994,,,,,,unassessed,,True,gf_169350,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16195.06,6.394,0.467,,,,,,unassessed,,True,gf_169351,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16195.272,6.394,-0.682,,,,,,unassessed,,True,gf_169352,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16197.316,5.814,-2.201,,,,,,unassessed,,True,gf_169353,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16197.421,6.38,-1.39,,,,,,unassessed,,True,gf_169354,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16198.503,5.41,-0.444,,,,,,unassessed,,True,gf_169355,LAB,PRIMARY LAB Ruffoni2013,0.05,True,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,measurement_required
H,FeI,16201.513,6.38,-0.329,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16202.33,6.321,-0.737,,,,,,unassessed,,True,gf_169357,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16203.328,6.323,-1.006,Y,Y,N,,N,assessed_nonrobust,purity;gof,True,gf_169359,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16204.252,6.321,0.208,,,,,,unassessed,,True,gf_169360,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16204.539,6.38,-1.563,,,,,,unassessed,,True,gf_169361,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16205.132,6.311,-1.667,,,,,,unassessed,,True,gf_169362,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16207.555,6.275,-1.303,,,,,,unassessed,,True,gf_169363,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16207.744,6.321,0.585,,,,,,unassessed,,True,gf_169364,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16209.355,6.321,-1.227,,,,,,unassessed,,True,gf_169365,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16213.001,6.321,-0.571,,,,,,unassessed,,True,gf_169366,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16213.537,6.275,0.321,Y,Y,Y,N,N,assessed_nonrobust,gof,True,gf_169367,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16225.618,6.38,0.295,,,,,,unassessed,,True,gf_169370,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16231.646,6.38,0.6,,,,,,unassessed,,True,gf_169376,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16232.518,6.237,-0.897,,,,,,unassessed,,True,gf_169377,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16235.966,5.921,-0.024,,,,,,unassessed,,True,gf_169381,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16240.87,6.323,-0.223,,,,,,unassessed,,True,gf_169383,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16241.571,6.206,-1.729,,,,,,unassessed,,True,gf_169384,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16245.763,6.323,-1.669,,,,,,unassessed,,True,gf_169386,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16246.46,6.275,0.054,,,,,,unassessed,,True,gf_169387,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16252.067,6.222,-1.804,,,,,,unassessed,,True,gf_169388,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16252.55,6.323,-0.306,Y,Y,Y,N,N,assessed_nonrobust,gof,True,gf_169389,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16258.912,6.237,-1.028,,,,,,unassessed,,True,gf_169391,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16266.894,5.067,-3.22,,,,,,unassessed,,True,gf_169394,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16272.468,6.275,-1.255,,,,,,unassessed,,True,gf_169395,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16280.773,5.981,-1.601,,,,,,unassessed,,True,gf_169397,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16284.769,6.398,-0.175,,,,,,unassessed,,True,gf_169398,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16284.984,6.398,-1.083,,,,,,unassessed,,True,gf_169399,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16288.781,6.479,-1.381,,,,,,unassessed,,True,gf_169401,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16290.607,5.981,-1.929,,,,,,unassessed,,True,gf_169402,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16292.84,5.921,-0.157,,,,,,unassessed,,True,gf_169404,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16312.904,6.311,-1.418,,,,,,unassessed,,True,gf_169408,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16316.32,6.28,1.073,Y,Y,Y,Y,Y,robust,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16316.368,6.28,-1.203,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16320.459,5.879,-1.963,,,,,,unassessed,,True,gf_169411,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16324.451,5.385,-0.556,Y,Y,Y,-,N,assessed_nonrobust,gof,True,gf_169412,LAB,PRIMARY LAB Ruffoni2013,0.05,True,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,measurement_required
H,FeI,16331.524,5.979,-0.392,Y,Y,Y,Y,Y,robust,,True,gf_169415,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16333.141,5.642,-0.639,Y,Y,Y,N,N,assessed_nonrobust,gof,True,gf_169417,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16337.126,5.55,-2.332,,,,,,unassessed,,True,gf_169418,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,16345.494,6.474,-0.82,Y,Y,Y,Y,Y,robust,,True,gf_169420,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
