element,ion,band,holding,tier,route,treatment,line_set,product_A,wavelength_air_A,line_A,red_chi2,in_aggregate,excluded_reason,nlte_delta_dex,nlte_source,perline_artifact
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,1D-LTE,,7.442,6141.731,7.893,86.566,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,1D-LTE,,7.442,6232.64,7.47,81.487,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,1D-LTE,,7.442,6315.811,7.369,84.814,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,1D-LTE,,7.442,6336.823,7.474,85.802,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,1D-LTE,,7.442,6408.017,7.479,46.156,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,1D-LTE,,7.442,6627.544,7.597,81.253,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,1D-LTE,,7.442,6663.231,7.397,87.642,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,1D-LTE,,7.442,6705.101,7.301,82.614,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,1D-LTE,,7.442,6725.356,7.365,81.926,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,1D-LTE,,7.442,6841.339,7.226,83.312,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,1D-LTE,,7.442,6843.655,7.408,83.83,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,1D-LTE,,7.442,6855.161,7.461,70.361,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,1D-LTE,,7.442,6858.148,7.431,82.597,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4289.08,7.457,348.668,True,,0.012,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4372.982,7.335,318.584,True,,0.01,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4488.906,7.406000000000001,18.081,True,,0.017,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4495.391,7.107,80.996,True,,0.01,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4531.636,7.461,15.545,True,,0.014,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4554.451,7.283,30.663,True,,0.011,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4565.662,7.334,9.682,True,,0.007,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4574.216,7.509,5.667,True,,0.002,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4611.184,7.12,36.805,True,,0.018,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4708.968,7.599,6.777,True,,0.011,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4720.962,7.406,12.52,True,,0.011,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4726.137,7.261,24.964,True,,0.01,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4741.069,7.457999999999999,117.411,True,,0.012,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4787.827,7.56,5.444,True,,0.014,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4807.708,7.588,4.691,True,,0.01,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4860.978,7.82,88.049,True,,0.005,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4875.877,7.545999999999999,20.319,True,,0.01,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4896.439,7.551,9.19,True,,0.01,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4905.133,7.298,2.538,True,,0.011,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4907.732,7.346,40.353,True,,0.01,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4911.529,7.604,48.078,True,,0.008,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4911.779,7.604,48.958,True,,0.006,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4933.873,7.372,63.519,True,,0.007,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,4934.084,7.292999999999999,17.003,True,,0.007,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5023.498,7.556,26.722,True,,0.01,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5099.077,7.455,31.212,True,,0.013,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5129.631,,79.948,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5285.127,7.62,81.45,True,,0.007,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5288.525,7.34,87.549,True,,0.014,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5373.709,,82.99,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5379.574,7.448,145.517,True,,0.016,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5403.822,7.262,79.672,True,,0.006,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5473.9,7.519,83.406,True,,0.011,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5481.438,7.57,88.611,True,,0.009,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5483.099,7.473999999999999,83.675,True,,0.012,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5493.499,6.849,136.195,True,,0.011,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5532.747,7.148999999999999,84.762,True,,0.012,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5538.516,,80.149,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5554.894,7.36,91.048,True,,0.013,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5563.6,7.409,83.675,True,,0.011,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5573.102,7.444,48.067,True,,0.006,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5602.767,7.535,84.79,True,,0.008,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5618.632,7.395,81.152,True,,0.005,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5638.262,7.448,90.585,True,,0.012,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5658.532,7.399,91.516,True,,0.011,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5705.992,7.511,102.864,True,,0.005,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5712.131,7.426,70.414,True,,0.005,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5717.833,7.491,37.523,True,,0.012,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5753.122,7.461,85.632,True,,0.011,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5775.081,7.491,83.22,True,,0.001,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,5784.658,7.559,48.943,True,,0.003,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6003.011,7.616,85.009,True,,0.01,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6008.556,7.626,90.486,True,,0.011,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6056.005,7.393,84.258,True,,0.013,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6141.731,,86.566,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6232.64,,81.487,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6315.811,7.377,84.814,True,,0.008,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6336.823,7.487,85.802,True,,0.013,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6408.017,7.491,46.156,True,,0.012,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6627.544,,81.253,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,registered per-line delta_nlte (NOT SERVED),FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6663.231,7.412,87.642,True,,0.015,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6705.101,7.314,82.614,True,,0.013,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6725.356,7.376,81.926,True,,0.011,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6841.339,7.24,83.312,True,,0.014,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6843.655,7.416,83.83,True,,0.008,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6855.161,7.472,70.361,True,,0.011,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe,I,VIS,solar_kpno_kurucz2005_corrected,GRADED,SYNTH,ENGINE-A,,7.448,6858.148,7.44,82.597,True,,0.009,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
