source_species,species,element,ion_or_molecule,atomic_or_molecular,wavelength_air_A,wavelength_system,excitation_potential_eV,loggf_used,band,crires_setup,stated_gf_source,traced_primary_source,gf_grade,gf_sigma,hfs_isotope_flag,diagnostic_role,source_ref,canonical_match_status,canonical_line_id,canonical_loggf,canonical_gf_tier,canonical_gf_source,delta_loggf,promotion_allowed,action,transferability,route_to,al_classification
S I,S I,S,I,atomic,22526.053,air,7.866,-0.51,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178202,-0.51,OTHER,BQZ,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
S I,S I,S,I,atomic,22552.572,air,7.868,-0.04,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178214,-0.03999999999999999,OTHER,BQZ,-0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
S I,S I,S,I,atomic,22563.828,air,7.868,-0.26,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178219,-0.26,OTHER,BQZ,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
S I,S I,S,I,atomic,22575.395,air,7.868,-0.73,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178226,-0.73,OTHER,BQZ,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
S I,S I,S,I,atomic,22644.057,air,7.87,-0.34,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178283,-0.34,OTHER,BQZ,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
S I,S I,S,I,atomic,22707.738,air,7.87,0.44,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178318,0.43999999999999995,OTHER,BQZ,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ca I,Ca I,Ca,I,atomic,11767.48,air,4.532,-0.536,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_167605,-0.536,VALD3,VALD3,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ca I,Ca I,Ca,I,atomic,12823.867,air,3.91,-0.997,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_167719,-0.997,VALD3,VALD3,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ca I,Ca I,Ca,I,atomic,12827.06,air,3.91,-1.478,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_167721,-1.478,VALD3,VALD3,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ca I,Ca I,Ca,I,atomic,12909.07,air,4.43,-0.224,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_167731,-0.224,VALD3,VALD3,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ca I,Ca I,Ca,I,atomic,13033.555,air,4.441,-0.064,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_171152,-0.06400000000000003,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ca I,Ca I,Ca,I,atomic,13134.941,air,4.451,0.085,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_171242,0.08500000000000002,KURUCZ,K07,-0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ca I,Ca I,Ca,I,atomic,16136.823,air,4.531,-0.363,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173766,-0.363,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ca I,Ca I,Ca,I,atomic,16150.763,air,4.532,-0.032,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173781,-0.031999999999999994,KURUCZ,K07,-0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ca I,Ca I,Ca,I,atomic,16155.235,air,4.532,-0.496,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173788,-0.496,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ca I,Ca I,Ca,I,atomic,20962.41,air,4.681,-0.703,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177456,-0.703,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ca I,Ca I,Ca,I,atomic,22607.945,air,4.68,0.516,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178252,0.516,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ca I,Ca I,Ca,I,atomic,22624.961,air,4.681,0.687,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178273,0.687,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ca I,Ca I,Ca,I,atomic,22626.723,air,4.681,-0.216,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178274,-0.216,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ca I,Ca I,Ca,I,atomic,22653.58,air,4.681,-0.216,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178285,-0.216,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Sc I,Sc I,Sc,I,atomic,21730.506,air,1.439,-1.957,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,NO_PHYSICAL_KEY_MATCH,,,,,,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Sc I,Sc I,Sc,I,atomic,21812.172,air,1.433,-1.56,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,NO_PHYSICAL_KEY_MATCH,,,,,,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Sc I,Sc I,Sc,I,atomic,22394.669,air,1.433,-1.196,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178155,-1.1997598496069637,KURUCZ,K09,0.00376,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ti I,Ti I,Ti,I,atomic,12255.702,air,3.921,0.161,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,NO_PHYSICAL_KEY_MATCH,,,,,,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ti I,Ti I,Ti,I,atomic,12811.479,air,2.16,-1.39,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,NO_PHYSICAL_KEY_MATCH,,,,,,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ti I,Ti I,Ti,I,atomic,12919.899,air,2.154,-1.56,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,NO_PHYSICAL_KEY_MATCH,,,,,,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ti I,Ti I,Ti,I,atomic,12987.567,air,2.506,-1.55,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_171120,-1.55,VALD3,VALD3,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ti I,Ti I,Ti,I,atomic,13011.896,air,1.443,-2.27,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_171134,-2.27,VALD3,VALD3,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ti I,Ti I,Ti,I,atomic,15874.074,air,3.678,-4.202,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,NO_PHYSICAL_KEY_MATCH,,,,,,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ti I,Ti I,Ti,I,atomic,16330.531,air,3.108,-0.89,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173972,-0.89,VALD3,VALD3,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ti I,Ti I,Ti,I,atomic,16335.905,air,5.199,-5.357,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,NO_PHYSICAL_KEY_MATCH,,,,,,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ti I,Ti I,Ti,I,atomic,17376.574,air,4.489,0.747,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_174967,0.747,KURUCZ,K16,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ti I,Ti I,Ti,I,atomic,21532.816,air,3.904,-0.698,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177687,-0.698,KURUCZ,K16,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ti I,Ti I,Ti,I,atomic,22310.611,air,1.734,-2.071,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178122,-2.071,KURUCZ,K16,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ti I,Ti I,Ti,I,atomic,22443.9,air,1.739,-2.198,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178177,-2.36,OTHER,BLNP,0.162,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ti I,Ti I,Ti,I,atomic,22621.203,air,1.749,-2.556,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178269,-2.74,OTHER,BLNP,0.184,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ti I,Ti I,Ti,I,atomic,22632.742,air,1.879,-2.76,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178280,-2.76,OTHER,KCN,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
V I,V I,V,I,atomic,11911.885,air,2.365,-0.874,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,NO_PHYSICAL_KEY_MATCH,,,,,,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
V I,V I,V,I,atomic,12249.403,air,2.359,-0.999,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,NO_PHYSICAL_KEY_MATCH,,,,,,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
V I,V I,V,I,atomic,12901.212,air,1.955,-1.052,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,NO_PHYSICAL_KEY_MATCH,,,,,,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
V I,V I,V,I,atomic,13044.057,air,1.945,-1.964,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_171162,-1.9638878507483915,KURUCZ,K09,-0.000112,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
V I,V I,V,I,atomic,13184.969,air,1.955,-1.902,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_171276,-1.9019602424776094,KURUCZ,K09,-4e-05,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
V I,V I,V,I,atomic,15924.821,air,2.138,-1.108,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173572,-1.1081361218316672,KURUCZ,K09,0.000136,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
V I,V I,V,I,atomic,21564.061,air,2.505,-0.616,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,NO_PHYSICAL_KEY_MATCH,,,,,,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Cr I,Cr I,Cr,I,atomic,14978.73,air,3.375,-1.813,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_172772,-1.813,KURUCZ,K16,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Cr I,Cr I,Cr,I,atomic,15680.068,air,4.697,0.068,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173328,0.068,KURUCZ,K16,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Cr I,Cr I,Cr,I,atomic,15860.219,air,4.697,-0.063,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173475,-0.06300000000000003,KURUCZ,K16,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Cr I,Cr I,Cr,I,atomic,17708.734,air,4.389,-0.344,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_175246,-0.344,KURUCZ,K16,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Co I,Co I,Co,I,atomic,16757.642,air,3.409,-0.923,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_174412,-0.9429740787021472,KURUCZ,K08,0.019974,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Co I,Co I,Co,I,atomic,16775.25,air,5.552,0.486,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_174425,0.48603975752239054,KURUCZ,K08,-4e-05,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ni I,Ni I,Ni,I,atomic,16310.48,air,5.282,0.222,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173956,0.22211008523687326,KURUCZ,K08,-0.00011,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ni I,Ni I,Ni,I,atomic,16363.104,air,5.282,0.588,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173994,0.588,KURUCZ,K08,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ni I,Ni I,Ni,I,atomic,16815.45,air,5.305,-0.417,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_174457,-0.4168899147631267,KURUCZ,K08,-0.00011,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Ni I,Ni I,Ni,I,atomic,16818.746,air,6.04,0.473,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_174463,0.473,KURUCZ,K08,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Cu I,Cu I,Cu,I,atomic,16638.981,air,6.123,0.23,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_174273,0.23006542086871867,OTHER,BIEMa,-6.5e-05,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Cu I,Cu I,Cu,I,atomic,16640.981,air,6.123,0.158,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_174275,0.15806542086871866,KURUCZ,K12,-6.5e-05,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Zn I,Zn I,Zn,I,atomic,13053.627,air,6.655,0.34,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_171171,0.33999999999999997,OTHER,LMW,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Y I,Y I,Y,I,atomic,22543.836,air,1.398,-0.767,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178207,-0.767,KURUCZ,K06,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Nd II,Nd II,Nd,II,atomic,15368.142,air,1.264,-1.271,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,NO_PHYSICAL_KEY_MATCH,,,,,,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Nd II,Nd II,Nd,II,atomic,16262.028,air,0.986,-1.575,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,NO_PHYSICAL_KEY_MATCH,,,,,,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
