species,band,chiappino_lines,canonical_unique_matches,new_candidate_transitions,primary_lab_gradeable_now,weaker_source_only,current_crires_holding_path,telluric_risk
Sc I,K,3,1,2,0,3,alpha_cen_a_crires_plus;alpha_cen_b_crires_plus,REQUIRES_PER_SPECTRUM_VERIFICATION
Si I,H,6,6,0,0,6,alpha_cen_a_crires_plus;alpha_cen_b_crires_plus,REQUIRES_PER_SPECTRUM_VERIFICATION
Si I,K,8,8,0,0,8,alpha_cen_a_crires_plus;alpha_cen_b_crires_plus,REQUIRES_PER_SPECTRUM_VERIFICATION
Ti I,H,4,2,2,0,4,alpha_cen_a_crires_plus;alpha_cen_b_crires_plus,REQUIRES_PER_SPECTRUM_VERIFICATION
Ti I,J,5,2,3,0,5,alpha_cen_a_crires_plus;alpha_cen_b_crires_plus,REQUIRES_PER_SPECTRUM_VERIFICATION
Ti I,K,5,5,0,0,5,alpha_cen_a_crires_plus;alpha_cen_b_crires_plus,REQUIRES_PER_SPECTRUM_VERIFICATION
V I,H,1,1,0,0,1,alpha_cen_a_crires_plus;alpha_cen_b_crires_plus,REQUIRES_PER_SPECTRUM_VERIFICATION
V I,J,5,2,3,0,5,alpha_cen_a_crires_plus;alpha_cen_b_crires_plus,REQUIRES_PER_SPECTRUM_VERIFICATION
V I,K,1,0,1,0,1,alpha_cen_a_crires_plus;alpha_cen_b_crires_plus,REQUIRES_PER_SPECTRUM_VERIFICATION
Y I,K,1,1,0,0,1,alpha_cen_a_crires_plus;alpha_cen_b_crires_plus,REQUIRES_PER_SPECTRUM_VERIFICATION
Zn I,J,1,1,0,0,1,alpha_cen_a_crires_plus;alpha_cen_b_crires_plus,REQUIRES_PER_SPECTRUM_VERIFICATION
