element,ion,wave_air_A,log_gf,ep_eV,predicted_depth,instruments,measured_in_pool,gf_canonical,log_gf_intake,gf_source_intake
Fe,I,4464.6931,-2.553,3.241,0.447,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.543,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4464.9809,-3.083,3.6416,0.089,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.106,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4465.3667,-4.245,3.0176,0.334,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.381,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4465.8851,-1.67,4.3013,0.337,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.717,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4467.425,-2.655,4.1426,0.086,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.634,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4468.3322,-3.016,4.3125,0.099,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.407,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4468.9737,-1.991,4.6076,0.128,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.991,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4469.665,-1.682,3.9597,0.242,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-1.682,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4470.2043,-3.69,3.0713,0.096,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.622,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4471.6156,-2.782,3.9841,0.087,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.778,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4471.6843,-5.9952,0.1101,0.306,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.015,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4471.8036,-3.01,3.9433,0.064,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.959,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4472.5148,-4.978,1.4849,0.201,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-4.833,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4472.7214,-3.119,3.2671,0.513,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.998,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4472.9303,-3.504,2.5592,0.506,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-3.504,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4474.1457,-1.948,4.2562,0.216,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.043,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4478.0334,-3.7,2.1979,0.393,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.497,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4478.9923,-4.819,3.6416,0.111,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.692,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4479.6062,-1.828,3.6343,0.591,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.741,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4479.7019,-3.665,2.8755,0.169,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.536,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4479.962,-1.52,3.9841,0.562,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.52,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4480.2702,-2.444,3.6025,0.466,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.138,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4480.4584,-2.43,4.6076,0.105,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.09,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4480.8174,-0.928,4.5931,0.55,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-0.928,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4481.6818,-4.122,2.6924,0.07,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-4.141,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4483.147,-2.119,4.652,0.106,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.045,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4483.7761,-2.47,3.6416,0.29,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.47,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4485.0269,-2.0838,4.5844,0.076,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.265,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4485.9694,-2.35,3.6537,0.339,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.35,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4487.0087,-1.919,3.9286,0.064,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.978,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4487.2528,-1.271,4.5485,0.232,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.717,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4487.356,-2.138,3.6025,0.515,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.025,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4487.7364,-2.84,3.2367,0.304,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.84,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4488.9189,-4.22,2.5592,0.571,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.831,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4490.2327,-3.743,2.882,0.117,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.723,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4490.4968,-4.319,2.5881,0.054,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-4.361,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4490.811,-1.736,3.9433,0.492,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-1.736,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4492.4467,-2.256,4.3714,0.118,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.262,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4492.6567,-1.65,0.0477,0.511,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-1.65,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4493.3707,-3.04,3.5732,0.118,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.04,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4494.052,-1.81,3.9841,0.44,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.81,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4494.4644,-3.009,2.9488,0.362,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.004,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4495.3975,-3.39,2.8852,0.241,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.026,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4495.5452,-2.12,3.6025,0.473,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-2.12,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4496.2669,-3.954,2.5881,0.143,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.91,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4497.5811,-1.988,4.6076,0.118,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.029,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4499.1352,-1.717,4.5485,0.437,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.249,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4499.3862,-1.839,4.5931,0.116,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.054,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4500.6347,-2.402,4.5585,0.256,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.645,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4502.4211,-1.319,4.6076,0.38,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.319,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4502.5906,-2.35,3.5732,0.377,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.35,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4504.8304,-2.27,3.2657,0.555,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.27,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4507.0388,-2.309,4.6382,0.052,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.384,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4507.215,-3.614,3.111,0.082,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.663,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4507.4475,-2.445,4.4153,0.069,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.472,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4508.6847,-2.049,4.2833,0.27,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.881,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4509.2624,-3.601,3.0469,0.166,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.825,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4509.7346,-1.293,4.2204,0.574,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.229,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4510.8205,-2.89,3.6025,0.147,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.89,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4512.3888,-1.698,4.5585,0.151,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.942,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4513.6028,-2.14,4.58,0.155,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.907,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4513.7118,-4.396,2.5881,0.065,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-4.279,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4514.4148,-1.004,4.5485,0.524,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.036,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4514.5025,-2.993,3.9286,0.404,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.937,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4515.1735,-3.23,2.5438,0.288,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-3.23,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4516.2717,-2.646,3.6025,0.283,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.519,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4516.4493,-2.332,3.6537,0.363,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.295,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4517.1523,-1.448,4.6076,0.318,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.448,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4517.5985,-2.02,3.9597,0.344,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.031,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4518.4308,-3.2,3.2367,0.162,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.2,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4518.5771,-3.94,2.2227,0.261,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.94,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4520.5093,-1.993,4.652,0.116,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.993,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4523.3986,-1.99,3.6537,0.504,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.99,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4523.9253,-3.983,2.6085,0.133,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.925,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4524.8828,-1.995,4.607,0.129,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.978,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4525.8634,-3.2,2.882,0.299,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.2,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4525.9439,-2.138,4.6076,0.095,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.138,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4527.7827,-2.74,3.2515,0.34,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.74,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4528.8203,-2.481,3.0173,0.568,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.483,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4529.8312,-2.303,4.652,0.083,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.159,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4530.8647,-3.727,2.8512,0.083,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.914,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4531.6152,-2.307,3.2112,0.563,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.087,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4532.9596,-1.351,4.6076,0.362,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,True,True,-1.351,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4533.9575,-3.213,2.9488,0.264,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.208,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,II,4534.1601,-3.33,2.8555,0.563,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.33,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4535.3138,-2.272,4.3013,0.154,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.179,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4535.6272,-0.852,4.6076,0.556,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-0.877,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4536.4865,-3.131,3.6416,0.082,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.14,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4537.6703,-2.88,3.2671,0.269,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.88,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4538.5798,-2.41,3.9841,0.173,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.424,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4538.6439,-2.971,3.6946,0.107,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.968,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4538.7623,-3.755,2.2786,0.31,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.509,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4538.8421,-3.429,3.9433,0.509,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.685,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4538.9421,-2.214,4.1864,0.187,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.185,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4539.2551,-3.388,4.5485,0.114,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.102,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4539.6901,-2.668,3.6864,0.217,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.592,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4540.6715,-3.213,2.9904,0.244,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.213,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4541.3141,-2.95,3.2515,0.245,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.95,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4541.9416,-3.13,3.2671,0.173,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.13,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4542.4315,-2.05,3.6398,0.483,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.559,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4542.6971,-2.343,3.6864,0.282,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.436,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4543.2208,-3.332,3.6398,0.203,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.674,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
