holding,instrument,wavelength_air_A,inside_corrected_band,inside_fit_window_only,state,why,max_abs_diff,baseline_abs_diff,n
solar_kpno_molecfit_corrected,kpno_solar_atlas,3067.244,False,False,VERIFIED-RAW,,0.0,0.0,175.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3083.741,False,False,VERIFIED-RAW,,0.0,0.0,173.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3099.894,False,False,VERIFIED-RAW,,0.0,0.0,172.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3100.665,False,False,VERIFIED-RAW,,0.0,0.0,172.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3125.651,False,False,VERIFIED-RAW,,0.0,0.0,169.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3211.986,False,False,VERIFIED-RAW,,0.0,0.0,159.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3217.377,False,False,VERIFIED-RAW,,0.0,0.0,159.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3225.787,False,False,VERIFIED-RAW,,0.0,0.0,159.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3227.795,False,False,VERIFIED-RAW,,0.0,0.0,158.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3228.249,False,False,VERIFIED-RAW,,0.0,0.0,158.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3228.898,False,False,VERIFIED-RAW,,0.0,0.0,158.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3230.963,False,False,VERIFIED-RAW,,0.0,0.0,157.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3233.967,False,False,VERIFIED-RAW,,0.0,0.0,158.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3239.433,False,False,VERIFIED-RAW,,0.0,0.0,157.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3247.28,False,False,VERIFIED-RAW,,0.0,0.0,156.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3248.204,False,False,VERIFIED-RAW,,0.0,0.0,156.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3252.914,False,False,VERIFIED-RAW,,0.0,0.0,155.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3254.454,False,False,VERIFIED-RAW,,0.0,0.0,155.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3259.989,False,False,VERIFIED-RAW,,0.0,0.0,155.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3264.512,False,False,VERIFIED-RAW,,0.0,0.0,154.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3286.016,False,False,VERIFIED-RAW,,0.0,0.0,152.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3370.783,False,False,VERIFIED-RAW,,0.0,0.0,150.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3383.979,False,False,VERIFIED-RAW,,0.0,0.0,149.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3392.305,False,False,VERIFIED-RAW,,0.0,0.0,147.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3404.354,False,False,VERIFIED-RAW,,0.0,0.0,147.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3415.531,False,False,VERIFIED-RAW,,0.0,0.0,146.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3427.119,False,False,VERIFIED-RAW,,0.0,0.0,145.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3475.863,False,False,VERIFIED-RAW,,0.0,0.0,141.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3506.58,False,False,VERIFIED-RAW,,0.0,0.0,139.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3509.725,False,False,VERIFIED-RAW,,0.0,0.0,138.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3523.308,False,False,VERIFIED-RAW,,0.0,0.0,137.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3526.238,False,False,VERIFIED-RAW,,0.0,0.0,136.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3527.891,False,False,VERIFIED-RAW,,0.0,0.0,137.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3529.82,False,False,VERIFIED-RAW,,0.0,0.0,136.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3533.006,False,False,VERIFIED-RAW,,0.0,0.0,136.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3540.121,False,False,VERIFIED-RAW,,0.0,0.0,136.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3570.254,False,False,VERIFIED-RAW,,0.0,0.0,133.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3581.193,False,False,VERIFIED-RAW,,0.0,0.0,133.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3603.681,False,False,VERIFIED-RAW,,0.0,0.0,131.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3604.372,False,False,VERIFIED-RAW,,0.0,0.0,131.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3610.159,False,False,VERIFIED-RAW,,0.0,0.0,131.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3610.695,False,False,VERIFIED-RAW,,0.0,0.0,130.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3618.299,False,False,VERIFIED-RAW,,0.0,0.0,130.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3623.773,False,False,VERIFIED-RAW,,0.0,0.0,130.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3625.141,False,False,VERIFIED-RAW,,0.0,0.0,130.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3630.347,False,False,VERIFIED-RAW,,0.0,0.0,129.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3645.075,False,False,VERIFIED-RAW,,0.0,0.0,128.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3664.537,False,False,VERIFIED-RAW,,0.0,0.0,127.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3704.461,False,False,VERIFIED-RAW,,0.0,0.0,124.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3721.272,False,False,VERIFIED-RAW,,0.0,0.0,129.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3730.386,False,False,VERIFIED-RAW,,0.0,0.0,122.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3735.324,False,False,VERIFIED-RAW,,0.0,0.0,122.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3738.305,False,False,VERIFIED-RAW,,0.0,0.0,122.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3742.617,False,False,VERIFIED-RAW,,0.0,0.0,122.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3769.987,False,False,VERIFIED-RAW,,0.0,0.0,120.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3776.454,False,False,VERIFIED-RAW,,0.0,0.0,119.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3779.201,False,False,VERIFIED-RAW,,0.0,0.0,119.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3779.416,False,False,VERIFIED-RAW,,0.0,0.0,119.0
solar_harps_molecfit_corrected,harps,4289.08,False,False,NO-MATERIAL-DIFFERENCE,,0.00064882,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4372.982,False,False,NO-MATERIAL-DIFFERENCE,,0.00029223,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4488.906,False,False,NO-MATERIAL-DIFFERENCE,,0.00015206,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4495.391,False,False,NO-MATERIAL-DIFFERENCE,,0.00013095,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4531.636,False,False,NO-MATERIAL-DIFFERENCE,,8.493e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4554.451,False,False,NO-MATERIAL-DIFFERENCE,,0.00011366,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4565.662,False,False,NO-MATERIAL-DIFFERENCE,,0.00013876,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4574.216,False,False,NO-MATERIAL-DIFFERENCE,,0.00016021,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4611.184,False,False,NO-MATERIAL-DIFFERENCE,,0.00024048,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4708.968,False,False,NO-MATERIAL-DIFFERENCE,,0.00017628,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4720.962,False,False,NO-MATERIAL-DIFFERENCE,,0.00017954,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4726.137,False,False,NO-MATERIAL-DIFFERENCE,,0.00018227,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4741.069,False,False,NO-MATERIAL-DIFFERENCE,,0.00020507,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4787.827,False,False,NO-MATERIAL-DIFFERENCE,,0.00033608,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4807.708,False,False,NO-MATERIAL-DIFFERENCE,,0.00038358,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4860.978,False,False,NO-MATERIAL-DIFFERENCE,,0.0002079,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4875.877,False,False,NO-MATERIAL-DIFFERENCE,,0.00026416,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4896.439,False,False,NO-MATERIAL-DIFFERENCE,,0.00018391,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4905.133,False,False,NO-MATERIAL-DIFFERENCE,,0.00014737,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4907.732,False,False,NO-MATERIAL-DIFFERENCE,,0.00013997,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4911.529,False,False,NO-MATERIAL-DIFFERENCE,,0.00011906,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4911.779,False,False,NO-MATERIAL-DIFFERENCE,,0.00011852,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4933.873,False,False,NO-MATERIAL-DIFFERENCE,,5.822e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4934.084,False,False,NO-MATERIAL-DIFFERENCE,,5.619e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5023.498,False,False,NO-MATERIAL-DIFFERENCE,,6.161e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5099.077,False,False,NO-MATERIAL-DIFFERENCE,,8.774e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5129.631,False,False,NO-MATERIAL-DIFFERENCE,,8.72e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5285.127,False,False,NO-MATERIAL-DIFFERENCE,,1.756e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5288.525,False,False,NO-MATERIAL-DIFFERENCE,,1.703e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5373.709,False,False,NO-MATERIAL-DIFFERENCE,,9.12e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5379.574,False,False,NO-MATERIAL-DIFFERENCE,,8.42e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5403.822,False,False,NO-MATERIAL-DIFFERENCE,,5.57e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5473.9,False,False,NO-MATERIAL-DIFFERENCE,,4.3e-07,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5481.438,False,False,NO-MATERIAL-DIFFERENCE,,6.7e-07,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5483.099,False,False,NO-MATERIAL-DIFFERENCE,,7.1e-07,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5493.499,False,False,NO-MATERIAL-DIFFERENCE,,8.4e-07,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5532.747,False,False,NO-MATERIAL-DIFFERENCE,,4.8e-07,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5538.516,False,False,NO-MATERIAL-DIFFERENCE,,9.6e-07,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5554.894,False,False,NO-MATERIAL-DIFFERENCE,,2.51e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5563.6,False,False,NO-MATERIAL-DIFFERENCE,,3.52e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5573.102,False,False,NO-MATERIAL-DIFFERENCE,,4.53e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5602.767,False,False,NO-MATERIAL-DIFFERENCE,,7.58e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5618.632,False,False,NO-MATERIAL-DIFFERENCE,,8.89e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5638.262,False,False,NO-MATERIAL-DIFFERENCE,,9.42e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5658.532,False,False,NO-MATERIAL-DIFFERENCE,,8.61e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5705.992,False,False,NO-MATERIAL-DIFFERENCE,,4.46e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5712.131,False,False,NO-MATERIAL-DIFFERENCE,,3.67e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5717.833,False,False,NO-MATERIAL-DIFFERENCE,,3.06e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5753.122,False,False,NO-MATERIAL-DIFFERENCE,,3.3e-07,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5775.081,False,False,NO-MATERIAL-DIFFERENCE,,1.51e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,5784.658,False,False,NO-MATERIAL-DIFFERENCE,,1.7e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6003.011,False,False,NO-MATERIAL-DIFFERENCE,,7.87e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6008.556,False,False,NO-MATERIAL-DIFFERENCE,,6.93e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6056.005,False,False,NO-MATERIAL-DIFFERENCE,,9.9e-07,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6141.731,False,False,NO-MATERIAL-DIFFERENCE,,4.05e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6232.64,False,False,NO-MATERIAL-DIFFERENCE,,1.422e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6315.811,False,True,NO-MATERIAL-DIFFERENCE,,9.15e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6336.823,False,False,NO-MATERIAL-DIFFERENCE,,6.29e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6408.017,False,False,NO-MATERIAL-DIFFERENCE,,3.24e-06,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6627.544,False,False,NO-MATERIAL-DIFFERENCE,,1.954e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6663.231,False,False,NO-MATERIAL-DIFFERENCE,,0.00016052,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6705.101,False,False,NO-MATERIAL-DIFFERENCE,,0.00025114,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6725.356,False,False,NO-MATERIAL-DIFFERENCE,,0.00010434,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6841.339,False,False,NO-MATERIAL-DIFFERENCE,,0.00017,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6843.655,False,True,NO-MATERIAL-DIFFERENCE,,0.00034642,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6855.161,False,True,VERIFIED-CORRECTED,,0.00141486,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,6858.148,False,True,VERIFIED-CORRECTED,,0.00172721,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4203.938,False,False,VERIFIED-CORRECTED,,0.00105905,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4233.602,False,False,VERIFIED-CORRECTED,,0.00105258,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4245.344,False,False,VERIFIED-CORRECTED,,0.00112641,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4259.999,False,False,NO-MATERIAL-DIFFERENCE,,0.00084973,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4276.675,False,False,NO-MATERIAL-DIFFERENCE,,0.00085143,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4278.23,False,False,NO-MATERIAL-DIFFERENCE,,0.00083968,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4286.863,False,False,NO-MATERIAL-DIFFERENCE,,0.00076703,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4287.94,False,False,NO-MATERIAL-DIFFERENCE,,0.00073834,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4289.915,False,False,NO-MATERIAL-DIFFERENCE,,0.00053021,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4326.753,False,False,NO-MATERIAL-DIFFERENCE,,0.00035191,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4344.499,False,False,NO-MATERIAL-DIFFERENCE,,0.00029618,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4351.544,False,False,NO-MATERIAL-DIFFERENCE,,0.00029229,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4358.499,False,False,NO-MATERIAL-DIFFERENCE,,0.00030608,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4369.736,False,False,NO-MATERIAL-DIFFERENCE,,0.00028586,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4373.561,False,False,NO-MATERIAL-DIFFERENCE,,0.00029378,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4401.29,False,False,NO-MATERIAL-DIFFERENCE,,0.00025882,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4408.413,False,False,NO-MATERIAL-DIFFERENCE,,0.00028924,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4423.841,False,False,NO-MATERIAL-DIFFERENCE,,0.00031941,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4432.568,False,False,NO-MATERIAL-DIFFERENCE,,0.00030856,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4447.717,False,False,NO-MATERIAL-DIFFERENCE,,0.00026472,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4459.117,False,False,NO-MATERIAL-DIFFERENCE,,0.0002323,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4461.968,False,False,NO-MATERIAL-DIFFERENCE,,0.00021558,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4476.075,False,False,NO-MATERIAL-DIFFERENCE,,0.00018227,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4480.137,False,False,NO-MATERIAL-DIFFERENCE,,0.00017539,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4481.609,False,False,NO-MATERIAL-DIFFERENCE,,0.00016801,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4482.739,False,False,NO-MATERIAL-DIFFERENCE,,0.00016459,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4484.22,False,False,NO-MATERIAL-DIFFERENCE,,0.00016211,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4494.563,False,False,NO-MATERIAL-DIFFERENCE,,0.00012457,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4495.953,False,False,NO-MATERIAL-DIFFERENCE,,0.00013126,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4514.184,False,False,NO-MATERIAL-DIFFERENCE,,9.58e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4528.757,False,False,NO-MATERIAL-DIFFERENCE,,8.201e-05,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4547.847,False,False,NO-MATERIAL-DIFFERENCE,,0.00010212,9.151e-05,60.0
solar_harps_molecfit_corrected,harps,4581.508,False,False,NO-MATERIAL-DIFFERENCE,,0.000172,9.151e-05,60.0
