holding,instrument,wavelength_air_A,raw_sibling,sibling_relation,telluric_band,correction_expected_here,absorption_available_in_raw,reduction_floor,state,holding_claim,basis,max_abs_diff,baseline_abs_diff,n
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,3255.887,,"NO RAW SIBLING EXISTS — Kurucz ships only the corrected residual atlas, and the 1984 KP atlas is a different observation (RYA-929 'provenance-distinct')",,False,,,NO-TELLURIC-BAND-DECLARED,"⚠️ MIXED — corrected in 4 band(s) (O2 B-band, O2 A-band, H2O, H2O) and raw-like in 1 (H2O); one holding label is describing two different states","no declared telluric band reaches this line, and no raw sibling exists — the HOLDING's claim is judged separately in `holding_claim` and is NOT evidence about this line; an undeclared band is not an absent one (RYA-833)",,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,3277.348,,"NO RAW SIBLING EXISTS — Kurucz ships only the corrected residual atlas, and the 1984 KP atlas is a different observation (RYA-929 'provenance-distinct')",,False,,,NO-TELLURIC-BAND-DECLARED,"⚠️ MIXED — corrected in 4 band(s) (O2 B-band, O2 A-band, H2O, H2O) and raw-like in 1 (H2O); one holding label is describing two different states","no declared telluric band reaches this line, and no raw sibling exists — the HOLDING's claim is judged separately in `holding_claim` and is NOT evidence about this line; an undeclared band is not an absent one (RYA-833)",,,
solar_kpno_molecfit_corrected,kpno_solar_atlas,3002.644,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.819584,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,183.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3170.337,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.400377,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,164.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3183.114,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.742148,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,163.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3186.737,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.589005,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,162.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3192.909,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.740043,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,161.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3193.799,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.538432,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,162.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3196.07,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.568059,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,161.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3210.444,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.680167,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,160.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3213.309,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.673217,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,160.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3227.742,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.713394,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,158.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3255.887,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.446755,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,155.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3277.348,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.438367,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,153.0
solar_harps_molecfit_corrected,harps,4233.162,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.423524,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00100571,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4303.17,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.509941,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00050041,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4351.762,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.653827,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00026477,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4385.377,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.465608,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00027269,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4416.819,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.26594,2.898e-05,VERIFIED-CORRECTED,,DIRECT-COMPARISON vs raw sibling,0.00031497,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4508.28,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.233271,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00010491,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4522.628,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.398516,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,8.477e-05,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4549.466,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.503588,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,9.334e-05,2.898e-05,60.0
solar_harps_molecfit_corrected,harps,4583.829,solar_harps,SEPARATELY REDUCED — carries a reduction floor,,False,0.321887,2.898e-05,NO-MATERIAL-DIFFERENCE,,DIRECT-COMPARISON vs raw sibling,0.00018116,2.898e-05,60.0
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4233.162,,"NO RAW SIBLING EXISTS — Kurucz ships only the corrected residual atlas, and the 1984 KP atlas is a different observation (RYA-929 'provenance-distinct')",,False,,,NO-TELLURIC-BAND-DECLARED,"⚠️ MIXED — corrected in 4 band(s) (O2 B-band, O2 A-band, H2O, H2O) and raw-like in 1 (H2O); one holding label is describing two different states","no declared telluric band reaches this line, and no raw sibling exists — the HOLDING's claim is judged separately in `holding_claim` and is NOT evidence about this line; an undeclared band is not an absent one (RYA-833)",,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4303.17,,"NO RAW SIBLING EXISTS — Kurucz ships only the corrected residual atlas, and the 1984 KP atlas is a different observation (RYA-929 'provenance-distinct')",,False,,,NO-TELLURIC-BAND-DECLARED,"⚠️ MIXED — corrected in 4 band(s) (O2 B-band, O2 A-band, H2O, H2O) and raw-like in 1 (H2O); one holding label is describing two different states","no declared telluric band reaches this line, and no raw sibling exists — the HOLDING's claim is judged separately in `holding_claim` and is NOT evidence about this line; an undeclared band is not an absent one (RYA-833)",,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4351.762,,"NO RAW SIBLING EXISTS — Kurucz ships only the corrected residual atlas, and the 1984 KP atlas is a different observation (RYA-929 'provenance-distinct')",,False,,,NO-TELLURIC-BAND-DECLARED,"⚠️ MIXED — corrected in 4 band(s) (O2 B-band, O2 A-band, H2O, H2O) and raw-like in 1 (H2O); one holding label is describing two different states","no declared telluric band reaches this line, and no raw sibling exists — the HOLDING's claim is judged separately in `holding_claim` and is NOT evidence about this line; an undeclared band is not an absent one (RYA-833)",,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4385.377,,"NO RAW SIBLING EXISTS — Kurucz ships only the corrected residual atlas, and the 1984 KP atlas is a different observation (RYA-929 'provenance-distinct')",,False,,,NO-TELLURIC-BAND-DECLARED,"⚠️ MIXED — corrected in 4 band(s) (O2 B-band, O2 A-band, H2O, H2O) and raw-like in 1 (H2O); one holding label is describing two different states","no declared telluric band reaches this line, and no raw sibling exists — the HOLDING's claim is judged separately in `holding_claim` and is NOT evidence about this line; an undeclared band is not an absent one (RYA-833)",,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4416.819,,"NO RAW SIBLING EXISTS — Kurucz ships only the corrected residual atlas, and the 1984 KP atlas is a different observation (RYA-929 'provenance-distinct')",,False,,,NO-TELLURIC-BAND-DECLARED,"⚠️ MIXED — corrected in 4 band(s) (O2 B-band, O2 A-band, H2O, H2O) and raw-like in 1 (H2O); one holding label is describing two different states","no declared telluric band reaches this line, and no raw sibling exists — the HOLDING's claim is judged separately in `holding_claim` and is NOT evidence about this line; an undeclared band is not an absent one (RYA-833)",,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4508.28,,"NO RAW SIBLING EXISTS — Kurucz ships only the corrected residual atlas, and the 1984 KP atlas is a different observation (RYA-929 'provenance-distinct')",,False,,,NO-TELLURIC-BAND-DECLARED,"⚠️ MIXED — corrected in 4 band(s) (O2 B-band, O2 A-band, H2O, H2O) and raw-like in 1 (H2O); one holding label is describing two different states","no declared telluric band reaches this line, and no raw sibling exists — the HOLDING's claim is judged separately in `holding_claim` and is NOT evidence about this line; an undeclared band is not an absent one (RYA-833)",,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4522.628,,"NO RAW SIBLING EXISTS — Kurucz ships only the corrected residual atlas, and the 1984 KP atlas is a different observation (RYA-929 'provenance-distinct')",,False,,,NO-TELLURIC-BAND-DECLARED,"⚠️ MIXED — corrected in 4 band(s) (O2 B-band, O2 A-band, H2O, H2O) and raw-like in 1 (H2O); one holding label is describing two different states","no declared telluric band reaches this line, and no raw sibling exists — the HOLDING's claim is judged separately in `holding_claim` and is NOT evidence about this line; an undeclared band is not an absent one (RYA-833)",,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4549.466,,"NO RAW SIBLING EXISTS — Kurucz ships only the corrected residual atlas, and the 1984 KP atlas is a different observation (RYA-929 'provenance-distinct')",,False,,,NO-TELLURIC-BAND-DECLARED,"⚠️ MIXED — corrected in 4 band(s) (O2 B-band, O2 A-band, H2O, H2O) and raw-like in 1 (H2O); one holding label is describing two different states","no declared telluric band reaches this line, and no raw sibling exists — the HOLDING's claim is judged separately in `holding_claim` and is NOT evidence about this line; an undeclared band is not an absent one (RYA-833)",,,
solar_kpno_kurucz2005_corrected,kpno_solar_atlas,4583.829,,"NO RAW SIBLING EXISTS — Kurucz ships only the corrected residual atlas, and the 1984 KP atlas is a different observation (RYA-929 'provenance-distinct')",,False,,,NO-TELLURIC-BAND-DECLARED,"⚠️ MIXED — corrected in 4 band(s) (O2 B-band, O2 A-band, H2O, H2O) and raw-like in 1 (H2O); one holding label is describing two different states","no declared telluric band reaches this line, and no raw sibling exists — the HOLDING's claim is judged separately in `holding_claim` and is NOT evidence about this line; an undeclared band is not an absent one (RYA-833)",,,
solar_kpno_molecfit_corrected,kpno_solar_atlas,4233.162,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.391296,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,60.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4303.17,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.474826,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,58.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4351.762,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.632836,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,58.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4385.377,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.423831,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,56.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4416.819,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.20278,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,56.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4508.28,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.176269,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,53.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4522.628,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.34608,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,54.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4549.466,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.473034,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,52.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,4583.829,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.277223,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,52.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3067.244,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.834723,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,175.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3083.741,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.707297,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,173.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3099.894,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.816627,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,172.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3100.665,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.825613,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,172.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3125.651,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.543503,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,169.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3211.986,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.720505,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,159.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3217.377,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.526501,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,159.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3225.787,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.769594,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,159.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3227.795,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.749707,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,158.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3228.249,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.660403,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,158.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3228.898,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.640126,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,158.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3230.963,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.574317,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,157.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3233.967,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.622555,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,158.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3239.433,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.730407,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,157.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3247.28,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.741296,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,156.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3248.204,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.542396,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,156.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3252.914,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.552498,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,155.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3254.454,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.61768,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,155.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3259.989,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.396608,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,155.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3264.512,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.540743,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,154.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3286.016,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.400298,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,152.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3370.783,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.561348,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,150.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3383.979,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.650551,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,149.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3392.305,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.495621,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,147.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3404.354,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.439878,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,147.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3415.531,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.45235,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,146.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3427.119,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.555748,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,145.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3475.863,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.565181,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,141.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3506.58,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.538823,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,139.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3509.725,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.400015,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,138.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3523.308,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.547832,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,137.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3526.238,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.855089,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,136.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3527.891,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.524639,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,137.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3529.82,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.483905,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,136.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3533.006,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.554931,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,136.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3540.121,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.292593,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,136.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3570.254,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.856841,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,133.0
solar_kpno_molecfit_corrected,kpno_solar_atlas,3581.193,solar_kpno,"SAME ARRAY, molecfit applied in-band",,False,0.89042,0.0,VERIFIED-RAW,,DIRECT-COMPARISON vs raw sibling,0.0,0.0,133.0
