# linelist_procyon.csv — Procyon (HD 61421) per-system VALD3 linelist (RYA-309)
# Generated: 2026-06-14  by scripts/intake_build_procyon.py
# Stellar params (extraction): Teff=6530 K, logg=3.96, [Fe/H]=-0.04, vmic=1.7 km/s
#   (Heiter+2015 GBS fundamental Teff/logg; HFS-ON re-extraction)
# HFS splitting: ON (VERIFIED by split-group signature — supersedes the RYA-270
#   HFS-unsplit linelist_procyon.csv, quarantined as
#   linelist_procyon_rya270_hfsoff_quarantine.csv)
# Full species retained (Fe I + Fe II for the RYA-309 Fe run; all species kept
#   for the later RYA-308 all-element row).
# Extractions merged (all HFS-ON):
#   uv      : vald_procyon_uv_hfson_raw.txt (RyanSchmitt.019514.gz), 1150-3000 A
#   optical : vald_procyon_optical_hfson_raw.txt (RyanSchmitt.019513.gz), 3000-6910 A
#   nir     : vald_procyon_nir_hfson_raw.txt (RyanSchmitt.019515.gz), 6910-11000 A
# Wavelength convention: 'vacuum' for lambda < 2000 A (VALD delivers vacuum
#   below 2000 A despite the WL_air label), 'air' for lambda >= 2000 A.
#   NO vacuum->air conversion at build — done at the spectrum-matching boundary.
# Seam duplicates dropped at band endpoints: 73
# nist_grade empty pending NIST cross-validation; blend_flag=False everywhere.
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,vald_proximity_flag,blend_flag,priority,notes,extraction_source,wavelength_convention
Co,II,1862.44396,1.3276,-3.864,VALD3,,8.57,-6.54,-7.9,0.788,1.0,False,0,,uv_019514,vacuum
Co,II,1862.44438,1.3276,-3.986,VALD3,,8.57,-6.54,-7.9,0.788,1.0,False,0,,uv_019514,vacuum
Co,II,1862.44463,1.3276,-4.169,VALD3,,8.57,-6.54,-7.9,0.788,1.0,False,0,,uv_019514,vacuum
Co,II,1862.44553,1.3276,-4.646,VALD3,,8.57,-6.54,-7.9,0.788,1.0,False,0,,uv_019514,vacuum
Co,II,1862.44564,1.3277,-5.283,VALD3,,8.57,-6.54,-7.9,0.788,1.0,False,0,,uv_019514,vacuum
Co,II,1862.44589,1.3276,-4.537,VALD3,,8.57,-6.54,-7.9,0.788,1.0,False,0,,uv_019514,vacuum
Co,II,1862.44595,1.3277,-4.88,VALD3,,8.57,-6.54,-7.9,0.788,1.0,False,0,,uv_019514,vacuum
Co,II,1862.44608,1.3277,-4.558,VALD3,,8.57,-6.54,-7.9,0.788,1.0,False,0,,uv_019514,vacuum
Co,II,1862.4461,1.3277,-4.668,VALD3,,8.57,-6.54,-7.9,0.788,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.5163,1.8094,-1.501,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.51631,1.8094,-2.394,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.51645,1.8094,-2.219,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.51647,1.8094,-2.394,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.51648,1.8094,-1.709,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.51652,1.8094,-2.197,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.51656,1.8094,-2.273,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.51657,1.8094,-1.946,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.51659,1.8094,-2.482,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.5166,1.8094,-2.219,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.51661,1.8094,-2.215,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.51662,1.8094,-2.579,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.51662,1.8094,-2.491,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.51665,1.8094,-2.482,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.51666,1.8094,-2.197,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.51666,1.8094,-2.273,VALD3,,8.71,-6.53,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
CO,I,1862.53903,1.6915,-1.598,VALD3,,8.05,0.0,0.0,0.093,1.0,False,0,,uv_019514,vacuum
Cr,II,1862.62233,2.4546,-3.13,VALD3,,8.45,-6.47,-7.86,0.601,1.0,False,0,,uv_019514,vacuum
CO,I,1862.73714,1.6223,-1.083,VALD3,,8.05,0.0,0.0,0.32,1.0,False,0,,uv_019514,vacuum
CO,I,1862.73714,1.6223,-1.42,VALD3,,8.05,0.0,0.0,0.172,1.0,False,0,,uv_019514,vacuum
CO,I,1862.75726,1.7031,-1.21,VALD3,,8.05,0.0,0.0,0.219,1.0,False,0,,uv_019514,vacuum
Al,III,1862.79,0.0,-0.24,VALD3,,0.0,0.0,0.0,0.549,1.0,False,0,,uv_019514,vacuum
Mn,II,1862.80411,6.9055,-0.138,VALD3,,9.04,-5.16,-7.66,0.176,1.0,False,0,,uv_019514,vacuum
Fe,II,1862.80723,2.2764,-3.712,VALD3,,8.64,-6.56,-7.795,0.927,1.0,False,0,,uv_019514,vacuum
CO,I,1863.05155,1.6308,-1.396,VALD3,,8.05,0.0,0.0,0.166,1.0,False,0,,uv_019514,vacuum
CO,I,1863.05398,1.6308,-1.06,VALD3,,8.05,0.0,0.0,0.333,1.0,False,0,,uv_019514,vacuum
CO,I,1863.10605,1.7152,-1.189,VALD3,,8.05,0.0,0.0,0.228,1.0,False,0,,uv_019514,vacuum
Fe,II,1863.11427,1.0405,-2.992,VALD3,,8.49,-6.5,-7.893,0.996,1.0,False,0,,uv_019514,vacuum
CO,I,1863.13486,1.894,-1.108,VALD3,,8.05,0.0,0.0,0.195,1.0,False,0,,uv_019514,vacuum
CO,I,1863.16749,1.894,-1.421,VALD3,,8.05,0.0,0.0,0.054,1.0,False,0,,uv_019514,vacuum
Ni,I,1863.28941,0.1091,-2.069,VALD3,,7.51,-3.94,-7.25,0.986,1.0,False,0,,uv_019514,vacuum
Fe,II,1863.32371,2.5827,-4.311,VALD3,,8.56,-6.54,-7.883,0.488,1.0,False,1,,uv_019514,vacuum
CO,I,1863.38309,1.6398,-1.372,VALD3,,8.05,0.0,0.0,0.173,1.0,False,0,,uv_019514,vacuum
CO,I,1863.38482,1.6398,-1.038,VALD3,,8.05,0.0,0.0,0.339,1.0,False,0,,uv_019514,vacuum
Ni,I,1863.42871,0.2748,-4.458,VALD3,,7.64,-4.09,-7.26,0.098,1.0,False,0,,uv_019514,vacuum
CO,I,1863.46538,1.7278,-1.174,VALD3,,8.05,0.0,0.0,0.231,1.0,False,0,,uv_019514,vacuum
Fe,I,1863.54807,0.0,-2.466,VALD3,,8.0,-4.64,-7.51,0.993,1.0,False,0,,uv_019514,vacuum
Fe,II,1863.68671,1.0405,-4.066,VALD3,,8.46,-6.5,-7.914,0.982,1.0,False,0,,uv_019514,vacuum
CO,I,1863.7335,1.6493,-1.35,VALD3,,8.05,0.0,0.0,0.187,1.0,False,0,,uv_019514,vacuum
CO,I,1863.73419,1.6493,-1.017,VALD3,,8.05,0.0,0.0,0.347,1.0,False,0,,uv_019514,vacuum
P,I,1863.749,2.3213,-3.5,VALD3,,0.0,0.0,0.0,0.275,1.0,False,0,,uv_019514,vacuum
Co,I,1863.76965,0.1744,-4.063,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Co,I,1863.76987,0.1744,-3.864,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Co,I,1863.7704,0.1744,-3.8,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Co,I,1863.77043,0.1744,-4.318,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Co,I,1863.77104,0.1744,-5.971,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Co,I,1863.77126,0.1744,-3.831,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Co,I,1863.77183,0.1744,-4.063,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Co,I,1863.77197,0.1744,-4.728,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Co,I,1863.77246,0.1744,-4.012,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Co,I,1863.77315,0.1744,-3.864,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Co,I,1863.77323,0.1744,-4.011,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Co,I,1863.7748,0.1744,-3.8,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Co,I,1863.77482,0.1744,-3.605,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Co,I,1863.77677,0.1744,-3.313,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Co,I,1863.77678,0.1744,-3.831,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Co,I,1863.77912,0.1744,-4.012,VALD3,,8.75,-5.02,-7.54,0.223,1.0,False,0,,uv_019514,vacuum
Fe,I,1863.81485,0.0873,-2.969,VALD3,,7.93,-6.0,-7.5,0.986,1.0,False,0,,uv_019514,vacuum
CO,I,1863.84188,1.7408,-1.16,VALD3,,8.05,0.0,0.0,0.231,1.0,False,0,,uv_019514,vacuum
Co,II,1863.86614,1.3277,-2.771,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.86873,1.3277,-2.576,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.87007,1.3277,-1.963,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.87102,1.3277,-2.523,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.87206,1.3277,-2.191,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.873,1.3276,-2.549,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.87374,1.3277,-2.477,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.87468,1.3276,-2.648,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.87512,1.3277,-2.863,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.87599,1.3277,-2.771,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.87605,1.3276,-2.87,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.87619,1.3276,-3.493,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.87695,1.3276,-21.298,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.87707,1.3277,-2.576,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.87741,1.3276,-3.347,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.87784,1.3277,-2.523,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.8783,1.3277,-2.549,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.87832,1.3276,-2.87,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
Co,II,1863.87846,1.3276,-2.648,VALD3,,8.78,-6.53,-7.89,0.983,1.0,False,0,,uv_019514,vacuum
CO,I,1864.00482,1.9172,-1.099,VALD3,,8.05,0.0,0.0,0.192,1.0,False,0,,uv_019514,vacuum
V,II,1864.0896,1.0713,-2.23,VALD3,,7.94,-6.43,-7.87,0.336,1.0,False,0,,uv_019514,vacuum
CO,I,1864.09898,1.6591,-1.329,VALD3,,8.05,0.0,0.0,0.192,1.0,False,0,,uv_019514,vacuum
CO,I,1864.10072,1.6591,-0.998,VALD3,,8.05,0.0,0.0,0.353,1.0,False,0,,uv_019514,vacuum
CO,I,1864.173,1.9172,-1.413,VALD3,,8.05,0.0,0.0,0.053,1.0,False,0,,uv_019514,vacuum
Fe,I,1864.19277,0.1101,-1.829,VALD3,,8.0,-4.72,-7.47,0.996,1.0,False,0,,uv_019514,vacuum
CO,I,1864.23451,1.7542,-1.146,VALD3,,8.05,0.0,0.0,0.232,1.0,False,0,,uv_019514,vacuum
Fe,I,1864.32307,0.0873,-2.275,VALD3,,7.93,-4.42,-7.47,0.994,1.0,False,0,,uv_019514,vacuum
P,I,1864.338,2.3245,-2.5,VALD3,,0.0,0.0,0.0,0.894,1.0,False,0,,uv_019514,vacuum
Cr,II,1864.34062,2.4546,-2.826,VALD3,,8.46,-6.47,-7.86,0.781,1.0,False,0,,uv_019514,vacuum
Fe,II,1864.35727,2.3417,-4.561,VALD3,,8.6,-6.56,-7.791,0.441,1.0,False,1,,uv_019514,vacuum
Mn,II,1864.40324,1.8326,-2.149,VALD3,,8.68,-6.54,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1864.40328,1.8326,-2.693,VALD3,,8.68,-6.54,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1864.40355,1.8326,-1.961,VALD3,,8.68,-6.54,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1864.40363,1.8326,-3.693,VALD3,,8.68,-6.54,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1864.40367,1.8326,-2.149,VALD3,,8.68,-6.54,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1864.40406,1.8326,-1.931,VALD3,,8.68,-6.54,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1864.40419,1.8326,-2.329,VALD3,,8.68,-6.54,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1864.40427,1.8326,-1.961,VALD3,,8.68,-6.54,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1864.40474,1.8326,-2.074,VALD3,,8.68,-6.54,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1864.40495,1.8326,-1.788,VALD3,,8.68,-6.54,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1864.40508,1.8326,-1.931,VALD3,,8.68,-6.54,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1864.40588,1.8326,-1.43,VALD3,,8.68,-6.54,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Mn,II,1864.40609,1.8326,-2.074,VALD3,,8.68,-6.54,-7.87,0.995,1.0,False,0,,uv_019514,vacuum
Cr,II,1864.44584,4.7745,-1.946,VALD3,,8.61,-6.43,-7.746,0.189,1.0,False,0,,uv_019514,vacuum
Ni,II,1864.46739,0.0,-4.665,VALD3,,8.56,-6.8,-7.93,0.975,1.0,False,0,,uv_019514,vacuum
CO,I,1864.48303,1.6695,-1.309,VALD3,,8.05,0.0,0.0,0.197,1.0,False,0,,uv_019514,vacuum
CO,I,1864.49207,1.6695,-0.996,VALD3,,8.05,0.0,0.0,0.349,1.0,False,0,,uv_019514,vacuum
Mn,II,1864.55361,3.8182,-1.341,VALD3,,8.55,-6.6,-7.88,0.826,1.0,False,0,,uv_019514,vacuum
Ni,II,1864.55465,6.4727,-1.442,VALD3,,8.09,-6.02,-7.64,0.099,1.0,False,0,,uv_019514,vacuum
Mn,II,1864.61028,6.9055,0.312,VALD3,,8.97,-5.42,-7.71,0.402,1.0,False,0,,uv_019514,vacuum
P,I,1864.628,2.3245,-4.0,VALD3,,0.0,0.0,0.0,0.092,1.0,False,0,,uv_019514,vacuum
CO,I,1864.64261,1.7681,-1.132,VALD3,,8.05,0.0,0.0,0.234,1.0,False,0,,uv_019514,vacuum
Fe,II,1864.64487,2.5219,-0.989,VALD3,,8.58,-6.56,-7.791,0.997,1.0,False,0,,uv_019514,vacuum
Fe,II,1864.74633,2.5219,-0.396,VALD3,,8.57,-6.56,-7.789,0.998,1.0,False,0,,uv_019514,vacuum
Fe,I,1864.74644,0.0516,-2.359,VALD3,,7.73,-4.56,-7.54,0.994,1.0,False,0,,uv_019514,vacuum
Fe,I,1864.79957,0.1213,-1.841,VALD3,,8.05,-4.63,-7.44,0.996,1.0,False,0,,uv_019514,vacuum
Fe,I,1864.85055,0.9582,-3.426,VALD3,,7.9,-4.31,-7.07,0.846,1.0,False,0,,uv_019514,vacuum
CO,I,1864.86898,1.6802,-0.961,VALD3,,8.05,0.0,0.0,0.365,1.0,False,0,,uv_019514,vacuum
CO,I,1864.88498,1.6802,-1.289,VALD3,,8.05,0.0,0.0,0.2,1.0,False,0,,uv_019514,vacuum
CO,I,1864.89785,1.9409,-1.091,VALD3,,8.05,0.0,0.0,0.188,1.0,False,0,,uv_019514,vacuum
Co,I,1864.9352,0.2243,-3.927,VALD3,,8.78,-5.07,-7.59,0.078,1.0,False,0,,uv_019514,vacuum
Co,I,1864.93624,0.2243,-4.103,VALD3,,8.78,-5.07,-7.59,0.078,1.0,False,0,,uv_019514,vacuum
Co,I,1864.93738,0.2243,-3.802,VALD3,,8.78,-5.07,-7.59,0.078,1.0,False,0,,uv_019514,vacuum
Co,I,1864.93877,0.2243,-22.899,VALD3,,8.78,-5.07,-7.59,0.078,1.0,False,0,,uv_019514,vacuum
Co,I,1864.93982,0.2243,-3.927,VALD3,,8.78,-5.07,-7.59,0.078,1.0,False,0,,uv_019514,vacuum
Co,I,1864.94046,0.2243,-3.916,VALD3,,8.78,-5.07,-7.59,0.078,1.0,False,0,,uv_019514,vacuum
Co,I,1864.9422,0.2243,-4.121,VALD3,,8.78,-5.07,-7.59,0.078,1.0,False,0,,uv_019514,vacuum
Co,I,1864.94359,0.2243,-3.802,VALD3,,8.78,-5.07,-7.59,0.078,1.0,False,0,,uv_019514,vacuum
Co,I,1864.94656,0.2243,-3.505,VALD3,,8.78,-5.07,-7.59,0.078,1.0,False,0,,uv_019514,vacuum
Co,I,1864.9483,0.2243,-3.916,VALD3,,8.78,-5.07,-7.59,0.078,1.0,False,0,,uv_019514,vacuum
Si,I,1865.02842,0.781,-3.251,VALD3,,7.85,-4.29,-7.18,0.988,1.0,False,0,,uv_019514,vacuum
CO,I,1865.07002,1.7824,-1.119,VALD3,,8.05,0.0,0.0,0.235,1.0,False,0,,uv_019514,vacuum
Ni,I,1865.13037,0.1091,-4.763,VALD3,,7.68,-3.98,-7.26,0.064,1.0,False,0,,uv_019514,vacuum
Mn,II,1865.1549,4.8232,-1.431,VALD3,,8.52,-6.51,-7.87,0.293,1.0,False,0,,uv_019514,vacuum
Cr,II,1865.1837,2.4546,-2.686,VALD3,,8.46,-6.47,-7.86,0.844,1.0,False,0,,uv_019514,vacuum
Mn,II,1865.29615,6.8336,-0.461,VALD3,,9.2,-5.31,-7.63,0.1,1.0,False,0,,uv_019514,vacuum
CO,I,1865.30171,1.6915,-0.943,VALD3,,8.05,0.0,0.0,0.37,1.0,False,0,,uv_019514,vacuum
Fe,I,1865.3093,0.0,-0.946,VALD3,,7.95,-4.72,-7.45,0.999,1.0,False,0,,uv_019514,vacuum
CO,I,1865.31424,1.6915,-1.271,VALD3,,8.05,0.0,0.0,0.204,1.0,False,0,,uv_019514,vacuum
Mn,II,1865.43846,3.9379,-2.496,VALD3,,8.59,-6.58,-7.87,0.133,1.0,False,0,,uv_019514,vacuum
Ni,I,1865.45945,0.1091,-2.026,VALD3,,7.25,-3.98,-7.25,0.987,1.0,False,0,,uv_019514,vacuum
Cr,I,1865.47702,0.9414,-2.018,VALD3,,7.96,-4.1,-7.26,0.439,1.0,False,0,,uv_019514,vacuum
CO,I,1865.51328,1.7972,-1.107,VALD3,,8.05,0.0,0.0,0.235,1.0,False,0,,uv_019514,vacuum
Fe,II,1865.52859,2.2764,-3.032,VALD3,,8.67,-6.56,-7.798,0.976,1.0,False,0,,uv_019514,vacuum
Mn,II,1865.55609,6.8652,-0.07,VALD3,,9.18,-4.64,-7.63,0.223,1.0,False,0,,uv_019514,vacuum
Fe,I,1865.61428,0.0516,-2.482,VALD3,,7.78,-4.72,-7.49,0.993,1.0,False,0,,uv_019514,vacuum
CO,I,1865.6156,1.7031,-1.253,VALD3,,8.05,0.0,0.0,0.208,1.0,False,0,,uv_019514,vacuum
Ni,II,1865.63475,6.3288,-1.567,VALD3,,8.11,-6.01,-7.64,0.098,1.0,False,0,,uv_019514,vacuum
Fe,II,1865.64978,1.6953,-3.832,VALD3,,8.63,-6.57,-7.786,0.967,1.0,False,0,,uv_019514,vacuum
CO,I,1865.70854,1.7031,-0.927,VALD3,,8.05,0.0,0.0,0.374,1.0,False,0,,uv_019514,vacuum
CO,I,1865.75031,1.9649,-1.396,VALD3,,8.05,0.0,0.0,0.051,1.0,False,0,,uv_019514,vacuum
Ti,II,1865.76681,0.0,-2.219,VALD3,,8.41,-6.38,-7.84,0.989,1.0,False,0,,uv_019514,vacuum
Cr,II,1865.79118,2.5439,-3.962,VALD3,,8.51,-6.57,-7.771,0.095,1.0,False,0,,uv_019514,vacuum
CO,I,1865.81993,1.9649,-1.083,VALD3,,8.05,0.0,0.0,0.185,1.0,False,0,,uv_019514,vacuum
Mn,II,1865.82876,1.8475,-1.748,VALD3,,8.68,-6.53,-7.87,0.994,1.0,False,0,,uv_019514,vacuum
Mn,II,1865.82884,1.8475,-2.116,VALD3,,8.68,-6.53,-7.87,0.994,1.0,False,0,,uv_019514,vacuum
Mn,II,1865.82993,1.8475,-1.739,VALD3,,8.68,-6.53,-7.87,0.994,1.0,False,0,,uv_019514,vacuum
Mn,II,1865.83023,1.8475,-2.66,VALD3,,8.68,-6.53,-7.87,0.994,1.0,False,0,,uv_019514,vacuum
Mn,II,1865.83031,1.8475,-1.748,VALD3,,8.68,-6.53,-7.87,0.994,1.0,False,0,,uv_019514,vacuum
Mn,II,1865.83203,1.8475,-1.484,VALD3,,8.68,-6.53,-7.87,0.994,1.0,False,0,,uv_019514,vacuum
Mn,II,1865.83234,1.8475,-1.739,VALD3,,8.68,-6.53,-7.87,0.994,1.0,False,0,,uv_019514,vacuum
Cr,II,1865.8341,4.41,-2.356,VALD3,,8.48,-6.36,-7.763,0.137,1.0,False,0,,uv_019514,vacuum
Cr,II,1865.8426,2.5441,-3.003,VALD3,,8.51,-6.57,-7.771,0.639,1.0,False,0,,uv_019514,vacuum
Co,II,1865.90912,1.4037,-3.409,VALD3,,8.52,-6.54,-7.9,0.888,1.0,False,0,,uv_019514,vacuum
Co,II,1865.90999,1.4037,-3.585,VALD3,,8.52,-6.54,-7.9,0.888,1.0,False,0,,uv_019514,vacuum
Co,II,1865.9125,1.4037,-3.236,VALD3,,8.52,-6.54,-7.9,0.888,1.0,False,0,,uv_019514,vacuum
Co,II,1865.91373,1.4037,-5.333,VALD3,,8.52,-6.54,-7.9,0.888,1.0,False,0,,uv_019514,vacuum
Co,II,1865.91461,1.4037,-3.409,VALD3,,8.52,-6.54,-7.9,0.888,1.0,False,0,,uv_019514,vacuum
Co,II,1865.91737,1.4037,-3.225,VALD3,,8.52,-6.54,-7.9,0.888,1.0,False,0,,uv_019514,vacuum
Co,II,1865.91896,1.4037,-3.907,VALD3,,8.52,-6.54,-7.9,0.888,1.0,False,0,,uv_019514,vacuum
Co,II,1865.92019,1.4037,-3.236,VALD3,,8.52,-6.54,-7.9,0.888,1.0,False,0,,uv_019514,vacuum
Co,II,1865.92374,1.4037,-3.383,VALD3,,8.52,-6.54,-7.9,0.888,1.0,False,0,,uv_019514,vacuum
Co,II,1865.92568,1.4037,-3.211,VALD3,,8.52,-6.54,-7.9,0.888,1.0,False,0,,uv_019514,vacuum
Co,II,1865.92726,1.4037,-3.225,VALD3,,8.52,-6.54,-7.9,0.888,1.0,False,0,,uv_019514,vacuum
Co,II,1865.93389,1.4038,-2.813,VALD3,,8.52,-6.54,-7.9,0.888,1.0,False,0,,uv_019514,vacuum
Co,II,1865.93583,1.4038,-3.383,VALD3,,8.52,-6.54,-7.9,0.888,1.0,False,0,,uv_019514,vacuum
CO,I,1865.97451,1.8124,-1.095,VALD3,,8.05,0.0,0.0,0.233,1.0,False,0,,uv_019514,vacuum
V,II,1865.986,1.8047,-1.971,VALD3,,8.45,-6.41,-7.85,0.181,1.0,False,0,,uv_019514,vacuum
Fe,I,1866.06209,0.0516,-1.315,VALD3,,8.33,-4.86,-7.51,0.998,1.0,False,0,,uv_019514,vacuum
V,II,1866.08762,0.0421,-6.528,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.0877,0.0421,-5.315,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.08779,0.0421,-4.386,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.08932,0.0421,-6.125,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.08938,0.0421,-5.11,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.08946,0.0421,-4.507,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.09076,0.0421,-5.913,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.09081,0.0421,-5.044,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.09087,0.0421,-4.643,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.09194,0.0421,-5.803,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.09198,0.0421,-5.048,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.09203,0.0421,-4.799,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.09286,0.0421,-5.782,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.09288,0.0421,-5.109,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.09293,0.0421,-4.984,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.09352,0.0421,-5.891,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
V,II,1866.09353,0.0421,-5.231,VALD3,,8.49,-6.49,-7.86,0.105,1.0,False,0,,uv_019514,vacuum
