# linelist_procyon.csv — Procyon (HD 61421) per-system VALD3 linelist (RYA-309)
# Generated: 2026-06-14  by scripts/intake_build_procyon.py
# Stellar params (extraction): Teff=6530 K, logg=3.96, [Fe/H]=-0.04, vmic=1.7 km/s
#   (Heiter+2015 GBS fundamental Teff/logg; HFS-ON re-extraction)
# HFS splitting: ON (VERIFIED by split-group signature — supersedes the RYA-270
#   HFS-unsplit linelist_procyon.csv, quarantined as
#   linelist_procyon_rya270_hfsoff_quarantine.csv)
# Full species retained (Fe I + Fe II for the RYA-309 Fe run; all species kept
#   for the later RYA-308 all-element row).
# Extractions merged (all HFS-ON):
#   uv      : vald_procyon_uv_hfson_raw.txt (RyanSchmitt.019514.gz), 1150-3000 A
#   optical : vald_procyon_optical_hfson_raw.txt (RyanSchmitt.019513.gz), 3000-6910 A
#   nir     : vald_procyon_nir_hfson_raw.txt (RyanSchmitt.019515.gz), 6910-11000 A
# Wavelength convention: 'vacuum' for lambda < 2000 A (VALD delivers vacuum
#   below 2000 A despite the WL_air label), 'air' for lambda >= 2000 A.
#   NO vacuum->air conversion at build — done at the spectrum-matching boundary.
# Seam duplicates dropped at band endpoints: 73
# nist_grade empty pending NIST cross-validation; blend_flag=False everywhere.
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,vald_proximity_flag,blend_flag,priority,notes,extraction_source,wavelength_convention
Mn,II,2805.18678,4.074,-2.226,VALD3,,8.68,-6.49,-7.87,0.692,1.0,False,0,,uv_019514,air
Mn,II,2805.1901,4.074,-2.594,VALD3,,8.68,-6.49,-7.87,0.692,1.0,False,0,,uv_019514,air
Mn,II,2805.19284,4.074,-2.402,VALD3,,8.68,-6.49,-7.87,0.692,1.0,False,0,,uv_019514,air
Mn,II,2805.19616,4.074,-2.11,VALD3,,8.68,-6.49,-7.87,0.692,1.0,False,0,,uv_019514,air
Mn,II,2805.20092,4.074,-2.995,VALD3,,8.68,-6.49,-7.87,0.692,1.0,False,0,,uv_019514,air
Mn,II,2805.20465,4.074,-1.962,VALD3,,8.68,-6.49,-7.87,0.692,1.0,False,0,,uv_019514,air
Mn,II,2805.20941,4.074,-2.217,VALD3,,8.68,-6.49,-7.87,0.692,1.0,False,0,,uv_019514,air
Mn,II,2805.22032,4.074,-1.673,VALD3,,8.68,-6.49,-7.87,0.692,1.0,False,0,,uv_019514,air
Fe,II,2805.31857,3.8887,-1.745,VALD3,,8.63,-6.53,-7.874,0.896,1.0,False,0,,uv_019514,air
Mn,II,2805.35439,4.3284,-0.124,VALD3,,8.6,-6.54,-7.86,0.88,1.0,False,0,,uv_019514,air
V,II,2805.53133,2.2681,-2.233,VALD3,,8.49,-6.49,-7.86,0.728,1.0,False,0,,uv_019514,air
V,II,2805.53239,2.2681,-1.815,VALD3,,8.49,-6.49,-7.86,0.728,1.0,False,0,,uv_019514,air
V,II,2805.53286,2.2681,-1.932,VALD3,,8.49,-6.49,-7.86,0.728,1.0,False,0,,uv_019514,air
V,II,2805.53378,2.2681,-2.011,VALD3,,8.49,-6.49,-7.86,0.728,1.0,False,0,,uv_019514,air
V,II,2805.53412,2.2681,-1.544,VALD3,,8.49,-6.49,-7.86,0.728,1.0,False,0,,uv_019514,air
V,II,2805.53454,2.2681,-1.749,VALD3,,8.49,-6.49,-7.86,0.728,1.0,False,0,,uv_019514,air
V,II,2805.53607,2.2681,-2.108,VALD3,,8.49,-6.49,-7.86,0.728,1.0,False,0,,uv_019514,air
V,II,2805.53652,2.2682,-1.337,VALD3,,8.49,-6.49,-7.86,0.728,1.0,False,0,,uv_019514,air
V,II,2805.53688,2.2681,-1.69,VALD3,,8.49,-6.49,-7.86,0.728,1.0,False,0,,uv_019514,air
V,II,2805.53902,2.2681,-2.254,VALD3,,8.49,-6.49,-7.86,0.728,1.0,False,0,,uv_019514,air
V,II,2805.53959,2.2682,-1.166,VALD3,,8.49,-6.49,-7.86,0.728,1.0,False,0,,uv_019514,air
V,II,2805.53989,2.2682,-1.723,VALD3,,8.49,-6.49,-7.86,0.728,1.0,False,0,,uv_019514,air
V,II,2805.54265,2.2682,-2.488,VALD3,,8.49,-6.49,-7.86,0.728,1.0,False,0,,uv_019514,air
V,II,2805.54357,2.2682,-1.906,VALD3,,8.49,-6.49,-7.86,0.728,1.0,False,0,,uv_019514,air
V,II,2805.54694,2.2682,-2.906,VALD3,,8.49,-6.49,-7.86,0.728,1.0,False,0,,uv_019514,air
Ni,II,2805.66461,4.0294,-1.186,VALD3,,8.65,-6.62,-7.92,0.874,1.0,False,0,,uv_019514,air
Ti,I,2805.69642,1.0666,-1.161,VALD3,,7.88,-5.02,-7.43,0.111,1.0,False,0,,uv_019514,air
Fe,II,2805.7869,3.3866,-1.599,VALD3,,8.58,-6.52,-7.892,0.937,1.0,False,0,,uv_019514,air
Fe,I,2805.80675,1.4849,-2.599,VALD3,,7.72,-6.21,-7.8,0.874,1.0,False,0,,uv_019514,air
Fe,I,2805.99916,2.4242,-2.876,VALD3,,8.38,-5.99,-7.74,0.374,1.0,False,1,,uv_019514,air
Fe,I,2806.07005,2.2786,-1.892,VALD3,,8.33,-4.86,-7.51,0.867,0.903618090664266,False,0,,uv_019514,air
Mn,I,2806.1333,3.1325,0.119,VALD3,,8.04,-6.2,-7.83,0.74,0.9293262631031776,False,0,,uv_019514,air
Fe,II,2806.25138,3.7677,-3.445,VALD3,,8.6,-6.51,-7.892,0.338,0.7713835100752984,False,1,,uv_019514,air
Fe,I,2806.45204,3.0385,-3.051,VALD3,,7.59,-3.59,-7.08,0.087,1.0,False,1,,uv_019514,air
Ti,II,2806.4714,1.2214,-1.54,VALD3,,8.26,-6.49,-7.83,0.92,0.4051956555048273,False,0,,uv_019514,air
Fe,I,2806.50223,2.8083,-3.271,VALD3,,8.22,-5.37,-7.41,0.083,1.0,False,1,,uv_019514,air
V,II,2806.5484,2.0498,-1.761,VALD3,,8.49,-6.52,-7.86,0.16,1.0,False,0,,uv_019514,air
Ti,II,2806.73043,1.2313,-2.909,VALD3,,8.26,-6.41,-7.83,0.423,1.0,False,0,,uv_019514,air
Er,II,2806.75,0.0,-0.856,VALD3,,0.0,0.0,0.0,0.082,1.0,False,0,,uv_019514,air
Ru,II,2806.758,2.6837,0.425,VALD3,,0.0,0.0,0.0,0.098,1.0,False,0,,uv_019514,air
Mn,I,2806.78827,3.135,-0.369,VALD3,,8.02,-5.6,-7.72,0.466,1.0,False,0,,uv_019514,air
Mn,II,2806.8313,4.3284,-1.082,VALD3,,8.56,-6.55,-7.87,0.639,1.0,False,0,,uv_019514,air
Os,I,2806.906,0.0,-0.75,VALD3,,0.0,0.0,0.0,0.067,1.0,False,0,,uv_019514,air
Mn,II,2806.90617,5.9906,-0.451,VALD3,,8.43,-6.49,-7.88,0.233,1.0,False,0,,uv_019514,air
Mn,I,2806.96946,3.1353,-0.955,VALD3,,8.02,-5.6,-7.72,0.161,1.0,False,0,,uv_019514,air
Fe,I,2806.98397,0.9146,-0.826,VALD3,,7.2,-6.21,-7.83,0.978,1.0,False,0,,uv_019514,air
Fe,I,2807.07256,1.4849,-2.943,VALD3,,7.58,-5.98,-7.82,0.804,1.0,False,0,,uv_019514,air
Co,II,2807.16841,1.3276,-4.035,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.16873,1.3276,-3.693,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.16945,1.3276,-3.889,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.16973,1.3276,-3.459,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.17046,1.3276,-3.706,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.17141,1.3277,-3.274,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.1715,1.3276,-4.366,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Fe,II,2807.17173,3.8916,-2.074,VALD3,,8.63,-6.53,-7.874,0.862,1.0,False,0,,uv_019514,air
Co,II,2807.17216,1.3276,-3.584,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.17377,1.3277,-3.118,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.17389,1.3276,-4.257,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.17453,1.3277,-3.523,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.1768,1.3277,-2.982,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.17696,1.3277,-4.278,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.17758,1.3277,-3.519,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Fe,I,2807.17803,2.9904,-0.967,VALD3,,8.03,-3.71,-7.26,0.889,1.0,False,0,,uv_019514,air
Co,II,2807.18051,1.3277,-2.861,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.1807,1.3277,-4.388,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.18131,1.3277,-3.585,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.18513,1.3277,-4.6,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.18572,1.3277,-3.79,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Co,II,2807.19023,1.3277,-5.003,VALD3,,8.55,-6.54,-7.91,0.842,1.0,False,0,,uv_019514,air
Fe,I,2807.21516,3.0173,-2.356,VALD3,,7.45,-3.89,-7.19,0.381,1.0,False,1,,uv_019514,air
Fe,I,2807.2439,0.0,-2.86,VALD3,,8.06,-6.06,-7.79,0.954,1.0,False,0,,uv_019514,air
Cr,II,2807.41564,3.8581,-3.102,VALD3,,8.54,-6.52,-7.86,0.055,1.0,False,0,,uv_019514,air
Fe,I,2807.45175,3.0176,-2.073,VALD3,,7.45,-3.89,-7.19,0.56,1.0,False,1,,uv_019514,air
Fe,I,2807.4866,3.0176,-2.575,VALD3,,7.31,-4.18,-7.32,0.252,1.0,False,1,,uv_019514,air
Fe,I,2807.51034,3.0176,-3.08,VALD3,,7.26,-4.41,-7.33,0.085,1.0,False,1,,uv_019514,air
Mn,II,2807.53368,5.4368,-1.149,VALD3,,8.37,-6.49,-7.89,0.138,1.0,False,0,,uv_019514,air
Ni,II,2807.55654,4.0324,-2.896,VALD3,,8.65,-6.62,-7.92,0.171,1.0,False,0,,uv_019514,air
Mn,II,2807.58572,4.3284,-1.049,VALD3,,8.6,-6.54,-7.86,0.655,1.0,False,0,,uv_019514,air
Fe,II,2807.59676,6.7303,-1.766,VALD3,,8.46,-6.53,-7.771,0.071,1.0,False,1,,uv_019514,air
Cr,II,2807.61986,6.8028,-0.711,VALD3,,8.67,-5.58,-7.72,0.051,1.0,False,0,,uv_019514,air
Mo,II,2807.753,1.5396,-0.404,VALD3,,0.0,0.0,0.0,0.39,1.0,False,0,,uv_019514,air
Fe,I,2807.87498,3.0713,-1.112,VALD3,,8.52,-4.33,-7.37,0.868,1.0,False,0,,uv_019514,air
Fe,I,2807.96332,1.5574,-2.829,VALD3,,8.37,-5.75,-7.7,0.818,1.0,False,0,,uv_019514,air
Hf,II,2808.0,0.6081,-0.79,VALD3,,0.0,0.0,0.0,0.083,1.0,False,0,,uv_019514,air
Mn,II,2808.00573,5.3699,-1.403,VALD3,,8.37,-6.49,-7.89,0.246,1.0,False,0,,uv_019514,air
V,II,2808.00841,1.6873,-4.366,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
Mn,II,2808.01102,5.3699,-1.947,VALD3,,8.37,-6.49,-7.89,0.246,1.0,False,0,,uv_019514,air
V,II,2808.01134,1.6873,-3.153,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
V,II,2808.01278,1.6873,-3.963,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
Mn,II,2808.01425,5.3699,-1.692,VALD3,,8.37,-6.49,-7.89,0.246,1.0,False,0,,uv_019514,air
V,II,2808.01473,1.6873,-2.224,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
Mn,II,2808.01519,5.3699,-2.725,VALD3,,8.37,-6.49,-7.89,0.246,1.0,False,0,,uv_019514,air
V,II,2808.01526,1.6873,-2.948,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
Cr,II,2808.01593,6.8052,0.128,VALD3,,8.64,-6.47,-7.73,0.301,1.0,False,0,,uv_019514,air
V,II,2808.01655,1.6873,-3.751,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
V,II,2808.01819,1.6873,-2.345,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
Mn,II,2808.01842,5.3699,-1.84,VALD3,,8.37,-6.49,-7.89,0.246,1.0,False,0,,uv_019514,air
V,II,2808.01857,1.6873,-2.882,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
V,II,2808.01971,1.6873,-3.641,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
Mn,II,2808.02073,5.3699,-2.132,VALD3,,8.37,-6.49,-7.89,0.246,1.0,False,0,,uv_019514,air
V,II,2808.02106,1.6873,-2.481,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
V,II,2808.02129,1.6873,-2.886,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
Mn,II,2808.02143,5.3699,-2.324,VALD3,,8.37,-6.49,-7.89,0.246,1.0,False,0,,uv_019514,air
Mn,I,2808.02184,2.1427,-0.642,VALD3,,7.89,-5.81,-7.78,0.785,1.0,False,0,,uv_019514,air
V,II,2808.02227,1.6873,-3.62,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
V,II,2808.02332,1.6873,-2.637,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
V,II,2808.0234,1.6873,-2.947,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
Mn,II,2808.02373,5.3699,-1.956,VALD3,,8.37,-6.49,-7.89,0.246,1.0,False,0,,uv_019514,air
V,II,2808.02423,1.6873,-3.729,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
V,II,2808.0249,1.6873,-3.069,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
V,II,2808.02497,1.6873,-2.822,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
Mn,II,2808.02555,5.3699,-2.102,VALD3,,8.37,-6.49,-7.89,0.246,1.0,False,0,,uv_019514,air
V,II,2808.02581,1.6873,-3.252,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
V,II,2808.02603,1.6873,-3.056,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
V,II,2808.02648,1.6873,-3.398,VALD3,,8.4,-6.55,-7.86,0.424,1.0,False,0,,uv_019514,air
Zr,II,2808.15,0.039,-1.72,VALD3,,0.0,0.0,0.0,0.369,1.0,False,0,,uv_019514,air
Fe,I,2808.19128,2.998,-1.801,VALD3,,7.53,-3.78,-7.12,0.72,1.0,False,1,,uv_019514,air
Ti,II,2808.19672,1.2241,-2.4,VALD3,,8.26,-6.41,-7.83,0.745,1.0,False,0,,uv_019514,air
V,II,2808.22642,2.2651,-1.179,VALD3,,8.5,-6.49,-7.85,0.681,1.0,False,0,,uv_019514,air
V,II,2808.22965,2.2651,-1.668,VALD3,,8.5,-6.49,-7.85,0.681,1.0,False,0,,uv_019514,air
V,II,2808.2301,2.2651,-1.472,VALD3,,8.5,-6.49,-7.85,0.681,1.0,False,0,,uv_019514,air
Fe,I,2808.23183,2.8654,-2.996,VALD3,,8.12,-3.81,-7.37,0.137,1.0,False,1,,uv_019514,air
V,II,2808.23229,2.2651,-2.367,VALD3,,8.5,-6.49,-7.85,0.681,1.0,False,0,,uv_019514,air
V,II,2808.23274,2.2651,-1.552,VALD3,,8.5,-6.49,-7.85,0.681,1.0,False,0,,uv_019514,air
V,II,2808.2331,2.2651,-1.927,VALD3,,8.5,-6.49,-7.85,0.681,1.0,False,0,,uv_019514,air
V,II,2808.23479,2.2651,-1.927,VALD3,,8.5,-6.49,-7.85,0.681,1.0,False,0,,uv_019514,air
V,II,2808.23515,2.2651,-1.672,VALD3,,8.5,-6.49,-7.85,0.681,1.0,False,0,,uv_019514,air
V,II,2808.23662,2.2651,-1.656,VALD3,,8.5,-6.49,-7.85,0.681,1.0,False,0,,uv_019514,air
Ti,II,2808.24327,5.2332,0.038,VALD3,,8.85,-5.62,-7.64,0.185,1.0,False,0,,uv_019514,air
Fe,I,2808.32681,0.9582,-2.431,VALD3,,7.06,-6.21,-7.83,0.928,1.0,False,0,,uv_019514,air
Fe,I,2808.33431,3.0469,-2.562,VALD3,,8.47,-4.81,-7.4,0.246,1.0,False,1,,uv_019514,air
Ni,II,2808.34527,2.8651,-2.577,VALD3,,8.86,-6.63,-7.9,0.829,1.0,False,0,,uv_019514,air
Fe,I,2808.35411,2.2786,-2.865,VALD3,,7.82,-5.13,-7.7,0.461,1.0,False,1,,uv_019514,air
La,II,2808.37129,1.2516,-1.261,VALD3,,0.0,0.0,0.0,0.295,1.0,False,0,,uv_019514,air
La,II,2808.37186,1.2516,-0.562,VALD3,,0.0,0.0,0.0,0.295,1.0,False,0,,uv_019514,air
La,II,2808.37261,1.2516,-0.073,VALD3,,0.0,0.0,0.0,0.295,1.0,False,0,,uv_019514,air
La,II,2808.374,1.2516,-0.821,VALD3,,0.0,0.0,0.0,0.295,1.0,False,0,,uv_019514,air
La,II,2808.3744,1.2516,-0.446,VALD3,,0.0,0.0,0.0,0.295,1.0,False,0,,uv_019514,air
La,II,2808.37497,1.2516,-0.366,VALD3,,0.0,0.0,0.0,0.295,1.0,False,0,,uv_019514,air
La,II,2808.37567,1.2516,-0.55,VALD3,,0.0,0.0,0.0,0.295,1.0,False,0,,uv_019514,air
La,II,2808.37594,1.2516,-0.566,VALD3,,0.0,0.0,0.0,0.295,1.0,False,0,,uv_019514,air
La,II,2808.37634,1.2516,-0.821,VALD3,,0.0,0.0,0.0,0.295,1.0,False,0,,uv_019514,air
Mn,I,2808.38212,2.9532,-0.962,VALD3,,8.1,-6.06,-7.77,0.221,1.0,False,0,,uv_019514,air
Fe,I,2808.52438,2.8512,-3.417,VALD3,,7.59,-3.62,-7.28,0.055,1.0,False,1,,uv_019514,air
Fe,I,2808.66002,2.9488,-1.84,VALD3,,7.82,-3.96,-7.22,0.722,0.9090948684241668,False,1,,uv_019514,air
V,II,2808.6905,1.4277,-1.94,VALD3,,8.24,-6.55,-7.87,0.334,1.0,False,0,,uv_019514,air
Fe,I,2808.94209,3.0385,-2.177,VALD3,,7.54,-3.55,-7.11,0.479,0.6330290670587974,False,1,,uv_019514,air
Mn,I,2809.10327,2.1427,-0.573,VALD3,,7.82,-5.55,-7.78,0.806,1.0,False,0,,uv_019514,air
Fe,I,2809.14534,3.2367,-2.553,VALD3,,7.69,-3.92,-7.08,0.184,1.0,False,1,,uv_019514,air
Ti,I,2809.16058,1.0529,-0.768,VALD3,,8.08,-5.45,-7.44,0.26,1.0,False,0,,uv_019514,air
V,II,2809.18023,1.4277,-2.174,VALD3,,8.28,-6.52,-7.87,0.216,1.0,False,0,,uv_019514,air
Mn,II,2809.18339,4.3284,-1.393,VALD3,,8.47,-6.57,-7.89,0.458,1.0,False,0,,uv_019514,air
Ti,II,2809.2115,3.8692,-1.09,VALD3,,8.79,-5.71,-7.7,0.185,1.0,False,0,,uv_019514,air
Cr,II,2809.27639,4.3163,-1.601,VALD3,,8.44,-6.5,-7.861,0.489,1.0,False,0,,uv_019514,air
Tb,II,2809.296,0.126,0.191,VALD3,,0.0,0.0,0.0,0.077,1.0,False,0,,uv_019514,air
Mn,II,2809.3926,4.6881,-0.874,VALD3,,8.53,-6.61,-7.87,0.584,1.0,False,0,,uv_019514,air
V,II,2809.49031,2.3721,-2.142,VALD3,,8.45,-6.47,-7.85,0.456,1.0,False,0,,uv_019514,air
V,II,2809.49117,2.3721,-2.318,VALD3,,8.45,-6.47,-7.85,0.456,1.0,False,0,,uv_019514,air
V,II,2809.49526,2.3721,-1.969,VALD3,,8.45,-6.47,-7.85,0.456,1.0,False,0,,uv_019514,air
V,II,2809.49647,2.3721,-4.066,VALD3,,8.45,-6.47,-7.85,0.456,1.0,False,0,,uv_019514,air
V,II,2809.49733,2.3721,-2.142,VALD3,,8.45,-6.47,-7.85,0.456,1.0,False,0,,uv_019514,air
V,II,2809.50234,2.3721,-1.958,VALD3,,8.45,-6.47,-7.85,0.456,1.0,False,0,,uv_019514,air
V,II,2809.50389,2.3721,-2.64,VALD3,,8.45,-6.47,-7.85,0.456,1.0,False,0,,uv_019514,air
V,II,2809.5051,2.3721,-1.969,VALD3,,8.45,-6.47,-7.85,0.456,1.0,False,0,,uv_019514,air
Fe,I,2809.50915,2.9398,-2.915,VALD3,,8.29,-3.62,-7.37,0.143,1.0,False,1,,uv_019514,air
V,II,2809.51153,2.3722,-2.116,VALD3,,8.45,-6.47,-7.85,0.456,1.0,False,0,,uv_019514,air
V,II,2809.51343,2.3722,-1.944,VALD3,,8.45,-6.47,-7.85,0.456,1.0,False,0,,uv_019514,air
V,II,2809.51498,2.3722,-1.958,VALD3,,8.45,-6.47,-7.85,0.456,1.0,False,0,,uv_019514,air
V,II,2809.52509,2.3722,-1.546,VALD3,,8.45,-6.47,-7.85,0.456,1.0,False,0,,uv_019514,air
V,II,2809.52699,2.3722,-2.116,VALD3,,8.45,-6.47,-7.85,0.456,1.0,False,0,,uv_019514,air
Cr,II,2809.57239,6.8028,-0.635,VALD3,,8.66,-6.0,-7.712,0.062,1.0,False,0,,uv_019514,air
Cr,II,2809.6437,4.3163,-2.012,VALD3,,8.46,-6.49,-7.861,0.257,1.0,False,0,,uv_019514,air
Mn,II,2809.65286,4.0712,-3.321,VALD3,,8.68,-6.49,-7.87,0.182,1.0,False,0,,uv_019514,air
Mn,II,2809.65374,4.0712,-3.175,VALD3,,8.68,-6.49,-7.87,0.182,1.0,False,0,,uv_019514,air
Mn,II,2809.6552,4.0712,-3.351,VALD3,,8.68,-6.49,-7.87,0.182,1.0,False,0,,uv_019514,air
Mn,II,2809.65952,4.0712,-3.543,VALD3,,8.68,-6.49,-7.87,0.182,1.0,False,0,,uv_019514,air
Mn,II,2809.66098,4.0712,-3.059,VALD3,,8.68,-6.49,-7.87,0.182,1.0,False,0,,uv_019514,air
Mn,II,2809.66301,4.0712,-2.911,VALD3,,8.68,-6.49,-7.87,0.182,1.0,False,0,,uv_019514,air
Mn,II,2809.66907,4.0712,-3.944,VALD3,,8.68,-6.49,-7.87,0.182,1.0,False,0,,uv_019514,air
Mn,II,2809.6711,4.0712,-3.166,VALD3,,8.68,-6.49,-7.87,0.182,1.0,False,0,,uv_019514,air
Mn,II,2809.6737,4.0712,-2.622,VALD3,,8.68,-6.49,-7.87,0.182,1.0,False,0,,uv_019514,air
Ti,II,2809.69503,3.9707,-0.88,VALD3,,8.82,-5.69,-7.69,0.242,1.0,False,0,,uv_019514,air
Gd,II,2809.72,0.427,0.263,VALD3,,0.0,0.0,0.0,0.31,1.0,False,0,,uv_019514,air
Fe,I,2809.73949,2.882,-3.38,VALD3,,8.19,-5.3,-7.4,0.057,1.0,False,1,,uv_019514,air
Mg,I,2809.755,5.9459,-0.585,VALD3,,8.86,0.0,0.0,0.635,1.0,False,0,,uv_019514,air
Mg,I,2809.761,5.9459,0.316,VALD3,,8.85,0.0,0.0,0.849,1.0,False,0,,uv_019514,air
Fe,II,2809.7823,5.2889,-0.607,VALD3,,8.88,-5.71,-7.433,0.875,1.0,False,0,,uv_019514,air
Mn,II,2809.79375,5.9925,-0.408,VALD3,,8.48,-6.49,-7.88,0.251,1.0,False,0,,uv_019514,air
Fe,I,2809.85164,3.0385,-2.471,VALD3,,7.63,-3.86,-7.12,0.298,1.0,False,1,,uv_019514,air
Cr,II,2809.99579,5.8849,0.068,VALD3,,8.8,-5.69,-7.414,0.663,1.0,False,0,,uv_019514,air
V,II,2810.14854,2.2681,-1.582,VALD3,,8.5,-6.49,-7.85,0.808,1.0,False,0,,uv_019514,air
V,II,2810.1497,2.2681,-1.409,VALD3,,8.5,-6.49,-7.85,0.808,1.0,False,0,,uv_019514,air
V,II,2810.15001,2.2681,-1.758,VALD3,,8.5,-6.49,-7.85,0.808,1.0,False,0,,uv_019514,air
V,II,2810.15156,2.2681,-1.398,VALD3,,8.5,-6.49,-7.85,0.808,1.0,False,0,,uv_019514,air
V,II,2810.15176,2.2681,-3.506,VALD3,,8.5,-6.49,-7.85,0.808,1.0,False,0,,uv_019514,air
V,II,2810.15322,2.2681,-1.582,VALD3,,8.5,-6.49,-7.85,0.808,1.0,False,0,,uv_019514,air
V,II,2810.15412,2.2682,-1.556,VALD3,,8.5,-6.49,-7.85,0.808,1.0,False,0,,uv_019514,air
V,II,2810.1542,2.2681,-2.08,VALD3,,8.5,-6.49,-7.85,0.808,1.0,False,0,,uv_019514,air
V,II,2810.15626,2.2681,-1.409,VALD3,,8.5,-6.49,-7.85,0.808,1.0,False,0,,uv_019514,air
V,II,2810.15735,2.2682,-1.384,VALD3,,8.5,-6.49,-7.85,0.808,1.0,False,0,,uv_019514,air
V,II,2810.15999,2.2682,-1.398,VALD3,,8.5,-6.49,-7.85,0.808,1.0,False,0,,uv_019514,air
V,II,2810.16119,2.2682,-0.986,VALD3,,8.5,-6.49,-7.85,0.808,1.0,False,0,,uv_019514,air
V,II,2810.16442,2.2682,-1.556,VALD3,,8.5,-6.49,-7.85,0.808,1.0,False,0,,uv_019514,air
Mn,II,2810.22849,5.3734,-2.029,VALD3,,8.37,-6.5,-7.89,0.296,1.0,False,0,,uv_019514,air
Ti,II,2810.22858,3.6866,0.64,VALD3,,8.87,-5.82,-7.72,0.895,1.0,False,0,,uv_019514,air
Mn,II,2810.22892,5.3734,-1.886,VALD3,,8.37,-6.5,-7.89,0.296,1.0,False,0,,uv_019514,air
Mn,II,2810.22961,5.3734,-1.916,VALD3,,8.37,-6.5,-7.89,0.296,1.0,False,0,,uv_019514,air
Mn,II,2810.23052,5.3734,-2.104,VALD3,,8.37,-6.5,-7.89,0.296,1.0,False,0,,uv_019514,air
Mn,II,2810.23234,5.3734,-2.648,VALD3,,8.37,-6.5,-7.89,0.296,1.0,False,0,,uv_019514,air
Mn,II,2810.23262,5.3734,-3.648,VALD3,,8.37,-6.5,-7.89,0.296,1.0,False,0,,uv_019514,air
Mn,II,2810.23309,5.3734,-2.284,VALD3,,8.37,-6.5,-7.89,0.296,1.0,False,0,,uv_019514,air
V,II,2810.23325,2.4908,-2.13,VALD3,,8.37,-6.45,-7.83,0.296,1.0,False,0,,uv_019514,air
Mn,II,2810.23379,5.3734,-1.743,VALD3,,8.37,-6.5,-7.89,0.296,1.0,False,0,,uv_019514,air
Mn,II,2810.23443,5.3734,-2.104,VALD3,,8.37,-6.5,-7.89,0.296,1.0,False,0,,uv_019514,air
