element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,vald_proximity_flag,blend_flag,priority,notes
Co,I,3575.35528,0.1012,-1.698,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Co,I,3575.35948,0.1012,-1.917,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Co,I,3575.35972,0.1011,-2.218,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Co,I,3575.36304,0.1012,-2.18,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Co,I,3575.36398,0.1011,-2.356,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Co,I,3575.36591,0.1012,-2.511,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Co,I,3575.3675,0.1011,-2.636,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Co,I,3575.36809,0.1011,-2.958,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Fe,I,3575.36952,3.0173,-0.533,VALD3,,8.24,-6.03,-7.75,0.928,1.0,False,1,
Co,I,3575.36955,0.1011,-3.657,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Co,I,3575.3701,0.1012,-2.414,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Co,I,3575.37208,0.1012,-2.21,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Co,I,3575.37233,0.1011,-2.636,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Co,I,3575.37346,0.1012,-2.145,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Co,I,3575.37366,0.1011,-2.356,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Co,I,3575.3742,0.1012,-2.152,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Co,I,3575.37427,0.1012,-2.218,VALD3,,7.22,-6.23,-7.785,0.964,1.0,False,2,
Fe,II,3575.38972,4.4791,-3.409,VALD3,,8.59,-6.51,-7.887,0.066,1.0,False,1,
Fe,I,3575.75331,3.0176,-2.484,VALD3,,8.24,-6.03,-7.75,0.656,1.0,False,1,
Zr,I,3575.79,0.0707,-0.03,VALD3,,0.0,0.0,0.0,0.283,1.0,False,3,
Ni,I,3575.93238,3.6988,-1.092,VALD3,,8.23,-5.47,-7.53,0.535,1.0,False,1,
Fe,I,3575.97625,2.8755,-1.081,VALD3,,8.14,-5.2,-7.54,0.907,1.0,False,1,
Fe,I,3575.98418,2.8755,-1.75,VALD3,,8.32,-5.1,-7.54,0.852,1.0,False,1,
Nd,II,3576.154,0.1823,-1.23,VALD3,,0.0,0.0,0.0,0.054,1.0,False,0,
Ce,II,3576.22877,0.1749,-0.77,VALD3,,0.0,0.0,0.0,0.118,1.0,False,0,
Dy,II,3576.24,0.5896,0.27,VALD3,,0.0,0.0,0.0,0.436,1.0,False,0,
Sc,II,3576.32389,0.0084,-1.212,VALD3,,8.38,-6.31,-7.83,0.964,1.0,False,3,
Sc,II,3576.32521,0.0084,-1.388,VALD3,,8.38,-6.31,-7.83,0.964,1.0,False,3,
Sc,II,3576.32752,0.0084,-1.039,VALD3,,8.38,-6.31,-7.83,0.964,1.0,False,3,
Sc,II,3576.32938,0.0084,-3.136,VALD3,,8.38,-6.31,-7.83,0.964,1.0,False,3,
Sc,II,3576.33069,0.0084,-1.212,VALD3,,8.38,-6.31,-7.83,0.964,1.0,False,3,
Sc,II,3576.33275,0.0084,-1.028,VALD3,,8.38,-6.31,-7.83,0.964,1.0,False,3,
Sc,II,3576.33516,0.0084,-1.71,VALD3,,8.38,-6.31,-7.83,0.964,1.0,False,3,
Sc,II,3576.33701,0.0084,-1.039,VALD3,,8.38,-6.31,-7.83,0.964,1.0,False,3,
Sc,II,3576.33955,0.0084,-1.186,VALD3,,8.38,-6.31,-7.83,0.964,1.0,False,3,
Sc,II,3576.34251,0.0084,-1.014,VALD3,,8.38,-6.31,-7.83,0.964,1.0,False,3,
Sc,II,3576.34492,0.0084,-1.028,VALD3,,8.38,-6.31,-7.83,0.964,1.0,False,3,
Sc,II,3576.35138,0.0084,-0.616,VALD3,,8.38,-6.31,-7.83,0.964,1.0,False,3,
Sc,II,3576.35434,0.0084,-1.186,VALD3,,8.38,-6.31,-7.83,0.964,1.0,False,3,
Fe,I,3576.37808,3.9841,-2.091,VALD3,,7.84,-3.79,-7.18,0.345,1.0,False,1,
Ti,II,3576.44013,1.5658,-3.566,VALD3,,8.35,-6.47,-7.86,0.065,1.0,False,1,
Co,I,3576.48905,2.8774,-4.241,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.49581,2.8774,-3.127,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.49878,2.8774,-3.831,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.50369,2.8774,-2.287,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.50441,2.8774,-2.931,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.50707,2.8774,-3.609,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.51117,2.8774,-2.428,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.51158,2.8774,-2.877,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.51394,2.8774,-3.484,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.51722,2.8774,-2.592,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.51732,2.8774,-2.899,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.51937,2.8774,-3.433,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.52162,2.8774,-2.99,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.52183,2.8774,-2.79,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.52336,2.8774,-3.463,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.52449,2.8774,-3.178,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.525,2.8774,-3.045,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Co,I,3576.52674,2.8774,-3.433,VALD3,,7.86,-4.57,-7.67,0.055,1.0,False,2,
Fe,I,3576.75799,3.2671,-0.78,VALD3,,7.92,-5.63,-7.782,0.896,1.0,False,1,
Ni,II,3576.76439,3.0733,-1.676,VALD3,,8.56,-6.63,-7.93,0.822,1.0,False,1,
Fe,I,3576.79523,3.9286,-1.93,VALD3,,7.78,-3.56,-7.25,0.467,1.0,False,1,
Zr,II,3576.853,0.4091,-0.12,VALD3,,0.0,0.0,0.0,0.879,1.0,False,3,
Dy,II,3576.866,0.928,0.369,VALD3,,0.0,0.0,0.0,0.304,1.0,False,0,
V,II,3577.22899,2.3757,-1.758,VALD3,,8.24,-6.45,-7.87,0.082,1.0,False,2,
Ni,I,3577.23,0.2748,-5.389,VALD3,,6.31,-6.26,-7.82,0.12,1.0,False,1,
Ni,I,3577.234,0.2748,-4.531,VALD3,,6.31,-6.26,-7.82,0.531,1.0,False,1,
Ni,I,3577.237,0.2748,-4.117,VALD3,,6.31,-6.26,-7.82,0.756,1.0,False,1,
Co,I,3577.24722,1.7403,-3.101,VALD3,,7.93,-6.15,-7.81,0.232,1.0,False,2,
Co,I,3577.25438,1.7403,-2.69,VALD3,,7.93,-6.15,-7.81,0.232,1.0,False,2,
Co,I,3577.25539,1.7403,-2.987,VALD3,,7.93,-6.15,-7.81,0.232,1.0,False,2,
Co,I,3577.26067,1.7403,-3.306,VALD3,,7.93,-6.15,-7.81,0.232,1.0,False,2,
Co,I,3577.26244,1.7403,-3.112,VALD3,,7.93,-6.15,-7.81,0.232,1.0,False,2,
Co,I,3577.26615,1.7403,-22.084,VALD3,,7.93,-6.15,-7.81,0.232,1.0,False,2,
Co,I,3577.26783,1.7403,-3.101,VALD3,,7.93,-6.15,-7.81,0.232,1.0,False,2,
Co,I,3577.27051,1.7403,-3.288,VALD3,,7.93,-6.15,-7.81,0.232,1.0,False,2,
Co,I,3577.27143,1.7403,-2.987,VALD3,,7.93,-6.15,-7.81,0.232,1.0,False,2,
Co,I,3577.27422,1.7403,-3.112,VALD3,,7.93,-6.15,-7.81,0.232,1.0,False,2,
Ce,II,3577.456,0.4704,0.14,VALD3,,0.0,0.0,0.0,0.367,1.0,False,0,
V,II,3577.64249,2.3697,-1.794,VALD3,,8.27,-6.52,-7.87,0.077,1.0,False,2,
Co,I,3577.65983,3.1701,-2.418,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.65989,3.1701,-2.502,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.66024,3.1701,-2.4,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.66046,3.1701,-2.723,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.66107,3.1701,-2.435,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.66229,3.1701,-2.532,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.66387,3.17,-2.753,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.67155,3.17,-2.183,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.67254,3.1701,-2.157,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.67388,3.1701,-2.076,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.67561,3.1701,-1.971,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.67777,3.1701,-1.858,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.68022,3.1701,-2.753,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.68039,3.1701,-1.744,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.68352,3.1701,-1.633,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.68413,3.1701,-2.532,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.68723,3.1702,-1.526,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.68843,3.1701,-2.435,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.69314,3.1701,-2.4,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.69833,3.1701,-2.418,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.70402,3.1701,-2.502,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Co,I,3577.71029,3.1702,-2.723,VALD3,,7.99,-5.23,-7.56,0.183,1.0,False,2,
Fe,I,3577.82905,3.9841,-1.855,VALD3,,7.65,-3.65,-7.11,0.478,1.0,False,1,
Mn,I,3577.84583,2.1142,-2.822,VALD3,,8.29,-5.67,-7.651,0.914,1.0,False,3,
Mn,I,3577.84738,2.1142,-2.691,VALD3,,8.29,-5.67,-7.651,0.914,1.0,False,3,
Mn,I,3577.84945,2.1142,-1.725,VALD3,,8.29,-5.67,-7.651,0.914,1.0,False,3,
Mn,I,3577.84991,2.1142,-2.788,VALD3,,8.29,-5.67,-7.651,0.914,1.0,False,3,
Mn,I,3577.85186,2.1142,-1.214,VALD3,,8.29,-5.67,-7.651,0.914,1.0,False,3,
Mn,I,3577.8522,2.1142,-1.537,VALD3,,8.29,-5.67,-7.651,0.914,1.0,False,3,
Mn,I,3577.85348,2.1142,-3.123,VALD3,,8.29,-5.67,-7.651,0.914,1.0,False,3,
Mn,I,3577.85581,2.1142,-1.081,VALD3,,8.29,-5.67,-7.651,0.914,1.0,False,3,
Mn,I,3577.85594,2.1142,-1.482,VALD3,,8.29,-5.67,-7.651,0.914,1.0,False,3,
Mn,I,3577.86071,2.1142,-1.52,VALD3,,8.29,-5.67,-7.651,0.914,1.0,False,3,
Mn,I,3577.86075,2.1142,-0.951,VALD3,,8.29,-5.67,-7.651,0.914,1.0,False,3,
Mn,I,3577.8666,2.1142,-1.708,VALD3,,8.29,-5.67,-7.651,0.914,1.0,False,3,
Mn,I,3577.86673,2.1142,-0.829,VALD3,,8.29,-5.67,-7.651,0.914,1.0,False,3,
Mn,I,3577.87382,2.1142,-0.716,VALD3,,8.29,-5.67,-7.651,0.914,1.0,False,3,
Mn,I,3577.88211,2.1142,-0.612,VALD3,,8.29,-5.67,-7.651,0.914,1.0,False,3,
Co,II,3577.95767,2.2356,-3.651,VALD3,,8.55,-6.56,-7.91,0.45,1.0,False,2,
Co,II,3577.96208,2.2356,-3.35,VALD3,,8.55,-6.56,-7.91,0.45,1.0,False,2,
Co,II,3577.96473,2.2356,-3.429,VALD3,,8.55,-6.56,-7.91,0.45,1.0,False,2,
Co,II,3577.96758,2.2356,-3.233,VALD3,,8.55,-6.56,-7.91,0.45,1.0,False,2,
Co,II,3577.97377,2.2356,-3.167,VALD3,,8.55,-6.56,-7.91,0.45,1.0,False,2,
Co,II,3577.97819,2.2356,-3.526,VALD3,,8.55,-6.56,-7.91,0.45,1.0,False,2,
Dy,II,3577.98,0.5382,-0.59,VALD3,,0.0,0.0,0.0,0.101,1.0,False,0,
Co,II,3577.98218,2.2356,-2.962,VALD3,,8.55,-6.56,-7.91,0.45,1.0,False,2,
Co,II,3577.99013,2.2356,-3.108,VALD3,,8.55,-6.56,-7.91,0.45,1.0,False,2,
Co,II,3577.99631,2.2356,-3.672,VALD3,,8.55,-6.56,-7.91,0.45,1.0,False,2,
Co,II,3578.00145,2.2356,-2.755,VALD3,,8.55,-6.56,-7.91,0.45,1.0,False,2,
Co,II,3578.01116,2.2356,-3.141,VALD3,,8.55,-6.56,-7.91,0.45,1.0,False,2,
Co,II,3578.01912,2.2356,-3.906,VALD3,,8.55,-6.56,-7.91,0.45,1.0,False,2,
Co,II,3578.02539,2.2357,-2.584,VALD3,,8.55,-6.56,-7.91,0.45,1.0,False,2,
Co,II,3578.03687,2.2357,-3.324,VALD3,,8.55,-6.56,-7.91,0.45,1.0,False,2,
Co,II,3578.04659,2.2357,-4.324,VALD3,,8.55,-6.56,-7.91,0.45,1.0,False,2,
Co,I,3578.05962,2.28,-1.587,VALD3,,8.31,-6.03,-7.74,0.523,1.0,False,2,
Co,I,3578.06675,2.28,-1.803,VALD3,,8.31,-6.03,-7.74,0.523,1.0,False,2,
Co,I,3578.07331,2.28,-2.086,VALD3,,8.31,-6.03,-7.74,0.523,1.0,False,2,
Co,I,3578.07415,2.28,-2.213,VALD3,,8.31,-6.03,-7.74,0.523,1.0,False,2,
Co,I,3578.07886,2.28,-2.052,VALD3,,8.31,-6.03,-7.74,0.523,1.0,False,2,
Co,I,3578.07905,2.28,-2.525,VALD3,,8.31,-6.03,-7.74,0.523,1.0,False,2,
Co,I,3578.083,2.28,-2.06,VALD3,,8.31,-6.03,-7.74,0.523,1.0,False,2,
Co,I,3578.08626,2.28,-3.078,VALD3,,8.31,-6.03,-7.74,0.523,1.0,False,2,
Co,I,3578.08632,2.28,-2.224,VALD3,,8.31,-6.03,-7.74,0.523,1.0,False,2,
Co,I,3578.08855,2.28,-2.65,VALD3,,8.31,-6.03,-7.74,0.523,1.0,False,2,
Co,I,3578.09027,2.28,-2.4,VALD3,,8.31,-6.03,-7.74,0.523,1.0,False,2,
Co,I,3578.09116,2.28,-2.224,VALD3,,8.31,-6.03,-7.74,0.523,1.0,False,2,
Cr,I,3578.18711,3.1442,-0.21,VALD3,,8.31,-4.83,-7.54,0.645,1.0,False,2,
Cr,I,3578.20876,1.0037,-2.941,VALD3,,6.27,-6.1,-7.79,0.311,1.0,False,2,
Zr,II,3578.211,1.208,-0.66,VALD3,,0.0,0.0,0.0,0.407,1.0,False,3,
Fe,I,3578.21196,4.1426,-1.98,VALD3,,7.9,-4.31,-7.07,0.322,1.0,False,1,
Ti,I,3578.2525,1.4601,-1.47,VALD3,,8.18,-5.39,-7.62,0.141,1.0,False,1,
Fe,I,3578.38218,2.8852,-1.346,VALD3,,8.37,-4.98,-7.222,0.887,1.0,False,1,
Fe,I,3578.40895,2.7586,-3.071,VALD3,,7.97,-6.03,-7.79,0.475,1.0,False,1,
Fe,I,3578.5487,3.274,-3.492,VALD3,,7.93,-4.42,-7.47,0.09,1.0,False,1,
V,II,3578.63761,2.3763,-1.722,VALD3,,8.28,-6.47,-7.87,0.089,1.0,False,2,
Fe,I,3578.67207,2.2786,-1.81,VALD3,,8.51,-6.07,-7.635,0.905,1.0,False,1,
Cr,I,3578.7038,0.0,0.42,VALD3,,8.25,-6.07,-7.752,0.983,1.0,False,2,
Cr,I,3578.76905,3.1952,-0.363,VALD3,,8.25,-4.99,-7.53,0.544,1.0,False,2,
Ti,I,3578.84284,1.9969,-1.356,VALD3,,7.95,-4.41,-7.52,0.058,1.0,False,1,
Co,I,3578.88632,1.7403,-2.787,VALD3,,7.86,-6.17,-7.81,0.545,1.0,False,2,
Co,I,3578.89161,1.7403,-2.31,VALD3,,7.86,-6.17,-7.81,0.545,1.0,False,2,
Co,I,3578.89789,1.7403,-2.331,VALD3,,7.86,-6.17,-7.81,0.545,1.0,False,2,
Co,I,3578.89877,1.7403,-1.989,VALD3,,7.86,-6.17,-7.81,0.545,1.0,False,2,
Co,I,3578.9016,1.7403,-2.31,VALD3,,7.86,-6.17,-7.81,0.545,1.0,False,2,
Co,I,3578.90689,1.7403,-2.456,VALD3,,7.86,-6.17,-7.81,0.545,1.0,False,2,
Co,I,3579.01333,1.7403,-1.998,VALD3,,7.94,-6.14,-7.81,0.601,1.0,False,2,
Co,I,3579.02032,1.7403,-2.214,VALD3,,7.94,-6.14,-7.81,0.601,1.0,False,2,
Co,I,3579.02683,1.7403,-2.497,VALD3,,7.94,-6.14,-7.81,0.601,1.0,False,2,
Co,I,3579.02748,1.7403,-2.624,VALD3,,7.94,-6.14,-7.81,0.601,1.0,False,2,
Co,I,3579.03212,1.7403,-2.463,VALD3,,7.94,-6.14,-7.81,0.601,1.0,False,2,
Co,I,3579.03255,1.7403,-2.936,VALD3,,7.94,-6.14,-7.81,0.601,1.0,False,2,
Co,I,3579.03626,1.7403,-2.471,VALD3,,7.94,-6.14,-7.81,0.601,1.0,False,2,
Co,I,3579.03928,1.7403,-3.489,VALD3,,7.94,-6.14,-7.81,0.601,1.0,False,2,
Co,I,3579.03963,1.7403,-2.635,VALD3,,7.94,-6.14,-7.81,0.601,1.0,False,2,
Co,I,3579.04155,1.7403,-3.061,VALD3,,7.94,-6.14,-7.81,0.601,1.0,False,2,
Co,I,3579.04334,1.7403,-2.811,VALD3,,7.94,-6.14,-7.81,0.601,1.0,False,2,
Co,I,3579.04435,1.7403,-2.635,VALD3,,7.94,-6.14,-7.81,0.601,1.0,False,2,
Fe,I,3579.51445,3.8835,-3.012,VALD3,,7.8,-3.39,-7.14,0.07,0.446151,False,1,
Ni,I,3579.68467,1.8261,-3.852,VALD3,,7.85,-6.12,-7.76,0.116,0.974582,False,1,
Fe,I,3579.79427,3.241,-3.533,VALD3,,8.02,-4.66,-7.51,0.088,1.0,False,1,
Fe,I,3579.81452,1.6079,-4.581,VALD3,,7.48,-6.22,-7.83,0.269,1.0,False,1,
Fe,I,3579.82696,3.241,-1.81,VALD3,,8.03,-4.66,-7.51,0.791,0.480788,False,1,
Cr,I,3579.90349,2.5441,-2.225,VALD3,,7.26,-6.13,-7.8,0.062,1.0,False,2,
Dy,II,3580.036,1.2238,0.072,VALD3,,0.0,0.0,0.0,0.098,0.928359,False,0,
Re,II,3580.127,2.1354,1.2,VALD3,,0.0,0.0,0.0,0.147,0.475437,False,0,
Er,II,3580.518,0.0546,-0.62,VALD3,,0.0,0.0,0.0,0.204,1.0,False,0,
Fe,I,3580.53292,3.9433,-1.551,VALD3,,7.66,-3.75,-7.12,0.656,0.43161,False,1,
Sm,II,3580.91,0.3785,-0.79,VALD3,,0.0,0.0,0.0,0.063,1.0,False,0,
Sc,II,3580.91323,0.0,-0.734,VALD3,,8.38,-6.31,-7.83,0.96,1.0,False,3,
Sc,II,3580.91912,0.0,-0.93,VALD3,,8.38,-6.31,-7.83,0.96,1.0,False,3,
Fe,I,3580.92115,3.2657,-1.552,VALD3,,8.05,-4.39,-7.52,0.825,1.0,False,1,
Sc,II,3580.92253,0.0,-0.93,VALD3,,8.38,-6.31,-7.83,0.96,1.0,False,3,
Sc,II,3580.92841,0.0,-2.115,VALD3,,8.38,-6.31,-7.83,0.96,1.0,False,3,
Sc,II,3580.93295,0.0,-0.934,VALD3,,8.38,-6.31,-7.83,0.96,1.0,False,3,
Sc,II,3580.93553,0.0,-0.934,VALD3,,8.38,-6.31,-7.83,0.96,1.0,False,3,
Sc,II,3580.94007,0.0,-1.189,VALD3,,8.38,-6.31,-7.83,0.96,1.0,False,3,
Fe,I,3581.19272,0.859,0.406,VALD3,,8.08,-6.05,-7.679,0.985,0.551444,False,1,
Fe,I,3581.64654,2.6924,-1.255,VALD3,,8.0,-6.14,-7.78,0.909,0.523747,False,1,
Fe,I,3581.80695,3.0713,-1.079,VALD3,,8.07,-5.56,-7.69,0.89,1.0,False,1,
Ni,I,3581.82556,3.6988,-2.136,VALD3,,8.33,-4.89,-7.53,0.091,1.0,False,1,
Co,I,3581.86786,2.3278,-2.177,VALD3,,8.17,-6.11,-7.76,0.359,1.0,False,2,
Co,I,3581.87176,2.3278,-2.031,VALD3,,8.17,-6.11,-7.76,0.359,1.0,False,2,
Co,I,3581.87313,2.3278,-1.71,VALD3,,8.17,-6.11,-7.76,0.359,1.0,False,2,
Co,I,3581.87469,2.3278,-2.052,VALD3,,8.17,-6.11,-7.76,0.359,1.0,False,2,
Co,I,3581.87801,2.3278,-2.031,VALD3,,8.17,-6.11,-7.76,0.359,1.0,False,2,
Co,I,3581.88191,2.3278,-2.508,VALD3,,8.17,-6.11,-7.76,0.359,1.0,False,2,
Gd,II,3581.909,1.0602,0.26,VALD3,,0.0,0.0,0.0,0.134,1.0,False,0,
Fe,I,3581.92797,3.8816,-1.59,VALD3,,7.69,-3.57,-7.14,0.665,1.0,False,1,
Zr,II,3582.069,1.6649,-0.8,VALD3,,0.0,0.0,0.0,0.147,1.0,False,3,
Fe,I,3582.19944,3.2367,-0.303,VALD3,,6.7,-6.17,-7.786,0.926,0.739113,False,1,
Fe,I,3582.3183,3.3009,-1.129,VALD3,,8.0,-4.72,-7.47,0.864,1.0,False,1,
Fe,I,3582.33281,3.283,-2.607,VALD3,,8.02,-6.03,-7.51,0.442,1.0,False,1,
Fe,I,3582.40547,3.9597,-2.118,VALD3,,7.67,-4.01,-7.18,0.343,1.0,False,1,
Mn,I,3582.42421,3.3725,-1.857,VALD3,,7.26,-6.26,-7.82,0.053,1.0,False,3,
Ni,I,3582.4314,3.7963,-1.576,VALD3,,8.4,-4.38,-7.49,0.23,1.0,False,1,
Fe,I,3582.5642,2.4534,-2.483,VALD3,,7.49,-6.01,-7.82,0.82,1.0,False,1,
Cr,I,3582.62115,1.03,-2.425,VALD3,,6.31,-6.02,-7.79,0.601,1.0,False,2,
Fe,I,3582.62886,3.9286,-2.816,VALD3,,7.65,-3.37,-7.17,0.099,1.0,False,1,
Fe,I,3582.68368,2.882,-1.945,VALD3,,8.14,-5.2,-7.54,0.829,0.866397,False,1,
CN,I,3582.94833,0.3604,-0.927,VALD3,,7.18,0.0,0.0,0.051,0.836421,False,0,
Fe,I,3583.07187,3.9841,-3.001,VALD3,,7.62,-3.77,-7.12,0.058,1.0,False,1,
Rh,I,3583.092,0.1897,-0.3,VALD3,,0.0,0.0,0.0,0.087,1.0,False,0,
CN,I,3583.19644,0.3706,-0.907,VALD3,,7.18,0.0,0.0,0.052,1.0,False,0,
Fe,I,3583.32449,2.882,-0.987,VALD3,,8.31,-5.29,-7.55,0.911,1.0,False,1,
Fe,I,3583.33,3.2918,-0.88,VALD3,,8.03,-4.76,-7.127,0.886,1.0,False,1,
CN,I,3583.43354,0.3812,-0.888,VALD3,,7.18,0.0,0.0,0.053,1.0,False,0,
CN,I,3583.46155,0.3812,-0.907,VALD3,,7.18,0.0,0.0,0.051,1.0,False,0,
Fe,I,3583.59347,3.8816,-1.177,VALD3,,7.9,-3.77,-7.22,0.781,1.0,False,1,
Mn,I,3583.65652,2.9197,-2.085,VALD3,,7.26,-6.13,-7.733,0.24,1.0,False,3,
Mn,I,3583.65948,2.9197,-2.774,VALD3,,7.26,-6.13,-7.733,0.24,1.0,False,3,
CN,I,3583.65976,0.3923,-0.87,VALD3,,7.18,0.0,0.0,0.054,1.0,False,0,
Mn,I,3583.66184,2.9197,-3.728,VALD3,,7.26,-6.13,-7.733,0.24,1.0,False,3,
Mn,I,3583.67023,2.9197,-2.297,VALD3,,7.26,-6.13,-7.733,0.24,1.0,False,3,
Mn,I,3583.67259,2.9197,-2.628,VALD3,,7.26,-6.13,-7.733,0.24,1.0,False,3,
Mn,I,3583.67437,2.9197,-3.348,VALD3,,7.26,-6.13,-7.733,0.24,1.0,False,3,
V,I,3583.67813,1.0806,-1.82,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
Mn,I,3583.68065,2.9197,-2.57,VALD3,,7.26,-6.13,-7.733,0.24,1.0,False,3,
Fe,I,3583.68237,3.283,-1.184,VALD3,,8.05,-4.81,-7.51,0.861,1.0,False,1,
Mn,I,3583.68243,2.9197,-2.649,VALD3,,7.26,-6.13,-7.733,0.24,1.0,False,3,
V,I,3583.68291,1.0806,-2.66,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
Mn,I,3583.68361,2.9197,-3.172,VALD3,,7.26,-6.13,-7.733,0.24,1.0,False,3,
V,I,3583.68702,1.0806,-3.774,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
Mn,I,3583.6878,2.9197,-2.98,VALD3,,7.26,-6.13,-7.733,0.24,1.0,False,3,
CN,I,3583.68879,0.3923,-0.889,VALD3,,7.18,0.0,0.0,0.051,1.0,False,0,
Mn,I,3583.68898,2.9197,-2.804,VALD3,,7.26,-6.13,-7.733,0.24,1.0,False,3,
Mn,I,3583.68957,2.9197,-3.126,VALD3,,7.26,-6.13,-7.733,0.24,1.0,False,3,
V,I,3583.70173,1.0806,-1.961,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
V,I,3583.70584,1.0806,-2.464,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
V,I,3583.70928,1.0806,-3.364,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
V,I,3583.72153,1.0806,-2.125,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
V,I,3583.72497,1.0806,-2.41,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
V,I,3583.72772,1.0806,-3.142,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
Fe,I,3583.73466,3.6025,-2.811,VALD3,,7.66,-4.35,-7.34,0.187,1.0,False,1,
V,I,3583.73751,1.0806,-2.323,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
V,I,3583.74027,1.0806,-2.432,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
V,I,3583.74235,1.0806,-3.017,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
V,I,3583.74968,1.0806,-2.578,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
