element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,vald_proximity_flag,blend_flag,priority,notes
C2,I,5579.0087,0.3865,-0.631,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5579.084,0.7408,-0.302,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5579.1236,0.7409,-0.311,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5579.2427,0.741,-0.32,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
Fe,I,5579.34,4.2305,-2.4,VALD3,,8.55,-5.44,-7.263,0.093,0.046452,False,1,
C2,I,5579.4478,0.592,-0.497,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5579.5307,0.5923,-0.515,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5579.6771,0.5925,-0.533,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Sc,I,5579.716,1.9691,-3.176,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.71781,1.9691,-3.146,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.71977,1.9691,-2.891,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.72241,1.9691,-3.197,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.72535,1.9691,-2.703,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.72732,1.9691,-3.146,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.72978,1.9691,-3.322,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.73371,1.9691,-2.612,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.73665,1.9691,-2.758,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.7399,1.9691,-3.544,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.74481,1.9691,-2.59,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.74873,1.9691,-2.503,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.75273,1.9691,-3.954,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.75862,1.9691,-2.644,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.76352,1.9691,-2.305,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.7751,1.9691,-2.84,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.78098,1.9691,-2.141,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Sc,I,5579.80107,1.9691,-2.0,VALD3,,7.04,-5.8,-7.83,0.001,1.0,False,3,
Fe,I,5579.94268,4.5585,-3.045,VALD3,,8.35,-4.97,-7.42,0.011,0.266401,False,1,
Fe,I,5580.27688,3.6398,-4.67,VALD3,,8.02,-6.02,-7.77,0.002,0.627443,False,1,
C2,I,5580.4141,0.5826,-0.515,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Cr,I,5580.42889,4.6129,-1.87,VALD3,,7.45,-6.05,-7.74,0.001,1.0,False,2,
C2,I,5580.4812,0.5828,-0.534,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Cr,I,5580.54571,3.4379,-1.931,VALD3,,8.3,-4.69,-7.31,0.013,0.298012,False,2,
C2,I,5580.6508,0.5831,-0.553,VALD3,,6.77,0.0,0.0,0.003,0.688117,False,0,
Y,I,5581.07876,1.983,-0.301,VALD3,,8.22,-5.51,-7.68,0.002,0.307048,False,2,
C2,I,5581.2475,0.5735,-0.534,VALD3,,6.77,0.0,0.0,0.003,0.75727,False,0,
C2,I,5581.3372,0.5739,-0.554,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5581.4862,0.5741,-0.573,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Fe,I,5581.49381,5.9987,-2.395,VALD3,,8.12,-5.22,-7.54,0.002,1.0,False,1,
Cr,I,5581.58948,3.4348,-2.1,VALD3,,8.1,-6.01,-7.584,0.009,1.0,False,2,
Nd,II,5581.59,0.8594,-1.19,VALD3,,0.0,0.0,0.0,0.011,1.0,False,0,
C2,I,5581.6882,0.3769,-0.613,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5581.8253,0.3772,-0.632,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
Y,I,5581.87058,1.3736,0.342,VALD3,,7.84,-5.85,-7.76,0.024,1.0,False,2,
Fe,I,5581.9005,2.6924,-4.049,VALD3,,8.65,-5.89,-7.71,0.072,0.858637,False,1,
Ca,I,5581.965,2.523,-0.555,VALD3,,7.853,-6.072,-7.538,0.619,0.088287,False,1,
C2,I,5582.0067,0.3774,-0.651,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5582.0412,0.5649,-0.554,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5582.1167,0.5651,-0.574,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5582.2734,0.7219,-0.32,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5582.2737,0.7218,-0.311,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5582.2898,0.5655,-0.594,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
V,II,5582.36372,2.3721,-4.157,VALD3,,8.34,-6.49,-7.86,0.004,1.0,False,2,
V,II,5582.37152,2.3721,-4.333,VALD3,,8.34,-6.49,-7.86,0.004,1.0,False,2,
V,II,5582.37712,2.3721,-3.984,VALD3,,8.34,-6.49,-7.86,0.004,1.0,False,2,
V,II,5582.38805,2.3721,-6.081,VALD3,,8.34,-6.49,-7.86,0.004,1.0,False,2,
V,II,5582.39585,2.3721,-4.157,VALD3,,8.34,-6.49,-7.86,0.004,1.0,False,2,
V,II,5582.39712,2.3721,-3.973,VALD3,,8.34,-6.49,-7.86,0.004,1.0,False,2,
V,II,5582.41118,2.3721,-4.655,VALD3,,8.34,-6.49,-7.86,0.004,1.0,False,2,
C2,I,5582.4175,0.7221,-0.329,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
V,II,5582.42211,2.3721,-3.984,VALD3,,8.34,-6.49,-7.86,0.004,1.0,False,2,
V,II,5582.42374,2.3722,-4.131,VALD3,,8.34,-6.49,-7.86,0.004,1.0,False,2,
V,II,5582.44092,2.3722,-3.959,VALD3,,8.34,-6.49,-7.86,0.004,1.0,False,2,
V,II,5582.45498,2.3722,-3.973,VALD3,,8.34,-6.49,-7.86,0.004,1.0,False,2,
V,II,5582.47727,2.3722,-3.561,VALD3,,8.34,-6.49,-7.86,0.004,1.0,False,2,
V,II,5582.49445,2.3722,-4.131,VALD3,,8.34,-6.49,-7.86,0.004,1.0,False,2,
Ce,II,5582.5557,1.666,-0.57,VALD3,,0.0,0.0,0.0,0.005,1.0,False,0,
C2,I,5582.711,0.5566,-0.574,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5582.8086,0.557,-0.596,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5582.9603,0.5572,-0.617,VALD3,,6.77,0.0,0.0,0.003,0.58979,False,0,
C2,I,5583.0027,0.4792,-1.157,VALD3,,6.77,0.0,0.0,0.001,0.916492,False,0,
C2,I,5583.3321,0.5487,-0.596,VALD3,,6.77,0.0,0.0,0.003,0.680735,False,0,
C2,I,5583.4171,0.549,-0.618,VALD3,,6.77,0.0,0.0,0.003,0.972774,False,0,
C2,I,5583.5486,0.4817,-1.077,VALD3,,6.77,0.0,0.0,0.001,1.0,False,0,
C2,I,5583.5939,0.5494,-0.64,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Ti,I,5583.61457,3.4094,-0.667,VALD3,,8.38,-5.01,-7.45,0.009,0.873164,False,1,
C2,I,5583.664,0.4827,-1.133,VALD3,,6.77,0.0,0.0,0.001,1.0,False,0,
Gd,II,5583.67,1.0602,-1.24,VALD3,,0.0,0.0,0.0,0.004,1.0,False,0,
C2,I,5583.8375,0.5412,-0.618,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Si,I,5583.90211,5.6192,-1.472,VALD3,,7.86,-3.4,-6.87,0.235,0.248488,False,1,
C2,I,5583.9441,0.5416,-0.642,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Fe,I,5583.96761,4.1909,-2.77,VALD3,,8.45,-4.99,-7.202,0.046,1.0,False,1,
Fe,I,5584.02157,4.3714,-2.367,VALD3,,8.32,-4.69,-7.52,0.075,0.936854,False,1,
C2,I,5584.0232,0.4845,-1.011,VALD3,,6.77,0.0,0.0,0.001,1.0,False,0,
C2,I,5584.0985,0.5419,-0.665,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5584.1458,0.4853,-1.062,VALD3,,6.77,0.0,0.0,0.001,1.0,False,0,
Fe,I,5584.26736,4.3865,-0.988,VALD3,,8.3,-5.28,-7.51,0.486,0.267298,False,1,
C2,I,5584.2861,0.5341,-0.642,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5584.2921,0.4861,-1.121,VALD3,,6.77,0.0,0.0,0.001,1.0,False,0,
V,I,5584.3046,2.3586,-1.24,VALD3,,7.73,-6.01,-7.77,0.003,1.0,False,2,
C2,I,5584.3818,0.5345,-0.667,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
C2,I,5584.4187,0.4877,-0.955,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
V,I,5584.48412,1.0636,-3.764,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.48518,1.0636,-2.65,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.48643,1.0636,-1.81,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.49217,1.0636,-3.354,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.49306,1.0636,-2.454,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.49413,1.0636,-1.951,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.49892,1.0636,-3.132,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.49963,1.0636,-2.4,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.50052,1.0636,-2.115,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.50435,1.0636,-3.007,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.50489,1.0636,-2.422,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.5056,1.0636,-2.313,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.50848,1.0636,-2.956,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.50883,1.0636,-2.513,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.50937,1.0636,-2.568,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.51129,1.0636,-2.986,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.51146,1.0636,-2.701,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
V,I,5584.51182,1.0636,-2.956,VALD3,,8.01,-5.95,-7.594,0.059,1.0,False,2,
C2,I,5584.5621,0.5349,-0.692,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
C2,I,5584.5624,0.4885,-1.002,VALD3,,6.77,0.0,0.0,0.001,1.0,False,0,
C2,I,5584.6266,0.5274,-0.667,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
V,I,5584.68534,1.8676,-3.343,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.69308,1.8676,-3.119,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
C2,I,5584.6958,0.3681,-0.632,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5584.6995,0.489,-1.054,VALD3,,6.77,0.0,0.0,0.001,1.0,False,0,
V,I,5584.70051,1.8676,-3.031,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.70763,1.8675,-3.01,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.71443,1.8675,-3.042,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.72092,1.8675,-3.137,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.7271,1.8675,-3.36,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.73164,1.8676,-2.033,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.73477,1.8676,-2.12,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
C2,I,5584.7372,0.5279,-0.694,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
V,I,5584.73757,1.8676,-2.209,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.74006,1.8676,-2.298,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.74223,1.8675,-2.383,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
C2,I,5584.7431,0.4913,-0.906,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
V,I,5584.74409,1.8675,-2.461,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.74563,1.8675,-2.522,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.74687,1.8675,-2.552,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
Fe,I,5584.76431,3.5732,-2.32,VALD3,,8.23,-5.75,-7.668,0.32,0.679511,False,1,
V,I,5584.76541,1.8675,-3.36,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.7688,1.8675,-3.137,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.77189,1.8675,-3.042,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.77466,1.8676,-3.01,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.77712,1.8676,-3.031,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.77925,1.8676,-3.119,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
V,I,5584.78108,1.8676,-3.343,VALD3,,6.45,-6.14,-7.83,0.007,1.0,False,2,
Fe,I,5584.80892,4.988,-3.068,VALD3,,8.75,-5.89,-7.3,0.004,1.0,False,1,
C2,I,5584.8168,0.3683,-0.652,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5584.8726,0.5211,-0.694,VALD3,,6.77,0.0,0.0,0.003,1.0,False,0,
Co,I,5584.8942,1.9557,-4.403,VALD3,,8.22,-6.09,-7.79,0.003,1.0,False,2,
C2,I,5584.8999,0.5281,-0.72,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
C2,I,5584.9028,0.492,-0.949,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
Co,I,5584.9207,1.9557,-4.619,VALD3,,8.22,-6.09,-7.79,0.003,1.0,False,2,
Co,I,5584.94324,1.9557,-4.902,VALD3,,8.22,-6.09,-7.79,0.003,1.0,False,2,
Co,I,5584.94386,1.9557,-5.029,VALD3,,8.22,-6.09,-7.79,0.003,1.0,False,2,
Co,I,5584.9621,1.9557,-5.341,VALD3,,8.22,-6.09,-7.79,0.003,1.0,False,2,
Co,I,5584.96257,1.9557,-4.868,VALD3,,8.22,-6.09,-7.79,0.003,1.0,False,2,
C2,I,5584.9705,0.4953,-0.862,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
Co,I,5584.97706,1.9557,-4.876,VALD3,,8.22,-6.09,-7.79,0.003,1.0,False,2,
Co,I,5584.98573,1.9557,-5.894,VALD3,,8.22,-6.09,-7.79,0.003,1.0,False,2,
Co,I,5584.98765,1.9557,-5.04,VALD3,,8.22,-6.09,-7.79,0.003,1.0,False,2,
Co,I,5584.99639,1.9557,-5.466,VALD3,,8.22,-6.09,-7.79,0.003,1.0,False,2,
Co,I,5585.00261,1.9557,-5.216,VALD3,,8.22,-6.09,-7.79,0.003,1.0,False,2,
Co,I,5585.00477,1.9557,-5.04,VALD3,,8.22,-6.09,-7.79,0.003,1.0,False,2,
C2,I,5585.0104,0.5215,-0.722,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
C2,I,5585.0334,0.3687,-0.671,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5585.0454,0.4926,-0.995,VALD3,,6.77,0.0,0.0,0.001,1.0,False,0,
C2,I,5585.0778,0.5152,-0.723,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
C2,I,5585.1049,0.7036,-0.32,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5585.1164,0.4997,-0.823,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
C2,I,5585.1262,0.496,-0.902,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
C2,I,5585.1457,0.7037,-0.33,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
V,I,5585.15997,2.3589,-2.598,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
V,I,5585.16118,2.3589,-2.21,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
V,I,5585.16444,2.359,-1.955,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
V,I,5585.16569,2.3589,-2.343,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
V,I,5585.16855,2.3589,-2.628,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
V,I,5585.16975,2.359,-1.757,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
V,I,5585.16977,2.3589,-2.155,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
V,I,5585.17549,2.3589,-2.598,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
V,I,5585.17589,2.359,-2.064,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
V,I,5585.17711,2.359,-1.593,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
C2,I,5585.1825,0.5219,-0.75,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
V,I,5585.18406,2.359,-2.042,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
V,I,5585.18447,2.359,-2.649,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
V,I,5585.18655,2.359,-1.452,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
C2,I,5585.1918,0.5157,-0.753,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
C2,I,5585.1935,0.5096,-0.754,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
V,I,5585.19429,2.359,-2.096,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
V,I,5585.19551,2.359,-2.774,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
C2,I,5585.2008,0.5045,-0.787,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
V,I,5585.20658,2.359,-2.292,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
V,I,5585.2086,2.359,-2.996,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
V,I,5585.22376,2.359,-3.406,VALD3,,7.73,-6.01,-7.77,0.007,1.0,False,2,
C2,I,5585.2586,0.5002,-0.859,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
C2,I,5585.2656,0.4964,-0.944,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
C2,I,5585.2656,0.7038,-0.339,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5585.3041,0.5101,-0.785,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
C2,I,5585.3299,0.505,-0.821,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
C2,I,5585.3635,0.516,-0.783,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
C2,I,5585.4391,0.5008,-0.897,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
C2,I,5585.4867,0.5106,-0.818,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
C2,I,5585.4876,0.5054,-0.856,VALD3,,6.77,0.0,0.0,0.002,1.0,False,0,
Fe,I,5585.64487,4.2305,-3.759,VALD3,,8.43,-4.66,-7.5,0.005,1.0,False,1,
Fe,I,5585.72133,4.3714,-2.496,VALD3,,8.32,-4.69,-7.52,0.057,1.0,False,1,
Fe,I,5585.72695,5.0331,-1.498,VALD3,,8.85,-4.35,-7.33,0.116,0.604985,False,1,
Fe,I,5585.74193,5.3862,-2.979,VALD3,,7.82,-4.61,-7.49,0.002,1.0,False,1,
V,I,5585.9471,1.8599,-3.293,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5585.95322,1.8599,-3.072,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5585.95909,1.8599,-2.988,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5585.96471,1.8599,-2.97,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5585.97008,1.8599,-3.005,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5585.9752,1.8598,-3.102,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5585.98007,1.8598,-3.323,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5585.98218,1.8599,-2.096,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5585.98442,1.8599,-2.203,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5585.9864,1.8599,-2.314,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5585.98812,1.8599,-2.428,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5585.98959,1.8599,-2.541,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5585.99081,1.8599,-2.646,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5585.99179,1.8598,-2.727,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5585.99251,1.8598,-2.753,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5586.00423,1.8598,-3.323,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5586.0074,1.8599,-3.102,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5586.01032,1.8599,-3.005,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5586.013,1.8599,-2.97,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5586.01542,1.8599,-2.988,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5586.01759,1.8599,-3.072,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5586.0195,1.8599,-3.293,VALD3,,6.52,-6.13,-7.83,0.007,1.0,False,2,
V,I,5586.0837,3.2263,-0.03,VALD3,,8.0,-5.33,-7.54,0.006,1.0,False,2,
Fe,I,5586.26724,4.6382,-1.288,VALD3,,8.28,-4.94,-7.31,0.304,0.043185,False,1,
Fe,I,5586.75518,3.3683,-0.12,VALD3,,8.06,-5.38,-7.221,0.781,0.036473,False,1,
Fe,I,5586.76642,4.2605,-2.903,VALD3,,7.97,-5.31,-7.53,0.029,0.910419,False,1,
Fe,II,5587.11549,6.7293,-1.992,VALD3,,8.52,-6.53,-7.892,0.009,0.234882,False,1,
Ce,II,5587.19386,0.6213,-2.27,VALD3,,0.0,0.0,0.0,0.001,0.787302,False,0,
Fe,I,5587.33719,3.2671,-4.323,VALD3,,7.69,-6.05,-7.82,0.011,0.279843,False,1,
C2,I,5587.5268,0.3598,-0.652,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
Fe,I,5587.57391,4.1426,-1.85,VALD3,,7.68,-6.02,-7.8,0.28,0.168047,False,1,
C2,I,5587.6827,0.3601,-0.673,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
Fe,I,5587.82032,4.4456,-3.735,VALD3,,8.32,-4.38,-7.51,0.003,1.0,False,1,
Ni,I,5587.833,1.9354,-4.423,VALD3,,8.15,-6.15,-7.81,0.021,1.0,False,1,
Ni,I,5587.843,1.9354,-3.829,VALD3,,8.15,-6.15,-7.81,0.077,1.0,False,1,
Ni,I,5587.848,1.9354,-4.333,VALD3,,8.15,-6.15,-7.81,0.026,1.0,False,1,
Ni,I,5587.852,1.9354,-2.971,VALD3,,8.15,-6.15,-7.81,0.346,1.0,False,1,
Ni,I,5587.863,1.9354,-2.557,VALD3,,8.15,-6.15,-7.81,0.504,0.8691,False,1,
C2,I,5587.8745,0.3603,-0.693,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
Nd,II,5587.96,0.6804,-1.66,VALD3,,0.0,0.0,0.0,0.005,1.0,False,0,
Cr,I,5587.99211,3.4488,-2.17,VALD3,,8.12,-6.02,-7.581,0.007,1.0,False,2,
Fe,I,5588.06801,4.2089,-3.971,VALD3,,7.99,-6.05,-7.47,0.003,1.0,False,1,
Cr,I,5588.11799,3.3752,-2.69,VALD3,,8.08,-5.87,-7.73,0.003,1.0,False,2,
C2,I,5588.1187,0.6854,-0.33,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5588.1206,0.6855,-0.34,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
C2,I,5588.2575,0.6857,-0.349,VALD3,,6.77,0.0,0.0,0.004,1.0,False,0,
Cr,I,5588.26574,4.099,-1.745,VALD3,,7.81,-6.15,-7.77,0.005,1.0,False,2,
V,I,5588.42919,1.0806,-2.931,VALD3,,8.14,-5.97,-7.591,0.005,1.0,False,2,
V,I,5588.43342,1.0806,-3.834,VALD3,,8.14,-5.97,-7.591,0.005,1.0,False,2,
V,I,5588.44081,1.0806,-3.834,VALD3,,8.14,-5.97,-7.591,0.005,1.0,False,2,
V,I,5588.44504,1.0806,-3.118,VALD3,,8.14,-5.97,-7.591,0.005,1.0,False,2,
V,I,5588.44866,1.0806,-3.63,VALD3,,8.14,-5.97,-7.591,0.005,1.0,False,2,
V,I,5588.45503,1.0806,-3.63,VALD3,,8.14,-5.97,-7.591,0.005,1.0,False,2,
V,I,5588.45866,1.0806,-3.337,VALD3,,8.14,-5.97,-7.591,0.005,1.0,False,2,
V,I,5588.46168,1.0806,-3.565,VALD3,,8.14,-5.97,-7.591,0.005,1.0,False,2,
V,I,5588.46702,1.0806,-3.565,VALD3,,8.14,-5.97,-7.591,0.005,1.0,False,2,
V,I,5588.47004,1.0806,-3.6,VALD3,,8.14,-5.97,-7.591,0.005,1.0,False,2,
V,I,5588.47246,1.0806,-3.572,VALD3,,8.14,-5.97,-7.591,0.005,1.0,False,2,
V,I,5588.47675,1.0806,-3.572,VALD3,,8.14,-5.97,-7.591,0.005,1.0,False,2,
V,I,5588.47917,1.0806,-3.931,VALD3,,8.14,-5.97,-7.591,0.005,1.0,False,2,
V,I,5588.48098,1.0806,-3.638,VALD3,,8.14,-5.97,-7.591,0.005,1.0,False,2,
V,I,5588.48421,1.0806,-3.638,VALD3,,8.14,-5.97,-7.591,0.005,1.0,False,2,
