element,ion,wavelength_air_A,log_gf,vald_gf_source,gf_dex,gf_citation
Fe,1,3025.56217,-3.535,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3025.68232,-4.583,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3025.70677,-4.226,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3025.71931,-3.86,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3025.84222,-0.844,KOH,,unrecognised VALD source tag 'KOH' — accuracy NOT assumed
Fe,1,3025.88719,-5.384,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3025.93967,-4.14,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3025.98904,-3.399,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3025.99783,-3.917,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3026.05582,-5.038,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3026.08714,-4.05,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3026.23427,-2.798,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3026.93571,-2.175,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3027.01215,-1.789,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3027.37929,-4.048,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3027.4398,-5.505,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3027.49307,-3.808,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3027.58889,-2.865,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3027.70067,-2.786,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3027.85712,-2.163,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3027.95745,-1.252,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3028.00459,-2.683,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3028.04266,-2.669,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3028.46821,-2.405,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3028.68108,-3.611,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3028.74357,-3.324,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3028.7488,-3.471,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3028.82927,-2.927,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3028.87121,-1.404,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3028.90875,-5.581,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3029.04559,-3.699,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3029.07689,-2.914,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3029.09607,-3.63,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3029.57159,-4.353,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,2,3029.69205,-2.955,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3029.75128,-4.779,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3030.02421,-1.445,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3030.60347,-2.564,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3030.63452,-2.987,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3030.76214,-2.649,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3030.96366,-3.607,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3031.213,-0.162,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3031.26567,-2.928,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3031.32441,-1.389,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3031.4759,-2.262,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3031.62455,-4.615,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3031.68523,-2.326,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3031.71833,-2.92,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3031.82913,-4.682,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3031.85304,-3.23,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3031.89396,-5.343,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3032.22788,-2.548,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3032.24186,-2.892,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3032.4066,-3.166,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3032.47016,-2.649,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3032.57034,-5.121,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3032.78765,-3.344,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3032.94223,-3.991,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3033.01999,-2.491,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3033.44271,-1.429,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3033.58695,-3.169,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3033.64237,-0.806,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3033.6745,-3.901,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3033.79971,-3.832,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3034.13645,-5.145,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3034.19391,-3.628,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3034.48395,-2.419,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3034.53507,-0.996,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3034.59412,-1.841,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3034.73598,-3.461,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3035.18425,-4.65,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3035.23816,-3.791,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3035.24129,-3.79,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3035.33815,-1.334,K13,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3035.46193,-3.943,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3035.73653,-0.752,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3035.74096,-1.984,K13,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3035.74658,-2.553,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3035.787,-2.02,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3035.84219,-3.285,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3036.33643,-2.828,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3036.44516,-5.137,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3036.58997,-2.08,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3036.96331,-0.705,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3037.16058,-5.786,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3037.20745,-1.431,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3037.33822,-3.353,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3037.35123,-3.128,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3037.43992,-3.463,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3037.51901,-2.37,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3037.54966,-1.851,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3037.58981,-4.685,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3037.63023,-3.126,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3037.68128,-3.386,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3037.7794,-2.624,KOH,,unrecognised VALD source tag 'KOH' — accuracy NOT assumed
Fe,1,3038.31361,-1.466,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3038.50154,-5.47,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3038.58799,-6.429,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3038.71139,-3.548,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3038.77947,-2.257,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3038.97882,-2.577,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3039.01882,-3.006,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3039.03739,-3.446,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3039.59866,-1.316,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3039.66438,-3.538,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3039.79276,-2.411,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3040.0308,-2.964,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3040.21478,-4.636,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3040.44752,-3.453,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3040.50874,-1.647,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3040.72339,-1.685,K13,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3040.76511,-1.764,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3040.84595,-2.832,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3040.86704,-2.797,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3040.90913,-0.884,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3040.94733,-2.808,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3040.96296,-3.326,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3041.02966,-3.432,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3041.08027,-4.069,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3041.42371,-4.242,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3041.49432,-2.751,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3041.53568,-1.335,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3041.70217,-2.884,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3041.89709,-1.766,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3041.98651,-4.112,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3042.1,-2.283,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3042.26951,-5.367,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3042.33858,-4.378,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3042.3721,-2.311,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3042.59008,-2.255,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3042.84244,-1.8,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3042.84272,-5.615,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3043.01936,-3.071,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3043.12913,-3.549,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3043.30126,-4.723,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3043.37019,-1.419,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3043.38455,-4.965,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3043.79441,-4.163,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3044.10491,-2.351,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3044.2143,-4.319,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3044.30172,-5.09,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3044.6687,-3.204,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3044.74734,-5.026,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3044.83943,-1.761,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3044.85214,-5.114,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3044.86308,-4.353,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3044.87838,-3.179,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3045.22231,-6.392,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3045.26202,-5.126,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3045.32389,-2.375,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3045.56354,-1.565,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3045.74847,-3.214,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3045.92888,-5.103,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3046.03756,-2.756,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3046.05334,-1.226,K13,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3046.3475,-5.16,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3046.36124,-5.348,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3046.50375,-3.746,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3046.64636,-3.435,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3046.66734,-2.127,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3046.80459,-1.419,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3046.92392,-1.78,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3046.95949,-2.337,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3047.04994,-1.996,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3047.10957,-1.698,K13,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3047.20478,-2.288,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3047.45141,-2.676,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3047.60061,-2.284,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3047.84786,-3.946,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3047.99943,-4.198,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3048.34974,-2.168,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3048.42531,-3.513,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3048.5299,-4.005,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3048.70989,-5.206,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3048.8091,-4.246,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3048.98848,-1.458,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,2,3048.99117,-0.669,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3049.13988,-3.729,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3049.17959,-4.511,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3049.35157,-1.246,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3049.38189,-4.122,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3049.5365,-1.794,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3049.57399,-3.699,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3049.58757,-2.423,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3050.2688,-3.968,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3050.34512,-2.172,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3050.54525,-4.293,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3050.55847,-4.508,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3050.74298,-3.491,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3051.00741,-1.759,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3051.43022,-2.041,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3051.67763,-1.225,K13,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3052.26362,-4.096,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3052.49513,-0.808,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3052.54164,-5.048,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3052.57613,-2.057,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3052.76191,-4.321,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3052.77785,-2.81,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3052.8226,-4.514,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3052.94231,-2.999,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3053.19435,-1.541,RU,0.03,Ruffoni et al. — FTS laboratory
Fe,1,3053.42731,-0.93,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3053.4535,-3.087,KOH,,unrecognised VALD source tag 'KOH' — accuracy NOT assumed
Fe,1,3053.5591,-1.729,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3053.72336,-2.123,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3053.75703,-2.096,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3053.80965,-2.733,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3053.83903,-3.62,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3053.85937,-3.825,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3053.96601,-2.464,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3053.9828,-3.239,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,1,3054.04793,-3.283,K14,0.2,"Kurucz semi-empirical (K07/K14/K16/K88…) — 0.1–0.3 dex, RYA-161"
Fe,2,3054.3469,-5.939,RU,0.03,Ruffoni et al. — FTS laboratory
