# linelist_alpha_cen_a.csv — alpha Cen A per-system VALD3 linelist (RYA-300)
# Generated: 2026-06-15  by scripts/intake_build_alpha_cen.py
# Stellar params: Teff=5792 K, logg=4.3, [Fe/H]=+0.20, vmic=1.1 km/s
#   (Heiter+2015 GBS Paper I / Jofre+2014 GBS Paper III)
# HFS splitting: ON (Codex permanent convention — all extractions, RYA-300)
# Detection threshold (central_depth): 0.05
# Extractions merged (all HFS-ON):
#   uv1     : vald_alpha_cen_a_uv1_raw.txt (RyanSchmitt.019551.gz), 1150-2000 A
#   uv2     : vald_alpha_cen_a_uv2_raw.txt (RyanSchmitt.019552.gz), 2000-3780 A
#   optical : vald_alpha_cen_a_optical_raw.txt (RyanSchmitt.019553.gz), 3780-6910 A
#   nir     : vald_alpha_cen_a_nir_raw.txt (RyanSchmitt.019554.gz), 6910-17000 A
# Wavelength convention: 'vacuum' for lambda < 2000 A (VALD delivers vacuum
#   below 2000 A despite the WL_air label), 'air' for lambda >= 2000 A.
#   NO vacuum->air conversion at build — done at the spectrum-matching boundary.
# Seam duplicates dropped at band endpoints: 102
# nist_grade empty pending NIST cross-validation; blend_flag=False everywhere.
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,blend_flag,priority,notes,extraction_source,wavelength_convention
Co,I,2622.05037,0.5136,-3.119,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.0513,0.5136,-2.549,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.05196,0.5136,-2.923,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.05347,0.5136,-3.818,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.05369,0.5136,-2.403,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.05433,0.5136,-2.818,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.0566,0.5136,-3.663,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.05684,0.5136,-2.274,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.05748,0.5136,-2.771,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.06051,0.5136,-3.663,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.06073,0.5136,-2.158,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.06138,0.5136,-2.777,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.06517,0.5136,-3.76,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.06534,0.5137,-2.053,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.06603,0.5136,-2.85,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.07057,0.5136,-3.964,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.0714,0.5137,-3.061,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
Co,I,2622.07669,0.5137,-4.362,VALD3,,8.83,-5.82,-7.68,0.978,False,0,,uv2_019552,air
OH,I,2622.09434,0.0232,-3.859,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv2_019552,air
W,I,2622.215,1.8684,0.64,VALD3,,0.0,0.0,0.0,0.098,False,0,,uv2_019552,air
Co,I,2622.23346,0.6293,-2.241,VALD3,,8.82,-5.82,-7.68,0.963,False,0,,uv2_019552,air
Co,I,2622.24286,0.6293,-2.457,VALD3,,8.82,-5.82,-7.68,0.963,False,0,,uv2_019552,air
Co,I,2622.24627,0.6293,-2.867,VALD3,,8.82,-5.82,-7.68,0.963,False,0,,uv2_019552,air
Co,I,2622.25068,0.6293,-2.74,VALD3,,8.82,-5.82,-7.68,0.963,False,0,,uv2_019552,air
Co,I,2622.25352,0.6293,-2.706,VALD3,,8.82,-5.82,-7.68,0.963,False,0,,uv2_019552,air
Co,I,2622.25694,0.6293,-3.732,VALD3,,8.82,-5.82,-7.68,0.963,False,0,,uv2_019552,air
Co,I,2622.25701,0.6293,-3.179,VALD3,,8.82,-5.82,-7.68,0.963,False,0,,uv2_019552,air
Co,I,2622.25921,0.6293,-2.714,VALD3,,8.82,-5.82,-7.68,0.963,False,0,,uv2_019552,air
Co,I,2622.26206,0.6293,-3.304,VALD3,,8.82,-5.82,-7.68,0.963,False,0,,uv2_019552,air
Co,I,2622.26341,0.6293,-2.878,VALD3,,8.82,-5.82,-7.68,0.963,False,0,,uv2_019552,air
Co,I,2622.26561,0.6293,-3.054,VALD3,,8.82,-5.82,-7.68,0.963,False,0,,uv2_019552,air
Co,I,2622.26768,0.6293,-2.878,VALD3,,8.82,-5.82,-7.68,0.963,False,0,,uv2_019552,air
Cr,I,2622.27449,3.0111,-1.598,VALD3,,7.79,-3.96,-6.97,0.172,False,0,,uv2_019552,air
Co,I,2622.42529,0.5815,-2.101,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.42624,0.5815,-2.242,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.42719,0.5815,-2.406,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.42816,0.5815,-2.604,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.42918,0.5815,-2.859,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.43026,0.5815,-3.247,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.43273,0.5815,-2.992,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.43288,0.5815,-2.804,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.43309,0.5815,-2.713,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.43335,0.5815,-2.691,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.43364,0.5815,-2.745,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.43392,0.5815,-2.941,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.43396,0.5815,-3.277,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.43534,0.5815,-3.247,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.43679,0.5815,-3.298,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.43828,0.5815,-3.423,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.4398,0.5815,-3.645,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Co,I,2622.44131,0.5815,-4.055,VALD3,,8.82,-5.83,-7.68,0.973,False,0,,uv2_019552,air
Cr,II,2622.59432,6.1188,-0.729,VALD3,,8.91,-5.82,-7.55,0.177,False,0,,uv2_019552,air
Co,II,2622.65417,3.8682,-2.767,VALD3,,8.82,-6.55,-7.88,0.071,False,0,,uv2_019552,air
Co,II,2622.65603,3.8682,-3.038,VALD3,,8.82,-6.55,-7.88,0.071,False,0,,uv2_019552,air
Co,II,2622.65925,3.8682,-3.478,VALD3,,8.82,-6.55,-7.88,0.071,False,0,,uv2_019552,air
Co,II,2622.66137,3.8682,-2.783,VALD3,,8.82,-6.55,-7.88,0.071,False,0,,uv2_019552,air
Co,II,2622.66612,3.8682,-2.663,VALD3,,8.82,-6.55,-7.88,0.071,False,0,,uv2_019552,air
Co,II,2622.67147,3.8682,-3.038,VALD3,,8.82,-6.55,-7.88,0.071,False,0,,uv2_019552,air
Co,II,2622.67222,3.8682,-2.779,VALD3,,8.82,-6.55,-7.88,0.071,False,0,,uv2_019552,air
Co,II,2622.67909,3.8682,-2.583,VALD3,,8.82,-6.55,-7.88,0.071,False,0,,uv2_019552,air
Co,II,2622.68808,3.8683,-2.29,VALD3,,8.82,-6.55,-7.88,0.071,False,0,,uv2_019552,air
V,II,2622.72017,4.3328,0.189,VALD3,,8.88,-5.84,-7.72,0.198,False,0,,uv2_019552,air
Hf,II,2622.75,0.4519,-0.36,VALD3,,0.0,0.0,0.0,0.503,False,0,,uv2_019552,air
Fe,I,2622.75196,2.5592,-3.101,VALD3,,7.5,-3.98,-7.32,0.81,False,0,,uv2_019552,air
OH,I,2622.77432,0.0358,-3.639,VALD3,,0.0,0.0,0.0,0.102,False,0,,uv2_019552,air
Mn,II,2622.77522,5.9925,-0.983,VALD3,,8.64,-6.49,-7.87,0.079,False,0,,uv2_019552,air
Cr,I,2622.86695,1.03,-0.92,VALD3,,6.93,-6.17,-7.772,0.977,False,0,,uv2_019552,air
Mn,I,2622.89689,3.1344,0.406,VALD3,,8.58,-5.95,-7.74,0.956,False,0,,uv2_019552,air
Mn,II,2622.96998,6.1846,-0.948,VALD3,,8.56,-6.47,-7.88,0.06,False,0,,uv2_019552,air
Cr,II,2622.97645,6.1553,-0.175,VALD3,,8.93,-5.82,-7.545,0.409,False,0,,uv2_019552,air
OH,I,2623.05112,0.025,-3.695,VALD3,,0.0,0.0,0.0,0.09,False,0,,uv2_019552,air
Ni,II,2623.0684,4.0324,-2.256,VALD3,,8.65,-6.62,-7.92,0.51,False,0,,uv2_019552,air
Mn,II,2623.08096,3.4154,-5.201,VALD3,,8.49,-6.49,-7.89,0.703,False,0,,uv2_019552,air
Mn,II,2623.0848,3.4154,-3.786,VALD3,,8.49,-6.49,-7.89,0.703,False,0,,uv2_019552,air
Mn,II,2623.08483,3.4154,-5.033,VALD3,,8.49,-6.49,-7.89,0.703,False,0,,uv2_019552,air
Mn,II,2623.08778,3.4154,-2.877,VALD3,,8.49,-6.49,-7.89,0.703,False,0,,uv2_019552,air
Mn,II,2623.08953,3.4154,-3.591,VALD3,,8.49,-6.49,-7.89,0.703,False,0,,uv2_019552,air
Mn,II,2623.08977,3.4154,-5.105,VALD3,,8.49,-6.49,-7.89,0.703,False,0,,uv2_019552,air
Mn,II,2623.09337,3.4154,-2.795,VALD3,,8.49,-6.49,-7.89,0.703,False,0,,uv2_019552,air
Mn,II,2623.09531,3.4154,-3.539,VALD3,,8.49,-6.49,-7.89,0.703,False,0,,uv2_019552,air
Mn,II,2623.09575,3.4154,-5.423,VALD3,,8.49,-6.49,-7.89,0.703,False,0,,uv2_019552,air
Mn,II,2623.10001,3.4154,-2.711,VALD3,,8.49,-6.49,-7.89,0.703,False,0,,uv2_019552,air
Mn,II,2623.10215,3.4154,-3.584,VALD3,,8.49,-6.49,-7.89,0.703,False,0,,uv2_019552,air
Mn,II,2623.1077,3.4154,-2.628,VALD3,,8.49,-6.49,-7.89,0.703,False,0,,uv2_019552,air
Mn,II,2623.11004,3.4154,-3.779,VALD3,,8.49,-6.49,-7.89,0.703,False,0,,uv2_019552,air
Mn,II,2623.11644,3.4154,-2.549,VALD3,,8.49,-6.49,-7.89,0.703,False,0,,uv2_019552,air
Mn,II,2623.12623,3.4155,-2.473,VALD3,,8.49,-6.49,-7.89,0.703,False,0,,uv2_019552,air
Fe,II,2623.12994,4.0761,-0.898,VALD3,,8.46,-6.53,-7.899,0.951,False,0,,uv2_019552,air
Cr,I,2623.18968,3.0128,-1.789,VALD3,,7.79,-3.96,-6.97,0.12,False,0,,uv2_019552,air
Cr,II,2623.19003,6.1792,0.359,VALD3,,8.93,-5.82,-7.543,0.65,False,0,,uv2_019552,air
Fe,I,2623.26148,3.0469,-4.145,VALD3,,8.29,-3.24,-7.02,0.056,False,0,,uv2_019552,air
Mn,I,2623.28096,3.1325,-2.184,VALD3,,7.86,-5.9,-7.78,0.069,False,0,,uv2_019552,air
OH,I,2623.28241,1.1737,-2.759,VALD3,,0.0,0.0,0.0,0.075,False,0,,uv2_019552,air
Mn,I,2623.35814,3.1353,-0.945,VALD3,,8.58,-5.95,-7.74,0.713,False,0,,uv2_019552,air
Fe,I,2623.3655,0.1101,-1.976,VALD3,,8.2,-5.88,-7.73,0.997,False,0,,uv2_019552,air
Cr,II,2623.37851,3.9094,-1.047,VALD3,,8.59,-6.54,-7.776,0.873,False,0,,uv2_019552,air
Co,I,2623.42738,0.5815,-4.149,VALD3,,8.61,-5.9,-7.72,0.942,False,0,,uv2_019552,air
Co,I,2623.43383,0.5815,-3.284,VALD3,,8.61,-5.9,-7.72,0.942,False,0,,uv2_019552,air
Co,I,2623.4339,0.5815,-3.721,VALD3,,8.61,-5.9,-7.72,0.942,False,0,,uv2_019552,air
Co,I,2623.43909,0.5815,-3.123,VALD3,,8.61,-5.9,-7.72,0.942,False,0,,uv2_019552,air
Co,I,2623.43935,0.5815,-3.471,VALD3,,8.61,-5.9,-7.72,0.942,False,0,,uv2_019552,air
Co,I,2623.44151,0.5815,-2.658,VALD3,,8.61,-5.9,-7.72,0.942,False,0,,uv2_019552,air
Co,I,2623.44327,0.5815,-3.131,VALD3,,8.61,-5.9,-7.72,0.942,False,0,,uv2_019552,air
Co,I,2623.44376,0.5815,-3.295,VALD3,,8.61,-5.9,-7.72,0.942,False,0,,uv2_019552,air
Co,I,2623.44554,0.5815,-2.874,VALD3,,8.61,-5.9,-7.72,0.942,False,0,,uv2_019552,air
Co,I,2623.44638,0.5815,-3.295,VALD3,,8.61,-5.9,-7.72,0.942,False,0,,uv2_019552,air
Co,I,2623.44846,0.5815,-3.157,VALD3,,8.61,-5.9,-7.72,0.942,False,0,,uv2_019552,air
Co,I,2623.45029,0.5815,-3.596,VALD3,,8.61,-5.9,-7.72,0.942,False,0,,uv2_019552,air
Cr,I,2623.46926,3.0133,-1.806,VALD3,,7.79,-3.96,-6.97,0.116,False,0,,uv2_019552,air
OH,I,2623.47208,0.3038,-3.2,VALD3,,0.0,0.0,0.0,0.166,False,0,,uv2_019552,air
Fe,II,2623.49225,3.2213,-4.71,VALD3,,8.59,-6.53,-7.891,0.081,False,0,,uv2_019552,air
Fe,I,2623.53356,0.9582,-0.704,VALD3,,7.8,-6.08,-7.782,0.997,False,0,,uv2_019552,air
Mn,II,2623.62191,4.0712,-2.686,VALD3,,8.43,-6.49,-7.87,0.068,False,0,,uv2_019552,air
Fe,I,2623.6226,2.8581,-1.812,VALD3,,8.52,-4.0,-7.19,0.953,False,0,,uv2_019552,air
Fe,II,2623.70068,5.9049,-0.728,VALD3,,8.95,-5.81,-7.545,0.731,False,0,,uv2_019552,air
Fe,II,2623.72499,2.8441,-0.924,VALD3,,8.55,-6.53,-7.898,0.987,False,0,,uv2_019552,air
Co,I,2623.7315,1.049,-2.494,VALD3,,8.2,-5.76,-7.76,0.959,False,0,,uv2_019552,air
Co,I,2623.73234,1.049,-2.67,VALD3,,8.2,-5.76,-7.76,0.959,False,0,,uv2_019552,air
Co,I,2623.73476,1.049,-2.92,VALD3,,8.2,-5.76,-7.76,0.959,False,0,,uv2_019552,air
Co,I,2623.73666,1.049,-2.494,VALD3,,8.2,-5.76,-7.76,0.959,False,0,,uv2_019552,air
Co,I,2623.73911,1.049,-3.348,VALD3,,8.2,-5.76,-7.76,0.959,False,0,,uv2_019552,air
Co,I,2623.74005,1.049,-2.33,VALD3,,8.2,-5.76,-7.76,0.959,False,0,,uv2_019552,air
Co,I,2623.74437,1.049,-2.795,VALD3,,8.2,-5.76,-7.76,0.959,False,0,,uv2_019552,air
Co,I,2623.74499,1.049,-2.322,VALD3,,8.2,-5.76,-7.76,0.959,False,0,,uv2_019552,air
Co,I,2623.75029,1.049,-2.356,VALD3,,8.2,-5.76,-7.76,0.959,False,0,,uv2_019552,air
Co,I,2623.75184,1.049,-2.483,VALD3,,8.2,-5.76,-7.76,0.959,False,0,,uv2_019552,air
Co,I,2623.75772,1.049,-2.073,VALD3,,8.2,-5.76,-7.76,0.959,False,0,,uv2_019552,air
Cr,II,2623.76135,6.1363,-0.657,VALD3,,8.93,-5.81,-7.547,0.197,False,0,,uv2_019552,air
Co,I,2623.76701,1.049,-1.857,VALD3,,8.2,-5.76,-7.76,0.959,False,0,,uv2_019552,air
Cr,II,2623.77189,6.1452,-0.389,VALD3,,8.93,-5.82,-7.546,0.305,False,0,,uv2_019552,air
V,II,2623.78706,1.8047,-2.875,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.78709,1.8047,-3.104,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.78739,1.8047,-2.761,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.78791,1.8047,-3.251,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.78807,1.8047,-2.711,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.78844,1.8047,-3.24,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.7891,1.8047,-2.714,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.78927,1.8047,-3.104,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.78932,1.8047,-3.01,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.79048,1.8047,-2.787,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.79055,1.8047,-2.767,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.7907,1.8047,-2.875,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.79213,1.8047,-2.543,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.79221,1.8047,-2.997,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.79248,1.8047,-2.761,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.79406,1.8047,-2.344,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.79461,1.8047,-2.711,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.79635,1.8047,-2.168,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.7971,1.8047,-2.714,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.79899,1.8047,-2.01,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
Co,I,2623.79975,1.7104,-2.943,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
V,II,2623.79993,1.8047,-2.787,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
V,II,2623.80312,1.8047,-2.997,VALD3,,8.41,-6.49,-7.86,0.661,False,0,,uv2_019552,air
Co,I,2623.80576,1.7104,-3.084,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.80802,1.7104,-3.783,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.81088,1.7104,-3.248,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.81292,1.7104,-3.587,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.81517,1.7104,-3.446,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.81519,1.7104,-4.897,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.81691,1.7104,-3.533,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.81867,1.7104,-3.701,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.81895,1.7104,-4.487,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.82003,1.7104,-3.555,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.82139,1.7104,-4.089,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.82176,1.7104,-4.265,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.82233,1.7104,-3.646,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.82369,1.7104,-4.14,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.82384,1.7104,-3.834,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.82478,1.7104,-4.089,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Co,I,2623.82507,1.7104,-4.119,VALD3,,7.63,-4.46,-7.46,0.274,False,0,,uv2_019552,air
Fe,I,2623.99145,2.4254,-2.97,VALD3,,8.06,-5.12,-7.29,0.895,False,0,,uv2_019552,air
Mn,II,2624.03168,5.4725,-0.703,VALD3,,8.54,-6.49,-7.89,0.311,False,0,,uv2_019552,air
Mn,I,2624.04304,3.1325,0.672,VALD3,,8.58,-5.95,-7.74,0.965,False,0,,uv2_019552,air
OH,I,2624.07136,0.0532,-3.481,VALD3,,0.0,0.0,0.0,0.165,False,0,,uv2_019552,air
Fe,II,2624.11331,8.431,-0.439,VALD3,,8.97,-5.74,-7.536,0.067,False,0,,uv2_019552,air
Fe,I,2624.13232,2.7275,-0.774,VALD3,,8.62,-4.78,-7.46,0.985,False,0,,uv2_019552,air
Cr,II,2624.15126,6.421,-0.787,VALD3,,8.89,-5.66,-7.516,0.093,False,0,,uv2_019552,air
Mn,I,2624.16173,2.3192,-0.467,VALD3,,7.54,-3.53,-7.03,0.958,False,0,,uv2_019552,air
Mn,I,2624.16173,2.3192,-0.958,VALD3,,7.54,-3.92,-7.03,0.933,False,0,,uv2_019552,air
Mn,I,2624.16173,2.3192,-1.658,VALD3,,7.54,-3.96,-7.03,0.764,False,0,,uv2_019552,air
Er,II,2624.19,0.8462,0.166,VALD3,,0.0,0.0,0.0,0.29,False,0,,uv2_019552,air
OH,I,2624.41726,0.3529,-3.119,VALD3,,0.0,0.0,0.0,0.179,False,0,,uv2_019552,air
OH,I,2624.43683,0.0954,-3.185,VALD3,,0.0,0.0,0.0,0.269,False,0,,uv2_019552,air
Fe,I,2624.66015,2.6924,-3.128,VALD3,,7.1,-4.56,-7.07,0.725,False,0,,uv2_019552,air
Fe,I,2624.66829,2.5592,-2.114,VALD3,,7.68,-4.39,-7.23,0.954,False,0,,uv2_019552,air
Ti,II,2624.71818,3.6866,-1.878,VALD3,,8.84,-5.69,-7.69,0.06,False,0,,uv2_019552,air
Mn,II,2624.74627,3.4184,-2.768,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Mn,II,2624.74823,3.4184,-2.572,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Mn,II,2624.74926,3.4184,-1.99,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Fe,I,2624.74933,2.5881,-2.621,VALD3,,8.01,-4.14,-7.31,0.92,False,0,,uv2_019552,air
Mn,II,2624.75099,3.4184,-2.518,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Mn,II,2624.75207,3.4184,-1.939,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Mn,II,2624.75456,3.4184,-2.56,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Mn,II,2624.75506,3.4184,-2.768,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Mn,II,2624.75569,3.4184,-1.849,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Mn,II,2624.75894,3.4184,-2.753,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Mn,II,2624.75954,3.4184,-2.572,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Mn,II,2624.76012,3.4184,-1.743,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Mn,II,2624.76482,3.4184,-2.518,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Mn,II,2624.76534,3.4184,-1.632,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Mn,II,2624.7709,3.4184,-2.56,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Mn,II,2624.77138,3.4184,-1.522,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Co,I,2624.77701,0.1012,-5.408,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Mn,II,2624.77779,3.4184,-2.753,VALD3,,8.49,-6.49,-7.89,0.917,False,0,,uv2_019552,air
Co,I,2624.78345,0.1012,-4.998,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Co,I,2624.7838,0.1012,-4.294,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Co,I,2624.78904,0.1012,-4.776,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Co,I,2624.78907,0.1012,-4.098,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Co,I,2624.79179,0.1012,-3.454,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Co,I,2624.79351,0.1012,-4.044,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Co,I,2624.79375,0.1011,-4.651,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Co,I,2624.79586,0.1012,-3.595,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Co,I,2624.79708,0.1012,-4.066,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Co,I,2624.79756,0.1011,-4.6,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Co,I,2624.79912,0.1012,-3.759,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Co,I,2624.79978,0.1011,-4.157,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Co,I,2624.80048,0.1011,-4.63,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Ga,I,2624.801,0.1024,-2.05,VALD3,,0.0,0.0,0.0,0.114,False,0,,uv2_019552,air
Co,I,2624.80155,0.1012,-3.957,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Co,I,2624.80158,0.1011,-4.345,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Co,I,2624.80311,0.1012,-4.212,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
Co,I,2624.8038,0.1011,-4.6,VALD3,,5.71,-6.22,-7.82,0.914,False,0,,uv2_019552,air
V,II,2624.85161,4.3634,-0.15,VALD3,,8.88,-5.84,-7.72,0.091,False,0,,uv2_019552,air
Cr,II,2624.86725,4.2937,-2.573,VALD3,,8.41,-6.42,-7.848,0.1,False,0,,uv2_019552,air
Mn,II,2624.94649,5.4176,-1.701,VALD3,,8.48,-6.49,-7.88,0.532,False,0,,uv2_019552,air
