line_id,key_z,ion,species,wavelength_air_A,excitation_potential_eV,hfs_n_components,log_gf,loggf_reference,nist_grade,seed_source,adjudication_status,gf_synth_ges,gf_regions_vald,gf_linelist_vald,in_synth,in_regions,in_linelist,delta_synth_minus_ew
gf_000231,13,2,Al II,7843.551,16.545,1,-2.95,KP,,synth(GES),single_source,-2.95,,,True,False,False,
gf_000232,13,2,Al II,7843.798,16.545,1,-2.05,KP,,synth(GES),single_source,-2.05,,,True,False,False,
gf_000233,13,2,Al II,7856.025,16.393,1,-4.79,KP,,synth(GES),single_source,-4.79,,,True,False,False,
gf_000234,13,2,Al II,7883.904,16.604,1,-2.52,KP,,synth(GES),single_source,-2.52,,,True,False,False,
gf_000235,13,2,Al II,7914.946,15.606,1,-3.45,KP,,synth(GES),single_source,-3.45,,,True,False,False,
gf_000236,13,2,Al II,7944.021,16.604,1,-0.96,KP,,synth(GES),single_source,-0.96,,,True,False,False,
gf_000237,13,2,Al II,8045.76,16.728,1,-1.76,KP,,synth(GES),single_source,-1.76,,,True,False,False,
gf_000238,13,2,Al II,8073.008,16.604,1,-1.88,KP,,synth(GES),single_source,-1.88,,,True,False,False,
gf_000239,13,2,Al II,8083.616,16.728,1,-1.76,KP,,synth(GES),single_source,-1.76,,,True,False,False,
gf_000240,13,2,Al II,8086.865,16.604,1,-1.1,KP,,synth(GES),single_source,-1.1,,,True,False,False,
gf_000241,13,2,Al II,8103.7244,16.468,3,-2.143,KP,,synth(GES),single_source,-2.143,,,True,False,False,
gf_000242,13,2,Al II,8112.749,16.468,1,-2.84,KP,,synth(GES),single_source,-2.84,,,True,False,False,
gf_000243,13,2,Al II,8115.462,16.637,3,-3.208,KP,,synth(GES),single_source,-3.208,,,True,False,False,
gf_000244,13,2,Al II,8116.437,16.637,3,-2.5403,KP,,synth(GES),single_source,-2.5403,,,True,False,False,
gf_000245,13,2,Al II,8117.156,16.637,1,-3.46,KP,,synth(GES),single_source,-3.46,,,True,False,False,
gf_000246,13,2,Al II,8123.4984,16.468,3,-0.8539,KP,,synth(GES),single_source,-0.8539,,,True,False,False,
gf_000247,13,2,Al II,8144.215,16.74,1,-1.97,KP,,synth(GES),single_source,-1.97,,,True,False,False,
gf_000248,13,2,Al II,8147.056,16.74,1,-2.06,KP,,synth(GES),single_source,-2.06,,,True,False,False,
gf_000249,13,2,Al II,8186.87,16.741,1,-1.6,KP,,synth(GES),single_source,-1.6,,,True,False,False,
gf_000250,13,2,Al II,8195.624,15.062,1,-3.62,KP,,synth(GES),single_source,-3.62,,,True,False,False,
gf_000251,13,2,Al II,8195.906,15.062,1,-2.71,KP,,synth(GES),single_source,-2.71,,,True,False,False,
gf_000252,13,2,Al II,8265.607,16.637,3,-2.645,KP,,synth(GES),single_source,-2.645,,,True,False,False,
gf_000253,13,2,Al II,8354.317,15.062,1,0.688,WEI,,synth(GES),single_source,0.688,,,True,False,False,
gf_000254,13,2,Al II,8357.7609,16.468,2,-0.9596,KP,,synth(GES),single_source,-0.9596,,,True,False,False,
gf_000255,13,2,Al II,8363.249,15.062,1,-0.362,WEI,,synth(GES),single_source,-0.362,,,True,False,False,
gf_000256,13,2,Al II,8363.482,15.062,1,0.358,WEI,,synth(GES),single_source,0.358,,,True,False,False,
gf_000257,13,2,Al II,8640.699,11.822,1,0.1,KP,,synth(GES),single_source,0.1,,,True,False,False,
gf_000258,13,2,Al II,8669.119,17.211,3,0.0794,KP,,synth(GES),single_source,0.0794,,,True,False,False,
gf_000259,13,2,Al II,8669.307,17.211,3,0.1669,KP,,synth(GES),single_source,0.1669,,,True,False,False,
gf_000260,13,2,Al II,8675.145,16.545,3,-0.1856,KP,,synth(GES),single_source,-0.1856,,,True,False,False,
gf_000261,13,2,Al II,8680.41,16.546,4,-0.0776,KP,,synth(GES),single_source,-0.0776,,,True,False,False,
gf_000262,13,2,Al II,8694.565,17.211,1,-1.16,KP,,synth(GES),single_source,-1.16,,,True,False,False,
gf_000263,13,2,Al II,8816.582,16.545,1,-5.0,KP,,synth(GES),single_source,-5.0,,,True,False,False,
gf_000264,13,2,Al II,8818.386,17.211,3,-0.0106,KP,,synth(GES),single_source,-0.0106,,,True,False,False,
gf_000265,13,2,Al II,8818.581,17.211,3,0.0769,KP,,synth(GES),single_source,0.0769,,,True,False,False,
gf_000266,13,2,Al II,8849.689,17.211,1,-0.34,KP,,synth(GES),single_source,-0.34,,,True,False,False,
gf_000267,13,2,Al II,8849.885,17.211,1,-1.24,KP,,synth(GES),single_source,-1.24,,,True,False,False,
gf_000268,13,2,Al II,8858.637,16.575,3,-0.1936,KP,,synth(GES),single_source,-0.1936,,,True,False,False,
gf_000269,13,2,Al II,8868.554,16.728,1,-2.03,KP,,synth(GES),single_source,-2.03,,,True,False,False,
gf_000270,13,2,Al II,8878.321,16.74,1,-1.21,KP,,synth(GES),single_source,-1.21,,,True,False,False,
gf_000271,13,2,Al II,8898.557,16.604,1,-2.51,KP,,synth(GES),single_source,-2.51,,,True,False,False,
gf_000272,13,2,Al II,8926.623,16.545,1,-2.64,KP,,synth(GES),single_source,-2.64,,,True,False,False,
gf_000273,13,2,Al II,8926.838,16.545,1,-1.74,KP,,synth(GES),single_source,-1.74,,,True,False,False,
gf_000274,13,2,Al II,8947.852,16.74,2,-1.6658,KP,,synth(GES),single_source,-1.6658,,,True,False,False,
gf_000275,13,2,Al II,9005.579,17.211,3,0.0165,KP,,synth(GES),single_source,0.0165,,,True,False,False,
gf_000276,13,2,Al II,9006.171,16.575,1,-1.81,KP,,synth(GES),single_source,-1.81,,,True,False,False,
gf_000277,13,2,Al II,9006.654,16.74,1,-2.06,KP,,synth(GES),single_source,-2.06,,,True,False,False,
gf_000278,13,2,Al II,9009.427,16.74,1,-2.06,KP,,synth(GES),single_source,-2.06,,,True,False,False,
gf_000279,13,2,Al II,9040.949,17.27,1,-0.23,KP,,synth(GES),single_source,-0.23,,,True,False,False,
gf_000280,13,2,Al II,9068.026,16.604,1,-1.87,KP,,synth(GES),single_source,-1.87,,,True,False,False,
gf_000281,13,2,Al II,9068.423,17.27,1,-0.36,KP,,synth(GES),single_source,-0.36,,,True,False,False,
gf_000282,13,2,Al II,9121.251,16.575,1,-4.94,KP,,synth(GES),single_source,-4.94,,,True,False,False,
gf_000283,13,2,Al II,9126.145,16.393,1,-2.89,KP,,synth(GES),single_source,-2.89,,,True,False,False,
gf_000284,13,2,Al II,9128.572,16.637,3,-3.208,KP,,synth(GES),single_source,-3.208,,,True,False,False,
gf_000285,13,2,Al II,9128.878,16.393,1,-3.19,KP,,synth(GES),single_source,-3.19,,,True,False,False,
gf_000286,13,2,Al II,9130.012,16.393,1,-3.58,KP,,synth(GES),single_source,-3.58,,,True,False,False,
gf_000287,13,2,Al II,9131.39,16.637,3,-2.2348,KP,,synth(GES),single_source,-2.2348,,,True,False,False,
gf_000288,13,2,Al II,9198.731,16.604,1,-0.79,KP,,synth(GES),single_source,-0.79,,,True,False,False,
gf_000289,13,3,Al III,5151.0134,23.542,3,0.5065,KP,,synth(GES),single_source,0.5065,,,True,False,False,
gf_000290,13,3,Al III,5170.6203,23.548,3,-1.6535,KP,,synth(GES),single_source,-1.6535,,,True,False,False,
gf_000291,13,3,Al III,5260.1576,23.542,3,-0.935,KP,,synth(GES),single_source,-0.935,,,True,False,False,
gf_000292,13,3,Al III,5518.535,24.254,1,-1.64,KP,,synth(GES),single_source,-1.64,,,True,False,False,
gf_000293,13,3,Al III,6059.839,23.418,1,-0.99,KP,,synth(GES),single_source,-0.99,,,True,False,False,
gf_000294,13,3,Al III,6301.794,24.968,2,-0.3288,KP,,synth(GES),single_source,-0.3288,,,True,False,False,
gf_000295,13,3,Al III,6301.937,24.968,1,-0.5,KP,,synth(GES),single_source,-0.5,,,True,False,False,
gf_000296,13,3,Al III,6543.119,25.041,3,0.1365,KP,,synth(GES),single_source,0.1365,,,True,False,False,
gf_000297,13,3,Al III,6559.67,25.046,3,-2.2073,KP,,synth(GES),single_source,-2.2073,,,True,False,False,
gf_000298,13,3,Al III,6561.706,25.046,3,-1.6479,KP,,synth(GES),single_source,-1.6479,,,True,False,False,
gf_000299,13,3,Al III,7190.431,23.741,1,-2.87,KP,,synth(GES),single_source,-2.87,,,True,False,False,
gf_000300,13,3,Al III,7550.74,24.257,2,-0.6048,KP,,synth(GES),single_source,-0.6048,,,True,False,False,
gf_000301,13,3,Al III,7635.223,23.418,2,0.5912,KP,,synth(GES),single_source,0.5912,,,True,False,False,
gf_000302,13,3,Al III,7635.602,23.418,1,0.41,KP,,synth(GES),single_source,0.41,,,True,False,False,
gf_000303,13,3,Al III,7681.971,22.128,1,0.12,KP,,synth(GES),single_source,0.12,,,True,False,False,
gf_000304,13,3,Al III,7881.78,20.555,1,0.31,KP,,synth(GES),single_source,0.31,,,True,False,False,
gf_000305,13,3,Al III,7882.519,20.555,1,-0.64,KP,,synth(GES),single_source,-0.64,,,True,False,False,
gf_000306,13,3,Al III,7905.514,20.555,1,0.06,KP,,synth(GES),single_source,0.06,,,True,False,False,
gf_000307,13,3,Al III,7921.575,24.968,2,0.0212,KP,,synth(GES),single_source,0.0212,,,True,False,False,
gf_000308,13,3,Al III,7921.801,24.968,1,-0.16,KP,,synth(GES),single_source,-0.16,,,True,False,False,
gf_000309,13,3,Al III,8243.47,23.542,1,0.85,KP,,synth(GES),single_source,0.85,,,True,False,False,
gf_000310,13,3,Al III,8243.688,23.542,2,0.9723,KP,,synth(GES),single_source,0.9723,,,True,False,False,
gf_000311,13,3,Al III,8275.035,23.548,1,1.13,KP,,synth(GES),single_source,1.13,,,True,False,False,
gf_000312,13,3,Al III,8275.165,23.548,2,1.2278,KP,,synth(GES),single_source,1.2278,,,True,False,False,
gf_000313,13,3,Al III,8304.014,25.041,3,0.5363,KP,,synth(GES),single_source,0.5363,,,True,False,False,
gf_000314,13,3,Al III,8324.557,25.046,3,0.6827,KP,,synth(GES),single_source,0.6827,,,True,False,False,
gf_000315,13,3,Al III,8336.671,25.046,3,-1.1879,KP,,synth(GES),single_source,-1.1879,,,True,False,False,
gf_000316,13,3,Al III,8496.528,25.041,3,-0.685,KP,,synth(GES),single_source,-0.685,,,True,False,False,
gf_000317,18,1,Ar I,4200.675,11.548,1,-1.4,KP,,synth(GES),single_source,-1.4,,,True,False,False,
gf_000318,18,1,Ar I,4889.287,13.095,1,-3.43,KP,,synth(GES),single_source,-3.43,,,True,False,False,
gf_000319,18,1,Ar I,4969.899,13.153,1,-3.26,KP,,synth(GES),single_source,-3.26,,,True,False,False,
gf_000320,18,1,Ar I,4989.943,13.095,1,-2.55,WSM,,synth(GES),single_source,-2.55,,,True,False,False,
gf_000321,18,1,Ar I,5040.5,12.907,1,-2.92,KP,,synth(GES),single_source,-2.92,,,True,False,False,
gf_000322,18,1,Ar I,5048.811,12.907,1,-2.21,KP,,synth(GES),single_source,-2.21,,,True,False,False,
gf_000323,18,1,Ar I,5060.081,13.076,1,-1.87,WSM,,synth(GES),single_source,-1.87,,,True,False,False,
gf_000324,18,1,Ar I,5070.977,13.095,1,-2.5,WSM,,synth(GES),single_source,-2.5,,,True,False,False,
gf_000325,18,1,Ar I,5099.664,13.076,1,-4.9,KP,,synth(GES),single_source,-4.9,,,True,False,False,
gf_000326,18,1,Ar I,5118.202,13.095,1,-2.96,KP,,synth(GES),single_source,-2.96,,,True,False,False,
gf_000327,18,1,Ar I,5187.746,12.907,1,-1.55,WSM,,synth(GES),single_source,-1.55,,,True,False,False,
gf_000328,18,1,Ar I,5189.054,13.153,1,-3.31,KP,,synth(GES),single_source,-3.31,,,True,False,False,
gf_000329,18,1,Ar I,5198.979,13.076,1,-3.33,KP,,synth(GES),single_source,-3.33,,,True,False,False,
gf_000330,18,1,Ar I,5210.486,13.076,1,-2.29,KP,,synth(GES),single_source,-2.29,,,True,False,False,
gf_000331,18,1,Ar I,5218.504,13.273,1,-3.45,KP,,synth(GES),single_source,-3.45,,,True,False,False,
gf_000332,18,1,Ar I,5219.301,13.095,1,-2.68,KP,,synth(GES),single_source,-2.68,,,True,False,False,
gf_000333,18,1,Ar I,5221.27,13.076,1,-1.51,KP,,synth(GES),single_source,-1.51,,,True,False,False,
gf_000334,18,1,Ar I,5229.852,13.172,1,-2.96,KP,,synth(GES),single_source,-2.96,,,True,False,False,
gf_000335,18,1,Ar I,5239.683,13.283,1,-2.89,KP,,synth(GES),single_source,-2.89,,,True,False,False,
gf_000336,18,1,Ar I,5241.093,13.095,1,-2.12,KP,,synth(GES),single_source,-2.12,,,True,False,False,
gf_000337,18,1,Ar I,5248.239,13.172,1,-4.83,KP,,synth(GES),single_source,-4.83,,,True,False,False,
gf_000338,18,1,Ar I,5249.165,13.172,1,-2.77,WSM,,synth(GES),single_source,-2.77,,,True,False,False,
gf_000339,18,1,Ar I,5279.03,13.095,1,-3.19,KP,,synth(GES),single_source,-3.19,,,True,False,False,
gf_000340,18,1,Ar I,5280.389,13.283,1,-3.28,KP,,synth(GES),single_source,-3.28,,,True,False,False,
gf_000341,18,1,Ar I,5290.015,13.172,1,-2.92,WSM,,synth(GES),single_source,-2.92,,,True,False,False,
gf_000342,18,1,Ar I,5309.513,13.172,1,-3.84,KP,,synth(GES),single_source,-3.84,,,True,False,False,
gf_000343,18,1,Ar I,5317.715,13.302,1,-1.59,KP,,synth(GES),single_source,-1.59,,,True,False,False,
gf_000344,18,1,Ar I,5328.042,13.302,1,-2.69,KP,,synth(GES),single_source,-2.69,,,True,False,False,
gf_000345,18,1,Ar I,5350.59,13.153,1,-3.23,KP,,synth(GES),single_source,-3.23,,,True,False,False,
gf_000346,18,1,Ar I,5390.773,13.172,1,-2.65,KP,,synth(GES),single_source,-2.65,,,True,False,False,
gf_000347,18,1,Ar I,5399.05,13.153,1,-3.18,KP,,synth(GES),single_source,-3.18,,,True,False,False,
gf_000348,18,1,Ar I,5410.475,13.172,1,-1.78,KP,,synth(GES),single_source,-1.78,,,True,False,False,
gf_000349,18,1,Ar I,5421.351,13.076,1,-1.72,KP,,synth(GES),single_source,-1.72,,,True,False,False,
gf_000350,18,1,Ar I,5429.704,12.907,1,-4.19,KP,,synth(GES),single_source,-4.19,,,True,False,False,
gf_000351,18,1,Ar I,5429.751,13.172,1,-3.3,KP,,synth(GES),single_source,-3.3,,,True,False,False,
gf_000352,18,1,Ar I,5439.989,12.907,1,-2.6,KP,,synth(GES),single_source,-2.6,,,True,False,False,
gf_000353,18,1,Ar I,5449.338,13.076,1,-2.91,KP,,synth(GES),single_source,-2.91,,,True,False,False,
gf_000354,18,1,Ar I,5457.416,13.095,1,-2.03,KP,,synth(GES),single_source,-2.03,,,True,False,False,
gf_000355,18,1,Ar I,5457.797,13.172,1,-2.76,KP,,synth(GES),single_source,-2.76,,,True,False,False,
gf_000356,18,1,Ar I,5459.651,13.076,1,-2.9,WSM,,synth(GES),single_source,-2.9,,,True,False,False,
gf_000357,18,1,Ar I,5488.411,13.095,1,-3.03,KP,,synth(GES),single_source,-3.03,,,True,False,False,
gf_000358,18,1,Ar I,5490.12,13.095,1,-2.7,WSM,,synth(GES),single_source,-2.7,,,True,False,False,
gf_000359,18,1,Ar I,5499.021,12.907,1,-4.79,KP,,synth(GES),single_source,-4.79,,,True,False,False,
gf_000360,18,1,Ar I,5528.961,13.273,1,-2.77,WSM,,synth(GES),single_source,-2.77,,,True,False,False,
gf_000361,18,1,Ar I,5540.86,13.076,1,-3.01,WSM,,synth(GES),single_source,-3.01,,,True,False,False,
gf_000362,18,1,Ar I,5558.702,12.907,1,-1.466,WSM,,synth(GES),single_source,-1.466,,,True,False,False,
gf_000363,18,1,Ar I,5559.676,13.283,1,-2.27,WSM,,synth(GES),single_source,-2.27,,,True,False,False,
gf_000364,18,1,Ar I,5581.872,13.076,1,-2.88,WSM,,synth(GES),single_source,-2.88,,,True,False,False,
gf_000365,18,1,Ar I,5588.719,13.095,1,-2.44,WSM,,synth(GES),single_source,-2.44,,,True,False,False,
gf_000366,18,1,Ar I,5597.476,13.302,1,-1.84,WSM,,synth(GES),single_source,-1.84,,,True,False,False,
gf_000367,18,1,Ar I,5598.548,13.328,1,-2.37,KP,,synth(GES),single_source,-2.37,,,True,False,False,
gf_000368,18,1,Ar I,5600.465,13.095,1,-3.04,KP,,synth(GES),single_source,-3.04,,,True,False,False,
gf_000369,18,1,Ar I,5601.122,13.153,1,-2.26,KP,,synth(GES),single_source,-2.26,,,True,False,False,
gf_000370,18,1,Ar I,5608.958,13.302,1,-2.56,KP,,synth(GES),single_source,-2.56,,,True,False,False,
gf_000371,18,1,Ar I,5611.387,13.153,1,-2.97,KP,,synth(GES),single_source,-2.97,,,True,False,False,
gf_000372,18,1,Ar I,5618.015,13.153,1,-2.51,WSM,,synth(GES),single_source,-2.51,,,True,False,False,
gf_000373,18,1,Ar I,5619.624,13.328,1,-4.55,KP,,synth(GES),single_source,-4.55,,,True,False,False,
gf_000374,18,1,Ar I,5620.922,13.153,1,-2.74,WSM,,synth(GES),single_source,-2.74,,,True,False,False,
gf_000375,18,1,Ar I,5630.446,13.095,1,-4.82,KP,,synth(GES),single_source,-4.82,,,True,False,False,
gf_000376,18,1,Ar I,5639.121,13.273,1,-2.5,WSM,,synth(GES),single_source,-2.5,,,True,False,False,
gf_000377,18,1,Ar I,5639.134,13.153,1,-3.2,KP,,synth(GES),single_source,-3.2,,,True,False,False,
gf_000378,18,1,Ar I,5641.376,13.153,1,-2.67,WSM,,synth(GES),single_source,-2.67,,,True,False,False,
gf_000379,18,1,Ar I,5648.687,13.172,1,-2.73,WSM,,synth(GES),single_source,-2.73,,,True,False,False,
gf_000380,18,1,Ar I,5650.704,12.907,1,-1.8,WSM,,synth(GES),single_source,-1.8,,,True,False,False,
gf_000381,18,1,Ar I,5659.127,13.172,1,-2.19,WSM,,synth(GES),single_source,-2.19,,,True,False,False,
gf_000382,18,1,Ar I,5667.4,13.283,1,-3.95,KP,,synth(GES),single_source,-3.95,,,True,False,False,
gf_000383,18,1,Ar I,5681.899,13.172,1,-2.15,WSM,,synth(GES),single_source,-2.15,,,True,False,False,
gf_000384,18,1,Ar I,5689.63,13.172,1,-2.0,KP,,synth(GES),single_source,-2.0,,,True,False,False,
gf_000385,18,1,Ar I,5689.934,13.328,1,-4.66,KP,,synth(GES),single_source,-4.66,,,True,False,False,
gf_000386,18,1,Ar I,5700.873,13.172,1,-1.68,WSM,,synth(GES),single_source,-1.68,,,True,False,False,
gf_000387,18,1,Ar I,5718.619,13.302,1,-3.14,KP,,synth(GES),single_source,-3.14,,,True,False,False,
gf_000388,18,1,Ar I,5721.797,13.283,1,-4.18,KP,,synth(GES),single_source,-4.18,,,True,False,False,
gf_000389,18,1,Ar I,5737.894,13.283,1,-3.92,KP,,synth(GES),single_source,-3.92,,,True,False,False,
gf_000390,18,1,Ar I,5738.387,13.153,1,-2.96,KP,,synth(GES),single_source,-2.96,,,True,False,False,
gf_000391,18,1,Ar I,5739.519,13.153,1,-1.65,WSM,,synth(GES),single_source,-1.65,,,True,False,False,
gf_000392,18,1,Ar I,5751.909,13.153,1,-3.43,KP,,synth(GES),single_source,-3.43,,,True,False,False,
gf_000393,18,1,Ar I,5758.843,13.302,1,-3.95,KP,,synth(GES),single_source,-3.95,,,True,False,False,
gf_000394,18,1,Ar I,5772.114,13.172,1,-2.14,WSM,,synth(GES),single_source,-2.14,,,True,False,False,
gf_000395,18,1,Ar I,5781.482,13.328,1,-4.44,KP,,synth(GES),single_source,-4.44,,,True,False,False,
gf_000396,18,1,Ar I,5789.474,13.172,1,-2.92,WSM,,synth(GES),single_source,-2.92,,,True,False,False,
gf_000397,18,1,Ar I,5790.401,13.302,1,-3.26,WSM,,synth(GES),single_source,-3.26,,,True,False,False,
gf_000398,18,1,Ar I,5802.08,13.172,1,-2.18,WSM,,synth(GES),single_source,-2.18,,,True,False,False,
gf_000399,18,1,Ar I,5860.31,12.907,1,-2.357,WSM,,synth(GES),single_source,-2.357,,,True,False,False,
gf_000400,18,1,Ar I,5860.569,13.328,1,-2.89,KP,,synth(GES),single_source,-2.89,,,True,False,False,
gf_000401,18,1,Ar I,5870.266,13.328,1,-3.25,KP,,synth(GES),single_source,-3.25,,,True,False,False,
gf_000402,18,1,Ar I,5888.584,13.076,1,-1.458,WSM,,synth(GES),single_source,-1.458,,,True,False,False,
gf_000403,18,1,Ar I,5912.085,12.907,1,-1.79,WSM,,synth(GES),single_source,-1.79,,,True,False,False,
gf_000404,18,1,Ar I,5921.969,13.273,1,-2.72,KP,,synth(GES),single_source,-2.72,,,True,False,False,
gf_000405,18,1,Ar I,5928.812,13.095,1,-1.77,WSM,,synth(GES),single_source,-1.77,,,True,False,False,
gf_000406,18,1,Ar I,5940.855,13.273,1,-2.72,WSM,,synth(GES),single_source,-2.72,,,True,False,False,
gf_000407,18,1,Ar I,5949.259,13.283,1,-2.6,WSM,,synth(GES),single_source,-2.6,,,True,False,False,
gf_000408,18,1,Ar I,5960.841,13.283,1,-3.69,KP,,synth(GES),single_source,-3.69,,,True,False,False,
gf_000409,18,1,Ar I,5968.32,13.283,1,-2.53,WSM,,synth(GES),single_source,-2.53,,,True,False,False,
gf_000410,18,1,Ar I,5971.601,13.283,1,-2.22,WSM,,synth(GES),single_source,-2.22,,,True,False,False,
gf_000411,18,1,Ar I,5981.923,13.095,1,-3.31,WSM,,synth(GES),single_source,-3.31,,,True,False,False,
gf_000412,18,1,Ar I,5988.144,13.283,1,-2.77,WSM,,synth(GES),single_source,-2.77,,,True,False,False,
gf_000413,18,1,Ar I,5992.16,13.283,1,-2.54,KP,,synth(GES),single_source,-2.54,,,True,False,False,
gf_000414,18,1,Ar I,5998.998,13.095,1,-2.39,WSM,,synth(GES),single_source,-2.39,,,True,False,False,
gf_000415,18,1,Ar I,6011.343,13.48,1,-2.72,KP,,synth(GES),single_source,-2.72,,,True,False,False,
gf_000416,18,1,Ar I,6032.127,13.076,1,-0.91,WSM,,synth(GES),single_source,-0.91,,,True,False,False,
gf_000417,18,1,Ar I,6049.447,13.302,1,-3.4,KP,,synth(GES),single_source,-3.4,,,True,False,False,
gf_000418,18,1,Ar I,6052.028,13.302,1,-2.7,KP,,synth(GES),single_source,-2.7,,,True,False,False,
gf_000419,18,1,Ar I,6052.723,12.907,1,-2.27,WSM,,synth(GES),single_source,-2.27,,,True,False,False,
gf_000420,18,1,Ar I,6059.372,12.907,1,-1.93,WSM,,synth(GES),single_source,-1.93,,,True,False,False,
gf_000421,18,1,Ar I,6070.095,13.095,1,-3.3,KP,,synth(GES),single_source,-3.3,,,True,False,False,
gf_000422,18,1,Ar I,6081.244,13.328,1,-2.89,WSM,,synth(GES),single_source,-2.89,,,True,False,False,
gf_000423,18,1,Ar I,6090.785,13.273,1,-2.28,WSM,,synth(GES),single_source,-2.28,,,True,False,False,
gf_000424,18,1,Ar I,6098.803,13.153,1,-2.05,WSM,,synth(GES),single_source,-2.05,,,True,False,False,
gf_000425,18,1,Ar I,6101.161,13.328,1,-2.24,WSM,,synth(GES),single_source,-2.24,,,True,False,False,
gf_000426,18,1,Ar I,6119.657,13.283,1,-3.05,WSM,,synth(GES),single_source,-3.05,,,True,False,False,
gf_000427,18,1,Ar I,6121.879,13.328,1,-3.41,WSM,,synth(GES),single_source,-3.41,,,True,False,False,
gf_000428,18,1,Ar I,6128.724,13.328,1,-2.6,WSM,,synth(GES),single_source,-2.6,,,True,False,False,
gf_000429,18,1,Ar I,6142.074,13.172,1,-4.42,KP,,synth(GES),single_source,-4.42,,,True,False,False,
gf_000430,18,1,Ar I,6170.174,13.172,1,-1.83,WSM,,synth(GES),single_source,-1.83,,,True,False,False,
gf_000431,18,1,Ar I,6173.097,13.153,1,-1.7,WSM,,synth(GES),single_source,-1.7,,,True,False,False,
gf_000432,18,1,Ar I,6179.42,13.302,1,-2.92,WSM,,synth(GES),single_source,-2.92,,,True,False,False,
gf_000433,18,1,Ar I,6212.503,13.172,1,-1.78,WSM,,synth(GES),single_source,-1.78,,,True,False,False,
gf_000434,18,1,Ar I,6222.758,13.48,1,-3.16,KP,,synth(GES),single_source,-3.16,,,True,False,False,
gf_000435,18,1,Ar I,6230.921,13.172,1,-3.42,WSM,,synth(GES),single_source,-3.42,,,True,False,False,
gf_000436,18,1,Ar I,6248.406,13.153,1,-2.68,WSM,,synth(GES),single_source,-2.68,,,True,False,False,
gf_000437,18,1,Ar I,6259.397,13.328,1,-2.8,KP,,synth(GES),single_source,-2.8,,,True,False,False,
gf_000438,18,1,Ar I,6278.646,13.172,1,-3.07,WSM,,synth(GES),single_source,-3.07,,,True,False,False,
gf_000439,18,1,Ar I,6309.16,13.153,1,-2.85,WSM,,synth(GES),single_source,-2.85,,,True,False,False,
gf_000440,18,1,Ar I,6349.2,12.907,1,-4.5,KP,,synth(GES),single_source,-4.5,,,True,False,False,
gf_000441,18,1,Ar I,6369.575,13.172,1,-2.1,WSM,,synth(GES),single_source,-2.1,,,True,False,False,
gf_000442,18,1,Ar I,6431.555,13.095,1,-3.0,WSM,,synth(GES),single_source,-3.0,,,True,False,False,
gf_000443,18,1,Ar I,6481.145,13.273,1,-2.72,WSM,,synth(GES),single_source,-2.72,,,True,False,False,
