ion,band,instrument,holding,selector,wavelength_air_A,synth_band,in_registered_telluric_band,telluric_band,telluric_band_span,production_fate,production_reason,lift_provenance,raw_sibling,flux_state,flux_basis,absorption_available_in_raw,band_evidence_state,max_abs_diff
I,red-optical,iag_fts_solar_atlas,solar_iag,GRADED,9147.957,red-optical,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.161029,,
I,red-optical,iag_fts_solar_atlas,solar_iag,GRADED,9163.982,red-optical,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.36074,,
I,red-optical,iag_fts_solar_atlas,solar_iag,GRADED,9164.57,red-optical,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.166369,,
I,red-optical,iag_fts_solar_atlas,solar_iag,GRADED,9173.675,red-optical,False,,,KEPT,,,solar_iag_reiners2016,NO-TELLURIC-BAND-DECLARED,the difference test has no power at this line and no declared telluric band reaches it (RYA-833),0.423221,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6916.68,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6977.429,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,6999.883,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7007.966,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7016.39,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7022.952,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7071.86,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7130.921,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7164.448,red-optical,True,H2O,"(7160.0, 7340.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),RYA-1191 measured clean in H2O 7160-7340 A (residual_z=0.99 against uncorrected references 32.3),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.99 vs references 32.3),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7175.921,red-optical,True,H2O,"(7160.0, 7340.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),RYA-1191 measured clean in H2O 7160-7340 A (residual_z=0.99 against uncorrected references 32.3),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.99 vs references 32.3),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7181.194,red-optical,True,H2O,"(7160.0, 7340.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),RYA-1191 measured clean in H2O 7160-7340 A (residual_z=0.99 against uncorrected references 32.3),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.99 vs references 32.3),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7187.317,red-optical,True,H2O,"(7160.0, 7340.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),RYA-1191 measured clean in H2O 7160-7340 A (residual_z=0.99 against uncorrected references 32.3),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.99 vs references 32.3),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7207.387,red-optical,True,H2O,"(7160.0, 7340.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),RYA-1191 measured clean in H2O 7160-7340 A (residual_z=0.99 against uncorrected references 32.3),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.99 vs references 32.3),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7219.682,red-optical,True,H2O,"(7160.0, 7340.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),RYA-1191 measured clean in H2O 7160-7340 A (residual_z=0.99 against uncorrected references 32.3),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.99 vs references 32.3),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7239.867,red-optical,True,H2O,"(7160.0, 7340.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),RYA-1191 measured clean in H2O 7160-7340 A (residual_z=0.99 against uncorrected references 32.3),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.99 vs references 32.3),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7288.736,red-optical,True,H2O,"(7160.0, 7340.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),RYA-1191 measured clean in H2O 7160-7340 A (residual_z=0.99 against uncorrected references 32.3),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.99 vs references 32.3),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7292.829,red-optical,True,H2O,"(7160.0, 7340.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),RYA-1191 measured clean in H2O 7160-7340 A (residual_z=0.99 against uncorrected references 32.3),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.99 vs references 32.3),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7293.043,red-optical,True,H2O,"(7160.0, 7340.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),RYA-1191 measured clean in H2O 7160-7340 A (residual_z=0.99 against uncorrected references 32.3),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.99 vs references 32.3),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7306.562,red-optical,True,H2O,"(7160.0, 7340.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),RYA-1191 measured clean in H2O 7160-7340 A (residual_z=0.99 against uncorrected references 32.3),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.99 vs references 32.3),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7307.931,red-optical,True,H2O,"(7160.0, 7340.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),RYA-1191 measured clean in H2O 7160-7340 A (residual_z=0.99 against uncorrected references 32.3),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.99 vs references 32.3),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7333.56,red-optical,True,H2O,"(7160.0, 7340.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),RYA-1191 measured clean in H2O 7160-7340 A (residual_z=0.99 against uncorrected references 32.3),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.99 vs references 32.3),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7411.153,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7443.022,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7445.749,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7491.647,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7495.066,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7511.019,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7568.899,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7586.018,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7620.513,red-optical,True,O2 A-band,"(7594.0, 7685.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the O2 A-band (7594-7685 A),RYA-1191 measured clean in O2 A-band 7594-7685 A (depth_over_own_side_windows=0.8 against uncorrected references 23.43),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (depth_over_own_side_windows=0.8 vs references 23.43),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7653.758,red-optical,True,O2 A-band,"(7594.0, 7685.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the O2 A-band (7594-7685 A),RYA-1191 measured clean in O2 A-band 7594-7685 A (depth_over_own_side_windows=0.8 against uncorrected references 23.43),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (depth_over_own_side_windows=0.8 vs references 23.43),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7661.195,red-optical,True,O2 A-band,"(7594.0, 7685.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the O2 A-band (7594-7685 A),RYA-1191 measured clean in O2 A-band 7594-7685 A (depth_over_own_side_windows=0.8 against uncorrected references 23.43),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (depth_over_own_side_windows=0.8 vs references 23.43),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7664.159,red-optical,True,O2 A-band,"(7594.0, 7685.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the O2 A-band (7594-7685 A),RYA-1191 measured clean in O2 A-band 7594-7685 A (depth_over_own_side_windows=0.8 against uncorrected references 23.43),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (depth_over_own_side_windows=0.8 vs references 23.43),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7710.363,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7937.139,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7945.846,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,7998.944,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8046.047,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8198.921,red-optical,True,H2O,"(8100.0, 8400.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (8100-8400 A),RYA-1191 measured clean in H2O 8100-8400 A (residual_z=0.3 against uncorrected references 30.66),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.3 vs references 30.66),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8207.742,red-optical,True,H2O,"(8100.0, 8400.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (8100-8400 A),RYA-1191 measured clean in H2O 8100-8400 A (residual_z=0.3 against uncorrected references 30.66),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.3 vs references 30.66),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8220.378,red-optical,True,H2O,"(8100.0, 8400.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (8100-8400 A),RYA-1191 measured clean in H2O 8100-8400 A (residual_z=0.3 against uncorrected references 30.66),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.3 vs references 30.66),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8232.316,red-optical,True,H2O,"(8100.0, 8400.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (8100-8400 A),RYA-1191 measured clean in H2O 8100-8400 A (residual_z=0.3 against uncorrected references 30.66),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.3 vs references 30.66),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8248.129,red-optical,True,H2O,"(8100.0, 8400.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (8100-8400 A),RYA-1191 measured clean in H2O 8100-8400 A (residual_z=0.3 against uncorrected references 30.66),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.3 vs references 30.66),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8331.914,red-optical,True,H2O,"(8100.0, 8400.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (8100-8400 A),RYA-1191 measured clean in H2O 8100-8400 A (residual_z=0.3 against uncorrected references 30.66),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.3 vs references 30.66),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8339.402,red-optical,True,H2O,"(8100.0, 8400.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (8100-8400 A),RYA-1191 measured clean in H2O 8100-8400 A (residual_z=0.3 against uncorrected references 30.66),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.3 vs references 30.66),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8360.794,red-optical,True,H2O,"(8100.0, 8400.0)",LIFTED-CORRECTED-PRODUCT,QUARANTINED-TELLURIC: inside the H2O (8100-8400 A),RYA-1191 measured clean in H2O 8100-8400 A (residual_z=0.3 against uncorrected references 30.66),,VERIFIED-CORRECTED,RYA-1191 BAND MEASUREMENT against the telluric template (residual_z=0.3 vs references 30.66),,clean,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8432.174,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8446.384,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8471.743,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8526.669,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8571.804,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8598.829,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8610.61,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8632.414,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8699.454,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8713.208,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8784.44,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8808.17,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8846.74,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8866.931,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8876.024,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8905.991,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,8945.189,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,9012.075,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,9103.636,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,9119.97,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,9147.957,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,9163.982,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,9164.57,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,9173.675,red-optical,False,,,KEPT,,,,NO-TELLURIC-BAND-DECLARED,no raw sibling and no declared telluric band reaches this line — not a claim that no telluric is present (RYA-833),,,
I,red-optical,kpno_solar_atlas,solar_kpno_molecfit_corrected,GRADED,6916.68,red-optical,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.116905,,0.0
I,red-optical,kpno_solar_atlas,solar_kpno_molecfit_corrected,GRADED,6977.429,red-optical,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.069614,,0.0
I,red-optical,kpno_solar_atlas,solar_kpno_molecfit_corrected,GRADED,6999.883,red-optical,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.084938,,0.0
I,red-optical,kpno_solar_atlas,solar_kpno_molecfit_corrected,GRADED,7007.966,red-optical,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.06374,,0.0
I,red-optical,kpno_solar_atlas,solar_kpno_molecfit_corrected,GRADED,7016.39,red-optical,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.246149,,0.0
I,red-optical,kpno_solar_atlas,solar_kpno_molecfit_corrected,GRADED,7022.952,red-optical,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.121764,,0.0
I,red-optical,kpno_solar_atlas,solar_kpno_molecfit_corrected,GRADED,7071.86,red-optical,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.061485,,0.0
I,red-optical,kpno_solar_atlas,solar_kpno_molecfit_corrected,GRADED,7130.921,red-optical,False,,,KEPT,,,solar_kpno,VERIFIED-RAW,DIRECT-COMPARISON vs raw sibling at this line,0.166291,,0.0
I,red-optical,kpno_solar_atlas,solar_kpno_molecfit_corrected,GRADED,7164.448,red-optical,True,H2O,"(7160.0, 7340.0)",QUARANTINED-TELLURIC,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),,solar_kpno,UNVERIFIABLE,DIRECT-COMPARISON vs raw sibling at this line,0.253752,,
I,red-optical,kpno_solar_atlas,solar_kpno_molecfit_corrected,GRADED,7175.921,red-optical,True,H2O,"(7160.0, 7340.0)",QUARANTINED-TELLURIC,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),,solar_kpno,UNVERIFIABLE,DIRECT-COMPARISON vs raw sibling at this line,0.179157,,
I,red-optical,kpno_solar_atlas,solar_kpno_molecfit_corrected,GRADED,7181.194,red-optical,True,H2O,"(7160.0, 7340.0)",QUARANTINED-TELLURIC,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),,solar_kpno,UNVERIFIABLE,DIRECT-COMPARISON vs raw sibling at this line,0.191908,,
I,red-optical,kpno_solar_atlas,solar_kpno_molecfit_corrected,GRADED,7187.317,red-optical,True,H2O,"(7160.0, 7340.0)",QUARANTINED-TELLURIC,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),,solar_kpno,UNVERIFIABLE,DIRECT-COMPARISON vs raw sibling at this line,0.491981,,
I,red-optical,kpno_solar_atlas,solar_kpno_molecfit_corrected,GRADED,7207.387,red-optical,True,H2O,"(7160.0, 7340.0)",QUARANTINED-TELLURIC,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),,solar_kpno,UNVERIFIABLE,DIRECT-COMPARISON vs raw sibling at this line,0.299704,,
I,red-optical,kpno_solar_atlas,solar_kpno_molecfit_corrected,GRADED,7219.682,red-optical,True,H2O,"(7160.0, 7340.0)",QUARANTINED-TELLURIC,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),,solar_kpno,UNVERIFIABLE,DIRECT-COMPARISON vs raw sibling at this line,0.085642,,
I,red-optical,kpno_solar_atlas,solar_kpno_molecfit_corrected,GRADED,7239.867,red-optical,True,H2O,"(7160.0, 7340.0)",QUARANTINED-TELLURIC,QUARANTINED-TELLURIC: inside the H2O (7160-7340 A),,solar_kpno,UNVERIFIABLE,DIRECT-COMPARISON vs raw sibling at this line,0.144522,,
