key_z,ion,element_raw,wavelength_air_A,excitation_potential_eV,gf_linelist_vald,reference_code,hfs_n_components,nist_log_gf,nist_grade,nist_acc_pct,nist_ref_tp,nist_ref_line,nist_wavelength_A,nist_ei_eV,n_nist_candidates,adjudicated,delta_nist_minus_vald
60,2,Nd 2,3734.7,0.4714,-1.15,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3734.701371908257,2.8744571428571426,-1.059136121831667,VALD3,21,,,,,,,,0,False,
25,1,Mn 1,3734.7670000000003,4.7263,-2.01,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3734.811,1.4601,-1.96,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3734.8599999999997,0.1846,-1.82,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3734.863,0.859,0.31700000000000006,VALD3,1,0.3178544893314692,A,3.0,T3548,L11631,3734.8636,0.85899575,1,True,0.0008544893314691437
58,2,Ce 2,3734.9499999999994,1.0578,-1.84,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3734.9590000000003,3.3965,-1.628,VALD3,1,,,,,,,,0,False,
23,2,V 2,3735.1559999999995,2.5222,-1.09,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3735.232,4.6164,-0.622,VALD3,1,,,,,,,,0,False,
45,1,Rh 1,3735.281,1.6764,0.23999999999999996,VALD3,1,,,,,,,,0,False,
75,1,Re 1,3735.314,2.93,0.88,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3735.324,2.9398,-0.294,VALD3,1,-0.2937090427412365,B,10.0,T5720,L11631,3735.3235,2.93984587,1,True,0.0002909572587634912
28,1,Ni 1,3735.33,3.841,-1.762,VALD3,1,,,,,,,,0,False,
60,2,Nd 2,3735.535,0.5595,0.21,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3735.661,2.0922,-0.36,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3735.711,2.4242,-5.129,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3735.715,3.3014,-4.432,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3735.7800000000007,0.6742,-1.42,VALD3,1,,,,,,,,0,False,
57,2,La 2,3735.845930695114,0.1729,-2.009999641575863,VALD3,9,,,,,,,,0,False,
24,2,Cr 2,3735.86,5.8712,-2.141,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3735.894,4.1426,-2.359,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3735.9263944681015,2.0802083333333337,-0.6719436186674674,VALD3,12,,,,,,,,0,False,
62,2,Sm 2,3735.97,0.2775,-0.28,VALD3,1,,,,,,,,0,False,
23,2,V 2,3736.014,2.5222,-1.01,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3736.0599999999995,1.0137,-1.74,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3736.066,3.8474,-1.835,VALD3,1,,,,,,,,0,False,
74,2,W 2,3736.222,2.2318,-1.13,VALD3,1,,,,,,,,0,False,
23,1,V 1,3736.2940583758686,1.872609090909091,-1.0680417067971137,VALD3,22,,,,,,,,0,False,
58,2,Ce 2,3736.357,3.601,0.51,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3736.3949999999995,2.1344,-2.026,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3736.3989999999994,3.6946,-4.996,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3736.434,0.6964,-1.35,VALD3,1,,,,,,,,0,False,
23,1,V 1,3736.4395389937495,1.2181,-1.9679436186674675,VALD3,12,,,,,,,,0,False,
24,1,Cr 1,3736.445,3.0133,-1.893,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3736.4639999999995,1.2508,-1.75,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3736.523,0.6213,-1.97,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3736.536,3.1038,-4.138,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3736.574,1.079,-1.51,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3736.5790000000006,3.8339,-2.574,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3736.63,1.0916,-1.57,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3736.8112006654737,0.42279999999999995,-1.9398899147631268,VALD3,5,,,,,,,,0,False,
25,1,Mn 1,3736.8959999999997,4.2327,-0.157,VALD3,1,,,,,,,,0,False,
20,2,Ca 2,3736.902,3.151,-0.104,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3736.9069999999997,0.8752,-1.92,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3736.912,1.7059,-1.22,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3737.01,0.7396,-1.42,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3737.02,0.0405,-2.07,VALD3,1,,,,,,,,0,False,
60,2,Nd 2,3737.08,0.3206,-0.71,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3737.131,0.0516,-0.574,VALD3,1,-0.5739769843101239,A,3.0,T3547,L11631,3737.1313,0.05156912,1,True,2.3015689876060286e-05
62,2,Sm 2,3737.1410000000005,0.2775,-0.736,VALD3,1,,,,,,,,0,False,
45,1,Rh 1,3737.272,1.4839,-0.14000000000000004,VALD3,1,,,,,,,,0,False,
40,1,Zr 1,3737.382,0.6325,-1.26,VALD3,1,,,,,,,,0,False,
44,1,Ru 1,3737.398,1.123,-0.8200000000000001,VALD3,1,,,,,,,,0,False,
23,1,V 1,3737.429,1.0509,-1.77,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3737.4699999999993,0.3785,-0.86,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3737.527,0.553,-0.8800000000000001,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3737.544,4.7745,-1.848,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3737.712,3.6864,-2.703,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3737.7209999999995,1.4119,-0.99,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3737.734,0.8572,-0.56,VALD3,1,,,,,,,,0,False,
44,1,Ru 1,3737.7579999999994,1.1769,-1.46,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3737.863,2.4041,-4.786,VALD3,1,,,,,,,,0,False,
72,2,Hf 2,3737.8690000000006,2.343,-0.436,VALD3,1,,,,,,,,0,False,
42,1,Mo 1,3737.903,2.081,-0.97,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3737.9640000000004,1.0137,-1.1,VALD3,1,,,,,,,,0,False,
23,1,V 1,3737.9790573662463,1.8486,-0.7018878507483917,VALD3,18,,,,,,,,0,False,
25,1,Mn 1,3738.009,4.3446,-1.97,VALD3,1,,,,,,,,0,False,
92,2,U 2,3738.04,0.7179,-0.281,VALD3,1,,,,,,,,0,False,
60,2,Nd 2,3738.06,0.5595,-0.03999999999999999,VALD3,1,,,,,,,,0,False,
40,2,Zr 2,3738.123,0.5586,-1.84,VALD3,1,,,,,,,,0,False,
68,2,Er 2,3738.162,1.6193,0.20000000000000004,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3738.1885008849044,3.5679095238095235,-1.439753612484881,VALD3,21,,,,,,,,0,False,
26,1,Fe 1,3738.305,3.2671,-0.028000000000000018,VALD3,1,-0.0281677200750748,B,10.0,T5720,L11631,3738.3049,3.26711257,1,True,-0.00016772007507478287
24,1,Cr 1,3738.311,4.2075,-0.879,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3738.3589999999995,3.1054,-1.69,VALD3,1,,,,,,,,0,False,
41,1,Nb 1,3738.4170000000004,1.2693,-0.21999999999999995,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3738.5,3.6398,-1.365,VALD3,1,,,,,,,,0,False,
77,1,Ir 1,3738.53,0.7841,-2.07,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3738.564,5.3187,-3.205,VALD3,1,,,,,,,,0,False,
39,1,Y 1,3738.611,2.0578,-0.09199999999999998,VALD3,1,,,,,,,,0,False,
44,1,Ru 1,3738.628,1.6985,-1.14,VALD3,1,,,,,,,,0,False,
23,1,V 1,3738.7464088711763,1.8933,-0.26994361866746736,VALD3,12,,,,,,,,0,False,
24,1,Cr 1,3738.83,3.3212,-2.796,VALD3,1,,,,,,,,0,False,
90,2,Th 2,3738.844,1.0489,-0.873,VALD3,1,,,,,,,,0,False,
44,1,Ru 1,3738.912,2.0135,-0.42999999999999994,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3738.9909999999995,0.7037,-0.5,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3738.992,2.103,-0.283,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3739.115,2.2227,-2.326,VALD3,1,-2.3242216583259148,C+,18.0,T5720,L11631,3739.1156,2.22271209,1,True,0.0017783416740853042
62,2,Sm 2,3739.12,0.0405,-0.42999999999999994,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3739.176,3.111,-3.151,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3739.19,0.5438,-0.27,VALD3,1,,,,,,,,0,False,
20,1,Ca 1,3739.195,2.523,-4.25,VALD3,1,,,,,,,,0,False,
59,2,Pr 2,3739.2010159271786,0.7258399999999998,0.07888829856721967,VALD3,15,,,,,,,,0,False,
28,1,Ni 1,3739.2261850514938,0.1652,-2.739889914763127,VALD3,5,,,,,,,,0,False,
26,1,Fe 1,3739.314,2.1759,-2.32,VALD3,1,-2.2572748686953017,E,100.0,T2578n,L11631,3739.3139,2.17594512,1,True,0.06272513130469815
66,1,Dy 1,3739.342,1.5985,1.52,VALD3,1,,,,,,,,0,False,
20,2,Ca 2,3739.374,7.5051,-1.937,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3739.4442218373038,1.8825500000000004,-2.5188878507483916,VALD3,18,,,,,,,,0,False,
44,1,Ru 1,3739.4699999999993,1.6985,-0.15999999999999995,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3739.505,4.5745,-1.955,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3739.523,3.3009,-0.5759999999999998,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3739.5270000000005,3.2671,-3.251,VALD3,1,,,,,,,,0,False,
22,2,Ti 2,3739.5959999999995,2.5903,-1.86,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3739.689,0.6347,-0.97,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3739.761,1.3389,-1.36,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3739.778,3.941,-0.296,VALD3,1,,,,,,,,0,False,
41,1,Nb 1,3739.797,0.0862,0.0,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3739.808,2.1603,-2.569,VALD3,1,,,,,,,,0,False,
66,2,Dy 2,3739.857,0.928,-0.911,VALD3,1,,,,,,,,0,False,
82,1,Pb 1,3739.935,2.6604,-0.05999999999999996,VALD3,1,,,,,,,,0,False,
64,2,Gd 2,3740.023,1.1273,-0.11299999999999998,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3740.041,0.3267,-2.16,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3740.044,3.3965,-4.444,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3740.059,3.0469,-2.382,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3740.065,3.3014,-2.664,VALD3,1,,,,,,,,0,False,
75,1,Re 1,3740.098,1.7627,-0.12000000000000001,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3740.132,1.2541,-0.63,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3740.1540873072863,3.713166666666666,-1.5438878507483915,VALD3,18,,,,,,,,0,False,
27,1,Co 1,3740.1875946452815,2.0421000000000005,-2.3159436186674673,VALD3,12,,,,,,,,0,False,
23,1,V 1,3740.236,1.8933,-0.8960000000000001,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3740.239,3.2515,-0.5800000000000001,VALD3,1,-0.623423042943488,D,50.0,T2491n,L11631,3740.2392,3.25148176,1,True,-0.04342304294348798
68,2,Er 2,3740.2860000000005,1.701,0.18899999999999997,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3740.323,3.4149,-2.789,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3740.6079999999997,3.6416,-3.955,VALD3,1,,,,,,,,0,False,
59,2,Pr 2,3740.6660032783016,0.3717533333333334,-1.4098141364808727,VALD3,15,,,,,,,,0,False,
22,1,Ti 1,3740.71,0.8995,-3.047,VALD3,1,,,,,,,,0,False,
41,2,Nb 2,3740.719944934515,1.6185736842105263,-0.3100672509694992,VALD3,19,,,,,,,,0,False,
26,1,Fe 1,3740.7900000000004,4.1034,-4.393,VALD3,1,,,,,,,,0,False,
90,2,Th 2,3740.855,1.3783,-0.738,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3740.944,0.5593,-2.34,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3740.989,4.2039,-1.25,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3741.006,0.3275,-1.35,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3741.014,4.7125,-0.308,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3741.0590000000007,0.0211,-0.15,VALD3,1,,,,,,,,0,False,
68,2,Er 2,3741.102,0.8462,-0.38,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3741.135,2.6954,-1.835,VALD3,1,,,,,,,,0,False,
90,2,Th 2,3741.183,0.1887,-0.17000000000000004,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3741.2059999999997,0.4592,-1.92,VALD3,1,,,,,,,,0,False,
29,1,Cu 1,3741.2349999999997,5.5057,-0.76,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3741.243,4.0758,-3.624,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3741.26,2.7079,-3.326,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3741.28,0.1882,-0.59,VALD3,1,,,,,,,,0,False,
41,2,Nb 2,3741.2880643728085,1.5203999999999998,-1.3900343176562655,VALD3,13,,,,,,,,0,False,
63,2,Eu 2,3741.294,1.3797,-0.63,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3741.395,0.5359,-1.8,VALD3,1,,,,,,,,0,False,
60,2,Nd 2,3741.42,0.0636,-0.68,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3741.474,3.4302,-1.919,VALD3,1,,,,,,,,0,False,
23,1,V 1,3741.493,2.9676,-0.571,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3741.4970000000003,3.4488,-2.652,VALD3,1,,,,,,,,0,False,
23,1,V 1,3741.51,2.286,-0.358,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3741.555,2.2764,-4.093,VALD3,1,,,,,,,,0,False,
65,2,Tb 2,3741.6201604567277,0.8911666666666667,-0.23005284353932856,VALD3,9,,,,,,,,0,False,
22,2,Ti 2,3741.638,1.5818,-0.07,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3741.687,3.2671,-3.719,VALD3,1,,,,,,,,0,False,
74,1,W 1,3741.709,1.8568,-0.59,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3741.722,0.9,-0.44999999999999996,VALD3,1,,,,,,,,0,False,
41,1,Nb 1,3741.769,0.0,-1.14,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3741.872,2.0922,-1.128,VALD3,1,,,,,,,,0,False,
64,2,Gd 2,3741.914,1.4469,-0.363,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3742.009,3.4646,-4.283,VALD3,1,,,,,,,,0,False,
20,1,Ca 1,3742.0129999999995,2.5257,-3.978,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3742.062,3.5505,-1.542,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3742.072,2.5881,-2.974,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3742.139,3.9433,-0.726,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3742.197,3.4149,-4.547,VALD3,1,,,,,,,,0,False,
75,2,Re 2,3742.264,2.1354,0.32,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3742.274,2.2674,-1.603,VALD3,1,,,,,,,,0,False,
44,1,Ru 1,3742.28,0.3364,-0.18,VALD3,1,,,,,,,,0,False,
42,2,Mo 2,3742.334,3.0574,-1.0,VALD3,1,,,,,,,,0,False,
41,1,Nb 1,3742.387,0.0,-0.37,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3742.489,2.2497,-1.042,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3742.5,3.8474,-1.995,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3742.558,3.0385,-1.549,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3742.617,2.9398,-0.8940000000000001,VALD3,1,-0.8934691461776187,B,10.0,T5720,L11631,3742.6163,2.93984587,1,True,0.000530853822381383
68,2,Er 2,3742.64,0.6364,-0.36,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3742.643,3.8872,-1.207,VALD3,1,,,,,,,,0,False,
20,1,Ca 1,3742.6470000000004,2.709,-3.096,VALD3,1,,,,,,,,0,False,
74,1,W 1,3742.678,2.7868,0.08000000000000002,VALD3,1,,,,,,,,0,False,
44,1,Ru 1,3742.8,1.928,0.38,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3742.82,2.1535,-2.801,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3742.932,2.5439,-5.111,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3742.9459999999995,3.4302,-1.709,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3742.952,4.4948,-4.293,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3742.963,2.5441,-0.93,VALD3,1,,,,,,,,0,False,
23,2,V 2,3743.0089999999996,2.5222,-3.19,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3743.026,3.8875,-0.6,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3743.05,4.7745,-3.553,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3743.1389999999997,2.5441,-3.721,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3743.211,3.3683,-2.412,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3743.2280000000005,3.9433,-2.798,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3743.2509999999997,0.4954,-1.76,VALD3,1,,,,,,,,0,False,
22,1,Ti 1,3743.332,2.1171,-0.227,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3743.3619999999996,0.9901,-0.785,VALD3,1,-0.785156151952302,A,3.0,T3548,L11631,3743.3619,0.99011115,1,True,-0.0001561519523020083
25,2,Mn 2,3743.382,5.1087,-1.483,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3743.468,3.5732,0.145,VALD3,1,0.1451964061141819,B+,7.0,T5720,L11631,3743.468,3.5732189,1,True,0.00019640611418189624
64,2,Gd 2,3743.47,0.1437,0.09000000000000002,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3743.5030000000006,4.2465,-1.05,VALD3,1,,,,,,,,0,False,
63,2,Eu 2,3743.553,1.2303,-1.3,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3743.5681036163396,2.5446,0.12990815660407795,VALD3,2,,,,,,,,0,False,
23,2,V 2,3743.5972232464555,1.6726599999999996,-1.3900236651435982,VALD3,15,,,,,,,,0,False,
63,2,Eu 2,3743.67,1.2303,-1.63,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3743.687,3.48,-4.294,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3743.776,2.7275,-2.173,VALD3,1,-2.173018663088006,C,25.0,T5720,L11631,3743.7763,2.7275445,1,True,-1.8663088006132256e-05
62,2,Sm 2,3743.86,0.1846,-0.55,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3743.8769999999995,0.3334,-0.508,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3743.881,2.5441,0.2899999999999999,VALD3,1,,,,,,,,0,False,
26,2,Fe 2,3743.8810000000003,4.4791,-4.34,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3743.898249425655,1.7853,-3.251996046033642,VALD3,4,,,,,,,,0,False,
28,1,Ni 1,3743.9019999999996,3.6552,-3.805,VALD3,1,,,,,,,,0,False,
41,1,Nb 1,3744.003,1.3542,-0.28,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3744.01,0.417,-1.53,VALD3,1,,,,,,,,0,False,
69,1,Tm 1,3744.07,0.0,0.22,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3744.075,0.6742,-1.44,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3744.082,3.3014,-2.534,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3744.0870000000004,3.6353,-1.723,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3744.101,3.2367,-1.919,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3744.1019999999994,3.0385,-0.699,VALD3,1,-0.6989700043360187,B,10.0,T5720,L11631,3744.102,3.03847046,1,True,2.999566398120823e-05
58,2,Ce 2,3744.13,1.3194,-1.35,VALD3,1,,,,,,,,0,False,
64,2,Gd 2,3744.152,0.427,-1.724,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3744.163,3.6576,-1.163,VALD3,1,,,,,,,,0,False,
45,1,Rh 1,3744.1700000000005,1.4839,-0.14000000000000004,VALD3,1,,,,,,,,0,False,
60,2,Nd 2,3744.206,0.1823,-1.02,VALD3,1,,,,,,,,0,False,
44,1,Ru 1,3744.223,1.0875,-0.73,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3744.304,3.8887,-0.286,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3744.348,4.7263,-0.922,VALD3,1,,,,,,,,0,False,
44,1,Ru 1,3744.3959999999997,2.0135,0.13999999999999996,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3744.491,2.5446,-0.8700000000000001,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3744.546,3.417,-2.488,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3744.559,3.841,-0.15,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3744.641,3.9841,-2.913,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3744.656,0.7087,-1.79,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3744.721,0.5593,-1.97,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3744.944,4.2074,-0.727,VALD3,1,,,,,,,,0,False,
72,2,Hf 2,3744.96,2.8697,-0.312,VALD3,1,,,,,,,,0,False,
68,2,Er 2,3744.984,1.5359,-0.26,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3745.0237617994558,2.870525,-2.514943618667467,VALD3,12,,,,,,,,0,False,
24,1,Cr 1,3745.064,4.2075,-1.132,VALD3,1,,,,,,,,0,False,
68,2,Er 2,3745.106,1.3691,-0.5,VALD3,1,,,,,,,,0,False,
24,2,Cr 2,3745.117,4.7812,-3.148,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3745.1260000000007,4.6164,-0.738,VALD3,1,,,,,,,,0,False,
28,1,Ni 1,3745.2049945766735,3.48,-2.8519588859931813,VALD3,3,,,,,,,,0,False,
26,2,Fe 2,3745.36,4.4948,-3.612,VALD3,1,,,,,,,,0,False,
29,1,Cu 1,3745.39,5.5057,-1.143,VALD3,1,,,,,,,,0,False,
62,1,Sm 1,3745.46,0.1847,0.615,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3745.4709999999995,3.2515,-0.361,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3745.4970663109175,0.9227095238095238,-0.8997536124848811,VALD3,21,,,,,,,,0,False,
26,1,Fe 1,3745.505,3.9597,-3.288,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3745.535,4.2074,-1.323,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3745.537,3.9841,-3.277,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3745.5610000000006,0.0873,-0.771,VALD3,1,-0.7708302974608991,A,3.0,T3547,L11631,3745.561,0.08728574,1,True,0.00016970253910086885
44,1,Ru 1,3745.594,1.5135,0.48,VALD3,1,,,,,,,,0,False,
62,2,Sm 2,3745.61,0.0,-0.72,VALD3,1,,,,,,,,0,False,
68,2,Er 2,3745.712,1.5607,-0.467,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3745.717,0.7923,-1.99,VALD3,1,,,,,,,,0,False,
27,1,Co 1,3745.749609499068,2.6304,-2.989996046033642,VALD3,4,,,,,,,,0,False,
23,2,V 2,3745.7990000000004,1.5554,-0.41000000000000003,VALD3,1,,,,,,,,0,False,
60,3,Nd 3,3745.864,0.6315,-0.62,VALD3,1,,,,,,,,0,False,
23,2,V 2,3745.8770873824924,1.7037300000000002,-2.9999802142361918,VALD3,20,,,,,,,,0,False,
26,1,Fe 1,3745.899,0.1213,-1.335,VALD3,1,-1.3353580244438743,A,3.0,T3547,L11631,3745.8993,0.12126572,1,True,-0.0003580244438743385
27,1,Co 1,3745.908025782505,2.1366833333333326,-2.2008878507483915,VALD3,18,,,,,,,,0,False,
28,1,Ni 1,3745.932,3.6576,-1.81,VALD3,1,,,,,,,,0,False,
40,2,Zr 2,3745.966,1.7594,0.33,VALD3,1,,,,,,,,0,False,
44,1,Ru 1,3746.2200000000003,1.1308,-1.67,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3746.226,4.3446,-1.62,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3746.242,3.3014,-1.867,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3746.256,0.3218,-1.56,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3746.374,0.5608,-1.12,VALD3,1,,,,,,,,0,False,
92,2,U 2,3746.42,0.6852,-0.264,VALD3,1,,,,,,,,0,False,
64,2,Gd 2,3746.4340000000007,1.6156,-0.55,VALD3,1,,,,,,,,0,False,
76,1,Os 1,3746.467,1.7778,-0.9,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3746.475,2.1979,-2.415,VALD3,1,-2.413975617613024,C,25.0,T5720,L11631,3746.4744,2.1978664,1,True,0.0010243823869759972
26,2,Fe 2,3746.5619999999994,2.2764,-3.872,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3746.612,4.6177,-1.633,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3746.615,4.2465,-0.39,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3746.6560000000004,4.1426,-2.667,VALD3,1,,,,,,,,0,False,
20,1,Ca 1,3746.7090000000003,2.709,-1.7,VALD3,1,,,,,,,,0,False,
72,1,Hf 1,3746.8120000000004,1.8276,0.22,VALD3,1,,,,,,,,0,False,
25,1,Mn 1,3746.8280000000004,4.8273,-1.319,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3746.862,3.4149,-4.565,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3746.931381128215,2.998,-0.43507705037203076,VALD3,2,-0.4638204678627746,B+,7.0,T5720,L11631,3746.9267,2.99804479,1,True,-0.028743417490743828
24,1,Cr 1,3746.933,4.2074,-1.438,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3747.053,4.2075,-1.34,VALD3,1,,,,,,,,0,False,
58,2,Ce 2,3747.082,0.9604,-1.22,VALD3,1,,,,,,,,0,False,
23,1,V 1,3747.13,1.0431,-1.81,VALD3,1,,,,,,,,0,False,
77,1,Ir 1,3747.205,0.7172,-1.48,VALD3,1,,,,,,,,0,False,
24,1,Cr 1,3747.251,4.186,-0.191,VALD3,1,,,,,,,,0,False,
26,1,Fe 1,3747.3210000000004,4.3714,-4.363,VALD3,1,,,,,,,,0,False,
