wavelength_obs_A,wavelength_ritz_A,fik,gi,aki_s-1,nist_grade,ref_transition_probability,ref_line,ei_eV,log_gf,nist_acc_pct,wavelength_A,nist_sigma_dex,canon_index,species,canon_log_gf,canon_hfs_n,delta_nist_minus_canon,canon_shared_with
8172.82,8172.8171,,3.0,,,,L11631,5.64241573,,,8172.82,,65691,Fe I,-1.499,1.0,,1
8178.9935,8178.992,,11.0,,,,L11631,4.31247059,,,8178.9935,,65710,Fe I,-1.539,1.0,,1
8186.7952,8186.7957,,9.0,,,,L11631,4.91297355,,,8186.7952,,65723,Fe I,-0.949,1.0,,1
8190.828,8190.8303,,7.0,,,,L11631,5.92093198,,,8190.828,,-1,Fe I,,,,0
8195.247,8195.241,,5.0,,,,L11631,5.74214676,,,8195.247,,65742,Fe I,-2.054,1.0,,1
8196.5164,8196.5163,,9.0,,,,L11631,4.59311043,,,8196.5164,,65745,Fe I,-2.282,1.0,,1
8198.271,8198.2727,,9.0,,,,L11631,5.53924278,,,8198.271,,65752,Fe I,-1.189,1.0,,1
8198.9216,8198.9201,,9.0,,,,L11631,4.43461275,,,8198.9216,,65754,Fe I,-0.76,1.0,,1
8202.154,8202.155,,5.0,,,,L11631,5.8134352,,,8202.154,,65756,Fe I,-1.428,1.0,,1
8204.1024,8204.1017,9.86e-08,9.0,9.76,B+,T4920,L11631,0.91460217,-6.051880575619464,7.0,8204.1024,0.029383777685209667,65760,Fe I,-6.052,1.0,0.00011942438053580418,1
8204.9367,8204.9366,,7.0,,,,L11631,0.95815732,,,8204.9367,,65765,Fe I,-5.08,1.0,,1
8207.7424,8207.7416,,5.0,,,,L11631,4.44562726,,,8207.7424,,65772,Fe I,-0.96,1.0,,1
8215.8042,8215.8041,,5.0,,,,L11631,5.74214676,,,8215.8042,,65784,Fe I,-1.532,1.0,,1
8220.3784,8220.377,0.145,13.0,16900000.0,C+,T5720,L11631,4.32010008,0.2753113545418116,18.0,8220.3784,0.07188200730612536,65803,Fe I,0.299,1.0,-0.023688645458188384,1
8230.639,8230.639,,1.0,,,,L11631,5.65307019,,,8230.639,,65817,Fe I,-1.528,1.0,,1
8231.7451,8231.7457,,9.0,,,,L11631,4.91297355,,,8231.7451,,65819,Fe I,-1.691,1.0,,1
8232.3172,8232.3157,,7.0,,,,L11631,4.41527878,,,8232.3172,,65820,Fe I,-1.04,1.0,,1
8238.591,8238.5931,,9.0,,,,L11631,5.9463987,,,8238.591,,65838,Fe I,-1.203,1.0,,1
8239.1276,8239.1268,0.000221,3.0,13000.0,C+,T5720,L11631,2.42419831,-3.178486471595227,18.0,8239.1276,0.07188200730612536,65839,Fe I,-3.179,1.0,0.0005135284047730337,1
8242.517,8242.5165,,7.0,,,,L11631,5.58689276,,,8242.517,,65842,Fe I,-4.398,1.0,,1
8248.1304,8248.1282,,9.0,,,,L11631,4.37135106,,,8248.1304,,65858,Fe I,-1.23,1.0,,1
8257.28,8257.2769,,7.0,,,,L11631,5.58689276,,,8257.28,,65875,Fe I,-1.099,1.0,,1
8263.435,8263.4381,,11.0,,,,L11631,5.48551782,,,8263.435,,65885,Fe I,-2.809,1.0,,1
8263.719,8263.714,,5.0,,,,L11631,5.79341882,,,8263.719,,65887,Fe I,-4.709,1.0,,1
8263.8262,8263.8199,,7.0,,,,L11631,4.95563019,,,8263.8262,,-1,Fe I,,,,0
8264.2784,8264.278,,9.0,,,,L11631,6.15307342,,,8264.2784,,-1,Fe I,,,,0
8268.134,8268.1325,,5.0,,,,L11631,5.8134352,,,8268.134,,65897,Fe I,-1.621,1.0,,1
8268.834,8268.8328,,5.0,,,,L11631,4.29441489,,,8268.834,,65900,Fe I,-3.256,1.0,,1
8269.6482,8269.6488,,9.0,,,,L11631,4.59311043,,,8269.6482,,65901,Fe I,-1.771,1.0,,1
8274.581,8274.5818,,5.0,,,,L11631,5.62068415,,,8274.581,,65907,Fe I,-2.516,1.0,,1
8275.8916,8275.8914,,7.0,,,,L11631,4.95563019,,,8275.8916,,65914,Fe I,-1.441,1.0,,1
8278.593,8278.5937,,7.0,,,,L11631,5.72027099,,,8278.593,,65929,Fe I,-1.727,1.0,,1
8287.279,8287.2859,,3.0,,,,L11631,5.64241573,,,8287.279,,-1,Fe I,,,,0
8292.809,8292.8074,,9.0,,,,L11631,5.53924278,,,8292.809,,65953,Fe I,-0.956,1.0,,1
8293.5141,8293.5125,0.00146,5.0,141000.0,D+,T5720,L11631,3.30092244,-2.136677139879544,40.0,8293.5141,0.146128035678238,65956,Fe I,-2.164,1.0,0.02732286012045604,1
8299.9995,8299.9994,,5.0,,,,L11631,5.06740926,,,8299.9995,,65970,Fe I,-1.32,1.0,,1
8310.0697,8310.0758,,9.0,,,,L11631,5.53924278,,,8310.0697,,-1,Fe I,,,,0
8314.465,8314.4631,,15.0,,,,L11631,5.70054647,,,8314.465,,65992,Fe I,-5.166,1.0,,1
,8321.5286,5.5e-10,7.0,0.041,E,T6409,,1.55735733,-8.414539270491499,100.0,8321.5286,0.3010299956639812,66006,Fe I,-8.414,1.0,-0.0005392704914992663,1
8321.915,8321.9158,,7.0,,,,L11631,5.60664989,,,8321.915,,-1,Fe I,,,,0
8324.148,8324.1394,,5.0,,,,L11631,5.62068415,,,8324.148,,-1,Fe I,,,,0
8327.0558,8327.0549,0.00597,5.0,957000.0,B,T4187,L11631,2.1978664,-1.525055664534612,10.0,8327.0558,0.04139268515822508,66018,Fe I,-1.527,1.0,0.0019443354653878586,1
8328.947,8328.9496,,7.0,,,,L11631,5.58689276,,,8328.947,,66022,Fe I,-0.993,1.0,,1
8331.9151,8331.9136,,11.0,,,,L11631,4.38646275,,,8331.9151,,66023,Fe I,-0.26,1.0,,1
8332.541,8332.544,,9.0,,,,L11631,6.165361,,,8332.541,,-1,Fe I,,,,0
8334.531,8334.5275,,7.0,,,,L11631,5.72027099,,,8334.531,,66031,Fe I,-1.455,1.0,,1
8339.4034,8339.4018,,9.0,,,,L11631,4.43461275,,,8339.4034,,66037,Fe I,-0.59,1.0,,1
8340.503,8340.5018,,5.0,,,,L11631,5.06740926,,,8340.503,,66038,Fe I,-1.721,1.0,,1
8342.202,8342.2048,,11.0,,,,L11631,2.94879294,,,8342.202,,66041,Fe I,-3.296,1.0,,1
8342.8566,8342.8565,,5.0,,,,L11631,4.98804995,,,8342.8566,,66043,Fe I,-1.488,1.0,,1
8343.707,8343.7136,,7.0,,,,L11631,5.72027099,,,8343.707,,-1,Fe I,,,,0
8349.0444,8349.0449,,9.0,,,,L11631,0.91460217,,,8349.0444,,66060,Fe I,-5.666,1.0,,1
8358.522,8358.5203,,9.0,,,,L11631,2.99035244,,,8358.522,,66082,Fe I,-3.151,1.0,,1
8360.7951,8360.7935,,7.0,,,,L11631,4.47327202,,,8360.7951,,66084,Fe I,-1.1,1.0,,1
8365.633,8365.6315,0.00177,7.0,169000.0,C,T5720,L11631,3.25148176,-1.9069286936239365,25.0,8365.633,0.09691001300805642,66091,Fe I,-1.997,1.0,0.09007130637606364,1
8372.1133,8372.1118,,9.0,,,,L11631,5.79264615,,,8372.1133,,-1,Fe I,,,,0
8387.7719,8387.7711,0.00459,7.0,609000.0,B,T4187,L11631,2.17594512,-1.4930892744484818,10.0,8387.7719,0.04139268515822508,66143,Fe I,-1.494,1.0,0.0009107255515181656,1
8397.134,8397.134,,1.0,,,,L11631,5.84852446,,,8397.134,,66164,Fe I,-1.258,1.0,,1
8401.3995,8401.3994,,1.0,,,,L11631,2.48437256,,,8401.3995,,66172,Fe I,-3.152,1.0,,1
8414.088,8414.0854,,7.0,,,,L11631,4.47327202,,,8414.088,,66192,Fe I,-2.081,1.0,,1
8419.278,8419.279,,7.0,,,,L11631,6.18068544,,,8419.278,,-1,Fe I,,,,0
8422.9136,8422.9127,,7.0,,,,L11631,4.14264893,,,8422.9136,,66214,Fe I,-1.987,1.0,,1
8424.1401,8424.1413,,7.0,,,,L11631,4.95563019,,,8424.1401,,66215,Fe I,-1.172,1.0,,1
8434.493,8434.4874,,3.0,,,,L11631,5.00952178,,,8434.493,,-1,Fe I,,,,0
8439.5715,8439.5707,,9.0,,,,L11631,4.54850612,,,8439.5715,,66245,Fe I,-0.587,1.0,,1
8446.3839,8446.3844,,5.0,,,,L11631,4.98804995,,,8446.3839,,66256,Fe I,-0.92,1.0,,1
8446.568,8446.575,,9.0,,,,L11631,4.91297355,,,8446.568,,-1,Fe I,,,,0
8447.639,8447.6363,,7.0,,,,L11631,0.95815732,,,8447.639,,66265,Fe I,-6.558,1.0,,1
8465.198,8465.1986,,3.0,,,,L11631,5.00952178,,,8465.198,,66301,Fe I,-2.086,1.0,,1
8466.112,8466.1097,,5.0,,,,L11631,4.98804995,,,8466.112,,66303,Fe I,-2.372,1.0,,1
8466.531,8466.5342,,7.0,,,,L11631,4.14264893,,,8466.531,,66305,Fe I,-2.782,1.0,,1
8468.4069,8468.406,0.00282,3.0,263000.0,B,T4187,L11631,2.22271209,-2.0726296369609765,10.0,8468.4069,0.04139268515822508,66313,Fe I,-2.071,1.0,-0.0016296369609762884,1
8471.7438,8471.7429,,7.0,,,,L11631,4.95563019,,,8471.7438,,66319,Fe I,-0.91,1.0,,1
8480.631,8480.6335,,5.0,,,,L11631,4.98804995,,,8480.631,,66339,Fe I,-1.818,1.0,,1
8481.9813,8481.9804,,5.0,,,,L11631,4.1863644,,,8481.9813,,66340,Fe I,-1.988,1.0,,1
8493.256,8493.2498,,5.0,,,,L11631,4.60695104,,,8493.256,,-1,Fe I,,,,0
8493.796,8493.7946,,7.0,,,,L11631,4.95563019,,,8493.796,,66363,Fe I,-2.258,1.0,,1
8496.99,8496.9891,,7.0,,,,L11631,4.60759327,,,8496.99,,66375,Fe I,-0.727,1.0,,1
8514.0716,8514.0714,0.00118,5.0,109000.0,B,T4187,L11631,2.1978664,-2.229147988357856,10.0,8514.0716,0.04139268515822508,66409,Fe I,-2.227,1.0,-0.0021479883578563452,1
8515.108,8515.1092,0.00121,7.0,111000.0,B,T5720,L11631,3.01762252,-2.0721165896692932,10.0,8515.108,0.04139268515822508,66412,Fe I,-2.073,1.0,0.0008834103307067132,1
8525.029,8525.0265,,7.0,,,,L11631,4.58438864,,,8525.029,,66438,Fe I,-3.615,1.0,,1
8526.6684,8526.669,0.0193,9.0,1770000.0,C,T5720,L11631,4.91297355,-0.7602001815529014,25.0,8526.6684,0.09691001300805642,66446,Fe I,-0.615,1.0,-0.14520018155290138,1
8527.853,8527.8524,,1.0,,,,L11631,5.02027939,,,8527.853,,66450,Fe I,-1.625,1.0,,1
8538.0147,8538.0153,,9.0,,,,L11631,4.91297355,,,8538.0147,,66475,Fe I,-2.354,1.0,,1
8559.741,8559.738,,3.0,,,,L11631,5.1054724,,,8559.741,,66531,Fe I,-1.509,1.0,,1
8562.106,8562.1037,,7.0,,,,L11631,4.47327202,,,8562.106,,66535,Fe I,-2.846,1.0,,1
8567.79,8567.7898,,9.0,,,,L11631,4.91297355,,,8567.79,,66545,Fe I,-2.319,1.0,,1
8570.099,8570.0946,,3.0,,,,L11631,5.64241573,,,8570.099,,66547,Fe I,-3.281,1.0,,1
8571.8047,8571.8045,,3.0,,,,L11631,5.00952178,,,8571.8047,,66549,Fe I,-1.11,1.0,,1
8582.2568,8582.2581,0.000818,9.0,74000.0,C,T5720,L11631,2.99035244,-2.133004186889352,25.0,8582.2568,0.09691001300805642,66569,Fe I,-2.133,1.0,-4.186889352109091e-06,1
8584.795,8584.7933,,3.0,,,,L11631,5.00952178,,,8584.795,,66575,Fe I,-1.466,1.0,,1
8592.9502,8592.9507,,7.0,,,,L11631,4.95563019,,,8592.9502,,66597,Fe I,-1.066,1.0,,1
8598.8297,8598.828,0.00742,11.0,669000.0,B,T5720,L11631,4.38646275,-1.088203409562748,10.0,8598.8297,0.04139268515822508,66620,Fe I,-1.182,1.0,0.09379659043725197,1
8607.08,8607.0803,,3.0,,,,L11631,5.00952178,,,8607.08,,66634,Fe I,-1.615,1.0,,1
8610.6114,8610.6091,,9.0,,,,L11631,4.43461275,,,8610.6114,,66641,Fe I,-1.69,1.0,,1
8611.8034,8611.8033,0.00471,3.0,1270000.0,C+,T5720,L11631,2.84504259,-1.8498578381514417,18.0,8611.8034,0.07188200730612536,66642,Fe I,-1.915,1.0,0.06514216184855837,1
8613.9404,8613.9395,,5.0,,,,L11631,4.98804995,,,8613.9404,,66643,Fe I,-1.247,1.0,,1
8616.279,8616.2803,,9.0,,,,L11631,4.91297355,,,8616.279,,66653,Fe I,-0.655,1.0,,1
8616.474,8616.4816,,5.0,,,,L11631,3.54652001,,,8616.474,,-1,Fe I,,,,0
8621.6001,8621.6007,0.000434,11.0,38900.0,D+,T5720,L11631,2.94879294,-2.3211175853292643,40.0,8621.6001,0.146128035678238,66663,Fe I,-2.32,1.0,-0.0011175853292644256,1
8632.414,8632.4133,,9.0,,,,L11631,4.10337372,,,8632.414,,66686,Fe I,-2.32,1.0,,1
8656.678,8656.6745,,1.0,,,,L11631,5.02027939,,,8656.678,,66732,Fe I,-2.577,1.0,,1
8661.8994,8661.8993,0.00968,3.0,516000.0,C+,T5720,L11631,2.22271209,-1.537003387971944,18.0,8661.8994,0.07188200730612536,66747,Fe I,-1.537,1.0,-3.3879719441021194e-06,1
8663.715,8663.7166,,5.0,,,,L11631,4.98804995,,,8663.715,,66750,Fe I,-1.369,1.0,,1
8671.859,8671.86,,1.0,,,,L11631,5.02027939,,,8671.859,,66770,Fe I,-1.633,1.0,,1
8674.7459,8674.7457,0.00418,5.0,617000.0,C,T5720,L11631,2.83159117,-1.679853713888946,25.0,8674.7459,0.09691001300805642,66775,Fe I,-1.783,1.0,0.10314628611105392,1
8679.635,8679.6321,,5.0,,,,L11631,4.96581946,,,8679.635,,66795,Fe I,-1.286,1.0,,1
8681.26,8681.2624,,5.0,,,,L11631,5.31393522,,,8681.26,,66801,Fe I,-2.688,1.0,,1
8688.6249,8688.6233,0.00877,7.0,774000.0,B,T4187,L11631,2.17594512,-1.2119023666197026,10.0,8688.6249,0.04139268515822508,66817,Fe I,-1.211,1.0,-0.0009023666197025548,1
8689.864,8689.8581,,3.0,,,,L11631,5.1054724,,,8689.864,,66823,Fe I,-1.03,1.0,,1
8698.706,8698.7061,,9.0,,,,L11631,2.99035244,,,8698.706,,66843,Fe I,-3.452,1.0,,1
8698.826,8698.8303,,7.0,,,,L11631,5.64908881,,,8698.826,,-1,Fe I,,,,0
8699.4534,8699.4548,0.0596,7.0,4080000.0,D+,T5720,L11631,4.95563019,-0.3796557002455067,40.0,8699.4534,0.146128035678238,66846,Fe I,-0.37,1.0,-0.009655700245506715,1
8710.3909,8710.3922,,9.0,,,,L11631,4.91297355,,,8710.3909,,66868,Fe I,-0.541,1.0,,1
8712.885,8712.8898,,9.0,,,,L11631,5.68259542,,,8712.885,,-1,Fe I,,,,0
,8713.1875,0.00031,11.0,33300.0,C,T5783,,2.94879294,-2.4672456210075024,25.0,8713.1875,0.09691001300805642,66873,Fe I,-2.467,1.0,-0.00024562100750236127,1
8713.2029,8713.208,,5.0,,,,L11631,4.98804995,,,8713.2029,,-1,Fe I,,,,0
8729.147,8729.143,,3.0,,,,L11631,3.41489715,,,8729.147,,66898,Fe I,-2.871,1.0,,1
8747.424,8747.425,,7.0,,,,L11631,3.01762252,,,8747.424,,66925,Fe I,-3.176,1.0,,1
8751.026,8751.022,,7.0,,,,L11631,5.94709859,,,8751.026,,-1,Fe I,,,,0
8757.1871,8757.1869,0.00405,3.0,352000.0,C,T5720,L11631,2.84504259,-1.9154237220656691,25.0,8757.1871,0.09691001300805642,66939,Fe I,-2.035,1.0,0.11957627793433101,1
8763.9658,8763.9656,,5.0,,,,L11631,4.65203107,,,8763.9658,,66956,Fe I,-0.146,1.0,,1
8784.4399,8784.4405,,7.0,,,,L11631,4.95563019,,,8784.4399,,66997,Fe I,-1.16,1.0,,1
8790.5211,8790.5209,0.0519,5.0,3200000.0,C,T5720,L11631,4.98804995,-0.5858626378155233,25.0,8790.5211,0.09691001300805642,67016,Fe I,-0.586,1.0,0.0001373621844766859,1
8793.3433,8793.3416,,7.0,,,,L11631,4.60759327,,,8793.3433,,67020,Fe I,-0.092,1.0,,1
8796.483,8796.4836,,7.0,,,,L11631,4.95563019,,,8796.483,,67026,Fe I,-1.275,1.0,,1
8804.6253,8804.6243,0.000117,5.0,16700.0,B,T4187,L11631,2.27860466,-3.2328441339178196,10.0,8804.6253,0.04139268515822508,67039,Fe I,-3.231,1.0,-0.0018441339178196792,1
8808.1704,8808.1702,,3.0,,,,L11631,5.00952178,,,8808.1704,,67047,Fe I,-0.95,1.0,,1
8814.5185,8814.5082,,5.0,,,,L11631,5.06740926,,,8814.5185,,-1,Fe I,,,,0
8816.886,8816.8846,,5.0,,,,L11631,4.98804995,,,8816.886,,67061,Fe I,-2.203,1.0,,1
8819.488,8819.4973,,3.0,,,,L11631,5.00952178,,,8819.488,,-1,Fe I,,,,0
8824.2205,8824.2195,0.00577,5.0,353000.0,C,T5720,L11631,2.1978664,-1.5398541825082497,25.0,8824.2205,0.09691001300805642,67077,Fe I,-1.54,1.0,0.0001458174917503552,1
8828.087,8828.0915,,7.0,,,,L11631,4.95563019,,,8828.087,,67093,Fe I,-2.234,1.0,,1
8832.967,8832.972,,5.0,,,,L11631,4.96581946,,,8832.967,,-1,Fe I,,,,0
8838.2987,8838.2962,,3.0,,,,L11631,5.81508605,,,8838.2987,,67111,Fe I,-2.691,1.0,,1
8838.4284,8838.4282,0.0135,1.0,383000.0,C,T5720,L11631,2.85805275,-1.869666231504994,25.0,8838.4284,0.09691001300805642,67112,Fe I,-2.02,1.0,0.15033376849500613,1
8846.7401,8846.7399,,3.0,,,,L11631,5.00952178,,,8846.7401,,67130,Fe I,-0.66,1.0,,1
8849.75,8849.7487,,3.0,,,,L11631,5.34111814,,,8849.75,,67144,Fe I,-2.629,1.0,,1
8862.051,8862.0495,,5.0,,,,L11631,5.35736031,,,8862.051,,67165,Fe I,-0.869,1.0,,1
8863.588,8863.5871,,5.0,,,,L11631,4.96581946,,,8863.588,,67167,Fe I,-1.478,1.0,,1
8866.9324,8866.9306,,9.0,,,,L11631,4.54850612,,,8866.9324,,67173,Fe I,-0.01,1.0,,1
8868.4284,8868.4298,,7.0,,,,L11631,3.01762252,,,8868.4284,,67175,Fe I,-2.907,1.0,,1
8876.0235,8876.0241,,1.0,,,,L11631,5.02027939,,,8876.0235,,67192,Fe I,-1.1,1.0,,1
8878.243,8878.2502,,9.0,,,,L11631,2.99035244,,,8878.243,,-1,Fe I,,,,0
8878.75,8878.7485,,5.0,,,,L11631,4.19086081,,,8878.75,,67196,Fe I,-2.401,1.0,,1
8878.946,8878.9441,,7.0,,,,L11631,2.58810592,,,8878.946,,67197,Fe I,-5.302,1.0,,1
8891.404,8891.4037,,9.0,,,,L11631,5.33417031,,,8891.404,,67228,Fe I,-1.108,1.0,,1
8902.924,8902.9238,,5.0,,,,L11631,4.98804995,,,8902.924,,67252,Fe I,-2.241,1.0,,1
8905.994,8905.9908,,7.0,,,,L11631,5.06378173,,,8905.994,,67254,Fe I,-1.22,1.0,,1
8920.0131,8920.0129,,7.0,,,,L11631,5.06378173,,,8920.0131,,67285,Fe I,-0.429,1.0,,1
8922.651,8922.6505,,11.0,,,,L11631,4.99127081,,,8922.651,,67289,Fe I,-1.61,1.0,,1
8929.0771,8929.0753,0.0256,5.0,3570000.0,C+,T6110,L11631,5.08559017,-0.8927900303521317,18.0,8929.0771,0.07188200730612536,67297,Fe I,-0.893,1.0,0.0002099696478683466,1
8940.331,8940.3352,,9.0,,,,L11631,4.91297355,,,8940.331,,67314,Fe I,-1.975,1.0,,1
8942.895,8942.8927,,7.0,,,,L11631,4.95563019,,,8942.895,,67316,Fe I,-2.789,1.0,,1
8943.0633,8943.0647,,5.0,,,,L11631,2.83159117,,,8943.0633,,67317,Fe I,-3.471,1.0,,1
8945.1895,8945.1893,,9.0,,,,L11631,5.03306811,,,8945.1895,,67320,Fe I,-0.23,1.0,,1
8946.2613,8946.2603,,3.0,,,,L11631,2.84504259,,,8946.2613,,67323,Fe I,-3.63,1.0,,1
8950.1883,8950.1881,,7.0,,,,L11631,4.15435379,,,8950.1883,,67338,Fe I,-2.411,1.0,,1
8950.615,8950.608,,5.0,,,,L11631,5.35736031,,,8950.615,,-1,Fe I,,,,0
8954.9384,8954.9358,,9.0,,,,L11631,2.55917148,,,8954.9384,,67347,Fe I,-5.437,1.0,,1
8959.881,8959.8812,,9.0,,,,L11631,5.34482452,,,8959.881,,67359,Fe I,-1.808,1.0,,1
8961.358,8961.3558,,5.0,,,,L11631,4.96581946,,,8961.358,,67363,Fe I,-1.999,1.0,,1
8969.417,8969.4103,,9.0,,,,L11631,3.21118938,,,8969.417,,-1,Fe I,,,,0
8971.463,8971.458,,7.0,,,,L11631,4.98504395,,,8971.463,,67382,Fe I,-2.676,1.0,,1
8975.4001,8975.4015,0.000676,9.0,55900.0,C,T5720,L11631,2.99035244,-2.2158107946190393,25.0,8975.4001,0.09691001300805642,67387,Fe I,-2.229,1.0,0.0131892053809608,1
8978.196,8978.1977,,3.0,,,,L11631,3.41489715,,,8978.196,,67395,Fe I,-3.454,1.0,,1
8984.888,8984.8862,,3.0,,,,L11631,5.09954435,,,8984.888,,67405,Fe I,-1.22,1.0,,1
8987.137,8987.1364,,7.0,,,,L11631,4.98504395,,,8987.137,,67411,Fe I,-2.21,1.0,,1
8994.627,8994.628,,3.0,,,,L11631,3.2739844,,,8994.627,,67427,Fe I,-3.189,1.0,,1
8999.556,8999.5558,0.0129,5.0,1060000.0,D+,T5720,L11631,2.83159117,-1.1904402853647322,40.0,8999.556,0.146128035678238,67440,Fe I,-1.314,1.0,0.12355971463526783,1
9006.763,9006.7589,,7.0,,,,L11631,5.34836675,,,9006.763,,67449,Fe I,-0.964,1.0,,1
9006.763,9006.767,,5.0,,,,L11631,4.98804995,,,9006.763,,67450,Fe I,-2.661,1.0,,1
9008.4115,9008.4121,,5.0,,,,L11631,5.06740926,,,9008.4115,,67456,Fe I,-0.825,1.0,,1
9010.594,9010.5922,0.000223,5.0,18300.0,C+,T5720,L11631,2.60850194,-2.9527251326158206,18.0,9010.594,0.07188200730612536,67463,Fe I,-2.953,1.0,0.00027486738417925594,1
9012.074,9012.0754,0.0444,11.0,4460000.0,C,T5720,L11631,4.99127081,-0.3112243447271551,25.0,9012.074,0.09691001300805642,67467,Fe I,-0.08,1.0,-0.23122434472715508,1
9013.977,9013.9768,,5.0,,,,L11631,2.27860466,,,9013.977,,67470,Fe I,-3.837,1.0,,1
9019.7463,9019.7445,,3.0,,,,L11631,5.09954435,,,9019.7463,,67487,Fe I,-1.007,1.0,,1
9024.3685,9024.3691,,9.0,,,,L11631,4.91297355,,,9024.3685,,67491,Fe I,-0.93,1.0,,1
9024.7514,9024.7512,,11.0,,,,L11631,4.99127081,,,9024.7514,,67492,Fe I,-2.595,1.0,,1
9026.441,9026.4453,,1.0,,,,L11631,5.02027939,,,9026.441,,67496,Fe I,-2.727,1.0,,1
9030.7123,9030.7105,,3.0,,,,L11631,2.84504259,,,9030.7123,,67513,Fe I,-3.77,1.0,,1
9034.679,9034.6809,,5.0,,,,L11631,5.31393522,,,9034.679,,67517,Fe I,-2.436,1.0,,1
9036.7547,9036.7536,,5.0,,,,L11631,4.98804995,,,9036.7547,,67522,Fe I,-2.391,1.0,,1
9047.767,9047.7668,,5.0,,,,L11631,5.08559017,,,9047.767,,67539,Fe I,-3.184,1.0,,1
9049.349,9049.3565,,5.0,,,,L11631,5.35736031,,,9049.349,,-1,Fe I,,,,0
9052.5935,9052.5883,,9.0,,,,L11631,5.33417031,,,9052.5935,,67553,Fe I,-1.452,1.0,,1
9057.971,9057.9714,,9.0,,,,L11631,3.0468689,,,9057.971,,67563,Fe I,-4.47,1.0,,1
9058.76,9058.7593,,7.0,,,,L11631,5.2733878,,,9058.76,,67566,Fe I,-2.057,1.0,,1
9062.2396,9062.2394,,5.0,,,,L11631,5.08559017,,,9062.2396,,67572,Fe I,-0.86,1.0,,1
9064.689,9064.688,,7.0,,,,L11631,4.95563019,,,9064.689,,67573,Fe I,-2.501,1.0,,1
9068.916,9068.9146,,7.0,,,,L11631,5.34836675,,,9068.916,,67580,Fe I,-2.122,1.0,,1
9070.4025,9070.4047,,5.0,,,,L11631,5.08559017,,,9070.4025,,67584,Fe I,-1.789,1.0,,1
9078.571,9078.5733,,7.0,,,,L11631,4.98504395,,,9078.571,,67603,Fe I,-2.706,1.0,,1
9079.5803,9079.5792,,5.0,,,,L11631,4.65203107,,,9079.5803,,67607,Fe I,-0.806,1.0,,1
9080.387,9080.3858,,7.0,,,,L11631,4.95563019,,,9080.387,,67609,Fe I,-1.18,1.0,,1
9084.1848,9084.1837,,7.0,,,,L11631,4.2562228,,,9084.1848,,67613,Fe I,-2.268,1.0,,1
9085.4198,9085.4254,,9.0,,,,L11631,5.63240401,,,9085.4198,,-1,Fe I,,,,0
9086.434,9086.4254,,3.0,,,,L11631,5.1054724,,,9086.434,,-1,Fe I,,,,0
9088.318,9088.3178,0.00448,3.0,217000.0,D,T5720,L11631,2.84504259,-1.8716007312821936,50.0,9088.318,0.17609125905568124,67623,Fe I,-1.986,1.0,0.11439926871780637,1
9088.507,9088.5,,9.0,,,,L11631,5.92794713,,,9088.507,,-1,Fe I,,,,0
9089.4038,9089.4044,0.00192,11.0,155000.0,D+,T5720,L11631,2.94879294,-1.6753060861382254,40.0,9089.4038,0.146128035678238,67627,Fe I,-1.675,1.0,-0.0003060861382253588,1
9091.664,9091.6611,,5.0,,,,L11631,4.96581946,,,9091.664,,67633,Fe I,-2.342,1.0,,1
9092.477,9092.478,,7.0,,,,L11631,5.06378173,,,9092.477,,67636,Fe I,-2.246,1.0,,1
,9093.6839,5.9e-10,5.0,0.034,E,T6409,,2.27860466,-8.530177984021837,100.0,9093.6839,0.3010299956639812,-1,Fe I,,,,0
9098.6044,9098.6058,,5.0,,,,L11631,4.98804995,,,9098.6044,,67649,Fe I,-1.403,1.0,,1
9100.4456,9100.4462,,9.0,,,,L11631,4.91297355,,,9100.4456,,67657,Fe I,-1.445,1.0,,1
9100.6742,9100.674,,7.0,,,,L11631,4.98504395,,,9100.6742,,67658,Fe I,-1.256,1.0,,1
9103.6369,9103.635,,11.0,,,,L11631,4.17769679,,,9103.6369,,67662,Fe I,-2.19,1.0,,1
,9106.165,2.5e-11,5.0,0.002,E,T6409,,2.27860466,-9.903089986991944,100.0,9106.165,0.3010299956639812,67665,Fe I,-8.7686,2.0,-1.1344899869919445,1
9112.2417,9112.2398,,11.0,,,,L11631,4.99127081,,,9112.2417,,67678,Fe I,-1.089,1.0,,1
9116.9043,9116.9033,,3.0,,,,L11631,5.00952178,,,9116.9043,,67684,Fe I,-1.866,1.0,,1
9117.1321,9117.1311,,1.0,,,,L11631,2.85805275,,,9117.1321,,67685,Fe I,-3.571,1.0,,1
9118.881,9118.8808,0.00153,5.0,123000.0,D+,T5720,L11631,2.83159117,-2.1163385648463824,40.0,9118.881,0.146128035678238,67688,Fe I,-2.115,1.0,-0.001338564846382173,1
9119.9699,9119.9689,,5.0,,,,L11631,4.28330826,,,9119.9699,,67693,Fe I,-2.62,1.0,,1
9123.58,9123.5811,,9.0,,,,L11631,5.34482452,,,9123.58,,67694,Fe I,-2.028,1.0,,1
9132.741,9132.7417,,5.0,,,,L11631,4.96581946,,,9132.741,,67720,Fe I,-2.373,1.0,,1
9136.739,9136.7406,,7.0,,,,L11631,4.98504395,,,9136.739,,-1,Fe I,,,,0
9136.793,9136.7923,,7.0,,,,L11631,4.98504395,,,9136.793,,-1,Fe I,,,,0
