canon_index,to_tier,log_gf,sigma_dex,loggf_reference,lab_source_tag,nist_grade,gf_source_doi,adjudication_status,delta,from_tier,kept
53206,NIST-C+,-1.4447845948739269,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.00021540512607320927,VALD3,True
147502,NIST-C+,-0.9714287473074624,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
53173,NIST-C+,-1.4589202322233712,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,7.976777662888068e-05,VALD3,True
147638,NIST-C+,-0.4035128662634558,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
164694,NIST-C+,-1.332547047110046,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
164657,NIST-C+,-0.2099260515736952,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
150622,NIST-C+,-1.3147062186132157,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
53423,NIST-C+,-0.9935339577507684,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0005339577507683657,VALD3,True
53711,NIST-C+,-2.4397346021372854,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0002653978627145115,VALD3,True
166242,NIST-C+,-0.6989700043360187,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
53689,NIST-C+,-1.2218487496163564,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0008487496163562813,VALD3,True
164902,NIST-C+,-0.8667805432675058,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
81721,NIST-C+,-9.009128595198511,0.04139268515822508,"NIST-C+ T9588,T10588c104",NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.19212859519851122,KURUCZ,True
53628,NIST-C+,-0.5543957967264024,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0006042032735976699,VALD3,True
53609,NIST-C+,-0.7517814388099252,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0012185611900747961,VALD3,True
164888,NIST-C+,-1.755228238504705,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
151516,NIST-C+,-2.60223374387355,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
53598,NIST-C+,-0.7283906986211679,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0006093013788320834,VALD3,True
53583,NIST-C+,-1.2328441339178196,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0011558660821804345,VALD3,True
166359,NIST-C+,-0.4648325148850557,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
164860,NIST-C+,-0.1261564667765641,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
164818,NIST-C+,-0.3736596326249576,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
166426,NIST-C+,-2.0447934624580584,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
53548,NIST-C+,-2.4183916339679423,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0003916339679421732,VALD3,True
53540,NIST-C+,-1.2510371387438386,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0009628612561614069,VALD3,True
166457,NIST-C+,-2.505845405981557,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
53534,NIST-C+,-1.2758060804856703,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0001939195143296768,VALD3,True
146529,NIST-C+,-0.8777841217271733,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
53529,NIST-C+,-1.3705904008972811,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0004095991027188717,VALD3,True
146538,NIST-C+,-0.0287241512618947,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
162978,NIST-C+,-0.5486741915104804,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
164821,NIST-C+,-0.878440155812499,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
166635,NIST-C+,-0.8486301497525396,0.04139268515822508,NIST-C+ T4187,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
53472,NIST-C+,-1.57154122648442,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.00045877351558010204,VALD3,True
53439,NIST-C+,-1.5130031115681777,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-3.1115681777826865e-06,VALD3,True
151389,NIST-C+,-0.8560488835760365,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
53744,NIST-C+,-1.1487416512809248,0.04139268515822508,NIST-C+ T6110,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0007416512809248488,VALD3,True
150587,NIST-C+,-1.561615892965286,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
53100,NIST-C+,-0.9295926782598803,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0004073217401197038,VALD3,True
163616,NIST-C+,-1.8664610916297824,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
163620,NIST-C+,-0.514988785421427,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
52875,NIST-C+,-1.0899628764469491,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,3.712355305096615e-05,VALD3,True
163632,NIST-C+,-1.3851027839668657,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
163642,NIST-C+,-1.4559319556497243,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
52835,NIST-C+,-1.7469044141509684,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0009044141509684245,VALD3,True
52827,NIST-C+,-0.8413360191860106,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.00033601918601067204,VALD3,True
52796,NIST-C+,-0.4509967379742122,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,3.2620257878201997e-06,VALD3,True
52562,NIST-C+,-0.799696817018415,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0006968170184149525,VALD3,True
148937,NIST-C+,-0.9251835593548252,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
149019,NIST-C+,-1.363612414186843,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
148781,NIST-C+,-2.036212172654445,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
52771,NIST-C+,-1.5316526695878427,0.04139268515822508,NIST-C+ T6110,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0003473304121572873,VALD3,True
164216,NIST-C+,-0.9419537696047182,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
163894,NIST-C+,-0.6942188487450178,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
163960,NIST-C+,-0.1497214474819628,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
52714,NIST-C+,-0.0150228735845066,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0009771264154934001,VALD3,True
52708,NIST-C+,-1.0385789059335515,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0004210940664484131,VALD3,True
164129,NIST-C+,-0.9262816496538774,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
163984,NIST-C+,-0.868702203402377,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
52678,NIST-C+,-0.329754146925876,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0002458530741240028,VALD3,True
52627,NIST-C+,-1.42458120878564,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0005812087856400527,VALD3,True
52648,NIST-C+,-1.6730500058340012,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0009499941659987243,VALD3,True
163793,NIST-C+,-1.438898616350944,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
149621,NIST-C+,-1.1298302788635592,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
53098,NIST-C+,-1.031517051446065,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.00048294855393504754,VALD3,True
147734,NIST-C+,-2.0476919903378747,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
147918,NIST-C+,-1.0457574905606752,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
163301,NIST-C+,-1.6032777214962266,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
52482,NIST-C+,-1.4266641599339325,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.000335840066067572,VALD3,True
53034,NIST-C+,-0.6050232804454357,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.021023280445435777,VALD3,True
53019,NIST-C+,-1.6625407387093438,0.04139268515822508,NIST-C+ T4187,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0004592612906562099,VALD3,True
52489,NIST-C+,-1.4023048140744878,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0013048140744877923,VALD3,True
150303,NIST-C+,-0.0895890600853118,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
164592,NIST-C+,-1.3178549236261683,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
53003,NIST-C+,-1.3187587626244128,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0007587626244127677,VALD3,True
149588,NIST-C+,-0.9638503702541468,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
52992,NIST-C+,-1.8830603534492445,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0009396465507554019,VALD3,True
150265,NIST-C+,-1.3783045376707213,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
52968,NIST-C+,-0.8052082422780754,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.00020824227807536566,VALD3,True
164470,NIST-C+,-1.060480747381381,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
148303,NIST-C+,-1.1884249941294067,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
163481,NIST-C+,-0.3302183847914633,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
52946,NIST-C+,-0.7358908436941917,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.00010915630580832225,VALD3,True
163501,NIST-C+,-0.1765257708296989,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
164462,NIST-C+,-0.4810914263085857,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
52931,NIST-C+,-0.9318141382538384,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.00018586174616164186,VALD3,True
163525,NIST-C+,-1.4436974992327127,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
163528,NIST-C+,-1.112776668637477,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
52926,NIST-C+,-1.5107448316307397,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0002551683692602058,VALD3,True
52986,NIST-C+,-0.9469215565165804,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,7.844348341956575e-05,VALD3,True
82039,NIST-C+,-9.43226803745193,0.04139268515822508,"NIST-C+ T9588,T10588c104",NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.19126803745193044,KURUCZ,True
52633,NIST-C+,-2.1958605676646497,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.00013943233535052002,VALD3,True
162604,NIST-C+,-2.034845354013074,0.04139268515822508,NIST-C+ T4187,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
54190,NIST-C+,-2.154901959985743,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0019019599857430514,VALD3,True
54300,NIST-C+,-0.5543957967264024,0.04139268515822508,NIST-C+ T4187,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.000395796726402331,VALD3,True
165475,NIST-C+,-0.8794260687941502,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
165081,NIST-C+,-0.4314462879505574,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
54308,NIST-C+,-0.6655462488490691,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.00045375115093093665,VALD3,True
53985,NIST-C+,-0.9396799713117148,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.04467997131171475,VALD3,True
53975,NIST-C+,-0.8794260687941501,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0004260687941500807,VALD3,True
164980,NIST-C+,-0.1732774798310078,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
165702,NIST-C+,-1.3777859770337046,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
165467,NIST-C+,-1.1721785723171978,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
54282,NIST-C+,-0.3711004355793933,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.00010043557939332093,VALD3,True
54310,NIST-C+,-1.493494967595128,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0004949675951277932,VALD3,True
54035,NIST-C+,-1.858236769724212,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.00023676972421182718,VALD3,True
146025,NIST-C+,-1.382265964635982,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
54052,NIST-C+,-0.958607314841775,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.022607314841774917,VALD3,True
152001,NIST-C+,-1.1771130521658493,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
165391,NIST-C+,-2.407268233606038,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
54292,NIST-C+,-0.8696662315049939,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0006662315049938972,VALD3,True
54113,NIST-C+,-1.9270152553720696,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-1.5255372069589157e-05,VALD3,True
165644,NIST-C+,-1.1255181823005336,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
54094,NIST-C+,-0.4509967379742122,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.002003262025787822,VALD3,True
165591,NIST-C+,-0.296021174991614,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
54254,NIST-C+,-0.8273970687901402,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.00039706879014023144,VALD3,True
162430,NIST-C+,-0.8471004036062524,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
165920,NIST-C+,-1.2358238676096691,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
54247,NIST-C+,-3.2924298239020637,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0005701760979364145,VALD3,True
165580,NIST-C+,-1.5686362358410126,0.04139268515822508,NIST-C+ T4187,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
165296,NIST-C+,-1.2006594505464183,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
165958,NIST-C+,-1.4528408786725826,0.04139268515822508,NIST-C+ T4293,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
54075,NIST-C+,-1.0056828473303634,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.00031715266963661115,VALD3,True
165875,NIST-C+,-1.6127881996862694,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
54316,NIST-C+,-0.4917396944876655,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.00026030551233446886,VALD3,True
162406,NIST-C+,-0.596879478824182,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
165831,NIST-C+,-2.113509274827518,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
151760,NIST-C+,-2.215168821875531,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
53825,NIST-C+,-1.4400933749638876,0.04139268515822508,NIST-C+ T6110,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0010933749638875057,VALD3,True
53835,NIST-C+,-2.11069829749369,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0013017025063102317,VALD3,True
146347,NIST-C+,-2.7569619513137056,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
54173,NIST-C+,-1.821886747685368,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0011132523146319961,VALD3,True
162810,NIST-C+,-0.3419886033428875,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
151711,NIST-C+,-2.595508382241314,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
53905,NIST-C+,-2.068033885271827,0.04139268515822508,NIST-C+ T6110,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-3.388527182712764e-05,VALD3,True
151868,NIST-C+,-2.828566099056992,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
54174,NIST-C+,-0.8082696066371436,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0007303933628564074,VALD3,True
151794,NIST-C+,-1.3049563411787055,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
162585,NIST-C+,-1.0996328713435295,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
54166,NIST-C+,-0.6882461389442457,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.000246138944245744,VALD3,True
53797,NIST-C+,-1.4194171231856327,0.04139268515822508,NIST-C+ T4293,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0004171231856326951,VALD3,True
54390,NIST-C+,-0.9284861949049108,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0004861949049107528,OTHER,True
53851,NIST-C+,-1.359518563029578,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.00048143697042202227,VALD3,True
54238,NIST-C+,-1.1921944677293754,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0001944677293754804,VALD3,True
54327,NIST-C+,-0.7180580665591753,0.04139268515822508,NIST-C+ T4187,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.000941933440824716,VALD3,True
54330,NIST-C+,-0.7825160557860937,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.0005160557860937054,VALD3,True
54167,NIST-C+,-0.4003352212115831,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,-0.00033522121158308105,VALD3,True
54363,NIST-C+,-1.0096611452123985,0.04139268515822508,NIST-C+ T5720,NIST-C+,B,https://physics.nist.gov/asd,nist_rya945,0.0003388547876015391,OTHER,True
80230,NIST-C+,-0.595166283380062,0.07188200730612536,NIST-C+ T6892c83,NIST-C+,C+,https://physics.nist.gov/asd,nist_rya945,0.0008337166199380297,OTHER,True
69775,NIST-C+,-0.329754146925876,0.07188200730612536,NIST-C+ T6892c83,NIST-C+,C+,https://physics.nist.gov/asd,nist_rya945,0.0002458530741240028,OTHER,True
82416,NIST-C+,-0.6989700043360187,0.07188200730612536,NIST-C+ T6892c83,NIST-C+,C+,https://physics.nist.gov/asd,nist_rya945,2.999566398120823e-05,OTHER,True
148214,NIST-C+,-0.6524748400013105,0.07188200730612536,NIST-C+ T5720,NIST-C+,C+,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
148294,NIST-C+,-2.509479690636651,0.07188200730612536,NIST-C+ T5720,NIST-C+,C+,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
155786,NIST-C+,-1.1324735888002566,0.07188200730612536,NIST-C+ T5720,NIST-C+,C+,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
68193,NIST-C+,-7.82739706879014,0.07188200730612536,NIST-C+ T7504c105,NIST-C+,C+,https://physics.nist.gov/asd,nist_rya945,-0.07939706879013997,KURUCZ,True
68236,NIST-C+,-8.12010167566999,0.07188200730612536,"NIST-C+ T9588,T10588c104",NIST-C+,C+,https://physics.nist.gov/asd,nist_rya945,0.03989832433001084,KURUCZ,True
68254,NIST-C+,-8.324221658325914,0.07188200730612536,NIST-C+ T7504c105,NIST-C+,C+,https://physics.nist.gov/asd,nist_rya945,-0.08122165832591399,KURUCZ,True
69706,NIST-C+,-7.575118363368933,0.07188200730612536,NIST-C+ T8961,NIST-C+,C+,https://physics.nist.gov/asd,nist_rya945,-0.11211836336893288,KURUCZ,True
69697,NIST-C+,-8.239577516576787,0.07188200730612536,NIST-C+ T8961,NIST-C+,C+,https://physics.nist.gov/asd,nist_rya945,-0.06957751657678735,KURUCZ,True
82429,NIST-C+,-0.6126101736612706,0.07188200730612536,NIST-C+ T6892c83,NIST-C+,C+,https://physics.nist.gov/asd,nist_rya945,-0.0006101736612705855,OTHER,True
68229,NIST-C+,-8.0195421077239,0.07188200730612536,NIST-C+ T7504c105,NIST-C+,C+,https://physics.nist.gov/asd,nist_rya945,-0.08354210772390047,KURUCZ,True
146488,NIST-C+,-1.0056828473303634,0.07188200730612536,NIST-C+ T5720,NIST-C+,C+,https://physics.nist.gov/asd,nist_rya945,0.0,NIST-C+,False
69888,NIST-C+,-0.4736607226101559,0.07188200730612536,NIST-C+ T6892c83,NIST-C+,C+,https://physics.nist.gov/asd,nist_rya945,0.0023392773898440744,OTHER,True
